	RUNX1	SF3B1
BA3319	0.4062251645760432	0.2441810252409822
BA3322	0.1870056804521788	2.9021558922236363
BA3324	0.5041686634752043	6.968018258236888
BA3325	0.3511676830534682	7.743812142556275
BA3326	0.0946196926437193	1.3067779009490268
BA3328	0.5696664315782274	9.490785619680636
BA3329	0.2878748850466966	4.566633471254719
BA3332	0.4309639511858069	1.507759522582156
BA3333	0.7898330470868123	11.637307978303612
BA3334	0.1840161005601276	0.4513920099875156
BA3335	0.6419343830762536	5.688921840999604
BA3339	0.1616917626721239	3.6418119783279423
BA3341	0.3174076243393825	2.062199914540442
BA3345	0.161196937947849	2.438859806788409
BA3347	0.2043961250789596	1.3679641845379027
BA3351	0.2277844883078007	7.446937293669149
BA3352	0.3304688858969831	0.8842332741807212
BA3353	0.4940194295257724	9.145652997699282
BA3357	0.2357294055540615	5.684862428359192
BA3362	0.2094729196922687	3.3403728135202493
BA3367	0.1949590412461768	3.3419890103874423
BA3369	0.5423304068211141	6.889214099002313
BA3371	0.226349875713049	1.6825871968808783
BA3373	0.4774971725331615	20.23629457544695
BA3374	0.094090365428496	1.4028629180029226
BA3375	0.4729430043851663	5.380317903473276
BA3376	0.6235087840431298	4.92999922447732
BA3379	0.3148457090256712	7.306065575764765
BA3380	0.3662717140970948	4.035790713800198
BA3381	0.3995621713674603	10.188157920747663
BA3384	0.3342882991549222	2.3368678919925
BA3385	0.396194121898357	6.676575573164484
BA3386	0.7796296146743463	6.266920429852454
BA3388	0.2751835808372105	0.8071718968828551
BA3390	0.1944113750647645	3.194429177292088
BA3394	0.3032300434910894	11.355345145608185
BA3395	0.5549256020025314	1.8988592137416536
BA3397	0.5455480797470682	4.166165717031542
BA3399	0.144535490638782	0.4509431040067151
BA3400	0.8669773811457671	2.0476180809311137
BA3403	0.2800542556398858	4.745064163096981
BA3405	0.4900832122830341	2.728556805515639
BA3406	0.3555937927988822	4.186115247232068
BA3407	0.1954447978657259	1.3746311173152923
BA3408	0.0988729634042426	2.693258366140984
BA3410	0.3685682495555111	4.029314095808984
BA3411	0.2704176023369389	6.916556580461999
BA3412	0.0899779089099585	5.771902623243478
BA3413	0.23006633904582	4.533433885170942
BA3415	0.7410698910464569	6.253029412077777
BA3416	0.2221459302117749	6.819673771062664
BA3417	0.1861777521522952	3.8156430299519024
BA3418	0.2631471556305804	0.9401166781474436
BA3421	0.1168253603124548	1.1040734328739503
BA3422	0.6446960034484137	5.258116536728601
BA3423	0.4690401005159862	2.5043194788487595
BA3427	0.5007832987527033	4.516365794279683
BA3430	0.0648879484956471	0.4682961462605361
BA3431	0.2236180365190641	0.4734616975431138
BA3433	0.742720604806531	3.683575326821984
BA3434	0.66006781137165	7.568311375397076
BA3435	0.565665550355561	4.923777882701434
BA3436	0.5688667444176033	4.001661899483137
BA3438	0.4422330780237589	8.543050533666047
BA3445	0.3247887731201874	1.9600419770658173
BA3446	0.197880958049616	4.630120548157677
BA3447	0.1034714208120763	0.913590061752894
BA3448	0.3469263687875951	6.293018319062196
BA3449	0.2999389659404642	3.1305215618114386
BA3450	0.4257168708106206	0.5583604310081339
BA3451	0.2801380775486234	2.763490924103701
BA3452	0.4710051611355347	1.593654346500492
BA3453	0.2738419892276626	2.189872373297081
BA3454	1.0195808743846482	6.356965189676121
