	ABL1	CTCF
BA2168	0.0087941600576784	0.0160227272727272
BA2169	0.0112076423936553	0.0292098308668076
BA2171	0.0253118240807498	0.0527774841437632
BA2172	0.0166528478731074	0.034764799154334
BA2174	0.0147224224945926	0.0474788583509513
BA2175	0.019388968997837	0.0369635306553911
BA2184	0.046326604181687	0.0989640591966173
BA2195	0.0100342465753424	0.0241331923890063
BA2198	0.0141474405191059	0.0453091966173361
BA2200	0.0183453496755587	0.068718287526427
BA2201	0.0077883922134102	0.0252880549682875
BA2209	0.0153947368421052	0.025644820295983
BA2211	0.0313320115356885	0.05321088794926
BA2212	0.0161824080749819	0.0267389006342494
BA2217	0.0262707281903388	0.048414376321353
BA2218	0.0069124008651766	0.0172489429175475
BA2220	0.0089419610670511	0.0376744186046511
BA2221	0.0084661139149242	0.0238504228329809
BA2224	0.0088914924297043	0.036723044397463
BA2226	0.0220944484498918	0.070203488372093
BA2227	0.0209408795962509	0.0523705073995771
BA2228	0.0196377072819033	0.0515036997885835
BA2229	0.0153713049747656	0.0260676532769556
BA2233	0.0236860129776496	0.0289482029598308
BA2234	0.0152505407354001	0.0544318181818181
BA2235	0.0130641672674837	0.0375845665961945
BA2236	0.018817591925018	0.0356606765327695
BA2239	0.0091726748377793	0.0273387949260042
BA2240	0.0207876712328767	0.0597595137420718
BA2242	0.0155587599134823	0.045946088794926
BA2244	0.0166348233597692	0.0450977801268498
BA2245	0.0197404470079307	0.0444186046511627
BA2248	0.00905010814708	0.0147013742071881
BA2249	0.012557678442682	0.0475528541226215
BA2251	0.0230894015861571	0.0545665961945031
BA2256	0.0136391492429704	0.0363662790697674
BA2260	0.0076297764960346	0.0180549682875264
BA2261	0.0063482335976928	0.0205496828752642
BA2269	0.006685291997116	0.0119582452431289
BA2271	0.0136319394376351	0.045406976744186
BA2272	0.01	0.0373150105708245
BA2273	0.0184607065609228	0.02821088794926
BA2275	0.0184697188175919	0.0765856236786469
BA2276	0.0092519826964671	0.0192785412262156
BA2277	0.0193421052631578	0.0548150105708245
BA2280	0.0273449891852919	0.0747938689217758
BA2281	0.0179271809661139	0.0312341437632135
BA2282	0.0063031723143475	0.0341411205073995
BA2286	0.0208507570295602	0.0406368921775898
BA2288	0.0124134823359769	0.0223969344608879
BA2292	0.0175486661860129	0.0415274841437632
BA2294	0.0140573179524152	0.0288266384778012
BA2296	0.0239365537130497	0.0509963002114164
BA2300	0.0072584715212689	0.0648757928118393
BA2301	0.0100739005046863	0.0283720930232558
BA2302	0.0157948810382119	0.0186997885835095
BA2304	0.0063734679163662	0.0201664904862579
BA2306	0.0136121124729632	0.0335095137420718
BA2308	0.0117321557317952	0.0253911205073995
BA2309	0.0130984138428262	0.0360121564482029
BA2311	0.0107876712328767	0.0251612050739957
BA2312	0.009127613554434	0.0250554968287526
BA2316	0.0084282624369142	0.0241966173361522
BA2322	0.0178568853640951	0.0403356236786469
BA2325	0.0081506849315068	0.0173282241014799
BA2329	0.0087815428983417	0.0255470401691331
BA2334	0.0099639509733237	0.0151242071881606
BA2339	0.0048882480173035	0.0181183932346723
BA2344	0.0139077144917087	0.0263028541226215
BA2347	0.0055064888248017	0.0222568710359408
BA2348	0.0043727469358327	0.0116754756871035
BA2350	0.0045818312905551	0.0174075052854122
BA2354	0.0157534246575342	0.0370480972515856
BA2355	0.0216312184571016	0.0395692389006342
BA2357	0.0130569574621485	0.0249127906976744
BA2360	0.0196322999279019	0.0416067653276955
BA2361	0.0122873107426099	0.0195005285412262
BA2363	0.0046250901225666	0.0123916490486257
BA2369	0.0189221341023792	0.0354862579281183
BA2374	0.0208489545782263	0.0583932346723044
BA2375	0.0116131939437635	0.0428699788583509
BA2376	0.0086265320836337	0.0352404862579281
BA2377	0.0481254506128334	0.1141516913319238
BA2379	0.0132227829848594	0.022703488372093
BA2385	0.0062310742609949	0.0351797040169133
BA2386	0.0189491708723864	0.0442494714587737
BA2387	0.0169881038211968	0.0404545454545454
BA2394	0.0097242249459264	0.0592124735729386
BA2399	0.0148125450612833	0.0261812896405919
BA2400	0.0313842826243691	0.0700052854122621
BA2402	0.0125630857966834	0.038276955602537
BA2405	0.0074134823359769	0.0157901691331923
BA2406	0.0122512617159336	0.0213794926004228
BA2409	0.0120385724585436	0.0378964059196617
BA2410	0.0260958904109589	0.03848044397463
BA2412	0.0044754866618601	0.0166305496828752
BA2413	0.0136788031723143	0.0241331923890063
BA2414	0.0243258832011535	0.048818710359408
BA2415	0.0047260273972602	0.0253435517970401
BA2417	0.0171773612112472	0.0308403805496828
BA2418	0.0077685652487382	0.0130576109936575
BA2420	0.0105136986301369	0.034526955602537
BA2421	0.0181596971881759	0.0399022198731501
BA2423	0.0107894736842105	0.0187262156448202
BA2425	0.0087941600576784	0.0337447145877378
BA2426	0.0100558759913482	0.0186390063424947
BA2427	0.0086571737563085	0.0136548625792811
BA2429	0.0106452775775054	0.0408641649048625
BA2440	0.01405010814708	0.0292706131078224
BA2441	0.0184354722422494	0.0632610993657505
BA2442	0.0116095890410958	0.0394556025369978
BA2446	0.0115392934390771	0.0343234672304439
BA2449	0.0213698630136986	0.0349471458773784
BA2450	0.0162040374909877	0.0403858350951374
BA2452	0.0252541456380677	0.054561310782241
BA2454	0.0121611391492429	0.0483641649048625
BA2455	0.0087148521989906	0.012365221987315
BA2456	0.0047837058399423	0.0281474630021141
BA2459	0.0067934390771449	0.0179889006342494
BA2461	0.0103262436914203	0.0462790697674418
BA2463	0.0140356885364095	0.027198731501057
BA2464	0.0198936553713049	0.036353065539112
BA2469	0.0165843547224224	0.0141966173361522
BA2470	0.0112599134823359	0.032367864693446
BA2472	0.0163428262436914	0.0403858350951374
BA2473	0.0219412400865176	0.0508879492600422
BA2474	0.0123521989906272	0.028583509513742
BA2477	0.025086517664023	0.0624656448202959
BA2479	0.0077253064167267	0.0224867864693446
BA2480	0.023895097332372	0.0403884778012685
BA2481	0.0052072819033886	0.0130206131078224
BA2482	0.0118006488824801	0.0376400634249471
BA2483	0.0151604181687094	0.0414825581395348
BA2485	0.0216672674837779	0.034799154334038
BA2488	0.0136697909156452	0.0306025369978858
BA2489	0.0131038211968276	0.0189693446088794
BA2492	0.007577505407354	0.0276347780126849
BA2494	0.0152487382840663	0.0340671247357293
BA2496	0.0059769286229271	0.016387420718816
BA2497	0.0092682047584715	0.0261680761099365
BA2499	0.0128262436914203	0.0176479915433403
BA2500	0.0246304974765681	0.0533879492600422
BA2501	0.0150558759913482	0.0426744186046511
BA2502	0.0097837058399423	0.0370771670190274
BA2505	0.0148648161499639	0.0191992600422833
BA2507	0.0108904109589041	0.0129466173361522
BA2510	0.016472602739726	0.0141781183932346
BA2511	0.0059480894015861	0.0130628964059196
BA2512	0.0125036049026676	0.0519529598308668
BA2514	0.0112743330930064	0.0225528541226215
BA2515	0.0118655371304974	0.0204519027484143
BA2520	0.0036265320836337	0.0206976744186046
BA2521	0.0162959625090122	0.0494978858350951
BA2523	0.0194394376351838	0.0286918604651162
BA2524	0.0125360490266762	0.0158958773784355
BA2525	0.0119700793078586	0.0279149048625792
BA2526	0.0263968997837058	0.0360755813953488
BA2528	0.0154992790194664	0.0531659619450317
BA2532	0.0165176640230713	0.0574392177589852
BA2534	0.0232516222062004	0.0404677589852008
BA2538	0.012586517664023	0.0220533826638477
BA2539	0.0068961788031723	0.0405655391120507
BA2540	0.0125937274693583	0.0205628964059196
BA2541	0.0059012256669069	0.0287235729386892
BA2545	0.0118186733958183	0.0525872093023255
BA2546	0.0096431146359048	0.0295930232558139
BA2552	0.0384967555875991	0.0695507399577167
BA2559	0.014059120403749	0.0309751585623678
BA2561	0.0080064888248017	0.0205047568710359
BA2563	0.0161067051189617	0.0394106765327695
BA2564	0.0097710886806056	0.0226506342494714
BA2567	0.0041636625811103	0.0174867864693446
BA2570	0.0145692141312184	0.0467045454545454
BA2575	0.0071935832732516	0.0217204016913319
BA2577	0.0213626532083633	0.0462156448202959
BA2579	0.0098648161499639	0.0496353065539112
BA2583	0.0164635904830569	0.0258007399577167
BA2584	0.0166005767844268	0.0360914376321353
BA2587	0.0186751982696467	0.0484751585623678
BA2588	0.0140032444124008	0.0426612050739957
BA2589	0.0179704397981254	0.0240486257928118
BA2592	0.0183543619322278	0.0416966173361522
BA2593	0.0048125450612833	0.0070375264270613
BA2594	0.0085021629416005	0.0250211416490486
BA2595	0.0101045421773612	0.0256844608879492
BA2597	0.0188248017303532	0.017872621564482
BA2600	0.011598774333093	0.0285042283298097
BA2603	0.0146557317952415	0.0413557082452431
BA2618	0.0207354001441961	0.0683350951374207
BA2619	0.0106759192501802	0.0259302325581395
BA2620	0.0146971881759192	0.0273731501057082
BA2621	0.009030281182408	0.0230708245243128
BA2622	0.0153731074260994	0.042534355179704
BA2623	0.0129217736121124	0.0443023255813953
BA2629	0.0102992069214131	0.0351876321353065
BA2631	0.0144736842105263	0.033752642706131
BA2634	0.0064221341023792	0.0154492600422832
BA2636	0.008720259552992	0.0204915433403805
BA2639	0.0137959625090122	0.0452642706131078
BA2644	0.0111986301369863	0.040914376321353
BA2645	0.0217844268204758	0.0362975687103594
BA2646	0.0225540735400144	0.0491041226215644
BA2649	0.0211121124729632	0.0396088794926004
BA2651	0.007761355443403	0.015946088794926
BA2653	0.0130948089401586	0.0211971458773784
BA2655	0.0299783705839942	0.0780021141649048
BA2656	0.0079307858687815	0.0137632135306553
BA2657	0.0115537130497476	0.0347330866807611
BA2658	0.0126622206200432	0.0321168076109936
BA2659	0.0140519105984138	0.0377827695560253
BA2660	0.0080857966834895	0.0249630021141649
BA2662	0.0143330930064888	0.047095665961945
BA2663	0.0116925018024513	0.0212552854122621
BA2667	0.0136445565969718	0.0308720930232558
BA2670	0.0059354722422494	0.0274418604651162
BA2674	0.0104379956741167	0.0453197674418604
BA2675	0.0151568132660418	0.0335914376321353
BA2676	0.0147981254506128	0.0318498942917547
BA2677	0.0095962509012256	0.0277642706131078
BA2681	0.0056380677721701	0.0291754756871035
BA2682	0.012732516222062	0.0175951374207188
BA2685	0.0221935832732516	0.0353594080338266
BA2688	0.0081380677721701	0.025034355179704
BA2691	0.0082858687815428	0.029257399577167
BA2694	0.0088482335976928	0.0199735729386892
BA2695	0.0070007209805335	0.0267389006342494
BA2697	0.0056218457101658	0.0161522198731501
BA2701	0.009388968997837	0.0120375264270613
BA2704	0.0232498197548666	0.0445322410147991
BA2705	0.0289185291997116	0.0289693446088794
BA2707	0.0052000720980533	0.0293816067653276
BA2709	0.008352559480894	0.0094450317124735
BA2712	0.0131182408074981	0.0259408033826638
BA2714	0.0148071377072819	0.0434090909090909
BA2715	0.0302505407354001	0.0136733615221987
BA2718	0.0331092285508291	0.0572700845665962
BA2720	0.0045331651045421	0.029696088794926
BA2721	0.0158417447728911	0.0484645877378435
BA2722	0.0155623648161499	0.0264957716701902
BA2723	0.0153586878154289	0.0271405919661733
BA2724	0.008516582552271	0.0154175475687103
BA2726	0.008866258111031	0.0227140591966173
BA2727	0.0105082912761355	0.0487922832980972
BA2728	0.0145583994232155	0.0557161733615222
BA2731	0.0071449170872386	0.0108245243128964
BA2733	0.006016582552271	0.0113054968287526
BA2735	0.0094772891131939	0.0122727272727272
BA2737	0.0095133381398702	0.0150264270613107
BA2742	0.0109138428262436	0.0418842494714587
BA2744	0.0048918529199711	0.0104228329809725
BA2746	0.0107534246575342	0.0230153276955602
BA2747	0.0102829848594087	0.0192653276955602
BA2748	0.0250684931506849	0.0454651162790697
BA2751	0.0057804614275414	0.0325502114164904
BA2756	0.015416366258111	0.0387447145877378
BA2758	0.0097909156452775	0.0322700845665961
BA2760	0.0199783705839942	0.0348017970401691
BA2762	0.0134895457822638	0.0209249471458773
BA2764	0.0110994953136265	0.0351849894291754
BA2765	0.0068673395818312	0.0309275898520084
BA2769	0.0132498197548666	0.0210861522198731
BA2772	0.0075180245133381	0.0276136363636363
BA2775	0.0131074260994953	0.0435650105708245
BA2776	0.0300306416726748	0.0518551797040169
BA2778	0.0114708002883922	0.0239482029598308
BA2782	0.0080569574621485	0.0363239957716701
BA2786	0.0120547945205479	0.0233350951374207
BA2787	0.0031254506128334	0.0208192389006342
BA2789	0.026472602739726	0.046760042283298
BA2791	0.0192880317231434	0.0203461945031712
BA2792	0.0083723864455659	0.0243472515856236
BA2798	0.019176279740447	0.0399630021141649
BA2801	0.005706560922855	0.0184249471458773
BA2802	0.0085291997116077	0.0395190274841437
BA2804	0.0094412400865176	0.0217045454545454
BA2806	0.0151315789473684	0.023176532769556
BA2808	0.006452775775054	0.0128567653276955
BA2809	0.0128298485940879	0.0485121564482029
BA2811	0.0167159336697909	0.025914376321353
BA2812	0.006986301369863	0.0181131078224101
BA2813	0.0101748377793799	0.0148150105708245
BA2814	0.012141312184571	0.0283535940803382
BA2816	0.0128983417447728	0.027233086680761
BA2817	0.0133705839942321	0.0249762156448202
BA2820	0.0195241528478731	0.0393842494714587
BA2821	0.0274477289113193	0.0774762156448203
BA2822	0.0146539293439077	0.0244793868921775
BA2824	0.0203262436914203	0.0435729386892177
BA2828	0.0093727469358327	0.0215750528541226
BA2829	0.0157137707281903	0.0559566596194503
BA2830	0.0076910598413842	0.0188821353065539
BA2832	0.0145367700072098	0.0297093023255813
BA2836	0.0119899062725306	0.0126559196617336
BA2837	0.0134246575342465	0.0257082452431289
BA2839	0.0310886806056236	0.0480021141649048
BA2840	0.0080533525594808	0.0682743128964059
BA2841	0.0249585436193222	0.0374841437632135
BA2842	0.0069790915645277	0.0182875264270613
BA2843	0.0125991348233597	0.0194635306553911
BA2844	0.0165176640230713	0.0280681818181818
BA2846	0.0267069214131218	0.0482214587737843
BA2850	0.0103568853640951	0.0203620507399577
BA2851	0.0235832732516222	0.0616516913319238
BA2852	0.0104434030281182	0.0268816067653276
BA2855	0.0142087238644556	0.0260332980972515
BA2856	0.0061751982696467	0.0081791754756871
BA2858	0.0095602018745493	0.0231395348837209
BA2860	0.0067519826964671	0.0217019027484143
BA2861	0.0149585436193222	0.0289508456659619
BA2865	0.0138139870223503	0.0265618393234672
BA2866	0.0177505407354001	0.0372463002114164
BA2867	0.0181416726748377	0.0279598308668076
BA2868	0.022945205479452	0.0370428118393234
BA2870	0.0288085796683489	0.0558588794926004
BA2871	0.0117988464311463	0.0259778012684989
BA2872	0.011559120403749	0.0380549682875264
BA2876	0.0157948810382119	0.0265724101479915
BA2879	0.0138914924297043	0.0357505285412262
BA2880	0.0088518385003604	0.0278699788583509
BA2882	0.0111085075702956	0.0317045454545454
BA2883	0.0226189617880317	0.0323440803382663
BA2885	0.0144754866618601	0.0421802325581395
BA2887	0.0185832732516222	0.0410650105708245
BA2889	0.0001099495313626	0.0003250528541226
BA2893	0.0105371304974765	0.0271696617336152
BA2901	0.0094160057678442	0.0162315010570824
BA2902	0.0132930785868781	0.0316384778012685
BA2903	0.0040879596250901	0.0135597251585623
BA2904	0.0122098053352559	0.0511416490486257
BA2905	0.0205587599134823	0.0254651162790697
BA2906	0.0187761355443403	0.0335940803382663
BA2908	0.0214978370583994	0.0578620507399577
BA2909	0.0079055515501081	0.0236918604651162
BA2910	0.0172152126892573	0.027468287526427
BA2911	0.0161535688536409	0.0492864693446088
BA2914	0.0139798125450612	0.04642177589852
BA2915	0.0079091564527757	0.0156659619450317
BA2921	0.0102000720980533	0.020169133192389
BA2922	0.017528839221341	0.0328197674418604
BA2923	0.0063229992790194	0.0172700845665961
BA2926	0.0152487382840663	0.0443974630021141
BA2928	0.0180551550108147	0.0329281183932346
BA2930	0.0134913482335976	0.0435729386892177
BA2932	0.0167591925018024	0.035914376321353
BA2934	0.0065338860850757	0.0222119450317124
BA2935	0.0084967555875991	0.0153329809725158
BA2937	0.0097638788752703	0.0276638477801268
BA2939	0.0099242970439798	0.0182505285412262
BA2944	0.020232516222062	0.0580100422832981
BA2947	0.0107516222062004	0.0261997885835095
BA2948	0.0091474405191059	0.0305893234672304
BA2950	0.0101117519826964	0.0343683932346723
BA2951	0.0080299206921413	0.0274788583509513
BA2952	0.0254001441961067	0.0462315010570824
BA2953	0.0064059120403749	0.0148440803382663
BA2955	0.0074098774333093	0.0207980972515856
BA2956	0.0048413842826243	0.0098757928118393
BA2962	0.0184571016582552	0.0341041226215644
BA2970	0.0105118961788031	0.0226585623678646
BA2972	0.0217393655371304	0.0377774841437632
BA2976	0.0060994953136265	0.0459117336152219
BA2978	0.0098107426099495	0.0394397463002114
BA2981	0.0137527036770007	0.0267389006342494
BA2984	0.0127253064167267	0.0270824524312896
BA2986	0.0124855803893294	0.0465591966173361
BA2989	0.018972602739726	0.0357954545454545
BA2992	0.0137328767123287	0.0267758985200845
BA2993	0.0062509012256669	0.0154809725158562
BA2994	0.0163446286950252	0.0353699788583509
BA2995	0.0128929343907714	0.0428276955602537
BA2999	0.0155875991348233	0.043144820295983
BA3001	0.0230966113914924	0.0416834038054968
BA3002	0.0170007209805335	0.0408271670190274
BA3004	0.0253803172314347	0.0632954545454545
BA3006	0.0083777937995674	0.0228699788583509
BA3008	0.0010868781542898	0.0024973572938689
BA3009	0.0132912761355443	0.0269846723044397
BA3010	0.0096232876712328	0.0243208245243128
BA3011	0.0240374909877433	0.0437156448202959
BA3013	0.0143240807498197	0.0351612050739957
BA3023	0.0165969718817591	0.0269661733615222
BA3025	0.0182480173035328	0.0371908033826638
BA3027	0.0054902667627974	0.0151902748414376
BA3029	0.0092357606344628	0.0169186046511627
BA3030	0.0145746214852198	0.05794133192389
BA3037	0.0189149242970439	0.0252906976744186
BA3038	0.0169196106705118	0.0485729386892177
BA3040	0.0160490266762797	0.0227484143763213
BA3042	0.0222819033886085	0.0407584566596194
BA3043	0.0070421773612112	0.0250528541226215
BA3049	0.0035255948089401	0.0207637420718816
BA3051	0.0110310021629416	0.0180232558139534
BA3053	0.0164708002883922	0.0388239957716701
BA3064	0.0178640951694304	0.0363424947145877
BA3067	0.0239329488103821	0.0453435517970401
BA3068	0.0234066330209084	0.0489455602536997
BA3070	0.0086355443403028	0.0323255813953488
BA3071	0.0194971160778659	0.050541754756871
BA3072	0.021346431146359	0.0518631078224101
BA3075	0.0129073540014419	0.0246247357293868
BA3076	0.0033759913482335	0.0137896405919661
BA3077	0.0144196106705118	0.0382003171247357
BA2040	0.0086806056236481	0.0280443974630021
BA2160	0.0166672674837779	0.0424894291754756
BA2303	0.0109228550829127	0.0379439746300211
BA2353	0.0162563085796683	0.0469344608879492
BA2516	0.0162851478010093	0.0395718816067653
BA2590	0.0327685652487382	0.0417732558139534
BA2647	0.0120223503965392	0.0304968287526427
BA2891	0.009543979812545	0.0262367864693446
BA2924	0.0133219178082191	0.0259619450317124
BA2971	0.0093204758471521	0.0321220930232558
BA3036	0.0145259552992069	0.0296670190274841
BA3059	0.015571377072819	0.0318208245243128
BA3073	0.0136878154289834	0.0301744186046511
BA3078	0.0171070656092285	0.0635385835095137
BA3079	0.0097873107426099	0.024360465116279
BA3083	0.0143294881038211	0.0458192389006342
BA3084	0.0100558759913482	0.037196088794926
BA3085	0.0095872386445565	0.023142177589852
BA3087	0.0460724585436193	0.086080866807611
BA3089	0.0248864455659697	0.0513662790697674
BA3094	0.0194214131218457	0.0396881606765327
BA3095	0.0163680605623648	0.0388979915433403
BA3098	0.0141834895457822	0.0412711416490486
BA3099	0.0234228550829127	0.066725687103594
BA3103	0.0260598413842826	0.038245243128964
BA3108	0.0228857245854361	0.051453488372093
BA3109	0.0128082191780821	0.0301823467230443
BA3110	0.0175684931506849	0.0341834038054968
BA3114	0.0120421773612112	0.0304809725158562
BA3116	0.0108183129055515	0.0259540169133192
BA3117	0.030697548666186	0.0628673361522198
BA3118	0.0119214131218457	0.0223150105708245
BA3119	0.0342880317231434	0.0741041226215644
BA3123	0.0154091564527757	0.0341675475687103
BA3124	0.0086968276856524	0.0374392177589852
BA3126	0.0155641672674837	0.0295850951374207
BA3128	0.0190338860850757	0.0311575052854122
BA3130	0.0098792357606344	0.0338107822410147
BA3133	0.0151586157173756	0.0616199788583509
BA3135	0.0262274693583273	0.0420454545454545
BA3136	0.015542537851478	0.0501744186046511
BA3137	0.0138572458543619	0.036183932346723
BA3138	0.0158543619322278	0.0334117336152219
BA3139	0.0150522710886806	0.0467336152219873
BA3141	0.0224477289113193	0.0527695560253699
BA3142	0.0263806777217015	0.0453594080338266
BA3145	0.0116618601297764	0.0231791754756871
BA3146	0.0169232155731795	0.0366120507399577
BA3149	0.0144826964671953	0.0207267441860465
BA3152	0.0138248017303532	0.0350554968287526
BA3153	0.0316888968997837	0.117330866807611
BA3154	0.0201856524873828	0.0384566596194503
BA3156	0.0050630857966834	0.0405523255813953
BA3157	0.0243006488824801	0.0440988372093023
BA3158	0.015192862292718	0.0281976744186046
BA3162	0.0246665465032444	0.0307346723044397
BA3163	0.0108471521268925	0.0270428118393234
BA3164	0.0192736121124729	0.0522278012684989
BA3167	0.0217844268204758	0.0456580338266384
BA3169	0.0142862292718096	0.0270058139534883
BA3171	0.0217898341744772	0.0510993657505285
BA3173	0.0176514059120403	0.02321088794926
BA3174	0.0074242970439798	0.0257505285412262
BA3175	0.0070782263878875	0.027468287526427
BA3176	0.0175648882480173	0.0484223044397462
BA3177	0.0181578947368421	0.069122621564482
BA3178	0.018866258111031	0.0230206131078224
BA3180	0.0314023071377072	0.0440512684989429
BA3181	0.0079632299927901	0.0331210359408033
BA3182	0.0166888968997837	0.0453620507399577
BA3183	0.0248089401586157	0.0469080338266384
BA3185	0.0126496034607065	0.0508879492600422
BA3186	0.0253749098774333	0.0385544397463002
BA3187	0.0107930785868781	0.021757399577167
BA3189	0.0150558759913482	0.049698731501057
BA3190	0.0103731074260994	0.0266886892177589
BA3191	0.0097116077865897	0.0198599365750528
BA3192	0.016888968997837	0.0389931289640592
BA3194	0.0324909877433309	0.0636363636363636
BA3195	0.0149477289113193	0.0271273784355179
BA3197	0.0242429704397981	0.0363451374207188
BA3199	0.025270367700072	0.0584513742071881
BA3200	0.0230785868781542	0.0582954545454545
BA3202	0.0192880317231434	0.0485914376321353
BA3203	0.0158597692862292	0.0239931289640592
BA3206	0.0162743330930064	0.0382901691331923
BA3207	0.0133020908435472	0.0690829809725158
BA3208	0.0090915645277577	0.0366146934460887
BA3210	0.0217123287671232	0.0367732558139534
BA3211	0.0179812545061283	0.0587024312896405
BA3212	0.0332281903388608	0.0549550739957716
BA3213	0.0166149963950973	0.0310676532769556
BA3214	0.009592645998558	0.0284725158562367
BA3216	0.0157137707281903	0.0333985200845666
BA3217	0.0261878154289834	0.0306844608879492
BA3219	0.0107354001441961	0.0397568710359408
BA3221	0.0088698630136986	0.0352246300211416
BA3222	0.0215771449170872	0.070203488372093
BA3225	0.0116240086517664	0.0430919661733615
BA3226	0.0166204037490987	0.0453831923890063
BA3227	0.0285291997116077	0.0666886892177589
BA3228	0.0207173756308579	0.0633588794926004
BA3229	0.0180821917808219	0.0566675475687103
BA3230	0.0169899062725306	0.0364772727272727
BA3232	0.0152343186733958	0.0434381606765327
BA3234	0.0154217736121124	0.0536865750528541
BA3235	0.0098558038932948	0.0259566596194503
BA3237	0.013042537851478	0.0417441860465116
BA3240	0.0435886806056236	0.0522542283298097
BA3242	0.0128731074260994	0.0398308668076109
BA3243	0.0143330930064888	0.040338266384778
BA3245	0.0212076423936553	0.0373493657505285
BA3249	0.0218637346791636	0.0278964059196617
BA3250	0.0191041816870944	0.0637632135306554
BA3251	0.0130353280461427	0.0190961945031712
BA3255	0.0108309300648882	0.0429254756871035
BA3258	0.0105461427541456	0.0420110993657505
BA3260	0.0103064167267483	0.0277167019027484
BA3261	0.0220511896178803	0.0408165961945031
BA3264	0.029127613554434	0.057568710359408
BA3266	0.0226856524873828	0.0669873150105708
BA3268	0.0360526315789473	0.0903990486257928
BA3269	0.0187328767123287	0.0345480972515856
BA3270	0.0144881038211968	0.0572357293868921
BA3271	0.02060021629416	0.0515116279069767
BA3273	0.0321178803172314	0.0098810782241014
BA3275	0.028923936553713	0.0354889006342494
BA3277	0.0209318673395818	0.0554254756871035
BA3280	0.020474044700793	0.0310227272727272
BA3283	0.0126387887527036	0.029529598308668
BA3285	0.0137274693583273	0.0518868921775898
BA3286	0.0178496755587599	0.0459936575052854
BA3289	0.00443763518385	0.009968287526427
BA3290	0.012072819033886	0.0477167019027484
BA3293	0.0246773612112472	0.0623784355179704
BA3295	0.0183255227108868	0.0505734672304439
BA3296	0.0086697909156452	0.046487843551797
BA3297	0.029592645998558	0.0782690274841437
BA3299	0.0119646719538572	0.0298440803382663
