	SRSF2	PTPN11
BA2101	8.1501091842613	12.241955188427031
BA2104	1.8852928899651	9.678008579946416
BA2106	7.204307756577358	11.404555741858657
BA2109	6.833888850170134	10.752236348741445
BA2110	3.806471086714524	9.173325205003731
BA2113	15.929650625391014	24.25003415351566
BA2116	6.781050008997795	34.54667256955986
BA2121	11.980554744241596	24.484211565819702
BA2122	5.858690587057699	8.187921438696502
BA2123	11.59072875024918	32.82053187434948
BA2124	16.611280928331222	17.461741457522745
BA2125	7.921142108252018	26.753085869426155
BA2132	13.946291139079216	20.169400258241318
BA2133	7.478491218664673	9.257241245749476
BA2134	4.036120566317373	11.564212451003634
BA2135	20.82611375867676	16.330691859452898
BA2139	4.621744593017676	11.507169535521824
BA2143	8.73803235454996	20.26836326082831
BA2148	3.778912883468327	15.675843108585529
BA2153	7.671001886855401	24.095696669288905
BA2155	9.35317182362659	13.399294045807633
BA2156	8.002415187656146	16.931888260327074
BA2162	8.849822115908271	23.524442921627767
BA2163	7.4857757015311535	32.49912164853597
BA2168	8.310485926369557	13.863873737481438
BA2169	8.737420101785885	30.814991909118284
BA2171	13.647857183453524	23.18947927011344
BA2172	6.624084898239265	16.795517788395873
BA2174	11.368590659871236	23.163838646228943
BA2175	16.88810084545601	22.39949600661436
BA2184	21.24939692545412	39.81395373361203
BA2195	7.23243772301538	14.438988301694582
BA2198	6.568389703284435	24.498350035075635
BA2200	22.72786822849741	27.20417627027473
BA2201	4.323026570237881	10.05949923649511
BA2209	6.408519354938519	22.20851929911572
BA2211	16.55230428257159	21.02631899069189
BA2212	10.236633063274152	16.10636029935567
BA2217	13.496358315863404	17.405562540348775
BA2218	12.93380471935965	6.878393864241168
BA2220	9.724200374077704	20.14637088171025
BA2221	7.3819992501371905	13.92990006687362
BA2224	8.450169624197642	15.825637213283208
BA2226	20.690926999003683	35.989485894319195
BA2227	22.4026748068776	20.910382367639677
BA2228	12.36714192755575	31.927487025931413
BA2229	10.30418039139401	23.056486557637434
BA2233	9.331255815320716	11.761458404505191
BA2234	10.042322926937322	24.054342043995
BA2235	6.150150874326986	17.067020253453286
BA2236	6.349187771730446	17.314869257465272
BA2239	3.990381066613173	12.77104820432132
BA2240	11.81329733557186	33.17334597209446
BA2242	12.622925169745704	15.237455455980948
BA2244	8.685425007509856	16.925820528737685
BA2245	7.892885598424514	27.47398546311995
BA2248	7.032545897351294	18.155268511562515
BA2249	12.922706504656714	19.97463299408348
BA2251	8.235124274376565	24.14242187116462
BA2256	10.70430699737524	21.401582298666927
BA2260	6.82488810159893	15.232493343082629
BA2261	4.481930297566593	13.631458148123675
BA2269	2.974267049947534	7.328556613973234
BA2271	12.268896653926028	23.98460277768552
BA2272	8.740305014970993	13.50913898194892
BA2273	13.281240851317271	21.07546663553913
BA2275	15.467941519326764	31.218741695811683
BA2276	7.392346085673904	9.934136281708742
BA2277	12.43586729245932	29.221652377436328
BA2280	20.29568025661283	36.38874163228378
BA2281	6.894733065138713	24.831129720843258
BA2282	7.732555617772172	10.789451974244848
BA2286	6.7743114544895136	19.38545941760825
BA2288	9.746257016854276	12.094613771990195
BA2292	10.979030068640542	17.152450737298953
BA2294	9.96181839846229	18.795163976802144
BA2296	12.911623781720358	22.58795543731145
BA2300	18.75620070168782	43.71814488147894
BA2301	10.356558085101655	17.314482693030055
BA2302	7.71625786338462	15.142153148377648
BA2304	5.045093600102256	12.000004837689753
BA2306	7.478498911939351	21.901854935746787
BA2308	8.936134174381431	20.691473643918133
BA2309	8.067967717536426	15.600943225492763
BA2311	7.467929705715504	16.07649015451271
BA2312	9.207036717457903	14.384739574554802
BA2316	5.365016032852368	11.94031516572484
BA2322	15.15802832310161	19.00203463588738
BA2325	4.8474309463330005	13.13339354976582
BA2329	6.004385112888205	14.170386468930648
BA2334	6.772033452636415	12.738862324221753
BA2339	6.578395846076763	10.111131706915842
BA2344	9.95222373294122	17.66258635942158
BA2347	6.260648827958406	10.673249895339008
BA2348	3.192767626297295	6.14653811673649
BA2350	3.1993092687479128	9.248559385393913
BA2354	9.094720981645125	27.095243432620222
BA2355	15.09480010980398	28.38735945750639
BA2357	7.213802053964256	12.19949693229595
BA2360	8.585844864296938	17.5735034231662
BA2361	9.20178308725799	15.736424512490592
BA2363	2.263679932155521	7.3033212222808
BA2369	13.61743356901646	17.51039441139099
BA2374	15.020254776469203	22.40617777937685
BA2375	9.747926186355707	20.87206313122356
BA2376	7.187031120506286	14.73696075905255
BA2377	8.048909750072964	56.988741119585946
BA2379	8.33738191225857	14.2605358780457
BA2385	6.499132998687305	15.9001120635316
BA2386	7.607945839191167	18.71535873465833
BA2387	8.404643286708874	18.12250880428911
BA2394	13.111254023792643	24.469601260335928
BA2399	11.441423685644317	16.904555001239643
BA2400	19.22387339569088	33.63200594550555
BA2402	7.8286036188920285	21.70324629391715
BA2405	3.3746840174856048	9.100792336674967
BA2406	15.100351324920654	17.82816007822995
BA2409	5.335638013516848	16.29375622363415
BA2410	12.248821025695852	23.596659384354837
BA2412	5.050385275136611	12.137813809796492
BA2413	9.779487361630606	21.05224232672534
BA2414	16.52048756287578	23.349309244236707
BA2415	5.784375608737815	8.984070955203252
BA2417	12.604578445954084	12.270477073849374
BA2418	5.852862551853996	10.111819360859618
BA2420	6.673973364609146	17.04322984051619
BA2421	5.350942554128971	17.112086130843036
BA2423	6.000412384804274	14.830693302761253
BA2425	8.608777895241822	26.81439645289756
BA2426	11.693868661328034	14.6887218048444
BA2427	6.0037188350709	13.203350202140005
BA2429	6.176043605283289	13.885097753812143
BA2440	12.648194603753424	29.80936471999719
BA2441	20.145754270094866	41.50471871701896
BA2442	8.743968100207633	21.30032633561693
BA2446	9.845302131772312	17.23831681496286
BA2449	6.396285146525121	27.270894277896847
BA2450	6.603321031922046	17.891294519534323
BA2452	13.516954483145255	25.78173682741561
BA2454	17.26327461462944	35.41917436013228
BA2455	3.910528036418665	12.375452361398644
BA2456	5.467941329607662	14.09237807271488
BA2459	4.261218993214063	13.594127000583486
BA2461	15.069173557393931	17.820350143922077
BA2463	14.677596729226243	8.57460656098495
BA2464	6.196766107099562	18.745323554263607
BA2469	4.177583132499608	16.132452295663036
BA2470	13.4406643279588	18.268118383788824
BA2472	7.002969939252052	12.66426899861456
BA2473	17.61282028367346	17.639401643995793
BA2474	5.556900559206135	12.088986615383838
BA2477	12.952167723166772	27.90380716097536
BA2479	5.270956797053147	9.06853194700168
BA2480	5.221559208280936	15.24397502944484
BA2481	7.431470700183258	7.960993949896547
BA2482	6.062584079756848	19.0233231637945
BA2483	6.914749760947312	23.22264853955544
BA2485	5.92992856005121	17.055978788879546
BA2488	6.481372505584559	18.77808934875976
BA2489	9.890896292322566	14.508873336495364
BA2492	4.708722659288666	23.63457575454264
BA2494	8.267202187631659	27.91420931790605
BA2496	4.413315151161343	11.399676017741184
BA2497	5.6879551902635646	15.612483715841416
BA2499	5.54190921730581	21.457586308448946
BA2500	14.28248502325956	23.138866635530075
BA2501	16.016290495131866	27.833890878616558
BA2502	7.52303870478604	15.548455223976305
BA2505	6.363570620678172	22.69831014365209
BA2507	14.380739159403634	13.273383072831717
BA2510	6.760117532121623	16.669318455579262
BA2511	4.86640459517794	7.663551368635486
BA2512	13.280997866271184	18.55404802224241
BA2514	9.460769184449832	14.1127716506682
BA2515	5.895622525195992	13.656362083325709
BA2520	6.589913506704133	10.18459988094212
BA2521	11.10073495038827	22.854875728416364
BA2523	7.517763687149729	17.466454904239125
BA2524	7.462607636373677	15.143161519049126
BA2525	5.466561367386181	10.739344125649188
BA2526	10.293552526172045	16.511510597344866
BA2528	11.796546906297598	14.604392734699395
BA2532	6.487964395018982	27.09788474706269
BA2534	8.459329444596433	26.77316300242771
BA2538	5.394325127202471	19.34789198139
BA2539	13.783379949387552	15.054660968382327
BA2540	6.093821057751978	12.01969277063214
BA2541	6.246426454135313	16.52564398579619
BA2545	9.589714367788345	20.94124669628399
BA2546	5.728219614595158	18.99909180138973
BA2552	8.667823095211054	16.970131640737755
BA2559	7.604231628237052	14.081354688308627
BA2561	12.142850342500884	8.225056123389484
BA2563	13.960567292486948	17.33397336920926
BA2564	5.953373950181264	13.974435996557515
BA2567	8.164090806058189	6.532230302726126
BA2570	6.277968963291617	22.38622147123564
BA2575	4.186598620862128	10.361376185477951
BA2577	10.481296272317712	20.382387269777333
BA2579	5.799583556593004	18.172941762715816
BA2583	8.349535248523072	25.543482158502837
BA2584	12.988321421755929	21.881435806884262
BA2587	12.222007272590782	21.078892020464146
BA2588	11.31051983183879	15.34775428213297
BA2589	7.947375643295165	17.98440359990241
BA2592	19.474247117780276	19.84405027987057
BA2593	7.240328390009368	0.8090165245861867
BA2594	6.987211126676434	21.525920477694164
BA2595	6.30470399812333	13.4174683952318
BA2597	5.527468741435484	19.51682683095491
BA2600	9.43693165628052	12.611281705199705
BA2603	8.031131002770422	19.616353351392544
BA2618	10.28489543340043	21.562852645082295
BA2619	5.095602446073737	16.276085827293198
BA2620	5.724776990730876	23.94293881406372
BA2621	8.52635196353477	14.867078915259968
BA2622	6.808239994869905	17.89404725424126
BA2623	14.54918465607203	32.422525972432204
BA2629	6.440224123048128	12.182439062832351
BA2631	7.706720301683648	17.90739322912705
BA2634	5.409271388395974	18.21284933426878
BA2636	7.23942408699101	18.568704808257376
BA2639	11.290559861343022	21.352582026728825
BA2644	12.120313967421524	13.954630838917565
BA2645	6.565985109356736	21.812898951451057
BA2646	9.601665809212935	24.75015114655788
BA2649	11.37103738461929	23.86929555054728
BA2651	4.392191881902992	15.009905620802682
BA2653	6.189312757173702	35.09770771441234
BA2655	24.78280962468196	47.73960715416454
BA2656	10.496625191157923	12.23115155921837
BA2657	8.718577880236095	19.747502000537104
BA2658	14.996474160764116	20.77431422918143
BA2659	6.834352080947908	20.045090782808657
BA2660	4.155803626710925	16.149795869705212
BA2662	15.49520119417077	12.045959777225177
BA2663	8.012704999972765	12.517918211428482
BA2667	5.179103667139669	14.667596859550976
BA2670	4.824542357103383	17.34966639725265
BA2674	10.722448805074542	17.279843318133707
BA2675	7.4338882407337	20.317910549967007
BA2676	6.708243469362233	18.58694648390418
BA2677	10.056471670609511	18.577054779483333
BA2681	6.4486065719395	15.08682239640497
BA2682	8.86880632720628	19.076647524486
BA2685	12.088413277456349	25.10516765487928
BA2688	5.633587562322815	9.067482526668442
BA2691	6.076648196548933	26.73737220376769
BA2694	5.467132033760421	9.024019039461352
BA2695	9.713575137631638	11.2404092343823
BA2697	10.360787444122687	6.301040978737351
BA2701	4.731877278883458	10.946437653909962
BA2704	8.317276075620878	16.147071205521367
BA2705	6.022822272948734	28.16912357988325
BA2707	10.73198616991751	28.354258823419137
BA2709	5.070893089865122	11.834087074751764
BA2712	7.203846810873546	16.42029670010793
BA2714	6.004340183355022	18.259052411644547
BA2715	4.669863887178434	20.1361962674606
BA2718	9.106236307301485	23.29369020548985
BA2720	4.530534686570339	12.589995425491171
BA2721	5.481999785025814	12.82643796424119
BA2722	5.718629066779601	36.40377693251484
BA2723	8.777930020899095	30.19932116231609
BA2724	6.865747442702639	12.29033845001848
BA2726	5.46525282121478	13.818725538291096
BA2727	6.406590161494626	24.61424804261353
BA2728	6.114653167335468	21.026768820896308
BA2731	4.682356977360299	10.348587303927951
BA2733	5.681767858992853	8.96480318961342
BA2735	3.99910963692798	12.472768491152266
BA2737	8.293808493246203	12.376501451202138
BA2742	7.233564878780263	18.999517616112165
BA2744	3.3238434758887325	3.972428680531728
BA2746	9.638528377831507	16.354079014101362
BA2747	8.563268577013341	13.21286567892482
BA2748	8.95066179938992	24.58902716946228
BA2751	6.898398048565869	13.92309366783434
BA2756	4.073384222163363	11.95978241621635
BA2758	5.67761271728232	9.074373932385482
BA2760	6.513254477440419	27.842394785774225
BA2762	9.329141237805674	15.494298472230904
BA2764	4.943143749486105	10.123036663951495
BA2765	7.350530098909075	17.255788926560026
BA2769	9.702788896930844	14.114069903809089
BA2772	4.159127448986021	9.214550366533244
BA2775	13.77659622773193	18.18390614086486
BA2776	16.371407361151164	21.07864268018424
BA2778	3.520166182953617	11.051841624231852
BA2782	8.397264195881215	14.017978111035076
BA2786	16.45774351342842	18.56146342152403
BA2787	7.389194116949242	5.728153752635701
BA2789	6.449575456643765	23.09779193452756
BA2791	10.11462229560986	20.34342406980938
BA2792	10.24030708858268	11.65470263502648
BA2798	10.398857204628076	16.931625688947495
BA2801	8.674430343301829	7.134981041288424
BA2802	8.138700967825729	21.039563120997773
BA2804	5.820780505318683	11.705154389579103
BA2806	8.730563476229827	20.0582471817414
BA2808	6.251134290030116	24.08299046294555
BA2809	11.545778835437822	25.421071006514072
BA2811	6.428374807884683	22.694716050439283
BA2812	11.802928834815026	11.366252530998253
BA2813	10.855132806266033	13.26185634034608
BA2814	6.36973865898262	11.078194670442564
BA2816	7.447682610994238	14.79225518895096
BA2817	5.033826240082924	19.255577896687427
BA2820	4.432341785701983	17.60046886126625
BA2821	17.987850850995763	41.38697743446033
BA2822	7.391770931926661	27.94999463915676
BA2824	10.14592250436246	15.698469004065108
BA2828	5.58623574127537	16.62048013308828
BA2829	12.60706256807866	23.16697090575833
BA2830	11.597514503817472	10.54731633196385
BA2832	9.478322894438538	21.6788491811367
BA2836	4.542946151205929	12.468306580047503
BA2837	10.187887408517986	22.898407857056828
BA2839	7.19713648555592	31.642496415707715
BA2840	19.35628427491396	20.531917229600012
BA2841	15.51985513764779	17.333596721579227
BA2842	5.670142492268048	9.895489999364507
BA2843	7.2737096187365635	10.858547637453205
BA2844	8.040064000954159	17.590131498344554
BA2846	9.099985146464729	18.50294150486064
BA2850	17.256494458123818	13.43052749037221
BA2851	16.919319842135923	25.04537941152953
BA2852	9.3557024608083	9.456579436181348
BA2855	6.770871996630884	17.107630110616615
BA2856	5.709638559319097	12.066697755388164
BA2858	8.75621358698366	12.633864070958204
BA2860	4.831655206211666	14.530015277964637
BA2861	6.545294633285072	17.408068930780058
BA2865	6.063684890259434	16.238963350670986
BA2866	18.217765780052407	21.19259899057649
BA2867	12.768944059804822	17.232068759781303
BA2868	8.926632811025167	23.494536189676637
BA2870	10.691233978534347	23.69065911934278
BA2871	7.871446025382816	23.15316795763132
BA2872	8.38478074500445	18.935171480130546
BA2876	7.570218934013556	13.157898270250502
BA2879	9.744493994658372	15.50509527096519
BA2880	9.872966868748064	19.49215324075317
BA2882	6.41113793113961	16.603411924717445
BA2883	6.339850205079362	28.20025393371597
BA2885	8.479900578500331	20.57041289985666
BA2887	6.56007403071066	27.307116773219036
BA2889	0.0743460508001554	0.0893690876800253
BA2893	9.638332415462768	12.4974117886675
BA2901	4.034005532164386	8.975530107617864
BA2902	15.714779390715256	9.87114034234456
BA2903	4.984318248699775	5.87011599834422
BA2904	9.63024104045493	20.70134617274038
BA2905	6.684914909844287	22.33801212442174
BA2906	8.651578361770243	21.176416117737062
BA2908	4.877579593737762	23.172251086718955
BA2909	4.683284513195718	11.488674564864946
BA2910	5.541838286981467	26.26349101086416
BA2911	8.54856069642697	20.84783277632227
BA2914	10.502107696154695	15.0156201416248
BA2915	5.792362572827192	2.41314672352659
BA2921	6.633073234286286	17.458656163590284
BA2922	6.310571185556978	19.573904682697663
BA2923	2.294485920644868	9.394341271819846
BA2926	9.80998462588298	19.129719312731364
BA2928	8.69165244131062	17.191069360684157
BA2930	6.252578532514452	14.85937609513198
BA2932	6.808563590999973	19.46477251954371
BA2934	14.067268493090149	9.73098986675119
BA2935	6.875732347003628	9.880445356341776
BA2937	7.428246049513387	17.877732513150956
BA2939	5.666911542612318	9.710666289915626
BA2944	20.17810691378028	37.64703403612323
BA2947	8.752448133917666	12.357448642886093
BA2948	7.658120790846421	20.4879431817709
BA2950	19.80803348470678	24.919157088502157
BA2951	6.545344557830107	18.133444760407368
BA2952	8.122364399174007	29.64411745650464
BA2953	4.165527594363746	7.163653271429381
BA2955	4.168310746794686	11.13542937935626
BA2956	4.412213468284358	8.523238456781499
BA2962	9.62254626815916	24.054892956713843
BA2970	6.82563548808512	15.990249149514993
BA2972	17.133302447360474	17.627225547010358
BA2976	12.0314205734361	17.773117510802155
BA2978	8.401967136321247	14.603788957143514
BA2981	9.995182026586264	18.564359098703868
BA2984	11.464907345876346	14.452361922559325
BA2986	7.101684957297008	21.66198824056716
BA2989	8.795973499008968	24.180054210900927
BA2992	8.387360095873753	23.9380562024542
BA2993	6.548091996647044	13.846655480060836
BA2994	7.491587589060391	16.36308890783346
BA2995	8.042978259588315	14.331090419338244
BA2999	9.237287592470466	20.07089751224206
BA3001	10.635474927702829	17.71418966299346
BA3002	7.433066834918997	25.71013085930307
BA3004	20.01524371362463	15.801966890605236
BA3006	7.887406418836374	12.927507847907451
BA3008	1.151764051617996	0.3007671567538219
BA3009	12.70675816021341	19.149190049872782
BA3010	9.93501421886932	13.643755520925405
BA3011	7.312469312344717	16.20127100029433
BA3013	11.241296352717962	15.826301965085207
BA3023	7.669966584671925	16.109292041670233
BA3025	8.224723862040195	21.606626020315527
BA3027	6.313814037982007	11.8217154344046
BA3029	4.863085291612342	11.205176238759671
BA3030	8.996704918882624	21.666872429973047
BA3037	3.560208607567682	22.454196832329725
BA3038	8.525039525459805	26.722751368914007
BA3040	10.184133637125449	10.393675597393589
BA3042	6.628816802916966	31.91703970845472
BA3043	5.7347037555727605	10.557497829345278
BA3049	7.709952901890861	4.158103947463144
BA3051	8.028488614097542	13.618501220020445
BA3053	8.260392006415247	26.569754013053128
BA3064	13.723563278917382	20.81512093293928
BA3067	5.767707151808671	23.49622855930234
BA3068	12.05725770114568	32.6958892019907
BA3070	5.203023149659262	12.2739088603882
BA3071	8.508481104196106	21.66745407747344
BA3072	8.130820553657012	21.744276519892093
BA3075	9.685638937249172	9.78077433217044
BA3076	3.173670483067415	6.585836267450562
BA3077	7.063930513550272	22.34529503861006
BA2040	10.69440493109387	15.768603175760314
BA2160	9.003634380250459	17.506409372433634
BA2303	7.191323495844114	15.03837826541991
BA2353	9.207538455055904	27.233366359776674
BA2516	8.722662105679474	21.259529388671154
BA2590	11.772384644006344	29.16348122073776
BA2647	8.294039752405034	21.26802428024812
BA2891	4.544684365430045	10.22953782959444
BA2924	9.270804624805091	20.532589760834025
BA2971	8.612476462145901	19.08055261903843
BA3036	7.951047772735664	21.532179511729048
BA3059	8.459143755460484	18.54532868077653
BA3073	9.331302161300306	14.944238120335736
BA3078	8.821603164846612	35.18664561153126
BA3079	10.919607123689367	19.909318281196608
BA3083	9.763607559675624	21.978305936397295
BA3084	11.07619193781452	17.84399375600065
BA3085	8.58611905302023	26.01224963306068
BA3087	12.656354684321892	48.86803170684532
BA3089	8.311153394764238	23.137690705828494
BA3094	8.867397625461617	28.49290823798763
BA3095	11.147013913607896	20.620505966732463
BA3098	8.80564141769492	23.62762660915261
BA3099	12.18830630974656	36.54224908379226
BA3103	7.932405121638664	21.202410683230404
BA3108	8.466121616741022	27.17003893415094
BA3109	6.114691826723875	17.987162225593785
BA3110	10.458380976102182	23.61354936917826
BA3114	7.885945321817231	11.088207106757388
BA3116	8.529886045216243	13.54410492909614
BA3117	13.165547408646669	32.99850340543902
BA3118	9.52900286393184	18.419906314914087
BA3119	9.320060173536255	24.22301068782385
BA3123	6.819402436917767	19.325795422691492
BA3124	6.529968711843278	11.595967067149676
BA3126	6.418101039293884	23.07814911886787
BA3128	11.407179138617158	17.85383423310964
BA3130	4.088463993581992	12.057733345196048
BA3133	10.193558105999386	35.60647067572976
BA3135	9.345978385551664	14.423862792892812
BA3136	8.021824222051386	26.020118488952967
BA3137	8.260497748162454	17.99946922539952
BA3138	11.566433343215182	17.948405734384835
BA3139	12.880608873792047	61.89541159416133
BA3141	10.923457287374118	21.324758045316084
BA3142	8.168811611319903	46.60967367517731
BA3145	7.6347702394397565	21.111123300919846
BA3146	9.655032618034785	21.602179497941837
BA3149	7.564425393661298	21.63447056331703
BA3152	9.920754637698122	26.69930441544388
BA3153	14.526215454406378	31.543536116768177
BA3154	10.846861583232888	34.14570005484676
BA3156	9.927326320381322	19.49857490673853
BA3157	13.063054618752696	23.14124354717321
BA3158	10.693974685916867	22.028408728000585
BA3162	4.851054301599011	23.07486636372992
BA3163	6.930830142035739	14.556965582467331
BA3164	9.342014435147782	29.786068872909603
BA3167	5.302001846889388	20.567990490892964
BA3169	7.799940669931466	20.415742448754457
BA3171	9.091666968041642	49.20184704080764
BA3173	17.095760583401017	27.98654696106653
BA3174	6.793822708728306	22.481708707839694
BA3175	5.00744272661695	16.98894756673063
BA3176	8.478663478887432	18.64217401050913
BA3177	15.535892919889813	37.12825353716463
BA3178	7.811829033638568	11.343132947483015
BA3180	8.895337557218458	28.83046345372784
BA3181	4.422815895727106	12.539176864756952
BA3182	9.852922154156422	27.52360362055456
BA3183	10.844757813732675	29.19110257797213
BA3185	8.111352392123562	16.0689464411771
BA3186	13.488830775472104	26.671352579888893
BA3187	10.898121425348023	17.671849707854243
BA3189	9.78367671917606	34.77103318446292
BA3190	8.457118252608119	13.582985218241213
BA3191	6.82073962029973	17.4967395117262
BA3192	7.644962953547431	25.62671641213393
BA3194	15.578974834950255	35.935356555517195
BA3195	7.656353683530695	16.40482357099114
BA3197	5.8496987295057785	16.74318582812262
BA3199	17.319011707488368	26.886278539283374
BA3200	9.219105547330877	21.870631329961405
BA3202	14.131055396645657	24.89452366575615
BA3203	13.334514162165004	14.692021043920066
BA3206	8.615426237956427	23.017601304312947
BA3207	5.550590901362075	21.08589263526197
BA3208	8.862523887706992	18.69157945657816
BA3210	9.405140894830891	25.00701142440425
BA3211	8.211004457284288	20.94416288181397
BA3212	9.898038724342744	38.42654424973168
BA3213	13.517700773179085	28.595132790427066
BA3214	9.10206025949245	19.227635695526825
BA3216	10.525741125088398	14.3557010442588
BA3217	9.944442255261963	16.74182319835738
BA3219	7.506296933894308	14.358489399213893
BA3221	7.195100213258784	15.472372826909858
BA3222	11.188259066181317	45.00221066210596
BA3225	5.8561021391687165	16.252474175634926
BA3226	10.060113918821658	19.63876066105797
BA3227	7.686237312566234	22.406453016091405
BA3228	9.760905981324214	28.892920691148067
BA3229	9.545261414210527	29.721164245602424
BA3230	8.213683806876675	19.80458906416293
BA3232	9.652088286441485	18.64192081999083
BA3234	6.848903752017485	20.17473302052334
BA3235	5.569652226288433	15.371318318553923
BA3237	9.936101859579024	27.98315846822433
BA3240	8.185381995795078	26.53802348143133
BA3242	7.604050682616766	18.60678946129853
BA3243	9.101669593295048	27.182019369641385
BA3245	10.050032440893732	24.70548102610767
BA3249	6.20004108032068	27.04526177937093
BA3250	13.405323391789926	29.723698269728747
BA3251	8.523607381203018	18.96515071718015
BA3255	10.599715894329504	19.530658366366755
BA3258	8.533098056657375	19.25644449572177
BA3260	8.022998558022062	21.71300533111998
BA3261	9.596048646531807	18.19364774393248
BA3264	14.78860556772643	28.724599060108773
BA3266	11.12503740353567	28.79690094170825
BA3268	10.423782911017836	34.215264264099496
BA3269	7.77691334390067	15.204697938644848
BA3270	10.34277920191874	24.530727937607185
BA3271	11.45723740240038	27.916898924965192
BA3273	7.743927641031251	20.44500246613187
BA3275	13.62861762248925	28.412871710293533
BA3277	12.820539906418915	17.164565410884723
BA3280	8.687904912857055	14.365310348195427
BA3283	10.549686026775223	16.69487906533864
BA3285	10.970053235962071	62.17898985108376
BA3286	11.155541073179949	21.368852478931604
BA3289	4.519220289498952	8.671812401369937
BA3290	10.525863738103386	23.97434788088257
BA3293	11.173433459640664	27.98536128377098
BA3295	9.51056040412335	28.37486135458929
BA3296	9.54379108585924	16.547626760789306
BA3297	10.05807396903628	31.61271538032367
BA3299	8.311965017920354	13.91130497298182
BA3300	8.675450957298624	37.73830015271734
BA3302	12.101544330459376	47.58395676045272
BA3305	7.045951083072468	17.9495129193202
BA3306	7.763128556120951	15.822574986127442
BA3308	7.980714711909244	21.61813851587103
BA3310	7.140067784250679	16.233968503775053
BA3311	6.68639787222256	26.322291810625305
BA3312	11.572936802854784	26.274338440187364
BA3315	7.883702913894531	35.11440382264742
BA3317	9.714590023159383	21.33458099470292
BA3318	7.997437226848493	31.470847071104163
BA3319	7.273711621771631	22.17690767917441
BA3322	8.446303106703873	19.028309672175208
BA3324	9.864911009400569	43.99440756721232
BA3325	5.563677739588434	18.92294556082813
BA3326	9.818553723562983	23.60399145233129
BA3328	10.565716881082592	22.770125349103125
BA3329	15.46194247403662	36.48269764177509
BA3332	15.916142631663464	28.276913195499503
BA3333	12.714477441004007	25.26353103615665
BA3334	6.106620525462873	9.127914629344902
BA3335	12.395555577254008	18.262137171353483
BA3339	9.765631322515109	16.505423984927283
BA3341	5.98431749934663	21.133817970311235
BA3345	11.196543920613005	10.56551791674996
BA3347	10.664916910571025	12.895248893688454
BA3351	16.54129640964584	36.15111433085691
BA3352	5.467258987286584	11.602828493127593
BA3353	15.429080281349709	35.31452803631488
BA3357	14.856527554803948	23.394936659638905
BA3362	10.172115364130166	21.929829281753584
BA3367	8.75199375095606	15.08460695321988
BA3369	13.772225722867178	30.111459179936265
BA3371	10.10715540324971	16.57214863696018
BA3373	12.995315688071493	59.687482235387535
BA3374	4.332560099514102	14.286142079384424
BA3375	7.051401025462334	14.986029961281671
BA3376	9.464812215081736	18.460625960877035
BA3379	9.907754367966872	28.28338708702801
BA3380	8.464490097122242	15.395065123545448
BA3381	11.453561665458686	31.6022929834454
BA3384	8.365130568092098	15.82572118593314
BA3385	7.021077283886595	18.844695554238974
BA3386	12.924496536729905	23.83686331483464
BA3388	6.203700870772632	14.160480378577368
BA3390	5.792154717228812	12.885807017959875
BA3394	8.404975653003687	25.0992123120214
BA3395	6.651341999856366	26.164953144487377
BA3397	13.219414617481226	42.49803859219085
BA3399	6.7827367360961	9.217550243661025
BA3400	13.06056647163743	20.49932304808881
