	NPM1	U2AF2
BA2139	173.6594297885683	0.1562523629489603
BA2143	307.1844443903837	0.252726843100189
BA2148	255.3043494272261	0.1120226843100189
BA2153	1331.0218556577304	0.1925992438563327
BA2155	621.3355935278439	0.1695463137996219
BA2156	1073.0524097266143	0.2615359168241966
BA2162	777.1502831973705	0.2129773156899811
BA2163	222.89718635289796	0.2723913043478261
BA2168	600.1522459008418	0.2025047258979206
BA2169	515.3014576082433	0.233695652173913
BA2171	1060.0132072311694	0.2931379962192816
BA2172	1285.5666526108653	0.2220179584120983
BA2174	695.0197814809409	0.2944517958412098
BA2175	259.9379581461479	0.3229395085066163
BA2184	2459.967100585478	0.4852693761814744
BA2195	669.5415256707589	0.1568431001890359
BA2198	1047.4834367515962	0.2997637051039697
BA2200	1259.7528710461302	0.3858601134215501
BA2201	527.5463422425489	0.1519943289224953
BA2209	569.168974056234	0.165382797731569
BA2211	922.0441599225848	0.3093620037807183
BA2212	1006.7795485871216	0.2355671077504725
BA2217	794.3959000794692	0.3172306238185255
BA2218	979.1264761510888	0.1791115311909262
BA2220	1087.3233925515065	0.2580198487712665
BA2221	462.1590218189288	0.177726843100189
BA2224	449.9752633840964	0.1829962192816635
BA2226	1559.633324170032	0.5263137996219281
BA2227	1482.5946346789062	0.3902599243856332
BA2228	1001.3862794833952	0.2534026465028355
BA2229	738.7999339107024	0.2392769376181474
BA2233	704.8765433216022	0.222906427221172
BA2234	489.7659139514642	0.2829584120982987
BA2235	813.1721123707271	0.2041398865784499
BA2236	603.8020683247107	0.1831474480151229
BA2239	411.5910683166015	0.2093525519848771
BA2240	744.2802145077496	0.3159073724007561
BA2242	509.0772584429415	0.3137476370510397
BA2244	627.8026202933338	0.272117202268431
BA2245	756.6573811014342	0.2270321361058601
BA2248	678.3991706131033	0.1644045368620038
BA2249	657.7914731101705	0.2399716446124763
BA2251	754.9645452137293	0.2791540642722117
BA2256	1282.3701699887013	0.35
BA2260	601.2404678635722	0.2048629489603024
BA2261	260.06442243630283	0.1139792060491493
BA2269	156.11579028744114	0.0736247637051039
BA2271	613.650309930424	0.2671880907372401
BA2272	590.9301324570083	0.2298487712665406
BA2273	643.2132071771085	0.3816209829867675
BA2275	363.8970945171562	0.4054867674858223
BA2276	696.4642064905366	0.2002079395085066
BA2277	941.8999230390806	0.3473629489603024
BA2280	1003.6094654686798	0.4083837429111531
BA2281	862.6606165307038	0.1866540642722117
BA2282	323.8101324218687	0.1963563327032136
BA2286	1327.2542607189002	0.2249480151228733
BA2288	454.9879360677273	0.1847684310018903
BA2292	1297.5291890343124	0.2537948960302457
BA2294	847.8341622688226	0.2566398865784499
BA2296	1323.2688825637783	0.2876039697542533
BA2300	937.6118692053608	0.3703308128544423
BA2301	487.466436665099	0.2333364839319471
BA2302	944.8934392870464	0.1612429111531191
BA2304	211.44701354763023	0.1615453686200378
BA2306	901.786427961314	0.2869423440453686
BA2308	863.2564754537051	0.2426465028355388
BA2309	699.7744213550873	0.1670746691871455
BA2311	410.0625952361645	0.238719281663516
BA2312	594.399621006936	0.1875567107750472
BA2316	412.6156787816864	0.1713043478260869
BA2322	858.080363788471	0.277093572778828
BA2325	219.69341172145727	0.1501890359168242
BA2329	511.997061796872	0.1734499054820416
BA2334	464.35318109278455	0.1620888468809073
BA2339	243.40496241424609	0.1349574669187145
BA2344	1338.8400557636896	0.2690879017013232
BA2347	363.8338714002281	0.1309026465028355
BA2348	163.47130967633814	0.105179584120983
BA2350	204.6322921444288	0.1443903591682419
BA2354	1407.5827175811046	0.2415926275992438
BA2355	860.7745633511192	0.1798818525519848
BA2357	793.4590747498338	0.1578213610586011
BA2360	1029.0874538131768	0.2914839319470699
BA2361	512.3302610000163	0.2029678638941399
BA2363	344.37315787908767	0.1055103969754253
BA2369	935.9463449455876	0.2701890359168242
BA2374	769.8035383317925	0.2731568998109641
BA2375	708.949695691897	0.287930056710775
BA2376	217.837552447061	0.2142674858223062
BA2377	1620.696566978597	0.3575945179584121
BA2379	326.9421995923817	0.1366115311909262
BA2385	628.0703635992583	0.1652410207939508
BA2386	1105.0537048660103	0.216554820415879
BA2387	735.7457824756591	0.2618950850661625
BA2394	656.9536912697255	0.310047258979206
BA2399	863.6350532498634	0.2034168241965973
BA2400	2251.1756771923	0.4374669187145557
BA2402	1132.8083556874635	0.2035302457466918
BA2405	819.4816206555411	0.0997117202268431
BA2406	455.82191344869887	0.2684310018903592
BA2409	384.3329069019392	0.2333081285444234
BA2410	1750.142878574093	0.2909168241965973
BA2412	147.10920649053665	0.1700330812854442
BA2413	924.3690286900533	0.2294470699432892
BA2414	1174.7778707298746	0.4464177693761815
BA2415	352.56962425058254	0.1570415879017013
BA2417	667.7037800050819	0.2622778827977315
BA2418	445.7194689069452	0.2002930056710775
BA2420	675.3308830557313	0.1421030245746692
BA2421	651.5041767354861	0.1460586011342155
BA2423	454.13566416365273	0.2005198487712665
BA2425	500.2002133778794	0.2311389413988657
BA2426	661.9735664974564	0.2087948960302457
BA2427	539.9111996626607	0.1501748582230623
BA2429	600.1961675721845	0.192726843100189
BA2440	864.1078835422782	0.3189886578449905
BA2441	425.5303468620424	0.4246928166351607
BA2442	878.4137108343198	0.236937618147448
BA2446	509.50240199592383	0.224281663516068
BA2449	1679.51772423058	0.2590406427221172
BA2450	609.4299564675608	0.2504867674858222
BA2452	1162.0438778550847	0.3002693761814745
BA2454	745.3580045356989	0.2897637051039697
BA2455	390.7647405569341	0.1445368620037807
BA2456	397.9003733707434	0.1757230623818525
BA2459	1215.4964029582056	0.1451559546313799
BA2461	436.4138683457943	0.2526795841209829
BA2463	359.6115960903247	0.2395274102079395
BA2464	1015.2788934029636	0.2094092627599243
BA2469	387.8750166642339	0.0565453686200378
BA2470	457.57169279964535	0.2814650283553875
BA2472	447.3715749201252	0.1612381852551984
BA2473	894.9562600620617	0.2864413988657845
BA2474	575.5878617828162	0.226984877126654
BA2477	1491.0319350730088	0.362296786389414
BA2479	399.7088210155857	0.1249621928166351
BA2480	478.9776202122426	0.2070179584120983
BA2481	351.52108940030377	0.1046739130434782
BA2482	805.4864506668396	0.2210822306238185
BA2483	685.8239964103647	0.2951984877126654
BA2485	622.211135514145	0.1723771266540642
BA2488	454.2514129053882	0.1801984877126654
BA2489	831.7894227390433	0.1301039697542533
BA2492	304.75228457592027	0.1486011342155009
BA2494	744.4210554014824	0.2157183364839319
BA2496	350.10427595863274	0.1483837429111531
BA2497	459.164025176103	0.1858270321361058
BA2499	1215.8143966493133	0.1426370510396975
BA2500	514.1612743016699	0.3148724007561436
BA2501	829.0114015472194	0.3060302457466918
BA2502	475.9212578590853	0.2129584120982987
BA2505	917.3075047384268	0.190945179584121
BA2507	549.1035245192646	0.2790500945179584
BA2510	819.3453807176026	0.2926984877126654
BA2511	310.38045202376514	0.1016729678638941
BA2512	297.4810904058342	0.3401654064272211
BA2514	722.3955446623094	0.1919659735349716
BA2515	611.7897475091498	0.1206852551984877
BA2520	563.2975840780205	0.1443289224952741
BA2521	805.7008130956823	0.2997778827977316
BA2523	875.4790358260757	0.210992438563327
BA2524	931.078368926948	0.1837287334593572
BA2525	451.6653062218546	0.1768005671077504
BA2526	990.3383096222774	0.3042958412098299
BA2528	1094.8701903696135	0.254102079395085
BA2532	503.22428308113984	0.1511767485822306
BA2534	848.5101283619045	0.2440406427221172
BA2538	628.4832761910941	0.1926275992438563
BA2539	539.9096717916279	0.2507750472589792
BA2540	589.9655471977597	0.1868194706994329
BA2541	727.72020609319	0.184031190926276
BA2545	647.2364441660316	0.2780103969754253
BA2546	415.4442953177963	0.2082561436672968
BA2552	1511.0459870686627	0.3417816635160681
BA2559	917.200021186418	0.2171597353497164
BA2561	738.135338339361	0.2400945179584121
BA2563	884.8698027592621	0.3292911153119092
BA2564	628.5977134454555	0.1743431001890359
BA2567	277.10499196656883	0.1330151228733459
BA2570	1042.4509403817774	0.1514413988657845
BA2575	261.6719320104662	0.1457514177693762
BA2577	1032.876321645394	0.2781663516068053
BA2579	449.4176386199365	0.1970793950850661
BA2583	1188.087690821021	0.1999007561436673
BA2584	416.4702869762186	0.2438232514177693
BA2587	699.6269820572288	0.2730812854442344
BA2588	1026.9398317358373	0.2479253308128544
BA2589	618.6410391832499	0.1679914933837429
BA2592	1865.1866485698224	0.3282277882797731
BA2593	30.008362985668484	0.0633601134215501
BA2594	471.0287942014413	0.2692674858223062
BA2595	727.4920774690906	0.189617202268431
BA2597	290.60834830816805	0.1554725897920605
BA2600	1025.2452093908971	0.220633270321361
BA2603	996.626896776356	0.2491587901701323
BA2618	1058.6337250847405	0.3151606805293006
BA2619	338.3126510809452	0.1649763705103969
BA2620	1012.9845355638809	0.2401606805293005
BA2621	567.4479645307254	0.1953686200378071
BA2622	923.4883389502478	0.2363279773156899
BA2623	1683.427266295269	0.3108837429111531
BA2629	580.2238365580586	0.2032277882797731
BA2631	1103.702527606135	0.2288421550094518
BA2634	299.626886802143	0.1363421550094518
BA2636	794.771285538202	0.1504631379962192
BA2639	843.6370720413889	0.2887476370510397
BA2644	468.4459418954788	0.2699621928166351
BA2645	503.7044701503431	0.1774858223062382
BA2646	959.2048435967716	0.2508270321361058
BA2649	1079.3861986706456	0.2630529300567107
BA2651	610.7334201495321	0.1246313799621928
BA2653	479.0693402693308	0.1885538752362949
BA2655	3003.6905966687755	0.5907986767485823
BA2656	514.2763095411862	0.1844045368620037
BA2657	669.203610686734	0.2334168241965973
BA2658	820.7877083772577	0.2635255198487712
BA2659	663.9202028035917	0.1913137996219281
BA2660	632.6777537477633	0.131219281663516
BA2662	563.0684322375214	0.3587901701323251
BA2663	383.4983388421264	0.2168241965973535
BA2667	698.1010292441762	0.1744328922495274
BA2670	555.3930685787963	0.1470604914933837
BA2674	786.7028774874713	0.2174763705103969
BA2675	887.205862809971	0.2491304347826086
BA2676	594.0487446493348	0.2046361058601134
BA2677	721.5664782648653	0.211758034026465
BA2681	851.2115127826703	0.1572637051039697
BA2682	1025.0039654389466	0.2194896030245746
BA2685	1395.1228150743066	0.2764933837429111
BA2688	542.31391518405	0.1359073724007561
BA2691	699.0809335701197	0.1331143667296786
BA2694	604.2582632975992	0.134664461247637
BA2695	228.02306189418147	0.1776701323251417
BA2697	162.71351757245495	0.1431285444234404
BA2701	403.2378313195695	0.1371880907372401
BA2704	770.3680937846327	0.2522117202268431
BA2705	821.8583313871455	0.2550425330812854
BA2707	1182.3407322531991	0.3732750472589792
BA2709	641.9214397735934	0.167726843100189
BA2712	274.531070857458	0.2014272211720227
BA2714	1088.2035228974412	0.2204395085066162
BA2715	186.4053981792331	0.1878071833648393
BA2718	750.0273149040149	0.3004725897920605
BA2720	333.3011297891089	0.128062381852552
BA2721	902.9906278348118	0.3297211720226843
BA2722	345.73765495169664	0.1645841209829867
BA2723	562.7173060921087	0.147391304347826
BA2724	491.17039401655336	0.1759782608695652
BA2726	143.18557004384326	0.1563610586011342
BA2727	1172.2530557853138	0.228156899810964
BA2728	464.20429209577406	0.201602079395085
BA2731	364.9530811398174	0.1409215500945179
BA2733	513.9352604053477	0.1291965973534971
BA2735	799.3425756175093	0.0771077504725897
BA2737	263.86370775826185	0.2032088846880907
BA2742	574.2548448726058	0.2425567107750472
BA2744	386.50566353654784	0.093086011342155
BA2746	423.074653154176	0.3023724007561437
BA2747	771.2897838190694	0.123468809073724
BA2748	1668.7576324488991	0.2606899810964083
BA2751	716.8933163852803	0.2020226843100189
BA2756	1069.0665183779606	0.1860916824196597
BA2758	371.7774084615926	0.1883884688090737
BA2760	688.0308768873967	0.1687665406427221
BA2762	747.3631063321386	0.2338232514177693
BA2764	506.734693475405	0.1469565217391304
BA2765	345.8721956783816	0.1759782608695652
BA2769	937.0731507376591	0.2050189035916824
BA2772	918.2200368910728	0.1649574669187145
BA2775	894.5923074490343	0.3272731568998109
BA2776	787.9974145434297	0.3982325141776937
BA2778	251.36472120858272	0.2342958412098298
BA2782	410.5745676029993	0.2013563327032136
BA2786	1015.5002481065212	0.382750472589792
BA2787	108.04856925455596	0.1272306238185255
BA2789	1616.955979143353	0.2863705103969754
BA2791	811.1306944917475	0.1762240075614366
BA2792	604.0455384453203	0.1931805293005671
BA2798	1645.4384054504071	0.2431947069943289
BA2801	551.8569786243695	0.140070888468809
BA2802	233.2144021635122	0.2329347826086956
BA2804	664.8175138530737	0.1614792060491493
BA2806	839.1263056488103	0.2468761814744801
BA2808	469.0915221892452	0.1801795841209829
BA2809	929.151270211972	0.245453686200378
BA2811	662.5363020267387	0.1868525519848771
BA2812	748.1997015520849	0.2375283553875236
BA2813	956.1876397957584	0.2266918714555765
BA2814	292.92542751260964	0.1957703213610586
BA2816	751.735240132557	0.1997684310018903
BA2817	351.466447693497	0.1648015122873346
BA2820	864.9211133492273	0.2761531190926276
BA2821	2368.0972957935314	0.4931994328922495
BA2822	215.09595990312312	0.2353686200378072
BA2824	575.4304511182471	0.2995085066162571
BA2828	478.5242470631485	0.1717013232514177
BA2829	782.8986428799258	0.2948487712665406
BA2830	1139.5572352373538	0.2384073724007561
BA2832	406.77833419830574	0.2530529300567108
BA2836	606.31108243187	0.1411389413988657
BA2837	1414.4278362174755	0.2378969754253308
BA2839	1031.7349631035208	0.181781663516068
BA2840	733.1034845088849	0.3505198487712666
BA2841	1035.6599321537274	0.3023393194706994
BA2842	228.17158173718903	0.1350519848771266
BA2843	615.0665209458472	0.1726134215500945
BA2844	1035.935132632706	0.2389508506616257
BA2846	985.9857015872244	0.273289224952741
BA2850	692.2431064672905	0.2958931947069943
BA2851	919.37662155295	0.3088657844990548
BA2852	502.1760089038096	0.1759120982986767
BA2855	365.6997907848002	0.1556852551984877
BA2856	277.16175692113075	0.081351606805293
BA2858	739.1818848559551	0.1699527410207939
BA2860	555.6940166885612	0.1772400756143667
BA2861	719.6234072019765	0.2019234404536861
BA2865	935.5207895305904	0.2160822306238185
BA2866	1144.4032637571156	0.4291446124763705
BA2867	599.1445737307881	0.1746739130434782
BA2868	1261.2430804640578	0.2823109640831758
BA2870	1653.638735134638	0.3385869565217391
BA2871	757.0156570816912	0.3024480151228733
BA2872	632.0389651010667	0.2264272211720226
BA2876	487.2383254891148	0.174305293005671
BA2879	328.0760054709504	0.1759215500945179
BA2880	579.6172882033982	0.2132419659735349
BA2882	348.2327707363618	0.229258034026465
BA2883	979.3831896938536	0.1654111531190926
BA2885	583.6435163560876	0.2626228733459357
BA2887	831.9369645091011	0.2643147448015123
BA2889	11.096241640852648	0.0021597353497164
BA2893	978.1620407888548	0.2357939508506616
BA2901	502.0742446304135	0.1200141776937618
BA2902	676.7777450169481	0.1859640831758034
BA2903	91.926374111376	0.0927126654064272
BA2904	902.9180070495252	0.2829442344045368
BA2905	900.5493842477714	0.1244801512287334
BA2906	538.9536053887781	0.2448960302457467
BA2908	1625.8994007903684	0.2199338374291115
BA2909	293.2362985614428	0.1503449905482041
BA2910	883.0583790957795	0.2142627599243856
BA2911	1305.4111269455125	0.2900756143667297
BA2914	484.6472481713943	0.3091776937618147
BA2915	193.40122712012848	0.0937145557655954
BA2921	516.5545776177578	0.1055009451795841
BA2922	1083.0371638041483	0.208133270321361
BA2923	190.9176332192651	0.1806663516068053
BA2926	1143.5630600777397	0.3012996219281663
BA2928	624.6365392400136	0.2697069943289225
BA2930	489.7437718419047	0.2537759924385633
BA2932	1050.7566343923838	0.2194281663516068
BA2934	267.241312590214	0.2239933837429111
BA2935	464.9088278542738	0.116195652173913
BA2937	437.48340007136017	0.1968809073724007
BA2939	838.9056317812485	0.1639886578449905
BA2944	2698.337102950637	0.4816824196597353
BA2947	808.8363659265746	0.2744281663516068
BA2948	448.3459530725442	0.1854631379962192
BA2950	1527.9173758034783	0.3555293005671077
BA2951	1225.5905918789902	0.2248913043478261
BA2952	868.2035326148657	0.3153213610586011
BA2953	773.6017261281132	0.1519517958412098
BA2955	255.83240869946	0.1513563327032136
BA2956	182.43355660433457	0.1103449905482041
BA2962	1448.9492234980564	0.3251134215500945
BA2970	945.5326477562074	0.166625708884688
BA2972	1025.0073895619455	0.3384640831758034
BA2976	682.0966436313704	0.1709262759924385
BA2978	463.7697548343848	0.1976701323251417
BA2981	620.2075130962227	0.1943998109640831
BA2984	519.9562388513167	0.2165737240075614
BA2986	831.3159558755951	0.1948298676748582
BA2989	918.7735847970288	0.2146124763705104
BA2992	1040.0243023186663	0.3017155009451795
BA2993	490.2168793417561	0.1642155009451796
BA2994	783.4573074760644	0.3270604914933837
BA2995	448.89376179200656	0.2315453686200378
BA2999	551.318378149716	0.2260444234404537
BA3001	1127.8882983776364	0.2470699432892249
BA3002	658.5376207582564	0.2546833648393194
BA3004	607.1595518577985	0.289820415879017
BA3006	685.9478445103986	0.200382797731569
BA3008	11.502818985603614	0.0155151228733459
BA3009	967.4619845386184	0.207953686200378
BA3010	786.927717035091	0.2175567107750472
BA3011	1173.5226977948612	0.1202173913043478
BA3013	1321.290876995518	0.3091351606805293
BA3023	1015.7452736286136	0.2094943289224952
BA3025	796.68252407056	0.2379820415879017
BA3027	339.48845342934527	0.1347400756143667
BA3029	409.49845003703166	0.1417060491493383
BA3030	1040.9582844218469	0.2254442344045368
BA3037	796.8167148834721	0.135382797731569
BA3038	712.6495139882256	0.3304867674858223
BA3040	659.1284817517854	0.255179584120983
BA3042	930.6569966806684	0.2205387523629489
BA3043	279.3242529341486	0.1760444234404536
BA3049	207.05831119544595	0.1403733459357277
BA3051	339.05996434691883	0.1203071833648393
BA3053	1159.914784973267	0.3390170132325142
BA3064	811.7129054909528	0.298015122873346
BA3067	416.1485327851571	0.3630151228733459
BA3068	473.2820363883077	0.4169092627599243
BA3070	339.2050705493115	0.1649905482041588
BA3071	651.3380244516886	0.2464839319470699
BA3072	802.8031381469049	0.2620085066162571
BA3075	495.5792932364566	0.2121124763705104
BA3076	81.10637218410939	0.0449905482041587
BA3077	291.70705449866745	0.2555056710775047
BA2040	349.01179584488875	0.1888563327032136
BA2160	743.0925136584549	0.2163941398865784
BA2303	465.3506401336382	0.2429489603024575
BA2353	1483.0301806981408	0.291351606805293
BA2516	1350.9859271639175	0.2524905482041588
BA2590	1522.0878930840054	0.3371219281663516
BA2647	869.0202300015676	0.2085964083175803
BA2891	336.46402777102026	0.2288705103969754
BA2924	974.9096307108452	0.2464461247637051
BA2971	504.3848558415371	0.179640831758034
BA3036	1024.0701671559168	0.2524574669187145
BA3059	509.7243617530828	0.1502788279773157
BA3073	1092.6461944187656	0.2319281663516068
BA3078	1752.2812406677583	0.2436483931947069
BA3079	431.2270461408715	0.2183223062381852
BA3083	724.4524761132466	0.3786578449905482
BA3084	552.0035124907421	0.2583742911153119
BA3085	820.8800895732983	0.3007750472589792
BA3087	552.9716823524008	0.5083364839319471
BA3089	1439.473474832006	0.2883081285444234
BA3094	665.2058175556962	0.3826701323251418
BA3095	574.7167668683135	0.228133270321361
BA3098	808.7351486941619	0.2633364839319471
BA3099	1438.6175286116652	0.4164035916824197
BA3103	879.3752567562454	0.2333837429111531
BA3108	1114.4842264173385	0.2315642722117202
BA3109	463.60528194856647	0.1268005671077504
BA3110	812.5846052698445	0.232570888468809
BA3114	701.3618263081356	0.1686862003780718
BA3116	596.0115959551728	0.1375803402646503
BA3117	2013.0868083599587	0.4686294896030246
BA3118	762.0598576309488	0.2023818525519848
BA3119	1297.1689066208232	0.2965500945179584
BA3123	1253.3905845807856	0.2541257088846881
BA3124	476.7455394130081	0.1690264650283554
BA3126	423.3258870021679	0.242296786389414
BA3128	1184.566686506971	0.2581285444234404
BA3130	233.00493093195377	0.2046739130434782
BA3133	548.0215910572665	0.27734404536862
BA3135	1036.4799729020365	0.2471833648393194
BA3136	540.2219088535331	0.294749527410208
BA3137	658.66789022419	0.2419517958412098
BA3138	964.934672472794	0.2357703213610586
BA3139	854.6870240840752	0.5030293005671078
BA3141	1771.353530898436	0.3210586011342155
BA3142	823.5670939630331	0.2995179584120983
BA3145	527.3541563951194	0.1660538752362949
BA3146	724.235544067641	0.3123676748582231
BA3149	297.9528024511156	0.1413043478260869
BA3152	363.3788364769674	0.3220274102079395
BA3153	810.1571869475665	0.335
BA3154	369.5337442438789	0.2181238185255198
BA3156	1108.0450205647187	0.3238421550094518
BA3157	2477.163519518644	0.3717296786389414
BA3158	656.5434153110926	0.2551370510396975
BA3162	712.9927125750769	0.1410491493383742
BA3163	195.17160065846025	0.1626748582230624
BA3164	1006.7027276039724	0.2888090737240075
BA3167	839.6627692307691	0.1530009451795841
BA3169	407.5842455818831	0.1189886578449905
BA3171	428.433612084205	0.3486200378071833
BA3173	1272.5773057461197	0.3016351606805293
BA3174	430.156349005552	0.1649810964083176
BA3175	459.5290877514503	0.20086011342155
BA3176	1129.7328969763803	0.2666446124763705
BA3177	1587.6337128940356	0.3981001890359168
BA3178	593.7176450937144	0.2421030245746691
BA3180	1005.2974130297282	0.1697448015122873
BA3181	531.1001912075557	0.1759404536862004
BA3182	859.4595282116155	0.3366965973534971
BA3183	1450.5036346356574	0.3834357277882798
BA3185	762.8095147721068	0.2325047258979206
BA3186	750.6033154338107	0.2828024574669187
BA3187	685.79900724955	0.2144754253308128
BA3189	1463.1101118193071	0.3225425330812854
BA3190	1966.934271120193	0.1807183364839319
BA3191	526.8250531687722	0.2379017013232514
BA3192	1365.1212215978203	0.2610916824196597
BA3194	1392.2868741519217	0.4398015122873346
BA3195	1043.4049337025683	0.1892863894139886
BA3197	547.1094108862185	0.1924432892249527
BA3199	2511.9588647777828	0.4137759924385633
BA3200	784.4308424290588	0.2825047258979206
BA3202	940.5521645123448	0.3078213610586011
BA3203	210.9951207123048	0.2289366729678639
BA3206	767.2675833968548	0.2557372400756144
BA3207	609.5461392578536	0.2957136105860113
BA3208	724.5936845121286	0.1915406427221172
BA3210	578.2796027479092	0.2074669187145557
BA3211	866.1912154024554	0.2008790170132325
BA3212	418.0380708088032	0.2880482041587902
BA3213	1180.523693648399	0.3485916824196597
BA3214	1506.22650339772	0.2488421550094517
BA3216	768.3636119706774	0.251375236294896
BA3217	1052.5268080301876	0.2906001890359168
BA3219	405.0458000859567	0.250921550094518
BA3221	322.6561060239921	0.2276323251417769
BA3222	1297.8599968996143	0.2252788279773157
BA3225	244.08352575725635	0.2549527410207939
BA3226	1197.3099928369477	0.2870463137996219
BA3227	883.0480512982696	0.2865170132325141
BA3228	1697.5546582007491	0.3270368620037807
BA3229	1455.519949236932	0.2826654064272211
BA3230	849.2743784848928	0.212953686200378
BA3232	987.2649466366088	0.2974669187145558
BA3234	353.1609618763414	0.3144517958412098
BA3235	255.76999018796928	0.2126512287334593
BA3237	907.363305324446	0.2529867674858223
BA3240	1127.7512233088437	0.2644754253308128
BA3242	806.7854193169961	0.1875803402646502
BA3243	980.8468532249954	0.1910302457466919
BA3245	188.53847669710288	0.2207183364839319
BA3249	731.5733312384782	0.1755765595463138
BA3250	921.1257791725455	0.3489792060491493
BA3251	644.4370405726117	0.2504017013232514
BA3255	727.1856605956416	0.2734215500945179
BA3258	435.4845579666661	0.2514555765595463
BA3260	597.0581526568168	0.154891304347826
BA3261	849.8163244295235	0.2155623818525519
BA3264	1007.2563954978184	0.3735586011342155
BA3266	1097.5275507982071	0.3133553875236294
BA3268	1563.115475951064	0.3322022684310019
BA3269	341.03154410548336	0.1562381852551985
BA3270	1212.1378999226934	0.3553875236294896
BA3271	1091.401344978024	0.3123487712665406
BA3273	347.22410491574624	0.1374952741020794
BA3275	1010.2440870702844	0.3156379962192817
BA3277	876.774825708061	0.2470510396975425
BA3280	673.4310204187548	0.2006049149338374
BA3283	744.2270885569558	0.2541398865784499
BA3285	965.9732478767633	0.4551748582230623
BA3286	729.8611190039842	0.3118809073724007
BA3289	237.80493783010863	0.0957088846880907
BA3290	1028.6537067311071	0.2968903591682419
BA3293	1410.6575633186828	0.3551512287334593
BA3295	931.4742750450056	0.2823062381852552
BA3296	427.2224889851171	0.2541540642722117
BA3297	892.6426763057029	0.3536672967863894
BA3299	588.9359797974884	0.2208553875236295
BA3300	892.2016144980187	0.2454914933837429
BA3302	2404.70236921347	0.3275614366729679
BA3305	825.9343252350294	0.2805434782608695
BA3306	1342.1610074766056	0.1895652173913043
BA3308	880.1282427815349	0.2634215500945179
BA3310	813.7038750493303	0.2495510396975425
BA3311	512.6421293458105	0.1813468809073724
BA3312	1224.9597742827486	0.3537901701323251
BA3315	838.4970079253096	0.2610586011342155
BA3317	2032.3938769360516	0.2721880907372401
BA3318	955.1253143309708	0.1664603024574669
BA3319	612.65364137163	0.2596077504725898
BA3322	563.6207557696362	0.2123109640831758
BA3324	1381.989756996816	0.3168241965973535
BA3325	598.5692094909097	0.1771597353497164
BA3326	639.2512433978278	0.2430576559546313
BA3328	720.8834453148229	0.313086011342155
BA3329	2369.4967076447338	0.5036767485822307
BA3332	2478.666371359682	0.4717674858223062
BA3333	1597.9960076658178	0.3707703213610586
BA3334	703.4833047568076	0.1465359168241966
BA3335	649.309428929002	0.2364650283553875
BA3339	626.678045270493	0.2572069943289225
