	NRAS	PTPN11
BA3399	3.928691386373547	9.217550243661025
BA3400	20.57405701514241	20.49932304808881
BA3403	8.646476315345657	40.07256786518545
BA3405	5.47809386344928	18.77385346724309
BA3406	6.043252528284121	22.99494518688369
BA3407	15.4835474476744	25.57381689341782
BA3408	4.912950895430019	16.372140642588597
BA3410	8.840417219687092	20.956953686492668
BA3411	6.705633535854831	23.686174665300918
BA3412	12.142190977600986	30.806279236788768
BA3413	6.008969504223689	20.1099448245558
BA3415	12.115116393939685	58.24596658054627
BA3416	7.867724644372972	19.695638462196776
BA3417	8.509996078078553	22.196288192458372
BA3418	12.343830242329132	32.63184933979395
BA3421	3.168433023436222	7.884860177730484
BA3422	18.173598552618824	16.531991048470882
BA3423	13.745762736552717	22.056976272015444
BA3427	8.073314731993818	24.97543818115768
BA3430	5.917204912877103	9.925872127763904
BA3431	7.363139704033914	16.4322603052081
BA3433	12.089748631817251	16.497331140038252
BA3434	7.222638519015791	19.549469421478744
BA3435	6.94535406077345	26.26993630818124
BA3436	4.615333195782467	18.030821688180044
BA3438	6.824296625978215	32.097233187234345
BA3445	12.074907605420004	21.016117689995312
BA3446	9.72879525399942	11.215195744897262
BA3447	1.558376402101474	3.2625258891737285
BA3448	4.596813366256176	20.46619821409374
BA3449	8.485986858644898	27.228714859707505
BA3450	14.954090632256172	26.141088273719884
BA3451	7.710340309671539	19.54939345148004
BA3452	7.508107568643977	20.50716139930494
BA3453	11.655016680272896	14.797701231567332
BA3454	12.993324189060337	38.03237898772129
