	NRAS	PTPN11
BA2480	6.858662562901649	15.24397502944484
BA2481	1.9500316304262175	7.960993949896547
BA2482	5.181744149271933	19.0233231637945
BA2483	7.184584369918605	23.22264853955544
BA2485	4.537059321425513	17.055978788879546
BA2488	5.972482184896508	18.77808934875976
BA2489	8.45932371696038	14.508873336495364
BA2492	11.011238607856054	23.63457575454264
BA2494	13.56497751601759	27.91420931790605
BA2496	3.251993926259015	11.399676017741184
BA2497	3.623411757324423	15.612483715841416
BA2499	6.496710153030407	21.457586308448946
BA2500	9.763715979600224	23.138866635530075
BA2501	8.649289306914952	27.833890878616558
BA2502	5.2998229022741965	15.548455223976305
BA2505	7.444915416346693	22.69831014365209
BA2507	6.560063163100905	13.273383072831717
BA2510	10.150973193326688	16.669318455579262
BA2511	3.9818622753483313	7.663551368635486
BA2512	8.058259924383538	18.55404802224241
BA2514	12.627821982473929	14.1127716506682
BA2515	6.607609594187041	13.656362083325709
BA2520	9.071639637678906	10.18459988094212
BA2521	6.141260525965011	22.854875728416364
BA2523	5.162453513142667	17.466454904239125
BA2524	12.872028314827125	15.143161519049126
BA2525	6.254739812485595	10.739344125649188
BA2526	14.85549398672674	16.511510597344866
BA2528	5.252407883833431	14.604392734699395
BA2532	10.346520288088774	27.09788474706269
BA2534	7.141719967407913	26.77316300242771
BA2538	17.002978754520772	19.34789198139
BA2539	4.632481041525632	15.054660968382327
BA2540	6.126853077248297	12.01969277063214
BA2541	5.469396938866621	16.52564398579619
BA2545	4.877969494423181	20.94124669628399
BA2546	5.56938494821182	18.99909180138973
BA2552	11.166264509094391	16.970131640737755
BA2559	9.72601543910472	14.081354688308627
BA2561	2.790944167871684	8.225056123389484
BA2563	6.027268916462715	17.33397336920926
BA2564	5.04010040811193	13.974435996557515
BA2567	4.194453644098592	6.532230302726126
BA2570	6.338222333389105	22.38622147123564
BA2575	3.4342313240760283	10.361376185477951
BA2577	5.320930156444583	20.382387269777333
BA2579	6.183683530450364	18.172941762715816
BA2583	8.909156715544874	25.543482158502837
BA2584	6.736742397460128	21.881435806884262
BA2587	7.3667683983492385	21.078892020464146
BA2588	5.443474956485896	15.34775428213297
BA2589	12.066823178460044	17.98440359990241
BA2592	12.981756414846256	19.84405027987057
BA2593	1.4368811392668994	0.8090165245861867
BA2594	5.387598573226479	21.525920477694164
BA2595	7.513490392391697	13.4174683952318
BA2597	7.311698497892424	19.51682683095491
BA2600	8.130010990925994	12.611281705199705
BA2603	4.60937930852175	19.616353351392544
BA2618	6.056514465933962	21.562852645082295
BA2619	5.927356078657691	16.276085827293198
BA2620	7.352841243952309	23.94293881406372
BA2621	4.810896405997424	14.867078915259968
BA2622	7.749577219692198	17.89404725424126
BA2623	9.690878446767968	32.422525972432204
BA2629	5.817280579043553	12.182439062832351
BA2631	5.468171902993351	17.90739322912705
BA2634	3.16205195508556	18.21284933426878
BA2636	5.618899244673786	18.568704808257376
BA2639	6.87379493078743	21.352582026728825
BA2644	4.523228072093757	13.954630838917565
BA2645	11.497053146747986	21.812898951451057
BA2646	7.52196821927506	24.75015114655788
BA2649	6.5110349212047325	23.86929555054728
BA2651	5.522235802518263	15.009905620802682
BA2653	6.932954127168356	35.09770771441234
BA2655	21.190639026742865	47.73960715416454
BA2656	5.70152550063354	12.23115155921837
BA2657	5.771640544049528	19.747502000537104
BA2658	7.303343113474377	20.77431422918143
BA2659	4.992308561952519	20.045090782808657
BA2660	3.8659874889590977	16.149795869705212
BA2662	5.360102201734025	12.045959777225177
BA2663	7.115731521785219	12.517918211428482
BA2667	3.956974411640785	14.667596859550976
BA2670	7.118595835174869	17.34966639725265
BA2674	6.620444797362425	17.279843318133707
BA2675	6.034031009097357	20.317910549967007
BA2676	3.107607870682305	18.58694648390418
BA2677	5.575713563735737	18.577054779483333
BA2681	3.5093466744556574	15.08682239640497
BA2682	9.325592794633229	19.076647524486
BA2685	13.332002918372408	25.10516765487928
BA2688	5.5760283623478974	9.067482526668442
BA2691	7.281596974082845	26.73737220376769
BA2694	6.601392966663166	9.024019039461352
BA2695	10.519060586894415	11.2404092343823
BA2697	2.2000516165580417	6.301040978737351
BA2701	4.662172822324519	10.946437653909962
BA2704	5.677016775445185	16.147071205521367
BA2705	21.23427526720895	28.16912357988325
BA2707	12.951402717215212	28.354258823419137
BA2709	6.713173071854309	11.834087074751764
BA2712	5.212656383925112	16.42029670010793
BA2714	7.494660102644128	18.259052411644547
BA2715	8.77742188674404	20.1361962674606
BA2718	6.751867338425482	23.29369020548985
BA2720	7.477439803137484	12.589995425491171
BA2721	9.111501966856752	12.82643796424119
BA2722	8.724155367047782	36.40377693251484
BA2723	11.63023019170407	30.19932116231609
BA2724	7.840445107908545	12.29033845001848
BA2726	5.735579713442043	13.818725538291096
BA2727	4.365000646706227	24.61424804261353
BA2728	6.036499207879079	21.026768820896308
BA2731	4.956162727983662	10.348587303927951
BA2733	7.353394433761991	8.96480318961342
BA2735	3.8197767958434254	12.472768491152266
BA2737	7.925859033620257	12.376501451202138
BA2742	6.987221703079376	18.999517616112165
BA2744	1.8895223664126053	3.972428680531728
BA2746	7.330916641316313	16.354079014101362
BA2747	5.3158284215227845	13.21286567892482
BA2748	8.139410104512923	24.58902716946228
BA2751	4.017743583694481	13.92309366783434
BA2756	6.746952638324869	11.95978241621635
BA2758	4.802055360057014	9.074373932385482
BA2760	10.040971439029938	27.842394785774225
BA2762	8.641861122645114	15.494298472230904
BA2764	4.423166990932352	10.123036663951495
BA2765	5.288734857660687	17.255788926560026
BA2769	8.013547410518223	14.114069903809089
BA2772	6.050637343549377	9.214550366533244
BA2775	5.069130121130372	18.18390614086486
BA2776	8.05472617237573	21.07864268018424
BA2778	7.637662465316218	11.051841624231852
BA2782	5.098815842788575	14.017978111035076
BA2786	8.415938454538999	18.56146342152403
BA2787	2.2193393219280133	5.728153752635701
BA2789	8.636023549822143	23.09779193452756
BA2791	7.741178501764106	20.34342406980938
BA2792	4.551570630344417	11.65470263502648
BA2798	16.816381449757476	16.931625688947495
BA2801	5.517200535623427	7.134981041288424
BA2802	7.088526556047891	21.039563120997773
BA2804	4.078754304065843	11.705154389579103
BA2806	9.513322124678869	20.0582471817414
BA2808	7.263683515204514	24.08299046294555
BA2809	7.24147291945887	25.421071006514072
BA2811	7.070350225119517	22.694716050439283
BA2812	3.1678574196547364	11.366252530998253
BA2813	6.867976503649437	13.26185634034608
BA2814	4.355118338847606	11.078194670442564
BA2816	6.065623327282163	14.79225518895096
BA2817	8.966257475878034	19.255577896687427
BA2820	10.129095373627926	17.60046886126625
BA2821	9.91932746976686	41.38697743446033
BA2822	7.731515903978233	27.94999463915676
BA2824	6.310885839083982	15.698469004065108
BA2828	7.488565300362087	16.62048013308828
BA2829	9.36678347562548	23.16697090575833
BA2830	9.641558139974746	10.54731633196385
BA2832	5.910862256778355	21.6788491811367
BA2836	10.880632567658289	12.468306580047503
BA2837	9.303846484342278	22.898407857056828
BA2839	14.447366463317476	31.642496415707715
BA2840	12.9890063658348	20.531917229600012
BA2841	14.920340504832764	17.333596721579227
BA2842	5.618212847317316	9.895489999364507
BA2843	10.861403037264049	10.858547637453205
BA2844	9.577489786501244	17.590131498344554
BA2846	7.396085179139685	18.50294150486064
BA2850	7.478228744064123	13.43052749037221
BA2851	10.53628057560122	25.04537941152953
BA2852	6.446840796175184	9.456579436181348
BA2855	9.005710318890628	17.107630110616615
BA2856	3.7253524305821775	12.066697755388164
BA2858	6.240550615962576	12.633864070958204
BA2860	4.073930585781352	14.530015277964637
BA2861	3.859774992858181	17.408068930780058
BA2865	4.841331190074856	16.238963350670986
BA2866	6.525918957798433	21.19259899057649
BA2867	11.804541541897262	17.232068759781303
BA2868	8.234759724452115	23.494536189676637
BA2870	8.617979239843704	23.69065911934278
BA2871	9.699320563414837	23.15316795763132
BA2872	5.400992864023292	18.935171480130546
BA2876	7.405359621995483	13.157898270250502
BA2879	10.283059619460772	15.50509527096519
BA2880	5.781449591374675	19.49215324075317
BA2882	5.16195219286407	16.603411924717445
BA2883	10.635094429933371	28.20025393371597
BA2885	8.529560296047924	20.57041289985666
BA2887	7.685740513804617	27.307116773219036
BA2889	0.0135692782404742	0.0893690876800253
BA2893	3.851752199071992	12.4974117886675
BA2901	4.583189739568179	8.975530107617864
BA2902	10.07164782522177	9.87114034234456
BA2903	4.244777417545605	5.87011599834422
BA2904	6.789738908991834	20.70134617274038
BA2905	8.339195521927117	22.33801212442174
BA2906	6.169201797449964	21.176416117737062
BA2908	6.442767618838151	23.172251086718955
BA2909	3.261882774806027	11.488674564864946
BA2910	10.510370108811154	26.26349101086416
BA2911	8.013297504789035	20.84783277632227
BA2914	5.073157530546257	15.0156201416248
BA2915	3.60830817852681	2.41314672352659
BA2921	5.387517108967468	17.458656163590284
BA2922	4.732165252572826	19.573904682697663
BA2923	4.118521207039701	9.394341271819846
BA2926	4.31474321881863	19.129719312731364
BA2928	4.851234415950231	17.191069360684157
BA2930	6.039991130066368	14.85937609513198
BA2932	6.117086266839964	19.46477251954371
BA2934	4.95306341203095	9.73098986675119
BA2935	5.681273121008684	9.880445356341776
BA2937	4.822767525712362	17.877732513150956
BA2939	7.316767425306303	9.710666289915626
BA2944	13.171305358374154	37.64703403612323
BA2947	6.287702747922064	12.357448642886093
BA2948	11.507667665590594	20.4879431817709
BA2950	13.44390054926216	24.919157088502157
BA2951	2.820169602008459	18.133444760407368
BA2952	8.37478687157995	29.64411745650464
BA2953	4.091123903375138	7.163653271429381
BA2955	3.004235051792003	11.13542937935626
BA2956	6.290871235995807	8.523238456781499
BA2962	7.648383536569572	24.054892956713843
BA2970	8.768121816957889	15.990249149514993
BA2972	10.629632088944046	17.627225547010358
BA2976	5.811563870486877	17.773117510802155
BA2978	6.906986151702116	14.603788957143514
BA2981	12.088708199007163	18.564359098703868
BA2984	5.952599271998055	14.452361922559325
BA2986	6.015145644922761	21.66198824056716
BA2989	12.40066861542853	24.180054210900927
BA2992	10.128677544286331	23.9380562024542
BA2993	5.000211614265577	13.846655480060836
BA2994	9.912288804454908	16.36308890783346
BA2995	11.105876464807029	14.331090419338244
BA2999	6.624684574930474	20.07089751224206
BA3001	4.442970542048801	17.71418966299346
BA3002	8.285664492131295	25.71013085930307
BA3004	7.8110529639010675	15.801966890605236
BA3006	3.65168512711718	12.927507847907451
BA3008	0.8681006640438829	0.3007671567538219
BA3009	6.8263314902828105	19.149190049872782
BA3010	4.9254516334744025	13.643755520925405
BA3011	11.105390953391971	16.20127100029433
BA3013	5.48735513938059	15.826301965085207
BA3023	11.640284109985148	16.109292041670233
BA3025	5.57733503992295	21.606626020315527
BA3027	8.279975709011342	11.8217154344046
BA3029	7.226612217584591	11.205176238759671
BA3030	5.902817800149135	21.666872429973047
BA3037	8.02305017906364	22.454196832329725
BA3038	8.055542584703412	26.722751368914007
BA3040	5.182240962973314	10.393675597393589
BA3042	10.515634710289325	31.91703970845472
BA3043	3.244757511419285	10.557497829345278
BA3049	4.1564176231429135	4.158103947463144
BA3051	7.556062024995525	13.618501220020445
BA3053	7.894004164861986	26.569754013053128
BA3064	12.477605240623443	20.81512093293928
BA3067	16.50676562323782	23.49622855930234
BA3068	12.55326317026118	32.6958892019907
BA3070	5.37472511617356	12.2739088603882
BA3071	8.311919851686827	21.66745407747344
BA3072	8.21975335540976	21.744276519892093
BA3075	12.33812847748259	9.78077433217044
BA3076	3.984990310271045	6.585836267450562
BA3077	9.3374500327709	22.34529503861006
BA2040	9.363714077638893	15.768603175760314
BA2160	5.515966560385625	17.506409372433634
BA2303	4.54654965522162	15.03837826541991
BA2353	8.900907518980299	27.233366359776674
BA2516	4.866430768383223	21.259529388671154
BA2590	10.88491560304582	29.16348122073776
BA2647	10.644695164434138	21.26802428024812
BA2891	10.14706198972468	10.22953782959444
BA2924	16.10777913232319	20.532589760834025
BA2971	10.182583973293996	19.08055261903843
BA3036	5.675109181561699	21.532179511729048
BA3059	10.280030831308574	18.54532868077653
BA3073	7.427611770627111	14.944238120335736
BA3078	11.877784209449372	35.18664561153126
BA3079	4.713510544408561	19.909318281196608
BA3083	8.127872976570112	21.978305936397295
BA3084	6.089439383491785	17.84399375600065
BA3085	11.306260223396905	26.01224963306068
BA3087	12.519830914347391	48.86803170684532
BA3089	7.374586917885807	23.137690705828494
BA3094	11.23969127159888	28.49290823798763
BA3095	5.181717467182284	20.620505966732463
BA3098	7.121552337276635	23.62762660915261
BA3099	11.556525533401189	36.54224908379226
BA3103	15.293287920246993	21.202410683230404
BA3108	5.723864054607475	27.17003893415094
BA3109	9.974575811976672	17.987162225593785
BA3110	8.262456350121662	23.61354936917826
BA3114	8.095098851779044	11.088207106757388
BA3116	11.72639377101633	13.54410492909614
BA3117	13.29495042372544	32.99850340543902
BA3118	13.728991946270892	18.419906314914087
BA3119	8.859620524335702	24.22301068782385
BA3123	7.118118707494445	19.325795422691492
BA3124	3.2260637051228933	11.595967067149676
BA3126	8.019485443173085	23.07814911886787
BA3128	11.41342783631617	17.85383423310964
BA3130	9.585302419403888	12.057733345196048
BA3133	10.365932289438458	35.60647067572976
BA3135	12.171174562220935	14.423862792892812
BA3136	10.333657320457108	26.020118488952967
BA3137	7.451576271310173	17.99946922539952
BA3138	10.471239263116624	17.948405734384835
BA3139	17.5470260749779	61.89541159416133
BA3141	6.5465378852369085	21.324758045316084
BA3142	11.74450974655493	46.60967367517731
BA3145	5.436537403304551	21.111123300919846
BA3146	7.496130499999642	21.602179497941837
BA3149	10.547723040091752	21.63447056331703
BA3152	6.301759291837863	26.69930441544388
BA3153	27.604711739328657	31.543536116768177
BA3154	14.721168223689844	34.14570005484676
BA3156	10.6029300189222	19.49857490673853
BA3157	8.710044108337883	23.14124354717321
BA3158	4.549592689670392	22.028408728000585
BA3162	9.14415263611372	23.07486636372992
BA3163	5.042026538813098	14.556965582467331
BA3164	11.759397793508905	29.786068872909603
BA3167	10.12720975917421	20.567990490892964
BA3169	6.8725908188312905	20.415742448754457
BA3171	9.172088011260572	49.20184704080764
BA3173	14.527553750882252	27.98654696106653
BA3174	10.426519983418606	22.481708707839694
BA3175	6.687414698737055	16.98894756673063
BA3176	4.727362915020489	18.64217401050913
BA3177	14.316351742999876	37.12825353716463
BA3178	4.481458329916356	11.343132947483015
BA3180	12.732633333387836	28.83046345372784
BA3181	4.996390140454944	12.539176864756952
BA3182	11.21467746186656	27.52360362055456
BA3183	11.767213931502704	29.19110257797213
BA3185	14.82598661286637	16.0689464411771
BA3186	10.552787658503464	26.671352579888893
BA3187	9.514352527543767	17.671849707854243
BA3189	9.260743630277409	34.77103318446292
BA3190	13.260363949948133	13.582985218241213
BA3191	5.43215090733389	17.4967395117262
BA3192	11.16770984951238	25.62671641213393
BA3194	10.895861766915308	35.935356555517195
BA3195	7.6441887706225184	16.40482357099114
BA3197	5.800152007711604	16.74318582812262
BA3199	10.139880583334364	26.886278539283374
BA3200	9.05510333761118	21.870631329961405
BA3202	14.844408407216624	24.89452366575615
BA3203	12.792517740017855	14.692021043920066
BA3206	4.9930575442003216	23.017601304312947
BA3207	11.058929178599826	21.08589263526197
BA3208	4.73984606187309	18.69157945657816
BA3210	12.467459277619287	25.00701142440425
BA3211	6.3397135350260525	20.94416288181397
BA3212	10.804288611301352	38.42654424973168
BA3213	15.172192690106934	28.595132790427066
BA3214	11.009429706125792	19.227635695526825
BA3216	12.064438823458024	14.3557010442588
BA3217	9.204330611096912	16.74182319835738
BA3219	9.498988084807602	14.358489399213893
BA3221	4.347848369895512	15.472372826909858
BA3222	7.258022051538889	45.00221066210596
BA3225	6.775318452649396	16.252474175634926
BA3226	5.037539499207443	19.63876066105797
BA3227	8.449865074646068	22.406453016091405
BA3228	14.728006400949374	28.892920691148067
BA3229	8.258563798570854	29.721164245602424
BA3230	5.173337137112995	19.80458906416293
BA3232	6.137008247932158	18.64192081999083
BA3234	13.4334092455369	20.17473302052334
BA3235	7.47416051368265	15.371318318553923
BA3237	5.239957561988869	27.98315846822433
BA3240	8.640906615788095	26.53802348143133
BA3242	4.657648023345828	18.60678946129853
BA3243	7.053227590864142	27.182019369641385
BA3245	16.72660301865786	24.70548102610767
BA3249	9.28909365625678	27.04526177937093
BA3250	12.052798291895275	29.723698269728747
BA3251	8.0824784174955	18.96515071718015
BA3255	5.506045249535786	19.530658366366755
BA3258	9.421654415563246	19.25644449572177
BA3260	10.043134124295976	21.71300533111998
BA3261	5.456559478409888	18.19364774393248
BA3264	14.013073014501314	28.724599060108773
BA3266	11.371512264281998	28.79690094170825
BA3268	13.487596429480824	34.215264264099496
BA3269	12.778565326349955	15.204697938644848
BA3270	8.966125771650601	24.530727937607185
BA3271	10.228978044635625	27.916898924965192
BA3273	12.937017621214348	20.44500246613187
BA3275	12.552765046222495	28.412871710293533
BA3277	16.768048282544832	17.164565410884723
BA3280	12.850526793400238	14.365310348195427
BA3283	14.140758983435106	16.69487906533864
BA3285	16.542293303495914	62.17898985108376
BA3286	5.249771306428635	21.368852478931604
BA3289	4.451033730888602	8.671812401369937
BA3290	8.876202943256805	23.97434788088257
BA3293	9.385915745409736	27.98536128377098
BA3295	10.695393590780256	28.37486135458929
BA3296	7.297867451694903	16.547626760789306
BA3297	11.905042783466822	31.61271538032367
BA3299	15.186092461807736	13.91130497298182
BA3300	8.604532826571761	37.73830015271734
BA3302	10.63996668476046	47.58395676045272
BA3305	8.895852472602522	17.9495129193202
BA3306	12.392167917795083	15.822574986127442
BA3308	6.856118014309656	21.61813851587103
BA3310	8.255323995816461	16.233968503775053
BA3311	9.57964179426214	26.322291810625305
BA3312	8.929367712718888	26.274338440187364
BA3315	13.021107097003505	35.11440382264742
BA3317	6.590205838767156	21.33458099470292
BA3318	17.92868446746323	31.470847071104163
BA3319	9.97159404333888	22.17690767917441
BA3322	4.847316259253363	19.028309672175208
BA3324	11.761095442415405	43.99440756721232
BA3325	9.300737346465528	18.92294556082813
BA3326	11.914195529061216	23.60399145233129
BA3328	10.557810467966954	22.770125349103125
BA3329	14.061448568418411	36.48269764177509
BA3332	20.584078982011555	28.276913195499503
BA3333	14.452324390981708	25.26353103615665
BA3334	3.874027586053179	9.127914629344902
BA3335	13.704447687550342	18.262137171353483
BA3339	4.973563586925246	16.505423984927283
BA3341	8.67627291781594	21.133817970311235
BA3345	6.296771329649549	10.56551791674996
BA3347	11.85538377732058	12.895248893688454
BA3351	16.637228340222002	36.15111433085691
BA3352	4.692528710189486	11.602828493127593
BA3353	7.779444083765125	35.31452803631488
BA3357	12.575867965626449	23.394936659638905
BA3362	7.082788365589277	21.929829281753584
BA3367	14.60793183927729	15.08460695321988
BA3369	13.404414989690776	30.111459179936265
BA3371	8.959550514870674	16.57214863696018
BA3373	13.277867245531422	59.687482235387535
BA3374	2.7100052944524693	14.286142079384424
BA3375	6.189797044237009	14.986029961281671
BA3376	6.555132521281164	18.460625960877035
BA3379	8.230129068984011	28.28338708702801
BA3380	11.833818851810252	15.395065123545448
BA3381	10.453178169079605	31.6022929834454
BA3384	6.472072041324632	15.82572118593314
BA3385	5.821495536373235	18.844695554238974
BA3386	8.354719922018896	23.83686331483464
BA3388	5.738108007369189	14.160480378577368
BA3390	9.523890366002677	12.885807017959875
BA3394	8.115488982478709	25.0992123120214
BA3395	4.880342626517226	26.164953144487377
BA3397	10.053832732131792	42.49803859219085
