#Boxplots d'expressions du gène CBL en fonction de la feature centerID
#Résultat du test statistique ANOVA : F = 10.592, p-value = 0.00000
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       1        6.926931
BA2496       1        6.953448
BA3037       1        6.484129
BA2865       1        6.007604
BA2751       1        6.316752
BA2286       1        6.455051
BA2488       1        6.480131
BA3379       1        6.508048
BA2887       1        6.974502
BA2712       2        6.928331
BA2068       2        5.454892
BA2104       1        7.232160
BA3124       1        6.218877
BA2449       1        5.722908
BA2235       1        6.790387
BA3038       1        6.896450
BA3006       3        5.823924
BA2667       1        6.718954
BA2239       1        6.935583
BA2782       3        6.891184
BA2649       1        6.169930
BA2861       1        6.649664
BA2134       1        6.599996
BA2909       1        7.482761
BA2653       1        5.004480
BA2947       1        6.022867
BA2162       1        6.843353
BA2564       1        6.645189
BA2597       4        3.800760
BA3243       2        6.991755
BA2446       1        7.149214
BA2525       4        5.286488
BA2876       4        5.730142
BA2357       2        6.133757
BA2546       1        6.732223
BA2742       1        6.118865
BA2316       1        6.737459
BA2087       2        7.026980
BA2148       2        6.367428
BA3178       3        7.253585
BA2072       1        6.700265
BA2733       2        5.733627
BA2995       2        5.196287
BA2069       1        6.809028
BA2681       3        5.318292
BA2832       2        7.036239
BA2600       4        6.351173
BA3230       1        6.625214
BA2731       2        6.758313
BA2294       4        6.630588
BA2816       4        5.856159
BA2814       3        7.206357
BA2631       1        6.399263
BA2023       1        6.813949
BA2375       1        6.651878
BA2485       1        6.115037
BA2455       4        7.169536
BA2636       4        6.276035
BA2325       1        6.772460
BA2156       1        6.312054
BA2511       4        5.302337
BA2505       4        7.048512
BA2871       3        5.792436
BA2227       1        5.128770
BA2812       3        6.614332
BA2125       1        6.620335
BA2603       1        6.586235
BA2808       4        6.455522
BA2482       1        6.755426
BA2594       1        6.585716
BA2747       4        5.651392
BA2561       3        5.577842
BA2567       3        6.150174
BA2906       1        6.347374
BA2956       2        5.828595
BA2474       1        6.297814
BA2737       2        7.018474
BA2110       1        6.643584
BA2992       4        5.901576
BA2220       1        5.374933
BA2063       2        5.674704
BA2772       2        5.953951
BA2935       4        6.120973
BA2260       3        6.854543
BA2948       3        6.839193
