	RUNX1	NF1
BA2634	0.2313716576966895	178.5576422875698
BA2760	0.2318542233851574	145.6582421432596
BA2644	0.2322774224899261	91.2566416483229
BA3126	0.2332065906338938	169.9058236447186
BA2122	0.2333023284722314	54.47294224439686
BA2570	0.2334481743272767	289.1494765836638
BA2695	0.233523053172754	60.81625844565557
BA2023	0.2340222673641931	57.57670274404444
BA2656	0.2351063827030627	91.65100885209748
BA2532	0.2354003859086909	136.4370444751564
BA3357	0.2357294055540615	230.10965888564544
BA3312	0.2361033181100383	321.22488174218654
BA2101	0.2374995044039177	72.0511876030681
BA2836	0.2379198113207616	152.18203301703952
BA3222	0.2386519718525283	242.922999828226
BA2429	0.2412482642104379	151.06596918946528
BA3077	0.2415930982661468	159.83900132526296
BA2169	0.2424274050615774	178.1356567294738
BA3258	0.2433264742198979	159.48135933204148
BA2440	0.2436715897263885	135.89464622431606
BA2344	0.2438605199065537	141.96156499550946
BA2667	0.2439653885157159	131.0534229598689
BA3152	0.2440815047768036	61.44803798997775
BA2727	0.2456724084252623	94.5353950808028
BA2218	0.2459561395673188	85.42607037036069
BA2379	0.2462887562455963	124.56604347639134
BA2116	0.247156774264995	171.4319149038356
BA2676	0.2478024809194902	91.48180314484172
BA2972	0.2478497605073347	127.08058682876558
BA3315	0.2484026435584517	168.92193856793358
BA2677	0.2488417419559836	161.03891322846772
BA3154	0.248895410356001	97.4310714509888
BA2033	0.2493802875679197	92.53923653042108
BA2427	0.2495991035998299	49.06504183977397
BA3040	0.250690301209829	45.92094926849498
BA3124	0.2526085938039344	65.26530944326079
BA2662	0.254162715510198	62.0646160314211
BA2276	0.2550864966643531	77.65718078840119
BA2502	0.2554461126304059	129.68288700469952
BA2660	0.2573804486883075	89.78421103698174
BA2354	0.2584898433297769	113.2548155663928
BA2758	0.2585140309692019	57.32248577768649
BA2041	0.2588665449447568	135.22863046072317
BA2212	0.2594329568361865	150.1149855232797
BA2978	0.260346391573401	81.53187295323688
BA2100	0.2614480767212281	66.13538217435533
BA2923	0.2617340184470018	48.75808345329777
BA3037	0.2617518776043486	175.74270593972224
BA2228	0.2628742396944147	148.83302195542166
BA3418	0.2631471556305804	92.26888813182342
BA2312	0.2645746766899385	156.40969992181428
BA2685	0.2648671293645711	163.1492191604278
BA2620	0.2664975209367325	136.00222939519455
BA3117	0.2689598140438191	320.83057620793136
BA3411	0.2704176023369389	238.25400702034068
BA3237	0.2731221081648503	185.799570863636
BA3453	0.2738419892276626	180.47298431809
BA2459	0.2749501276757286	87.45011280306524
BA3388	0.2751835808372105	155.3495612647028
BA2374	0.2763952595404794	90.40492261621532
BA2802	0.2787978911299484	181.44247096762143
BA3403	0.2800542556398858	235.1154504862194
BA3451	0.2801380775486234	150.25803532935367
BA2822	0.2804174568518855	26.705595800531245
BA2828	0.2819806751023824	102.89567819352284
BA2905	0.2835814840385837	109.43006937813156
BA2302	0.2845922240557846	143.47247258145103
BA2682	0.2847513258925345	109.11172435395687
BA3181	0.2853095046629166	86.9043315247993
BA3110	0.2853318446250391	204.93388712530657
BA2421	0.285935182963567	91.31185986416747
BA3283	0.2865298286168483	186.2344572851692
BA3030	0.2872690994644802	328.0056889573503
BA3329	0.2878748850466966	157.7780232274986
BA3029	0.2886786546929628	86.19693989402455
BA2143	0.2887462269645254	96.97194172507986
BA2735	0.2898572883111386	147.8262491538163
BA3194	0.2907391298879882	310.918524770011
BA2031	0.2926282036740446	47.7445319683995
BA2224	0.292817153389424	99.58333873414824
BA2235	0.2933684989286715	137.30408373585547
BA2520	0.2933916238066273	91.07509546057814
BA2765	0.2934941442684795	151.23552413719125
BA2054	0.2938030708808976	115.25580563960666
BA2449	0.2952747735876687	171.94192740645337
BA3249	0.2979370074847912	195.3978303057858
BA2986	0.2983798773803634	138.6981976983092
BA2019	0.2985802352609417	204.9947885795207
BA2595	0.2987560633460224	39.45864383623836
BA3230	0.2993677379279945	164.73699657900582
BA2474	0.2993789260071053	90.10814805826662
BA2885	0.299849769692369	187.98064074137977
BA3449	0.2999389659404642	197.1342114504446
BA2494	0.2999725410280351	95.09040528581576
BA3290	0.3000348646219577	144.89704747162864
BA2564	0.3000487558800237	85.07499451835139
BA2306	0.3022602526166719	191.29686259218525
BA2089	0.3022986007009235	166.7588903652543
BA2742	0.3025082884520792	129.95283163495762
BA3299	0.3028377512175438	164.1004107601473
BA3394	0.3032300434910894	272.9511856941777
BA2837	0.303408432360746	284.90182762062886
BA2653	0.304210238283527	97.22040551437576
BA2737	0.3051122360343138	78.27415765988898
BA3206	0.3054029361585556	160.66636813154207
BA2939	0.3058548591742073	176.43003976228755
BA3318	0.3061830139235205	240.52561135968892
BA3173	0.3070382406077814	212.4418000765387
BA2053	0.3085386934826425	129.04169527931813
BA2260	0.3086467051717796	91.46311349201132
BA2004	0.3087657605500394	186.3131826561012
BA2976	0.3104939002311873	114.81212472094064
BA2125	0.3106537800341222	25.534304216960667
BA3023	0.3120788536500498	54.85346455292598
BA2655	0.3123562697068878	274.1036597231043
BA2728	0.3130353858877515	183.55938591740525
BA3379	0.3148457090256712	302.81777996661253
BA2000	0.3158646553683877	142.75490360837196
BA2952	0.3159037247979155	106.08321567639236
BA2050	0.3165709499854057	95.22651628154628
BA3305	0.3165741663993759	123.60787672784537
BA3010	0.316961809524329	99.1017100390366
BA3341	0.3174076243393825	217.37821659093277
BA2832	0.3191597094253302	133.52973932243407
BA2195	0.3198556517342838	94.9760301511449
BA2405	0.3199243679362045	79.99933475446306
BA3036	0.3202146226888125	255.0629685648225
BA3300	0.3203211315178937	294.9394480643322
BA2589	0.3209519148239628	160.10103382389008
BA2308	0.3212370824381028	211.6825983608057
BA2369	0.3214652451660544	189.42521296233164
BA2631	0.3227477782362995	109.59519540707544
BA2248	0.3228620481798537	103.99306477060202
BA3269	0.323176272314291	160.0554157433891
BA2123	0.3247570771477333	190.53116384213277
BA3445	0.3247887731201874	252.05807357118948
BA2426	0.3259230855422613	55.81249060280109
BA3013	0.3261590134175917	142.63889820812068
BA2636	0.3268997601238429	119.06478603350848
BA2603	0.3272220012648815	132.7224555535752
BA2914	0.3282464348132149	166.5248167599512
BA2334	0.3301006832772097	105.09829684011098
BA2472	0.3303852067534709	96.75468631074348
BA3352	0.3304688858969831	142.52121731092907
BA2047	0.3310338573537499	123.2929360773152
BA2524	0.3316526158399516	89.18268298048588
BA2273	0.3332695562783719	82.10327672445598
BA3384	0.3342882991549222	73.83871681860033
BA2816	0.3353101795976948	108.00098695013564
BA2887	0.3361944461565933	392.3699241261624
BA2908	0.3362728008393634	173.5960498164805
BA3158	0.3363321980053571	197.65957432697925
BA2168	0.3370682973422069	130.512102414608
BA3109	0.3379797371983408	132.94133523996058
BA2153	0.3382966437468907	146.4827052853341
BA2413	0.3395163963397635	222.15236454691257
BA2597	0.3399906111151607	97.936434541528
BA2840	0.3417398377554638	30.61186595745973
BA2778	0.3422344058267053	104.64943656261444
BA3225	0.3437275867685899	201.68996241015256
BA2691	0.3457070269471681	110.47005559851227
BA3448	0.3469263687875951	145.5723603719289
BA3191	0.3470211967509229	101.14235690292196
BA2808	0.3474576813245529	48.49155366434125
BA3245	0.3474752642131753	166.88278451382786
BA2526	0.3500031698747818	193.6457426221941
BA2072	0.3501484859597172	86.57166007727321
BA2629	0.3504910996646456	40.404138271266014
BA2425	0.3507812970068016	162.79491087118302
BA2830	0.350923088320888	98.5229049066421
BA3208	0.3509959283739198	209.98466747814996
BA2993	0.351026574506516	116.75603556885608
BA3325	0.3511676830534682	169.11445990425193
BA2659	0.3517600583229247	84.44632986861905
BA2559	0.3518012511866175	139.1365522105781
BA2921	0.3518351047618266	101.46207330874968
BA2588	0.3521388625898267	190.10730529365503
BA2516	0.3524785908331733	152.53780232404594
BA2244	0.3542834319275956	189.13614877568463
BA2024	0.355324854052362	129.19307576825068
BA3406	0.3555937927988822	175.00593868924125
BA2294	0.3557053911785621	154.65930575825166
BA3243	0.3565320994115399	176.0732364371607
BA2175	0.3571108076129757	31.956107621459708
BA2286	0.3573625729541775	201.80223865128715
BA3118	0.3590035962957389	157.51342411451563
BA2499	0.3608387211811307	101.23626725514532
BA2512	0.3620629952148811	84.18061058654125
BA2163	0.3639867216910707	217.2043669052266
BA3187	0.3640025341232009	31.623910732206127
BA2600	0.3640935596244726	183.1853616101156
BA2135	0.3643324954167157	15.131785600875178
BA2174	0.3644123896008013	238.4854486070038
BA2463	0.3650729854586957	41.31280183229365
BA3380	0.3662717140970948	221.2996538343536
BA2355	0.3663460851955715	120.526364356186
BA3199	0.3683258922645316	247.9957365242724
BA3410	0.3685682495555111	133.7262587530939
BA3138	0.3691902155274642	230.3337342749573
BA3145	0.3714211515309634	239.76856898668805
BA2930	0.3725037009771825	117.55326188747804
BA3083	0.3727060463008943	187.27367058107345
BA2184	0.3727416907983689	330.1887594161088
BA2052	0.3736513203619646	110.66973675190388
BA2962	0.3745486800855535	197.011970114943
BA3251	0.37682137352656	195.1114629700192
BA2865	0.3781820537351896	31.00540326828447
BA2523	0.3790836752965296	231.1519510714657
BA3171	0.3806407790253697	189.60298414759188
BA2032	0.3819240898337823	215.03490271417868
BA3311	0.3836221812068668	227.63473509638317
BA2879	0.3854677705158275	99.75597906454227
BA2441	0.3859472321425475	303.9044042244336
BA2300	0.3860761946544425	127.68776719943128
BA2981	0.3877086824465399	51.709594321698575
BA3087	0.3877333703674679	460.9679911353937
BA3085	0.3890291055292843	100.0252807550888
BA3210	0.3897197689574871	183.7222378307674
BA3009	0.3910410980820776	180.9021355226272
BA3176	0.3915225302347527	181.09546918820772
BA3197	0.3925798441882347	244.1897443579869
BA2924	0.3927336682223337	223.39027855209372
BA3216	0.3935287074904569	266.1372244527796
BA2675	0.393738690939336	171.949167646683
BA2051	0.3938825853566675	90.68870047977845
BA3270	0.3947631350254255	156.77269142461128
BA2618	0.3955213773456815	125.13469547601136
BA3385	0.396194121898357	166.26396393899057
BA2866	0.3976880606962743	197.19219437101748
BA3286	0.3977116929525598	186.44607428478997
BA3381	0.3995621713674603	246.3283155559964
BA2106	0.3996681074992766	153.3726439647684
BA2003	0.4013244329079319	153.6363602362335
BA3133	0.4017282865003045	215.74995269209867
BA3207	0.4022451961946818	214.78979346649717
BA2132	0.4028966828390375	170.7127216635003
BA2121	0.4045254318806516	72.40096351612218
BA2229	0.4056640287149609	230.9272500432621
BA3319	0.4062251645760432	176.44505731116638
BA2418	0.4063909106741089	135.68566336616163
BA2592	0.4067550358409438	206.67516523469448
BA2910	0.4085341383201479	271.8085988903684
BA2714	0.4087606478982316	192.9030108214692
BA3232	0.4090506746754818	131.02815976202692
BA3234	0.4096002524563868	165.37462228202543
BA2417	0.4135092125257881	114.89562170147244
BA2068	0.4141447851298147	78.65829945488635
BA2464	0.4145564919398896	107.24054284277707
BA3136	0.4198186628813677	145.78115232106128
BA2256	0.4205528268447001	177.37594734399633
BA2851	0.4227151357950647	192.33548881236496
BA2020	0.4234286826082905	274.7370236131756
BA2538	0.4240097802137525	163.56922986240653
BA2722	0.4249924044391167	167.37349745602896
BA3450	0.4257168708106206	54.5939820641306
BA2932	0.4272977550754492	231.47952642480772
BA2402	0.428971316748376	180.8329650691468
BA2902	0.4305832717631047	145.85444383485867
BA3332	0.4309639511858069	206.84935323170015
BA2911	0.432461270425124	269.4633451313588
BA2442	0.4327592238494117	213.18153533200555
BA2694	0.4328221504716751	78.54970935159275
BA2534	0.4329884438925064	252.0719388356896
BA2971	0.4343361209962151	96.0791157225974
BA3242	0.4369142444127037	195.77664629601023
BA3306	0.4393434975518654	306.25190377252744
BA2762	0.4421250179694788	191.9918527694903
BA3438	0.4422330780237589	111.05004860202276
BA3006	0.4441179632734338	131.7007986752833
BA2034	0.4487978343101674	153.47329527828623
BA3310	0.4493223787761471	241.81235246916677
BA3255	0.4513098386747018	257.62153547544665
BA2883	0.4525059688827549	203.20276533728472
BA2044	0.4545446668656925	82.04710015020497
BA2561	0.4547598816780865	39.73792927932083
BA2922	0.4560426622607161	171.04246058528
BA3141	0.4566407521427342	161.6339322558331
BA2037	0.4592527844731488	298.2964495900539
BA2657	0.4598208832447635	109.05733959704034
BA3137	0.4599699555675865	157.01974129618148
BA3212	0.462977491620602	291.1621455436483
BA2113	0.4636009687036643	223.4154468177113
BA2066	0.4636862910150136	124.09319568255268
BA3174	0.466942613490451	199.79928936886176
BA3423	0.4690401005159862	247.16444382180865
BA2387	0.4697411325404799	153.3348976809124
BA3452	0.4710051611355347	415.7140845086584
BA2867	0.4711109068286485	157.50388934653276
BA3375	0.4729430043851663	185.2589113390073
BA2747	0.4742826334446685	62.27748732776638
BA2791	0.4767886715929873	88.89145755618246
BA3108	0.4771452595381377	245.96800360851293
BA3373	0.4774971725331615	434.5300220567231
BA2775	0.478373757838183	142.37797575702365
BA2670	0.4787332765947135	162.34339961552118
BA3038	0.4797717529151157	210.31260336505892
BA2488	0.4807689442551831	125.0322329857764
BA3182	0.4820291055658831	195.0920648213859
BA3295	0.4842616358580394	229.0759670933194
BA3146	0.4855940184757919	177.31275979464104
BA2951	0.485869735054191	123.15440535801449
BA2249	0.4867737648170668	131.64751962240132
BA3405	0.4900832122830341	150.10322649841862
BA2281	0.4929589762080263	148.70915295462936
BA3075	0.4935394826888351	143.48506077086566
BA3353	0.4940194295257724	169.65826102895142
BA2420	0.4980493811600571	92.4940177792892
BA3280	0.4990817501709067	226.69751458857772
BA3427	0.5007832987527033	149.39600555491052
BA3324	0.5041686634752043	317.5906148358328
BA2477	0.5055873220543777	251.96199370434655
BA2081	0.5058095747966009	109.72745843655122
BA2470	0.5059183032191825	124.4127267962813
BA3089	0.5067222888544671	269.6975290383345
BA2870	0.5069095606352807	110.29051242164029
BA3135	0.5085187774197564	268.0646847813542
BA2450	0.5093440493546546	203.05409982012395
BA2813	0.5101650932078571	135.21858205685575
BA3001	0.5107964579461929	225.6917911104391
BA3277	0.5116233861894945	226.70907927311117
BA2035	0.5157778625167798	124.98326638084282
BA2046	0.5157814038241734	144.0633694963439
BA3103	0.5169322745767089	165.5219665724583
BA3073	0.5202851452743436	206.23744466270267
BA3183	0.5205419854700545	326.7004993841674
BA2622	0.5211049111147632	121.40379419765218
BA2065	0.5219851276879832	201.62135608839577
BA2160	0.5239516202848741	246.74003776373183
BA3250	0.5288239304614563	314.08124079364774
BA3192	0.5290873589812648	297.7905737654821
BA3128	0.530905902687292	211.6879117781022
BA2233	0.5315421413584168	198.79246681895413
BA3162	0.5376642936690882	216.5056270416564
BA2715	0.5407179260858568	155.77432060481345
BA3369	0.5423304068211141	233.0697009394279
BA2485	0.5450485108625669	174.4791578442435
BA3397	0.5455480797470682	84.60717882884792
BA2798	0.5461655847380165	216.74514018367236
BA2124	0.547448699385894	184.66017011723795
BA2984	0.5524435975243656	218.1342249651564
BA2646	0.5537548395255599	159.00708462304976
BA2399	0.5539786331310428	148.13163782499456
BA3395	0.5549256020025314	32.835911513872546
BA2820	0.556197107899173	138.81448881402198
BA2452	0.5587110693065258	193.1247259182125
BA3268	0.5587744580936236	342.55261383172257
BA2809	0.559960596602449	192.4826987219994
BA2904	0.5605771781116354	241.73197871780164
BA3095	0.5627347176682901	224.0292272594461
BA3149	0.5645100707443396	238.43616497424537
BA3435	0.565665550355561	232.53373548105796
BA3072	0.5661038564642017	312.38037262704427
BA3436	0.5688667444176033	184.67064609509663
BA3328	0.5696664315782274	378.8971653859671
BA3200	0.5703347124212974	299.6221836051252
BA2992	0.571223400311484	174.1559179385256
BA2647	0.5735408254668578	237.84824537527427
BA2528	0.5746468103555873	156.4198357593167
BA2095	0.5760620116676848	125.72932620776494
BA2414	0.5780566755810961	198.15717400889827
BA2501	0.5796172546422546	120.03527020920772
BA2097	0.5803880630099275	274.9535971649002
BA2674	0.5847776439328105	147.0979160005437
BA2022	0.5851342050113773	126.77737922849806
BA2482	0.5853367159024542	179.89138144862451
BA2275	0.5899890040908593	179.28463600626125
BA3002	0.5907034847133481	248.3132071115166
BA2789	0.591763462756144	180.57875038543253
BA3071	0.5942806715240825	302.56906291281126
BA2950	0.5988291453273596	284.7990532041516
BA3226	0.6001027365795609	229.2579314955156
BA3164	0.6014220646542657	373.8136618371857
BA2240	0.6015005177609613	349.65596137257995
BA2893	0.603367933771291	186.1761368733409
BA3266	0.6045567316687842	433.9093043307268
BA3240	0.6055565355291733	242.02707234614763
BA2944	0.6073825472504101	156.2191679164993
BA2277	0.6086944074788341	203.6065735095337
BA2704	0.6087831810726083	201.20381554401783
BA2236	0.6132881705814938	236.6977944710083
BA2846	0.6138999934750695	184.4292886686244
BA2507	0.6190335341667839	148.35611675642977
BA3213	0.623315471859848	291.1371797529326
BA3376	0.6235087840431298	257.5822685803655
BA3078	0.6240253826415152	272.10248263389946
BA3264	0.6322409702114022	198.38716106337813
BA2821	0.6334937133920333	351.9780878770896
BA2094	0.6344199058410083	80.35342502132465
BA3157	0.6363828203000166	212.8809027023121
BA2649	0.6366780707777169	103.47973972281912
BA2806	0.6373509732992193	220.58941345398543
BA2271	0.6406549134468797	178.74582923309202
BA3053	0.6412368076275322	152.00397168269578
BA3335	0.6419343830762536	208.08253805060983
BA3317	0.6423924956872351	240.1562776082272
BA2410	0.642834333785354	225.8440833603437
BA2400	0.6441740758930947	205.685906014256
BA3422	0.6446960034484137	290.0938510194062
BA2245	0.6503321853810318	206.20598869395417
BA2811	0.6528701339657501	103.90778382500056
BA2483	0.653393236048947	170.9383763555678
BA3098	0.6538684639714663	195.9334197562845
BA2563	0.6558685636737558	174.09947387656885
BA2353	0.6573283798949452	188.11794952171155
BA3434	0.66006781137165	262.8951788966082
BA3180	0.6654326774634189	419.6604107682547
BA2198	0.6672047141790376	126.84489183593952
BA3217	0.6674490439459047	297.1433427105736
BA2521	0.6694791447565787	188.9495712148245
BA2850	0.6737604800669292	120.0296485527902
BA3297	0.6755713256678774	367.57471107575816
BA2552	0.6775473724682192	371.11845971912896
BA3195	0.6795131680401585	307.3614638898987
