	STAG2	KRAS
BA3334	0.0474873963246056	3.528274362727172
BA3335	0.0455358594893478	7.091580570767574
BA3339	0.0546430313872174	7.019589248692965
BA3341	0.0655391120507399	8.663813855542353
BA3345	0.0284599121808424	3.7714062294803874
BA3347	0.0297609367376809	2.9348124064358347
BA3351	0.0723694909741421	6.775407552184414
BA3352	0.0318751016425435	3.62868149746901
BA3353	0.0585461050577329	4.93549943076808
BA3357	0.0736705155309806	4.681987493703068
BA3362	0.0478126524638152	5.68418666505324
BA3367	0.0439095787932997	5.68926974100486
BA3369	0.0731826313221662	9.585296101673013
BA3371	0.0513904699951211	4.375848646867501
BA3373	0.0941616523011871	10.96786907577842
BA3374	0.0305740770857049	2.549977047000934
BA3375	0.0354529191738494	3.385836344803532
BA3376	0.0535046348999837	3.90829600128676
BA3379	0.0718816067653276	3.738245720697547
BA3380	0.0260204911367702	6.100530741961105
BA3381	0.0839160839160839	7.051428679054405
BA3384	0.0502520735078874	5.239911858253687
BA3385	0.0596845015449666	4.315796105272946
BA3386	0.0616360383802244	6.514890193989474
BA3388	0.0398438770531793	3.953201252514012
BA3390	0.0260204911367702	5.8942267048754005
BA3394	0.0661896243291592	8.033118159006722
BA3395	0.0422832980972515	3.769186565427852
BA3397	0.075947308505448	4.759826568726875
BA3399	0.0395186209139697	6.278301139417368
BA3400	0.0580582208489185	19.501331024206024
BA3403	0.0650512278419255	8.49933292625693
BA3405	0.0551309155960318	5.624198103793235
BA3406	0.0336640104081964	5.206971668475203
BA3407	0.0696048137908603	4.594359143394704
BA3408	0.0510652138559115	8.682353907231443
BA3410	0.0391933647747601	5.336359935729547
BA3411	0.0159375508212717	4.18334896658688
BA3412	0.0541551471784029	4.603360873193132
BA3413	0.0362660595218734	3.276697919196609
BA3415	0.0870060172385753	7.341235630068831
BA3416	0.0518783542039356	2.9388501552809694
BA3417	0.0491136770206537	5.202706457426862
BA3418	0.0679785330948121	7.988219236730867
BA3421	0.0271588876240039	3.598886171372159
BA3422	0.0375670840787119	6.756364609592079
BA3423	0.019190112213368	5.94736229936981
BA3427	0.0694421857212554	7.427216422534402
BA3430	0.0300861928768905	1.9432698018229484
BA3431	0.0494389331598633	4.571186102498228
BA3433	0.0406570174012034	9.418955023961924
BA3434	0.0585461050577329	5.307277294285972
BA3435	0.0600097576841762	4.544835648514731
BA3436	0.0442348349325093	3.3148311019687493
BA3438	0.057570336640104	4.415185073931623
BA3445	0.0922101154659294	5.371888209944228
BA3446	0.0821271751504309	4.274369803895466
BA3447	0.0087819157586599	0.9133425859942574
BA3448	0.0455358594893478	4.072852280864554
BA3449	0.0517157261343307	7.284469621586869
BA3450	0.0696048137908603	12.601859619236812
BA3451	0.0456984875589526	7.728148285995978
BA3452	0.0913969751179053	7.37975442395452
BA3453	0.04358432265409	8.72789477373948
BA3454	0.1014799154334038	9.607669797555328
