	STAG2	KRAS
BA2122	0.0398438770531793	3.0534412888688838
BA2123	0.0494389331598633	4.506886381838011
BA2124	0.0396812489835745	3.484952671872221
BA2125	0.0546430313872174	5.652914133071268
BA2132	0.0445600910717189	5.0471863509910735
BA2133	0.0455358594893478	10.65905362132722
BA2134	0.0255326069279557	2.3488564434363868
BA2135	0.0380549682875264	2.354831741553748
BA2139	0.031387217433729	2.5445168327484797
BA2143	0.0361034314522686	1.959566124342219
BA2148	0.0273215156936087	3.447503945046714
BA2153	0.0632623190762725	3.28774314707458
BA2155	0.0278093999024231	2.437405193862981
BA2156	0.0526914945519596	2.2730237889538194
BA2162	0.0489510489510489	5.712025100440885
BA2163	0.0496015612294682	6.421326448173804
BA2168	0.0139860139860139	2.5309999180927623
BA2169	0.033176126199382	8.12047461860416
BA2171	0.057570336640104	4.2769316901618994
BA2172	0.0336640104081964	2.0611136117329
BA2174	0.0616360383802244	4.468216769572149
BA2175	0.0754594242966336	5.319868359290954
BA2184	0.0910717189786957	4.673610193914149
BA2195	0.0369165718002927	5.838200788758842
BA2198	0.0556187998048463	4.103025938075901
BA2200	0.0725321190437469	3.906002268152742
BA2201	0.0304114490161001	2.44182533811413
BA2209	0.0559440559440559	11.81900292593489
BA2211	0.0442348349325093	5.353146364806439
BA2212	0.019190112213368	2.6751209524724606
BA2217	0.0466742559765815	2.075613723782153
BA2218	0.0292730525288664	2.8138905589044483
BA2220	0.0416327858188323	7.379396044865156
BA2221	0.0297609367376809	3.4063344135082656
BA2224	0.0406570174012034	3.1364189861786773
BA2226	0.0993657505285412	4.532593424972631
BA2227	0.0354529191738494	2.636795016303624
BA2228	0.0852171084729224	7.840004887881429
BA2229	0.0650512278419255	10.085359778713071
BA2233	0.0252073507887461	3.2547013461580097
BA2234	0.0572450805008944	4.264432517362912
BA2235	0.0476500243942104	5.236945518023253
BA2236	0.0422832980972515	3.942916396323784
BA2239	0.033176126199382	2.4852062107862314
BA2240	0.0757846804358432	8.12127767437851
BA2242	0.0502520735078874	5.266699574897228
BA2244	0.0578955927793137	3.2606905820924705
BA2245	0.0580582208489185	9.019949708299915
BA2248	0.0187022280045535	2.094823306896083
BA2249	0.063750203285087	4.956301122904592
BA2251	0.0440722068629045	4.624605625284379
BA2256	0.0286225402504472	2.540386093792922
BA2260	0.0242315823711172	4.132932782016525
BA2261	0.0413075296796227	2.001472965534394
BA2269	0.0413075296796227	1.3774383646879156
BA2271	0.0774109611318913	5.602686467078136
BA2272	0.0509025857863067	3.0279527620390048
BA2273	0.0322003577817531	3.2204514382156466
BA2275	0.1136770206537648	5.176312047084844
BA2276	0.033176126199382	2.622741387146175
BA2277	0.0725321190437469	5.25510942266259
BA2280	0.0912343470483005	6.063815269855581
BA2281	0.0359408033826638	4.6460796005338985
BA2282	0.0426085542364612	3.8083678316586047
BA2286	0.0536672629695885	3.95272350270278
BA2288	0.0354529191738494	3.865914162620388
BA2292	0.0400065051227841	4.075651001645991
BA2294	0.0391933647747601	2.3719835412868338
BA2296	0.061961294519434	2.5047958696164496
BA2300	0.0894454382826475	6.957086353480154
BA2301	0.0448853472109286	4.0624889175161565
BA2302	0.0378923402179216	9.348772402774848
BA2304	0.0250447227191413	3.215224942617111
BA2306	0.0469995121157911	2.106117448255717
BA2308	0.031387217433729	3.889581278532265
BA2309	0.0398438770531793	3.305697356738754
BA2311	0.0343145226866157	4.263535060623511
BA2312	0.0419580419580419	4.450112420893486
BA2316	0.0307367051553098	2.785383344332529
BA2322	0.050577329647097	1.363252173099543
BA2325	0.023581070092698	2.2128413526127946
BA2329	0.0302488209464953	2.953980380691717
BA2334	0.0221174174662546	3.829844935813441
BA2339	0.0391933647747601	5.576285457288947
BA2344	0.033176126199382	2.508621366806296
BA2347	0.0538298910391933	4.499805687946137
BA2348	0.017401203447715	3.4684403082470383
BA2350	0.0234184420230931	2.293002458894163
BA2354	0.0603350138233859	3.285287253891401
BA2355	0.0790372418279395	18.031553815161907
BA2357	0.0222800455358594	2.8366508715088328
BA2360	0.0411449016100178	2.4203383504910594
BA2361	0.0365913156610831	3.290470110493144
BA2363	0.017401203447715	1.77988745401886
BA2369	0.0426085542364612	7.463597390567187
BA2374	0.063750203285087	4.18322554627598
BA2375	0.0609855261018051	4.401957434008005
BA2376	0.0434216945844852	3.576421768112105
BA2377	0.090746462839486	7.874521714966825
BA2379	0.0629370629370629	7.354978419162167
BA2385	0.0598471296145714	6.169246688786106
BA2386	0.0591966173361522	7.154072385086702
BA2387	0.0460237436981623	4.9579225522201975
BA2394	0.0660269962595544	8.841700566289523
BA2399	0.0307367051553098	2.901775492441722
BA2400	0.0611481541714099	5.409835524646413
BA2402	0.050577329647097	4.974805563924786
BA2405	0.0169133192389006	1.9038948004365173
BA2406	0.0312245893641242	2.7399095691849715
BA2409	0.0452106033501382	3.642790689054875
BA2410	0.0346397788258253	2.854218939661076
BA2412	0.0351276630346397	3.4683011635363665
BA2413	0.0304114490161001	3.061177034477548
BA2414	0.0652138559115303	3.333377691014046
BA2415	0.0365913156610831	3.6031705789367305
BA2417	0.0476500243942104	1.966473306958872
BA2418	0.0178890876565295	1.5872432645654289
BA2420	0.0424459261668564	2.293921043415803
BA2421	0.0609855261018051	3.76390120697868
BA2423	0.023581070092698	5.526169516908847
BA2425	0.0367539437306879	4.540658995903223
BA2426	0.0305740770857049	1.76675593567857
BA2427	0.0248820946495365	5.629532468513265
BA2429	0.0583834769881281	4.885164819604847
BA2440	0.040982273540413	4.656478683032831
BA2441	0.094324280370792	5.107316346904479
BA2442	0.0466742559765815	4.274273721852956
BA2446	0.0367539437306879	3.526678377199216
BA2449	0.0681411611644169	3.844080002176403
BA2450	0.045373231419743	6.542840496025102
BA2452	0.0390307367051553	2.2229446094894514
BA2454	0.0588713611969425	4.196996925207468
BA2455	0.0213042771182306	4.618681453090219
BA2456	0.038380224426736	4.84358664169528
BA2459	0.0372418279395023	0.9849701015813438
BA2461	0.070743210278094	3.531901921255366
BA2463	0.0388681086355504	4.45365718507862
BA2464	0.0520409822735404	2.629494460813186
BA2469	0.0630996910066677	4.330668779940796
BA2470	0.042771182306066	3.3487604257070145
BA2472	0.0458611156285574	2.506343529310017
BA2473	0.0565945682224751	4.364774675975619
BA2474	0.0320377297121483	4.068396363626591
BA2477	0.0683037892340217	5.2291687233797575
BA2479	0.0260204911367702	4.388198691895849
BA2480	0.040982273540413	3.679131305583376
BA2481	0.0196779964221824	0.950240342410004
BA2482	0.0456984875589526	4.5443846369895695
BA2483	0.0515530980647259	5.717204939316385
BA2485	0.0278093999024231	3.731240739012421
BA2488	0.0590339892665474	3.795524434418716
BA2489	0.0196779964221824	3.495084976820325
BA2492	0.0535046348999837	4.60482142178739
BA2494	0.0361034314522686	9.557187638322572
BA2496	0.0271588876240039	2.740035581224717
BA2497	0.0294356805984712	3.126280701370291
BA2499	0.0154496666124573	4.35302298414668
BA2500	0.090746462839486	3.764766577067442
BA2501	0.064563343633111	5.69695185588149
BA2502	0.0494389331598633	3.5899907234146635
BA2505	0.0211416490486257	3.524708682190093
BA2507	0.0308993332249146	2.445471606779409
BA2510	0.0177264595869247	3.106128214359792
BA2511	0.0175638315173198	2.8010233109505887
BA2512	0.070743210278094	3.90060283765412
BA2514	0.0276467718328183	5.883867358115286
BA2515	0.0297609367376809	3.965624412346157
BA2520	0.0138233859164091	2.777845608373538
BA2521	0.0606602699625955	5.965061455171949
BA2523	0.0346397788258253	2.9076088330976253
BA2524	0.0299235648072857	4.3967944400825125
BA2525	0.0369165718002927	9.181313291942152
BA2526	0.0315498455033338	4.982559594305994
BA2528	0.0237436981623028	2.9063274125973515
BA2532	0.0647259717027158	3.376488196760783
BA2534	0.0528541226215644	3.9542145627317393
BA2538	0.0219547893966498	3.061522924858036
BA2539	0.061961294519434	3.789754828010589
BA2540	0.0273215156936087	2.367178974644086
BA2541	0.0356155472434542	2.8473995219050803
BA2545	0.0630996910066677	4.148222781045921
BA2546	0.0403317612619938	3.393513765871296
BA2552	0.049764189299073	4.825482332332214
BA2559	0.0626118067978533	4.0935222417812485
BA2561	0.017401203447715	1.6993347187891574
BA2563	0.0413075296796227	4.028599804188247
BA2564	0.0312245893641242	2.2915571135581843
BA2567	0.0359408033826638	4.686061135891457
BA2570	0.0712310944869084	7.716031860771869
BA2575	0.0294356805984712	3.6049599889935537
BA2577	0.0458611156285574	1.7864264546524835
BA2579	0.0572450805008944	5.549669129729157
BA2583	0.0234184420230931	4.650822098462011
BA2584	0.033176126199382	2.498962890180857
BA2587	0.0671653927467881	3.1944730301033544
BA2588	0.0484631647422345	2.9482311460607518
BA2589	0.0538298910391933	14.373385488847298
BA2592	0.0483005366726296	6.041558832251639
BA2593	0.0188648560741584	0.2793411558252956
BA2594	0.0404943893315986	2.002620464581047
BA2595	0.0308993332249146	3.0622199092217754
BA2597	0.0323629858513579	5.268032257893723
BA2600	0.0292730525288664	3.043265721729626
BA2603	0.0548056594568222	3.400519555275657
BA2618	0.0248820946495365	4.847376827625396
BA2619	0.0577329647097088	4.669344395559936
BA2620	0.0512278419255163	5.410937505524276
BA2621	0.0320377297121483	3.331895635511968
BA2622	0.0499268173686778	5.700385710148895
BA2623	0.0678159050252073	4.687635763119201
BA2629	0.0406570174012034	4.220743627976956
BA2631	0.0429338103756708	3.324070000746336
BA2634	0.0193527402829728	3.807489429482482
BA2636	0.0352902911042445	3.128960487704368
BA2639	0.0554561717352415	4.213357199938989
BA2644	0.0502520735078874	2.393728396337298
BA2645	0.0281346560416327	10.408685462253883
BA2646	0.0738331436005854	3.9355585272575673
BA2649	0.0432590665148804	2.5988463660051835
BA2651	0.0372418279395023	2.970509296190779
BA2653	0.0322003577817531	5.098207134603287
BA2655	0.0917222312571149	9.623754754392728
BA2656	0.0161001788908765	1.8601716498988876
BA2657	0.0463489998373719	4.548592004798873
BA2658	0.0603350138233859	3.2523433873784997
BA2659	0.0583834769881281	3.5835484156353115
BA2660	0.0295983086680761	3.300668694192399
BA2662	0.0447227191413237	1.636341335905445
BA2663	0.0411449016100178	3.524975217313402
BA2667	0.0463489998373719	3.85679667747493
BA2670	0.0652138559115303	10.226227798665136
BA2674	0.0617986664498292	2.5333257133250093
BA2675	0.0473247682550008	3.6731049499312713
BA2676	0.040169133192389	3.0098471887347875
BA2677	0.0322003577817531	3.882687295225639
BA2681	0.0361034314522686	2.8767867894954944
BA2682	0.0180517157261343	4.221148529623751
BA2685	0.0640754594242966	4.43315438996534
BA2688	0.038380224426736	5.7155639489306855
BA2691	0.0426085542364612	7.358674866434381
BA2694	0.0247194665799316	7.191110081874109
BA2695	0.042771182306066	2.111844275522096
BA2697	0.0325256139209627	2.820457991863271
BA2701	0.0177264595869247	2.40282017119087
BA2704	0.0408196454708082	2.927115594886616
BA2705	0.0513904699951211	8.750051209172401
BA2707	0.0365913156610831	10.67258756535924
BA2709	0.0203285087006017	2.432193691661744
BA2712	0.021792161327045	3.037494483285136
BA2714	0.0509025857863067	8.66762994741118
BA2715	0.0295983086680761	4.204020647117541
BA2718	0.0491136770206537	3.211491167613993
BA2720	0.0416327858188323	6.890859909853237
BA2721	0.0634249471458773	8.15125574652858
BA2722	0.0559440559440559	8.229739643225187
BA2723	0.0650512278419255	7.151826067165194
BA2724	0.0213042771182306	2.784944539455072
BA2726	0.0265083753455846	4.361903416807809
BA2727	0.0469995121157911	6.321364769685872
BA2728	0.0661896243291592	7.9648433967757635
BA2731	0.0152870385428524	1.7722679146604223
BA2733	0.0247194665799316	4.024583240227743
BA2735	0.0326882419905675	2.731444327315706
BA2737	0.0258578630671653	4.229188217803424
BA2742	0.0562693120832655	5.036593528652168
BA2744	0.0131728736379899	0.8126549723840483
BA2746	0.0359408033826638	2.9041910177817147
BA2747	0.0226053016750691	1.8763378679995653
BA2748	0.0484631647422345	2.8162460026576808
BA2751	0.0460237436981623	4.76076973681974
BA2756	0.0325256139209627	1.111935570238528
BA2758	0.0411449016100178	6.062618917320017
BA2760	0.0551309155960318	8.539751728962072
BA2762	0.0292730525288664	3.5909642105886346
BA2764	0.0564319401528703	2.5915086660715163
BA2765	0.0668401366075784	7.700654472918215
BA2769	0.0305740770857049	3.676902735522297
BA2772	0.0286225402504472	2.120075486147443
BA2775	0.0439095787932997	5.812760930604475
BA2776	0.0639128313546918	4.4488934839978524
BA2778	0.0304114490161001	3.240793912197436
BA2782	0.0487884208814441	4.7248443208520605
BA2786	0.0307367051553098	2.8206943341122037
BA2787	0.0400065051227841	2.066862180946478
BA2789	0.0484631647422345	4.500457340382659
BA2791	0.0404943893315986	1.5544306048272218
BA2792	0.0320377297121483	2.2792448121159423
BA2798	0.0413075296796227	5.91550464000847
BA2801	0.035778175313059	3.8694395842404994
BA2802	0.0417954138884371	4.931508671554627
BA2804	0.0258578630671653	3.589438287733232
BA2806	0.0255326069279557	3.401415561281073
BA2808	0.0282972841112375	0.819064482576983
BA2809	0.064563343633111	5.328799203342974
BA2811	0.0388681086355504	3.4074422496398213
BA2812	0.0219547893966498	2.51465628861175
BA2813	0.0227679297446739	1.972065667664031
BA2814	0.0263457472759798	3.700862782404347
BA2816	0.0239063262319076	3.515171700617542
BA2817	0.0483005366726296	9.31293008506607
BA2820	0.0510652138559115	4.846588130075457
BA2821	0.078549357619125	5.077237519978352
BA2822	0.0450479752805334	3.126246711724653
BA2824	0.0486257928118393	3.815565072493221
BA2828	0.026996259554399	5.866666273141892
BA2829	0.0787119856887298	4.412533121502556
BA2830	0.0274841437632135	1.6191667403234706
BA2832	0.0419580419580419	2.749069369981953
BA2836	0.0172385753781102	4.618965161186066
BA2837	0.0370791998698975	5.744869449535215
BA2839	0.0536672629695885	4.354311439221131
BA2840	0.0541551471784029	4.099946945684317
BA2841	0.0406570174012034	3.792521694833046
BA2842	0.0458611156285574	4.233499753894433
BA2843	0.0227679297446739	2.862490859764802
BA2844	0.0268336314847942	2.977508842935708
BA2846	0.0348024068954301	3.580528100094352
BA2850	0.0299235648072857	2.921987811842809
BA2851	0.0866807610993657	3.902461648473896
BA2852	0.0369165718002927	4.085427724822098
BA2855	0.0587087331273377	6.025173019281862
BA2856	0.0500894454382826	6.161656320919922
BA2858	0.0351276630346397	3.630395410097828
BA2860	0.0302488209464953	2.546393016914249
BA2861	0.0344771507562205	2.5337914004570834
BA2865	0.0377297121483168	4.257434320541161
BA2866	0.0361034314522686	2.9389008838841657
BA2867	0.0590339892665474	5.641646527484107
BA2868	0.035778175313059	5.964604552568509
BA2870	0.010408196454708	3.836261463527445
BA2871	0.0450479752805334	3.5250437921854045
BA2872	0.0548056594568222	4.26359661627193
BA2876	0.0305740770857049	7.261962142224723
BA2879	0.0557814278744511	7.596005217099052
BA2880	0.0456984875589526	3.159207686119105
BA2882	0.0364286875914782	3.300934826843552
BA2883	0.0598471296145714	11.775412944537448
BA2885	0.0492763050902585	3.907464597219572
BA2887	0.047162140185396	3.146872952406261
BA2889	0.0	0.0498731079218884
BA2893	0.0300861928768905	2.336482779603907
BA2901	0.0284599121808424	1.9424594081937123
BA2902	0.0226053016750691	2.4312505625627203
BA2903	0.0364286875914782	3.6921945453996257
BA2904	0.0658643681899495	6.01053790362872
BA2905	0.0253699788583509	5.2309590444961005
BA2906	0.0526914945519596	5.80146459475505
BA2908	0.074158399739795	4.012735325325014
BA2909	0.033989266547406	4.958228873792411
BA2910	0.0489510489510489	3.8606897513758622
BA2911	0.0562693120832655	4.872319965407722
BA2914	0.064563343633111	5.074687321245269
BA2915	0.012197105220361	1.2078195904386648
BA2921	0.0221174174662546	5.121433273005455
BA2922	0.0352902911042445	3.0565970484631064
BA2923	0.0216295332574402	4.042348232204146
BA2926	0.0452106033501382	3.007893611642617
BA2928	0.0346397788258253	4.274176588505172
BA2930	0.0606602699625955	7.472293214663799
BA2932	0.0476500243942104	4.767341634309132
BA2934	0.0813140348024069	3.1170830838869232
BA2935	0.0278093999024231	1.4086911080693234
BA2937	0.0378923402179216	3.4582205224568563
BA2939	0.0203285087006017	2.785032968374947
BA2944	0.0757846804358432	2.851004674538254
BA2947	0.0265083753455846	3.095940444457899
BA2948	0.0613107822410148	5.163778294194287
BA2950	0.054968287526427	2.8913800203410185
BA2951	0.0349650349650349	2.3216460900296405
BA2952	0.0432590665148804	6.03488446143655
BA2953	0.0172385753781102	1.818548601040591
BA2955	0.0265083753455846	2.255907059828389
BA2956	0.0196779964221824	3.360693070237612
BA2962	0.0390307367051553	2.785922003031013
BA2970	0.0300861928768905	2.9196811894918704
BA2972	0.0512278419255163	1.7120661270914692
BA2976	0.0617986664498292	0.87167947244554
BA2978	0.0648885997723207	5.1081671668546775
BA2981	0.0526914945519596	1.274137864358842
BA2984	0.0361034314522686	2.267118229147408
BA2986	0.0404943893315986	5.357700398436639
BA2989	0.0647259717027158	4.289501979920624
BA2992	0.059359245405757	5.991612638326476
BA2993	0.0204911367702065	2.5529658234579435
BA2994	0.0274841437632135	3.492224342562355
BA2995	0.0365913156610831	4.790563516597835
BA2999	0.0585461050577329	3.601013405149621
BA3001	0.0531793787607741	3.5275293017384137
BA3002	0.0604976418929907	9.019752117043806
BA3004	0.0569198243616848	4.35634152728715
BA3006	0.0245568385103268	2.652376103731922
BA3008	0.005204098227354	0.199879745930379
BA3009	0.0489510489510489	2.681695563471374
BA3010	0.0125223613595706	1.1623502273439763
BA3011	0.0504147015774922	2.398829348580604
BA3013	0.033176126199382	2.810748531114694
BA3023	0.0460237436981623	4.318009680827968
BA3025	0.0375670840787119	3.619626705844733
BA3027	0.0271588876240039	5.834669199458067
BA3029	0.0222800455358594	5.010356662328836
BA3030	0.0717189786957228	4.38479156773952
BA3037	0.0443974630021141	5.63800106285749
BA3038	0.0655391120507399	7.296101706545303
BA3040	0.0361034314522686	2.2498752964790736
BA3042	0.0378923402179216	3.7988343481337097
BA3043	0.0354529191738494	3.6132582916833034
BA3049	0.0443974630021141	2.244571785696069
BA3051	0.0310619612945194	2.489943377637812
BA3053	0.0439095787932997	9.08429912362472
BA3064	0.0601723857537811	4.043156636482997
BA3067	0.0551309155960318	5.901384252800535
BA3068	0.0687916734428362	6.452654746357529
BA3070	0.0494389331598633	4.567287575858389
BA3071	0.0591966173361522	7.397138261132724
BA3072	0.0609855261018051	5.590209267134697
BA3075	0.0292730525288664	4.484482095456577
BA3076	0.0348024068954301	4.782315004947172
BA3077	0.0644007155635062	9.982110185032276
BA2040	0.0422832980972515	5.154296683439623
BA2160	0.0473247682550008	4.730697802590289
BA2303	0.0432590665148804	5.247483689449449
BA2353	0.0600097576841762	5.99395595912219
BA2516	0.0126849894291754	4.658620293832935
BA2590	0.0447227191413237	6.263800261145639
BA2647	0.0395186209139697	6.220445405608574
BA2891	0.038380224426736	4.287411787386368
BA2924	0.0403317612619938	7.834336738364445
BA2971	0.0458611156285574	9.256789497897058
BA3036	0.0369165718002927	5.3220575155127126
BA3059	0.0417954138884371	9.516234159787691
BA3073	0.0258578630671653	5.017396912472017
BA3078	0.0946495365100016	9.197906119533414
BA3079	0.0359408033826638	2.060022186627446
BA3083	0.0665148804683688	5.951659660498906
BA3084	0.0113839648723369	4.521240255815035
BA3085	0.0323629858513579	5.00007900069415
BA3087	0.1299398276142462	9.144753877174908
BA3089	0.0551309155960318	8.891346760242428
BA3094	0.040169133192389	5.705742843077889
BA3095	0.0396812489835745	5.296395227399311
BA3098	0.0564319401528703	7.188212791793329
BA3099	0.0863555049601561	6.626191371311687
BA3103	0.0596845015449666	4.504931325367331
BA3108	0.0478126524638152	5.323437790100341
BA3109	0.0538298910391933	20.28004238581594
BA3110	0.0565945682224751	7.8660960481279165
BA3114	0.0536672629695885	6.105203524533998
BA3116	0.031387217433729	4.747270306856226
BA3117	0.0827776874288502	4.300068495441089
BA3118	0.033989266547406	6.872628563773899
BA3119	0.0639128313546918	5.060841363188459
BA3123	0.045373231419743	3.898932958332124
BA3124	0.0343145226866157	4.211257624532631
BA3126	0.0164254350300861	3.981409031603605
BA3128	0.0365913156610831	6.460443952708552
BA3130	0.0317124735729386	7.511453674234083
BA3133	0.0801756383151732	8.499158140092135
BA3135	0.0370791998698975	8.522189846766814
BA3136	0.0580582208489185	6.441042423436487
BA3137	0.0469995121157911	3.4021475292946715
BA3138	0.0608228980322003	5.840394730148105
BA3139	0.1018051715726134	4.359850216478632
BA3141	0.049764189299073	5.15881194479065
BA3142	0.0535046348999837	3.228721815449189
BA3145	0.04797528053342	5.807409934417001
BA3146	0.0522036103431452	4.117694704120277
BA3149	0.0564319401528703	5.924088560379679
BA3152	0.0601723857537811	6.029652874868258
BA3153	0.0478126524638152	15.270104644434229
BA3154	0.1003415189461701	17.05706932733878
BA3156	0.0500894454382826	4.160158867385534
BA3157	0.0476500243942104	3.5715714761399338
BA3158	0.0304114490161001	2.9313230726556228
BA3162	0.061961294519434	4.290860343564755
BA3163	0.0351276630346397	4.805087802604695
BA3164	0.0657017401203447	14.50489880003908
BA3167	0.0469995121157911	4.0482769121637
BA3169	0.047162140185396	4.741973470092588
BA3171	0.0673280208163929	8.61686780946633
BA3173	0.0408196454708082	4.759635918289058
BA3174	0.0515530980647259	7.390541200910023
BA3175	0.0377297121483168	3.312143711293571
BA3176	0.0538298910391933	3.239196719653312
BA3177	0.0835908277768743	9.57332742669242
BA3178	0.026183119206375	3.097280675060638
BA3180	0.0778988453407058	7.177854576489217
BA3181	0.0169133192389006	3.618457608293061
BA3182	0.0704179541388843	8.177361755186574
BA3183	0.0617986664498292	5.602880323105434
BA3185	0.0499268173686778	13.780098300668916
BA3186	0.0835908277768743	7.705085424669186
BA3187	0.0382175963571312	4.573337273722364
BA3189	0.0660269962595544	10.150607509403846
BA3190	0.0528541226215644	6.994924120150022
BA3191	0.0465116279069767	5.293425639782923
BA3192	0.0437469507236949	6.040556651086022
BA3194	0.0245568385103268	7.046636242563006
BA3195	0.0439095787932997	4.73927685129155
BA3197	0.0391933647747601	4.623224688099745
BA3199	0.063750203285087	4.474964745353582
BA3200	0.0738331436005854	4.638225387075532
BA3202	0.0585461050577329	8.109545436047824
BA3203	0.0289477963896568	4.630713738190288
BA3206	0.0424459261668564	4.345930184396738
BA3207	0.0297609367376809	8.487468336179221
BA3208	0.0461863717677671	3.357682561334285
BA3210	0.0496015612294682	8.918265321579543
BA3211	0.0483005366726296	3.482211773791408
BA3212	0.0585461050577329	8.439200740205377
BA3213	0.0569198243616848	4.701258300814342
BA3214	0.0390307367051553	4.753128775728115
BA3216	0.0307367051553098	4.570875061083815
BA3217	0.0162628069604813	3.5272767413174075
BA3219	0.0530167506911693	6.7697119099296525
BA3221	0.0432590665148804	4.68195419415222
BA3222	0.061961294519434	7.356868087314
BA3225	0.0518783542039356	5.57349571253324
BA3226	0.0484631647422345	4.368823703780882
BA3227	0.0683037892340217	4.6938712842012125
BA3228	0.1040819645470808	8.16885112768402
BA3229	0.078549357619125	7.14863337016497
BA3230	0.05675719629208	2.601041897898744
BA3232	0.0544804033176126	5.273816316043103
BA3234	0.0650512278419255	6.84080111372545
BA3235	0.040169133192389	5.744575020480072
BA3237	0.0476500243942104	3.867351128900715
BA3240	0.0557814278744511	6.688671407295836
BA3242	0.0609855261018051	2.1328306165285422
BA3243	0.0735078874613758	4.237595034091462
BA3245	0.0455358594893478	7.741862667336584
BA3249	0.0647259717027158	3.873134402727617
BA3250	0.0824524312896406	8.624428707918842
BA3251	0.0242315823711172	3.379874967891091
BA3255	0.0442348349325093	5.867164642055073
BA3258	0.0621239225890388	4.956553435856382
BA3260	0.088144413725809	9.314008794527496
BA3261	0.0489510489510489	4.267873701885583
BA3264	0.0796877541063587	7.534090095177429
BA3266	0.0788746137583346	9.594244881613864
BA3268	0.0273215156936087	5.97757853191581
BA3269	0.0570824524312896	11.987051389637656
BA3270	0.0910717189786957	6.758984854086662
BA3271	0.0617986664498292	6.534386432089192
BA3273	0.0554561717352415	10.541882279903747
BA3275	0.0556187998048463	7.75808248633983
BA3277	0.0372418279395023	16.25122057055359
BA3280	0.0187022280045535	4.552683533896225
BA3283	0.0348024068954301	4.584475585133008
BA3285	0.1070092697999674	3.8633582951325938
BA3286	0.0570824524312896	5.092828133963098
BA3289	0.0417954138884371	2.885983483306348
BA3290	0.0767604488534721	5.88628664754098
BA3293	0.0679785330948121	9.136056625290012
BA3295	0.075947308505448	7.878679835971935
BA3296	0.0839160839160839	6.043318631790028
BA3297	0.0860302488209465	8.124776290809791
BA3299	0.0364286875914782	6.692850755716531
BA3300	0.0591966173361522	4.238831267343383
BA3302	0.0961131891364449	5.651492299353946
BA3305	0.0481379086030248	4.211740493237931
BA3306	0.0359408033826638	7.910169922402488
BA3308	0.0616360383802244	3.2308133713821383
BA3310	0.0390307367051553	3.255793814582394
BA3311	0.0902585786306716	10.743162486383795
BA3312	0.0735078874613758	5.508115150126132
BA3315	0.0504147015774922	5.745285853628462
BA3317	0.0583834769881281	4.260046421519901
BA3318	0.0338266384778012	10.105332372359085
BA3319	0.0697674418604651	8.428098329023237
BA3322	0.0458611156285574	5.683721734157559
BA3324	0.0941616523011871	11.844666182431672
BA3325	0.0338266384778012	4.368456182733874
BA3326	0.0247194665799316	4.93600614432353
BA3328	0.0704179541388843	7.098309397261654
BA3329	0.0533420068303789	6.746508359690237
BA3332	0.0596845015449666	4.649296257404249
BA3333	0.0496015612294682	7.547132476041092
