#Boxplots d'expressions du gène SMC1A en fonction de la feature centerID
#Résultat du test statistique ANOVA : F = 25.955, p-value = 0.00000
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       1        6.965673
BA2496       1        6.811458
BA3037       1        5.335032
BA2865       1        6.648075
BA2751       1        6.400255
BA2286       1        6.461847
BA2488       1        6.932195
BA3379       1        6.563269
BA2887       1        6.582538
BA2712       2        7.224594
BA2068       2        5.814425
BA2104       1        6.255346
BA3124       1        6.568904
BA2449       1        6.366490
BA2235       1        6.736925
BA3038       1        6.946889
BA3006       3        6.805454
BA2667       1        6.595194
BA2239       1        6.802992
BA2782       3        6.541508
BA2649       1        7.362524
BA2861       1        7.081484
BA2134       1        6.478662
BA2909       1        6.315858
BA2653       1        6.603683
BA2947       1        5.843531
BA2162       1        6.135972
BA2564       1        7.520821
BA2597       4        5.719504
BA3243       2        6.319473
BA2446       1        8.051153
BA2525       4        5.894403
BA2876       4        5.197686
BA2357       2        6.376443
BA2546       1        6.785508
BA2742       1        7.021254
BA2316       1        6.926931
BA2087       2        6.112517
BA2148       2        5.273594
BA3178       3        6.811458
BA2072       1        7.587599
BA2733       2        6.291818
BA2995       2        5.196991
BA2069       1        7.563211
BA2681       3        7.173585
BA2832       2        6.630588
BA2600       4        5.828970
BA3230       1        7.572514
BA2731       2        5.871393
BA2294       4        6.576701
BA2816       4        6.137679
BA2814       3        7.117386
BA2631       1        6.444694
BA2023       1        6.671731
BA2375       1        6.776057
BA2485       1        6.661190
BA2455       4        6.227619
BA2636       4        5.895604
BA2325       1        6.816896
BA2156       1        6.680708
BA2511       4        5.967846
BA2505       4        5.466284
BA2871       3        6.788651
BA2227       1        6.288654
BA2812       3        6.772460
BA2125       1        8.009529
BA2603       1        5.337219
BA2808       4        5.675831
BA2482       1        6.600510
BA2594       1        6.976628
BA2747       4        5.846310
BA2561       3        6.237084
BA2567       3        5.098923
BA2906       1        7.266694
BA2956       2        5.924325
BA2474       1        6.746126
BA2737       2        6.132490
BA2110       1        6.810862
BA2992       4        7.329669
BA2220       1        7.473165
BA2063       2        5.285034
BA2772       2        5.988763
BA2935       4        6.153533
BA2260       3        6.440324
BA2948       3        5.694879
BA3296       1        6.485600
BA2524       4        6.330028
BA2811       1        6.884921
BA2540       4        6.728768
BA2928       1        8.172322
BA2302       4        5.460372
BA2651       4        5.711381
BA2619       1        7.157984
BA3013       4        7.386670
BA2405       3        5.910072
BA2856       3        4.673540
BA2377       2        6.592031
