	SF3B1	NF1
BA2218	0.084710669215247	85.42607037036069
BA2220	1.6409310910083468	105.89447496974996
BA2221	2.243354454921604	87.92724303286738
BA2224	2.0797450735301943	99.58333873414824
BA2226	3.1108793742900542	286.37231184395824
BA2227	4.466729377559415	327.7142740138492
BA2228	1.4107074971754248	148.83302195542166
BA2229	2.299403410170904	230.9272500432621
BA2233	3.843300609317525	198.79246681895413
BA2234	4.0845688398028654	133.53026760274443
BA2235	3.773219992974677	137.30408373585547
BA2236	3.873751378073389	236.6977944710083
BA2239	1.4644137048543158	93.44595003721206
BA2240	5.302351818144493	349.65596137257995
BA2242	5.217936721911253	288.5091193991156
BA2244	2.109603304943121	189.13614877568463
BA2245	3.715063303939503	206.20598869395417
BA2248	0.5876281095038024	103.99306477060202
BA2249	3.458310637890213	131.64751962240132
BA2251	12.00484402870346	168.5185793587882
BA2256	2.33433740710835	177.37594734399633
BA2260	1.5779240094218403	91.46311349201132
BA2261	0.0481531079451538	95.638364990932
BA2269	0.0224406991260923	127.34637686870389
BA2271	3.761306094239691	178.74582923309202
BA2272	2.964975913177955	155.30969220772613
BA2273	3.045841981931842	82.10327672445598
BA2275	2.7853284034421044	179.28463600626125
BA2276	3.42152463196887	77.65718078840119
BA2277	6.531068769093444	203.6065735095337
BA2280	4.484736603606028	384.3268511749896
BA2281	5.114091505593648	148.70915295462936
BA2282	2.121523772811391	67.04868900711168
BA2286	2.854157120894861	201.80223865128715
BA2288	1.2115094864671292	132.16680416497255
BA2292	3.7299817448043786	106.58922238443596
BA2294	3.163226501282653	154.65930575825166
BA2296	4.481140748242528	124.91800887503584
BA2300	2.823341050544311	127.68776719943128
BA2301	1.4422802647725668	102.8235989089254
BA2302	2.4450587800572063	143.47247258145103
BA2304	0.5735414547284834	58.26545447919322
BA2306	1.4378042824058233	191.29686259218525
BA2308	2.7371780782548	211.6825983608057
BA2309	5.374018728112393	67.00275595385449
BA2311	3.3142836831548874	104.19731581066932
BA2312	1.9396833890645215	156.40969992181428
BA2316	0.4984972271262627	78.52938685382075
BA2322	0.7196782721354701	67.9089880251087
BA2325	0.6144736710050318	84.63892612993457
BA2329	1.1931826614417729	58.569892419639714
BA2334	1.993478439709194	105.09829684011098
BA2339	0.4699942900241933	75.60546526741308
BA2344	2.2900026002819254	141.96156499550946
BA2347	0.8088991835723007	66.77803076811274
BA2348	0.883377560935554	55.136801578737725
BA2350	0.9795546142839112	91.19479049601118
BA2354	3.580583535197325	113.2548155663928
BA2355	3.44088195176249	120.526364356186
BA2357	0.7466248340609561	114.73993656372434
BA2360	2.6603320453574324	169.86331229535077
BA2361	2.122537525413574	101.58710933354486
BA2363	1.6522726311963882	35.095611280938215
BA2369	1.1059227199253063	189.42521296233164
BA2374	2.4096833890645217	90.40492261621532
BA2375	2.100786539663423	178.2945435585226
BA2376	2.343366612380079	49.77597347964191
BA2377	0.0567111603796107	209.4103095988851
BA2379	0.7103568696863393	124.56604347639134
BA2385	0.9035211314723832	47.80464009196283
BA2386	2.367782567770798	231.55889311260623
BA2387	4.035369110779613	153.3348976809124
BA2394	7.593742353118285	95.31685868127607
BA2399	3.685799556279377	148.13163782499456
BA2400	10.516791943992056	205.685906014256
BA2402	6.407256444061246	180.8329650691468
BA2405	0.2110564671748621	79.99933475446306
BA2406	1.4467520730025347	34.71633495236259
BA2409	1.3682634830700355	129.54548333633426
BA2410	4.5260095176401	225.8440833603437
BA2412	1.3753158354127988	36.32016613028614
BA2413	3.558757620270642	222.15236454691257
BA2414	2.306433272355962	198.15717400889827
BA2415	3.756315385305518	34.29848221862546
BA2417	1.1675117582923902	114.89562170147244
BA2418	1.5321366334104294	135.68566336616163
BA2420	3.2029681153734444	92.4940177792892
BA2421	1.154419886226261	91.31185986416747
BA2423	3.8067645573970417	84.67758172475536
BA2425	3.107183849055916	162.79491087118302
BA2426	0.1050925076905999	55.81249060280109
BA2427	0.1443236529855342	49.06504183977397
BA2429	4.061533740558772	151.06596918946528
BA2440	4.515118540922507	135.89464622431606
BA2441	7.48233802600586	303.9044042244336
BA2442	3.410966293655464	213.18153533200555
BA2446	1.5344025510134254	68.07249241660844
BA2449	2.356064100751041	171.94192740645337
BA2450	3.519331370196511	203.05409982012395
BA2452	2.951904546843851	193.1247259182125
BA2454	3.5800363507248094	131.56553160502267
BA2455	0.5393154871879091	82.35449417281512
BA2456	0.1207102191079664	61.180971099669165
BA2459	0.0323815313075464	87.45011280306524
BA2461	0.95278330527766	85.85159772017813
BA2463	1.416645689538503	41.31280183229365
BA2464	2.274301284478446	107.24054284277707
BA2469	0.041105135024581	251.0946035683642
BA2470	1.5174264355913207	124.4127267962813
BA2472	0.1222859747483732	96.75468631074348
BA2473	1.926382718921689	135.90179155823498
BA2474	4.932402265134477	90.10814805826662
BA2477	6.768566446326989	251.96199370434655
BA2479	2.963803300077096	58.5148987250125
BA2480	2.962812060442108	185.00097066910075
BA2481	0.1065127406211176	45.24202580176599
BA2482	4.55675387495229	179.89138144862451
BA2483	4.094619043491615	170.9383763555678
BA2485	6.688179817858615	174.4791578442435
BA2488	3.1325379968097127	125.0322329857764
BA2489	0.4959159455066064	60.39576113585825
BA2492	0.6517676062656149	63.18416194926038
BA2494	5.546111050285802	95.09040528581576
BA2496	0.936298316203406	45.25937170899411
BA2497	0.5076979597670999	42.28054193054178
BA2499	1.6321394161682796	101.23626725514532
BA2500	2.640884225108383	199.5066088787393
BA2501	3.3400008819669686	120.03527020920772
BA2502	2.2903437922450776	129.68288700469952
BA2505	3.3599098264806018	175.77268062103064
BA2507	1.126609034687153	148.35611675642977
BA2510	1.117650744121614	37.039426921791566
BA2511	0.5547863739144583	43.14309877006726
BA2512	2.4011947991320226	84.18061058654125
BA2514	3.45310423481002	136.22047089526455
BA2515	2.492897976189933	63.079763869883294
BA2520	1.384062484318475	91.07509546057814
BA2521	3.6303167173797672	188.9495712148245
BA2523	3.255909992229567	231.1519510714657
BA2524	1.182336976769294	89.18268298048588
BA2525	0.927868361868006	33.4185441002891
BA2526	1.5745202936037626	193.6457426221941
BA2528	2.664848081189622	156.4198357593167
BA2532	1.586789054789917	136.4370444751564
BA2534	4.342877348807292	252.0719388356896
BA2538	5.459500768679832	163.56922986240653
BA2539	3.452706536135555	89.42632790129001
BA2540	1.6834681450257822	102.9294284547094
BA2541	2.4779100728231005	65.6930492624528
BA2545	2.715710302742765	93.36255824417232
BA2546	1.1761256635660966	68.15655886655676
BA2552	4.987072698408354	371.11845971912896
BA2559	0.7191279551595828	139.1365522105781
BA2561	1.0089444147921067	39.73792927932083
BA2563	2.168817586421358	174.09947387656885
BA2564	1.1562404789384766	85.07499451835139
BA2567	2.944546980707733	30.7649353050662
BA2570	0.8088462579510084	289.1494765836638
BA2575	0.5436999654816376	49.55685552128676
BA2577	4.324663598029868	118.70210933626588
BA2579	3.419698922327602	141.5662109630884
BA2583	4.572907145605144	175.38868962690978
BA2584	3.803381818707128	57.36722309793788
BA2587	3.168909295779788	156.35443522543525
BA2588	2.217265202905625	190.10730529365503
BA2589	1.3964120671328928	160.10103382389008
BA2592	5.069278178464495	206.67516523469448
BA2593	0.0398129393678121	0.131948509740975
BA2594	1.55384779379004	115.70215184308827
BA2595	1.1049828092472718	39.45864383623836
BA2597	1.0624154034010471	97.936434541528
BA2600	1.0177168916442754	183.1853616101156
BA2603	3.448005834667688	132.7224555535752
BA2618	6.639709954517876	125.13469547601136
BA2619	1.608222981017942	65.80756208405029
BA2620	7.257136306474398	136.00222939519455
BA2621	2.302562167266556	163.23017498489295
BA2622	5.740018604941144	121.40379419765218
BA2623	3.1361912788673103	201.24225278348143
BA2629	8.522674344341194	40.404138271266014
BA2631	3.2329857166970037	109.59519540707544
BA2634	1.1973282787502224	178.5576422875698
BA2636	0.6665113492421927	119.06478603350848
BA2639	1.362958086800756	180.8138917906739
BA2644	1.159654428614658	91.2566416483229
BA2645	1.6553232028782536	76.16513839589086
BA2646	2.292427173098183	159.00708462304976
BA2649	2.054793558903989	103.47973972281912
BA2651	0.9328784512660028	69.82136680760968
BA2653	0.8253166337449686	97.22040551437576
BA2655	7.299985941750644	274.1036597231043
BA2656	1.3059148202384048	91.65100885209748
BA2657	3.998831667480205	109.05733959704034
BA2658	1.8268710853211807	130.20636621989172
BA2659	2.2619259953681525	84.44632986861905
BA2660	5.050824973655039	89.78421103698174
BA2662	1.2953582838747546	62.0646160314211
BA2663	0.7875701277787662	135.66967309315947
BA2667	3.8148880510202687	131.0534229598689
BA2670	0.0964147890654343	162.34339961552118
BA2674	3.0719907515118887	147.0979160005437
BA2675	5.470604185389457	171.949167646683
BA2676	2.955025113249121	91.48180314484172
BA2677	2.3230404214585607	161.03891322846772
BA2681	3.0673529206032044	70.04019857231029
BA2682	3.793461043671051	109.11172435395687
BA2685	1.388581302908514	163.1492191604278
BA2688	0.6458573099095072	25.648700935483525
BA2691	7.970834409180971	110.47005559851227
BA2694	6.238474858619174	78.54970935159275
BA2695	0.5278184851152868	60.81625844565557
BA2697	1.3509235182574766	87.08814851074648
BA2701	1.360539490071029	152.1665461230095
BA2704	5.085740183175416	201.20381554401783
BA2705	3.501425882081017	341.2926798773445
BA2707	2.5197496582377994	86.74408613423792
BA2709	1.3205904920919496	89.34929908737492
BA2712	1.4752564014835297	121.8668429618196
BA2714	7.656167967567946	192.9030108214692
BA2715	0.4659300873907615	155.77432060481345
BA2718	5.882814926834757	139.00641014037672
BA2720	1.0380797982424526	43.36677119694078
BA2721	5.548940628416671	265.52723888228604
BA2722	3.9711216110799374	167.37349745602896
BA2723	1.877678906239308	160.4939192604911
BA2724	0.9589716341175236	109.31239860907291
BA2726	1.6021027613169287	67.6526031910199
BA2727	3.2411675798066057	94.5353950808028
BA2728	3.304925770314513	183.55938591740525
BA2731	1.0221442669866077	107.27800255164831
BA2733	1.1356592170870456	56.24385956314274
BA2735	1.176214772642601	147.8262491538163
BA2737	1.817379873817898	78.27415765988898
BA2742	1.265688443647633	129.95283163495762
BA2744	0.6826428444347123	33.77381747949175
BA2746	2.246847036514953	83.86915751314284
BA2747	2.6896423547909816	62.27748732776638
BA2748	8.612325169056342	199.25488871332868
BA2751	2.820195249239303	119.3254783695873
BA2756	0.9703809793178744	85.26857123717195
BA2758	1.8323795468818664	57.32248577768649
BA2760	0.5152849513625629	145.6582421432596
BA2762	2.552687809543795	191.9918527694903
BA2764	1.509975563432433	112.03677400504952
BA2765	2.39289134623134	151.23552413719125
BA2769	1.654345839016698	139.97004102912095
BA2772	1.1316888526978304	119.91695093878694
BA2775	5.604863226691362	142.37797575702365
BA2776	2.6182270335041005	210.7570629268887
BA2778	1.421190336075034	104.64943656261444
BA2782	1.5311907466458643	95.5382653865288
BA2786	0.7852042741944069	100.28994245785098
BA2787	1.800247437353734	41.04953227327876
BA2789	14.008737175363926	180.57875038543253
BA2791	1.7045683684067263	88.89145755618246
BA2792	3.018878411729552	43.79211018690363
BA2798	4.100505762437636	216.74514018367236
BA2801	1.3764703757939605	95.49222064689803
BA2802	2.5253315131359857	181.44247096762143
BA2804	0.7555484542008238	159.40234247738303
BA2806	7.745564664145458	220.58941345398543
BA2808	2.78559806484282	48.49155366434125
BA2809	2.7334907416277763	192.4826987219994
BA2811	2.552131987877516	103.90778382500056
BA2812	2.0941482784156835	63.29461370691892
BA2813	2.8097613443001364	135.21858205685575
BA2814	2.054095618905114	42.45775692519901
BA2816	2.1198042413487403	108.00098695013564
BA2817	1.3376205975782405	166.47145168901284
BA2820	4.070998956845965	138.81448881402198
BA2821	5.066381821748393	351.9780878770896
BA2822	2.884351488167197	26.705595800531245
BA2824	1.0998169310286623	205.53801514045847
BA2828	3.6181223683550248	102.89567819352284
BA2829	4.534557564311359	242.33983194955127
BA2830	0.6709554667506056	98.5229049066421
BA2832	3.952292095295011	133.52973932243407
BA2836	2.445039848180031	152.18203301703952
BA2837	1.995631670825597	284.90182762062886
BA2839	0.9436462415281752	94.94255129550952
BA2840	1.1492535974368214	30.61186595745973
BA2841	1.9139072277193088	55.33534050785352
BA2842	0.6612899451203657	90.91663503687948
BA2843	1.6562102715697948	89.31518458610059
BA2844	3.821757250756895	166.41325673111845
BA2846	3.3001621146526645	184.4292886686244
BA2850	1.828463643952976	120.0296485527902
BA2851	1.6131893978446552	192.33548881236496
BA2852	0.921993389809632	63.33031704535766
BA2855	0.0503785843213644	71.99266493479804
BA2856	0.5300314770969905	182.44398582682192
BA2858	0.7114815296348503	83.47971274712972
BA2860	1.2262364264523182	62.6038407485975
BA2861	2.402131189545346	110.33834810966074
BA2865	2.129704837588824	31.00540326828447
BA2866	3.013038703143604	197.19219437101748
BA2867	0.7455546963980773	157.50388934653276
BA2868	7.515001741124448	122.76092055850206
BA2870	10.322297744445509	110.29051242164029
BA2871	3.4221688480142816	97.75384815513968
BA2872	1.6477955843867516	185.24782943911865
BA2876	0.0957137393726782	39.54924914309381
BA2879	0.9531210378014084	99.75597906454227
BA2880	2.6670752758807885	101.5909856776464
BA2882	2.331904014622404	112.198336489372
BA2883	1.041376210613712	203.20276533728472
BA2885	0.8719233342609193	187.98064074137977
BA2887	2.4644347656172783	392.3699241261624
BA2889	0.0001248439450686	0.1338236807905606
BA2893	3.066329078603025	186.1761368733409
BA2901	0.0317730501306983	41.17385408187821
BA2902	3.0100672119655543	145.85444383485867
BA2903	0.04812813915614	133.66038215570987
BA2904	4.618916602419935	241.73197871780164
BA2905	0.9351763781874364	109.43006937813156
BA2906	4.94215177891217	152.91529910720683
BA2908	4.5110256667594255	173.5960498164805
BA2909	2.4489723716243854	77.32406557089642
BA2910	1.594387139400962	271.8085988903684
BA2911	9.404135429069326	269.4633451313588
BA2914	3.2489443539667984	166.5248167599512
BA2915	0.1575190649325371	6.823141893971271
BA2921	1.641957001069005	101.46207330874968
BA2922	2.7456192472563985	171.04246058528
BA2923	0.7224224439304705	48.75808345329777
BA2926	6.687000187037824	161.0086066472505
BA2928	1.9118917963386208	62.06281378530893
BA2930	5.58017983762684	117.55326188747804
BA2932	7.813152127137059	231.47952642480772
BA2934	1.066804732513104	73.61106151530505
BA2935	1.673007552982645	121.30769117899668
BA2937	1.0652045403051302	92.81814116327772
BA2939	2.5373235723920007	176.43003976228755
BA2944	3.672323777677416	156.2191679164993
BA2947	2.2556267591819603	28.704400954899704
BA2948	1.6022588162482645	86.39156252488048
BA2950	3.3056537960314523	284.7990532041516
BA2951	3.714504555055268	123.15440535801449
BA2952	7.945331247025262	106.08321567639236
BA2953	1.0622547637621065	72.6736446430472
BA2955	1.5735880773272142	39.289600749030285
BA2956	0.6742777678936652	35.637509346040545
BA2962	4.514064286268231	197.011970114943
BA2970	2.1501201984121554	109.85782570547326
BA2972	1.6972456171563868	127.08058682876558
BA2976	1.1234965124288914	114.81212472094064
BA2978	0.6784917224358712	81.53187295323688
BA2981	0.464518225543284	51.709594321698575
BA2984	1.3895178377819446	218.1342249651564
BA2986	7.139863348341978	138.6981976983092
BA2989	0.7722661228884115	89.55920784850588
BA2992	1.9699573082368111	174.1559179385256
BA2993	3.8777916763607	116.75603556885608
BA2994	1.7558718623644929	205.2736444741335
BA2995	1.3120625253755585	78.43786635139111
BA2999	1.5218285152086082	139.17052067665466
BA3001	3.283498109093232	225.6917911104391
BA3002	4.609381041663816	248.3132071115166
BA3004	2.9380858579637814	146.41442949193342
BA3006	1.748787766814016	131.7007986752833
BA3008	0.0077259165993786	0.1640866873065015
BA3009	5.390947118477055	180.9021355226272
BA3010	1.3260803715209823	99.1017100390366
BA3011	0.7382217721149416	125.40261175284284
BA3013	2.0879046289580168	142.63889820812068
BA3023	0.9683986825238244	54.85346455292598
BA3025	5.080337428397208	111.54561761093512
BA3027	3.00421939840729	70.52398475728634
BA3029	1.7401704021009063	86.19693989402455
BA3030	3.945677107330818	328.0056889573503
BA3037	0.4762799165476772	175.74270593972224
BA3038	5.051456112259189	210.31260336505892
BA3040	2.834850863947472	45.92094926849498
BA3042	4.309006570653918	161.0984766462048
BA3043	2.248677657799857	49.45710026791884
BA3049	1.7313959408230577	5.969525693002183
BA3051	0.6646889545802217	63.69881256596946
BA3053	7.861453717262678	152.00397168269578
BA3064	3.322682981534957	201.18480931502572
BA3067	3.741009251529377	211.5006340656422
BA3068	4.13495857796512	161.26744110478273
BA3070	3.443687359436515	123.30358870257324
BA3071	6.077216535055907	302.56906291281126
BA3072	8.213110499816764	312.38037262704427
BA3075	1.3901999555975253	143.48506077086566
BA3076	0.0173066249405052	26.082152629232723
BA3077	2.748373652909503	159.83900132526296
BA2040	2.375963693373539	88.19640703584804
BA2160	7.2642666976875745	246.74003776373183
BA2303	2.840539695356444	140.43353398736284
BA2353	6.337646980555671	188.11794952171155
BA2516	6.1525607150623225	152.53780232404594
BA2590	7.098047545622784	227.36806320229115
BA2647	3.8849425733059006	237.84824537527427
BA2891	1.4775576433842594	137.26092975764416
BA2924	4.889603897989876	223.39027855209372
BA2971	3.468802501744926	96.0791157225974
BA3036	6.45483500374836	255.0629685648225
BA3059	1.0846267987184108	138.96931091404295
BA3073	2.979660609986603	206.23744466270267
BA3078	5.116092346503533	272.10248263389946
BA3079	2.368091955700928	95.45282804110204
BA3083	5.811712840678749	187.27367058107345
BA3084	2.779812080210334	122.53649006969673
BA3085	4.24132050223457	100.0252807550888
BA3087	9.970414668935453	460.9679911353937
BA3089	5.824776961198015	269.6975290383345
BA3094	4.087964389823318	92.06918900047364
BA3095	6.108688157768685	224.0292272594461
BA3098	3.053186060055868	195.9334197562845
BA3099	8.625616342847932	379.4322202086229
BA3103	1.4367437019194949	165.5219665724583
BA3108	10.156121900000151	245.96800360851293
BA3109	1.3927302351962607	132.94133523996058
BA3110	2.5078610552278597	204.93388712530657
BA3114	2.7530216948668005	157.21383862630557
BA3116	1.0875424370572109	73.59934409793948
BA3117	7.193373265148163	320.83057620793136
BA3118	5.277096192183644	157.51342411451563
BA3119	12.883161912408516	349.0966061070526
BA3123	4.803611327801272	137.12699462957363
BA3124	4.21054428006405	65.26530944326079
BA3126	2.8246321209328777	169.9058236447186
BA3128	3.608092487922375	211.6879117781022
BA3130	2.5404865644497363	95.15656155278732
BA3133	8.316171632292765	215.74995269209867
BA3135	5.669922987556664	268.0646847813542
BA3136	7.408721497640738	145.78115232106128
BA3137	1.6213128686583913	157.01974129618148
BA3138	2.926481202698819	230.3337342749573
BA3139	6.8770572259705816	146.6748115601303
BA3141	4.599395654944109	161.6339322558331
BA3142	14.0982824377567	87.31993589404239
BA3145	4.677822210665414	239.76856898668805
BA3146	3.2749571865861946	177.31275979464104
BA3149	2.387201305919367	238.43616497424537
BA3152	4.349984345086304	61.44803798997775
BA3153	3.0527241982844227	174.01100812406176
BA3154	4.28942234204808	97.4310714509888
BA3156	3.2278813784839597	185.1834396431005
BA3157	5.383763330246449	212.8809027023121
BA3158	2.427680769014372	197.65957432697925
BA3162	0.9929945971919996	216.5056270416564
BA3163	1.6091564442133084	203.77054518568227
BA3164	5.868617775283941	373.8136618371857
BA3167	1.3512052762913591	56.156964704662514
BA3169	0.8099630790379262	176.04742129671854
BA3171	5.544770658175454	189.60298414759188
BA3173	1.7308377241602686	212.4418000765387
BA3174	2.78049200831482	199.79928936886176
BA3175	3.916354169042656	134.1322865400523
BA3176	1.398144493560881	181.09546918820772
BA3177	2.6684240618836683	267.32574083128566
BA3178	2.2011568745523635	32.73882697518744
BA3180	2.8429799230863977	419.6604107682547
BA3181	3.4169526216468147	86.9043315247993
BA3182	6.465568450520892	195.0920648213859
BA3183	8.637727802183933	326.7004993841674
BA3185	3.3780862457251213	135.5257936694538
BA3186	7.658752176405559	228.04792465394772
BA3187	2.660248828732659	31.623910732206127
BA3189	7.486407566060087	245.12282784132051
BA3190	1.344322793828056	154.0637929559441
BA3191	4.6694024901881175	101.14235690292196
BA3192	3.5077787205700552	297.7905737654821
BA3194	8.662644524733851	310.918524770011
BA3195	7.4496398989691635	307.3614638898987
BA3197	10.054760629602765	244.1897443579869
BA3199	6.719935411125861	247.9957365242724
BA3200	7.819164366709701	299.6221836051252
BA3202	2.685428461074084	129.54062246773063
BA3203	1.0415124745103943	88.63157011379647
BA3206	3.960770595829513	160.66636813154207
BA3207	9.902281146739536	214.78979346649717
BA3208	6.055922803560105	209.98466747814996
BA3210	1.414333149336776	183.7222378307674
BA3211	5.250568268044968	168.4096662558839
BA3212	5.928094555982853	291.1621455436483
BA3213	4.602520007724814	291.1371797529326
BA3214	6.220395204836827	104.5490566409768
BA3216	5.618746466429752	266.1372244527796
BA3217	8.902646775270254	297.1433427105736
BA3219	3.3432382481703	119.90002373940298
BA3221	3.35154335856063	92.46844618429596
BA3222	4.655330714803816	242.922999828226
BA3225	2.93339371005488	201.68996241015256
BA3226	6.800439759375081	229.2579314955156
BA3227	6.344520643349284	369.44084774026624
BA3228	8.08669053299697	261.688592673945
BA3229	7.676464217231506	259.33312738653154
BA3230	2.888449091497991	164.73699657900582
BA3232	4.301224086517919	131.02815976202692
BA3234	4.332855018316021	165.37462228202543
BA3235	1.915317492902447	97.5061808076502
BA3237	4.639006836764641	185.799570863636
BA3240	10.116098999271616	242.02707234614763
BA3242	3.331326029734452	195.77664629601023
BA3243	2.9046507866993294	176.0732364371607
BA3245	3.3602777891825237	166.88278451382786
BA3249	1.7662823115441877	195.3978303057858
BA3250	3.933912694393884	314.08124079364774
BA3251	4.276729172274	195.1114629700192
BA3255	5.48695761692525	257.62153547544665
BA3258	1.7224400452540294	159.48135933204148
BA3260	1.0478724751794728	287.3856770699834
BA3261	4.870043185968817	228.1673867951175
BA3264	11.23593616992158	198.38716106337813
BA3266	12.655947589873191	433.9093043307268
BA3268	9.627225643645808	342.55261383172257
BA3269	2.378683040839632	160.0554157433891
BA3270	6.257724076633806	156.77269142461128
BA3271	5.419991651726451	387.3141621798155
BA3273	1.8203280536965825	160.85550541557942
BA3275	4.6617186114798645	421.4297222736951
BA3277	1.1887544877672702	226.70907927311117
BA3280	2.9610502249776087	226.69751458857772
BA3283	2.004062218207752	186.2344572851692
BA3285	5.7232340132082165	132.02922484641928
BA3286	3.752073025344385	186.44607428478997
BA3289	0.4495356215814276	82.82537105336634
BA3290	8.673827288058016	144.89704747162864
BA3293	9.284535522740304	161.9473222177505
BA3295	5.400211193073215	229.0759670933194
BA3296	6.435364320786594	99.19248648903825
BA3297	11.028395922575465	367.57471107575816
BA3299	1.7767219872844695	164.1004107601473
BA3300	4.756270975227372	294.9394480643322
BA3302	15.037900211520007	409.5298923056626
BA3305	3.382023148591666	123.60787672784537
BA3306	4.024635907308313	306.25190377252744
BA3308	8.715486115863088	157.64276285086086
BA3310	3.9395821225295418	241.81235246916677
BA3311	6.11081535565318	227.63473509638317
BA3312	7.919782610348514	321.22488174218654
BA3315	6.101530486404784	168.92193856793358
BA3317	8.061095334546799	240.1562776082272
BA3318	1.6558276347622718	240.52561135968892
BA3319	0.2441810252409822	176.44505731116638
BA3322	2.9021558922236363	89.25198258341283
BA3324	6.968018258236888	317.5906148358328
BA3325	7.743812142556275	169.11445990425193
BA3326	1.3067779009490268	112.45122013580422
BA3328	9.490785619680636	378.8971653859671
BA3329	4.566633471254719	157.7780232274986
BA3332	1.507759522582156	206.84935323170015
BA3333	11.637307978303612	453.98521586512817
BA3334	0.4513920099875156	83.5518074594422
BA3335	5.688921840999604	208.08253805060983
BA3339	3.6418119783279423	94.23632198024836
BA3341	2.062199914540442	217.37821659093277
BA3345	2.438859806788409	95.71282361615005
BA3347	1.3679641845379027	107.25679887057174
BA3351	7.446937293669149	183.84015117269627
BA3352	0.8842332741807212	142.52121731092907
BA3353	9.145652997699282	169.65826102895142
BA3357	5.684862428359192	230.10965888564544
BA3362	3.3403728135202493	66.30559672126034
BA3367	3.3419890103874423	119.2584771410444
BA3369	6.889214099002313	233.0697009394279
BA3371	1.6825871968808783	161.37983110943483
BA3373	20.23629457544695	434.5300220567231
BA3374	1.4028629180029226	90.3308747655744
BA3375	5.380317903473276	185.2589113390073
BA3376	4.92999922447732	257.5822685803655
BA3379	7.306065575764765	302.81777996661253
