	JAK2	IDH1
BA2414	0.0316492268589878	3.4694416966478947
BA2415	0.0289810521733065	2.2829115551266645
BA2417	0.0139225089141205	2.8477433747681453
BA2418	0.0066367113621485	1.271202605430947
BA2420	0.0236734347724988	2.0714136903623617
BA2421	0.0220903993241898	2.007219837245807
BA2423	0.0442404522006286	1.2018310711724054
BA2425	0.0294027392355779	1.1320346546763127
BA2426	0.0279830701402942	0.9668370193184797
BA2427	0.0075110070683851	0.1650048534637908
BA2429	0.0304007212685901	1.3939489717281806
BA2440	0.0204886186683255	1.6243372618062886
BA2441	0.0454349117794991	3.321887974843784
BA2442	0.0188537268196282	10.451187259818791
BA2446	0.0247420184134547	4.180687497533479
BA2449	0.0087882446293378	0.6901865741702171
BA2450	0.0170079914397953	5.173723219779205
BA2452	0.0079139489231011	4.299004318598682
BA2454	0.0403381379098271	0.8227088916911195
BA2455	0.0196286889473663	2.793456429525864
BA2456	0.0088710226114199	1.1547756121746695
BA2459	0.0030114629881484	1.1702972604445474
BA2461	0.0624197787894612	1.5973646104052686
BA2463	0.0535178345963473	6.6105965196227645
BA2464	0.0085939566946185	2.5861725677679708
BA2469	0.0102928813178425	0.5745460488892641
BA2470	0.0146974710418586	0.7817769212477665
BA2472	0.0131906447422149	0.3963159704840057
BA2473	0.0085155579348143	0.6250912297507603
BA2474	0.017216645359792	2.812865180302456
BA2477	0.0304547672801173	5.568992020437145
BA2479	0.0072008299587509	0.1260405287632756
BA2480	0.0186406936773536	6.015456850250334
BA2481	0.0088213558221706	0.3450242889546444
BA2482	0.036049437360726	4.937570201499389
BA2483	0.0285449991257577	6.302828641206844
BA2485	0.0147240134012746	2.966525484203623
BA2488	0.0206807169919058	3.253476814199161
BA2489	0.0087551334365049	0.1908659346996089
BA2492	0.0172828677454578	3.303339258642152
BA2494	0.0114420533297416	0.4562438259406315
BA2496	0.019953232042278	2.833029072716175
BA2497	0.0107002023948364	5.876402877881792
BA2499	0.0122523162614515	0.3282217371444642
BA2500	0.0392861098652876	4.303394657762628
BA2501	0.0193725578492592	3.501053632232486
BA2502	0.0446908712334549	4.685762679951504
BA2505	0.0205857626356851	0.830923492574758
BA2507	0.0197092773183095	0.7398689331574466
BA2510	0.0104871692525618	0.6796742180158166
BA2511	0.0123969374069214	0.2415025263536439
BA2512	0.1004839254237671	9.086412770428762
BA2514	0.0096790959319908	0.6122590957919999
BA2515	0.0062150242998771	0.3043676890832949
BA2520	0.0129732323776624	0.5414658836159452
BA2521	0.0310232650989976	10.266159422190682
BA2523	0.0134136646474891	2.441782997860406
BA2524	0.0100511162050129	0.689236744750921
BA2525	0.0054378725610001	0.3029670532951569
BA2526	0.021796777810972	0.3666968127609472
BA2528	0.023353270899865	2.96930614632618
BA2532	0.0113305433771045	2.3350125033103977
BA2534	0.0229603158081486	3.816289175129535
BA2538	0.0127502124723882	0.5543380678660499
BA2539	0.0474296475270798	2.694414455778895
BA2540	0.0170223574250728	1.0203572758614914
BA2541	0.0153896551875145	2.704700668525522
BA2545	0.0400345296336096	3.316718686003517
BA2546	0.0218133334073884	6.433690998999355
BA2552	0.0181571634516944	1.5406345569000992
BA2559	0.0111362554423852	1.2770404411372385
BA2561	0.0162286500897793	6.133281938172243
BA2563	0.0205648278169908	3.455029421383621
BA2564	0.0340303488648682	4.510940051129962
BA2567	0.0120558387155933	0.2206631246019161
BA2570	0.0101979269616218	1.1537273191155923
BA2575	0.0373288645328176	5.328988026977794
BA2577	0.0193372570452874	3.6229668873884098
BA2579	0.0284975219476473	1.5182490101494248
BA2583	0.0209721488939846	1.0895142258084376
BA2584	0.0473921571119691	2.255167935826284
BA2587	0.0716749980480417	4.449255216804882
BA2588	0.019407858653231	1.8764562987218043
BA2589	0.0069446988606438	0.1906192973016463
BA2592	0.0208728153154861	1.0608078427260654
BA2593	0.0070396532168645	3.9325705463019953
BA2594	0.0211995480215368	4.317497466052892
BA2595	0.015145700463546	0.8779575203183592
BA2597	0.0116672628461548	0.1632652294834465
BA2600	0.0218630001966377	1.3726932174094986
BA2603	0.0283650771763159	3.590991005727892
BA2618	0.0506619408093635	5.597863666424132
BA2619	0.0154702435584577	3.0284769632734965
BA2620	0.038380892577357	6.492650285713255
BA2621	0.0487565518772818	0.995829215267081
BA2622	0.0370208770343223	2.909564643626119
BA2623	0.0439655758949661	2.2314287821105965
BA2629	0.0286808618266718	2.788516665727673
BA2631	0.024531174882319	3.5323810484448006
BA2634	0.0251471498793097	0.7309546616616723
BA2636	0.01655538279583	0.3153304643120372
BA2639	0.0366963339394105	3.6938648723961953
BA2644	0.0660494063857392	2.295629150292914
BA2645	0.0109750787004989	0.467165563983459
BA2646	0.0175268224694263	2.1749332915393302
BA2649	0.0084968127272589	3.318466083424261
BA2651	0.0050349307062841	0.4077258518395358
BA2653	0.0149514125288267	1.2003549511950349
BA2655	0.0338669825118428	3.15998943679153
BA2656	0.0050824078843945	0.6151171885728116
BA2657	0.0235453692234453	5.204717796517986
BA2658	0.0658132488136313	2.979069299389878
BA2659	0.0366985235505495	2.2773539385663657
BA2660	0.0159394077988394	3.051241357669248
BA2662	0.0473093791298869	5.05630048210223
BA2663	0.0428870054910106	0.9645585729418154
BA2667	0.036568268390357	3.41636143920712
BA2670	0.0162826961013065	1.0609898843563554
BA2674	0.0497435858545993	0.9695238712898498
BA2675	0.0133849326769341	7.162643030028428
BA2676	0.0155673875258173	3.2195231945769454
BA2677	0.02744111468083	3.497356966357245
BA2681	0.0118471847955965	1.3108210507013769
BA2682	0.016036551766199	2.1173030947698943
BA2685	0.0105059144601171	0.74465598171164
BA2688	0.0126221469233346	0.2445641603548512
BA2691	0.0371367662092373	4.2937743423708685
BA2694	0.0147571245941075	0.5999679285514953
BA2695	0.0126927485312782	0.4780242271655431
BA2697	0.0496242787501016	0.6199806778510132
BA2701	0.0178966531313094	1.329433484946776
BA2704	0.0130581999708835	2.467338118039478
BA2705	0.0229790610157039	1.727490158369864
BA2707	0.0315211613099343	1.89318872159286
BA2709	0.022832250259095	3.0263446525679094
BA2712	0.0180765750807512	6.453443009941248
BA2714	0.0320399923395653	6.845168336319918
BA2715	0.004662910433262	0.0785228961487224
BA2718	0.0274929710812182	5.579413691338075
BA2720	0.0246117632532622	0.3199785461048381
BA2721	0.0345160687016663	2.8412585254993856
BA2722	0.024417475318543	1.4191741296001184
BA2723	0.0122832378431454	0.3671384550035413
BA2724	0.0122048390833411	1.450456584436194
BA2726	0.0158610090390352	15.96533125639661
BA2727	0.0205791938022682	1.2122512098156353
BA2728	0.0460409000134901	3.0136659904816576
BA2731	0.016036551766199	1.7140930944532342
BA2733	0.0115579425046566	0.3746275188950772
BA2735	0.0081557140359307	1.6243085141100824
BA2737	0.0276563374342435	4.335655689267584
BA2742	0.0306987220040859	25.362542383348465
BA2744	0.0043052561455174	1.7585187730967349
BA2746	0.0383709058143575	5.140652763696799
BA2747	0.0112477653950224	1.20070530994747
BA2748	0.0214247575379499	4.256059379576503
BA2751	0.0363696012333598	4.651591939142802
BA2756	0.0054544281574165	0.5149369632127083
BA2758	0.0311016638588019	2.0538911278914327
BA2760	0.0309879642950258	1.737831576043514
BA2762	0.0122688718578679	1.1911479125415216
BA2764	0.0152472236531835	1.099646142805338
BA2765	0.0534503838922378	5.678271580074664
BA2769	0.0266043093897041	0.9548686038378
BA2772	0.0086601790802842	0.3731956103665204
BA2775	0.027412382710275	5.000495227753673
BA2776	0.0184298501462179	5.529855449557776
BA2778	0.0292868500606629	4.228993028006251
BA2782	0.0552111516788496	4.6427144147496735
BA2786	0.0182421310449155	4.052824568677362
BA2787	0.0446665184851778	1.243869769017888
BA2789	0.0202115527515241	2.8958222720831097
BA2791	0.0081413480506532	0.3917547044808883
BA2792	0.0174915216654545	1.7328079622809118
BA2798	0.0240620106419373	0.6281975410137416
BA2801	0.0326725229329723	0.8344812256183554
BA2802	0.0265005965889276	0.734820642091432
BA2804	0.010567757623505	0.8650357461771441
BA2806	0.0088213558221706	2.3558497877580646
BA2808	0.0091602649023599	1.0069605997018196
BA2809	0.0369877658414894	1.568224136938981
BA2811	0.0126243365344736	2.4093691438355043
BA2812	0.0120083615374829	1.9472373240004903
BA2813	0.0059732591870475	1.8056857375606976
BA2814	0.0201309643805809	7.660092451733752
BA2816	0.0285737310963126	1.0836103257679155
BA2817	0.0108757451220003	0.2312482791463205
BA2820	0.038238461043026	6.570915751396102
BA2821	0.0344498463160006	9.37854211849266
BA2822	0.0108569999144449	6.401007107338059
BA2824	0.0170885798107385	6.871037488194738
BA2828	0.0281089460782088	3.1931871268626537
BA2829	0.0328293204525808	5.0236482662706905
BA2830	0.0217802222145556	0.7013017283757039
BA2832	0.0160531073626155	1.5594753440310898
BA2836	0.0116838184425712	0.6209116481234337
BA2837	0.0267964077132844	1.519772243690186
BA2839	0.0129135788254135	1.5855145846089205
BA2840	0.0420889189334393	3.1053105059165853
BA2841	0.0156457862856216	0.557374249099591
BA2842	0.0084018583710382	0.4801314874722481
BA2843	0.0152737660125995	0.7172707773408991
BA2844	0.0143232611576976	1.5213282871192393
BA2846	0.0228653614519279	1.508002087789843
BA2850	0.0172000897633756	1.4389107173387428
BA2851	0.0602882190482711	5.127436808675209
BA2852	0.0093236312553852	0.169599277941111
BA2855	0.0084327799527321	0.2729845919302796
BA2856	0.0073973075046091	0.5230584049844085
BA2858	0.0137900641427891	1.434098331585921
BA2860	0.0140958620301454	1.141028548892893
BA2861	0.0173965673092338	4.529061066563954
BA2865	0.0107620455582242	4.228931602834345
BA2866	0.0173843909350953	2.1203637326751683
BA2867	0.020358363508133	0.4475342788600397
BA2868	0.0276354026155492	5.8190926245519945
BA2870	0.015517720736568	11.903985069400692
BA2871	0.0323457902269216	2.208727490416908
BA2872	0.0310563762918305	2.1394712960482973
BA2876	0.0092242976768866	0.1920332825204886
BA2879	0.0151335240894074	0.6127077530008037
BA2880	0.0248247963955369	1.165840854326668
BA2882	0.0496639587763513	3.175514056130708
BA2883	0.0263294330840416	0.4668403995389922
BA2885	0.0470719932393352	18.39346945884896
BA2887	0.0196905321107541	2.840585908865041
BA2889	0.0	0.0114056180145873
BA2893	0.0085133683236753	1.8640978169256432
BA2901	0.0079161385342401	0.6565220091673959
BA2902	0.0095819519646312	1.1796599371876275
BA2903	0.0467396529925629	0.2520903611016238
BA2904	0.0613290320113671	4.228020672001556
BA2905	0.0149183013359939	0.229366299412268
BA2906	0.0287039862565051	3.7749823974022902
BA2908	0.0252542806096689	3.12670211015393
BA2909	0.0222019092768269	2.665807959198501
BA2910	0.0104728032672843	2.391933617675939
BA2911	0.0297394587046281	3.1027067766279863
BA2914	0.037982329944919	4.556431467473406
BA2915	0.0086226886651735	0.8756786749545185
BA2921	0.0106317903980317	0.6471473177609146
BA2922	0.0090465653385838	3.441400384457715
BA2923	0.0191451587217071	11.187022561911489
BA2926	0.0218795557930541	3.3005817496607057
BA2928	0.0193250806711489	4.245464595173401
BA2930	0.0423659848502407	5.582487459888325
BA2932	0.0118140736027637	6.78133240394353
BA2934	0.0289148297876408	0.2423403326086726
BA2935	0.0227682174845683	1.5125131490487855
BA2937	0.0232517477102275	3.014582717912551
BA2939	0.0136410637750412	1.5474663168156988
BA2944	0.0468280385153667	1.7162013933410465
BA2947	0.0125559245376689	1.114537427238817
BA2948	0.0388378804436002	0.8043409725286359
BA2950	0.0478944325451836	2.4205213403904904
BA2951	0.0208087825409593	1.2512645566285945
BA2952	0.0363949152743321	8.910282520558784
BA2953	0.0079945372940443	0.5473328414875079
BA2955	0.0412311788236191	2.529102024397919
BA2956	0.0085939566946185	0.5375224672549861
BA2962	0.0146930918195807	8.483693535377446
BA2970	0.0085133683236753	0.6534533422232535
BA2972	0.0466128157619531	2.17631926402453
BA2976	0.0524811338297804	3.171139764840505
BA2978	0.0782576633986631	2.843051930283505
BA2981	0.0123329046323947	0.6783763304611149
BA2984	0.0274885918589403	1.0328533369783617
BA2986	0.0113283537659656	4.374973561597374
BA2989	0.0117665964246533	0.5208875656644415
BA2992	0.0279355929621839	1.6050596769096628
BA2993	0.0111506214276627	1.2646391723656516
BA2994	0.0105368360418111	1.957558240761039
BA2995	0.0230618389977861	0.6905585834341841
BA2999	0.0433408424534197	1.7104530313874848
BA3001	0.0175577440511202	2.972880294717553
BA3002	0.0349708669567705	9.21856811442446
BA3004	0.0189718056056822	2.698045440705169
BA3006	0.0150816676890192	2.805488905803788
BA3008	0.0014240483175615	0.9255267391379476
BA3009	0.016557572406969	1.7967595657305604
BA3010	0.0333503410933508	1.2624395534758297
BA3011	0.0044355113057099	0.8923261788463509
BA3013	0.0082881588072622	3.100952277745724
BA3023	0.0059567035906311	0.3769175459547074
BA3025	0.0154371323656249	2.4253212307156917
BA3027	0.014484437899584	0.5645423908879463
BA3029	0.0042081121781578	0.7504012001256081
BA3030	0.0413757999690891	4.230008397563041
BA3037	0.0059401479942147	1.2814030591631802
BA3038	0.1021916084915469	10.616266241604285
BA3040	0.0162330293120572	1.807085898373468
BA3042	0.0134942530184323	4.001041492363255
BA3043	0.0365164119899688	2.379058822505842
BA3049	0.0362890128624166	1.6093514118532657
BA3051	0.0078664717449908	0.3002666763995322
BA3053	0.0165057160065807	9.027647827136924
BA3064	0.0369799686896288	9.551290009056643
BA3067	0.021796777810972	5.2566644655899255
BA3068	0.0168302591014925	4.255920004009523
BA3070	0.0367194583692438	2.94565191200878
BA3071	0.0260380011819627	4.196815360292991
BA3072	0.0394782081888679	5.03740040549512
BA3075	0.0085299239200917	0.7672256880915627
BA3076	0.0084018583710382	0.45421472055293
BA3077	0.0272512059683886	28.549128174639208
BA2040	0.0249550515557293	0.6857985032726458
BA2160	0.0352391744290161	2.9031278490205943
BA2303	0.0427401947344017	13.966514593842769
BA2353	0.0278175141761299	5.204156212087735
BA2516	0.0246261292385397	3.4475190409076024
BA2590	0.0092264872880256	2.498670201883006
BA2647	0.0165366375882747	1.14879639840928
BA2891	0.0273174283540543	4.285520898488743
BA2924	0.0178657315496155	2.77780095702068
BA2971	0.0371864329984866	1.0213965353315484
BA3036	0.0161027741518648	1.9026576932033068
BA3059	0.011084399041997	0.2020804749609168
BA3073	0.0091911864840538	5.779613397582708
BA3078	0.0761479997688625	7.406799364531033
BA3079	0.0299712370544581	1.770288638951684
BA3083	0.0455320557468587	8.964170045815306
BA3084	0.0157947866533694	5.616577256558607
BA3085	0.0189961583539592	1.8824133772131575
BA3087	0.0546713858305243	10.077159445755616
BA3089	0.0233676368851425	4.1428658828739655
BA3094	0.0503605221442851	2.3133357343061696
BA3095	0.0119608843593726	5.6402487553875975
BA3098	0.0552255176641271	4.698790747505542
BA3099	0.0357149075028147	19.079511278619133
BA3103	0.0116860080537102	0.6238827940518593
BA3108	0.0166668927484671	2.116021321357811
BA3109	0.0189530603981268	0.4870945966326017
BA3110	0.013820985724483	1.457591464984074
BA3114	0.0243412661698777	1.2437586315811529
BA3116	0.0102288485433157	0.7512781573884253
BA3117	0.0267301853276187	5.478204710829008
BA3118	0.0234647808525021	1.7043719375305852
BA3119	0.030952663491054	2.93844297319093
BA3123	0.0334971518499597	1.6352503887117078
BA3124	0.0105843132199214	0.7424858548918872
BA3126	0.0329430200163569	12.975427880889706
BA3128	0.0133661874693788	1.613074457438444
BA3130	0.0284147439655652	5.817324414090036
BA3133	0.0352082528473222	5.211920304441235
BA3135	0.0153896551875145	0.6872271871630333
BA3136	0.03760374083848	7.700161270297312
BA3137	0.0457119776963005	4.119435927078896
BA3138	0.0422004288860764	0.8588186784593921
BA3139	0.0523796106401429	11.642710424072874
BA3141	0.0185291837247165	7.119456073854611
BA3142	0.0404474582513252	2.8837689972364795
BA3145	0.0185291837247165	2.8547798447517803
BA3146	0.0300683810218178	6.734594605538689
BA3149	0.0106008688163378	0.3410310062802736
BA3152	0.0488040290553921	8.399383866920838
BA3153	0.0268438848913947	0.9115570170014028
BA3154	0.0070727644096973	0.6959087533265431
BA3156	0.010797346362196	0.5915820465112699
BA3157	0.0133518214841013	1.9934962677922747
BA3158	0.0180931306771676	1.5120033669876092
BA3162	0.0267323749387576	1.5652190043366772
BA3163	0.0248600971995087	6.7430259198909726
BA3164	0.0170885798107385	17.05989120610146
BA3167	0.0159934538103666	1.3916731303666905
BA3169	0.0212348488255086	4.829094022967978
BA3171	0.0657557848725213	2.6022309799007464
BA3173	0.0145506602852497	0.6374855250709723
BA3174	0.0196783557366156	1.1818747184192209
BA3175	0.0522637214652279	4.175370846194627
BA3176	0.0196143229620888	3.816998965452753
BA3177	0.0675871542670768	12.306193147594492
BA3178	0.0188702824160447	3.2246221531199617
BA3180	0.0203065071077447	1.5568026790943184
BA3181	0.0390587107377355	3.013304314090765
BA3182	0.091450497752017	7.256075801338682
BA3183	0.0292559284789689	4.992040518961202
BA3185	0.0464516390200667	1.4905864695651447
BA3186	0.049640834346518	3.1538033159283687
BA3187	0.029111307333499	2.0495566432665564
BA3189	0.0458544092306315	5.337160188375002
BA3190	0.0175599336622592	0.6226893382439623
BA3191	0.0448707931828967	5.976451328397899
BA3192	0.0083025247925396	3.2359908407613096
BA3194	0.0550930728927956	6.580523368260328
BA3195	0.0294314712061328	1.2439490404933475
BA3197	0.0185104385171611	3.5986414561407365
BA3199	0.0278484357578238	4.1371119539800265
BA3200	0.0388831680105716	3.809357124095103
BA3202	0.0224127528079626	0.9570501676378268
BA3203	0.0213629143745621	0.5737918225468294
BA3206	0.0209224821047354	4.444244675207408
BA3207	0.0916944524759855	13.055367813919167
BA3208	0.0254363921702496	3.069160134121055
BA3210	0.0105202804453946	0.4872826680301058
BA3211	0.0352291876660165	4.103686969391685
BA3212	0.0239195791076063	2.9354996972662186
BA3213	0.0573770509313163	3.255571056120337
BA3214	0.0134136646474891	1.416466343447521
BA3216	0.0161877417450858	1.739976657517423
BA3217	0.019434401012647	3.3720480429465947
BA3219	0.0976964436335881	11.13545573553861
BA3221	0.038901913218127	3.932422389531181
BA3222	0.057793130452866	3.670824629220416
BA3225	0.0690630589850265	12.47572231906094
BA3226	0.0151644456711013	3.10702322684725
BA3227	0.0243821745145712	4.495897135820948
BA3228	0.0515031253227673	10.85091655395139
BA3229	0.0687485026531144	4.340757532946843
BA3230	0.0311491410369122	2.011262968490838
BA3232	0.0221378765023002	8.632664788807652
BA3234	0.1065121919150371	13.575782912454956
BA3235	0.0603288603672159	8.540261835384902
BA3237	0.0312506642265497	1.4263583918012075
BA3240	0.0495436903791584	4.1201431780136994
BA3242	0.0399164508475557	2.412865158923307
BA3243	0.0499719462748466	2.433751942199359
BA3245	0.0150982232854356	2.0096255033985297
BA3249	0.0159106758282845	1.194989509166731
BA3250	0.0817789319461381	9.214641225282946
BA3251	0.0158422638314798	4.400068214343968
BA3255	0.0243556321551552	10.30844402032738
BA3258	0.0771525506352916	8.764514331487357
BA3260	0.0398689736694454	0.7570452524128198
BA3261	0.0241404094017416	1.0424829490948542
BA3264	0.0360328817643096	4.059767701220459
BA3266	0.0525860749490007	9.353260984345232
BA3268	0.0475986214208269	4.9230954889153695
BA3269	0.0201806311698301	0.8543466553287771
BA3270	0.0545355231296101	6.220803173886488
BA3271	0.043998687087799	12.285493021766142
BA3273	0.0083190803889561	0.4470864537797403
BA3275	0.0327487320816376	3.7304470344891145
BA3277	0.0136266977897637	0.8793159617269669
BA3280	0.008724211854811	0.7751461760253827
BA3283	0.0494200040523827	0.9973137882751684
BA3285	0.0486759635063386	14.424198361417073
BA3286	0.0409375573104013	9.902766153644876
BA3289	0.0055040949466658	0.443417883686981
BA3290	0.0515009357116284	2.83125607110939
BA3293	0.018427660535079	17.528878788802256
BA3295	0.0727314053148591	9.135792110140924
BA3296	0.0449701267613952	4.504532961301911
BA3297	0.0582679022339694	7.123733962894896
BA3299	0.013157533549382	1.3406255127050046
BA3300	0.018398928564524	2.5145032208155698
BA3302	0.0452693558153348	5.263858095723374
BA3305	0.0281542336451802	4.788979607154731
BA3306	0.0084162243563157	0.5929069258413139
BA3308	0.0280074228885713	1.793535934355445
BA3310	0.0185291837247165	1.417663088036133
BA3311	0.0688091174980584	8.847777066922456
BA3312	0.0286752542859501	9.39061287003518
BA3315	0.0195149893835902	4.1829142600120255
BA3317	0.0147902357869403	4.901358934011627
BA3318	0.0237187223394702	0.7219337501600596
