	JAK2	IDH1
BA3319	0.0945469283333865	11.558459300690595
BA3322	0.0214556791196438	2.0112010974970564
BA3324	0.0321889927073131	7.536188767166983
BA3325	0.0214887903124767	1.545021214925547
BA3326	0.027815324564991	13.57662980340847
BA3328	0.0411152896487041	4.335428374676556
BA3329	0.0204576970866315	0.8037641216853522
BA3332	0.0247795088285655	1.6783259693947228
BA3333	0.0365186016011077	1.8335166606174305
BA3334	0.0111218894571078	1.1364812580606118
BA3335	0.0196783557366156	1.9111111548375657
BA3339	0.0240929322236312	1.6962607356159982
BA3341	0.0120083615374829	0.5919808562903142
BA3345	0.044862996031036	1.4676819795967082
BA3347	0.0148089809944957	2.3371650627244023
BA3351	0.0252277382502529	8.030464332373143
BA3352	0.0073476407153598	1.273045933653794
BA3353	0.0258746348289374	4.343050964237047
BA3357	0.0456579316847733	4.182379582149599
BA3362	0.0238368011255242	11.415355507746185
BA3367	0.0320918487399535	10.027979453358054
BA3369	0.0924903494224179	7.449502963272685
BA3371	0.0106008688163378	0.7725988448702799
BA3373	0.0297560143010446	5.06467436691313
BA3374	0.0201331539917198	2.998539733615229
BA3375	0.0139159400807037	2.691194318440554
BA3376	0.0203252523153001	9.977664757002792
BA3379	0.0288486074019751	3.3737915963477514
BA3380	0.0172022793745146	2.827272870795453
BA3381	0.0665020150297044	4.601837979524931
BA3384	0.0223321644370194	7.172006499618606
BA3385	0.028852986624253	5.927409576814055
BA3386	0.0259221120070477	15.909010004547795
BA3388	0.0308864411053883	0.8530046977927125
BA3390	0.0494531152452156	4.013610023066723
BA3394	0.0411605772156755	4.192811680122187
BA3395	0.0274929710812182	5.776811862799667
BA3397	0.0339310152863696	6.737407509378508
BA3399	0.0117665964246533	0.2890622251598395
BA3400	0.0166525267631897	1.0080705798531182
BA3403	0.0514356746186578	8.0138733833134
BA3405	0.0750772265167676	6.6734667500889255
BA3406	0.0278649913542403	4.88272706188624
BA3407	0.0090321993533063	0.4417648876050432
BA3408	0.018917759594155	0.25927691869302
BA3410	0.0293055952682182	1.0659553898107088
BA3411	0.0292868500606629	3.8524595452134185
BA3412	0.0443354065568493	12.357671276508418
BA3413	0.0187069160630193	4.435931891249361
BA3415	0.0547894646165782	11.715765843216284
BA3416	0.027957756099322	4.339890230075801
BA3417	0.0313621741791868	4.538752662985478
BA3418	0.0154393219767638	0.5430588187944355
BA3421	0.0084824467419814	1.3633215242232288
BA3422	0.0148233469797732	0.9165349067383952
BA3423	0.0106649015908646	1.0409053568198838
BA3427	0.0386932592981303	2.363264960050347
BA3430	0.0068641104897006	0.5042019023751172
BA3431	0.0163489184869722	0.9324219957919018
BA3433	0.010164815768789	0.4826682774989879
BA3434	0.0353075864258208	2.278185046227404
BA3435	0.0342202575773095	3.716428432554326
BA3436	0.0268438848913947	4.051597386498314
BA3438	0.0181262418700005	6.920729123193706
BA3445	0.0251084311457551	0.4963286310879004
BA3446	0.0493681476519945	4.83155314516233
BA3447	0.0076556282138551	0.4110166762534578
BA3448	0.01655538279583	2.7317972344798425
BA3449	0.019436590623786	1.7771893868399284
BA3450	0.0145650262705272	0.6228755991549985
BA3451	0.0521853227054237	10.876777319459055
BA3452	0.0555313155514834	2.158583587229145
BA3453	0.0083356359853725	0.4898956080240654
BA3454	0.0357436394733696	20.209153491600475
