#Boxplots d'expressions du gène IDH1 en fonction de la feature priorMDS
#Résultat du test statistique Mann-Whitney : U = 9519.500, p-value = 0.00007
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       n        7.520821
BA2496       n        6.592569
BA3037       n        5.441385
BA2865       n        6.977949
BA2751       n        7.152467
BA2286       n        6.156087
BA2488       n        6.357576
BA3379       n        5.942632
BA2887       n        5.851449
BA2712       n        7.453751
BA2068       n        4.806078
BA2104       n        7.737327
BA3124       n        4.221367
BA2449       n        4.227507
BA2235       n        7.195620
BA3038       n        7.209736
BA3006       n        6.496993
BA2667       n        6.497996
BA2239       n        7.147647
BA2782       n        6.643584
BA2649       n        6.232149
BA2861       n        7.035492
BA2134       n        6.533967
BA2909       n        6.345485
BA2653       n        4.901528
BA2947       n        4.832682
BA2162       n        5.330283
BA2564       n        6.858323
BA2597       y        2.843610
BA3243       n        5.484304
BA2446       n        6.556613
BA2525       n        3.657285
BA2876       n        3.201855
BA2357       n        3.693922
BA2546       n        7.330738
BA2742       n        9.096003
BA2316       n        9.059425
BA2087       n        4.868841
BA2148       n        4.426235
BA3178       n        6.289081
BA2072       n        6.780750
BA2733       n        4.223638
BA2995       n        4.543418
BA2069       n        6.951500
BA2681       n        5.348290
BA2832       n        5.241409
BA2600       n        5.225006
BA3230       n        5.349367
BA2731       n        6.191204
BA2294       n        5.512054
BA2816       n        4.975259
BA2814       n        7.648956
BA2631       n        6.476208
BA2023       n        7.429288
BA2375       n        5.848649
BA2485       n        6.600510
BA2455       n        6.614843
BA2636       y        2.957076
BA2325       n        7.319378
BA2156       n        6.533478
BA2511       n        3.637787
BA2505       n        4.823282
BA2871       n        5.565961
BA2227       n        4.777352
BA2812       n        5.829348
BA2125       n        6.430001
BA2603       n        6.258969
BA2808       n        5.300257
BA2482       n        6.939541
BA2594       n        6.949458
BA2747       n        5.230688
BA2561       n        7.358635
BA2567       n        3.409362
BA2906       n        6.565838
BA2956       n        4.936804
BA2474       n        6.419933
BA2737       n        7.004906
BA2110       n        6.605790
BA2992       n        5.298739
BA2220       n        5.880053
BA2063       n        2.864896
BA2772       n        4.207524
BA2935       n        5.762932
BA2260       n        6.306953
BA2948       y        4.458297
BA3296       n        6.142351
BA2524       n        4.713380
BA2811       n        5.959833
BA2540       n        5.101085
BA2928       n        6.628999
BA2302       n        4.359805
BA2651       n        4.519028
BA2619       n        6.579219
BA3013       n        6.234864
BA2405       n        4.633873
BA2856       n        4.645211
BA2377       n        4.723544
BA2499       y        3.581751
BA3023       n        3.850812
BA2095       n        6.096452
BA2275       n        6.141495
BA2901       n        5.024168
BA2387       n        6.079063
BA2962       n        7.456700
BA2195       y        4.083206
BA2688       n        3.238586
BA2420       n        5.913602
BA2053       n        5.258927
BA2081       n        7.180788
BA2354       n        6.262036
BA3273       n        4.109488
BA2893       n        5.618173
BA2044       n        6.288237
BA2489       y        3.223328
BA2908       n        6.097272
BA2054       n        6.449470
BA2872       n        5.474333
BA2041       n        3.748487
BA2464       n        6.049822
BA2902       n        5.086171
BA2541       n        6.295562
BA2843       n        4.576913
BA2497       n        7.274627
BA2718       n        6.755975
BA2575       n        7.352990
