	RAD21	SF3B1
BA2344	10.584311463633012	2.2900026002819254
BA2347	8.719695984514088	0.8088991835723007
BA2348	4.327835996869017	0.883377560935554
BA2350	4.588882690076493	0.9795546142839112
BA2354	12.00451486898158	3.580583535197325
BA2355	20.65281023706665	3.44088195176249
BA2357	11.108352146056484	0.7466248340609561
BA2360	8.805045872014531	2.6603320453574324
BA2361	12.820670415669928	2.122537525413574
BA2363	3.870061482063049	1.6522726311963882
BA2369	12.850566536925276	1.1059227199253063
BA2374	9.087586819222311	2.4096833890645217
BA2375	7.831872915187479	2.100786539663423
BA2376	8.201038447211358	2.343366612380079
BA2377	15.515745904212263	0.0567111603796107
BA2379	8.82297591175788	0.7103568696863393
BA2385	9.25356836754013	0.9035211314723832
BA2386	10.908254139241263	2.367782567770798
BA2387	10.729442600106111	4.035369110779613
BA2394	11.860730450178448	7.593742353118285
BA2399	9.462752231839673	3.685799556279377
BA2400	17.491428972560485	10.516791943992056
BA2402	8.029770309000423	6.407256444061246
BA2405	6.783514065467473	0.2110564671748621
BA2406	4.789139318834035	1.4467520730025347
BA2409	5.9648479891895	1.3682634830700355
BA2410	12.216570162803489	4.5260095176401
BA2412	7.434423162851566	1.3753158354127988
BA2413	7.014678596936963	3.558757620270642
BA2414	7.232459983658254	2.306433272355962
BA2415	11.629542912695369	3.756315385305518
BA2417	6.087635035150938	1.1675117582923902
BA2418	5.170131502585171	1.5321366334104294
BA2420	9.57814254684074	3.2029681153734444
BA2421	32.82849295268981	1.154419886226261
BA2423	7.4386621718513055	3.8067645573970417
BA2425	7.4966187289404544	3.107183849055916
BA2426	5.078771875409028	0.1050925076905999
BA2427	6.27947651756106	0.1443236529855342
BA2429	8.178058606915211	4.061533740558772
BA2440	16.32951560083481	4.515118540922507
BA2441	8.542129804765835	7.48233802600586
BA2442	14.204882194839056	3.410966293655464
BA2446	10.364804794975528	1.5344025510134254
BA2449	14.089617863871435	2.356064100751041
BA2450	6.47225667494796	3.519331370196511
BA2452	8.272702521925646	2.951904546843851
BA2454	6.942160543769251	3.5800363507248094
BA2455	7.8038560766564276	0.5393154871879091
BA2456	7.882438568555351	0.1207102191079664
BA2459	9.797272940458363	0.0323815313075464
BA2461	8.219969197680816	0.95278330527766
BA2463	12.690477923250375	1.416645689538503
BA2464	8.325017469373892	2.274301284478446
BA2469	6.430379507824933	0.041105135024581
BA2470	5.793494776867308	1.5174264355913207
BA2472	6.274127828022683	0.1222859747483732
BA2473	10.464200233436472	1.926382718921689
BA2474	8.453590141912928	4.932402265134477
BA2477	14.454241798469251	6.768566446326989
BA2479	8.334742963888607	2.963803300077096
BA2480	7.023019041158557	2.962812060442108
BA2481	5.147954855206522	0.1065127406211176
BA2482	9.673974306294848	4.55675387495229
BA2483	13.30799648435604	4.094619043491615
BA2485	7.764965016349434	6.688179817858615
BA2488	9.955539364023684	3.1325379968097127
BA2489	9.378517373509853	0.4959159455066064
BA2492	7.464666356901334	0.6517676062656149
BA2494	11.2361552416597	5.546111050285802
BA2496	6.263368166361607	0.936298316203406
BA2497	11.770026231771718	0.5076979597670999
BA2499	14.879974384025108	1.6321394161682796
BA2500	7.521231245992113	2.640884225108383
BA2501	12.62601078055385	3.3400008819669686
BA2502	9.310906556965936	2.2903437922450776
BA2505	7.223980123328793	3.3599098264806018
BA2507	3.825761168013304	1.126609034687153
BA2510	10.624600112642494	1.117650744121614
BA2511	5.903836931663234	0.5547863739144583
BA2512	8.148040889126415	2.4011947991320226
BA2514	9.82159563378448	3.45310423481002
BA2515	10.264101693684571	2.492897976189933
BA2520	5.918793888432724	1.384062484318475
BA2521	9.910091896864747	3.6303167173797672
BA2523	8.833513249971563	3.255909992229567
BA2524	7.699731455993478	1.182336976769294
BA2525	8.770496731111479	0.927868361868006
BA2526	17.08355327657949	1.5745202936037626
BA2528	10.95619152241139	2.664848081189622
BA2532	17.277575819534	1.586789054789917
BA2534	8.677937913221355	4.342877348807292
BA2538	10.913820694522553	5.459500768679832
BA2539	13.978502747180436	3.452706536135555
BA2540	4.592253604891722	1.6834681450257822
BA2541	7.417264627916515	2.4779100728231005
BA2545	9.368149045066335	2.715710302742765
BA2546	6.906706856278332	1.1761256635660966
BA2552	12.480830817711963	4.987072698408354
BA2559	9.529928027515686	0.7191279551595828
BA2561	6.750879843314633	1.0089444147921067
BA2563	5.624974228062305	2.168817586421358
BA2564	6.846327704749135	1.1562404789384766
BA2567	9.314424545325542	2.944546980707733
BA2570	17.334215847491553	0.8088462579510084
BA2575	5.477289467005744	0.5436999654816376
BA2577	7.43704400808223	4.324663598029868
BA2579	10.763658341093915	3.419698922327602
BA2583	9.890591627699177	4.572907145605144
BA2584	6.499434090328587	3.803381818707128
BA2587	7.206419255062711	3.168909295779788
BA2588	7.474967556882667	2.217265202905625
BA2589	9.229416269372235	1.3964120671328928
BA2592	19.169117856989924	5.069278178464495
BA2593	0.5499673904738163	0.0398129393678121
BA2594	9.139083579125286	1.55384779379004
BA2595	6.547667946907218	1.1049828092472718
BA2597	4.217510422821092	1.0624154034010471
BA2600	9.353896237028234	1.0177168916442754
BA2603	9.768311999403744	3.448005834667688
BA2618	15.46445402601978	6.639709954517876
BA2619	10.24348484377864	1.608222981017942
BA2620	10.216901742287613	7.257136306474398
BA2621	7.688498948557723	2.302562167266556
BA2622	11.856726789983709	5.740018604941144
BA2623	13.446594472046977	3.1361912788673103
BA2629	8.594657614716793	8.522674344341194
BA2631	8.41576670737534	3.2329857166970037
BA2634	5.922645896258479	1.1973282787502224
BA2636	7.065038505416176	0.6665113492421927
BA2639	10.010161068121263	1.362958086800756
BA2644	5.2597819078544354	1.159654428614658
BA2645	9.463742795285215	1.6553232028782536
BA2646	10.03274456794311	2.292427173098183
BA2649	8.712169545197561	2.054793558903989
BA2651	5.018140227249536	0.9328784512660028
BA2653	9.771089494494756	0.8253166337449686
BA2655	30.556439747727115	7.299985941750644
BA2656	5.318476119902994	1.3059148202384048
BA2657	13.558121784268703	3.998831667480205
BA2658	4.654695657476833	1.8268710853211807
BA2659	16.718520678385307	2.2619259953681525
BA2660	7.836327552343412	5.050824973655039
BA2662	5.873299561545402	1.2953582838747546
BA2663	8.080320855742233	0.7875701277787662
BA2667	7.957563016351409	3.8148880510202687
BA2670	10.815173782482145	0.0964147890654343
BA2674	5.586960032133701	3.0719907515118887
BA2675	8.80433163554737	5.470604185389457
BA2676	14.295097086991808	2.955025113249121
BA2677	7.976881058970531	2.3230404214585607
BA2681	8.780910687229923	3.0673529206032044
BA2682	7.710059959218154	3.793461043671051
BA2685	15.721198305823696	1.388581302908514
BA2688	9.136700966465709	0.6458573099095072
BA2691	9.81666764700157	7.970834409180971
BA2694	6.213926440467708	6.238474858619174
BA2695	3.385600384087774	0.5278184851152868
BA2697	3.914813236169825	1.3509235182574766
BA2701	6.208919627119961	1.360539490071029
BA2704	7.709101855865436	5.085740183175416
BA2705	7.11128981908457	3.501425882081017
BA2707	7.130671220290234	2.5197496582377994
BA2709	6.946880022044021	1.3205904920919496
BA2712	8.715074617421482	1.4752564014835297
BA2714	11.947381290035214	7.656167967567946
BA2715	7.9908424818815	0.4659300873907615
BA2718	8.743801897061989	5.882814926834757
BA2720	12.623245416287624	1.0380797982424526
BA2721	7.824177092542211	5.548940628416671
BA2722	21.156102406265585	3.9711216110799374
BA2723	10.375714600574018	1.877678906239308
BA2724	5.450778898354078	0.9589716341175236
BA2726	9.224656526294682	1.6021027613169287
BA2727	7.2063798654766975	3.2411675798066057
BA2728	11.6589570980474	3.304925770314513
BA2731	3.825267336455325	1.0221442669866077
BA2733	5.937480129183587	1.1356592170870456
BA2735	8.716166676984766	1.176214772642601
BA2737	8.059068369130218	1.817379873817898
BA2742	9.60144734897058	1.265688443647633
BA2744	3.4684355266186118	0.6826428444347123
BA2746	7.599745388967682	2.246847036514953
BA2747	7.651377512409418	2.6896423547909816
BA2748	12.55875252888568	8.612325169056342
BA2751	6.631137259735903	2.820195249239303
BA2756	8.313613699099756	0.9703809793178744
BA2758	8.358962769112686	1.8323795468818664
BA2760	13.39521223098779	0.5152849513625629
BA2762	6.784312013608401	2.552687809543795
BA2764	15.078263588638512	1.509975563432433
BA2765	7.699253392049299	2.39289134623134
BA2769	9.361756841663468	1.654345839016698
BA2772	5.990000228879067	1.1316888526978304
BA2775	11.231430347123924	5.604863226691362
BA2776	6.300427536036851	2.6182270335041005
BA2778	4.436186959369814	1.421190336075034
BA2782	8.015532388218636	1.5311907466458643
BA2786	8.750798721553965	0.7852042741944069
BA2787	8.772402732286627	1.800247437353734
BA2789	12.690204036147708	14.008737175363926
BA2791	10.013093916294787	1.7045683684067263
BA2792	9.349854225229196	3.018878411729552
BA2798	11.320668917283385	4.100505762437636
BA2801	12.300105653747424	1.3764703757939605
BA2802	11.674453813334097	2.5253315131359857
BA2804	9.948183462781904	0.7555484542008238
BA2806	9.239625565942395	7.745564664145458
BA2808	6.253328628485094	2.78559806484282
BA2809	9.480771579524577	2.7334907416277763
BA2811	7.8572391190129185	2.552131987877516
BA2812	9.580850470658854	2.0941482784156835
BA2813	6.871862217728357	2.8097613443001364
BA2814	10.50067506991098	2.054095618905114
BA2816	7.879227320258685	2.1198042413487403
BA2817	8.567011899482022	1.3376205975782405
BA2820	7.037460506740012	4.070998956845965
BA2821	17.60763100096741	5.066381821748393
BA2822	10.567069438748083	2.884351488167197
BA2824	4.683691483393542	1.0998169310286623
BA2828	9.433810687478156	3.6181223683550248
BA2829	7.568162408320408	4.534557564311359
BA2830	5.473336416357746	0.6709554667506056
BA2832	9.992879451805464	3.952292095295011
BA2836	6.428689543614687	2.445039848180031
BA2837	7.69629748433335	1.995631670825597
BA2839	10.702870709793087	0.9436462415281752
BA2840	14.098907636349963	1.1492535974368214
BA2841	10.86633082856018	1.9139072277193088
BA2842	8.122653245216734	0.6612899451203657
BA2843	9.97163363501163	1.6562102715697948
BA2844	9.285825149104296	3.821757250756895
BA2846	7.114886095215292	3.3001621146526645
BA2850	5.097039701059529	1.828463643952976
BA2851	7.930079634666398	1.6131893978446552
BA2852	10.733105482199862	0.921993389809632
BA2855	10.412020171563372	0.0503785843213644
BA2856	8.123417456297645	0.5300314770969905
BA2858	11.732022768469532	0.7114815296348503
BA2860	9.580156560415908	1.2262364264523182
BA2861	5.739678316914184	2.402131189545346
BA2865	6.786711420764503	2.129704837588824
BA2866	13.570153734926146	3.013038703143604
BA2867	6.5776794410019725	0.7455546963980773
BA2868	9.41411842427432	7.515001741124448
BA2870	15.218174085191572	10.322297744445509
BA2871	8.517910766576021	3.4221688480142816
BA2872	12.738415912342797	1.6477955843867516
BA2876	7.948332469106371	0.0957137393726782
BA2879	8.7832317062327	0.9531210378014084
BA2880	14.20169997994761	2.6670752758807885
BA2882	7.158452857080666	2.331904014622404
BA2883	13.323673284159556	1.041376210613712
BA2885	9.1437329828171	0.8719233342609193
BA2887	10.013956036977431	2.4644347656172783
BA2889	0.0526682049279554	0.0001248439450686
BA2893	7.428524101497821	3.066329078603025
BA2901	6.693510757997804	0.0317730501306983
BA2902	9.897790129229035	3.0100672119655543
BA2903	8.231738411041828	0.04812813915614
BA2904	10.079079666847052	4.618916602419935
BA2905	11.079928175686486	0.9351763781874364
BA2906	9.756131041333148	4.94215177891217
BA2908	12.743765720614595	4.5110256667594255
BA2909	6.922166908194905	2.4489723716243854
BA2910	9.025651262817592	1.594387139400962
BA2911	11.157070639231096	9.404135429069326
BA2914	6.029033683775086	3.2489443539667984
BA2915	2.432698412466443	0.1575190649325371
BA2921	4.687694470296719	1.641957001069005
BA2922	10.563641838224775	2.7456192472563985
BA2923	4.43442129730587	0.7224224439304705
BA2926	10.404461026625832	6.687000187037824
BA2928	10.11643727364132	1.9118917963386208
BA2930	12.815465943706217	5.58017983762684
BA2932	10.837366964790483	7.813152127137059
BA2934	8.544368841382356	1.066804732513104
BA2935	6.18957415651764	1.673007552982645
BA2937	7.9631102781870515	1.0652045403051302
BA2939	4.814820204236246	2.5373235723920007
BA2944	10.064472511470012	3.672323777677416
BA2947	6.492174850950838	2.2556267591819603
BA2948	16.64618729092987	1.6022588162482645
BA2950	7.245089154829005	3.3056537960314523
BA2951	5.174473590117093	3.714504555055268
BA2952	16.129897557537284	7.945331247025262
BA2953	5.61233345548178	1.0622547637621065
BA2955	4.626903249324755	1.5735880773272142
BA2956	5.528563793050033	0.6742777678936652
BA2962	10.754058816270438	4.514064286268231
BA2970	7.655852368698684	2.1501201984121554
BA2972	4.875855602823917	1.6972456171563868
BA2976	6.668422614850322	1.1234965124288914
BA2978	6.517289850731646	0.6784917224358712
BA2981	6.277416724940326	0.464518225543284
BA2984	4.623263901162467	1.3895178377819446
BA2986	10.61649522660097	7.139863348341978
BA2989	10.501458838357118	0.7722661228884115
BA2992	11.530571617754989	1.9699573082368111
BA2993	6.377924762484255	3.8777916763607
BA2994	7.09209433756163	1.7558718623644929
BA2995	7.927022872959648	1.3120625253755585
BA2999	5.533919986013618	1.5218285152086082
BA3001	8.967662310686702	3.283498109093232
BA3002	16.7972457877744	4.609381041663816
BA3004	7.085755351782302	2.9380858579637814
BA3006	7.136737262954476	1.748787766814016
BA3008	0.2984697073842119	0.0077259165993786
BA3009	6.894381047571565	5.390947118477055
BA3010	5.412972758144391	1.3260803715209823
BA3011	19.55809814346926	0.7382217721149416
BA3013	9.247982876855191	2.0879046289580168
BA3023	4.0703173877139145	0.9683986825238244
BA3025	4.821452582837324	5.080337428397208
BA3027	8.311939681222812	3.00421939840729
BA3029	5.9919030611137964	1.7401704021009063
BA3030	11.048257548925138	3.945677107330818
BA3037	7.5162662118315	0.4762799165476772
BA3038	13.281945296374737	5.051456112259189
BA3040	14.055834341442273	2.834850863947472
BA3042	10.083466709865757	4.309006570653918
BA3043	7.858543977921846	2.248677657799857
BA3049	12.85756735103648	1.7313959408230577
BA3051	10.971059465533544	0.6646889545802217
BA3053	13.537613702438962	7.861453717262678
BA3064	6.173738741923538	3.322682981534957
BA3067	7.462077652141978	3.741009251529377
BA3068	10.92123400166833	4.13495857796512
BA3070	7.295000725895216	3.443687359436515
BA3071	10.52390611206101	6.077216535055907
BA3072	8.537634657826874	8.213110499816764
BA3075	5.0177523164792746	1.3901999555975253
BA3076	6.436084135633871	0.0173066249405052
BA3077	16.521622849251806	2.748373652909503
BA2040	10.369023486536902	2.375963693373539
BA2160	9.025528918383657	7.2642666976875745
BA2303	8.486958621868874	2.840539695356444
BA2353	9.912825000169375	6.337646980555671
BA2516	12.22145040127422	6.1525607150623225
BA2590	11.020519906011817	7.098047545622784
BA2647	14.01612973269423	3.8849425733059006
BA2891	6.276369361840032	1.4775576433842594
BA2924	17.079325553908557	4.889603897989876
BA2971	8.74346075786503	3.468802501744926
BA3036	6.274789637985522	6.45483500374836
BA3059	15.366874484849632	1.0846267987184108
BA3073	12.639113852233436	2.979660609986603
BA3078	16.694293404719758	5.116092346503533
BA3079	8.381004427762392	2.368091955700928
BA3083	14.810650623264374	5.811712840678749
BA3084	8.931039707541247	2.779812080210334
BA3085	10.595121842708444	4.24132050223457
BA3087	18.36457240150483	9.970414668935453
BA3089	10.809715902166948	5.824776961198015
BA3094	8.270966085411256	4.087964389823318
BA3095	12.881896387377646	6.108688157768685
BA3098	9.590542634787692	3.053186060055868
BA3099	15.955877745803877	8.625616342847932
BA3103	12.263914273744836	1.4367437019194949
BA3108	20.79246823882168	10.156121900000151
BA3109	8.027688129345798	1.3927302351962607
BA3110	8.592635501023473	2.5078610552278597
BA3114	10.589312921282527	2.7530216948668005
BA3116	6.607313984515323	1.0875424370572109
BA3117	16.365237048266398	7.193373265148163
BA3118	12.705569947122092	5.277096192183644
BA3119	12.810425741677957	12.883161912408516
BA3123	6.382645609230425	4.803611327801272
BA3124	9.284977057831163	4.21054428006405
BA3126	11.412819087950716	2.8246321209328777
BA3128	8.810140240962603	3.608092487922375
BA3130	8.426457892847933	2.5404865644497363
BA3133	16.356477365148123	8.316171632292765
BA3135	9.496110992875614	5.669922987556664
BA3136	11.243952690380354	7.408721497640738
BA3137	9.02747316791148	1.6213128686583913
BA3138	11.423077315635409	2.926481202698819
BA3139	21.45425266023014	6.8770572259705816
BA3141	12.966304139588166	4.599395654944109
BA3142	14.091857300176931	14.0982824377567
BA3145	10.354261631048317	4.677822210665414
BA3146	7.933065611315002	3.2749571865861946
BA3149	6.029497936530812	2.387201305919367
BA3152	14.817160210145763	4.349984345086304
BA3153	11.934807261655983	3.0527241982844227
BA3154	10.37847228212452	4.28942234204808
BA3156	20.914478818740264	3.2278813784839597
BA3157	10.776595378268189	5.383763330246449
BA3158	10.1711382617597	2.427680769014372
BA3162	11.237044105692334	0.9929945971919996
BA3163	8.312243991569263	1.6091564442133084
BA3164	14.73226368307242	5.868617775283941
BA3167	7.282263747764319	1.3512052762913591
BA3169	16.814891128842294	0.8099630790379262
BA3171	19.46649574711684	5.544770658175454
BA3173	13.476480334718383	1.7308377241602686
BA3174	9.1782654338674	2.78049200831482
BA3175	5.595467776707004	3.916354169042656
BA3176	10.516834615247337	1.398144493560881
BA3177	19.33996055650852	2.6684240618836683
BA3178	11.331439290758995	2.2011568745523635
BA3180	14.02641990095722	2.8429799230863977
BA3181	9.503419985420877	3.4169526216468147
BA3182	14.978060789083155	6.465568450520892
BA3183	14.519903017517604	8.637727802183933
BA3185	12.291302372484742	3.3780862457251213
BA3186	14.913191470830974	7.658752176405559
BA3187	11.349434096297829	2.660248828732659
BA3189	11.932120982129211	7.486407566060087
BA3190	19.097652187768876	1.344322793828056
BA3191	8.862948952022187	4.6694024901881175
BA3192	19.90767000833373	3.5077787205700552
BA3194	15.667454413013024	8.662644524733851
BA3195	8.708910526307639	7.4496398989691635
BA3197	8.465826631517633	10.054760629602765
BA3199	19.909073905218158	6.719935411125861
BA3200	10.909278309870528	7.819164366709701
BA3202	16.823737521829127	2.685428461074084
BA3203	19.44197628482391	1.0415124745103943
BA3206	8.41819053439068	3.960770595829513
BA3207	18.366640693630632	9.902281146739536
BA3208	6.102771587580501	6.055922803560105
BA3210	14.175531101627	1.414333149336776
BA3211	8.689275557787132	5.250568268044968
BA3212	18.35884200611968	5.928094555982853
BA3213	13.56965681003816	4.602520007724814
BA3214	10.371187620116046	6.220395204836827
BA3216	9.438854222222687	5.618746466429752
BA3217	11.88035751769358	8.902646775270254
BA3219	11.093733857751708	3.3432382481703
BA3221	8.869172543186263	3.35154335856063
BA3222	23.17656100981065	4.655330714803816
BA3225	11.151218427400725	2.93339371005488
BA3226	9.794689013130396	6.800439759375081
BA3227	9.959340799942916	6.344520643349284
BA3228	16.46223049863661	8.08669053299697
BA3229	14.888690691276398	7.676464217231506
BA3230	10.88702275122798	2.888449091497991
BA3232	10.619888613709852	4.301224086517919
BA3234	13.592360891893474	4.332855018316021
BA3235	7.74587284666574	1.915317492902447
BA3237	9.877675574769016	4.639006836764641
BA3240	18.87188791833453	10.116098999271616
BA3242	5.801530323141875	3.331326029734452
BA3243	7.550988075131212	2.9046507866993294
BA3245	10.676015899769338	3.3602777891825237
BA3249	6.683662417446377	1.7662823115441877
BA3250	11.761587752013284	3.933912694393884
BA3251	7.336191837077552	4.276729172274
BA3255	10.457541463274575	5.48695761692525
BA3258	13.18937285519026	1.7224400452540294
BA3260	20.570341633841405	1.0478724751794728
BA3261	10.313149155349263	4.870043185968817
BA3264	17.167519551517515	11.23593616992158
BA3266	15.986410426489345	12.655947589873191
BA3268	33.269145031387254	9.627225643645808
BA3269	9.949139208808512	2.378683040839632
BA3270	17.86849096029282	6.257724076633806
BA3271	13.764132629312732	5.419991651726451
BA3273	7.8145711334608	1.8203280536965825
BA3275	14.962094263120866	4.6617186114798645
BA3277	10.81707913018485	1.1887544877672702
BA3280	8.696961129621478	2.9610502249776087
BA3283	12.250071841697912	2.004062218207752
BA3285	25.58677903338585	5.7232340132082165
BA3286	9.58094773570941	3.752073025344385
BA3289	5.473680908679123	0.4495356215814276
BA3290	18.14242124639833	8.673827288058016
BA3293	16.07744382884652	9.284535522740304
BA3295	14.657653131414444	5.400211193073215
BA3296	16.831911144316937	6.435364320786594
BA3297	16.19473077928634	11.028395922575465
BA3299	8.700308143455324	1.7767219872844695
BA3300	8.41754525873113	4.756270975227372
BA3302	17.931316082994414	15.037900211520007
BA3305	13.210384284552964	3.382023148591666
BA3306	11.499892572410136	4.024635907308313
BA3308	13.816117444757213	8.715486115863088
BA3310	7.100560037626962	3.9395821225295418
BA3311	14.976188771036478	6.11081535565318
BA3312	19.56142930717515	7.919782610348514
BA3315	36.35478052805157	6.101530486404784
BA3317	11.16052886825041	8.061095334546799
BA3318	27.032917147356	1.6558276347622718
BA3319	15.667229116628087	0.2441810252409822
BA3322	12.591249945719875	2.9021558922236363
BA3324	18.160367263148338	6.968018258236888
BA3325	6.980786815663781	7.743812142556275
BA3326	13.32551613432835	1.3067779009490268
BA3328	16.533021042745304	9.490785619680636
BA3329	15.802833118921944	4.566633471254719
BA3332	15.290522516662271	1.507759522582156
BA3333	11.232635186040444	11.637307978303612
BA3334	9.617271313844697	0.4513920099875156
BA3335	9.93084257211786	5.688921840999604
BA3339	11.679638650782366	3.6418119783279423
BA3341	10.240655098975587	2.062199914540442
BA3345	9.919192049605591	2.438859806788409
BA3347	6.208006682575883	1.3679641845379027
BA3351	13.581704757796958	7.446937293669149
BA3352	6.888519922529282	0.8842332741807212
BA3353	14.586040996840996	9.145652997699282
BA3357	11.209355070417873	5.684862428359192
BA3362	8.905632409862548	3.3403728135202493
BA3367	10.039284949472163	3.3419890103874423
BA3369	16.31057767629538	6.889214099002313
BA3371	18.356492926805508	1.6825871968808783
BA3373	19.10898852239754	20.23629457544695
BA3374	7.641555016365422	1.4028629180029226
BA3375	7.289816251366465	5.380317903473276
