	ABL1	PTPN11
BA2195	0.0100342465753424	14.336606250077994
BA2198	0.0141474405191059	24.27571049216176
BA2200	0.0183453496755587	26.928559786333977
BA2201	0.0077883922134102	9.978055050059655
BA2209	0.0153947368421052	22.076077389552587
BA2211	0.0313320115356885	20.845116837129552
BA2212	0.0161824080749819	16.046259992426943
BA2217	0.0262707281903388	17.25773418530235
BA2218	0.0069124008651766	6.826098889513902
BA2220	0.0089419610670511	19.99302206903679
BA2221	0.0084661139149242	13.891169269646026
BA2224	0.0088914924297043	15.746570609407398
BA2226	0.0220944484498918	35.594568200215875
BA2227	0.0209408795962509	20.566662558035475
BA2228	0.0196377072819033	31.58191862597761
BA2229	0.0153713049747656	22.842406017910843
BA2233	0.0236860129776496	11.68651186178452
BA2234	0.0152505407354001	23.83604018002981
BA2235	0.0130641672674837	16.93783243048724
BA2236	0.018817591925018	17.10677834467662
BA2239	0.0091726748377793	12.671970258407695
BA2240	0.0207876712328767	32.82564183162422
BA2242	0.0155587599134823	15.108524261191386
BA2244	0.0166348233597692	16.703098361242425
BA2245	0.0197404470079307	27.23701469607077
BA2248	0.00905010814708	18.021485243068607
BA2249	0.012557678442682	19.820132751616875
BA2251	0.0230894015861571	24.041312888159325
BA2256	0.0136391492429704	21.2694864029464
BA2260	0.0076297764960346	15.06476337440292
BA2261	0.0063482335976928	13.554985909602705
BA2269	0.006685291997116	7.288289697010792
BA2271	0.0136319394376351	23.767570026595955
BA2272	0.01	13.426817949372552
BA2273	0.0184607065609228	20.92003759838108
BA2275	0.0184697188175919	30.77809871769253
BA2276	0.0092519826964671	9.802587303813771
BA2277	0.0193421052631578	28.984974751726572
BA2280	0.0273449891852919	36.02391226937596
BA2281	0.0179271809661139	24.714170199476584
BA2282	0.0063031723143475	10.677679167455665
BA2286	0.0208507570295602	19.26681200456671
BA2288	0.0124134823359769	11.989504699854704
BA2292	0.0175486661860129	17.066790029537966
BA2294	0.0140573179524152	18.64893527551698
BA2296	0.0239365537130497	22.29957868956445
BA2300	0.0072584715212689	43.36201878081463
BA2301	0.0100739005046863	17.17391841821858
BA2302	0.0157948810382119	15.047122232078092
BA2304	0.0063734679163662	11.9112688660931
BA2306	0.0136121124729632	21.735601362558118
BA2308	0.0117321557317952	20.53666185334545
BA2309	0.0130984138428262	15.545585296205092
BA2311	0.0107876712328767	15.943647814374067
BA2312	0.009127613554434	14.255560432594663
BA2316	0.0084282624369142	11.833488100064708
BA2322	0.0178568853640951	18.783224486578543
BA2325	0.0081506849315068	12.965161394152023
BA2329	0.0087815428983417	14.056210308863916
BA2334	0.0099639509733237	12.62961482015614
BA2339	0.0048882480173035	10.07233239304843
BA2344	0.0139077144917087	17.578295431558026
BA2347	0.0055064888248017	10.60485474663724
BA2348	0.0043727469358327	6.115332076319994
BA2350	0.0045818312905551	9.193626124181776
BA2354	0.0157534246575342	26.85809878940205
BA2355	0.0216312184571016	28.213171521526025
BA2357	0.0130569574621485	12.096228589065744
BA2360	0.0196322999279019	17.441680182021315
BA2361	0.0122873107426099	15.640355573979225
BA2363	0.0046250901225666	7.265255569540064
BA2369	0.0189221341023792	17.352365815259695
BA2374	0.0208489545782263	22.25457706566727
BA2375	0.0116131939437635	20.60366786007736
BA2376	0.0086265320836337	14.615257822841585
BA2377	0.0481254506128334	56.65977229474132
BA2379	0.0132227829848594	14.158814716166807
BA2385	0.0062310742609949	15.821664582844797
BA2386	0.0189491708723864	18.56153561833365
BA2387	0.0169881038211968	17.867202935412564
BA2394	0.0097242249459264	24.2771204638846
BA2399	0.0148125450612833	16.77978211464477
BA2400	0.0313842826243691	33.409421853643565
BA2402	0.0125630857966834	21.55147881647229
BA2405	0.0074134823359769	8.992112591301716
BA2406	0.0122512617159336	17.603046962604882
BA2409	0.0120385724585436	16.134645499607267
BA2410	0.0260958904109589	23.508783213275468
BA2412	0.0044754866618601	12.083923600125766
BA2413	0.0136788031723143	20.84089985404676
BA2414	0.0243258832011535	23.109996907261888
BA2415	0.0047260273972602	8.958470132292872
BA2417	0.0171773612112472	12.163366192061568
BA2418	0.0077685652487382	9.96896354359555
BA2420	0.0105136986301369	16.866003015626717
BA2421	0.0181596971881759	16.92673423317062
BA2423	0.0107894736842105	14.751997327232958
BA2425	0.0087941600576784	26.66444857976821
BA2426	0.0100558759913482	14.503000724072276
BA2427	0.0086571737563085	13.070745996705138
BA2429	0.0106452775775054	13.768360037750732
BA2440	0.01405010814708	29.723132609121524
BA2441	0.0184354722422494	41.20793910813574
BA2442	0.0116095890410958	21.086201283907577
BA2446	0.0115392934390771	17.11686182048427
BA2449	0.0213698630136986	27.077802326060773
BA2450	0.0162040374909877	17.71726961814574
BA2452	0.0252541456380677	25.65524050720269
BA2454	0.0121611391492429	35.05368302088811
BA2455	0.0087148521989906	12.289164675255828
BA2456	0.0047837058399423	13.950895692973427
BA2459	0.0067934390771449	13.506816410638717
BA2461	0.0103262436914203	17.605447176656806
BA2463	0.0140356885364095	8.529694171951283
BA2464	0.0198936553713049	18.653957475750417
BA2469	0.0165843547224224	16.058434401092825
BA2470	0.0112599134823359	18.06676171934564
BA2472	0.0163428262436914	12.53774506496096
BA2473	0.0219412400865176	17.484295945175315
BA2474	0.0123521989906272	11.976191689993987
BA2477	0.025086517664023	27.62873928353473
BA2479	0.0077253064167267	9.05735371383992
BA2480	0.023895097332372	15.07667326712341
BA2481	0.0052072819033886	7.905302732530726
BA2482	0.0118006488824801	18.871909873990514
BA2483	0.0151604181687094	23.113646724518468
BA2485	0.0216672674837779	16.997467879324958
BA2488	0.0136697909156452	18.61756067887301
BA2489	0.0131038211968276	14.375448488790347
BA2492	0.007577505407354	23.423536552613918
BA2494	0.0152487382840663	27.76119616246304
BA2496	0.0059769286229271	11.303134266305342
BA2497	0.0092682047584715	15.509222593372778
BA2499	0.0128262436914203	21.306381556499467
BA2500	0.0246304974765681	22.85014834089934
BA2501	0.0150558759913482	27.64017779937036
BA2502	0.0097837058399423	15.419496092716289
BA2505	0.0148648161499639	22.618262352897844
BA2507	0.0108904109589041	13.117400583691786
BA2510	0.016472602739726	16.596326837129745
BA2511	0.0059480894015861	7.576311623180422
BA2512	0.0125036049026676	18.365188571672864
BA2514	0.0112743330930064	14.0573570247011
BA2515	0.0118655371304974	13.616400529065125
BA2520	0.0036265320836337	10.124872039111818
BA2521	0.0162959625090122	22.686598606565777
BA2523	0.0194394376351838	17.27865630355619
BA2524	0.0125360490266762	15.008144435780832
BA2525	0.0119700793078586	10.69220265035837
BA2526	0.0263968997837058	16.43016215675039
BA2528	0.0154992790194664	14.496082418038116
BA2532	0.0165176640230713	26.994820577963555
BA2534	0.0232516222062004	26.52090747749868
BA2538	0.012586517664023	19.29682033867496
BA2539	0.0068961788031723	14.94201581471722
BA2540	0.0125937274693583	11.925365567704668
BA2541	0.0059012256669069	16.377222602569002
BA2545	0.0118186733958183	20.774460735053797
BA2546	0.0096431146359048	18.90925008430857
BA2552	0.0384967555875991	16.844865738755697
BA2559	0.014059120403749	13.958147235916003
BA2561	0.0080064888248017	8.145778081906649
BA2563	0.0161067051189617	17.140711255066226
BA2564	0.0097710886806056	13.84867248248827
BA2567	0.0041636625811103	6.508553821119259
BA2570	0.0145692141312184	22.246143386218243
BA2575	0.0071935832732516	10.317350997730973
BA2577	0.0213626532083633	20.22636956589238
BA2579	0.0098648161499639	18.10664537860202
BA2583	0.0164635904830569	25.45985384432993
BA2584	0.0166005767844268	21.72733501106076
BA2587	0.0186751982696467	20.84602976613773
BA2588	0.0140032444124008	15.214927008279007
BA2589	0.0179704397981254	17.83367875837225
BA2592	0.0183543619322278	19.67514722956592
BA2593	0.0048125450612833	0.806959987695191
BA2594	0.0085021629416005	21.385083394123576
BA2595	0.0101045421773612	13.23326764764157
BA2597	0.0188248017303532	19.3327214703289
BA2600	0.011598774333093	12.513290962484431
BA2603	0.0146557317952415	19.495845548150765
BA2618	0.0207354001441961	21.42045759112556
BA2619	0.0106759192501802	16.17988258249996
BA2620	0.0146971881759192	23.841648865592475
BA2621	0.009030281182408	14.776479046976252
BA2622	0.0153731074260994	17.805922104376506
BA2623	0.0129217736121124	32.19192442356146
BA2629	0.0102992069214131	12.049372562036998
BA2631	0.0144736842105263	17.765887515431547
BA2634	0.0064221341023792	18.030135009191984
BA2636	0.008720259552992	18.387464891511136
BA2639	0.0137959625090122	21.14335888267489
BA2644	0.0111986301369863	13.821744796881456
BA2645	0.0217844268204758	21.63656072555641
BA2646	0.0225540735400144	24.4369376718637
BA2649	0.0211121124729632	23.61824974367091
BA2651	0.007761355443403	14.860480551312358
BA2653	0.0130948089401586	34.850818404792626
BA2655	0.0299783705839942	47.43736861174049
BA2656	0.0079307858687815	12.12662421716787
BA2657	0.0115537130497476	19.61835238694822
BA2658	0.0126622206200432	20.50271748115739
BA2659	0.0140519105984138	19.89432939674631
BA2660	0.0080857966834895	16.09256682681115
BA2662	0.0143330930064888	11.890206840810071
BA2663	0.0116925018024513	12.413112564508364
BA2667	0.0136445565969718	14.509474103598627
BA2670	0.0059354722422494	17.203848885982865
BA2674	0.0104379956741167	17.08458842168624
BA2675	0.0151568132660418	20.1523108150165
BA2676	0.0147981254506128	18.471597317007145
BA2677	0.0095962509012256	18.474724978739363
BA2681	0.0056380677721701	14.961149805577987
BA2682	0.012732516222062	18.968384575649008
BA2685	0.0221935832732516	24.87928564937093
BA2688	0.0081380677721701	8.999643521478735
BA2691	0.0082858687815428	26.60766620715489
BA2694	0.0088482335976928	8.940636481362267
BA2695	0.0070007209805335	11.113949646200632
BA2697	0.0056218457101658	6.211635430137915
BA2701	0.009388968997837	10.854804972545956
BA2704	0.0232498197548666	15.96044026496363
BA2705	0.0289185291997116	28.02719163182656
BA2707	0.0052000720980533	28.20497772915546
BA2709	0.008352559480894	11.745931056780709
BA2712	0.0131182408074981	16.27665074420519
BA2714	0.0148071377072819	18.143664034553343
BA2715	0.0302505407354001	20.042486088689763
BA2718	0.0331092285508291	23.089699230078125
BA2720	0.0045331651045421	12.499001760287484
BA2721	0.0158417447728911	12.756859565193144
BA2722	0.0155623648161499	36.23071570603857
BA2723	0.0153586878154289	29.993517628435697
BA2724	0.008516582552271	12.16779721808452
BA2726	0.008866258111031	13.721793863032117
BA2727	0.0105082912761355	24.352157301791276
BA2728	0.0145583994232155	20.92128102525624
BA2731	0.0071449170872386	10.295416030234597
BA2733	0.006016582552271	8.948994655603082
BA2735	0.0094772891131939	12.372451449618843
BA2737	0.0095133381398702	12.292858009301243
BA2742	0.0109138428262436	18.85118544658078
BA2744	0.0048918529199711	3.9198204304309896
BA2746	0.0107534246575342	16.2076074390329
BA2747	0.0102829848594087	13.101929630506284
BA2748	0.0250684931506849	24.480733823259456
BA2751	0.0057804614275414	13.802094628993377
BA2756	0.015416366258111	11.87550251643058
BA2758	0.0097909156452775	9.022799622152242
BA2760	0.0199783705839942	27.60912424239977
BA2762	0.0134895457822638	15.388977562835112
BA2764	0.0110994953136265	10.069561261865465
BA2765	0.0068673395818312	17.14413465232734
BA2769	0.0132498197548666	14.043019995461844
BA2772	0.0075180245133381	9.143644694829923
BA2775	0.0131074260994953	18.05892214543221
BA2776	0.0300306416726748	20.830486645900645
BA2778	0.0114708002883922	10.989977861480172
BA2782	0.0080569574621485	13.878190087390008
BA2786	0.0120547945205479	18.27791042910173
BA2787	0.0031254506128334	5.6755118241410845
BA2789	0.026472602739726	22.964068186475405
BA2791	0.0192880317231434	20.225337019712004
BA2792	0.0083723864455659	11.545427443793784
BA2798	0.019176279740447	16.86073780409702
BA2801	0.005706560922855	7.079135548765892
BA2802	0.0085291997116077	20.816468115506016
BA2804	0.0094412400865176	11.61417027127326
BA2806	0.0151315789473684	19.944909421351287
BA2808	0.006452775775054	23.89516775182759
BA2809	0.0128298485940879	25.205249832007343
BA2811	0.0167159336697909	22.531658923298234
BA2812	0.006986301369863	11.278141720448886
BA2813	0.0101748377793799	13.185204798990895
BA2814	0.012141312184571	10.998926841698047
BA2816	0.0128983417447728	14.682751910470357
BA2817	0.0133705839942321	19.076077941418035
BA2820	0.0195241528478731	17.42734179251839
BA2821	0.0274477289113193	41.08460224903144
BA2822	0.0146539293439077	27.707610953060268
BA2824	0.0203262436914203	15.51860183924447
BA2828	0.0093727469358327	16.516905691381577
BA2829	0.0157137707281903	22.93902509570921
BA2830	0.0076910598413842	10.383890896536236
BA2832	0.0145367700072098	21.520654809371543
BA2836	0.0119899062725306	12.410736964829647
BA2837	0.0134246575342465	22.68869528053545
BA2839	0.0310886806056236	31.47902346758594
BA2840	0.0080533525594808	20.344087438748627
BA2841	0.0249585436193222	17.19563079110181
BA2842	0.0069790915645277	9.87503993168549
BA2843	0.0125991348233597	10.759648849232097
BA2844	0.0165176640230713	17.519910873331575
BA2846	0.0267069214131218	18.356558404029816
BA2850	0.0103568853640951	13.304039153051272
BA2851	0.0235832732516222	24.74430898881538
BA2852	0.0104434030281182	9.39744119424496
BA2855	0.0142087238644556	16.983662016880555
BA2856	0.0061751982696467	11.953607690475405
BA2858	0.0095602018745493	12.54059537834257
BA2860	0.0067519826964671	14.368666416083736
BA2861	0.0149585436193222	17.255761639294423
BA2865	0.0138139870223503	16.085948713454815
BA2866	0.0177505407354001	20.988910086733465
BA2867	0.0181416726748377	17.057935542000653
BA2868	0.022945205479452	23.39346943105684
BA2870	0.0288085796683489	23.594340943965413
BA2871	0.0117988464311463	22.92705419454225
BA2872	0.011559120403749	18.741718496437635
BA2876	0.0157948810382119	13.05937701271505
BA2879	0.0138914924297043	15.346610455381596
BA2880	0.0088518385003604	19.298624368530277
BA2882	0.0111085075702956	16.501308481669444
BA2883	0.0226189617880317	28.02652757539978
BA2885	0.0144754866618601	20.323226732136902
BA2887	0.0185832732516222	27.113580637312303
BA2889	0.0001099495313626	0.0875718292395306
BA2893	0.0105371304974765	12.438366449449632
BA2901	0.0094160057678442	8.911854983280827
BA2902	0.0132930785868781	9.781987611671086
BA2903	0.0040879596250901	5.8252669143869324
BA2904	0.0122098053352559	20.511765069022875
BA2905	0.0205587599134823	22.158377566778068
BA2906	0.0187761355443403	20.97641409721712
BA2908	0.0214978370583994	22.964236628103
BA2909	0.0079055515501081	11.393440889762536
BA2910	0.0172152126892573	26.039086558029855
BA2911	0.0161535688536409	20.676224838364604
BA2914	0.0139798125450612	14.864300604321452
BA2915	0.0079091564527757	2.4328349322857488
BA2921	0.0102000720980533	17.342655857141835
BA2922	0.017528839221341	19.45514468558938
BA2923	0.0063229992790194	9.324307881828563
BA2926	0.0152487382840663	18.985280328428587
BA2928	0.0180551550108147	16.99489533644852
BA2930	0.0134913482335976	14.772232089607146
BA2932	0.0167591925018024	19.39002926649722
BA2934	0.0065338860850757	9.666441163001428
BA2935	0.0084967555875991	9.8055915577313
BA2937	0.0097638788752703	17.728435422178972
BA2939	0.0099242970439798	9.613836125869696
BA2944	0.020232516222062	37.273428604108325
BA2947	0.0107516222062004	12.260259437537863
BA2948	0.0091474405191059	20.34240844112544
BA2950	0.0101117519826964	24.61457698645949
BA2951	0.0080299206921413	17.994078622145278
BA2952	0.0254001441961067	29.46130887451957
BA2953	0.0064059120403749	7.119131264936361
BA2955	0.0074098774333093	11.079787958313918
BA2956	0.0048413842826243	8.456345817943266
BA2962	0.0184571016582552	23.858583793668988
BA2970	0.0105118961788031	15.915693625104783
BA2972	0.0217393655371304	17.41065312012189
BA2976	0.0060994953136265	17.547738758218404
BA2978	0.0098107426099495	14.380085965802447
BA2981	0.0137527036770007	18.38874052423637
BA2984	0.0127253064167267	14.292621993283603
BA2986	0.0124855803893294	21.580757188588983
BA2989	0.018972602739726	24.00121430143089
BA2992	0.0137328767123287	23.773083192736525
BA2993	0.0062509012256669	13.746983365398792
BA2994	0.0163446286950252	16.195360831231696
BA2995	0.0128929343907714	14.226280985452092
BA2999	0.0155875991348233	19.843364077475588
BA3001	0.0230966113914924	17.563487198047362
BA3002	0.0170007209805335	25.50808827573434
BA3004	0.0253803172314347	15.608812999937536
BA3006	0.0083777937995674	12.839218939670136
BA3008	0.0010868781542898	0.3024746645466369
BA3009	0.0132912761355443	19.00767808704315
BA3010	0.0096232876712328	13.471822152629985
BA3011	0.0240374909877433	16.101145784715605
BA3013	0.0143240807498197	15.708048835653983
BA3023	0.0165969718817591	15.969899129745126
BA3025	0.0182480173035328	21.415811482988914
BA3027	0.0054902667627974	11.767185739708172
BA3029	0.0092357606344628	11.15146680258528
BA3030	0.0145746214852198	21.48190280374938
BA3037	0.0189149242970439	22.2782221986156
BA3038	0.0169196106705118	26.55507350364625
BA3040	0.0160490266762797	10.284433446876143
BA3042	0.0222819033886085	31.72094437542168
BA3043	0.0070421773612112	10.470547026983365
BA3049	0.0035255948089401	4.117595877094332
BA3051	0.0110310021629416	13.595286777007743
BA3053	0.0164708002883922	26.450463651669352
BA3064	0.0178640951694304	20.540047002368336
BA3067	0.0239329488103821	23.36920556656413
BA3068	0.0234066330209084	32.45059839302056
BA3070	0.0086355443403028	12.1444536907277
BA3071	0.0194971160778659	21.464150263823875
BA3072	0.021346431146359	21.57826906900937
BA3075	0.0129073540014419	9.723037880976213
BA3076	0.0033759913482335	6.540752641554783
BA3077	0.0144196106705118	22.0819170780264
BA2040	0.0086806056236481	15.672587981979838
BA2160	0.0166672674837779	17.36120576653304
BA2303	0.0109228550829127	14.9541813990598
BA2353	0.0162563085796683	27.053106136299423
BA2516	0.0162851478010093	21.08811274155857
BA2590	0.0327685652487382	29.000451867867977
BA2647	0.0120223503965392	21.108685608031497
BA2891	0.009543979812545	10.17515405334373
BA2924	0.0133219178082191	20.41967459660164
BA2971	0.0093204758471521	18.940947554673404
BA3036	0.0145259552992069	21.384593817474084
BA3059	0.015571377072819	18.45937453296146
BA3073	0.0136878154289834	14.84450489167849
BA3078	0.0171070656092285	35.0269700238743
BA3079	0.0097873107426099	19.759139347093875
BA3083	0.0143294881038211	21.785963232031836
BA3084	0.0100558759913482	17.656558398249846
BA3085	0.0095872386445565	25.872641007052707
BA3087	0.0460724585436193	48.5855896456134
BA3089	0.0248864455659697	22.986207520380876
BA3094	0.0194214131218457	28.26249662585782
BA3095	0.0163680605623648	20.48777381969131
BA3098	0.0141834895457822	23.44252761522881
BA3099	0.0234228550829127	36.27265904045707
BA3103	0.0260598413842826	21.065206446261048
BA3108	0.0228857245854361	27.033076930573397
BA3109	0.0128082191780821	17.82058859301079
BA3110	0.0175684931506849	23.41277615706976
BA3114	0.0120421773612112	11.037261146321583
BA3116	0.0108183129055515	13.41131310571824
BA3117	0.030697548666186	32.78472576806222
BA3118	0.0119214131218457	18.329457750536196
BA3119	0.0342880317231434	24.128222325001342
BA3123	0.0154091564527757	19.102736351061573
BA3124	0.0086968276856524	11.533846854584027
BA3126	0.0155641672674837	22.955270500767607
BA3128	0.0190338860850757	17.747880451247198
BA3130	0.0098792357606344	11.920672902648082
BA3133	0.0151586157173756	35.36277007728236
BA3135	0.0262274693583273	14.349588349401817
BA3136	0.015542537851478	25.86582757868546
BA3137	0.0138572458543619	17.854907308978852
BA3138	0.0158543619322278	17.78124606270047
BA3139	0.0150522710886806	61.63823148896592
BA3141	0.0224477289113193	21.17366965247484
BA3142	0.0263806777217015	46.39674618673909
BA3145	0.0116618601297764	20.977993320907068
BA3146	0.0169232155731795	21.420645132842065
BA3149	0.0144826964671953	21.46375262377132
BA3152	0.0138248017303532	26.508957341166152
BA3153	0.0316888968997837	31.360191500286355
BA3154	0.0201856524873828	33.8945789881704
BA3156	0.0050630857966834	19.34619153491483
BA3157	0.0243006488824801	22.981963365048777
BA3158	0.015192862292718	21.77846810186041
BA3162	0.0246665465032444	22.8949383967865
BA3163	0.0108471521268925	14.4237231216416
BA3164	0.0192736121124729	29.6296631175548
BA3167	0.0217844268204758	20.37734638667424
BA3169	0.0142862292718096	20.29147040226294
BA3171	0.0217898341744772	48.84039783947807
BA3173	0.0176514059120403	27.829308826030204
BA3174	0.0074242970439798	22.37297023278706
BA3175	0.0070782263878875	16.811335816817067
BA3176	0.0175648882480173	18.479104101929305
BA3177	0.0181578947368421	36.87810377153141
BA3178	0.018866258111031	11.208811259573448
BA3180	0.0314023071377072	28.61143144343408
BA3181	0.0079632299927901	12.440330880740996
BA3182	0.0166888968997837	27.353553201278583
BA3183	0.0248089401586157	28.978146536774226
BA3185	0.0126496034607065	15.985942682612288
BA3186	0.0253749098774333	26.47997995132528
BA3187	0.0107930785868781	17.57796692841682
BA3189	0.0150558759913482	34.53977199727177
BA3190	0.0103731074260994	13.51395594099088
BA3191	0.0097116077865897	17.366948446944086
BA3192	0.016888968997837	25.432526293654444
BA3194	0.0324909877433309	35.67807474315054
BA3195	0.0149477289113193	16.32746424403415
BA3197	0.0242429704397981	16.63475308448908
BA3199	0.025270367700072	26.65674606156989
BA3200	0.0230785868781542	21.68773720343021
BA3202	0.0192880317231434	24.731199757800784
BA3203	0.0158597692862292	14.564664473178336
BA3206	0.0162743330930064	22.87187580538737
BA3207	0.0133020908435472	20.93661865223642
BA3208	0.0090915645277577	18.467442838188436
BA3210	0.0217123287671232	24.78912238350235
BA3211	0.0179812545061283	20.748175865336798
BA3212	0.0332281903388608	38.15588542709592
BA3213	0.0166149963950973	28.46217833144418
BA3214	0.009592645998558	19.08733122312428
BA3216	0.0157137707281903	14.235422378805008
BA3217	0.0261878154289834	16.57933450583457
BA3219	0.0107354001441961	14.276217475174631
BA3221	0.0088698630136986	15.360052467386074
BA3222	0.0215771449170872	44.76398057186985
BA3225	0.0116240086517664	16.09293479135653
BA3226	0.0166204037490987	19.48571020972318
BA3227	0.0285291997116077	22.25234597438029
BA3228	0.0207173756308579	28.72636604822609
BA3229	0.0180821917808219	29.577344727627555
BA3230	0.0169899062725306	19.647328967074145
BA3232	0.0152343186733958	18.49527026174983
BA3234	0.0154217736121124	20.08371382092816
BA3235	0.0098558038932948	15.251369841441742
BA3237	0.013042537851478	27.710454344989923
BA3240	0.0435886806056236	26.32865066612262
BA3242	0.0128731074260994	18.39992294417855
BA3243	0.0143330930064888	26.87378340778176
BA3245	0.0212076423936553	24.517819679753053
BA3249	0.0218637346791636	26.71166855790243
BA3250	0.0191041816870944	29.44174431035638
BA3251	0.0130353280461427	18.882798527727296
BA3255	0.0108309300648882	19.38877774498668
BA3258	0.0105461427541456	19.159649433808447
BA3260	0.0103064167267483	21.585253741284248
BA3261	0.0220511896178803	18.03978701628333
BA3264	0.029127613554434	28.553712628046647
BA3266	0.0226856524873828	28.6368867050076
BA3268	0.0360526315789473	33.97098950020134
BA3269	0.0187328767123287	15.09818979618322
BA3270	0.0144881038211968	24.36710321553369
BA3271	0.02060021629416	27.70990929186948
BA3273	0.0321178803172314	20.295308735493567
BA3275	0.028923936553713	28.30414470435814
BA3277	0.0209318673395818	17.05356568182269
BA3280	0.020474044700793	14.26806677844383
BA3283	0.0126387887527036	16.616712176158728
BA3285	0.0137274693583273	61.94626236782279
BA3286	0.0178496755587599	21.20403507190529
BA3289	0.00443763518385	8.6353142627251
BA3290	0.012072819033886	23.8294693656875
BA3293	0.0246773612112472	27.784150207402977
BA3295	0.0183255227108868	28.216844700843524
BA3296	0.0086697909156452	16.459691526553573
BA3297	0.029592645998558	31.419854843626496
BA3299	0.0119646719538572	13.79823545299889
BA3300	0.0211211247296323	37.39180899545986
BA3302	0.0303640951694304	47.34039708229746
BA3305	0.0147007930785868	17.83937734371445
BA3306	0.0206741167988464	15.717116188498958
BA3308	0.0207624369142033	21.42861916669409
BA3310	0.0220061283345349	16.086531064181372
BA3311	0.0114113193943763	26.16083771083053
BA3312	0.0251261715933669	26.16768293815772
BA3315	0.0143006488824801	34.91029248479522
BA3317	0.0217303532804614	21.20604847507581
BA3318	0.0297746935832732	31.2335997698694
BA3319	0.0158723864455659	22.04802992287178
BA3322	0.0114095169430425	18.91646934988225
BA3324	0.0199585436193222	43.687541613732776
BA3325	0.008613914924297	18.75979102881289
BA3326	0.0136049026676279	23.50581031761693
BA3328	0.0238320115356885	22.633433892583334
BA3329	0.0240699351117519	36.27569521813005
BA3332	0.0214257390050468	27.97536738578174
BA3333	0.0258345349675558	25.12459575859499
BA3334	0.0063284066330209	9.063933408196725
BA3335	0.0219340302811824	18.152727336039625
BA3339	0.0081434751261715	16.393764781558534
BA3341	0.0315843547224224	20.94647587040528
BA3345	0.0086535688536409	10.506468551955995
