	ABL1	ASXL1
BA2821	0.0274477289113193	0.018255482768442
BA2822	0.0146539293439077	0.0127670179436058
BA2824	0.0203262436914203	0.0127826829962973
BA2828	0.0093727469358327	0.0081287382512104
BA2829	0.0157137707281903	0.013459128453432
BA2830	0.0076910598413842	0.0082398177157504
BA2832	0.0145367700072098	0.0129820563941896
BA2836	0.0119899062725306	0.0094673882084876
BA2837	0.0134246575342465	0.009599829108516
BA2839	0.0310886806056236	0.0151965252064938
BA2840	0.0080533525594808	0.013570207917972
BA2841	0.0249585436193222	0.0143563087439475
BA2842	0.0069790915645277	0.0079606949587012
BA2843	0.0125991348233597	0.0152235830247792
BA2844	0.0165176640230713	0.0122543434918826
BA2846	0.0267069214131218	0.011664767872401
BA2850	0.0103568853640951	0.0104542865280546
BA2851	0.0235832732516222	0.0155568214183993
BA2852	0.0104434030281182	0.0178524636855596
BA2855	0.0142087238644556	0.0102207348333808
BA2856	0.0061751982696467	0.0096653375106807
BA2858	0.0095602018745493	0.0083252634577043
BA2860	0.0067519826964671	0.0039974366277413
BA2861	0.0149585436193222	0.0087638849330675
BA2865	0.0138139870223503	0.0103303902022215
BA2866	0.0177505407354001	0.0156322984904585
BA2867	0.0181416726748377	0.0163115921389917
BA2868	0.022945205479452	0.0134634007405297
BA2870	0.0288085796683489	0.0143121617772714
BA2871	0.0117988464311463	0.0069097123326687
BA2872	0.011559120403749	0.0093264027342637
BA2876	0.0157948810382119	0.0148405012816861
BA2879	0.0138914924297043	0.0139618342352606
BA2880	0.0088518385003604	0.0084648248362289
BA2882	0.0111085075702956	0.0099487325548276
BA2883	0.0226189617880317	0.0182711478211335
BA2885	0.0144754866618601	0.0103417829678154
BA2887	0.0185832732516222	0.0125434349188265
BA2889	0.0001099495313626	0.0002606095129592
BA2893	0.0105371304974765	0.0094275135289091
BA2901	0.0094160057678442	0.0054913130162346
BA2902	0.0132930785868781	0.0082383936200512
BA2903	0.0040879596250901	0.0045955568214184
BA2904	0.0122098053352559	0.0138607234406152
BA2905	0.0205587599134823	0.0130603816576473
BA2906	0.0187761355443403	0.0114354884648248
BA2908	0.0214978370583994	0.0140672173170037
BA2909	0.0079055515501081	0.0090316149245229
BA2910	0.0172152126892573	0.0099159783537453
BA2911	0.0161535688536409	0.0133622899458843
BA2914	0.0139798125450612	0.0094688123041868
BA2915	0.0079091564527757	0.0061050982626032
BA2921	0.0102000720980533	0.0067587581885502
BA2922	0.017528839221341	0.015105383081743
BA2923	0.0063229992790194	0.0043577328396468
BA2926	0.0152487382840663	0.0109712332668755
BA2928	0.0180551550108147	0.0079478780974081
BA2930	0.0134913482335976	0.0141754485901452
BA2932	0.0167591925018024	0.0125548276844203
BA2934	0.0065338860850757	0.0118157220165195
BA2935	0.0084967555875991	0.0076801481059527
BA2937	0.0097638788752703	0.0087126174878951
BA2939	0.0099242970439798	0.0078154371973796
BA2944	0.020232516222062	0.0193563087439475
BA2947	0.0107516222062004	0.0126003987467957
BA2948	0.0091474405191059	0.012694389062945
BA2950	0.0101117519826964	0.0146639134149814
BA2951	0.0080299206921413	0.0081970948447735
BA2952	0.0254001441961067	0.013051837083452
BA2953	0.0064059120403749	0.007620336086585
BA2955	0.0074098774333093	0.0076986613500427
BA2956	0.0048413842826243	0.00561093705497
BA2962	0.0184571016582552	0.0086371404158359
BA2970	0.0105118961788031	0.0098874964397607
BA2972	0.0217393655371304	0.0122358302477926
BA2976	0.0060994953136265	0.0112745656508117
BA2978	0.0098107426099495	0.0103375106807177
BA2981	0.0137527036770007	0.0067786955283395
BA2984	0.0127253064167267	0.0110751922529193
BA2986	0.0124855803893294	0.0172500712047849
BA2989	0.018972602739726	0.0206479635431501
BA2992	0.0137328767123287	0.0117872401025348
BA2993	0.0062509012256669	0.0069410424380518
BA2994	0.0163446286950252	0.0092138991740244
BA2995	0.0128929343907714	0.0236285958416405
BA2999	0.0155875991348233	0.0125704927371119
BA3001	0.0230966113914924	0.0116391341498148
BA3002	0.0170007209805335	0.0114027342637425
BA3004	0.0253803172314347	0.016622045001424
BA3006	0.0083777937995674	0.0085773283964682
BA3008	0.0010868781542898	0.0013486186271717
BA3009	0.0132912761355443	0.0147507832526345
BA3010	0.0096232876712328	0.008329535744802
BA3011	0.0240374909877433	0.0109925947023639
BA3013	0.0143240807498197	0.0088279692395328
BA3023	0.0165969718817591	0.0086001139276559
BA3025	0.0182480173035328	0.0104784961549416
BA3027	0.0054902667627974	0.0119866135004272
BA3029	0.0092357606344628	0.0069851894047279
BA3030	0.0145746214852198	0.0120364568499003
BA3037	0.0189149242970439	0.0124836228994588
BA3038	0.0169196106705118	0.0128667046425519
BA3040	0.0160490266762797	0.0115081173454856
BA3042	0.0222819033886085	0.0132754201082312
BA3043	0.0070421773612112	0.0076274565650811
BA3049	0.0035255948089401	0.0043933352321275
BA3051	0.0110310021629416	0.0097863856451153
BA3053	0.0164708002883922	0.0136371404158359
BA3064	0.0178640951694304	0.010838792366847
BA3067	0.0239329488103821	0.0157334092851039
BA3068	0.0234066330209084	0.0164611221874109
BA3070	0.0086355443403028	0.0090843064653944
BA3071	0.0194971160778659	0.0153745371688977
BA3072	0.021346431146359	0.0138849330675021
BA3075	0.0129073540014419	0.0076815722016519
BA3076	0.0033759913482335	0.0031600683565935
BA3077	0.0144196106705118	0.0097550555397322
BA2040	0.0086806056236481	0.0103531757334092
BA2160	0.0166672674837779	0.0127926516661919
BA2303	0.0109228550829127	0.01024067217317
BA2353	0.0162563085796683	0.0167074907433779
BA2516	0.0162851478010093	0.0139960125320421
BA2590	0.0327685652487382	0.0138820848761036
BA2647	0.0120223503965392	0.0157106237539162
BA2891	0.009543979812545	0.0094403303902022
BA2924	0.0133219178082191	0.0104927371119339
BA2971	0.0093204758471521	0.0129421817146112
BA3036	0.0145259552992069	0.0119524352036456
BA3059	0.015571377072819	0.0108003417829678
BA3073	0.0136878154289834	0.0082583309598405
BA3078	0.0171070656092285	0.0167131871261748
BA3079	0.0097873107426099	0.0129222443748219
BA3083	0.0143294881038211	0.0131472514953004
BA3084	0.0100558759913482	0.0097436627741384
BA3085	0.0095872386445565	0.0132697237254343
BA3087	0.0460724585436193	0.0218456280262033
BA3089	0.0248864455659697	0.0135431500996866
BA3094	0.0194214131218457	0.0108245514098547
BA3095	0.0163680605623648	0.0143449159783537
BA3098	0.0141834895457822	0.0109598405012816
BA3099	0.0234228550829127	0.0194588436342922
BA3103	0.0260598413842826	0.0108302477926516
BA3108	0.0228857245854361	0.0167160353175733
BA3109	0.0128082191780821	0.0117872401025348
BA3110	0.0175684931506849	0.0179336371404158
BA3114	0.0120421773612112	0.0123056109370549
BA3116	0.0108183129055515	0.0064240956992309
BA3117	0.030697548666186	0.0203204215323269
BA3118	0.0119214131218457	0.0096781543719737
BA3119	0.0342880317231434	0.0178339504414696
BA3123	0.0154091564527757	0.0134277983480489
BA3124	0.0086968276856524	0.017318427798348
BA3126	0.0155641672674837	0.008009114212475
BA3128	0.0190338860850757	0.0110096838507547
BA3130	0.0098792357606344	0.0102250071204784
BA3133	0.0151586157173756	0.017114782113358
BA3135	0.0262274693583273	0.0122643121617772
BA3136	0.015542537851478	0.0143491882654514
BA3137	0.0138572458543619	0.0109626886926801
BA3138	0.0158543619322278	0.0135317573340928
BA3139	0.0150522710886806	0.0220008544574195
BA3141	0.0224477289113193	0.0157747080603816
BA3142	0.0263806777217015	0.025727712902307
BA3145	0.0116618601297764	0.0141612076331529
BA3146	0.0169232155731795	0.0106522358302477
BA3149	0.0144826964671953	0.0130532611791512
BA3152	0.0138248017303532	0.0142822557675875
BA3153	0.0316888968997837	0.0232141839931643
BA3154	0.0201856524873828	0.0152890914269438
BA3156	0.0050630857966834	0.0180945599544289
BA3157	0.0243006488824801	0.0117260039874679
BA3158	0.015192862292718	0.0113101680432925
BA3162	0.0246665465032444	0.0118897749928795
BA3163	0.0108471521268925	0.0092822557675875
BA3164	0.0192736121124729	0.0186428367986328
BA3167	0.0217844268204758	0.0090159498718313
BA3169	0.0142862292718096	0.0086228994588436
BA3171	0.0217898341744772	0.0176872685844488
BA3173	0.0176514059120403	0.0153617203076046
BA3174	0.0074242970439798	0.0141996582170321
BA3175	0.0070782263878875	0.0088564511535175
BA3176	0.0175648882480173	0.0141028197094844
BA3177	0.0181578947368421	0.0147194531472514
BA3178	0.018866258111031	0.0068256906864141
BA3180	0.0314023071377072	0.0131714611221874
BA3181	0.0079632299927901	0.0082996297351182
BA3182	0.0166888968997837	0.0151153517516377
BA3183	0.0248089401586157	0.0155553973227
BA3185	0.0126496034607065	0.0235659356308743
BA3186	0.0253749098774333	0.0252705781828538
BA3187	0.0107930785868781	0.011214753631444
BA3189	0.0150558759913482	0.016066647678724
BA3190	0.0103731074260994	0.0134562802620336
BA3191	0.0097116077865897	0.0089305041298775
BA3192	0.016888968997837	0.0113215608088863
BA3194	0.0324909877433309	0.0228837937909427
BA3195	0.0149477289113193	0.0160709199658217
BA3197	0.0242429704397981	0.0113301053830817
BA3199	0.025270367700072	0.0173639988607234
BA3200	0.0230785868781542	0.0148447735687838
BA3202	0.0192880317231434	0.0190501281686129
BA3203	0.0158597692862292	0.0096824266590714
BA3206	0.0162743330930064	0.0155098262603246
BA3207	0.0133020908435472	0.0124565650811734
BA3208	0.0090915645277577	0.0127371119339219
BA3210	0.0217123287671232	0.0214041583594417
BA3211	0.0179812545061283	0.0065736257476502
BA3212	0.0332281903388608	0.024864710908573
BA3213	0.0166149963950973	0.012898034747935
BA3214	0.009592645998558	0.0150911421247507
BA3216	0.0157137707281903	0.0115309028766733
BA3217	0.0261878154289834	0.0087126174878951
BA3219	0.0107354001441961	0.011097977784107
BA3221	0.0088698630136986	0.013070350327542
BA3222	0.0215771449170872	0.0160395898604386
BA3225	0.0116240086517664	0.0113358017658786
BA3226	0.0166204037490987	0.0119866135004272
BA3227	0.0285291997116077	0.0170065508402164
BA3228	0.0207173756308579	0.0207234406152093
BA3229	0.0180821917808219	0.0170179436058103
BA3230	0.0169899062725306	0.0120891483907718
BA3232	0.0152343186733958	0.0109854742238678
BA3234	0.0154217736121124	0.012546283110225
BA3235	0.0098558038932948	0.0073939048704072
BA3237	0.013042537851478	0.009864710908573
BA3240	0.0435886806056236	0.0198846482483622
BA3242	0.0128731074260994	0.0107006550840216
BA3243	0.0143330930064888	0.0136186271717459
BA3245	0.0212076423936553	0.0151737396753061
BA3249	0.0218637346791636	0.013120193677015
BA3250	0.0191041816870944	0.0170022785531187
BA3251	0.0130353280461427	0.0091911136428368
BA3255	0.0108309300648882	0.0117331244659641
BA3258	0.0105461427541456	0.0124124181144972
BA3260	0.0103064167267483	0.0128837937909427
BA3261	0.0220511896178803	0.0121190544004557
BA3264	0.029127613554434	0.0203133010538308
BA3266	0.0226856524873828	0.0181686129307889
BA3268	0.0360526315789473	0.0234505838792366
BA3269	0.0187328767123287	0.0122272856735972
BA3270	0.0144881038211968	0.0157419538592993
BA3271	0.02060021629416	0.0155069780689262
BA3273	0.0321178803172314	0.0142210196525206
BA3275	0.028923936553713	0.015857305610937
BA3277	0.0209318673395818	0.0176630589575619
BA3280	0.020474044700793	0.0110951295927086
BA3283	0.0126387887527036	0.0164169752207348
BA3285	0.0137274693583273	0.0209470236399886
BA3286	0.0178496755587599	0.0118427798348048
BA3289	0.00443763518385	0.0067487895186556
BA3290	0.012072819033886	0.0145015665052691
BA3293	0.0246773612112472	0.0198960410139561
BA3295	0.0183255227108868	0.0133409285103959
BA3296	0.0086697909156452	0.0123027627456565
