	NPM1	RAD21
BA2227	1484.8600612508585	8.563166687493254
BA2228	1002.7951329084158	13.65711061030867
BA2229	739.9451921049645	10.125749233382871
BA2233	705.738534250204	6.323547682627363
BA2234	490.6901268806392	11.823723239347228
BA2235	814.7086737810646	8.606492986201966
BA2236	605.2559180330528	7.780395565488438
BA2239	412.5526305973175	6.552249451867215
BA2240	745.4724319780298	11.228756861285458
BA2242	509.9414329889662	9.596092148295025
BA2244	629.1368278218373	5.341309648977824
BA2245	758.2510606724079	9.699043191258031
BA2248	679.4893308357255	5.445572536474128
BA2249	658.7512101504512	6.731132320283495
BA2251	755.9943601096353	11.377710091638932
BA2256	1283.454827897522	9.18485529321266
BA2260	602.2486722673628	8.648831228976123
BA2261	260.3798915540851	13.913285434019771
BA2269	156.37701984571055	5.517119433614601
BA2271	614.6193313222725	11.19055154461345
BA2272	591.9207587970398	9.716425007365958
BA2273	644.2525895111285	9.913637199534788
BA2275	364.4297515366776	13.934400427780313
BA2276	697.587447898928	9.978364843676667
BA2277	943.3400328148904	12.040184337419634
BA2280	1004.94611384118	8.867506451898345
BA2281	863.6605245517009	16.67272759945315
BA2282	324.393978170259	8.901841543428535
BA2286	1328.999781594469	13.39494709097916
BA2288	455.5463179206064	10.082944575583005
BA2292	1298.6812646977733	18.590565422674203
BA2294	848.8785684166138	8.922417194971139
BA2296	1325.403998605232	9.253808222732571
BA2300	939.0940160128016	15.91951318108498
BA2301	488.0176138114469	7.975873603129876
BA2302	946.291846283592	9.987074162137658
BA2304	211.8367791671397	5.843656849489537
BA2306	903.1965430837348	11.005838226949349
BA2308	864.6272963665753	6.875562225380477
BA2309	701.0796877449628	11.791282340863557
BA2311	410.7591668153338	8.572661186048336
BA2312	595.3337787941205	7.674918446231897
BA2316	413.38349335322766	7.282340044737987
BA2322	859.3419127783453	5.18753456585531
BA2325	220.1254937100288	5.008815555223583
BA2329	512.6317147537262	5.409638321457206
BA2334	464.9170461733081	6.602282118293289
BA2339	243.77804321618365	8.06670173891155
BA2344	1340.8550906328896	10.584311463633012
BA2347	364.3800229217686	8.719695984514088
BA2348	163.93391881152792	4.327835996869017
BA2350	205.14012688063923	4.588882690076493
BA2354	1408.9573387502232	12.00451486898158
BA2355	862.0305989393275	20.65281023706665
BA2357	794.657434437795	11.108352146056484
BA2360	1030.7379387707658	8.805045872014531
BA2361	513.4423628342984	12.820670415669928
BA2363	344.86871827308266	3.870061482063049
BA2369	937.0679262827268	12.850566536925276
BA2374	771.0671237505202	9.087586819222311
BA2375	710.0841410013136	7.831872915187479
BA2376	218.30598398719843	8.201038447211358
BA2377	1622.4409367110504	15.515745904212263
BA2379	327.67647896765544	8.82297591175788
BA2385	629.0617584888932	9.25356836754013
BA2386	1106.665981716646	10.908254139241263
BA2387	736.6278426507079	10.729442600106111
BA2394	657.7855652324344	11.860730450178448
BA2399	864.3984968401477	9.462752231839673
BA2400	2254.040086605362	17.491428972560485
BA2402	1134.154095914627	8.029770309000423
BA2405	820.4803562064473	6.783514065467473
BA2406	456.6730382696226	4.789139318834035
BA2409	385.228020780962	5.9648479891895
BA2410	1751.5486011774435	12.216570162803489
BA2412	147.4767876546814	7.434423162851566
BA2413	925.7269136162876	7.014678596936963
BA2414	1176.179727209329	7.232459983658254
BA2415	353.0132654329998	11.629542912695369
BA2417	669.4242768019808	6.087635035150938
BA2418	446.6115652216221	5.170131502585171
BA2420	676.1388948355741	9.57814254684074
BA2421	652.40884920828	32.82849295268981
BA2423	454.8711856068592	7.4386621718513055
BA2425	501.2239867659224	7.4966187289404544
BA2426	663.0178800607644	5.078771875409028
BA2427	540.9455429593949	6.27947651756106
BA2429	601.2368535007055	8.178058606915211
BA2440	864.9314706693265	16.32951560083481
BA2441	426.286356952486	8.542129804765835
BA2442	879.8042389053774	14.204882194839056
BA2446	510.3299158814339	10.364804794975528
BA2449	1681.7064353946707	14.089617863871435
BA2450	610.9593803553956	6.47225667494796
BA2452	1163.743883834206	8.272702521925646
BA2454	746.6038066894803	6.942160543769251
BA2455	391.66645988420186	7.8038560766564276
BA2456	398.93355741524624	7.882438568555351
BA2459	1217.259273315061	9.797272940458363
BA2461	437.2737507906388	8.219969197680816
BA2463	360.23872832838674	12.690477923250375
BA2464	1016.4529736129356	8.325017469373892
BA2469	388.68277623704574	6.430379507824933
BA2470	458.3478089167842	5.793494776867308
BA2472	448.142230926007	6.274127828022683
BA2473	896.6319358622964	10.464200233436472
BA2474	576.5140768852344	8.453590141912928
BA2477	1492.919436200176	14.454241798469251
BA2479	400.1256540002271	8.334742963888607
BA2480	479.7529076587901	7.023019041158557
BA2481	352.03703244187113	5.147954855206522
BA2482	806.8147480497577	9.673974306294848
BA2483	686.6408121009639	13.30799648435604
BA2485	623.2291195662164	7.764965016349434
BA2488	455.1400430864378	9.955539364023684
BA2489	833.1166755866947	9.378517373509853
BA2492	305.4961462776453	7.464666356901334
BA2494	745.3470444974241	11.2361552416597
BA2496	350.98358687836867	6.263368166361607
BA2497	459.7626223800796	11.770026231771718
BA2499	1217.775132313747	14.879974384025108
BA2500	514.9298856073997	7.521231245992113
BA2501	830.2044278477865	12.62601078055385
BA2502	476.4838112305855	9.310906556965936
BA2505	918.0959413873074	7.223980123328793
BA2507	550.1468014942398	3.825761168013304
BA2510	820.2867797077474	10.624600112642494
BA2511	310.93955302551126	5.903836931663234
BA2512	297.93169204820055	8.148040889126415
BA2514	723.5138127983478	9.82159563378448
BA2515	612.5478235131935	10.264101693684571
BA2520	564.1537758748386	5.918793888432724
BA2521	806.8959630116178	9.910091896864747
BA2523	876.4798096520109	8.833513249971563
BA2524	932.2471493753278	7.699731455993478
BA2525	452.6349581299297	8.770496731111479
BA2526	991.6935678489758	17.08355327657949
BA2528	1096.7780299712938	10.95619152241139
BA2532	503.9772779859117	17.277575819534
BA2534	849.6433997199651	8.677937913221355
BA2538	629.4073879455286	10.913820694522553
BA2539	540.738273406964	13.978502747180436
BA2540	590.9540621266428	4.592253604891722
BA2541	728.8260535093553	7.417264627916515
BA2545	648.3802061877964	9.368149045066335
BA2546	415.89057639598445	6.906706856278332
BA2552	1513.8748690377722	12.480830817711963
BA2559	918.4328148905	9.529928027515686
BA2561	739.2354252150267	6.750879843314633
BA2563	885.8825870243328	5.624974228062305
BA2564	629.3532304016176	6.846327704749135
BA2567	277.4422268714489	9.314424545325542
BA2570	1043.7081028992793	17.334215847491553
BA2575	262.3730990879947	5.477289467005744
BA2577	1035.3017753558552	7.43704400808223
BA2579	450.1977121479968	10.763658341093915
BA2583	1189.1920127907792	9.890591627699177
BA2584	417.45356017234576	6.499434090328587
BA2587	700.5979416359871	7.206419255062711
BA2588	1028.234218578526	7.474967556882667
BA2589	619.5497034766485	9.229416269372235
BA2592	1867.4451383144929	19.169117856989924
BA2593	30.216245262924573	0.5499673904738163
BA2594	471.76923698622	9.139083579125286
BA2595	728.5423506706239	6.547667946907218
BA2597	291.1802821431854	4.217510422821092
BA2600	1026.358264270693	9.353896237028234
BA2603	997.7895295090742	9.768311999403744
BA2618	1059.6245403482594	15.46445402601978
BA2619	338.8937511150036	10.24348484377864
BA2620	1013.7357555263628	10.216901742287613
BA2621	568.0501856987626	7.688498948557723
BA2622	924.7093827881304	11.856726789983709
BA2623	1685.5629243095086	13.446594472046977
BA2629	581.1126569789759	8.594657614716793
BA2631	1104.972238981063	8.41576670737534
BA2634	300.3963011617661	5.922645896258479
BA2636	796.1060126394092	7.065038505416176
BA2639	844.8043216183632	10.010161068121263
BA2644	469.5073738897269	5.2597819078544354
BA2645	504.72606810576457	9.463742795285215
BA2646	960.7262432626762	10.03274456794311
BA2649	1080.6947366429338	8.712169545197561
BA2651	611.5752231358493	5.018140227249536
BA2653	479.9423668888565	9.771089494494756
BA2655	3006.760720792315	30.556439747727115
BA2656	515.111804440552	5.318476119902994
BA2657	670.4658708920568	13.558121784268703
BA2658	822.1004835736335	4.654695657476833
BA2659	665.0327259605249	16.718520678385307
BA2660	633.3081399309104	7.836327552343412
BA2662	563.9060399401005	5.873299561545402
BA2663	384.0622309800679	8.080320855742233
BA2667	699.1675473166935	7.957563016351409
BA2670	556.247398865805	10.815173782482145
BA2674	788.029841818172	5.586960032133701
BA2675	888.7174232472146	8.80433163554737
BA2676	594.9186609686609	14.295097086991808
BA2677	723.0592208761088	7.976881058970531
BA2681	852.3623939733047	8.780910687229923
BA2682	1025.8745054790595	7.710059959218154
BA2685	1397.4403485298174	15.721198305823696
BA2688	543.2713361661179	9.136700966465709
BA2691	699.9592746665802	9.81666764700157
BA2694	604.8506779221202	6.213926440467708
BA2695	228.327273120442	3.385600384087774
BA2697	162.9009241689507	3.914813236169825
BA2701	404.0787105964525	6.208919627119961
BA2704	772.0218738005265	7.709101855865436
BA2705	822.3340004432984	7.11128981908457
BA2707	1183.7208571876502	7.130671220290234
BA2709	642.9937530071306	6.946880022044021
BA2712	275.18527411516027	8.715074617421482
BA2714	1089.2757767181863	11.947381290035214
BA2715	186.5656405931548	7.9908424818815
BA2718	751.0675140693169	8.743801897061989
BA2720	334.11912913497355	12.623245416287624
BA2721	903.5602547884332	7.824177092542211
BA2722	346.3585867432167	21.156102406265585
BA2723	563.9445790557744	10.375714600574018
BA2724	491.9553020105202	5.450778898354078
BA2726	143.37951907534452	9.224656526294682
BA2727	1173.7689255961552	7.2063798654766975
BA2728	465.0237751179877	11.6589570980474
BA2731	365.5634246419825	3.825267336455325
BA2733	514.8910059088427	5.937480129183587
BA2735	800.4159438741033	8.716166676984766
BA2737	264.6952388675349	8.059068369130218
BA2742	575.0250498710651	9.60144734897058
BA2744	387.18518572579296	3.4684355266186118
BA2746	423.7452704930883	7.599745388967682
BA2747	772.1544821788654	7.651377512409418
BA2748	1670.3396787168135	12.55875252888568
BA2751	717.8080804640579	6.631137259735903
BA2756	1070.2849670499577	8.313613699099756
BA2758	372.488942949664	8.358962769112686
BA2760	688.8624991215123	13.39521223098779
BA2762	748.467100774691	6.784312013608401
BA2764	507.4000873081517	15.078263588638512
BA2765	346.5598906891127	7.699253392049299
BA2769	937.997915686815	9.361756841663468
BA2772	919.4501013639534	5.990000228879067
BA2775	895.8461730377292	11.231430347123924
BA2776	789.1117452440033	6.300427536036851
BA2778	252.16897073690248	4.436186959369814
BA2782	411.25405969390783	8.015532388218636
BA2786	1017.1961446558222	8.750798721553965
BA2787	108.40598669023716	8.772402732286627
BA2789	1618.122396838526	12.690204036147708
BA2791	811.8649440200674	10.013093916294787
BA2792	604.6067765181617	9.349854225229196
BA2798	1647.6899241527326	11.320668917283385
BA2801	552.9479270395778	12.300105653747424
BA2802	234.14630062115836	11.674453813334097
BA2804	665.881343626505	9.948183462781904
BA2806	840.0548949328835	9.239625565942395
BA2808	469.8686963784686	6.253328628485094
BA2809	930.8864275017974	9.480771579524577
BA2811	663.6167872221953	7.8572391190129185
BA2812	749.312202327857	9.580850470658854
BA2813	957.5760624293832	6.871862217728357
BA2814	293.71596549841337	10.50067506991098
BA2816	752.8378244322266	7.879227320258685
BA2817	351.95401752650326	8.567011899482022
BA2820	865.4545735415754	7.037460506740012
BA2821	2371.325536958649	17.60763100096741
BA2822	215.4960941089973	10.567069438748083
BA2824	576.7209758510517	4.683691483393542
BA2828	479.1570122231413	9.433810687478156
BA2829	784.2386521026938	7.568162408320408
BA2830	1141.5309943938978	5.473336416357746
BA2832	407.43550035950415	9.992879451805464
BA2836	607.1262448844991	6.428689543614687
BA2837	1417.0200884434282	7.69629748433335
BA2839	1032.6478402720338	10.702870709793087
BA2840	734.1717773020431	14.098907636349963
BA2841	1036.7043470269275	10.86633082856018
BA2842	228.7911197067744	8.122653245216734
BA2843	615.9127578023213	9.97163363501163
BA2844	1037.040134178844	9.285825149104296
BA2846	987.7766660179371	7.114886095215292
BA2850	693.2482176162441	5.097039701059529
BA2851	920.4008279407708	7.930079634666398
BA2852	502.9553566119032	10.733105482199862
BA2855	366.4419649469934	10.412020171563372
BA2856	277.78051406391074	8.123417456297645
BA2858	740.5258261837957	11.732022768469532
BA2860	556.5620209539564	9.580156560415908
BA2861	720.9004749239097	5.739678316914184
BA2865	936.7973710245058	6.786711420764503
BA2866	1145.7009011931214	13.570153734926146
BA2867	600.1219905718008	6.5776794410019725
BA2868	1262.2588502894955	9.41411842427432
BA2870	1655.2631343356202	15.218174085191572
BA2871	758.5105856403769	8.517910766576021
BA2872	632.8420968552848	12.738415912342797
BA2876	487.8495185887976	7.948332469106371
BA2879	328.9332649464527	8.7832317062327
BA2880	580.266846418744	14.20169997994761
BA2882	348.9782486471291	7.158452857080666
BA2883	980.8921592954798	13.323673284159556
BA2885	584.675805911005	9.1437329828171
BA2887	833.5378119982483	10.013956036977431
BA2889	11.11113165420566	0.0526682049279554
BA2893	979.5526408688648	7.428524101497821
BA2901	502.84667742476097	6.693510757997804
BA2902	677.532784346162	9.897790129229035
BA2903	92.12239819004525	8.231738411041828
BA2904	904.2007906388362	10.079079666847052
BA2905	901.6889989025664	11.079928175686486
BA2906	540.124421955162	9.756131041333148
BA2908	1627.852852246495	12.743765720614595
BA2909	293.81904452986055	6.922166908194905
BA2910	884.2278867102398	9.025651262817592
BA2911	1306.9618098466296	11.157070639231096
BA2914	485.5022989344621	6.029033683775086
BA2915	193.79876254885744	2.432698412466443
BA2921	517.9687209761212	4.687694470296719
BA2922	1084.8573244241177	10.563641838224775
BA2923	191.5378982251848	4.43442129730587
BA2926	1145.5128991712484	10.404461026625832
BA2928	625.8136562924038	10.11643727364132
BA2930	490.4689009985025	12.815465943706217
BA2932	1051.9673283705542	10.837366964790483
BA2934	267.73616773977307	8.544368841382356
BA2935	465.6807513907135	6.18957415651764
BA2937	438.1839204333512	7.9631102781870515
BA2939	839.9306411067321	4.814820204236246
BA2944	2702.777395838402	10.064472511470012
BA2947	810.1165826021614	6.492174850950838
BA2948	449.2274923368851	16.64618729092987
BA2950	1530.0694180898165	7.245089154829005
BA2951	1227.5886415608425	5.174473590117093
BA2952	869.2233339820627	16.129897557537284
BA2953	774.7044424441958	5.61233345548178
BA2955	256.63889402466253	4.626903249324755
BA2956	183.01066727214732	5.528563793050033
BA2962	1451.2623334252364	10.754058816270438
BA2970	946.398906620823	7.655852368698684
BA2972	1026.7777766965623	4.875855602823917
BA2976	683.1204076723053	6.668422614850322
BA2978	464.58234050719807	6.517289850731646
BA2981	621.2470369289155	6.277416724940326
BA2984	520.8918719624603	4.623263901162467
BA2986	832.4564972942583	10.61649522660097
BA2989	920.0848729842088	10.501458838357118
BA2992	1041.5548462781858	11.530571617754989
BA2993	491.05819399168536	6.377924762484255
BA2994	785.3881374441148	7.09209433756163
BA2995	449.5155035490899	7.927022872959648
BA2999	552.3388942949664	5.533919986013618
BA3001	1129.111035426026	8.967662310686702
BA3002	659.5671624039745	16.7972457877744
BA3004	608.8655211188418	7.085755351782302
BA3006	686.8338060948117	7.136737262954476
BA3008	11.51543597312098	0.2984697073842119
BA3009	968.8853581796652	6.894381047571565
BA3010	788.2352370835292	5.412972758144391
BA3011	1174.4513158392665	19.55809814346926
BA3013	1322.5793152662222	9.247982876855191
BA3023	1016.7990890759392	4.0703173877139145
BA3025	798.135854727885	4.821452582837324
BA3027	340.03372040848325	8.311939681222812
BA3029	410.3348435210863	5.9919030611137964
BA3030	1042.6969417819512	11.048257548925138
BA3037	797.9145545121826	7.5162662118315
BA3038	713.6829370678516	13.281945296374737
BA3040	660.2632048849315	14.055834341442273
BA3042	931.8311100839564	10.083466709865757
BA3043	279.9617955205242	7.858543977921846
BA3049	207.29493991144847	12.85756735103648
BA3051	339.437373835666	10.971059465533544
BA3053	1161.117478118901	13.537613702438962
BA3064	813.2238767522448	6.173738741923538
BA3067	416.5995321039913	7.462077652141978
BA3068	474.1563883617963	10.92123400166833
BA3070	339.9132421868665	7.295000725895216
BA3071	652.5728820339826	10.52390611206101
BA3072	804.6387356265915	8.537634657826874
BA3075	496.471499159355	5.0177523164792746
BA3076	81.37013601691021	6.436084135633871
BA3077	292.37187434113434	16.521622849251806
BA2040	349.69960914059584	10.369023486536902
BA2160	744.3734083156284	9.025528918383657
BA2303	466.2822802294339	8.486958621868874
BA2353	1485.7038680484602	9.912825000169375
BA2516	1353.2147402109454	12.22145040127422
BA2590	1523.4713137308963	11.020519906011817
BA2647	870.3129289046745	14.01612973269423
BA2891	336.83052028089986	6.276369361840032
BA2924	976.1428747898389	17.079325553908557
BA2971	505.3896184390491	8.74346075786503
BA3036	1025.9031484995432	6.274789637985522
BA3059	510.4763178665455	15.366874484849632
BA3073	1094.6638568578796	12.639113852233436
BA3078	1754.591333246836	16.694293404719758
BA3079	431.9970312525341	8.381004427762392
BA3083	725.7093890051196	14.810650623264374
BA3084	553.1452326505457	8.931039707541247
BA3085	822.0770439027555	10.595121842708444
BA3087	553.7281107921524	18.36457240150483
BA3089	1441.7981759894474	10.809715902166948
BA3094	666.3864393951682	8.270966085411256
BA3095	575.4273650237596	12.881896387377646
BA3098	810.2804664904285	9.590542634787692
BA3099	1440.7947842164162	15.955877745803877
BA3103	880.7006576493295	12.263914273744836
BA3108	1116.0425466409336	20.79246823882168
BA3109	464.4950264086886	8.027688129345798
BA3110	814.3713610340745	8.592635501023473
BA3114	702.329696394687	10.589312921282527
BA3116	597.8538407477687	6.607313984515323
BA3117	2015.388904025906	16.365237048266398
BA3118	763.2028541386226	12.705569947122092
BA3119	1298.7989387869843	12.810425741677957
BA3123	1255.4020386318296	6.382645609230425
BA3124	477.8458167772209	9.284977057831163
BA3126	423.99651389091616	11.412819087950716
BA3128	1186.3903966439073	8.810140240962603
BA3130	233.4386967028333	8.426457892847933
BA3133	549.0701281780979	16.356477365148123
BA3135	1038.442520151154	9.496110992875614
BA3136	540.940548824989	11.243952690380354
BA3137	660.0267584618628	9.02747316791148
BA3138	966.202120533904	11.423077315635409
BA3139	855.8008563226781	21.45425266023014
BA3141	1774.3111473318304	12.966304139588166
BA3142	824.7571762975938	14.091857300176931
BA3145	528.4546986922699	10.354261631048317
BA3146	725.3649442903712	7.933065611315002
BA3149	298.5571157495256	6.029497936530812
BA3152	363.9831249290453	14.817160210145763
BA3153	811.3751225828076	11.934807261655983
BA3154	370.1775347745936	10.37847228212452
BA3156	1109.895578098899	20.914478818740264
BA3157	2480.748065705467	10.776595378268189
BA3158	657.7132002897657	10.1711382617597
BA3162	714.675197727285	11.237044105692334
BA3163	195.51433178178908	8.312243991569263
BA3164	1008.312960530228	14.73226368307242
BA3167	840.9874422225464	7.282263747764319
BA3169	408.3182771371576	16.814891128842294
BA3171	429.371459965293	19.46649574711684
BA3173	1274.2222589835494	13.476480334718383
BA3174	431.0928118090357	9.1782654338674
BA3175	460.6366413121633	5.595467776707004
BA3176	1131.5578698973384	10.516834615247337
BA3177	1589.9558293733817	19.33996055650852
BA3178	594.9105526633041	11.331439290758995
BA3180	1006.5422133562552	14.02641990095722
BA3181	531.9213118387692	9.503419985420877
BA3182	860.6013371932727	14.978060789083155
BA3183	1452.5018110359665	14.519903017517604
BA3185	764.0343915730065	12.291302372484742
BA3186	751.7447561048131	14.913191470830974
BA3187	687.0293790579368	11.349434096297829
BA3189	1465.4198616584763	11.932120982129211
BA3190	1969.3769782189136	19.097652187768876
BA3191	527.9830311336004	8.862948952022187
BA3192	1367.003965898463	19.90767000833373
BA3194	1394.377379349865	15.667454413013024
BA3195	1044.9377506392686	8.708910526307639
BA3197	548.1555041978191	8.465826631517633
BA3199	2515.3221311298166	19.909073905218158
BA3200	786.0146374954724	10.909278309870528
BA3202	942.3249593192666	16.823737521829127
BA3203	211.4520743119415	19.44197628482391
BA3206	768.6578817907091	8.41819053439068
BA3207	610.2534317780048	18.366640693630632
BA3208	725.6962238548577	6.102771587580501
BA3210	579.371670802316	14.175531101627
BA3211	867.8536336949998	8.689275557787132
BA3212	418.7314906718132	18.35884200611968
BA3213	1182.0286665369206	13.56965681003816
BA3214	1508.198917703282	10.371187620116046
BA3216	769.5851381523106	9.438854222222687
BA3217	1054.5839942263094	11.88035751769358
BA3219	405.67563156500535	11.093733857751708
BA3221	323.3627515853322	8.869172543186263
BA3222	1299.7477518826663	23.17656100981065
BA3225	244.59199900528176	11.151218427400725
BA3226	1198.9367643004266	9.794689013130396
BA3227	884.6789230552989	9.959340799942916
BA3228	1699.651916184174	16.46223049863661
BA3229	1457.6311814441797	14.888690691276398
BA3230	851.0669537293826	10.88702275122798
BA3232	989.3361274644952	10.619888613709852
BA3234	353.9220257113047	13.592360891893474
BA3235	256.3899841601929	7.74587284666574
BA3237	908.5652540586128	9.877675574769016
BA3240	1129.904696529839	18.87188791833453
BA3242	808.0003589635468	5.801530323141875
BA3243	982.3038385853376	7.550988075131212
BA3245	188.99372408461596	10.676015899769338
BA3249	732.8218429858848	6.683662417446377
BA3250	922.1440338528572	11.761587752013284
BA3251	645.5604391356763	7.336191837077552
BA3255	729.130756526487	10.457541463274575
BA3258	436.15525822129234	13.18937285519026
BA3260	597.834737832271	20.570341633841405
BA3261	851.1264468014942	10.313149155349263
BA3264	1008.8646188445048	17.167519551517515
BA3266	1099.2911862015278	15.986410426489345
BA3268	1565.3190037139752	33.269145031387254
BA3269	341.6989571676479	9.949139208808512
BA3270	1213.7520626888752	17.86849096029282
BA3271	1093.2358249944589	13.764132629312732
BA3273	347.9530317282689	7.8145711334608
BA3275	1011.5882582699472	14.962094263120866
BA3277	877.9821772436572	10.81707913018485
BA3280	674.5001746163038	8.696961129621478
BA3283	745.2731361196257	12.250071841697912
BA3285	967.122531449856	25.58677903338585
BA3286	731.4820710142343	9.58094773570941
BA3289	238.12410407780428	5.473680908679123
BA3290	1029.9254361353037	18.14242124639833
BA3293	1413.0951307459843	16.07744382884652
BA3295	932.6427912659412	14.657653131414444
BA3296	427.8514069316726	16.831911144316937
BA3297	893.9208885428998	16.19473077928634
BA3299	589.9627729393385	8.700308143455324
BA3300	894.1925952956312	8.41754525873113
BA3302	2408.314099861064	17.931316082994414
BA3305	827.2210853241214	13.210384284552964
BA3306	1343.657339561135	11.499892572410136
BA3308	881.6234802164594	13.816117444757213
BA3310	815.2354946831226	7.100560037626962
BA3311	513.4871384009905	14.976188771036478
BA3312	1227.0888629397168	19.56142930717515
BA3315	839.5602734394004	36.35478052805157
BA3317	2034.9302745746768	11.16052886825041
BA3318	956.6193970061142	27.032917147356
BA3319	613.6266187147592	15.667229116628087
BA3322	564.6196105461761	12.591249945719875
BA3324	1384.1419514317995	18.160367263148338
BA3325	599.6057690956172	6.980786815663781
BA3326	640.3833479297427	13.32551613432835
BA3328	721.98301437476	16.533021042745304
BA3329	2373.4512366402305	15.802833118921944
BA3332	2481.439829005769	15.290522516662271
BA3333	1599.7125945387806	11.232635186040444
BA3334	704.5871421852446	9.617271313844697
BA3335	650.3192805051439	9.93084257211786
BA3339	627.5260683760683	11.679638650782366
BA3341	422.5509220065197	10.240655098975587
BA3345	299.2258375365586	9.919192049605591
BA3347	368.3798085707952	6.208006682575883
BA3351	1142.5853141201335	13.581704757796958
BA3352	1011.6294566351494	6.888519922529282
BA3353	1104.532697848922	14.586040996840996
BA3357	1505.841683020051	11.209355070417873
BA3362	501.1598058136958	8.905632409862548
BA3367	538.5840307173326	10.039284949472163
BA3369	1467.3830489736558	16.31057767629538
BA3371	1016.7981003043622	18.356492926805508
BA3373	1411.153177151754	19.10898852239754
BA3374	415.1038426398958	7.641555016365422
BA3375	543.9294977213383	7.289816251366465
BA3376	834.0129202549506	8.25316147398542
BA3379	1383.461035426026	13.718532115610602
BA3380	995.8626148115712	14.386382464764022
BA3381	1166.9602177568024	21.6398934611554
BA3384	616.6284097482389	8.60671952794259
BA3385	697.8763984171005	8.637224402417177
BA3386	1313.0847716202557	13.73361633394758
BA3388	572.69012552912	6.49690010795364
BA3390	442.02657546613904	7.508740181700269
BA3394	1974.1185533877187	13.257064235542837
BA3395	649.751488833747	9.230759413084684
BA3397	344.5770725549662	13.972882617679948
