	GATA2	RUNX1
BA2603	7.93187727167438	7.52776715607633
BA2808	8.47415784691615	7.8894951557827
BA2282	2.39603844730184	5.9389872636167
BA2482	8.45696872743274	8.42559982560594
BA2812	2.68530372380301	6.79581543973709
BA2822	6.10829331712153	7.91267481802265
BA2594	4.34871319583887	6.62843695703125
BA2747	8.01284698319857	8.62242404966029
BA2561	0.106733079748621	8.58191208164573
BA2567	3.87651804611081	5.31326361994662
BA2906	2.27825644198579	6.70639038824238
BA2956	3.23073632692797	7.57003408038875
BA2474	8.0044307958278	7.94466831928416
BA2737	0.583388534420479	7.52879493976561
BA2110	4.92630002359127	6.84719227215285
BA2992	3.78491798790536	8.06884590575294
BA2220	9.160132157513	7.60876718089275
BA2772	8.79942491234482	8.03550248502968
BA2935	6.05993013058661	7.26238233832031
BA2260	4.49346190383121	7.81686981561798
BA2676	5.78078023650693	7.29162764738793
BA2948	8.35358316301659	6.31251579014812
BA2524	4.83023871763674	7.6685963483501
BA2811	8.47663077360064	9.0307417478067
BA2540	4.68836796933157	6.20872841683922
BA2928	4.17753260382741	6.74268846032395
BA2302	7.19225834495813	7.28800386009291
BA2595	5.88961440143981	7.4262875873266
BA2792	7.17761745050204	7.46679247570854
BA2651	6.92432887364054	7.59930957213068
BA2619	9.4917929010063	7.5098325342709
BA3013	5.87965665517008	7.94466831928416
BA2405	7.40510623344956	7.79800939146032
BA2735	8.43517613550052	7.74951233053604
BA2856	8.63894476137773	6.69192414230504
BA2377	2.36843137715683	7.60044547310861
BA2499	7.8503248353151	7.80094268898657
BA2463	2.17929512084737	8.61880009680474
BA3023	7.81686981561798	8.07789379739417
BA2095	8.05288390011611	8.85577669200061
BA2901	6.08192723673296	7.34547705030654
BA2275	6.35757561884313	7.80817251236376
BA2387	7.77444024847	8.43037965011906
BA2962	6.61649602743193	8.00271116464237
BA2195	8.31347995218337	7.53093612416627
BA2688	7.560948520145	6.27332825884915
BA2787	3.12103519528401	5.82191269814631
BA2420	6.08362235286883	8.79635277497105
BA2756	5.8081471591439	7.3875616099495
BA2122	4.82431105237604	7.27378385953679
BA2053	7.02841397070837	8.23886821722062
BA2080	5.89999571306857	6.46633469347968
BA2081	5.76181699229763	8.83048212173684
BA2354	5.88722354181861	6.98553956904008
BA3273	1.71633530219167	4.90986474335253
BA2893	8.07971165578759	8.69824500910271
BA2044	4.90950444103544	8.37180321609369
BA2489	5.30096102579671	7.10534081557561
BA2309	8.01457218763256	7.31758513982701
BA2720	7.5552619353094	6.23576326993081
BA2908	8.34151708484093	7.69790613813162
BA2054	5.69876878834828	7.42090370210596
BA2872	6.13505858445244	6.4108151402329
BA2526	8.34681429629083	7.32779530563549
BA2041	7.08598210070988	7.68775219309565
BA2464	7.31579076602089	8.04060780611373
BA2902	7.50436087643108	8.36494157515656
BA2541	7.65276972214058	6.79640967556144
BA2143	6.08318959151969	7.40707286933197
BA2094	-1.9002011047749	8.24926512843891
BA2769	7.3370513303313	6.96352997566574
BA2843	5.51382815263466	1.29229534870093
BA2592	5.87139334737162	7.59808663804993
BA2497	-0.200351841889843	7.35957852119331
BA2718	9.71984209806913	6.84657434431718
BA2575	5.35965803846691	7.07486831392374
BA2096	6.33465501524617	7.48594354331146
BA2593	6.50598160592548	8.74389874448259
BA2791	7.2245944685398	8.54249270039127
BA2620	6.6396645832219	7.11216085325929
BA2629	6.5105672693692	8.3156761580726
BA2870	1.06894896681523	8.28526081080175
BA2423	3.54497964521433	6.69080762366511
BA2682	7.53511002571526	7.75780436658957
BA2276	6.88553914900191	7.56321071069528
BA2348	4.47099076274074	6.2114515075537
BA2709	4.71407158331364	7.54085820588458
BA2789	8.85577669200061	8.67821802831458
BA2694	7.01613705435711	8.34681429629083
BA2538	6.04021038079235	7.89563066633541
BA2583	5.53534040119425	8.80867768640892
BA2415	3.41140290286834	6.04734642903678
BA2722	7.49794707202402	8.33784249776874
BA2806	7.96744532914178	8.94761722776196
BA2221	2.52007957747602	6.1921407741856
BA3025	9.53969913371194	6.29315264064962
BA2514	5.72754939375197	7.03986452617139
BA2520	2.91242066204713	8.3311533449718
BA2441	7.28268371584317	6.73745939965324
BA2153	5.7983454299058	8.06706072393759
BA2479	4.7941665840707	5.70908891657494
BA2281	7.82261702082019	8.68391306436784
BA2657	9.2429894144776	7.77846043065093
BA2932	7.63041516939983	8.3156761580726
BA2123	7.50105244518025	8.0760787079227
BA2844	4.95919380929034	6.30418081628279
BA2660	7.34370807957505	7.95104961478815
BA2836	6.93954050250455	7.61949698331246
BA3027	4.29639716866503	5.78731556681433
BA2714	7.06807720975175	7.93658206656699
BA2139	1.76917277909169	6.4489544024993
BA2251	10.3660086756332	6.1556592421586
BA2952	6.43493754543007	7.40406179513594
BA2440	5.98220791058853	7.04775148018528
BA2036	9.97467175015227	9.25517667754352
BA2828	7.70840071464408	7.22543117773692
BA2292	7.06020993945392	6.80845562026412
BA2410	7.93187727167438	8.52190108216259
BA2051	4.75937775414095	7.1956195388029
BA2532	7.83554388846121	7.01060112681321
BA2986	5.50315192004078	7.5075244144456
BA2494	9.8991027074875	7.25790347094091
BA2515	4.95086713745968	6.48803668934059
BA2748	7.63278489020753	6.5808607051832
BA2970	5.95193817538216	6.1821095995856
BA2622	4.99389750199927	8.03722226484621
BA2839	6.50494854074967	8.91090509269608
BA2052	4.39995076697618	7.98386019261508
BA3011	7.33163994376767	7.42313394469991
BA2868	9.1872873383188	6.46333894051768
BA2510	0.277265117709438	4.1972207613263
BA2065	8.15477520582082	8.39027400222105
BA2691	2.91665615356007	7.49358396361658
BA2374	6.50348265468803	7.02480711295981
BA2804	5.14161615451425	6.75251712721233
BA2670	5.72023465218825	7.57604503702852
BA2675	8.26396477173174	8.07426638068647
BA2589	9.2592593958878	7.26585264294213
BA2031	4.02452335153635	7.6112304020112
BA2198	6.44613094518311	8.99211218550823
BA2066	4.44555299237497	7.23036606098158
BA2344	7.58759859001841	7.53734841909383
BA2459	6.76898394569665	8.28924318234402
BA2229	6.60156923670466	7.33073792117204
BA2559	6.88867708372879	7.76200686781066
BA2093	9.38234175781362	9.37793858616158
BA2000	7.13121480456278	7.77161485169371
BA2425	9.81131500696184	7.53511002571526
BA2905	7.50647222464875	7.41889646736553
BA2304	-0.0150693070758923	6.41128456721012
BA2976	6.37878971540536	7.3212161814573
BA2386	9.44987135785787	8.33337930026134
BA2035	9.13342062895717	8.6306614688285
BA2760	5.61668949030342	6.77834045992494
BA2201	6.36792449266188	7.50539293842063
BA2355	5.32233498083344	7.33250978911574
BA2113	6.40170617544637	7.87430709609213
BA2155	10.332335723606	6.8911840063889
BA2955	3.4170840126625	7.15876570695721
BA2502	5.81083073745061	7.21053357648558
BA2322	7.08974258985974	8.30691336971867
BA2376	3.41561286956515	6.52836297577895
BA2020	7.53405377993628	7.44544500262934
BA2226	7.24647814947882	7.86519796261888
BA2200	8.3603866090308	9.16398396797258
BA2121	5.70530146482159	7.67751428719864
BA2944	8.14513423086413	7.84127876561754
BA2033	6.26705656087935	6.83661488155882
BA2867	6.47866220517702	7.90342171341614
BA2089	3.08537081267169	6.3811905938473
BA2224	7.33529770605395	7.80392510487274
BA2046	7.13433489569232	8.3513230443853
BA2972	6.63915578339387	6.64684027167279
BA2978	5.22173396238009	6.59622051144561
BA2829	7.55977224878375	8.5529001392332
BA2851	6.59041781660964	7.33339060020607
BA2587	5.15207050393233	8.5529001392332
BA2461	4.04229195612943	6.3423350524195
BA2695	6.21316864027758	7.02978091514104
BA2623	6.63383351459938	8.62242404966029
BA2024	5.51691886633525	6.81394894542996
BA2426	6.73745939965324	7.66015357873811
BA2271	5.03254935299147	8.23267071257109
BA3004	8.19012213724112	8.7629529869435
BA2579	3.94179623964938	6.18294422218273
BA3010	5.94914872700359	7.51413414557592
BA2662	5.1312402648846	7.3212161814573
BA2674	6.6396645832219	8.48158973981744
BA2280	7.74536502725477	9.08862153045619
BA2512	2.27310977570549	6.90877033903166
BA2658	3.01238141071871	5.53130217583918
BA2394	10.3745587770136	8.89449191470128
BA2950	6.08318959151969	7.80094268898657
BA2981	5.21743147503023	8.1336646480907
BA2934	3.23073632692797	5.4943411471575
BA2539	4.34458492733121	6.38171333036269
BA2249	7.23036606098158	8.27456876079558
BA2034	7.78401208165605	7.878761730409
BA2109	5.25385282871793	6.62086223855277
BA2242	8.1981158996604	8.21020338316209
BA2277	7.17358455839536	8.14898150925669
BA2727	8.29820901257083	6.82309107200081
BA2132	8.1336646480907	7.631611105114
BA2618	5.7443340618491	7.41308925427417
BA2521	7.6685963483501	8.40194775982719
BA2846	6.97731252665637	8.58457840504288
BA2885	0.499201192837283	7.05570452227078
BA2639	7.23126576681474	8.7629529869435
BA2775	8.75396729152058	7.98898804212453
BA2402	7.41497012248878	7.68895709467278
BA2097	6.65845499115322	7.66735491479546
BA2786	4.91685437213902	6.07058706634591
BA2399	7.90654028957083	8.92415796681604
BA2850	7.30676049708217	8.89776108628452
BA2174	6.39165195051498	7.24904224136933
BA2004	7.10612705087253	6.70141361221983
BA3001	9.11460476788528	8.50160207030541
BA2311	4.44334512113552	5.77033121359801
BA2483	7.94314055717551	8.46125654532408
BA3040	6.93954050250455	7.28800386009291
BA2837	7.37675245327076	7.20544727648903
BA2724	5.71100608100859	6.84900595542396
BA2911	7.95452812467512	7.6954634086272
BA2256	7.39540604135448	7.88342196520891
BA2821	5.09181307158236	7.89717932578411
BA2233	7.00565090016862	8.23061160269424
BA2744	8.99906762077278	8.27456876079558
BA2880	4.91721018578494	6.38738832095137
BA2621	4.85056186804303	6.68242645093915
BA3002	7.08521741719084	8.21405263917023
BA2501	7.1646982323911	8.19611264417946
BA2993	7.77161485169371	8.06147774301482
BA2301	4.78361272995645	6.6441169206914
BA2852	5.70872171926613	6.54204262926234
BA2133	5.82429929461363	5.38803577864658
BA2866	6.19563315556883	7.64895583047878
BA2212	5.48915482766383	7.04918884608735
BA2685	7.281719536851	7.15078589361001
BA2273	7.99573716734119	7.87430709609213
BA2477	7.05292631391108	7.94936162159169
BA2659	6.8446685918264	7.52196174027097
BA2124	7.65513327960109	8.25109369476589
BA2363	7.42090370210596	7.72127626045477
BA2369	6.59569193185131	7.12664090320603
BA2534	9.27156918109996	7.66369633945432
BA2400	7.14383843051354	8.12230223339654
BA2762	7.08227901596389	8.0044307958278
BA2312	7.25176192852259	7.23636521102564
BA2813	7.19643196455649	8.71562351354988
BA2211	9.02190186898869	9.1314039045803
BA2171	7.29431703031285	8.70690950167434
BA2746	4.79767961716109	6.76777472760262
BA2798	7.96422079504262	8.0301567645062
BA2809	6.5550219238791	8.2874098816496
BA2288	4.72003247702049	6.56942061445838
BA2801	6.06971777989566	6.40688318423783
BA3030	5.4066422207313	6.8958209414819
BA2588	8.07245680901417	7.74666982029682
BA2296	6.47426873472503	6.68242645093915
BA2300	5.79874599985332	7.42090370210596
BA2903	5.63551782963557	5.70452449404762
BA2473	7.36910502551481	7.19903013947942
BA2545	4.92380795044112	6.40549948389557
BA2840	9.59577094815016	7.37002936753922
BA2528	6.5518017021576	8.41846114844672
BA2646	7.49256176412129	8.12607789280928
BA3407	4.81902834400603	6.81145766315316
BA2240	7.72809482559201	8.38331776349613
BA2926	6.5851771545889	6.8791208631907
BA2272	5.95076318092024	6.91521402329812
BA2306	5.04444275985059	7.25527706310904
BA2765	6.08707291217101	7.17197273809379
BA2904	10.1753003572988	8.04414638908848
BA2883	8.31787605128572	7.68529642962647
BA2726	-0.238630282752338	6.53298741802549
BA2234	1.05164008757557	6.48902852435197
BA2022	7.70330320958059	8.7214605815193
BA2228	5.23174307005196	6.87718695252014
BA2037	8.24717893447311	7.76884228347361
BA2184	8.42083657982967	6.85025853686514
BA3009	7.23636521102564	7.72809482559201
BA2842	4.40802912825966	6.54204262926234
BA2442	7.74132890165977	7.97720455656684
BA2882	3.77959301841516	6.12991458455326
BA2758	4.26323917922153	6.93954050250455
BA2705	7.8210975174081	8.51425498508966
BA2663	4.20873434593167	6.13505858445244
BA2570	5.80572775335192	7.40305574053771
BA2764	5.04210102667198	6.36086030376613
BA2209	5.44603871114775	5.2557008751781
BA2989	8.20818067427413	8.91420804405317
BA2855	4.36015860511768	7.08671523409321
BA2261	7.86519796261888	7.06094242567649
BA2721	6.26118056372206	7.95104961478815
BA2930	5.53979697945933	7.05213628356552
BA2728	7.28525840993051	7.07845414922519
BA2715	6.91854859965898	8.27031665707811
BA2469	5.74011278993299	6.43146976668751
BA2269	4.62036406268975	6.72932018001604
BA2098	3.75076608161682	7.45053981568106
BA2778	2.42732071858121	7.28268371584317
BA2951	8.46922505155083	8.81177412986094
BA2163	7.42519569680361	7.47212920454885
BA2379	5.86210066626784	6.96912043899967
BA2817	1.83042814261167	2.99842729770843
BA3153	8.08335570616425	5.62607242115432
BA2820	5.64240286737973	8.04242466385173
BA2723	5.69915968973013	6.11928256232472
BA2704	8.11104544817006	9.07761127342397
BA2088	4.65333014368695	5.98220791058853
BA2116	6.94294359338222	6.76359470107912
BA2584	2.24349372699526	6.72183111998027
BA3079	6.6100656847185	6.87718695252014
BA2417	3.06113870744397	8.17232215906216
BA2361	4.6932849776624	6.56065461359229
BA2450	8.38100696139026	8.57394218930808
BA2492	3.31109043996003	6.17598273714894
BA2552	7.65148276489013	8.25135474465914
BA2472	5.32411225603459	7.70582137825133
BA2994	8.22036612888066	8.904319577833
BA2047	7.77846043065093	7.37002936753922
BA2101	4.65120922776301	7.07770710445007
BA2082	3.90728684369565	6.68127929274665
BA2879	6.69192414230504	7.30768711424343
BA2577	7.03196402344294	6.62413100331839
BA2456	2.29791028651136	6.57560815980456
BA2175	6.38261014012489	7.30948834304819
BA2824	8.75098362594822	9.22687989289351
BA2507	6.80545390529169	8.60067902691643
BA2563	7.98067391429632	8.93417001363455
BA2244	5.8045076557668	7.50539293842063
BA2470	7.75780436658957	8.27031665707811
BA2984	8.00780085925266	8.46185834013681
BA2414	6.95751613947387	8.26607857536642
BA2697	4.59081785984696	5.85542200416075
BA2079	3.85600991616853	5.88526249443146
BA2999	6.90096747490557	8.87824586229709
BA2644	6.78194925141946	6.6795007159625
BA2011	6.37975842200095	6.00051445317703
BA2217	8.48656626341456	6.39408540771364
BA2454	10.5981160524102	8.69249597847146
BA2776	8.24717893447311	9.44528028465592
BA2218	8.42321613548815	7.59694470359064
BA2135	5.36438724591077	7.68134464101013
BA2914	7.92045916247849	7.07251029744415
BA2500	6.70193954968785	8.5117153749805
BA2830	6.92050118830241	7.71088637463883
BA2406	3.72560586066794	6.74612605168156
BA3108	8.20616122712402	8.36266215228094
BA2924	7.50647222464875	7.64778904816974
BA2303	5.34973720544744	6.94294359338222
BA2160	8.32893113987774	8.30473182450184
BA2038	4.95577043792796	6.98756290986723
BA2602	4.40656431480039	6.98419090856441
BA2964	4.68133985426918	7.1158850415745
BA2898	4.78153410225228	6.69750566900229
BA3003	5.33137556428865	6.52889213798317
BA2111	5.55851041668359	6.8867637487898
BA2827	4.82742292972687	6.732801148639
BA2912	3.99833496825788	6.37975842200095
BA2437	5.35593989387114	6.78618260321054
BA2283	4.81337176305461	6.46528423305325
BA2057	4.51939484788158	6.51205995717627
BA2633	5.16960938829634	6.82908216215166
BA3034	5.28256921751163	6.61380571566026
BA2607	4.60223859726182	6.59094704308975
BA2761	4.68309897358403	6.48462547088391
BA2795	4.53769799161138	6.58028734101557
BA2182	4.89591757187592	6.6952290990594
BA2152	4.38228741422543	6.59569193185131
BA2381	7.06885426902192	8.32449794408229
BA2931	4.47827685062553	6.84162430439576
BA2040	3.26599227921617	6.47228949068298
BA2590	7.19738153999511	8.70112769787832
BA3195	7.02200264661639	8.60337970015667
BA2516	6.44710159988793	7.54191215313676
BA2353	6.91854859965898	8.23267071257109
BA3036	8.34456564828853	7.44839655086442
BA2971	8.50093062457148	7.38361760058351
BA3410	6.10703701818297	7.42928783450574
BA3118	5.98917879350321	7.45275636284168
BA3206	6.34190143280827	7.32679901700122
BA3202	4.49454936710229	6.06255807626612
BA3217	7.89401548128851	8.60337970015667
BA3405	6.63486341869675	7.67359575985668
BA3306	7.51299557490928	7.96744532914178
BA3371	5.36365751969834	6.95150045701844
BA3413	7.63278489020753	7.17595663951225
BA3411	5.03642055076695	6.81811142246577
BA3133	8.97142354261209	7.51630069461518
BA3164	8.5555137585582	8.32671267592458
BA3451	3.32501250452144	7.13359161213086
BA3286	5.84234806468241	7.57724219112205
BA3212	10.1019627568373	7.69023500088856
BA3103	5.06069232646451	8.00271116464237
BA3271	6.05279557201734	8.49406416345013
BA3152	3.24991105964122	6.71035314821396
BA3095	8.09989277486394	8.49657233882556
BA3192	6.97318609681243	8.70112769787832
BA3251	7.03918975972709	7.85205086731265
BA3362	0.433070764286167	6.62413100331839
BA3400	8.33337930026134	8.13747585819058
BA3135	7.08899874190146	8.09619809378225
BA3408	3.38554683036159	5.26602721557854
BA3187	5.11433165880832	7.73200199894925
BA3098	7.02978091514104	8.57925061313916
BA3435	7.93658206656699	8.31347995218337
BA3261	4.68906744298486	6.36467185423724
BA3203	6.52375465899181	6.71610247691018
BA3174	4.59438606664195	7.60395254604328
BA3317	8.17625565039323	8.73025810259064
BA3299	5.26710389157619	7.5075244144456
BA3221	2.71814995189887	5.80067915322974
BA3347	1.4977254366136	6.87589317842963
BA3235	4.24655068383766	6.86648111845466
BA3126	2.64402051124596	6.89511146582289
BA3380	7.18812871773308	7.73071674907066
BA3089	8.04934885751887	8.2960419873451
BA3109	5.95395062623658	7.06166102601644
BA3114	7.18398636132438	6.5435898741168
BA3418	7.28800386009291	6.8602531678363
BA3245	6.84839040918598	7.2456266527422
BA3085	7.11517726354172	7.5725144548201
BA3128	7.30861526987379	8.14705635633251
BA3423	7.7605970351598	8.25764420926654
BA3173	6.07221564365928	6.97383568837724
BA3171	7.37675245327076	7.36724009431295
BA3277	7.2179085684236	8.18020169656618
BA3210	6.4915209071939	7.54295367203655
BA3157	6.68070832768596	8.92083445647999
BA3433	8.30037965468589	8.44724078411408
BA3322	4.34569920053779	6.43046914091516
BA3374	-0.177808519803868	6.44227342376241
BA3450	6.77720928573593	7.94145634611773
BA3167	0.719254707053097	7.30768711424343
BA3269	6.76898394569665	7.33529770605395
BA3110	2.87198103535148	7.27982858914582
BA3156	7.83704881770087	6.32868471625961
BA3226	8.14705635633251	8.77804587995587
BA3421	6.54456958822718	7.03474280183588
BA3232	8.15477520582082	8.35358316301659
BA3289	4.99494706061389	6.92559422045597
BA3430	3.64521772451027	6.39027254472215
BA3145	8.20818067427413	7.77015373984418
BA3399	6.40074858834192	6.76002445528346
BA3449	8.79635277497105	7.70197141870837
BA3384	7.68652733200955	8.0301567645062
BA3427	7.88494695067266	7.18556384102574
BA3163	2.07381903278467	5.74129207216541
BA3158	7.96744532914178	7.65513327960109
BA3436	10.4540502805812	8.84307877151568
BA3154	0.601632895281666	6.40549948389557
BA3162	6.46633469347968	8.25554427681065
BA3352	7.01472936087095	8.61607464234973
BA3084	4.77031077404719	7.00146186913291
BA3149	3.28330883545606	8.17428733914348
BA3169	3.00426499817374	6.91326402535282
BA3180	7.02698040559294	8.61968837224666
BA3255	7.81832288003789	8.2409408040855
BA3438	1.59541816670198	7.72809482559201
BA3345	2.11388863910946	6.04484767922597
BA3403	1.97096633043764	6.73865750312275
BA3431	6.16270217963845	6.71095851013656
BA3181	5.21924696123963	7.55754763062472
BA3341	7.60395254604328	7.61949698331246
BA3191	7.06736498172321	7.63278489020753
BA3197	10.0139606390354	8.25764420926654
BA3448	7.76334677298606	7.76884228347361
BA3453	6.94358580230343	7.46894970580743
BA3406	7.62437772428186	7.83268389248944
BA3308	7.41702873174962	9.19120372633416
BA3186	9.9053830477262	7.58065740201547
BA3334	4.22175408993243	7.29431703031285
BA3447	4.59972375526065	7.14687001357008
BA3116	3.24833932522177	6.41947371786185
BA3280	7.63278489020753	8.5529001392332
BA3185	2.28340449654963	6.25854276374572
BA3094	-1.96011964564348	6.2379984984627
BA3318	6.326824292765	6.87212018212394
BA3216	6.47279065497325	8.0760787079227
BA3332	7.36724009431295	7.93502206043898
BA3214	7.99246857024867	6.59838838471777
BA3099	7.75780436658957	8.79635277497105
BA3141	8.84307877151568	8.19611264417946
BA3373	8.43758065182973	7.42090370210596
BA3319	5.9785222997962	7.37299295258264
BA3328	9.1410080593907	7.97388709664949
BA3339	1.3495851994097	5.72866766844001
BA3240	8.91751782379931	8.17822710034905
BA3142	8.68676863894814	9.10341841676742
BA3333	7.37577438257785	8.32449794408229
BA3381	5.08870565418655	7.30768711424343
BA3290	8.19012213724112	7.12664090320603
BA3207	3.02428518304635	7.10693286579065
BA3296	3.53193069811392	6.1842076331656
BA3305	6.50854787129231	7.53093612416627
BA3434	4.82292152807512	8.49908497066643
BA3189	6.86708630662577	8.68106286594684
BA3264	7.17999658780694	8.41846114844672
BA3329	9.23665444981222	6.64579190444665
BA3417	0.207476070123517	6.54307132156237
BA3367	5.72023465218825	6.70309367478267
BA3225	3.92905779716509	7.07025966230358
BA3183	6.73692509275104	7.92699657991781
BA3222	0.578560653385863	6.58940815390926
BA3139	7.81101053195418	8.70874486254081
BA3397	3.03620367997927	8.06884590575294
BA3311	6.35019247071228	7.08368088883067
BA3422	9.65571538111022	7.98898804212453
BA3228	7.8210975174081	8.3972661940189
BA3213	5.6533576160666	8.09251475928632
BA3270	6.34737367069021	7.18474506245045
BA3415	5.82971849546372	8.672544374331
BA3324	6.87212018212394	7.65148276489013
BA3194	8.2960419873451	6.92239609110895
BA3335	9.2389471182711	8.6697155276332
BA3199	7.05796014084047	7.41600983782201
BA3326	2.88584557978208	5.81007696621955
BA3285	9.61602995658446	8.42744390017979
BA3297	7.82688083190866	8.1981158996604
BA3227	9.60929418124753	8.99211218550823
BA3394	7.53511002571526	7.13831231065164
BA3412	0.439987090282692	5.20189485084995
BA3293	9.06845231152446	9.22062772367926
BA3250	5.42966375134891	7.63755645913212
BA3177	5.13976221148527	8.54508752883457
BA3315	3.90901162589946	7.10534081557561
BA3182	5.55510823651463	7.62683244469809
BA3260	4.66398706452937	6.00431982068801
BA3369	4.807111451034	7.84567146798846
BA3078	5.75415496254133	8.29355254161206
BA3386	8.70980864868103	9.19512951707567
BA3445	6.61275930528802	7.26066025557169
BA3452	7.32489473499785	7.46577618872004
BA3176	7.22042069105103	8.00107447892983
BA3258	1.26994075255518	6.64862107605335
