	NRAS	SRSF2
BA2636	5.618899244673786	7.23942408699101
BA2639	6.87379493078743	11.290559861343022
BA2644	4.523228072093757	12.120313967421524
BA2645	11.497053146747986	6.565985109356736
BA2646	7.52196821927506	9.601665809212935
BA2649	6.5110349212047325	11.37103738461929
BA2651	5.522235802518263	4.392191881902992
BA2653	6.932954127168356	6.189312757173702
BA2655	21.190639026742865	24.78280962468196
BA2656	5.70152550063354	10.496625191157923
BA2657	5.771640544049528	8.718577880236095
BA2658	7.303343113474377	14.996474160764116
BA2659	4.992308561952519	6.834352080947908
BA2660	3.8659874889590977	4.155803626710925
BA2662	5.360102201734025	15.49520119417077
BA2663	7.115731521785219	8.012704999972765
BA2667	3.956974411640785	5.179103667139669
BA2670	7.118595835174869	4.824542357103383
BA2674	6.620444797362425	10.722448805074542
BA2675	6.034031009097357	7.4338882407337
BA2676	3.107607870682305	6.708243469362233
BA2677	5.575713563735737	10.056471670609511
BA2681	3.5093466744556574	6.4486065719395
BA2682	9.325592794633229	8.86880632720628
BA2685	13.332002918372408	12.088413277456349
BA2688	5.5760283623478974	5.633587562322815
BA2691	7.281596974082845	6.076648196548933
BA2694	6.601392966663166	5.467132033760421
BA2695	10.519060586894415	9.713575137631638
BA2697	2.2000516165580417	10.360787444122687
BA2701	4.662172822324519	4.731877278883458
BA2704	5.677016775445185	8.317276075620878
BA2705	21.23427526720895	6.022822272948734
BA2707	12.951402717215212	10.73198616991751
BA2709	6.713173071854309	5.070893089865122
BA2712	5.212656383925112	7.203846810873546
BA2714	7.494660102644128	6.004340183355022
BA2715	8.77742188674404	4.669863887178434
BA2718	6.751867338425482	9.106236307301485
BA2720	7.477439803137484	4.530534686570339
BA2721	9.111501966856752	5.481999785025814
BA2722	8.724155367047782	5.718629066779601
BA2723	11.63023019170407	8.777930020899095
BA2724	7.840445107908545	6.865747442702639
BA2726	5.735579713442043	5.46525282121478
BA2727	4.365000646706227	6.406590161494626
BA2728	6.036499207879079	6.114653167335468
BA2731	4.956162727983662	4.682356977360299
BA2733	7.353394433761991	5.681767858992853
BA2735	3.8197767958434254	3.99910963692798
BA2737	7.925859033620257	8.293808493246203
BA2742	6.987221703079376	7.233564878780263
BA2744	1.8895223664126053	3.3238434758887325
BA2746	7.330916641316313	9.638528377831507
BA2747	5.3158284215227845	8.563268577013341
BA2748	8.139410104512923	8.95066179938992
BA2751	4.017743583694481	6.898398048565869
BA2756	6.746952638324869	4.073384222163363
BA2758	4.802055360057014	5.67761271728232
BA2760	10.040971439029938	6.513254477440419
BA2762	8.641861122645114	9.329141237805674
BA2764	4.423166990932352	4.943143749486105
BA2765	5.288734857660687	7.350530098909075
BA2769	8.013547410518223	9.702788896930844
BA2772	6.050637343549377	4.159127448986021
BA2775	5.069130121130372	13.77659622773193
BA2776	8.05472617237573	16.371407361151164
BA2778	7.637662465316218	3.520166182953617
BA2782	5.098815842788575	8.397264195881215
BA2786	8.415938454538999	16.45774351342842
BA2787	2.2193393219280133	7.389194116949242
BA2789	8.636023549822143	6.449575456643765
BA2791	7.741178501764106	10.11462229560986
BA2792	4.551570630344417	10.24030708858268
BA2798	16.816381449757476	10.398857204628076
BA2801	5.517200535623427	8.674430343301829
BA2802	7.088526556047891	8.138700967825729
BA2804	4.078754304065843	5.820780505318683
BA2806	9.513322124678869	8.730563476229827
BA2808	7.263683515204514	6.251134290030116
BA2809	7.24147291945887	11.545778835437822
BA2811	7.070350225119517	6.428374807884683
BA2812	3.1678574196547364	11.802928834815026
BA2813	6.867976503649437	10.855132806266033
BA2814	4.355118338847606	6.36973865898262
BA2816	6.065623327282163	7.447682610994238
BA2817	8.966257475878034	5.033826240082924
BA2820	10.129095373627926	4.432341785701983
BA2821	9.91932746976686	17.987850850995763
BA2822	7.731515903978233	7.391770931926661
BA2824	6.310885839083982	10.14592250436246
BA2828	7.488565300362087	5.58623574127537
BA2829	9.36678347562548	12.60706256807866
BA2830	9.641558139974746	11.597514503817472
BA2832	5.910862256778355	9.478322894438538
BA2836	10.880632567658289	4.542946151205929
BA2837	9.303846484342278	10.187887408517986
BA2839	14.447366463317476	7.19713648555592
BA2840	12.9890063658348	19.35628427491396
BA2841	14.920340504832764	15.51985513764779
BA2842	5.618212847317316	5.670142492268048
BA2843	10.861403037264049	7.2737096187365635
BA2844	9.577489786501244	8.040064000954159
BA2846	7.396085179139685	9.099985146464729
BA2850	7.478228744064123	17.256494458123818
BA2851	10.53628057560122	16.919319842135923
BA2852	6.446840796175184	9.3557024608083
BA2855	9.005710318890628	6.770871996630884
BA2856	3.7253524305821775	5.709638559319097
BA2858	6.240550615962576	8.75621358698366
BA2860	4.073930585781352	4.831655206211666
BA2861	3.859774992858181	6.545294633285072
BA2865	4.841331190074856	6.063684890259434
BA2866	6.525918957798433	18.217765780052407
BA2867	11.804541541897262	12.768944059804822
BA2868	8.234759724452115	8.926632811025167
BA2870	8.617979239843704	10.691233978534347
BA2871	9.699320563414837	7.871446025382816
BA2872	5.400992864023292	8.38478074500445
BA2876	7.405359621995483	7.570218934013556
BA2879	10.283059619460772	9.744493994658372
BA2880	5.781449591374675	9.872966868748064
BA2882	5.16195219286407	6.41113793113961
BA2883	10.635094429933371	6.339850205079362
BA2885	8.529560296047924	8.479900578500331
BA2887	7.685740513804617	6.56007403071066
BA2889	0.0135692782404742	0.0743460508001554
BA2893	3.851752199071992	9.638332415462768
BA2901	4.583189739568179	4.034005532164386
BA2902	10.07164782522177	15.714779390715256
BA2903	4.244777417545605	4.984318248699775
BA2904	6.789738908991834	9.63024104045493
BA2905	8.339195521927117	6.684914909844287
BA2906	6.169201797449964	8.651578361770243
BA2908	6.442767618838151	4.877579593737762
BA2909	3.261882774806027	4.683284513195718
BA2910	10.510370108811154	5.541838286981467
BA2911	8.013297504789035	8.54856069642697
BA2914	5.073157530546257	10.502107696154695
BA2915	3.60830817852681	5.792362572827192
BA2921	5.387517108967468	6.633073234286286
BA2922	4.732165252572826	6.310571185556978
BA2923	4.118521207039701	2.294485920644868
BA2926	4.31474321881863	9.80998462588298
BA2928	4.851234415950231	8.69165244131062
BA2930	6.039991130066368	6.252578532514452
BA2932	6.117086266839964	6.808563590999973
BA2934	4.95306341203095	14.067268493090149
BA2935	5.681273121008684	6.875732347003628
BA2937	4.822767525712362	7.428246049513387
BA2939	7.316767425306303	5.666911542612318
BA2944	13.171305358374154	20.17810691378028
BA2947	6.287702747922064	8.752448133917666
BA2948	11.507667665590594	7.658120790846421
BA2950	13.44390054926216	19.80803348470678
BA2951	2.820169602008459	6.545344557830107
BA2952	8.37478687157995	8.122364399174007
BA2953	4.091123903375138	4.165527594363746
BA2955	3.004235051792003	4.168310746794686
BA2956	6.290871235995807	4.412213468284358
BA2962	7.648383536569572	9.62254626815916
BA2970	8.768121816957889	6.82563548808512
BA2972	10.629632088944046	17.133302447360474
BA2976	5.811563870486877	12.0314205734361
BA2978	6.906986151702116	8.401967136321247
BA2981	12.088708199007163	9.995182026586264
BA2984	5.952599271998055	11.464907345876346
BA2986	6.015145644922761	7.101684957297008
BA2989	12.40066861542853	8.795973499008968
BA2992	10.128677544286331	8.387360095873753
BA2993	5.000211614265577	6.548091996647044
BA2994	9.912288804454908	7.491587589060391
BA2995	11.105876464807029	8.042978259588315
BA2999	6.624684574930474	9.237287592470466
BA3001	4.442970542048801	10.635474927702829
BA3002	8.285664492131295	7.433066834918997
BA3004	7.8110529639010675	20.01524371362463
BA3006	3.65168512711718	7.887406418836374
BA3008	0.8681006640438829	1.151764051617996
BA3009	6.8263314902828105	12.70675816021341
BA3010	4.9254516334744025	9.93501421886932
BA3011	11.105390953391971	7.312469312344717
BA3013	5.48735513938059	11.241296352717962
BA3023	11.640284109985148	7.669966584671925
BA3025	5.57733503992295	8.224723862040195
BA3027	8.279975709011342	6.313814037982007
BA3029	7.226612217584591	4.863085291612342
BA3030	5.902817800149135	8.996704918882624
BA3037	8.02305017906364	3.560208607567682
BA3038	8.055542584703412	8.525039525459805
BA3040	5.182240962973314	10.184133637125449
BA3042	10.515634710289325	6.628816802916966
BA3043	3.244757511419285	5.7347037555727605
BA3049	4.1564176231429135	7.709952901890861
BA3051	7.556062024995525	8.028488614097542
BA3053	7.894004164861986	8.260392006415247
BA3064	12.477605240623443	13.723563278917382
BA3067	16.50676562323782	5.767707151808671
BA3068	12.55326317026118	12.05725770114568
BA3070	5.37472511617356	5.203023149659262
BA3071	8.311919851686827	8.508481104196106
BA3072	8.21975335540976	8.130820553657012
BA3075	12.33812847748259	9.685638937249172
BA3076	3.984990310271045	3.173670483067415
BA3077	9.3374500327709	7.063930513550272
BA2040	9.363714077638893	10.69440493109387
BA2160	5.515966560385625	9.003634380250459
BA2303	4.54654965522162	7.191323495844114
BA2353	8.900907518980299	9.207538455055904
BA2516	4.866430768383223	8.722662105679474
BA2590	10.88491560304582	11.772384644006344
BA2647	10.644695164434138	8.294039752405034
BA2891	10.14706198972468	4.544684365430045
BA2924	16.10777913232319	9.270804624805091
BA2971	10.182583973293996	8.612476462145901
BA3036	5.675109181561699	7.951047772735664
BA3059	10.280030831308574	8.459143755460484
BA3073	7.427611770627111	9.331302161300306
BA3078	11.877784209449372	8.821603164846612
BA3079	4.713510544408561	10.919607123689367
BA3083	8.127872976570112	9.763607559675624
BA3084	6.089439383491785	11.07619193781452
BA3085	11.306260223396905	8.58611905302023
BA3087	12.519830914347391	12.656354684321892
BA3089	7.374586917885807	8.311153394764238
BA3094	11.23969127159888	8.867397625461617
BA3095	5.181717467182284	11.147013913607896
BA3098	7.121552337276635	8.80564141769492
BA3099	11.556525533401189	12.18830630974656
BA3103	15.293287920246993	7.932405121638664
BA3108	5.723864054607475	8.466121616741022
BA3109	9.974575811976672	6.114691826723875
BA3110	8.262456350121662	10.458380976102182
BA3114	8.095098851779044	7.885945321817231
BA3116	11.72639377101633	8.529886045216243
BA3117	13.29495042372544	13.165547408646669
BA3118	13.728991946270892	9.52900286393184
BA3119	8.859620524335702	9.320060173536255
BA3123	7.118118707494445	6.819402436917767
BA3124	3.2260637051228933	6.529968711843278
BA3126	8.019485443173085	6.418101039293884
BA3128	11.41342783631617	11.407179138617158
BA3130	9.585302419403888	4.088463993581992
BA3133	10.365932289438458	10.193558105999386
BA3135	12.171174562220935	9.345978385551664
BA3136	10.333657320457108	8.021824222051386
BA3137	7.451576271310173	8.260497748162454
BA3138	10.471239263116624	11.566433343215182
BA3139	17.5470260749779	12.880608873792047
BA3141	6.5465378852369085	10.923457287374118
BA3142	11.74450974655493	8.168811611319903
BA3145	5.436537403304551	7.6347702394397565
BA3146	7.496130499999642	9.655032618034785
BA3149	10.547723040091752	7.564425393661298
BA3152	6.301759291837863	9.920754637698122
BA3153	27.604711739328657	14.526215454406378
BA3154	14.721168223689844	10.846861583232888
BA3156	10.6029300189222	9.927326320381322
BA3157	8.710044108337883	13.063054618752696
BA3158	4.549592689670392	10.693974685916867
BA3162	9.14415263611372	4.851054301599011
BA3163	5.042026538813098	6.930830142035739
BA3164	11.759397793508905	9.342014435147782
BA3167	10.12720975917421	5.302001846889388
BA3169	6.8725908188312905	7.799940669931466
BA3171	9.172088011260572	9.091666968041642
BA3173	14.527553750882252	17.095760583401017
BA3174	10.426519983418606	6.793822708728306
BA3175	6.687414698737055	5.00744272661695
BA3176	4.727362915020489	8.478663478887432
BA3177	14.316351742999876	15.535892919889813
BA3178	4.481458329916356	7.811829033638568
BA3180	12.732633333387836	8.895337557218458
BA3181	4.996390140454944	4.422815895727106
BA3182	11.21467746186656	9.852922154156422
BA3183	11.767213931502704	10.844757813732675
BA3185	14.82598661286637	8.111352392123562
BA3186	10.552787658503464	13.488830775472104
BA3187	9.514352527543767	10.898121425348023
BA3189	9.260743630277409	9.78367671917606
BA3190	13.260363949948133	8.457118252608119
BA3191	5.43215090733389	6.82073962029973
BA3192	11.16770984951238	7.644962953547431
BA3194	10.895861766915308	15.578974834950255
BA3195	7.6441887706225184	7.656353683530695
BA3197	5.800152007711604	5.8496987295057785
BA3199	10.139880583334364	17.319011707488368
BA3200	9.05510333761118	9.219105547330877
BA3202	14.844408407216624	14.131055396645657
BA3203	12.792517740017855	13.334514162165004
BA3206	4.9930575442003216	8.615426237956427
BA3207	11.058929178599826	5.550590901362075
BA3208	4.73984606187309	8.862523887706992
BA3210	12.467459277619287	9.405140894830891
BA3211	6.3397135350260525	8.211004457284288
BA3212	10.804288611301352	9.898038724342744
BA3213	15.172192690106934	13.517700773179085
BA3214	11.009429706125792	9.10206025949245
BA3216	12.064438823458024	10.525741125088398
BA3217	9.204330611096912	9.944442255261963
BA3219	9.498988084807602	7.506296933894308
BA3221	4.347848369895512	7.195100213258784
BA3222	7.258022051538889	11.188259066181317
BA3225	6.775318452649396	5.8561021391687165
BA3226	5.037539499207443	10.060113918821658
BA3227	8.449865074646068	7.686237312566234
BA3228	14.728006400949374	9.760905981324214
BA3229	8.258563798570854	9.545261414210527
BA3230	5.173337137112995	8.213683806876675
BA3232	6.137008247932158	9.652088286441485
BA3234	13.4334092455369	6.848903752017485
BA3235	7.47416051368265	5.569652226288433
BA3237	5.239957561988869	9.936101859579024
BA3240	8.640906615788095	8.185381995795078
BA3242	4.657648023345828	7.604050682616766
BA3243	7.053227590864142	9.101669593295048
BA3245	16.72660301865786	10.050032440893732
BA3249	9.28909365625678	6.20004108032068
BA3250	12.052798291895275	13.405323391789926
BA3251	8.0824784174955	8.523607381203018
BA3255	5.506045249535786	10.599715894329504
BA3258	9.421654415563246	8.533098056657375
BA3260	10.043134124295976	8.022998558022062
BA3261	5.456559478409888	9.596048646531807
BA3264	14.013073014501314	14.78860556772643
BA3266	11.371512264281998	11.12503740353567
BA3268	13.487596429480824	10.423782911017836
BA3269	12.778565326349955	7.77691334390067
BA3270	8.966125771650601	10.34277920191874
BA3271	10.228978044635625	11.45723740240038
BA3273	12.937017621214348	7.743927641031251
BA3275	12.552765046222495	13.62861762248925
BA3277	16.768048282544832	12.820539906418915
BA3280	12.850526793400238	8.687904912857055
BA3283	14.140758983435106	10.549686026775223
BA3285	16.542293303495914	10.970053235962071
BA3286	5.249771306428635	11.155541073179949
BA3289	4.451033730888602	4.519220289498952
BA3290	8.876202943256805	10.525863738103386
BA3293	9.385915745409736	11.173433459640664
BA3295	10.695393590780256	9.51056040412335
BA3296	7.297867451694903	9.54379108585924
BA3297	11.905042783466822	10.05807396903628
BA3299	15.186092461807736	8.311965017920354
BA3300	8.604532826571761	8.675450957298624
BA3302	10.63996668476046	12.101544330459376
BA3305	8.895852472602522	7.045951083072468
BA3306	12.392167917795083	7.763128556120951
BA3308	6.856118014309656	7.980714711909244
BA3310	8.255323995816461	7.140067784250679
BA3311	9.57964179426214	6.68639787222256
BA3312	8.929367712718888	11.572936802854784
BA3315	13.021107097003505	7.883702913894531
BA3317	6.590205838767156	9.714590023159383
BA3318	17.92868446746323	7.997437226848493
BA3319	9.97159404333888	7.273711621771631
BA3322	4.847316259253363	8.446303106703873
BA3324	11.761095442415405	9.864911009400569
BA3325	9.300737346465528	5.563677739588434
BA3326	11.914195529061216	9.818553723562983
BA3328	10.557810467966954	10.565716881082592
BA3329	14.061448568418411	15.46194247403662
BA3332	20.584078982011555	15.916142631663464
BA3333	14.452324390981708	12.714477441004007
BA3334	3.874027586053179	6.106620525462873
BA3335	13.704447687550342	12.395555577254008
BA3339	4.973563586925246	9.765631322515109
BA3341	8.67627291781594	5.98431749934663
BA3345	6.296771329649549	11.196543920613005
BA3347	11.85538377732058	10.664916910571025
BA3351	16.637228340222002	16.54129640964584
BA3352	4.692528710189486	5.467258987286584
BA3353	7.779444083765125	15.429080281349709
BA3357	12.575867965626449	14.856527554803948
BA3362	7.082788365589277	10.172115364130166
BA3367	14.60793183927729	8.75199375095606
BA3369	13.404414989690776	13.772225722867178
BA3371	8.959550514870674	10.10715540324971
BA3373	13.277867245531422	12.995315688071493
BA3374	2.7100052944524693	4.332560099514102
BA3375	6.189797044237009	7.051401025462334
BA3376	6.555132521281164	9.464812215081736
BA3379	8.230129068984011	9.907754367966872
BA3380	11.833818851810252	8.464490097122242
BA3381	10.453178169079605	11.453561665458686
BA3384	6.472072041324632	8.365130568092098
BA3385	5.821495536373235	7.021077283886595
BA3386	8.354719922018896	12.924496536729905
BA3388	5.738108007369189	6.203700870772632
BA3390	9.523890366002677	5.792154717228812
BA3394	8.115488982478709	8.404975653003687
BA3395	4.880342626517226	6.651341999856366
BA3397	10.053832732131792	13.219414617481226
