	ASXL1	IDH1
BA2645	6.38738832095137	4.05123232495892
BA2525	7.40609048790591	3.65728472785622
BA2876	6.59838838471777	3.20185478187358
BA2357	6.53695474326822	3.69392175101973
BA2546	5.70452449404762	7.33073792117204
BA2742	5.61064071002875	9.09600320401444
BA2316	5.7725785925433	9.05942450247106
BA2421	5.83800900717186	5.60042800463674
BA2087	5.72480376191034	4.8688411127684
BA2910	6.00800870736247	6.13375733254388
BA2148	6.33368252669389	4.42623541625347
BA2063	6.97794904447586	2.864896220199
BA2329	5.78856545869923	6.84399982384708
BA3178	5.51345714323729	6.28908084563445
BA2072	5.70757619671164	6.78074983432615
BA3029	6.00261866586335	5.19342572013905
BA2733	6.0688553647905	4.2236378258506
BA2995	6.95960331595656	4.54341837856977
BA2069	6.00392077224602	6.95150045701844
BA2100	6.11039522609915	5.17381001168529
BA2681	5.64993072157884	5.34829013725005
BA2248	5.92513526908082	5.78304332339911
BA2832	6.18950223686314	5.24140893715519
BA2308	6.17641644366945	5.41063794413204
BA2413	6.21539686316165	5.39458251066191
BA2701	5.57895756058083	5.81524050486287
BA2634	5.89048099649459	4.90500171115938
BA2677	5.97648507555777	6.37500681410956
BA2937	5.86940153677441	6.43542748974206
BA2600	5.60841425670287	5.22500574588553
BA2019	6.15834977750935	5.31326361994662
BA2412	5.60156210630339	6.05611661620259
BA2334	6.11294027816034	5.71913182250031
BA2050	6.10277314052035	6.1842076331656
BA3230	5.95938551876052	5.34936654533728
BA2953	6.33918453468976	4.87201227243281
BA2481	6.10497366667794	4.1174274886939
BA2731	5.40702626397137	6.19120375825818
BA2294	6.30740738637139	5.51205399141146
BA2418	5.82819619911188	5.86536301251181
BA2816	6.34923107690817	4.97525881373139
BA2656	6.26338772089894	4.6932849776624
BA2814	5.40625901568549	7.64895583047878
BA2631	6.02698748997862	6.47620808782314
BA2023	5.64727150122162	7.42928783450574
BA2375	5.97812067314416	5.84864920436747
BA2485	6.4432415747754	6.60051001058414
BA2455	5.55586804682645	6.61484329859941
BA2025	5.79603390583248	6.18727628290146
BA2636	5.80376596025215	2.95707573664305
BA2325	5.62116214065844	7.31937809888862
BA2169	6.58028734101557	4.2685172238636
BA2156	6.28642083726129	6.53347844553203
BA2511	6.6441169206914	3.63778681479032
BA2939	5.77409344818299	5.88920214405522
BA2168	6.0688553647905	6.03566200297907
BA2505	5.99273740349983	4.82328175599878
BA2860	5.01631466171857	5.15668163101419
BA2707	6.18507158781402	5.24611528011748
BA2871	5.04068213537324	5.56596083132182
BA2655	6.19438001519865	4.94485331976651
BA2227	6.06801263248952	4.77735183811143
BA2125	6.18904995277038	6.43000064848533
BA2523	6.02328497818552	6.26118056372206
BA2603	5.92875292821339	6.25896920678185
BA2808	6.24912819394912	5.30025672574144
BA2282	5.83560892628546	5.83716487793583
BA2482	5.69646062028678	6.93954050250455
BA2812	5.8625242189267	5.82934773365488
BA2822	6.36600938491696	7.20386734649371
BA2594	5.79758031043752	6.94945791531145
BA2747	5.99230630864101	5.23068767781653
BA2561	5.87580696816671	7.35863482899504
BA2567	6.66943948787905	3.40936163024976
BA2906	6.03938413348279	6.56583781452914
BA2956	6.16651995068436	4.93680420181051
BA2474	5.99645810395014	6.41993290039897
BA2737	5.72061360951374	7.00490622738367
BA2110	5.60841425670287	6.60579006500373
BA2992	5.94431286144935	5.29873886453286
BA2220	6.19646958807837	5.88005273032646
BA2772	6.08835914671386	4.20752353675978
BA2935	5.83483518369012	5.76293182295601
BA2260	5.55025760092161	6.30695343234241
BA2676	6.1180523945273	6.47376016789819
BA2948	6.09345357181028	4.45829690708788
BA2524	5.75756870973775	4.71338041148762
BA2811	6.20050527440426	5.95983280142242
BA2540	5.75023036618314	5.10108468850577
BA2928	5.54840893277706	6.62899851308068
BA2302	6.56065461359229	4.35980493218316
BA2595	5.70836568128015	4.7899749730526
BA2792	5.77845042719579	5.62043017440298
BA2651	6.32408741401117	4.51902825678144
BA2619	6.30326841219344	6.57921927462639
BA3013	5.88643954120856	6.23486418682469
BA2405	6.4915209071939	4.63387310843381
BA2735	6.25945312566298	6.01046707595227
BA2856	6.23533588980149	4.64521147205465
BA2377	6.01373604526196	4.72354417544082
BA2499	6.07438042977308	3.58175052756526
BA2463	5.75719364511349	7.01129464656936
BA3023	6.13725593051751	3.85081185407147
BA2095	6.3078817611491	6.09645228197541
BA2901	5.83522810280634	5.0241682886734
BA2275	5.83841841477399	6.14149524736616
BA2387	5.75528821055756	6.07906325231323
BA2962	5.62828464133832	7.45670028367566
BA2195	6.03523832777957	4.08320598972476
BA2688	6.83919348466817	3.23858596558685
BA2787	5.24575571846811	5.66936167999459
BA2420	6.19345543409726	5.91360220597683
BA2756	6.27694818574979	4.39589281624757
BA2122	5.6533576160666	3.22968112507528
BA2053	5.98917879350321	5.25892746258291
BA2080	6.24592732813786	4.29267969728308
BA2081	6.02496543297874	7.18078818168097
BA2354	6.08666258593702	6.26203648745747
BA3273	6.01912446509313	4.10948809536277
BA2893	5.97361430412984	5.61817308697624
BA2044	5.8546289142141	6.28823715765654
BA2489	6.37547648198029	3.22332800972844
BA2309	6.28139967131455	5.45489161608543
BA2720	6.57407550686427	3.85948948082755
BA2908	6.27158031478995	6.09727224274201
BA2054	5.64011484889975	6.44947039282618
BA2872	5.78815697396801	5.47433300541024
BA2526	6.24013217204255	3.54989691248403
BA2041	6.47228949068298	3.74848704611698
BA2464	6.26881149847343	6.04982213026608
BA2902	5.96907627794874	5.08617132532278
BA2541	6.01912446509313	6.29556241973791
BA2143	6.04775659278267	5.1308809152012
BA2094	5.56596083132182	7.53511002571526
BA2769	5.86341197424273	4.72632902528561
BA2843	6.6100656847185	4.576912820314
BA2592	6.40688318423783	4.04795438154792
BA2497	5.81959741153124	7.27462693268534
BA2718	6.20525292176704	6.75597489483719
BA2575	5.47284204510325	7.35298985161002
BA2096	6.21410531502083	5.90476239808708
BA2593	7.15951987646114	7.86375133258917
BA2791	6.19874995357892	3.89144729146833
BA2620	5.46114309064973	7.07695814218809
BA2629	6.7472714933791	6.1725191860544
BA2870	6.14026668002857	7.69160326863138
BA2423	5.86536301251181	5.07164095305392
BA2682	5.96386071356046	5.90076617867574
BA2276	5.9361114629243	4.91022290966011
BA2348	5.62233299062586	4.81265842584299
BA2709	5.67583098043324	6.54150806703429
BA2789	6.12180366530222	5.91554817043997
BA2694	6.60421812247539	4.4543011664344
BA2538	6.74612605168156	4.37307759807115
BA2583	6.66119005251722	5.2008194787507
BA2415	5.50018182112328	6.07987511764245
BA2722	6.0582244402994	4.94450171912077
BA2806	6.02371028385454	6.08879387607679
BA2221	6.06552141810206	5.57935496877716
BA3025	6.07906325231323	5.87927912302444
BA2514	6.60209690951209	4.5993645555515
BA2520	6.54875546973009	4.59723676314568
BA2441	6.36467185423724	5.83369852515391
BA2153	6.21802371577529	4.98513676810276
BA2479	7.27636680044251	2.61422648503115
BA2281	6.52170608095191	5.98958134739074
BA2657	5.89918966262517	6.58623483162294
BA2932	6.1527015081476	7.48594354331146
BA2123	6.73527749858946	4.52334899104318
BA2844	6.36227514110898	5.43657703696705
BA2660	5.89400600049609	6.80545390529169
BA2836	6.25179190765508	4.62427313618414
BA3027	6.30464556196735	4.19644815920318
BA2714	5.69757983119209	7.14998539597838
BA2139	5.39929335398575	7.28622892412638
BA2251	6.31251579014812	6.17773554711095
BA2952	5.88406214865442	7.21378004978512
BA2440	6.27158031478995	5.27576605306409
BA2036	6.40025463094879	6.68593691853273
BA2828	5.49725940478877	6.34322095252985
BA2292	6.51154576024005	5.09390910729551
BA2410	6.26033254809805	4.9819516092596
BA2051	5.94836876055586	4.798374704262
BA2532	6.37031994316104	5.86821930876448
BA2986	6.52020957672534	6.7892246921242
BA2494	6.57247167015578	3.75076608161682
BA2515	6.17598273714894	4.05242084925905
BA2748	6.37975842200095	6.45455803457724
BA2970	6.02937141783307	4.23547754378357
BA2622	6.13597197195766	5.88961440143981
BA2839	6.41651938191685	5.32846021235263
BA2052	7.04775148018528	4.36867112545861
BA3011	6.35627429889414	4.83233699169056
BA2868	6.02819468374248	6.88867708372879
BA2510	5.81726345497192	4.67922683289374
BA2065	6.26517604030033	6.91069984449294
BA2691	5.85381815948029	6.43193622663115
BA2374	6.2877927663973	7.58991392876001
BA2804	6.05361973784087	5.2695794873648
BA2670	5.67924435783264	4.93263432505861
BA2675	5.99436956978052	7.41008797800013
BA2589	6.71837477507922	3.43461282312155
BA2031	5.68872421112857	6.82612058067876
BA2198	5.85182499561048	6.5550219238791
BA2066	5.37928711694374	6.1842076331656
BA2344	5.683055970914	5.95439094102815
BA2459	6.93219471408877	5.73516831539579
BA2229	6.84719227215285	4.10073895515048
BA2559	6.06078122712208	5.07408997846094
BA2093	7.15557221270197	5.34151860321391
BA2000	5.88606180557595	7.95765939482996
BA2425	5.99112678530118	4.80920574953976
BA2905	6.47426873472503	3.14612847066654
BA2304	5.36584838994078	7.6112304020112
BA2976	5.9785222997962	6.03067265261494
BA2386	6.1180523945273	4.25981249131916
BA2035	6.42953951724595	5.46628439479905
BA2760	5.88961440143981	5.35302745757832
BA2201	5.773700485866	7.15481965297646
BA2355	6.6656439229699	2.57374882661096
BA2113	6.18950223686314	6.24956354515351
BA2155	6.82309107200081	4.31592922692549
BA2955	5.96945929693027	6.58727608652663
BA2502	5.70452449404762	6.82247572050957
BA2322	5.61780736228049	5.6147813580075
BA2376	5.46990488253098	6.97110220501606
BA2020	6.30050208589508	5.92833030401015
BA2226	5.65258967329686	6.57772759538865
BA2200	6.00841658197255	6.44374763893835
BA2121	6.05448659537988	5.63513768849615
BA2944	6.23533588980149	4.64167507429005
BA2033	5.98917879350321	5.27249782330272
BA2867	6.53145543602281	3.686686945389
BA2089	5.42234890079115	6.66232694076894
BA2224	5.99849937933433	4.84073982458941
BA2046	6.50002459426286	4.41752853740495
BA2972	5.96023036518701	5.58233779466511
BA2978	5.69449320412197	5.90476239808708
BA2829	5.75606111415072	6.5851771545889
BA2851	5.96505632745959	6.52531304614774
BA2587	5.70872171926613	6.46680230521735
BA2461	5.92917652580144	4.97525881373139
BA2695	5.81839607751016	4.76744564892536
BA2623	6.02245886806957	5.17806224044823
BA2024	5.52061119799639	5.21467303087656
BA2426	5.68872421112857	5.06916581711999
BA2271	5.73401055203652	5.61291824722341
BA3004	6.33046496181519	5.9059700222253
BA2579	6.50152491798344	5.11604418341834
BA3010	5.82392380814807	5.43991302011835
BA2662	5.59174174629251	6.72757025712009
BA2674	6.01784200578308	4.64236314712384
BA2280	5.9207696282738	6.60421812247539
BA2512	5.45674649791294	7.07626127790368
BA2658	5.77182174756257	6.0515207109664
BA2394	6.07695623288107	6.19874995357892
BA2950	5.79603390583248	5.51054741525892
BA2981	5.84787957757678	4.82920315142492
BA2934	5.95891123308455	3.15379592329678
BA2539	5.57116929470375	5.69683059962592
BA2249	6.04898713449574	7.28989199463087
BA2034	6.1058059803294	5.90196356256727
BA2109	5.58836680284654	5.04550512990365
BA2242	6.07305710536308	4.49812951936181
BA2277	5.89124416348565	6.49454808629482
BA2727	6.29137386576201	5.04344198379719
BA2132	6.02077165309049	4.47573564141147
BA2618	5.57784205345213	6.51917819512762
BA2521	5.71669470584693	7.60876718089275
BA2846	5.99605530428902	5.10282218386209
BA2885	5.46663574912202	8.3695120975799
BA2639	5.92274484517742	6.32360812377741
BA2775	5.92513526908082	6.51657057172327
BA2402	6.05529649425473	4.97105541814246
BA2097	6.12261931153674	4.20135659440007
BA2786	5.69683059962592	6.43335604753767
BA2399	5.95848988053113	6.07775440645337
BA2850	5.89400600049609	5.43546904513176
BA2174	5.69295647546023	6.13208464272519
BA2004	6.02412758639857	5.26566945651455
BA3001	6.19521896796153	6.34691329698472
BA2311	5.72290783455204	5.8717903577196
BA2483	5.66740335166233	7.05570452227078
BA3040	6.40264148496757	5.54245080282141
BA2837	5.75987481048265	5.24035827892386
BA2724	5.7171416432858	5.6643875190661
BA2911	6.04856537740908	6.06121727575126
BA2256	5.80732189831465	6.20314139469901
BA2821	5.93038956442244	6.91793209354363
BA2233	6.24100946664766	4.79452735368346
BA2744	6.04154865344481	6.82008128976274
BA2880	5.68986590376939	5.0883096858926
BA2621	5.84710176754198	4.96162900206024
BA3002	5.53462725078282	7.49042755149826
BA2501	6.06036727608855	5.76686556527581
BA2993	5.74510782456024	5.56967790109069
BA2301	5.91953516934334	4.86287652588537
BA2852	6.69247942029726	2.47641329200189
BA2133	6.57670086749662	3.1582319317872
BA2866	6.26561634633026	5.37084951659886
BA2212	6.1180523945273	4.78927104224353
BA2685	6.60106588860888	3.97791568550573
BA2273	6.36276922003241	4.97353447958461
BA2477	6.05488922575061	6.59734342436169
BA2659	5.70032456019922	5.69757983119209
BA2124	6.19874995357892	4.78927104224353
BA2363	5.74665789517333	6.58673582096521
BA2369	6.16992972400798	4.24276500476702
BA2534	6.10105446354612	6.43983576769468
BA2400	6.25896920678185	6.50804753914762
BA2762	5.78815697396801	5.08403773679609
BA2312	5.87096179619199	5.91835525147628
BA2813	5.84669771952697	5.85936501205287
BA2211	6.40122033716978	6.53298741802549
BA2171	6.24592732813786	6.05611661620259
BA2746	5.57675252591336	6.80845562026412
BA2798	6.37079667059363	4.18830550628692
BA2809	6.15101372135618	5.03892605141629
BA2288	6.54255345963774	4.70912069685916
BA2801	5.7857780349214	4.6961161698671
BA3030	5.77649310558936	6.26927993913723
BA2588	6.13597197195766	5.36902005012398
BA2296	6.07479305709891	6.11380852099068
BA2300	5.90968137145394	6.53199378857673
BA2903	5.30561743364852	4.16090429067131
BA2473	6.46136172333021	4.30837790148871
BA2545	5.78039940452266	6.06036727608855
BA2840	6.16651995068436	5.51015899119849
BA2528	6.04021038079235	5.79603390583248
BA2646	6.12593955851946	5.43474590254893
BA3407	6.23533588980149	3.81612780124423
BA2240	5.77728199716427	7.58879646153396
BA2926	5.87260128091849	6.29737759041703
BA2272	5.64203067730003	7.51732737025111
BA2306	5.86210066626784	5.95520312741494
BA2765	5.58345571866186	6.76656262392125
BA2904	5.85182499561048	6.22067774239525
BA2883	6.6100656847185	3.93840673561022
BA2726	5.55133978188627	8.89122942781574
BA2234	5.5977589538239	6.97176870633362
BA2022	6.13165710493441	6.70701242644057
BA2228	6.33600766569699	3.49799064045743
BA2037	6.36182238595201	6.27917243235478
BA2184	6.3144421792923	6.13418245991914
BA3009	6.36695225743452	5.36619555084966
BA2842	5.82697757198733	4.61468245344628
BA2442	5.96345262806037	7.79521409988635
BA2882	5.59137657391383	6.1556592421586
BA2758	6.07520173413689	5.82658327453077
BA2705	5.97648507555777	5.31976332499236
BA2663	5.73552904725917	4.59368397646332
BA2570	6.45599883472476	5.17593956338375
BA2764	6.09808877325888	4.81656126290881
BA2209	7.36435791540221	3.07362208775687
BA2989	6.63915578339387	3.71113954261245
BA2855	6.0515207109664	3.55318791593181
BA2261	6.09174069183038	4.47248648313274
BA2721	5.50315192004078	5.89765135115317
BA2930	5.81482124558208	6.7928687930301
BA2728	5.96823920514463	5.97772537420238
BA2715	6.70193954968785	2.69222768564293
BA2469	5.80971219847918	5.04768274106503
BA2269	5.63974092739285	4.44772389189131
BA2098	5.91084110589567	6.97450183109637
BA2778	5.30422441487673	7.01613705435711
BA2951	5.98747577885065	5.24328117345542
BA2163	5.98792432171399	5.11328125236518
BA2379	6.12991458455326	4.17369897600356
BA2817	6.85707363149716	3.22116841470907
BA3153	6.44995385247277	4.27041928872006
BA2820	5.48685812816546	7.11889170682512
BA2723	6.21316864027758	3.55417797609775
BA2704	6.41753927442656	5.97361430412984
BA2088	6.45847746962255	3.90594846339568
BA2116	6.4369045674542	3.45550886376031
BA2584	5.86781157381666	5.72791281354614
BA3079	6.25311199468293	5.57561187049385
BA2417	6.20227272504612	6.31720357778214
BA2361	6.2445717796939	4.20061838096406
BA2450	6.05529649425473	7.08974258985974
BA2492	5.64878460317562	6.50152491798344
BA2552	6.07349886728139	5.03783692041918
BA2472	5.89840678151491	4.06768255183074
BA2994	5.74740223582238	5.68192875741287
BA2047	6.17989946486144	7.53093612416627
BA2101	6.59148541753236	4.13397604746354
BA2082	5.96264354381231	4.30539842621614
BA2879	6.25896920678185	4.31740166637701
BA2577	6.2877927663973	6.38217571781426
BA2456	6.30418081628279	5.4921500734543
BA2175	6.19776851107361	4.79347559452987
BA2824	6.01215704616716	7.42202383501609
BA2507	5.96987848742324	4.69788797442376
BA2563	5.93293802015649	6.31632447129761
BA2244	5.43952524273383	6.99175546936536
BA2470	5.95848988053113	4.49704564233128
BA2984	6.19120375825818	4.98548688523347
BA2414	5.83483518369012	6.115497606055
BA2697	5.60656322510578	4.99665147897099
BA2079	5.22500574588553	5.8733548574054
BA2999	6.00093229876932	5.43185845277898
BA2644	5.51382815263466	5.72213373131707
BA2011	5.65258967329686	3.33268141494615
BA2217	6.19822146547957	6.01254264145456
BA2454	5.96063563466876	4.35980493218316
BA2776	6.1281715906941	6.83464418679852
BA2218	6.31205444786469	5.90885007986137
BA2135	6.32267289165303	3.53525438523798
BA2914	5.54431492495241	6.58888481686372
BA2500	5.82392380814807	6.13505858445244
BA2830	5.9361114629243	4.69647295762567
BA2406	5.85542200416075	6.52836297577895
BA3108	6.39073862378253	5.43621855884092
BA2924	5.65411500641845	5.90436368867117
BA2303	5.6147813580075	8.27031665707811
BA2160	6.0765385205626	6.00261866586335
BA2038	6.43095537419459	3.20723913331244
BA2602	6.26033254809805	3.27264514939603
BA2964	6.42858727965842	4.15738946871551
BA2898	6.05488922575061	5.92875292821339
BA3003	6.10323904488586	5.7225158734594
BA2111	5.89241706426442	5.82541777312417
BA2827	6.00881830211778	5.56256719374486
BA2912	6.4338606092369	5.17381001168529
BA2437	6.11847233502019	5.57601310486413
BA2283	6.05279557201734	5.93038956442244
BA2057	6.13853683580785	5.50092424285105
BA2633	6.26972531039322	5.57412698420844
BA3034	6.1368245443414	5.77144374108322
BA2607	5.98996157877142	5.81442547259646
BA2761	6.20964310204874	5.71331402808145
BA2795	6.07098245209084	5.86701172235977
BA2182	6.26604717378172	5.75491739673993
BA2152	6.00800870736247	5.98343537244457
BA2381	6.08362235286883	5.73095557356358
BA2931	6.18549348202673	5.57710363902521
BA2040	5.99072677808467	4.35354406259827
BA2590	6.00638246473167	5.57116929470375
BA3195	6.43590316276273	5.02654059802702
BA2516	5.94757169388019	5.99273740349983
BA2353	6.15311168314809	6.57871147435603
BA3036	5.90396043152694	5.5372259675426
BA2971	5.97890641593254	4.859362912485
BA3410	5.90720734250747	4.72146237134338
BA3118	5.8446879817315	5.37928711694374
BA3206	6.29871693912713	6.69750566900229
BA3202	6.48705929163371	4.30578132576709
BA3217	5.46410131409376	6.20920563257666
BA3405	5.6705066725732	6.89968682755392
BA3306	5.86781157381666	4.18905337629139
BA3371	6.26385719339892	4.43026354617328
BA3413	6.16479221189801	6.41603346705047
BA3411	5.81726345497192	6.04775659278267
BA3133	6.20398896796611	6.38171333036269
BA3164	6.19438001519865	8.22445433533228
BA3451	5.46734103839207	7.550843282623
BA3286	5.6864679763228	7.52533179189238
BA3212	6.91733301258099	5.68192875741287
BA3103	5.83256616777847	4.18132017858849
BA3271	5.84826511265661	7.59808663804993
BA3152	5.99520828398439	7.1445927897216
BA3095	6.10408615184211	7.01543819204674
BA3192	6.04647904010288	6.08362235286883
BA3251	5.76568700898176	6.81629782268832
BA3362	5.84669771952697	7.53867754134672
BA3400	6.31492475633183	4.5085935471109
BA3135	5.96141985766576	4.33903266779967
BA3408	6.98137959105818	3.17079334153815
BA3187	6.0756397245943	5.68573255517546
BA3098	5.7225158734594	6.64018393293961
BA3435	6.18251802139279	6.22503632366675
BA3261	6.07182186589842	4.65440830398242
BA3203	5.78459303638823	4.18716058878723
BA3174	6.0840496796786	5.09637288827648
BA3317	6.1058059803294	6.62136909185019
BA3299	6.01867856463796	5.20686512079418
BA3221	5.87965665517008	6.35211013226828
BA3347	5.75302384911337	6.06168577538942
BA3235	5.23710808006626	7.3014086607396
BA3126	5.32164044187742	7.76884228347361
BA3380	5.65522675909671	6.09048118374774
BA3089	6.021192542846	6.34412105865143
BA3109	5.94431286144935	4.16205900590607
BA3114	6.17641644366945	4.93122023310574
BA3418	6.51302546929391	4.20291883221202
BA3245	6.22284672145603	5.5239080872138
BA3085	6.12947427780454	5.32920195672699
BA3128	5.89203625853857	5.40443670689777
BA3423	6.44756726036546	4.69788797442376
BA3173	6.20825574796756	4.05042304398681
BA3171	6.14934626765103	5.6382097192845
BA3277	6.55285609284704	4.46447835591803
BA3210	6.81145766315316	4.05083600444237
BA3157	5.96505632745959	5.29839304298236
BA3433	6.25091484872834	3.74759218302818
BA3322	6.46633469347968	5.29307989811682
BA3374	5.44790183156178	6.57871147435603
BA3450	6.41555515164963	4.14520169098392
BA3167	5.84710176754198	5.24611528011748
BA3269	6.10538403903875	4.89092474484563
BA3110	6.57095981156775	5.57820476090366
BA3156	6.56583781452914	3.93670563044514
BA3226	6.11633596300958	6.06298925282901
BA3421	5.99807250561422	5.96666513140334
BA3232	5.93534312096623	7.46997411625783
BA3289	5.9931420196416	4.75027858706246
BA3430	5.95983280142242	4.69506440431895
BA3145	6.3249851051031	6.67231936736834
BA3399	6.02456199069166	4.01681712942243
BA3449	6.21363363803942	5.38186716708803
BA3384	5.81161565339235	7.22625304922136
BA3427	6.16391479568772	5.37014622702408
BA3163	5.68268021308212	7.16876088952225
BA3158	6.19438001519865	5.34691482072856
BA3436	6.436391484782	6.55336509971083
BA3154	6.21013178100069	4.57869564199945
BA3162	5.98343537244457	5.29986206219824
BA3352	6.25896920678185	5.41245018586405
BA3084	5.77331420543403	7.0168789681798
BA3149	6.18507158781402	3.77745737706284
BA3169	5.79282325358751	6.88492067829042
BA3180	6.03363601462633	5.06562997256811
BA3255	5.78933652729381	7.59101188148724
BA3438	5.11638292117158	6.96490245805844
BA3345	6.11294027816034	5.1308809152012
BA3403	5.42893594031004	6.58888481686372
BA3431	5.6098838682387	5.06846235610609
BA3181	5.7664756489083	6.18251802139279
BA3341	6.15101372135618	4.26401053300844
BA3191	5.55999957718043	7.03335772337666
BA3197	6.16141096550525	6.65069612456278
BA3448	6.19345543409726	6.11039522609915
BA3453	6.14547247746584	4.29566916323682
BA3406	6.08028059153902	6.78802478417111
BA3308	6.30050208589508	5.38841032189554
BA3186	6.57720688521491	5.59508122551735
BA3334	6.32314377198831	5.57412698420844
BA3447	6.22157033382946	4.84704413896278
BA3116	5.58682786591739	4.66681816964876
BA3280	6.16609369248211	4.55238107332514
BA3185	6.48952236006017	5.04694903743101
BA3094	5.17950354207122	5.38984631837511
BA3318	5.78115226086829	4.06925036801479
BA3216	5.91874058491338	5.32485345914141
BA3332	6.49799553338119	4.59403374647175
BA3214	6.32126637219132	5.05963791860408
BA3099	6.00599295147661	8.19411260375688
BA3141	6.25265344537738	7.05213628356552
BA3373	6.36326165874901	5.9527582231115
BA3319	5.56112145786682	7.31758513982701
BA3328	5.91554817043997	6.1281715906941
BA3339	6.65737778697747	5.13729178336945
BA3240	6.35713479831954	6.14975362813735
BA3142	6.55965463360655	5.68535357501915
BA3333	6.17121351437265	4.93997522367398
BA3381	5.76488394506669	5.92676397459841
BA3290	5.85694980213458	5.51241676925768
BA3207	5.47615849761807	7.40108920011618
BA3296	5.71553086944073	6.14235074085009
BA3305	5.93982972127244	6.63537899034447
BA3434	5.99685177199163	5.42966375134891
BA3189	5.83756838624294	6.19606446047222
BA3264	6.25445222164076	5.72941496772039
BA3329	6.6100656847185	3.66471911557075
BA3417	6.11971599118053	6.30602484819544
BA3367	5.50055254025843	7.20800173217813
BA3225	5.48685812816546	7.56436701911919
BA3183	6.0311101011047	6.31585760088979
BA3222	5.67963455085071	5.45598777768521
BA3139	6.01784200578308	6.87718695252014
BA3397	6.3811905938473	6.86281064555051
BA3311	5.53130217583918	6.8576823032308
BA3422	6.21316864027758	4.32671639588567
BA3228	5.94021025458643	7.08297551023298
BA3213	5.63359431703311	5.72675571340994
BA3270	5.79603390583248	6.41897137635364
BA3415	6.00921196587346	7.06166102601644
BA3324	6.08362235286883	6.60476180009226
BA3194	6.22157033382946	6.51105136156458
BA3335	6.04856537740908	5.39495254612019
BA3199	6.12904074966952	5.73442845067299
BA3326	5.56256719374486	7.94635895319707
BA3285	6.12385981288499	7.26503778677364
BA3297	6.04856537740908	6.59999610931592
BA3227	6.34322095252985	6.39926285688665
BA3394	5.78541513449237	5.98835302463094
BA3412	5.74090562795813	7.46474071975909
BA3293	6.20356343645269	8.19593305491973
BA3250	5.89003355654074	6.9766278154768
BA3177	5.72441309220803	7.22705513643141
BA3315	6.59785150913547	6.21410531502083
BA3182	5.74822587560422	6.6886775034689
BA3260	5.79243605583809	4.21672873374062
BA3369	5.70566190016674	6.66619952778557
BA3078	5.92875292821339	6.76957967246072
BA3386	6.05025616147561	8.12041880838799
BA3445	5.91835525147628	3.60216120874402
BA3452	6.06680993243889	5.47397012091034
BA3176	6.2751197185023	6.39832221441364
BA3258	5.67546263774049	7.09641299880345
BA3295	5.59699754908342	6.95685605328487
