	ASXL1	IDH1
BA3283	6.25584067626589	4.52802366345833
BA3390	5.62270762074318	6.48606087387678
BA3275	6.02537342172354	5.95983280142242
BA3136	5.53649114497573	6.95277524354107
BA3190	6.27784077147234	3.77167081659145
BA3234	5.36902005012398	7.38666974161584
BA3087	5.96823920514463	7.023488210081
BA3454	5.76141008187331	7.90342171341614
BA3302	6.2796317403598	6.22020638596937
BA3117	6.37215716750202	6.29962436721057
BA3083	5.75568831379393	7.1646982323911
BA3266	5.94641278080618	7.13433489569232
BA3175	5.63513768849615	6.58201675131977
BA3268	6.40454724548096	6.01912446509313
BA3229	5.78774237354263	5.89918966262517
BA3353	6.22545256194412	6.21363363803942
BA3312	6.09515830888203	7.07025966230358
BA3119	6.26118056372206	5.61255399082521
BA3138	5.71478675399189	4.09314534792602
BA3219	5.63016664038851	7.40510623344956
BA3388	5.74861209266001	4.60437364883205
BA3357	6.12180366530222	5.97400576389771
BA3351	6.31068973576453	6.82369230677028
BA3208	6.25584067626589	6.47077724815555
BA3310	6.10787715288174	5.16463165990358
BA3200	6.16824009925269	6.14502031934272
BA3325	5.98097884801574	5.51500276467509
BA3146	5.67127118896803	7.13831231065164
BA3211	4.9207439830005	6.45249909303564
BA3237	5.78970451035009	4.78751391876221
BA3130	5.79282325358751	6.78491577385659
BA3376	6.00093229876932	7.68775219309565
BA3137	5.84508987578304	6.43000064848533
BA3300	6.27603504625168	5.75454478360845
BA3375	6.20098661255903	6.3544519231975
BA3249	6.26033254809805	5.2440093257159
BA3385	5.88643954120856	7.09119041085949
BA3242	5.94641278080618	5.9610279397687
BA3446	6.11760662803549	6.49002795768883
BA3416	6.17209130162237	6.56633757408764
BA3123	6.12904074966952	5.05648239319286
