	ABL1	IDH2
BA3099	0.0234228550829127	18.274545724897887
BA3103	0.0260598413842826	16.378032342452396
BA3108	0.0228857245854361	30.46996472069004
BA3109	0.0128082191780821	9.532345278199386
BA3110	0.0175684931506849	13.781016140376858
BA3114	0.0120421773612112	7.197282610841694
BA3116	0.0108183129055515	16.173542035316327
BA3117	0.030697548666186	29.17546054368884
BA3118	0.0119214131218457	16.264775163810018
BA3119	0.0342880317231434	16.776955231431778
BA3123	0.0154091564527757	13.48910865139007
BA3124	0.0086968276856524	9.774294210195093
BA3126	0.0155641672674837	7.755407371759277
BA3128	0.0190338860850757	25.27415321018275
BA3130	0.0098792357606344	10.050013826676045
BA3133	0.0151586157173756	16.773215044608154
BA3135	0.0262274693583273	21.09899951258036
BA3136	0.015542537851478	11.030424178481963
BA3137	0.0138572458543619	12.814812423647874
BA3138	0.0158543619322278	15.22581518157924
BA3139	0.0150522710886806	67.88014286948258
BA3141	0.0224477289113193	20.049519829958417
BA3142	0.0263806777217015	12.999162452646257
BA3145	0.0116618601297764	12.679659182615778
BA3146	0.0169232155731795	13.22524544972174
BA3149	0.0144826964671953	10.116959254186256
BA3152	0.0138248017303532	13.939511654882216
BA3153	0.0316888968997837	36.791758560693
BA3154	0.0201856524873828	11.10286369525784
BA3156	0.0050630857966834	4.90890176951838
BA3157	0.0243006488824801	26.36258001085897
BA3158	0.015192862292718	8.196986599044903
BA3162	0.0246665465032444	14.92553265094584
BA3163	0.0108471521268925	9.655537407914707
BA3164	0.0192736121124729	21.981137291921176
BA3167	0.0217844268204758	17.7017324929972
BA3169	0.0142862292718096	10.367166919631288
BA3171	0.0217898341744772	14.059784862843816
BA3173	0.0176514059120403	25.98104238082899
BA3174	0.0074242970439798	7.990972112192893
BA3175	0.0070782263878875	9.56082397364232
BA3176	0.0175648882480173	12.403175026838928
BA3177	0.0181578947368421	25.247280692012485
BA3178	0.018866258111031	13.448512068263428
BA3180	0.0314023071377072	27.78159349202236
BA3181	0.0079632299927901	8.334875997976281
BA3182	0.0166888968997837	18.84452219301818
BA3183	0.0248089401586157	19.3090976998729
BA3185	0.0126496034607065	17.161512197830675
BA3186	0.0253749098774333	17.454775330396476
BA3187	0.0107930785868781	11.750389108947545
BA3189	0.0150558759913482	14.593278082157974
BA3190	0.0103731074260994	18.162915176643345
BA3191	0.0097116077865897	7.578477122126382
BA3192	0.016888968997837	14.494058909907576
BA3194	0.0324909877433309	32.64022569997162
BA3195	0.0149477289113193	15.819943138488878
BA3197	0.0242429704397981	12.718229494440948
BA3199	0.025270367700072	41.70031328125964
BA3200	0.0230785868781542	16.402844013376274
BA3202	0.0192880317231434	25.80488301928701
BA3203	0.0158597692862292	18.555278939769742
BA3206	0.0162743330930064	9.370490702007675
BA3207	0.0133020908435472	4.913038407433459
BA3208	0.0090915645277577	5.697455632473253
BA3210	0.0217123287671232	13.322598884487716
BA3211	0.0179812545061283	17.47976324979331
BA3212	0.0332281903388608	13.713534872098622
BA3213	0.0166149963950973	17.70503154036945
BA3214	0.009592645998558	20.7924935278076
BA3216	0.0157137707281903	10.469779569096362
BA3217	0.0261878154289834	9.48104383074816
BA3219	0.0107354001441961	4.533216506867064
BA3221	0.0088698630136986	8.736903250286899
BA3222	0.0215771449170872	25.51691885388517
BA3225	0.0116240086517664	10.129582756450596
BA3226	0.0166204037490987	12.007611316773405
BA3227	0.0285291997116077	15.75106509211614
BA3228	0.0207173756308579	22.8158607337208
BA3229	0.0180821917808219	19.274902824565945
BA3230	0.0169899062725306	18.06064562741396
BA3232	0.0152343186733958	17.595311090956205
BA3234	0.0154217736121124	11.112007095349156
BA3235	0.0098558038932948	8.060687884845567
