#Boxplots d'expressions du gène SF3B1 en fonction de la feature centerID
#Résultat du test statistique ANOVA : F = 9.820, p-value = 0.00000
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       1        0.208871
BA2496       1        0.171378
BA3037       1        0.070903
BA2865       1        0.340476
BA2751       1        0.425799
BA2055       1        0.219214
BA2286       1        0.352312
BA2488       1        0.502888
BA3379       1        0.743943
BA2887       1        0.358065
BA2712       2        0.226831
BA2068       2        0.190266
BA2104       1        0.263310
BA3124       1        0.498689
BA2449       1        0.256906
BA2235       1        0.572548
BA3038       1        0.449046
BA3006       3        0.320365
BA2667       1        0.529732
BA2239       1        0.238388
BA2782       3        0.172740
BA2649       1        0.309068
BA2861       1        0.418235
BA2134       1        0.244409
BA2909       1        0.405893
BA2653       1        0.123146
BA2947       1        0.336255
BA2162       1        0.687182
BA2564       1        0.174467
BA3043       1        0.344372
BA2597       4        0.169662
BA3243       2        0.325290
BA2446       1        0.213624
BA2525       4        0.136299
BA2876       4        0.014003
BA2357       2        0.116214
BA2546       1        0.194121
BA2742       1        0.155526
BA2316       1        0.088491
BA2087       2        0.192566
BA2148       2        0.015725
BA3178       3        0.307152
BA2072       1        0.130503
BA2733       2        0.215480
BA2995       2        0.160972
BA2069       1        0.243802
BA2681       3        0.561932
BA2832       2        0.504147
BA2600       4        0.114804
BA3230       1        0.355900
BA2731       2        0.193687
BA2294       4        0.435251
BA2816       4        0.284538
BA2814       3        0.319870
BA2631       1        0.463235
BA2023       1        0.112111
BA2375       1        0.247591
BA2485       1        0.986516
BA2455       4        0.085418
BA2636       4        0.092893
BA2325       1        0.105301
BA2156       1        0.362377
BA2511       4        0.101309
BA2505       4        0.482719
BA2871       3        0.375289
BA2227       1        0.361821
BA2812       3        0.279376
BA2125       1        0.433269
BA2603       1        0.464633
BA2808       4        0.415614
BA2482       1        0.631197
BA2594       1        0.268544
BA2747       4        0.414621
BA2561       3        0.144047
BA2567       3        0.386465
BA2906       1        0.690859
BA2956       2        0.136524
BA2474       1        0.690258
BA2737       2        0.269677
BA2006       2        0.284487
BA2110       1        0.194337
BA2915       4        0.030360
BA2992       4        0.211510
BA2220       1        0.306698
BA2063       2        0.116072
BA2772       2        0.223294
BA2935       4        0.248200
BA2260       3        0.226428
BA2948       3        0.179845
BA3296       1        0.559273
BA2524       4        0.188329
BA2811       1        0.449144
BA2540       4        0.260422
BA2928       1        0.297037
BA2302       4        0.339746
BA2651       4        0.179722
BA2619       1        0.346304
BA3013       4        0.284134
BA2405       3        0.043364
BA2856       3        0.076672
BA2377       2        0.003986
BA2499       2        0.241296
BA2350       2        0.150582
BA3023       4        0.152580
BA2095       1        0.341416
BA2275       1        0.230705
BA2901       2        0.006613
BA2387       1        0.590603
BA2962       1        0.603702
BA2195       4        0.139412
BA2688       2        0.110527
BA2420       1        0.534775
BA2053       2        0.079607
BA2081       1        0.339675
BA2354       1        0.403527
BA3273       2        0.162496
BA2893       3        0.419378
BA2044       1        0.396836
BA2489       2        0.083307
BA2908       1        0.625541
BA2054       3        0.340218
BA2872       1        0.231741
BA2041       2        0.125748
BA2464       1        0.316615
BA2902       4        0.385945
BA2541       1        0.444445
BA2843       4        0.236806
BA2497       1        0.093505
BA2718       1        0.768566
BA2575       1        0.114188
BA2593       3        0.009111
BA2791       2        0.272321
BA2620       1        0.891805
BA2629       1        1.293878
BA2870       1        1.157271
BA2682       4        0.464447
BA2276       2        0.512547
BA2709       2        0.230983
BA2789       1        1.633283
BA2538       2        0.737725
BA2583       5        0.663452
BA2806       2        1.054469
BA2441       1        0.764305
BA2514       2        0.413404
BA2520       5        0.295253
BA2479       5        0.454738
BA2281       1        0.793730
BA2932       1        1.063715
BA2123       2        0.482563
BA2844       2        0.460892
BA2660       1        1.104707
BA2836       2        0.381435
BA2714       1        0.953301
BA2440       5        0.509748
BA2036       3        1.170070
BA2828       1        0.494788
BA2952       1        0.892578
BA2410       2        0.467091
BA2139       3        0.381782
BA2051       5        0.164328
BA2532       2        0.212683
BA2494       5        0.607059
BA2748       1        1.077816
BA2622       1        0.607307
BA2970       2        0.272356
BA2839       2        0.116493
BA2868       3        0.902004
BA3011       1        0.098164
BA2052       2        0.246453
BA2510       5        0.142922
BA2691       1        0.832324
BA2374       1        0.262561
BA2804       5        0.132332
BA2675       1        0.867957
BA2031       1        0.645876
BA2198       3        1.360394
BA2066       1        0.094818
BA2344       3        0.325656
BA2459       2        0.005367
BA2229       5        0.253980
BA2559       5        0.089519
BA2093       1        0.418315
BA2000       3        0.808574
BA2425       1        0.432268
BA2905       5        0.141188
BA2304       3        0.092931
BA2976       1        0.138118
BA2386       2        0.251912
BA2035       1        1.002417
BA2760       5        0.061500
BA2201       1        0.161400
BA2355       5        0.298231
BA2113       1        0.156544
BA2955       1        0.318350
BA2322       1        0.084563
BA2020       3        0.324636
BA2226       1        0.219195
BA2376       1        0.303279
BA2889       1        0.000020
BA2121       1        0.105174
BA2944       3        0.318703
BA2033       5        0.053781
BA2867       2        0.092063
BA2089       1        0.196109
BA2224       1        0.293209
BA2046       2        0.011577
BA2972       1        0.166515
BA2978       1        0.076996
BA2851       1        0.156410
BA2587       1        0.353879
BA2024       1        0.207745
BA2426       5        0.016193
BA2271       1        0.391238
BA3004       1        0.331986
BA3010       6        0.191332
BA2662       1        0.145302
BA2658       1        0.196616
BA2512       3        0.195678
BA2109       1        0.012652
BA2242       1        0.465387
BA2132       6        0.263986
BA2846       1        0.462358
BA2521       1        0.369466
BA2885       1        0.101634
BA2639       1        0.175946
BA2775       3        0.560330
BA2402       1        0.795503
BA2097       4        0.378997
BA2399       2        0.537164
BA2174       1        0.411106
BA3001       1        0.418613
BA2911       1        1.062134
BA2311       2        0.421058
BA3040       4        0.467381
BA2724       2        0.157787
BA2821       1        0.396115
BA2233       4        0.491786
BA2744       1        0.203271
BA2501       3        0.327596
BA2301       5        0.155914
BA2880       5        0.315687
BA2621       6        0.255215
BA2866       4        0.330404
BA2212       2        0.212215
BA2477       1        0.729958
BA2685       6        0.145639
BA2273       6        0.381967
BA2124       3        0.611555
BA2400       1        0.768160
BA2762       2        0.299892
BA2312       3        0.228329
BA2813       5        0.469030
BA2211       1        0.397529
BA2171       1        0.415082
BA2746       5        0.259568
BA2798       6        0.477226
BA2588       1        0.271124
BA2296       1        0.501603
BA2300       3        0.298125
BA2545       1        0.282672
BA2840       1        0.105186
BA2528       1        0.275667
BA2646       1        0.234026
BA3067       1        0.450433
BA2926       3        0.769116
BA2272       1        0.339048
BA2306       6        0.169429
BA2726       1        0.215013
BA2234       1        0.433865
BA2022       3        0.187886
BA2037       1        0.565931
BA2184       1        0.743867
BA3009       1        0.683871
BA2442       3        0.401456
BA2882       1        0.266324
BA2347       6        0.102914
BA2570       2        0.102864
BA2721       1        0.515141
BA2728       1        0.400532
BA2098       1        0.475612
BA2951       3        0.514254
BA2778       1        0.168049
BA3153       5        0.257271
BA2820       1        0.428487
BA2704       1        0.695776
BA2584       3        0.437647
BA3079       3        0.309684
BA2361       5        0.225096
BA2472       2        0.015488
BA2047       1        0.268210
BA2101       1        0.177959
BA2082       2        0.006063
BA2456       2        0.017022
BA2175       2        0.134213
BA2507       5        0.133461
BA2563       3        0.262728
BA2984       1        0.171731
BA2414       5        0.214569
BA2697       3        0.193796
BA2644       3        0.137968
BA2011       3        0.016952
BA2217       1        0.243848
BA2454       2        0.410895
BA2776       1        0.325700
BA2135       6        0.117760
BA2914       1        0.382887
BA2500       1        0.252152
BA3108       1        1.119465
BA2303       3        0.333621
BA2160       3        0.844176
BA2590       5        0.776759
BA3195       5        0.830882
BA3036       2        0.718744
BA2971       6        0.376703
BA3410       8        0.442303
BA3118       2        0.607694
BA3206       1        0.427281
BA3217       5        0.951004
BA3405       3        0.291694
BA3306       5        0.433669
BA3413       3        0.508913
BA3411       1        0.627552
BA3133       1        0.977860
BA3451       1        0.303632
BA3286       1        0.398000
BA3212       1        0.642942
BA3103       2        0.159570
BA3271       1        0.525659
BA3152       1        0.448555
BA3095       1        0.630618
BA3251       5        0.483749
BA3362       1        0.374349
BA3135       8        0.701375
BA3408       8        0.292068
BA3098       3        0.397562
BA3435       1        0.518558
BA3261       1        0.567720
BA3203       6        0.111147
BA3299       6        0.187488
BA3347       5        0.154678
BA3126       1        0.301203
BA3418       8        0.101591
BA3245       5        0.359223
BA3085       1        0.478432
BA3171       1        0.589477
BA3277       5        0.133547
BA3157       1        0.612211
BA3433       5        0.421548
BA3374       1        0.276546
BA3450       7        0.056767
BA3167       2        0.206208
BA3269       5        0.247182
BA3110       2        0.270509
BA3156       8        0.369014
BA3226       1        0.876427
BA3421       5        0.149148
BA3232       1        0.579553
BA3289       5        0.065682
BA3430       5        0.080833
BA3384       1        0.306878
BA3427       1        0.421002
BA3449       8        0.424592
BA3163       1        0.208529
BA3158       3        0.304866
BA3436       1        0.476218
BA3154       7        0.456576
BA3162       2        0.119192
BA3352       2        0.131562
BA3084       1        0.368838
BA3149       5        0.274875
BA3169       5        0.105749
BA3180       5        0.317749
BA3255       1        0.612986
BA3438       1        0.876630
BA3345       8        0.246346
BA3431       7        0.061796
BA3181       8        0.437189
BA3341       2        0.248298
BA3191       1        0.608529
BA3197       1        1.340352
BA3448       1        0.809403
BA3453       5        0.292406
BA3406       3        0.473914
BA3334       2        0.055217
BA3447       7        0.199490
