	NF1	STAG2
BA2538	163.56922986240653	0.0219547893966498
BA2539	89.42632790129001	0.061961294519434
BA2540	102.9294284547094	0.0273215156936087
BA2541	65.6930492624528	0.0356155472434542
BA2545	93.36255824417232	0.0630996910066677
BA2546	68.15655886655676	0.0403317612619938
BA2552	371.11845971912896	0.049764189299073
BA2559	139.1365522105781	0.0626118067978533
BA2561	39.73792927932083	0.017401203447715
BA2563	174.09947387656885	0.0413075296796227
BA2564	85.07499451835139	0.0312245893641242
BA2567	30.7649353050662	0.0359408033826638
BA2570	289.1494765836638	0.0712310944869084
BA2575	49.55685552128676	0.0294356805984712
BA2577	118.70210933626588	0.0458611156285574
BA2579	141.5662109630884	0.0572450805008944
BA2583	175.38868962690978	0.0234184420230931
BA2584	57.36722309793788	0.033176126199382
BA2587	156.35443522543525	0.0671653927467881
BA2588	190.10730529365503	0.0484631647422345
BA2589	160.10103382389008	0.0538298910391933
BA2592	206.67516523469448	0.0483005366726296
BA2593	0.131948509740975	0.0188648560741584
BA2594	115.70215184308827	0.0404943893315986
BA2595	39.45864383623836	0.0308993332249146
BA2597	97.936434541528	0.0323629858513579
BA2600	183.1853616101156	0.0292730525288664
BA2603	132.7224555535752	0.0548056594568222
BA2618	125.13469547601136	0.0248820946495365
BA2619	65.80756208405029	0.0577329647097088
BA2620	136.00222939519455	0.0512278419255163
BA2621	163.23017498489295	0.0320377297121483
BA2622	121.40379419765218	0.0499268173686778
BA2623	201.24225278348143	0.0678159050252073
BA2629	40.404138271266014	0.0406570174012034
BA2631	109.59519540707544	0.0429338103756708
BA2634	178.5576422875698	0.0193527402829728
BA2636	119.06478603350848	0.0352902911042445
BA2639	180.8138917906739	0.0554561717352415
BA2644	91.2566416483229	0.0502520735078874
BA2645	76.16513839589086	0.0281346560416327
BA2646	159.00708462304976	0.0738331436005854
BA2649	103.47973972281912	0.0432590665148804
BA2651	69.82136680760968	0.0372418279395023
BA2653	97.22040551437576	0.0322003577817531
BA2655	274.1036597231043	0.0917222312571149
BA2656	91.65100885209748	0.0161001788908765
BA2657	109.05733959704034	0.0463489998373719
BA2658	130.20636621989172	0.0603350138233859
BA2659	84.44632986861905	0.0583834769881281
BA2660	89.78421103698174	0.0295983086680761
BA2662	62.0646160314211	0.0447227191413237
BA2663	135.66967309315947	0.0411449016100178
BA2667	131.0534229598689	0.0463489998373719
BA2670	162.34339961552118	0.0652138559115303
BA2674	147.0979160005437	0.0617986664498292
BA2675	171.949167646683	0.0473247682550008
BA2676	91.48180314484172	0.040169133192389
BA2677	161.03891322846772	0.0322003577817531
BA2681	70.04019857231029	0.0361034314522686
BA2682	109.11172435395687	0.0180517157261343
BA2685	163.1492191604278	0.0640754594242966
BA2688	25.648700935483525	0.038380224426736
BA2691	110.47005559851227	0.0426085542364612
BA2694	78.54970935159275	0.0247194665799316
BA2695	60.81625844565557	0.042771182306066
BA2697	87.08814851074648	0.0325256139209627
BA2701	152.1665461230095	0.0177264595869247
BA2704	201.20381554401783	0.0408196454708082
BA2705	341.2926798773445	0.0513904699951211
BA2707	86.74408613423792	0.0365913156610831
BA2709	89.34929908737492	0.0203285087006017
BA2712	121.8668429618196	0.021792161327045
BA2714	192.9030108214692	0.0509025857863067
BA2715	155.77432060481345	0.0295983086680761
BA2718	139.00641014037672	0.0491136770206537
BA2720	43.36677119694078	0.0416327858188323
BA2721	265.52723888228604	0.0634249471458773
BA2722	167.37349745602896	0.0559440559440559
BA2723	160.4939192604911	0.0650512278419255
BA2724	109.31239860907291	0.0213042771182306
BA2726	67.6526031910199	0.0265083753455846
BA2727	94.5353950808028	0.0469995121157911
BA2728	183.55938591740525	0.0661896243291592
BA2731	107.27800255164831	0.0152870385428524
BA2733	56.24385956314274	0.0247194665799316
BA2735	147.8262491538163	0.0326882419905675
BA2737	78.27415765988898	0.0258578630671653
BA2742	129.95283163495762	0.0562693120832655
BA2744	33.77381747949175	0.0131728736379899
BA2746	83.86915751314284	0.0359408033826638
BA2747	62.27748732776638	0.0226053016750691
BA2748	199.25488871332868	0.0484631647422345
BA2751	119.3254783695873	0.0460237436981623
BA2756	85.26857123717195	0.0325256139209627
BA2758	57.32248577768649	0.0411449016100178
BA2760	145.6582421432596	0.0551309155960318
BA2762	191.9918527694903	0.0292730525288664
BA2764	112.03677400504952	0.0564319401528703
BA2765	151.23552413719125	0.0668401366075784
BA2769	139.97004102912095	0.0305740770857049
BA2772	119.91695093878694	0.0286225402504472
BA2775	142.37797575702365	0.0439095787932997
BA2776	210.7570629268887	0.0639128313546918
BA2778	104.64943656261444	0.0304114490161001
BA2782	95.5382653865288	0.0487884208814441
BA2786	100.28994245785098	0.0307367051553098
BA2787	41.04953227327876	0.0400065051227841
BA2789	180.57875038543253	0.0484631647422345
BA2791	88.89145755618246	0.0404943893315986
BA2792	43.79211018690363	0.0320377297121483
BA2798	216.74514018367236	0.0413075296796227
BA2801	95.49222064689803	0.035778175313059
BA2802	181.44247096762143	0.0417954138884371
BA2804	159.40234247738303	0.0258578630671653
BA2806	220.58941345398543	0.0255326069279557
BA2808	48.49155366434125	0.0282972841112375
BA2809	192.4826987219994	0.064563343633111
BA2811	103.90778382500056	0.0388681086355504
BA2812	63.29461370691892	0.0219547893966498
BA2813	135.21858205685575	0.0227679297446739
BA2814	42.45775692519901	0.0263457472759798
BA2816	108.00098695013564	0.0239063262319076
BA2817	166.47145168901284	0.0483005366726296
BA2820	138.81448881402198	0.0510652138559115
BA2821	351.9780878770896	0.078549357619125
BA2822	26.705595800531245	0.0450479752805334
BA2824	205.53801514045847	0.0486257928118393
BA2828	102.89567819352284	0.026996259554399
BA2829	242.33983194955127	0.0787119856887298
BA2830	98.5229049066421	0.0274841437632135
BA2832	133.52973932243407	0.0419580419580419
BA2836	152.18203301703952	0.0172385753781102
BA2837	284.90182762062886	0.0370791998698975
BA2839	94.94255129550952	0.0536672629695885
BA2840	30.61186595745973	0.0541551471784029
BA2841	55.33534050785352	0.0406570174012034
BA2842	90.91663503687948	0.0458611156285574
BA2843	89.31518458610059	0.0227679297446739
BA2844	166.41325673111845	0.0268336314847942
BA2846	184.4292886686244	0.0348024068954301
BA2850	120.0296485527902	0.0299235648072857
BA2851	192.33548881236496	0.0866807610993657
BA2852	63.33031704535766	0.0369165718002927
BA2855	71.99266493479804	0.0587087331273377
BA2856	182.44398582682192	0.0500894454382826
BA2858	83.47971274712972	0.0351276630346397
BA2860	62.6038407485975	0.0302488209464953
BA2861	110.33834810966074	0.0344771507562205
BA2865	31.00540326828447	0.0377297121483168
BA2866	197.19219437101748	0.0361034314522686
BA2867	157.50388934653276	0.0590339892665474
BA2868	122.76092055850206	0.035778175313059
BA2870	110.29051242164029	0.010408196454708
BA2871	97.75384815513968	0.0450479752805334
BA2872	185.24782943911865	0.0548056594568222
BA2876	39.54924914309381	0.0305740770857049
BA2879	99.75597906454227	0.0557814278744511
BA2880	101.5909856776464	0.0456984875589526
BA2882	112.198336489372	0.0364286875914782
BA2883	203.20276533728472	0.0598471296145714
BA2885	187.98064074137977	0.0492763050902585
BA2887	392.3699241261624	0.047162140185396
BA2889	0.1338236807905606	0.0
BA2893	186.1761368733409	0.0300861928768905
BA2901	41.17385408187821	0.0284599121808424
BA2902	145.85444383485867	0.0226053016750691
BA2903	133.66038215570987	0.0364286875914782
BA2904	241.73197871780164	0.0658643681899495
BA2905	109.43006937813156	0.0253699788583509
BA2906	152.91529910720683	0.0526914945519596
BA2908	173.5960498164805	0.074158399739795
BA2909	77.32406557089642	0.033989266547406
BA2910	271.8085988903684	0.0489510489510489
BA2911	269.4633451313588	0.0562693120832655
BA2914	166.5248167599512	0.064563343633111
BA2915	6.823141893971271	0.012197105220361
BA2921	101.46207330874968	0.0221174174662546
BA2922	171.04246058528	0.0352902911042445
BA2923	48.75808345329777	0.0216295332574402
BA2926	161.0086066472505	0.0452106033501382
BA2928	62.06281378530893	0.0346397788258253
BA2930	117.55326188747804	0.0606602699625955
BA2932	231.47952642480772	0.0476500243942104
BA2934	73.61106151530505	0.0813140348024069
BA2935	121.30769117899668	0.0278093999024231
BA2937	92.81814116327772	0.0378923402179216
BA2939	176.43003976228755	0.0203285087006017
BA2944	156.2191679164993	0.0757846804358432
BA2947	28.704400954899704	0.0265083753455846
BA2948	86.39156252488048	0.0613107822410148
BA2950	284.7990532041516	0.054968287526427
BA2951	123.15440535801449	0.0349650349650349
BA2952	106.08321567639236	0.0432590665148804
BA2953	72.6736446430472	0.0172385753781102
BA2955	39.289600749030285	0.0265083753455846
BA2956	35.637509346040545	0.0196779964221824
BA2962	197.011970114943	0.0390307367051553
BA2970	109.85782570547326	0.0300861928768905
BA2972	127.08058682876558	0.0512278419255163
BA2976	114.81212472094064	0.0617986664498292
BA2978	81.53187295323688	0.0648885997723207
BA2981	51.709594321698575	0.0526914945519596
BA2984	218.1342249651564	0.0361034314522686
BA2986	138.6981976983092	0.0404943893315986
BA2989	89.55920784850588	0.0647259717027158
BA2992	174.1559179385256	0.059359245405757
BA2993	116.75603556885608	0.0204911367702065
BA2994	205.2736444741335	0.0274841437632135
BA2995	78.43786635139111	0.0365913156610831
BA2999	139.17052067665466	0.0585461050577329
BA3001	225.6917911104391	0.0531793787607741
BA3002	248.3132071115166	0.0604976418929907
BA3004	146.41442949193342	0.0569198243616848
BA3006	131.7007986752833	0.0245568385103268
BA3008	0.1640866873065015	0.005204098227354
BA3009	180.9021355226272	0.0489510489510489
BA3010	99.1017100390366	0.0125223613595706
BA3011	125.40261175284284	0.0504147015774922
BA3013	142.63889820812068	0.033176126199382
BA3023	54.85346455292598	0.0460237436981623
BA3025	111.54561761093512	0.0375670840787119
BA3027	70.52398475728634	0.0271588876240039
BA3029	86.19693989402455	0.0222800455358594
BA3030	328.0056889573503	0.0717189786957228
BA3037	175.74270593972224	0.0443974630021141
BA3038	210.31260336505892	0.0655391120507399
BA3040	45.92094926849498	0.0361034314522686
BA3042	161.0984766462048	0.0378923402179216
BA3043	49.45710026791884	0.0354529191738494
BA3049	5.969525693002183	0.0443974630021141
BA3051	63.69881256596946	0.0310619612945194
BA3053	152.00397168269578	0.0439095787932997
BA3064	201.18480931502572	0.0601723857537811
BA3067	211.5006340656422	0.0551309155960318
BA3068	161.26744110478273	0.0687916734428362
BA3070	123.30358870257324	0.0494389331598633
BA3071	302.56906291281126	0.0591966173361522
BA3072	312.38037262704427	0.0609855261018051
BA3075	143.48506077086566	0.0292730525288664
BA3076	26.082152629232723	0.0348024068954301
BA3077	159.83900132526296	0.0644007155635062
BA2040	88.19640703584804	0.0422832980972515
BA2160	246.74003776373183	0.0473247682550008
BA2303	140.43353398736284	0.0432590665148804
BA2353	188.11794952171155	0.0600097576841762
BA2516	152.53780232404594	0.0126849894291754
BA2590	227.36806320229115	0.0447227191413237
BA2647	237.84824537527427	0.0395186209139697
BA2891	137.26092975764416	0.038380224426736
BA2924	223.39027855209372	0.0403317612619938
BA2971	96.0791157225974	0.0458611156285574
BA3036	255.0629685648225	0.0369165718002927
BA3059	138.96931091404295	0.0417954138884371
BA3073	206.23744466270267	0.0258578630671653
BA3078	272.10248263389946	0.0946495365100016
BA3079	95.45282804110204	0.0359408033826638
BA3083	187.27367058107345	0.0665148804683688
BA3084	122.53649006969673	0.0113839648723369
BA3085	100.0252807550888	0.0323629858513579
BA3087	460.9679911353937	0.1299398276142462
BA3089	269.6975290383345	0.0551309155960318
BA3094	92.06918900047364	0.040169133192389
BA3095	224.0292272594461	0.0396812489835745
BA3098	195.9334197562845	0.0564319401528703
BA3099	379.4322202086229	0.0863555049601561
BA3103	165.5219665724583	0.0596845015449666
BA3108	245.96800360851293	0.0478126524638152
BA3109	132.94133523996058	0.0538298910391933
BA3110	204.93388712530657	0.0565945682224751
BA3114	157.21383862630557	0.0536672629695885
BA3116	73.59934409793948	0.031387217433729
BA3117	320.83057620793136	0.0827776874288502
BA3118	157.51342411451563	0.033989266547406
BA3119	349.0966061070526	0.0639128313546918
BA3123	137.12699462957363	0.045373231419743
BA3124	65.26530944326079	0.0343145226866157
BA3126	169.9058236447186	0.0164254350300861
BA3128	211.6879117781022	0.0365913156610831
BA3130	95.15656155278732	0.0317124735729386
BA3133	215.74995269209867	0.0801756383151732
BA3135	268.0646847813542	0.0370791998698975
BA3136	145.78115232106128	0.0580582208489185
BA3137	157.01974129618148	0.0469995121157911
BA3138	230.3337342749573	0.0608228980322003
BA3139	146.6748115601303	0.1018051715726134
BA3141	161.6339322558331	0.049764189299073
BA3142	87.31993589404239	0.0535046348999837
BA3145	239.76856898668805	0.04797528053342
BA3146	177.31275979464104	0.0522036103431452
BA3149	238.43616497424537	0.0564319401528703
BA3152	61.44803798997775	0.0601723857537811
BA3153	174.01100812406176	0.0478126524638152
BA3154	97.4310714509888	0.1003415189461701
BA3156	185.1834396431005	0.0500894454382826
BA3157	212.8809027023121	0.0476500243942104
BA3158	197.65957432697925	0.0304114490161001
BA3162	216.5056270416564	0.061961294519434
BA3163	203.77054518568227	0.0351276630346397
BA3164	373.8136618371857	0.0657017401203447
BA3167	56.156964704662514	0.0469995121157911
BA3169	176.04742129671854	0.047162140185396
BA3171	189.60298414759188	0.0673280208163929
BA3173	212.4418000765387	0.0408196454708082
BA3174	199.79928936886176	0.0515530980647259
BA3175	134.1322865400523	0.0377297121483168
BA3176	181.09546918820772	0.0538298910391933
BA3177	267.32574083128566	0.0835908277768743
BA3178	32.73882697518744	0.026183119206375
BA3180	419.6604107682547	0.0778988453407058
BA3181	86.9043315247993	0.0169133192389006
BA3182	195.0920648213859	0.0704179541388843
BA3183	326.7004993841674	0.0617986664498292
BA3185	135.5257936694538	0.0499268173686778
BA3186	228.04792465394772	0.0835908277768743
BA3187	31.623910732206127	0.0382175963571312
BA3189	245.12282784132051	0.0660269962595544
BA3190	154.0637929559441	0.0528541226215644
BA3191	101.14235690292196	0.0465116279069767
BA3192	297.7905737654821	0.0437469507236949
BA3194	310.918524770011	0.0245568385103268
BA3195	307.3614638898987	0.0439095787932997
BA3197	244.1897443579869	0.0391933647747601
BA3199	247.9957365242724	0.063750203285087
BA3200	299.6221836051252	0.0738331436005854
BA3202	129.54062246773063	0.0585461050577329
BA3203	88.63157011379647	0.0289477963896568
BA3206	160.66636813154207	0.0424459261668564
BA3207	214.78979346649717	0.0297609367376809
BA3208	209.98466747814996	0.0461863717677671
BA3210	183.7222378307674	0.0496015612294682
BA3211	168.4096662558839	0.0483005366726296
BA3212	291.1621455436483	0.0585461050577329
BA3213	291.1371797529326	0.0569198243616848
BA3214	104.5490566409768	0.0390307367051553
BA3216	266.1372244527796	0.0307367051553098
BA3217	297.1433427105736	0.0162628069604813
BA3219	119.90002373940298	0.0530167506911693
BA3221	92.46844618429596	0.0432590665148804
BA3222	242.922999828226	0.061961294519434
BA3225	201.68996241015256	0.0518783542039356
BA3226	229.2579314955156	0.0484631647422345
BA3227	369.44084774026624	0.0683037892340217
BA3228	261.688592673945	0.1040819645470808
BA3229	259.33312738653154	0.078549357619125
BA3230	164.73699657900582	0.05675719629208
BA3232	131.02815976202692	0.0544804033176126
BA3234	165.37462228202543	0.0650512278419255
BA3235	97.5061808076502	0.040169133192389
BA3237	185.799570863636	0.0476500243942104
BA3240	242.02707234614763	0.0557814278744511
BA3242	195.77664629601023	0.0609855261018051
BA3243	176.0732364371607	0.0735078874613758
BA3245	166.88278451382786	0.0455358594893478
BA3249	195.3978303057858	0.0647259717027158
BA3250	314.08124079364774	0.0824524312896406
BA3251	195.1114629700192	0.0242315823711172
BA3255	257.62153547544665	0.0442348349325093
BA3258	159.48135933204148	0.0621239225890388
BA3260	287.3856770699834	0.088144413725809
BA3261	228.1673867951175	0.0489510489510489
BA3264	198.38716106337813	0.0796877541063587
BA3266	433.9093043307268	0.0788746137583346
BA3268	342.55261383172257	0.0273215156936087
BA3269	160.0554157433891	0.0570824524312896
BA3270	156.77269142461128	0.0910717189786957
BA3271	387.3141621798155	0.0617986664498292
BA3273	160.85550541557942	0.0554561717352415
BA3275	421.4297222736951	0.0556187998048463
BA3277	226.70907927311117	0.0372418279395023
BA3280	226.69751458857772	0.0187022280045535
BA3283	186.2344572851692	0.0348024068954301
BA3285	132.02922484641928	0.1070092697999674
BA3286	186.44607428478997	0.0570824524312896
BA3289	82.82537105336634	0.0417954138884371
BA3290	144.89704747162864	0.0767604488534721
BA3293	161.9473222177505	0.0679785330948121
BA3295	229.0759670933194	0.075947308505448
BA3296	99.19248648903825	0.0839160839160839
BA3297	367.57471107575816	0.0860302488209465
BA3299	164.1004107601473	0.0364286875914782
BA3300	294.9394480643322	0.0591966173361522
BA3302	409.5298923056626	0.0961131891364449
BA3305	123.60787672784537	0.0481379086030248
BA3306	306.25190377252744	0.0359408033826638
BA3308	157.64276285086086	0.0616360383802244
BA3310	241.81235246916677	0.0390307367051553
BA3311	227.63473509638317	0.0902585786306716
BA3312	321.22488174218654	0.0735078874613758
BA3315	168.92193856793358	0.0504147015774922
BA3317	240.1562776082272	0.0583834769881281
BA3318	240.52561135968892	0.0338266384778012
BA3319	176.44505731116638	0.0697674418604651
BA3322	89.25198258341283	0.0458611156285574
BA3324	317.5906148358328	0.0941616523011871
BA3325	169.11445990425193	0.0338266384778012
BA3326	112.45122013580422	0.0247194665799316
BA3328	378.8971653859671	0.0704179541388843
BA3329	157.7780232274986	0.0533420068303789
BA3332	206.84935323170015	0.0596845015449666
BA3333	453.98521586512817	0.0496015612294682
BA3334	83.5518074594422	0.0474873963246056
BA3335	208.08253805060983	0.0455358594893478
BA3339	94.23632198024836	0.0546430313872174
BA3341	217.37821659093277	0.0655391120507399
BA3345	95.71282361615005	0.0284599121808424
BA3347	107.25679887057174	0.0297609367376809
