ID Sample	Abundance	TotalKmers	NormalizedExpression	NPM1
BA3374	13.10344827586207	5072798920.0	2.5830805601618585	negative
BA3376	59.37931034482759	9067227400.0	6.548783627597957	positive
BA3385	46.55172413793103	8005593960.0	5.8148994778559855	positive
BA3386	73.72413793103448	12310391800.0	5.9887726669296155	positive
BA3405	96.6206896551724	9354164260.0	10.329163244261053	negative
BA3410	27.79310344827586	9109860060.0	3.0508814916171016	negative
BA3413	21.379310344827587	8908069800.0	2.3999935816429714	negative
BA3415	54.03448275862069	12151638924.0	4.446682714699521	negative
BA3416	20.310344827586206	8157286620.0	2.4898407734980634	negative
BA3421	48.75862068965517	7402556140.0	6.586727579975525	positive
BA3430	24.58620689655172	5793403560.0	4.24382776755012	negative
BA3433	21.724137931034484	8738210180.0	2.486108423067764	positive
BA3435	45.62068965517241	9495128160.0	4.804641800134735	negative
BA3438	31.20689655172414	9745327480.0	3.2022419580839103	negative
BA3448	44.62068965517241	7774888940.0	5.7390774324259874	negative
BA3450	11.758620689655173	9835947800.0	1.1954740843231368	negative
BA3451	73.34482758620689	9101450680.0	8.05858650065298	positive
BA2472	27.310344827586206	7895416060.0	3.459012751202146	negative
BA2386	42.96551724137931	9399235020.0	4.571171712374026	positive
BA2856	22.17241379310345	6912981320.0	3.207359135913801	positive
