	RUNX1	DNMT3A
BA2201	0.1959922000558477	0.0986654105296367
BA2209	0.1473016906235394	0.8738033339078843
BA2211	0.8197705252423492	1.7814047286024255
BA2212	0.2594329568361865	0.358849828842352
BA2217	0.1748507630117328	2.0109583228318337
BA2218	0.2459561395673188	0.3445802528520448
BA2220	0.2055369775121894	0.2158140627418481
BA2221	0.1162426874308127	0.1123345902334619
BA2224	0.292817153389424	0.50439950982126
BA2226	0.7427213369908078	0.8732113967481294
BA2227	0.683119927528023	1.1770681874430475
BA2228	0.2628742396944147	0.1756566002668675
BA2229	0.4056640287149609	0.4751961882078786
BA2233	0.5315421413584168	0.652611372360466
BA2234	0.1814084487686583	0.1253648500016553
BA2235	0.2933684989286715	0.175866222457809
BA2236	0.6132881705814938	0.3285167351903352
BA2239	0.1773165344831579	0.1714125851037873
BA2240	0.6015005177609613	0.5717301014229117
BA2242	0.7518530096416304	0.5819394119805501
BA2244	0.3542834319275956	0.2843519009376707
BA2245	0.6503321853810318	0.3750327072183909
BA2248	0.3228620481798537	0.3118143728257943
BA2249	0.4867737648170668	0.4332410668101266
BA2251	0.1512000511284227	1.0331853833965587
BA2256	0.4205528268447001	0.5170178480586665
BA2260	0.3086467051717796	0.1635494751200925
BA2261	0.1680111780593647	0.7411661772531666
BA2269	0.1338224546828064	0.0514481175701506
BA2271	0.6406549134468797	0.3975245005379642
BA2272	0.2135859516736474	0.2766335588647716
BA2273	0.3332695562783719	0.3883456318198185
BA2275	0.5899890040908593	0.7906998485809084
BA2276	0.2550864966643531	0.1930645223276748
BA2277	0.6086944074788341	0.8546168491637717
BA2280	1.238123750065648	1.3403744661128272
BA2281	0.4929589762080263	0.3742486776379176
BA2282	0.1222042420164395	0.1848252696301412
BA2286	0.3573625729541775	0.2924677972517953
BA2288	0.1726257409376905	0.8689960641896194
BA2292	0.1420894825776016	0.0383764464488665
BA2294	0.3557053911785621	0.8926650952809216
BA2296	0.2148106637106862	0.7958449564827293
BA2300	0.3860761946544425	0.8105652707227917
BA2301	0.204491862129929	0.1512653313907045
BA2302	0.2845922240557846	0.1781291916276537
BA2304	0.0979748767280979	0.1342898984526482
BA2306	0.3022602526166719	0.5401721990788467
BA2308	0.3212370824381028	0.918211471699353
BA2309	0.19795321803015	0.1763206638680505
BA2311	0.1134252444489589	0.1760659011994245
BA2312	0.2645746766899385	0.6757120776156089
BA2316	0.2056545504439652	0.1292452424412816
BA2322	0.6991153640871128	0.7836452764609124
BA2325	0.1303379514061994	0.059416367332984
BA2329	0.1811279137633033	0.1829182068266463
BA2334	0.3301006832772097	0.5601448744652351
BA2339	0.1031892287671385	0.1039325783070219
BA2344	0.2438605199065537	0.7171623628083545
BA2347	0.1395398032978155	0.0733246332693876
BA2348	0.0744092462461175	0.0563834165382755
BA2350	0.0794989986228869	0.0687448652717671
BA2354	0.2584898433297769	0.5649239948038823
BA2355	0.3663460851955715	0.2402441112801165
BA2357	0.1991905147710996	0.0769123129206903
BA2360	0.1401737238210114	0.6835659009126082
BA2361	0.1847962633398329	0.9467138467155864
BA2363	0.1514118803869611	0.2013801892904489
BA2369	0.3214652451660544	0.414873241135215
BA2374	0.2763952595404794	0.4334668550253931
BA2375	0.8939738305449055	0.512061926493074
BA2376	0.1810705720249024	0.187392021027014
BA2377	0.809008592228186	0.1966266034983252
BA2379	0.2462887562455963	0.1859523035553871
BA2385	0.2109104617600196	0.152949964951423
BA2386	0.7200270107145469	0.3828690029882881
BA2387	0.4697411325404799	0.1326860295492633
BA2394	1.0817958322477088	1.28729052993089
BA2399	0.5539786331310428	0.4459573066888792
BA2400	0.6441740758930947	0.7696569294530675
BA2402	0.428971316748376	0.2305528668789867
BA2405	0.3199243679362045	0.1687941960019158
BA2406	0.1598458318360428	0.550402929983847
BA2409	0.2002801422064991	0.204315745002997
BA2410	0.642834333785354	0.304621398174643
BA2412	0.1319074320498716	0.1317688752634919
BA2413	0.3395163963397635	0.4473235049280832
BA2414	0.5780566755810961	1.599491958875364
BA2415	0.0660210386235638	0.1148539006855739
BA2417	0.4135092125257881	1.337533555314113
BA2418	0.4063909106741089	0.2762351313664459
BA2420	0.4980493811600571	0.2310167770745552
BA2421	0.285935182963567	0.1248639661925869
BA2423	0.1793007232492775	0.1345809588727959
BA2425	0.3507812970068016	0.4554703213617888
BA2426	0.3259230855422613	0.4718236560602522
BA2427	0.2495991035998299	0.1490400221697363
BA2429	0.2412482642104379	0.329031989925242
BA2440	0.2436715897263885	0.1622128696814486
BA2441	0.3859472321425475	1.6139302908224038
BA2442	0.4327592238494117	0.3804119201097979
BA2446	0.116030994744769	0.2001238359012414
BA2449	0.2952747735876687	0.2287970587036531
BA2450	0.5093440493546546	1.4455575219911612
BA2452	0.5587110693065258	0.3308325464918646
BA2454	0.8069416065588251	2.200586435986676
BA2455	0.0926719200180257	0.345850794601501
BA2456	0.1630962001947069	0.1109490055855878
BA2459	0.2749501276757286	0.1343229897677482
BA2461	0.2305325169346563	0.3576983560536166
BA2463	0.3650729854586957	0.4722574616693779
BA2464	0.4145564919398896	0.3978457402927364
BA2469	0.165106039804428	0.0707174080469741
BA2470	0.5059183032191825	0.829096922119146
BA2472	0.3303852067534709	0.1427092567573498
BA2473	0.209053338665106	0.14440797310754
BA2474	0.2993789260071053	0.6927629557403411
BA2477	0.5055873220543777	0.681689466720368
BA2479	0.0876788581211672	0.1776972071235237
BA2480	0.7474430900341659	0.3190556321984708
BA2481	0.1736094095413613	0.0963988557689032
BA2482	0.5853367159024542	0.3960059195757783
BA2483	0.653393236048947	1.2695197781603915
BA2485	0.5450485108625669	0.4396756763186226
BA2488	0.4807689442551831	0.2479588444473664
BA2489	0.1428096536050674	0.0987155128266856
BA2492	0.1357258357893974	0.0661047669468101
BA2494	0.2999725410280351	0.4360524146066351
BA2496	0.1783692775590445	0.1166748542849611
BA2497	0.1879824611145878	0.0989981411296462
BA2499	0.3608387211811307	0.2037565437747856
BA2500	0.7589955005186041	0.4721345142772626
BA2501	0.5796172546422546	0.4816688295202621
BA2502	0.2554461126304059	0.1638465093407732
BA2505	0.2094139462086697	0.2124773452250946
BA2507	0.6190335341667839	0.7322819781538245
BA2510	0.0203342702977387	0.1988790031605586
BA2511	0.1145245322603514	0.1227612292575707
BA2512	0.3620629952148811	0.3319279693979129
BA2514	0.210449138711381	0.1504328415425985
BA2515	0.0936308517200861	0.0942200510207396
BA2520	0.2933916238066273	0.4753243867453362
BA2521	0.6694791447565787	0.4124049363037384
BA2523	0.3790836752965296	0.2414343473868867
BA2524	0.3316526158399516	0.1617041942440691
BA2525	0.0640943635013068	0.1242240092794612
BA2526	0.3500031698747818	0.1721578891325065
BA2528	0.5746468103555873	0.5811953456406841
BA2532	0.2354003859086909	0.1418639295741579
BA2534	0.4329884438925064	1.2894096471898533
BA2538	0.4240097802137525	0.3724935018034421
BA2539	0.1664976799858344	0.2473384989090979
BA2540	0.1007360871003794	0.0392767792214953
BA2541	0.1408974760836314	0.3937315952460676
BA2545	0.2141247465641089	0.323874393433841
BA2546	0.1240671559688523	0.2799703549111725
BA2552	0.6775473724682192	0.9149504511235462
BA2559	0.3518012511866175	0.14604252116698
BA2561	0.4547598816780865	0.267564448818346
BA2563	0.6558685636737558	0.7464626423826584
BA2564	0.3000487558800237	0.2903125005311262
BA2567	0.0471607532425318	0.1688990342602005
BA2570	0.2334481743272767	0.5441987125534858
BA2575	0.1530648906147879	0.113993415515483
BA2577	0.1754975129098834	1.0114167075149012
BA2579	0.1920321862150997	1.02388725941294
BA2583	0.6912775488681344	0.6173553319213095
BA2584	0.2007765556534774	3.188228154668748
BA2587	0.743689427436652	0.7056228868811733
BA2588	0.3521388625898267	0.5454191265941115
BA2589	0.3209519148239628	1.1554841958513062
BA2592	0.4067550358409438	0.4516867213074516
BA2593	0.0586617116890534	0.0482078021875235
BA2594	0.1497056780886039	0.318736959768664
BA2595	0.2987560633460224	0.165925845479081
BA2597	0.3399906111151607	0.1956060277048242
BA2600	0.3640935596244726	0.3145612729561897
BA2603	0.3272220012648815	0.2955805106291863
BA2618	0.3955213773456815	0.4605459480209012
BA2619	0.2124341005088592	0.3964742673762612
BA2620	0.2664975209367325	0.3429567901630611
BA2621	0.2111757237127263	0.2521754146457712
BA2622	0.5211049111147632	0.1820431796607657
BA2623	0.8038726737497515	1.0283085416478084
BA2629	0.3504910996646456	0.4695763482228556
BA2631	0.3227477782362995	0.3945279612030792
BA2634	0.2313716576966895	0.376498154243872
BA2636	0.3268997601238429	0.298505593504929
BA2639	0.6987008341132465	0.539061794585312
BA2644	0.2322774224899261	0.6555710697629737
BA2645	0.1872305608204482	0.5763828990678791
BA2646	0.5537548395255599	0.5716253213226956
BA2649	0.6366780707777169	0.3679098787072297
BA2651	0.1664388121516779	0.1820603245896505
BA2653	0.304210238283527	0.2516713230269166
BA2655	0.3123562697068878	0.3170650738691498
BA2656	0.2351063827030627	0.3431771918194494
BA2657	0.4598208832447635	0.4038453553346112
BA2658	0.1323432279927941	0.6219957447398035
BA2659	0.3517600583229247	0.4637602320668896
BA2660	0.2573804486883075	0.2191428208101416
BA2662	0.254162715510198	0.3877015943012521
BA2663	0.1518541155285465	0.5880826526291726
BA2667	0.2439653885157159	0.4348011249922904
BA2670	0.4787332765947135	0.209885389528405
BA2674	0.5847776439328105	0.807604059291578
BA2675	0.393738690939336	0.4689991010933024
BA2676	0.2478024809194902	0.2090818863244369
BA2677	0.2488417419559836	0.2974628991676514
BA2681	0.1560957359755229	0.3940031642319385
BA2682	0.2847513258925345	0.2396315702058518
BA2685	0.2648671293645711	0.3368005097558983
BA2688	0.1010376832524803	0.3577720637814585
BA2691	0.3457070269471681	0.1672248532251762
BA2694	0.4328221504716751	0.3501264127335556
BA2695	0.233523053172754	0.0607576834709791
BA2697	0.0883854113088879	0.1092200193870022
BA2701	0.1427044063120382	0.1889654260027632
BA2704	0.6087831810726083	0.9814250352482728
BA2705	0.9599598498105344	0.7700237016505259
BA2707	0.7870109849492218	0.6588867101667347
BA2709	0.2309063298062662	0.1484763938160132
BA2712	0.2277428684882624	0.1262065358097874
BA2714	0.4087606478982316	0.2300306866199289
BA2715	0.5407179260858568	0.4294309994774231
BA2718	0.2264120593094975	1.2915092487858195
BA2720	0.06199850693479	0.0676870072242622
BA2721	0.7256291013940612	0.8843333898768759
BA2722	0.4249924044391167	0.2948676477079429
BA2723	0.1535496039363053	0.1045203993213058
BA2724	0.1486408135343405	0.0935820724540201
BA2726	0.1489933819202283	0.4806911207825697
BA2727	0.2456724084252623	0.9170466166952764
BA2728	0.3130353858877515	0.5631883742849203
BA2731	0.0822678721671272	0.1478344170996834
BA2733	0.1896873445208171	0.1167841171410904
BA2735	0.2898572883111386	0.1238351245416097
BA2737	0.3051122360343138	0.2026822638608618
BA2742	0.3025082884520792	0.4546269552393785
BA2744	0.1577588875420493	0.2327191232280831
BA2746	0.202555877357812	0.1724721754436311
BA2747	0.4742826334446685	0.3549934531535525
BA2748	0.1634354112640224	0.6494838064548226
BA2751	0.8071463090211424	0.3180928823491231
BA2756	0.192496304084087	0.0299447808712799
BA2758	0.2585140309692019	0.1786891335756213
BA2760	0.2318542233851574	0.2176810594314007
BA2762	0.4421250179694788	0.4122016381747383
BA2764	0.1638911456373233	0.3601617347496643
BA2765	0.2934941442684795	0.2146297454156381
BA2769	0.2290155805800641	0.4069829758101596
BA2772	0.2248489260951291	0.6203456190414237
BA2775	0.478373757838183	0.4359858195215317
BA2776	0.8772785406547836	0.981962711844416
BA2778	0.3422344058267053	0.3255770850575303
BA2782	0.194310722010821	0.2503206248094025
BA2786	0.1125092427841016	1.171805359891818
BA2787	0.0771819098017011	0.1262452577776576
BA2789	0.591763462756144	0.3927813924913583
BA2791	0.4767886715929873	0.2637898848361519
BA2792	0.1792834471163342	0.1762526055954666
BA2798	0.5461655847380165	0.1581435745743294
BA2801	0.1695310887665811	0.1743066887964006
BA2802	0.2787978911299484	0.5743559957070739
BA2804	0.139407727396832	0.2330873228355452
BA2806	0.6373509732992193	0.3026392588780354
BA2808	0.3474576813245529	0.3644539186795258
BA2809	0.559960596602449	0.7297194740690964
BA2811	0.6528701339657501	0.4284780949273138
BA2812	0.1636321052310726	0.1645191045968128
BA2813	0.5101650932078571	0.2961385669585432
BA2814	0.1404256277107412	0.1717759829931584
BA2816	0.3353101795976948	0.2056657392928692
BA2817	0.0122968239201825	0.4184505424268583
BA2820	0.556197107899173	1.227492215350056
BA2821	0.6334937133920333	0.8325629907041542
BA2822	0.2804174568518855	0.355693736417672
BA2824	0.8006411697174718	0.7553289219692325
BA2828	0.2819806751023824	0.2608430275163029
BA2829	0.728071995753671	0.6096674228142073
BA2830	0.350923088320888	0.8085310465555513
BA2832	0.3191597094253302	0.4613646997462846
BA2836	0.2379198113207616	0.1882241836856603
BA2837	0.303408432360746	0.420197015660383
BA2839	0.6880338863870606	0.1193924712211999
BA2840	0.3417398377554638	0.3404412056811315
BA2841	0.0872061774022096	0.2643356416342542
BA2842	0.1548283437975207	0.0939459433638478
BA2843	0.0009554517760357	0.8806914208716016
BA2844	0.1004672344075486	0.2319472968316453
BA2846	0.6138999934750695	0.6802889175866904
BA2850	0.6737604800669292	0.3593597696814201
BA2851	0.4227151357950647	0.8077563402816813
BA2852	0.2052239172681841	0.2604772743251851
BA2855	0.2271299869237621	0.1389577608821234
BA2856	0.1331356976459998	0.0460772943406423
BA2858	0.1150097464615107	0.0728947875117304
BA2860	0.1207170295640607	0.3634543029070985
BA2861	0.106918279511033	0.4621660573420051
BA2865	0.3781820537351896	0.3736893759729958
BA2866	0.3976880606962743	0.7078682915886187
BA2867	0.4711109068286485	0.579227306171779
BA2868	0.1482073138054148	1.2538798834943796
BA2870	0.5069095606352807	0.8809392757820929
BA2871	0.170088311266681	0.5311071929265021
BA2872	0.1706664186677523	0.1711519804971614
BA2876	0.1042099068954033	0.147970721872509
BA2879	0.3854677705158275	0.2143382526114215
BA2880	0.1470865539668648	0.2052778440857197
BA2882	0.1467127098966962	0.5347456449532613
BA2883	0.4525059688827549	0.8248951680021976
BA2885	0.299849769692369	0.2659698106163465
BA2887	0.3361944461565933	0.4958859177084
BA2889	0.0032607530191513	0.0052083333333333
BA2893	0.603367933771291	0.3786009347846887
BA2901	0.1850517608980293	0.0681156637427234
BA2902	0.4305832717631047	0.2266572571307222
BA2903	0.0834256581001667	0.4643108883099237
BA2904	0.5605771781116354	0.6961141456923908
BA2905	0.2835814840385837	0.2885133855143856
BA2906	0.1863712182221971	0.1806856748580074
BA2908	0.3362728008393634	0.7279773258113387
BA2909	0.1964219455250941	0.2885545370370797
BA2910	0.4085341383201479	0.4191895047954915
BA2911	0.432461270425124	0.5138820120046195
BA2914	0.3282464348132149	0.4974316857431418
BA2915	0.0218014132414214	0.248866969664275
BA2921	0.3518351047618266	0.2277201673348766
BA2922	0.4560426622607161	0.5582202983948308
BA2923	0.2617340184470018	0.175868599967489
BA2926	0.2264094324360189	0.3226091387985913
BA2928	0.1677164032455859	0.2350782013646713
BA2930	0.3725037009771825	0.547400370733083
BA2932	0.4272977550754492	0.3835065532280471
BA2934	0.1236760212693928	0.4444740712198819
BA2935	0.2287418252851064	0.1597390094414039
BA2937	0.2074914069173383	0.2770462416612391
BA2939	0.3058548591742073	0.3167674883356611
BA2944	0.6073825472504101	2.926342443902008
BA2947	0.2272981186082784	0.6337114874670283
BA2948	0.1754806126930556	0.3214091422441616
BA2950	0.5988291453273596	0.9655158917999446
BA2951	0.485869735054191	1.2032901312935274
BA2952	0.3159037247979155	0.1701724902822255
BA2953	0.2051085762725941	0.1887043089945975
BA2955	0.201015698103048	0.1070074258904619
BA2956	0.1737723118793595	0.1331000503744939
BA2962	0.3745486800855535	0.2743980063007089
BA2970	0.1431593851330471	0.2186665702514058
BA2972	0.2478497605073347	1.1248018222059002
BA2976	0.3104939002311873	0.5899704310956357
BA2978	0.260346391573401	0.3880530930469665
BA2981	0.3877086824465399	0.30014872540181
BA2984	0.5524435975243656	0.2994540891408266
BA2986	0.2983798773803634	0.3408751659030815
BA2989	0.9012169491049488	1.2216838548674196
BA2992	0.571223400311484	0.1738520838947822
BA2993	0.351026574506516	0.2381146198567779
BA2994	0.6987384180225817	1.1333107628424774
BA2995	0.8452907347711253	0.5966495392695071
BA2999	0.7037852261887951	0.944263594922562
BA3001	0.5107964579461929	0.8419520480765643
BA3002	0.5907034847133481	0.832543776663652
BA3004	0.7435197491797316	0.8579620022221772
BA3006	0.4441179632734338	0.2601638825930524
BA3008	0.018241639960469	0.0270018823347627
BA3009	0.3910410980820776	0.5248921798084761
BA3010	0.316961809524329	0.38707748618141
BA3011	0.2126042244190821	0.1690691320776569
BA3013	0.3261590134175917	0.4301935456332856
BA3023	0.3120788536500498	0.1363837899220483
BA3025	0.1313271882172597	0.8187011111662452
BA3027	0.0818994430187669	0.3963453459242108
BA3029	0.2886786546929628	0.1424834017343615
BA3030	0.2872690994644802	1.422042146502674
BA3037	0.2617518776043486	0.1013477994000888
BA3038	0.4797717529151157	0.3578297525563194
BA3040	0.250690301209829	0.2651355502276851
BA3042	0.2158528763498654	0.4990705514060229
BA3043	0.1222303123648893	0.1855059226545971
BA3049	0.0703686777679904	0.0638703871606211
BA3051	0.1085347295423158	0.0867398221687432
BA3053	0.6412368076275322	0.3904060579161488
BA3064	0.6805859040259954	0.8266145140190817
BA3067	0.9417137704908728	3.0201802029787426
BA3068	0.8598505425084702	0.7574173105813524
BA3070	0.1856567080563629	0.2163329389468104
BA3071	0.5942806715240825	0.5419650347218533
BA3072	0.5661038564642017	0.7569400385432766
BA3075	0.4935394826888351	0.229534322024197
BA3076	0.0600950815996389	0.0420599651129518
BA3077	0.2415930982661468	1.7928437998000928
BA2040	0.1631249538399772	0.1227269882902742
BA2160	0.5239516202848741	1.6010001712890327
BA2303	0.2287134621672144	0.2688254671847114
BA2353	0.6573283798949452	1.2695600949360362
BA2516	0.3524785908331733	0.4293733959244427
BA2590	0.7566619284761555	0.6603664163710853
BA2647	0.5735408254668578	0.6434817066881039
BA2891	0.2015933580651004	0.705000851779769
BA2924	0.3927336682223337	0.2691020358385431
BA2971	0.4343361209962151	0.7350571431102546
BA3036	0.3202146226888125	0.5832937946565376
BA3059	0.1697399103267995	0.1456838423424147
BA3073	0.5202851452743436	0.314033613122555
BA3078	0.6240253826415152	0.3839338803127338
BA3079	0.200928323370388	0.4437535493508674
BA3083	0.3727060463008943	0.5296678439058089
BA3084	0.2210528590812508	0.4017445901202796
BA3085	0.3890291055292843	0.6908424754070434
BA3087	0.3877333703674679	1.0688612042849048
BA3089	0.5067222888544671	1.1036399935011023
BA3094	0.1895895064274629	0.9233834406485392
BA3095	0.5627347176682901	0.4227676899769862
BA3098	0.6538684639714663	0.5345790976230186
BA3099	0.7342656565816789	0.8524193707267934
BA3103	0.5169322745767089	0.4355701855230808
BA3108	0.4771452595381377	0.5537534456541039
BA3109	0.3379797371983408	0.1814324135121353
BA3110	0.2853318446250391	0.2768104716279829
BA3114	0.1698758836630473	0.1088840793009231
BA3116	0.1182353459217621	0.0935323200186703
BA3117	0.2689598140438191	1.1097438239872484
BA3118	0.3590035962957389	0.4558159967547756
BA3119	0.8137080331631155	1.1050069715976252
BA3123	0.2201591236153108	0.8898690185832758
BA3124	0.2526085938039344	0.4376242267940435
BA3126	0.2332065906338938	0.4536238322110634
BA3128	0.530905902687292	0.2980707449549687
BA3130	0.1561343854815054	0.2888693576270573
BA3133	0.4017282865003045	0.5280744309035069
BA3135	0.5085187774197564	0.3673227728350812
BA3136	0.4198186628813677	0.2188497040420824
BA3137	0.4599699555675865	1.8879753565257689
BA3138	0.3691902155274642	0.4983259698262031
BA3139	0.9533754592897552	1.4083313481582078
BA3141	0.4566407521427342	2.030416653662876
BA3142	0.9205512361539387	1.0957801785740795
BA3145	0.3714211515309634	1.075042883986113
BA3146	0.4855940184757919	1.8356430865267688
BA3149	0.5645100707443396	0.2180017567368151
BA3152	0.2440815047768036	0.4725979613969722
BA3153	0.1392744072064952	0.7517191341534645
BA3154	0.248895410356001	0.5136262651330682
BA3156	0.186899443301741	0.2801695480589073
BA3157	0.6363828203000166	1.0420286394826
BA3158	0.3363321980053571	0.5752095869880473
BA3162	0.5376642936690882	0.3203651644938881
BA3163	0.0939197598265622	0.1698222535044266
BA3164	0.6014220646542657	1.3816849248246437
BA3167	0.2309347291028571	0.1493417267865281
BA3169	0.1890676749491902	0.1318674079774977
BA3171	0.3806407790253697	0.7248810084125195
BA3173	0.3070382406077814	0.4258039073468079
BA3174	0.466942613490451	0.9371693552117152
BA3175	0.2132253898402153	0.3823097188500636
BA3176	0.3915225302347527	0.6025835934943087
BA3177	0.7269216743289351	1.4499022737153702
BA3178	0.109821525551975	0.1637235903879918
BA3180	0.6654326774634189	0.4470892620574914
BA3181	0.2853095046629166	0.1903750008777646
BA3182	0.4820291055658831	0.7881579230493059
BA3183	0.5205419854700545	0.456307919964907
BA3185	0.1887930590401242	0.5508315769993861
BA3186	0.8556351390761217	1.102542456438378
BA3187	0.3640025341232009	0.1951423994450779
BA3189	0.6953837671597553	2.7703975044451803
BA3190	0.2063588954909127	0.2644477773270691
BA3191	0.3470211967509229	0.3111235022013395
BA3192	0.5290873589812648	0.8690938023836893
BA3194	0.2907391298879882	1.4300190129124035
BA3195	0.6795131680401585	0.5887605043012104
BA3197	0.3925798441882347	0.556052047429418
BA3199	0.3683258922645316	1.229934544311702
BA3200	0.5703347124212974	1.2504678273610397
BA3202	0.1585607527447382	0.1253391277216357
BA3203	0.2021318292718289	0.2590062959835215
BA3206	0.3054029361585556	0.7427726525895122
BA3207	0.4022451961946818	0.0696858222438629
BA3208	0.3509959283739198	0.6869204070704473
BA3210	0.3897197689574871	0.315720478031554
BA3211	0.8167295952417628	0.7275274380916331
BA3212	0.462977491620602	0.5397198352858077
BA3213	0.623315471859848	0.7293003047623712
BA3214	0.2287101010877497	1.0131577785777768
BA3216	0.3935287074904569	0.4327449999045494
BA3217	0.6674490439459047	0.4904605080512517
BA3219	0.140652217771848	0.1325412530644254
BA3221	0.1453516313431951	0.5598546594295373
BA3222	0.2386519718525283	0.4878573221666183
BA3225	0.3437275867685899	0.1664920257431351
BA3226	0.6001027365795609	0.4703898772915094
BA3227	0.7612033280690397	3.8793287885210734
BA3228	0.8434634677888566	1.027680461331225
BA3229	0.9040616726306924	1.38524840556318
BA3230	0.2993677379279945	0.3043778924975232
BA3232	0.4090506746754818	0.7981653727668342
BA3234	0.4096002524563868	0.2523570978104885
BA3235	0.2153840453952324	0.3781402190601557
BA3237	0.2731221081648503	0.9236503786785272
BA3240	0.6055565355291733	1.772731740398074
BA3242	0.4369142444127037	0.9853710122419864
BA3243	0.3565320994115399	0.3456145035073921
BA3245	0.3474752642131753	0.6219084754003928
BA3249	0.2979370074847912	0.7253580412858185
BA3250	0.5288239304614563	0.6145009641973534
BA3251	0.37682137352656	0.7335008785971939
BA3255	0.4513098386747018	0.2654379634129928
BA3258	0.2433264742198979	0.1381705624271494
BA3260	0.1656328874061395	0.3955008866258075
BA3261	0.1746876068794424	0.9026086064745786
BA3264	0.6322409702114022	1.0291382399680875
BA3266	0.6045567316687842	0.571195312151765
BA3268	0.5587744580936236	0.9274702186531992
BA3269	0.323176272314291	0.1608875758792691
BA3270	0.3947631350254255	0.411697993154909
BA3271	0.6874201291070778	0.4636645220884421
BA3273	0.0560587391122591	0.1453138459753482
BA3275	0.8396910736024769	0.8447863453877119
BA3277	0.5116233861894945	0.5255969216806301
BA3280	0.4990817501709067	0.257935512741025
BA3283	0.2865298286168483	0.3634864240305726
BA3285	0.8977304053375441	1.272838368001319
BA3286	0.3977116929525598	0.5009188040399521
BA3289	0.1404900493991304	0.0488594857945091
BA3290	0.3000348646219577	0.4140777215349762
BA3293	0.9942868464660988	0.5366202521971016
BA3295	0.4842616358580394	0.4006779312101171
BA3296	0.1785196250337341	0.4959576484316099
BA3297	0.6755713256678774	1.3407555613523563
BA3299	0.3028377512175438	0.0889831999919335
