	RAD21	PTPN11
BA3212	18.35884200611968	38.42654424973168
BA3087	18.36457240150483	48.86803170684532
BA3207	18.366640693630632	21.08589263526197
BA2292	18.590565422674203	17.152450737298953
BA3454	18.69279832715517	38.03237898772129
BA3400	18.701201180693865	20.49932304808881
BA3240	18.87188791833453	26.53802348143133
BA3190	19.097652187768876	13.582985218241213
BA3373	19.10898852239754	59.687482235387535
BA2592	19.169117856989924	19.84405027987057
BA3177	19.33996055650852	37.12825353716463
BA3203	19.44197628482391	14.692021043920066
BA3171	19.46649574711684	49.20184704080764
BA3011	19.55809814346926	16.20127100029433
BA3312	19.56142930717515	26.274338440187364
BA3449	19.58586180915845	27.228714859707505
BA3192	19.90767000833373	25.62671641213393
BA3199	19.909073905218158	26.886278539283374
BA3260	20.570341633841405	21.71300533111998
BA2355	20.65281023706665	28.38735945750639
BA3108	20.79246823882168	27.17003893415094
BA3156	20.914478818740264	19.49857490673853
BA2175	21.02068584637091	22.39949600661436
BA2722	21.156102406265585	36.40377693251484
BA3139	21.45425266023014	61.89541159416133
BA3381	21.6398934611554	31.6022929834454
BA3222	23.17656100981065	45.00221066210596
BA3285	25.58677903338585	62.17898985108376
BA3318	27.032917147356	31.470847071104163
BA2655	30.556439747727115	47.73960715416454
BA2421	32.82849295268981	17.112086130843036
BA3268	33.269145031387254	34.215264264099496
BA3415	33.37302607094277	58.24596658054627
BA3315	36.35478052805157	35.11440382264742
