	NPM1	SF3B1
BA3374	415.1038426398958	1.4028629180029226
BA3375	543.9294977213383	5.380317903473276
BA3376	834.0129202549506	4.92999922447732
BA3379	1383.461035426026	7.306065575764765
BA3380	995.8626148115712	4.035790713800198
BA3381	1166.9602177568024	10.188157920747663
BA3384	616.6284097482389	2.3368678919925
BA3385	697.8763984171005	6.676575573164484
BA3386	1313.0847716202557	6.266920429852454
BA3388	572.69012552912	0.8071718968828551
BA3390	442.02657546613904	3.194429177292088
BA3394	1974.1185533877187	11.355345145608185
BA3395	649.751488833747	1.8988592137416536
BA3397	344.5770725549662	4.166165717031542
BA3399	303.9438205830995	0.4509431040067151
BA3400	627.4895389697099	2.0476180809311137
BA3403	1203.178916297702	4.745064163096981
BA3405	397.5806316460965	2.728556805515639
BA3406	640.7451288538574	4.186115247232068
BA3407	659.1401152575726	1.3746311173152923
BA3408	538.8760489141894	2.693258366140984
BA3410	488.2537777669656	4.029314095808984
BA3411	1111.4507390107965	6.916556580461999
BA3412	805.3595533498758	5.771902623243478
BA3413	1297.859179249312	4.533433885170942
BA3415	838.7332857598512	6.253029412077777
BA3416	960.8932040199592	6.819673771062664
BA3417	1051.2310408861642	3.8156430299519024
BA3418	903.5299480475952	0.9401166781474436
BA3421	244.15872378728167	1.1040734328739503
BA3422	1289.0351154467853	5.258116536728601
BA3423	1303.712126372468	2.5043194788487595
BA3427	445.62853219589465	4.516365794279683
BA3430	237.80027246630655	0.4682961462605361
BA3431	356.7365142693416	0.4734616975431138
BA3433	759.0118541764652	3.683575326821984
BA3434	1270.9101515323528	7.568311375397076
BA3435	1168.0645601885635	4.923777882701434
BA3436	1229.0829346351168	4.001661899483137
BA3438	1216.0140622888252	8.543050533666047
BA3445	1302.593040486115	1.9600419770658173
BA3446	544.7867245657568	4.630120548157677
BA3447	613.0822104910341	0.913590061752894
BA3448	730.5797618082247	6.293018319062196
BA3449	1194.741485157614	3.1305215618114386
BA3450	697.0745030463246	0.5583604310081339
BA3451	397.0064256637312	2.763490924103701
BA3452	1153.8064651280972	1.593654346500492
BA3453	635.8014680203485	2.189872373297081
BA3454	1523.4491471912725	6.356965189676121
