	BCOR	ASXL1
BA2244	0.0451042682895731	0.0162346909712332
BA2245	0.051220585974527	0.0193677015095414
BA2248	0.0145907573458106	0.0122472230133865
BA2249	0.0454441092532915	0.0249216747365422
BA2251	0.0569630922604237	0.0206493876388493
BA2256	0.0356307972870281	0.0166619196810025
BA2260	0.0136189569965253	0.0111079464540017
BA2261	0.0233914224741842	0.0123896325833095
BA2269	0.0222904798264793	0.0074052976360011
BA2271	0.0998994456899258	0.0207917972087724
BA2272	0.0374521317404447	0.0146681857020791
BA2273	0.0790358607580088	0.0200797493591569
BA2275	0.0754208326745679	0.0300484192537738
BA2276	0.0005096931404128	0.0116775847336941
BA2277	0.051696308679601	0.0227855311876958
BA2280	0.0829233353758095	0.0358872116206209
BA2281	0.0145092009789314	0.0200797493591569
BA2282	0.0218080176784695	0.0166619196810025
BA2286	0.0385394588919481	0.0179436058103104
BA2288	0.0159227535979517	0.0236399886072344
BA2292	0.0323279693439134	0.0182284249501566
BA2294	0.0240981987836944	0.0206493876388493
BA2296	0.0372550485713473	0.0220734833380803
BA2300	0.0679247961956026	0.0259185417260039
BA2301	0.0913501891051258	0.0192252919396183
BA2302	0.0285087088174499	0.0226431216177727
BA2304	0.0141762360684785	0.0085445741953859
BA2306	0.0170916371163344	0.0178011962403873
BA2308	0.0248049750932046	0.0186556536599259
BA2309	0.0214410823326778	0.0149530048419253
BA2311	0.0224672080564393	0.0150954144118484
BA2312	0.0267282208526378	0.0183708345200797
BA2316	0.0194566351455027	0.0108231273141555
BA2322	0.0308261209150779	0.02022215892908
BA2325	0.0096705541716423	0.0098262603246938
BA2329	0.0203944650594491	0.0123896325833095
BA2334	0.0225827348586574	0.0146681857020791
BA2339	0.0680742934331596	0.0153802335516946
BA2344	0.0149509532486665	0.0119624038735403
BA2347	0.0400956326952598	0.0126744517231557
BA2348	0.0118112380393102	0.0066932497863856
BA2350	0.0151683913569012	0.0095414411848476
BA2354	0.0304795405084235	0.0200797493591569
BA2355	0.060218334271998	0.0367416690401595
BA2357	0.0184032784293382	0.018798063229849
BA2360	0.0343463869664273	0.0166619196810025
BA2361	0.0195449309553178	0.0225007120478496
BA2363	0.0095753823085615	0.0059812019367701
BA2369	0.0395452296765723	0.0243520364568499
BA2374	0.086171837944448	0.0301908288236969
BA2375	0.0272854999245911	0.0215038450583879
BA2376	0.0360861650529647	0.0139561378524636
BA2377	0.1178406169103916	0.0400170891483907
BA2379	0.038396701097327	0.0210766163486186
BA2385	0.0510098873092282	0.0143833665622329
BA2386	0.0869396790713703	0.0233551694673882
BA2387	0.0484208483392191	0.0143833665622329
BA2394	0.0359434072583436	0.0316149245229279
BA2399	0.0305610968753028	0.0148105952720022
BA2400	0.0571058500550448	0.0338934776416975
BA2402	0.0257564205033525	0.0197949302193107
BA2405	0.0068910348651419	0.0148105952720022
BA2406	0.0146247277811495	0.0155226431216177
BA2409	0.0406461723242772	0.0128168612930788
BA2410	0.0237040324454997	0.0234975790373113
BA2412	0.0157868718565963	0.0111079464540017
BA2413	0.0188177997066703	0.0197949302193107
BA2414	0.0394024718819511	0.0249216747365422
BA2415	0.0112948054559615	0.0078325263457704
BA2417	0.0834396313488284	0.0195101110794645
BA2418	0.0147538700795691	0.0113927655938479
BA2420	0.0311863168179337	0.0153802335516946
BA2421	0.0221885685204627	0.0155226431216177
BA2423	0.0332999063035284	0.0162346909712332
BA2425	0.0635142861618471	0.0183708345200797
BA2426	0.0254165795396341	0.0126744517231557
BA2427	0.023010871632191	0.0160922814013101
BA2429	0.0340610079875149	0.0227855311876958
BA2440	0.0251991414313993	0.02022215892908
BA2441	0.058648408362155	0.0401594987183138
BA2442	0.032008619929662	0.0185132440900028
BA2446	0.0394705493629587	0.0152378239817715
BA2449	0.0184915742391533	0.0180860153802335
BA2450	0.0361744608627798	0.02022215892908
BA2452	0.0385598138310855	0.0199373397892338
BA2454	0.1152514413300527	0.0263457704357732
BA2455	0.0196197478792612	0.0091142124750783
BA2456	0.0895152391555077	0.0197949302193107
BA2459	0.0245127200610265	0.0240672173170037
BA2461	0.0359434072583436	0.0249216747365422
BA2463	0.1441958460259508	0.0125320421532326
BA2464	0.0278903649280846	0.018798063229849
BA2469	0.0421140503177738	0.0125320421532326
BA2470	0.0547679464079497	0.0213614354884648
BA2472	0.0558009481849769	0.0175163771005411
BA2473	0.058675639354558	0.0233551694673882
BA2474	0.0248661765209465	0.0143833665622329
BA2477	0.0468780168114493	0.0242096268869268
BA2479	0.0113151603950989	0.0286243235545428
BA2480	0.0497051220494901	0.0182284249501566
BA2481	0.0256681246935374	0.01011107946454
BA2482	0.0224399770640363	0.0142409569923098
BA2483	0.0893386475358775	0.0182284249501566
BA2485	0.0283388566407556	0.015949871831387
BA2488	0.020278938257231	0.0178011962403873
BA2489	0.0271835886185744	0.0149530048419253
BA2492	0.0210400399412174	0.0119624038735403
BA2494	0.0514583790218991	0.024636855596696
BA2496	0.015528587259757	0.0082597550555397
BA2497	0.0347201983654847	0.0106807177442324
BA2499	0.0435412184329957	0.0139561378524636
BA2500	0.0587911661567762	0.0283395044146966
BA2501	0.0272242984968492	0.0243520364568499
BA2502	0.0387568970001828	0.0125320421532326
BA2505	0.0174994189507306	0.0132440900028481
BA2507	0.0348424646106387	0.0210766163486186
BA2510	0.0502215546328387	0.013101680432925
BA2511	0.0087666946930347	0.0166619196810025
BA2512	0.0564533991200109	0.0250640843064653
BA2514	0.0264563207595971	0.0213614354884648
BA2515	0.0227186166000129	0.0116775847336941
BA2520	0.0139315669678408	0.0142409569923098
BA2521	0.0478294622215972	0.0210766163486186
BA2523	0.0233710675350469	0.0139561378524636
BA2524	0.0256612486402718	0.0118199943036172
BA2525	0.0174314780800529	0.0408715465679293
BA2526	0.0320901762965413	0.0206493876388493
BA2528	0.0493516655895701	0.0217886641982341
BA2532	0.0166974707781397	0.0225007120478496
BA2534	0.0364191299634175	0.0213614354884648
BA2538	0.0171731934832136	0.0270578182853887
BA2539	0.0203265241887714	0.0136713187126174
BA2540	0.0329464498436084	0.0109655368840786
BA2541	0.0287806089104907	0.0136713187126174
BA2545	0.045280996519533	0.018798063229849
BA2546	0.0179751416558046	0.0128168612930788
BA2552	0.0563989371352048	0.0290515522643121
BA2559	0.0551893437385475	0.017373967530618
BA2561	0.0536943713629776	0.0098262603246938
BA2563	0.0353521577510515	0.0212190259185417
BA2564	0.0145907573458106	0.0112503560239248
BA2567	0.0097996964700619	0.0205069780689262
BA2570	0.0353997436825919	0.0233551694673882
BA2575	0.0154606463890793	0.0074052976360011
BA2577	0.0414684754360055	0.0210766163486186
BA2579	0.0320289748687994	0.0290515522643121
BA2583	0.0208089863367812	0.021646254628311
BA2584	0.0898416012333545	0.0197949302193107
BA2587	0.0423587194184115	0.0229279407576189
BA2588	0.0417198839795791	0.0205069780689262
BA2589	0.1135794675038633	0.0328966106522358
BA2592	0.1468121159883629	0.0300484192537738
BA2593	0.0023649980291683	0.0126744517231557
BA2594	0.0246351229165103	0.013101680432925
BA2595	0.0375065937252507	0.014525776132156
BA2597	0.0697733616414223	0.0133864995727712
BA2600	0.0243292523881307	0.0166619196810025
BA2603	0.0599193397968841	0.0166619196810025
BA2618	0.0531778021692991	0.0180860153802335
BA2619	0.0272379139930507	0.0133864995727712
BA2620	0.0180906684580227	0.0111079464540017
BA2621	0.0130277074892332	0.0166619196810025
BA2622	0.0260554149784665	0.0219310737681572
BA2623	0.0279446903025609	0.0243520364568499
BA2629	0.0938379998207672	0.0237823981771575
BA2631	0.0350328083368002	0.0165195101110794
BA2634	0.0018416893925539	0.0148105952720022
BA2636	0.0568272105190682	0.0146681857020791
BA2639	0.0352298915058975	0.0195101110794645
BA2644	0.0818767181025808	0.0178011962403873
BA2645	0.0643841752051158	0.0209342067786955
BA2646	0.0349852224052598	0.0247792651666191
BA2649	0.0207750159014423	0.0197949302193107
BA2651	0.0386482462512304	0.0126744517231557
BA2653	0.0180906684580227	0.0269154087154656
BA2655	0.063602718581992	0.0377385360296211
BA2656	0.0061027021887524	0.0135289091426943
BA2657	0.0284883538783126	0.0175163771005411
BA2658	0.0456615473615263	0.024494446026773
BA2659	0.0368337878510794	0.0142409569923098
BA2660	0.0166431454036634	0.0093990316149245
BA2662	0.0421821277987813	0.0162346909712332
BA2663	0.0094258850710045	0.017373967530618
BA2667	0.0257903909386914	0.0155226431216177
BA2670	0.0246078919241073	0.0140985474223867
BA2674	0.0612580754919611	0.0220734833380803
BA2675	0.0370239949669111	0.0155226431216177
BA2676	0.0244923651218892	0.0150954144118484
BA2677	0.0174858034545291	0.0170891483907718
BA2681	0.0166771158390023	0.0093990316149245
BA2682	0.0123005762405857	0.0132440900028481
BA2685	0.0675850918422139	0.0309028766733124
BA2688	0.0344756658751767	0.0229279407576189
BA2691	0.0162829495008076	0.0162346909712332
BA2694	0.0319135846769111	0.0189404727997721
BA2695	0.0770922600594382	0.0152378239817715
BA2697	0.0191167941817842	0.0118199943036172
BA2701	0.0079783620166453	0.0084021646254628
BA2704	0.0302824573393262	0.0213614354884648
BA2705	0.0647306190014404	0.0254913130162346
BA2707	0.0133742878958876	0.028909142694389
BA2709	0.008848251059914	0.0084021646254628
BA2712	0.0077473084122091	0.0123896325833095
BA2714	0.0642686484028977	0.0152378239817715
BA2715	0.0314920507359836	0.0226431216177727
BA2718	0.0568408260152697	0.0220734833380803
BA2720	0.0128442398163374	0.0142409569923098
BA2721	0.0414343683903368	0.0213614354884648
BA2722	0.0322396735340983	0.0149530048419253
BA2723	0.0445469892176198	0.023070350327542
BA2724	0.0190284983719691	0.0116775847336941
BA2726	0.018586746102234	0.0129592708630019
BA2727	0.0378462980786394	0.0229279407576189
BA2728	0.0429023829941632	0.0205069780689262
BA2731	0.0081414747504038	0.0068356593563087
BA2733	0.010954964492243	0.0109655368840786
BA2735	0.0359434072583436	0.0160922814013101
BA2737	0.0662733139188804	0.0093990316149245
BA2742	0.0341153333619911	0.0140985474223867
BA2744	0.0097045246069811	0.004414696667616
BA2746	0.0245127200610265	0.0146681857020791
BA2747	0.0486519019436553	0.0121048134434634
BA2748	0.0340201614989103	0.0200797493591569
BA2751	0.0267418363488393	0.014525776132156
BA2756	0.0178323838611835	0.013101680432925
BA2758	0.0278019325079397	0.0199373397892338
BA2760	0.04150932192461	0.017373967530618
BA2762	0.0279174593101579	0.0162346909712332
BA2764	0.0204963763654657	0.0172315579606949
BA2765	0.0154266759537404	0.0135289091426943
BA2769	0.0166431454036634	0.0160922814013101
BA2772	0.0510371183016312	0.0106807177442324
BA2775	0.0426645899467911	0.0203645684990031
BA2776	0.0540068447239633	0.0253489034463115
BA2778	0.0252262358134726	0.0112503560239248
BA2782	0.0304455700730847	0.0152378239817715
BA2786	0.027733991637262	0.0178011962403873
BA2787	0.0084337297825819	0.007262888066078
BA2789	0.0435480944862613	0.0180860153802335
BA2791	0.0100986909451759	0.0149530048419253
BA2792	0.0281282945857865	0.0112503560239248
BA2798	0.0325590229483496	0.0252064938763884
BA2801	0.0084880551570581	0.0138137282825405
BA2802	0.0365006863302968	0.0199373397892338
BA2804	0.0205303468008046	0.0112503560239248
BA2806	0.0282300692814733	0.0140985474223867
BA2808	0.0208701877645231	0.0162346909712332
BA2809	0.0609794359559845	0.0257761321560808
BA2811	0.019062468807308	0.0175163771005411
BA2812	0.0088958369914543	0.013101680432925
BA2813	0.0178663542965223	0.0122472230133865
BA2814	0.0207750159014423	0.0098262603246938
BA2816	0.0169421398787774	0.018798063229849
BA2817	0.0145092009789314	0.034605525491313
BA2820	0.0471021943626199	0.0166619196810025
BA2821	0.0617541531361724	0.0294787809740814
BA2822	0.0278020691182695	0.0186556536599259
BA2824	0.0580095729233226	0.0256337225861577
BA2828	0.0113967167619781	0.0109655368840786
BA2829	0.0459605418366402	0.026060951295927
BA2830	0.0180158515340793	0.0156650526915408
BA2832	0.029426183792259	0.018798063229849
BA2836	0.0149849236840053	0.0132440900028481
BA2837	0.0211555667434356	0.0169467388208487
BA2839	0.0853631503289212	0.0226431216177727
BA2840	0.0798045215469098	0.0264881800056963
BA2841	0.0333474922350688	0.0226431216177727
BA2842	0.0287940877963624	0.0133864995727712
BA2843	0.0234390084057246	0.024636855596696
BA2844	0.0142645318782936	0.0169467388208487
BA2846	0.0351347196428168	0.0190828823696952
BA2850	0.0218826979920831	0.0203645684990031
BA2851	0.2036724772807914	0.0304756479635431
BA2852	0.006680336199843	0.0311876958131586
BA2855	0.0298746755049299	0.0165195101110794
BA2856	0.0503643124274599	0.0160922814013101
BA2858	0.0153315040906597	0.0128168612930788
BA2860	0.0200478846527948	0.0064084306465394
BA2861	0.0246418623594461	0.0135289091426943
BA2865	0.0376016289780017	0.0158074622614639
BA2866	0.016153807202388	0.0253489034463115
BA2867	0.0718324891422109	0.0318997436627741
BA2868	0.0313358140554907	0.0176587866704642
BA2870	0.0555293213125957	0.0197949302193107
BA2871	0.0205915482285465	0.0113927655938479
BA2872	0.0386958321827707	0.0142409569923098
BA2876	0.0354066197358575	0.023070350327542
BA2879	0.0553252254799029	0.0236399886072344
BA2880	0.0175333893860695	0.0125320421532326
BA2882	0.0216992303191873	0.0153802335516946
BA2883	0.0358618508914643	0.0294787809740814
BA2885	0.0480605158260334	0.0168043292509256
BA2887	0.0382132334244311	0.0178011962403873
BA2889	0.0	0.0
BA2893	0.0205439622970061	0.0150954144118484
BA2901	0.0266738954781616	0.0091142124750783
BA2902	0.0324027862678567	0.0132440900028481
BA2903	0.0074686688762324	0.0078325263457704
BA2904	0.0442479947425059	0.0226431216177727
BA2905	0.04406452706961	0.0209342067786955
BA2906	0.0296232669613564	0.0172315579606949
BA2908	0.0429635844219051	0.02022215892908
BA2909	0.0149033673171261	0.013101680432925
BA2910	0.0485702089664463	0.015949871831387
BA2911	0.0440577876266742	0.0205069780689262
BA2914	0.0562834103329867	0.0192252919396183
BA2915	0.0082978480412264	0.0123896325833095
BA2921	0.0666134281032584	0.01011107946454
BA2922	0.0317639508290243	0.0217886641982341
BA2923	0.0464838504732546	0.0059812019367701
BA2926	0.0359230523192062	0.0178011962403873
BA2928	0.0301872854762454	0.0112503560239248
BA2930	0.0316008380952658	0.021646254628311
BA2932	0.0778876053994231	0.0166619196810025
BA2934	0.0124024875466023	0.0269154087154656
BA2935	0.0167450567096801	0.0119624038735403
BA2937	0.0249341173916242	0.0132440900028481
BA2939	0.021943899419825	0.0126744517231557
BA2944	0.0418422868350628	0.0367416690401595
BA2947	0.0137753302873479	0.018798063229849
BA2948	0.019952712789714	0.0219310737681572
BA2950	0.0294737697237994	0.0281970948447735
BA2951	0.0199187423543752	0.0138137282825405
BA2952	0.0512885268452048	0.0183708345200797
BA2953	0.0150325096155457	0.0122472230133865
BA2955	0.0057221513467592	0.0189404727997721
BA2956	0.0093443287041253	0.0082597550555397
BA2962	0.0500177320208055	0.0129592708630019
BA2970	0.0149849236840053	0.0150954144118484
BA2972	0.0397762832810085	0.0256337225861577
BA2976	0.0508264196363323	0.0219310737681572
BA2978	0.0287330229789503	0.0196525206493876
BA2981	0.0499563939827339	0.0132440900028481
BA2984	0.0404830595905187	0.0222158929080034
BA2986	0.0323891707716552	0.023070350327542
BA2989	0.0244923651218892	0.0341782967815437
BA2992	0.0236224760786205	0.0189404727997721
BA2993	0.0110365208591223	0.0113927655938479
BA2994	0.0496846305000229	0.0150954144118484
BA2995	0.0546661717122629	0.0374537168897749
BA2999	0.0836913131130616	0.0242096268869268
BA3001	0.0479993143982916	0.0196525206493876
BA3002	0.1022644437190941	0.0180860153802335
BA3004	0.0615979164556795	0.0348903446311592
BA3006	0.0159703395294921	0.0132440900028481
BA3008	0.0015766653527788	0.0048419253773853
BA3009	0.0377035402840183	0.0234975790373113
BA3010	0.0865660042826427	0.0170891483907718
BA3011	0.0130616779245721	0.0168043292509256
BA3013	0.0186207165375729	0.0142409569923098
BA3023	0.0452675176336613	0.0143833665622329
BA3025	0.0357123536539073	0.0146681857020791
BA3027	0.0154606463890793	0.0172315579606949
BA3029	0.0324367567031956	0.0105383081743093
BA3030	0.0348084941752998	0.0185132440900028
BA3037	0.0492973402150938	0.0205069780689262
BA3038	0.0399054255794281	0.0189404727997721
BA3040	0.0201158255234725	0.0189404727997721
BA3042	0.0328988639120681	0.0175163771005411
BA3043	0.0186479475299759	0.0105383081743093
BA3049	0.0148355630567781	0.0082597550555397
BA3051	0.0129121806870151	0.0139561378524636
BA3053	0.0392462352014583	0.0186556536599259
BA3064	0.0445469892176198	0.0217886641982341
BA3067	0.0595453917874969	0.0252064938763884
BA3068	0.0534428262090742	0.0266305895756194
BA3070	0.0212847090418552	0.014525776132156
BA3071	0.0422092221808545	0.0236399886072344
BA3072	0.0426033885190493	0.0215038450583879
BA3075	0.0513495916626169	0.0149530048419253
BA3076	0.0108258221938234	0.004414696667616
BA3077	0.0577514249368131	0.0168043292509256
BA2040	0.0266466644857586	0.017373967530618
BA2160	0.0398714551440892	0.0186556536599259
BA2303	0.0395792001119111	0.0162346909712332
BA2353	0.044037296077207	0.026060951295927
BA2516	0.0531778021692991	0.02022215892908
BA2590	0.0285223243136514	0.0199373397892338
BA2647	0.0246078919241073	0.0236399886072344
BA2891	0.0224399770640363	0.015949871831387
BA2924	0.0449275400596131	0.0165195101110794
BA2971	0.0401908045583406	0.0200797493591569
BA3036	0.0343667419055647	0.018798063229849
BA3059	0.0281281579754567	0.0165195101110794
BA3073	0.0223856516895601	0.0123896325833095
BA3078	0.0619241419231965	0.0233551694673882
BA3079	0.0218487275567442	0.0210766163486186
BA3083	0.0374385162442432	0.0189404727997721
BA3084	0.048135196139647	0.0156650526915408
BA3085	0.0174042470876499	0.0193677015095414
BA3087	0.0929268544579047	0.0326117915123896
BA3089	0.0393005605759345	0.0203645684990031
BA3094	0.0818970730417182	0.0183708345200797
BA3095	0.0302348714077858	0.0212190259185417
BA3098	0.0323415848401149	0.0169467388208487
BA3099	0.0459265714013014	0.0277698661350042
BA3103	0.0286921764903458	0.0172315579606949
BA3108	0.0257903909386914	0.0242096268869268
BA3109	0.0389063942377398	0.018798063229849
BA3110	0.0488147414567542	0.0290515522643121
BA3114	0.0248389455285435	0.0189404727997721
BA3116	0.0340541319342492	0.0108231273141555
BA3117	0.045729488232204	0.0299060096838507
BA3118	0.0253350231727548	0.0149530048419253
BA3119	0.0525729371658056	0.0250640843064653
BA3123	0.0427325308174689	0.0222158929080034
BA3124	0.0325862539407526	0.0257761321560808
BA3126	0.013272376589871	0.0112503560239248
BA3128	0.0340881023695881	0.0178011962403873
BA3130	0.0187498588359925	0.015949871831387
BA3133	0.0355288859810115	0.024494446026773
BA3135	0.0432353479046161	0.0203645684990031
BA3136	0.0455324050631066	0.0215038450583879
BA3137	0.024675832794785	0.0183708345200797
BA3138	0.0169761103141163	0.0226431216177727
BA3139	0.0528651921979837	0.0333238393620051
BA3141	0.0528788076941852	0.0223583024779265
BA3142	0.0762905851075068	0.0347479350612361
BA3145	0.0593551846716652	0.0222158929080034
BA3146	0.0301329601017692	0.0178011962403873
BA3149	0.0183760474369352	0.0219310737681572
BA3152	0.0359230523192062	0.0212190259185417
BA3153	0.1238480106257336	0.0377385360296211
BA3154	0.0869124480789673	0.0254913130162346
BA3156	0.0291678991954198	0.0294787809740814
BA3157	0.0278698733786175	0.018798063229849
BA3158	0.0160246649039684	0.0190828823696952
BA3162	0.028032986112376	0.0189404727997721
BA3163	0.0177780584867072	0.0150954144118484
BA3164	0.0441324679402878	0.026060951295927
BA3167	0.053361269842195	0.0153802335516946
BA3169	0.0710440198554917	0.0140985474223867
BA3171	0.0405170300258576	0.026060951295927
BA3173	0.0178323838611835	0.0249216747365422
BA3174	0.0365686272009745	0.0226431216177727
BA3175	0.0001970831690973	0.0156650526915408
BA3176	0.0445606047138213	0.0225007120478496
BA3177	0.0502148151899029	0.0233551694673882
BA3178	0.0320018804867262	0.0109655368840786
BA3180	0.0994576934201907	0.0212190259185417
BA3181	0.0208226018329827	0.0123896325833095
BA3182	0.0303503982100039	0.0220734833380803
BA3183	0.0329464498436084	0.0240672173170037
BA3185	0.0404694440943172	0.0351751637710054
BA3186	0.0525253512342652	0.0377385360296211
BA3187	0.0127626834494581	0.0182284249501566
BA3189	0.0434732775623179	0.0225007120478496
BA3190	0.028773732857225	0.0217886641982341
BA3191	0.0223720361933586	0.0132440900028481
BA3192	0.065090951514626	0.0180860153802335
BA3194	0.0496099501864093	0.0336086585018513
BA3195	0.0264835517520001	0.0243520364568499
BA3197	0.0301669305371081	0.0169467388208487
BA3199	0.0507312477732516	0.0259185417260039
BA3200	0.0616862122654947	0.0227855311876958
BA3202	0.0413869190691262	0.0301908288236969
BA3203	0.0243020213957277	0.0152378239817715
BA3206	0.0302348714077858	0.0233551694673882
BA3207	0.0607959682830886	0.0178011962403873
BA3208	0.0390491520323609	0.0215038450583879
BA3210	0.0758352173415702	0.0338934776416975
BA3211	0.0580980053434675	0.0105383081743093
BA3212	0.0429635844219051	0.0350327542010823
BA3213	0.0170916371163344	0.0185132440900028
BA3214	0.0479041425352108	0.0240672173170037
BA3216	0.0646287076954238	0.0189404727997721
BA3217	0.0581454546646781	0.0136713187126174
BA3219	0.028087448097182	0.0162346909712332
BA3221	0.0275029380328258	0.0210766163486186
BA3222	0.1068313270436723	0.0243520364568499
BA3225	0.0221070121535835	0.0176587866704642
BA3226	0.038097706622213	0.0182284249501566
BA3227	0.0682782526555226	0.0270578182853887
BA3228	0.107497256864578	0.0301908288236969
BA3229	0.0550398465009905	0.0250640843064653
BA3230	0.0233914224741842	0.0199373397892338
BA3232	0.0352842168803737	0.0166619196810025
BA3234	0.0512342014707285	0.0189404727997721
BA3235	0.0146043728420121	0.0108231273141555
BA3237	0.0326678103076318	0.0156650526915408
BA3240	0.0630045930214343	0.0284819139846197
BA3242	0.0293310119291782	0.0192252919396183
BA3243	0.1218297296135494	0.0223583024779265
BA3245	0.0577105784482086	0.0242096268869268
BA3249	0.0596677946429807	0.0229279407576189
BA3250	0.0389200097339413	0.0304756479635431
BA3251	0.0210400399412174	0.0136713187126174
BA3255	0.0350531632759375	0.0172315579606949
BA3258	0.0364870708340953	0.0183708345200797
BA3260	0.0448392442497979	0.0195101110794645
BA3261	0.0251651709960605	0.0172315579606949
BA3264	0.0358483720055926	0.028909142694389
BA3266	0.0473061535849829	0.0266305895756194
BA3268	0.0687267443681936	0.0347479350612361
BA3269	0.0496846305000229	0.0203645684990031
BA3270	0.0544622124898999	0.0233551694673882
BA3271	0.0400073368854447	0.0232127598974651
BA3273	0.0209584835743382	0.0217886641982341
BA3275	0.0214342062794122	0.024494446026773
BA3277	0.0572484712393362	0.0287667331244659
BA3280	0.0490797654965293	0.0183708345200797
BA3283	0.0209584835743382	0.0254913130162346
BA3285	0.0543127152523429	0.0296211905440045
BA3286	0.0380161502553338	0.0180860153802335
BA3289	0.0189197110126869	0.0111079464540017
BA3290	0.0425830335799119	0.0209342067786955
BA3293	0.095291852487073	0.0283395044146966
BA3295	0.0304795405084235	0.0192252919396183
BA3296	0.0277951930650039	0.0182284249501566
BA3297	0.0619988222368101	0.0266305895756194
BA3299	0.0349919618481956	0.0162346909712332
