	ID_sample	TypeMutation	ExpressionGene
576	BA3266	NonMut	0.6045567316687842
577	BA3268	NonMut	0.5587744580936236
578	BA3269	NonMut	0.323176272314291
579	BA3270	NonMut	0.3947631350254255
580	BA3271	NonMut	0.6874201291070778
581	BA3273	NonMut	0.0560587391122591
582	BA3275	NonMut	0.8396910736024769
583	BA3277	NonMut	0.5116233861894945
584	BA3280	NonMut	0.4990817501709067
585	BA3283	NonMut	0.2865298286168483
586	BA3285	NonMut	0.8977304053375441
587	BA3286	NonMut	0.3977116929525598
588	BA3289	NonMut	0.1404900493991304
589	BA3293	NonMut	0.9942868464660988
590	BA3295	NonMut	0.4842616358580394
591	BA3296	NonMut	0.1785196250337341
592	BA3297	NonMut	0.6755713256678774
593	BA3299	NonMut	0.3028377512175438
594	BA3300	NonMut	0.3203211315178937
595	BA3305	NonMut	0.3165741663993759
596	BA3306	NonMut	0.4393434975518654
597	BA3310	NonMut	0.4493223787761471
598	BA3311	NonMut	0.3836221812068668
599	BA3312	NonMut	0.2361033181100383
600	BA3315	NonMut	0.2484026435584517
601	BA3317	NonMut	0.6423924956872351
602	BA3318	NonMut	0.3061830139235205
603	BA3319	NonMut	0.4062251645760432
604	BA3322	NonMut	0.1870056804521788
605	BA3324	NonMut	0.5041686634752043
606	BA3325	NonMut	0.3511676830534682
607	BA3326	NonMut	0.0946196926437193
608	BA3328	NonMut	0.5696664315782274
609	BA3329	NonMut	0.2878748850466966
610	BA3332	NonMut	0.4309639511858069
611	BA3333	NonMut	0.7898330470868123
612	BA3334	NonMut	0.1840161005601276
613	BA3335	NonMut	0.6419343830762536
614	BA3339	NonMut	0.1616917626721239
615	BA3341	NonMut	0.3174076243393825
616	BA3347	NonMut	0.2043961250789596
617	BA3351	NonMut	0.2277844883078007
618	BA3352	NonMut	0.3304688858969831
619	BA3353	NonMut	0.4940194295257724
620	BA3357	NonMut	0.2357294055540615
621	BA3362	NonMut	0.2094729196922687
622	BA3367	NonMut	0.1949590412461768
623	BA3369	NonMut	0.5423304068211141
624	BA3371	NonMut	0.226349875713049
625	BA3373	NonMut	0.4774971725331615
626	BA3374	NonMut	0.094090365428496
627	BA3376	NonMut	0.6235087840431298
628	BA3379	NonMut	0.3148457090256712
629	BA3380	NonMut	0.3662717140970948
630	BA3381	NonMut	0.3995621713674603
631	BA3384	NonMut	0.3342882991549222
632	BA3386	NonMut	0.7796296146743463
633	BA3390	NonMut	0.1944113750647645
634	BA3394	NonMut	0.3032300434910894
635	BA3395	NonMut	0.5549256020025314
636	BA3397	NonMut	0.5455480797470682
637	BA3399	NonMut	0.144535490638782
638	BA3400	NonMut	0.8669773811457671
639	BA3403	NonMut	0.2800542556398858
640	BA3406	NonMut	0.3555937927988822
641	BA3407	NonMut	0.1954447978657259
642	BA3408	NonMut	0.0988729634042426
643	BA3410	NonMut	0.3685682495555111
644	BA3411	NonMut	0.2704176023369389
645	BA3412	NonMut	0.0899779089099585
646	BA3413	NonMut	0.23006633904582
647	BA3415	NonMut	0.7410698910464569
648	BA3416	NonMut	0.2221459302117749
649	BA3417	NonMut	0.1861777521522952
650	BA3418	NonMut	0.2631471556305804
651	BA3421	NonMut	0.1168253603124548
652	BA3422	NonMut	0.6446960034484137
653	BA3423	NonMut	0.4690401005159862
654	BA3427	NonMut	0.5007832987527033
655	BA3430	NonMut	0.0648879484956471
656	BA3431	NonMut	0.2236180365190641
657	BA3433	NonMut	0.742720604806531
658	BA3434	NonMut	0.66006781137165
659	BA3436	NonMut	0.5688667444176033
660	BA3438	NonMut	0.4422330780237589
661	BA3445	NonMut	0.3247887731201874
662	BA3446	NonMut	0.197880958049616
