	ASXL1	KRAS
BA3333	0.03033323839362	7.547132476041092
BA3334	0.0170891483907718	3.528274362727172
BA3335	0.0243520364568499	7.091580570767574
BA3339	0.0328966106522358	7.019589248692965
BA3341	0.0215038450583879	8.663813855542353
BA3345	0.0240672173170037	3.7714062294803874
BA3347	0.0133864995727712	2.9348124064358347
BA3351	0.0313301053830817	6.775407552184414
BA3352	0.0135289091426943	3.62868149746901
BA3353	0.0284819139846197	4.93549943076808
BA3357	0.0272002278553118	4.681987493703068
BA3362	0.0195101110794645	5.68418666505324
BA3367	0.0150954144118484	5.68926974100486
BA3369	0.0207917972087724	9.585296101673013
BA3371	0.0195101110794645	4.375848646867501
BA3373	0.036029621190544	10.96786907577842
BA3374	0.0084021646254628	2.549977047000934
BA3375	0.015949871831387	3.385836344803532
BA3376	0.0213614354884648	3.90829600128676
BA3379	0.0240672173170037	3.738245720697547
BA3380	0.0143833665622329	6.100530741961105
BA3381	0.0227855311876958	7.051428679054405
BA3384	0.0158074622614639	5.239911858253687
BA3385	0.0179436058103104	4.315796105272946
BA3386	0.0247792651666191	6.514890193989474
BA3388	0.0142409569923098	3.953201252514012
BA3390	0.0138137282825405	5.8942267048754005
BA3394	0.018798063229849	8.033118159006722
BA3395	0.0143833665622329	3.769186565427852
BA3397	0.0340358872116206	4.759826568726875
BA3399	0.013101680432925	6.278301139417368
BA3400	0.0287667331244659	19.501331024206024
BA3403	0.0229279407576189	8.49933292625693
BA3405	0.0179436058103104	5.624198103793235
BA3406	0.021646254628311	5.206971668475203
BA3407	0.0212190259185417	4.594359143394704
BA3408	0.0420108231273141	8.682353907231443
BA3410	0.0165195101110794	5.336359935729547
BA3411	0.0183708345200797	4.18334896658688
BA3412	0.02022215892908	4.603360873193132
BA3413	0.0182284249501566	3.276697919196609
BA3415	0.0262033608658501	7.341235630068831
BA3416	0.0213614354884648	2.9388501552809694
BA3417	0.0239248077470806	5.202706457426862
BA3418	0.0327542010823127	7.988219236730867
BA3421	0.0102534890344631	3.598886171372159
BA3422	0.0287667331244659	6.756364609592079
BA3423	0.0240672173170037	5.94736229936981
BA3427	0.0280546852748504	7.427216422534402
BA3430	0.0093990316149245	1.9432698018229484
BA3431	0.0126744517231557	4.571186102498228
BA3433	0.0247792651666191	9.418955023961924
BA3434	0.0219310737681572	5.307277294285972
BA3435	0.0223583024779265	4.544835648514731
BA3436	0.0220734833380803	3.3148311019687493
BA3438	0.0112503560239248	4.415185073931623
BA3445	0.0186556536599259	5.371888209944228
BA3446	0.0206493876388493	4.274369803895466
BA3447	0.0065508402164625	0.9133425859942574
BA3448	0.0200797493591569	4.072852280864554
BA3449	0.0190828823696952	7.284469621586869
BA3450	0.0257761321560808	12.601859619236812
BA3451	0.013101680432925	7.728148285995978
BA3452	0.0242096268869268	7.37975442395452
BA3453	0.017373967530618	8.72789477373948
BA3454	0.024636855596696	9.607669797555328
