	ASXL1	KRAS
BA2109	0.0121048134434634	9.540899316685143
BA2110	0.0099686698946169	2.2987931685922325
BA2113	0.0313301053830817	2.6364578427557768
BA2116	0.0273426374252349	6.107357577068696
BA2121	0.0250640843064653	2.2078984581122234
BA2122	0.0093990316149245	3.0534412888688838
BA2123	0.0227855311876958	4.506886381838011
BA2124	0.0197949302193107	3.484952671872221
BA2125	0.0186556536599259	5.652914133071268
BA2132	0.0225007120478496	5.0471863509910735
BA2133	0.0262033608658501	10.65905362132722
BA2134	0.008686983765309	2.3488564434363868
BA2135	0.0264881800056963	2.354831741553748
BA2139	0.0089718029051552	2.5445168327484797
BA2143	0.0176587866704642	1.959566124342219
BA2148	0.013101680432925	3.447503945046714
BA2153	0.0196525206493876	3.28774314707458
BA2155	0.0163771005411563	2.437405193862981
BA2156	0.0186556536599259	2.2730237889538194
BA2162	0.0172315579606949	5.712025100440885
BA2163	0.0212190259185417	6.421326448173804
BA2168	0.0139561378524636	2.5309999180927623
BA2169	0.0233551694673882	8.12047461860416
BA2171	0.0259185417260039	4.2769316901618994
BA2172	0.0133864995727712	2.0611136117329
BA2174	0.0189404727997721	4.468216769572149
BA2175	0.0294787809740814	5.319868359290954
BA2184	0.0398746795784676	4.673610193914149
BA2195	0.0156650526915408	5.838200788758842
BA2198	0.0153802335516946	4.103025938075901
BA2200	0.0293363714041583	3.906002268152742
BA2201	0.0092566220450014	2.44182533811413
BA2209	0.0582455140985474	11.81900292593489
BA2211	0.0270578182853887	5.353146364806439
BA2212	0.0182284249501566	2.6751209524724606
BA2217	0.0242096268869268	2.075613723782153
BA2218	0.0155226431216177	2.8138905589044483
BA2220	0.0135289091426943	7.379396044865156
BA2221	0.0138137282825405	3.4063344135082656
BA2224	0.0146681857020791	3.1364189861786773
BA2226	0.0320421532326972	4.532593424972631
BA2227	0.0344631159213899	2.636795016303624
BA2228	0.0283395044146966	7.840004887881429
BA2229	0.04044431785816	10.085359778713071
BA2233	0.0209342067786955	3.2547013461580097
BA2234	0.0183708345200797	4.264432517362912
BA2235	0.0136713187126174	5.236945518023253
BA2236	0.015949871831387	3.942916396323784
BA2239	0.0108231273141555	2.4852062107862314
BA2240	0.0242096268869268	8.12127767437851
BA2242	0.0276274565650811	5.266699574897228
BA2244	0.0162346909712332	3.2606905820924705
BA2245	0.0193677015095414	9.019949708299915
BA2248	0.0122472230133865	2.094823306896083
BA2249	0.0249216747365422	4.956301122904592
BA2251	0.0206493876388493	4.624605625284379
BA2256	0.0166619196810025	2.540386093792922
BA2260	0.0111079464540017	4.132932782016525
BA2261	0.0123896325833095	2.001472965534394
BA2269	0.0074052976360011	1.3774383646879156
BA2271	0.0207917972087724	5.602686467078136
BA2272	0.0146681857020791	3.0279527620390048
BA2273	0.0200797493591569	3.2204514382156466
BA2275	0.0300484192537738	5.176312047084844
BA2276	0.0116775847336941	2.622741387146175
BA2277	0.0227855311876958	5.25510942266259
BA2280	0.0358872116206209	6.063815269855581
BA2281	0.0200797493591569	4.6460796005338985
BA2282	0.0166619196810025	3.8083678316586047
BA2286	0.0179436058103104	3.95272350270278
BA2288	0.0236399886072344	3.865914162620388
BA2292	0.0182284249501566	4.075651001645991
BA2294	0.0206493876388493	2.3719835412868338
BA2296	0.0220734833380803	2.5047958696164496
BA2300	0.0259185417260039	6.957086353480154
BA2301	0.0192252919396183	4.0624889175161565
BA2302	0.0226431216177727	9.348772402774848
BA2304	0.0085445741953859	3.215224942617111
BA2306	0.0178011962403873	2.106117448255717
BA2308	0.0186556536599259	3.889581278532265
BA2309	0.0149530048419253	3.305697356738754
BA2311	0.0150954144118484	4.263535060623511
BA2312	0.0183708345200797	4.450112420893486
BA2316	0.0108231273141555	2.785383344332529
BA2322	0.02022215892908	1.363252173099543
BA2325	0.0098262603246938	2.2128413526127946
BA2329	0.0123896325833095	2.953980380691717
BA2334	0.0146681857020791	3.829844935813441
BA2339	0.0153802335516946	5.576285457288947
BA2344	0.0119624038735403	2.508621366806296
BA2347	0.0126744517231557	4.499805687946137
BA2348	0.0066932497863856	3.4684403082470383
BA2350	0.0095414411848476	2.293002458894163
BA2354	0.0200797493591569	3.285287253891401
BA2355	0.0367416690401595	18.031553815161907
BA2357	0.018798063229849	2.8366508715088328
BA2360	0.0166619196810025	2.4203383504910594
BA2361	0.0225007120478496	3.290470110493144
BA2363	0.0059812019367701	1.77988745401886
BA2369	0.0243520364568499	7.463597390567187
BA2374	0.0301908288236969	4.18322554627598
BA2375	0.0215038450583879	4.401957434008005
BA2376	0.0139561378524636	3.576421768112105
BA2377	0.0400170891483907	7.874521714966825
BA2379	0.0210766163486186	7.354978419162167
BA2385	0.0143833665622329	6.169246688786106
BA2386	0.0233551694673882	7.154072385086702
BA2387	0.0143833665622329	4.9579225522201975
BA2394	0.0316149245229279	8.841700566289523
BA2399	0.0148105952720022	2.901775492441722
BA2400	0.0338934776416975	5.409835524646413
BA2402	0.0197949302193107	4.974805563924786
BA2405	0.0148105952720022	1.9038948004365173
BA2406	0.0155226431216177	2.7399095691849715
BA2409	0.0128168612930788	3.642790689054875
BA2410	0.0234975790373113	2.854218939661076
BA2412	0.0111079464540017	3.4683011635363665
BA2413	0.0197949302193107	3.061177034477548
BA2414	0.0249216747365422	3.333377691014046
BA2415	0.0078325263457704	3.6031705789367305
BA2417	0.0195101110794645	1.966473306958872
BA2418	0.0113927655938479	1.5872432645654289
BA2420	0.0153802335516946	2.293921043415803
BA2421	0.0155226431216177	3.76390120697868
BA2423	0.0162346909712332	5.526169516908847
BA2425	0.0183708345200797	4.540658995903223
BA2426	0.0126744517231557	1.76675593567857
BA2427	0.0160922814013101	5.629532468513265
BA2429	0.0227855311876958	4.885164819604847
BA2440	0.02022215892908	4.656478683032831
BA2441	0.0401594987183138	5.107316346904479
BA2442	0.0185132440900028	4.274273721852956
BA2446	0.0152378239817715	3.526678377199216
BA2449	0.0180860153802335	3.844080002176403
BA2450	0.02022215892908	6.542840496025102
BA2452	0.0199373397892338	2.2229446094894514
BA2454	0.0263457704357732	4.196996925207468
BA2455	0.0091142124750783	4.618681453090219
BA2456	0.0197949302193107	4.84358664169528
BA2459	0.0240672173170037	0.9849701015813438
BA2461	0.0249216747365422	3.531901921255366
BA2463	0.0125320421532326	4.45365718507862
BA2464	0.018798063229849	2.629494460813186
BA2469	0.0125320421532326	4.330668779940796
BA2470	0.0213614354884648	3.3487604257070145
BA2472	0.0175163771005411	2.506343529310017
BA2473	0.0233551694673882	4.364774675975619
BA2474	0.0143833665622329	4.068396363626591
BA2477	0.0242096268869268	5.2291687233797575
BA2479	0.0286243235545428	4.388198691895849
BA2480	0.0182284249501566	3.679131305583376
BA2481	0.01011107946454	0.950240342410004
BA2482	0.0142409569923098	4.5443846369895695
BA2483	0.0182284249501566	5.717204939316385
BA2485	0.015949871831387	3.731240739012421
BA2488	0.0178011962403873	3.795524434418716
BA2489	0.0149530048419253	3.495084976820325
BA2492	0.0119624038735403	4.60482142178739
BA2494	0.024636855596696	9.557187638322572
BA2496	0.0082597550555397	2.740035581224717
BA2497	0.0106807177442324	3.126280701370291
BA2499	0.0139561378524636	4.35302298414668
BA2500	0.0283395044146966	3.764766577067442
BA2501	0.0243520364568499	5.69695185588149
BA2502	0.0125320421532326	3.5899907234146635
BA2505	0.0132440900028481	3.524708682190093
BA2507	0.0210766163486186	2.445471606779409
BA2510	0.013101680432925	3.106128214359792
BA2511	0.0166619196810025	2.8010233109505887
BA2512	0.0250640843064653	3.90060283765412
BA2514	0.0213614354884648	5.883867358115286
BA2515	0.0116775847336941	3.965624412346157
BA2520	0.0142409569923098	2.777845608373538
BA2521	0.0210766163486186	5.965061455171949
BA2523	0.0139561378524636	2.9076088330976253
BA2524	0.0118199943036172	4.3967944400825125
BA2525	0.0408715465679293	9.181313291942152
BA2526	0.0206493876388493	4.982559594305994
BA2528	0.0217886641982341	2.9063274125973515
BA2532	0.0225007120478496	3.376488196760783
BA2534	0.0213614354884648	3.9542145627317393
BA2538	0.0270578182853887	3.061522924858036
BA2539	0.0136713187126174	3.789754828010589
BA2540	0.0109655368840786	2.367178974644086
BA2541	0.0136713187126174	2.8473995219050803
BA2545	0.018798063229849	4.148222781045921
BA2546	0.0128168612930788	3.393513765871296
BA2552	0.0290515522643121	4.825482332332214
BA2559	0.017373967530618	4.0935222417812485
BA2561	0.0098262603246938	1.6993347187891574
BA2563	0.0212190259185417	4.028599804188247
BA2564	0.0112503560239248	2.2915571135581843
BA2567	0.0205069780689262	4.686061135891457
BA2570	0.0233551694673882	7.716031860771869
BA2575	0.0074052976360011	3.6049599889935537
BA2577	0.0210766163486186	1.7864264546524835
BA2579	0.0290515522643121	5.549669129729157
BA2583	0.021646254628311	4.650822098462011
BA2584	0.0197949302193107	2.498962890180857
BA2587	0.0229279407576189	3.1944730301033544
BA2588	0.0205069780689262	2.9482311460607518
BA2589	0.0328966106522358	14.373385488847298
BA2592	0.0300484192537738	6.041558832251639
BA2593	0.0126744517231557	0.2793411558252956
BA2594	0.013101680432925	2.002620464581047
BA2595	0.014525776132156	3.0622199092217754
BA2597	0.0133864995727712	5.268032257893723
BA2600	0.0166619196810025	3.043265721729626
BA2603	0.0166619196810025	3.400519555275657
BA2618	0.0180860153802335	4.847376827625396
BA2619	0.0133864995727712	4.669344395559936
BA2620	0.0111079464540017	5.410937505524276
BA2621	0.0166619196810025	3.331895635511968
BA2622	0.0219310737681572	5.700385710148895
BA2623	0.0243520364568499	4.687635763119201
BA2629	0.0237823981771575	4.220743627976956
BA2631	0.0165195101110794	3.324070000746336
BA2634	0.0148105952720022	3.807489429482482
BA2636	0.0146681857020791	3.128960487704368
BA2639	0.0195101110794645	4.213357199938989
BA2644	0.0178011962403873	2.393728396337298
BA2645	0.0209342067786955	10.408685462253883
BA2646	0.0247792651666191	3.9355585272575673
BA2649	0.0197949302193107	2.5988463660051835
BA2651	0.0126744517231557	2.970509296190779
BA2653	0.0269154087154656	5.098207134603287
BA2655	0.0377385360296211	9.623754754392728
BA2656	0.0135289091426943	1.8601716498988876
BA2657	0.0175163771005411	4.548592004798873
BA2658	0.024494446026773	3.2523433873784997
BA2659	0.0142409569923098	3.5835484156353115
BA2660	0.0093990316149245	3.300668694192399
BA2662	0.0162346909712332	1.636341335905445
BA2663	0.017373967530618	3.524975217313402
BA2667	0.0155226431216177	3.85679667747493
BA2670	0.0140985474223867	10.226227798665136
BA2674	0.0220734833380803	2.5333257133250093
BA2675	0.0155226431216177	3.6731049499312713
BA2676	0.0150954144118484	3.0098471887347875
BA2677	0.0170891483907718	3.882687295225639
BA2681	0.0093990316149245	2.8767867894954944
BA2682	0.0132440900028481	4.221148529623751
BA2685	0.0309028766733124	4.43315438996534
BA2688	0.0229279407576189	5.7155639489306855
BA2691	0.0162346909712332	7.358674866434381
BA2694	0.0189404727997721	7.191110081874109
BA2695	0.0152378239817715	2.111844275522096
BA2697	0.0118199943036172	2.820457991863271
BA2701	0.0084021646254628	2.40282017119087
BA2704	0.0213614354884648	2.927115594886616
BA2705	0.0254913130162346	8.750051209172401
BA2707	0.028909142694389	10.67258756535924
BA2709	0.0084021646254628	2.432193691661744
BA2712	0.0123896325833095	3.037494483285136
BA2714	0.0152378239817715	8.66762994741118
BA2715	0.0226431216177727	4.204020647117541
BA2718	0.0220734833380803	3.211491167613993
BA2720	0.0142409569923098	6.890859909853237
BA2721	0.0213614354884648	8.15125574652858
BA2722	0.0149530048419253	8.229739643225187
BA2723	0.023070350327542	7.151826067165194
BA2724	0.0116775847336941	2.784944539455072
BA2726	0.0129592708630019	4.361903416807809
BA2727	0.0229279407576189	6.321364769685872
BA2728	0.0205069780689262	7.9648433967757635
BA2731	0.0068356593563087	1.7722679146604223
BA2733	0.0109655368840786	4.024583240227743
BA2735	0.0160922814013101	2.731444327315706
BA2737	0.0093990316149245	4.229188217803424
BA2742	0.0140985474223867	5.036593528652168
BA2744	0.004414696667616	0.8126549723840483
BA2746	0.0146681857020791	2.9041910177817147
BA2747	0.0121048134434634	1.8763378679995653
BA2748	0.0200797493591569	2.8162460026576808
BA2751	0.014525776132156	4.76076973681974
BA2756	0.013101680432925	1.111935570238528
BA2758	0.0199373397892338	6.062618917320017
BA2760	0.017373967530618	8.539751728962072
BA2762	0.0162346909712332	3.5909642105886346
BA2764	0.0172315579606949	2.5915086660715163
BA2765	0.0135289091426943	7.700654472918215
BA2769	0.0160922814013101	3.676902735522297
BA2772	0.0106807177442324	2.120075486147443
BA2775	0.0203645684990031	5.812760930604475
BA2776	0.0253489034463115	4.4488934839978524
BA2778	0.0112503560239248	3.240793912197436
BA2782	0.0152378239817715	4.7248443208520605
BA2786	0.0178011962403873	2.8206943341122037
BA2787	0.007262888066078	2.066862180946478
BA2789	0.0180860153802335	4.500457340382659
BA2791	0.0149530048419253	1.5544306048272218
BA2792	0.0112503560239248	2.2792448121159423
BA2798	0.0252064938763884	5.91550464000847
BA2801	0.0138137282825405	3.8694395842404994
BA2802	0.0199373397892338	4.931508671554627
BA2804	0.0112503560239248	3.589438287733232
BA2806	0.0140985474223867	3.401415561281073
BA2808	0.0162346909712332	0.819064482576983
BA2809	0.0257761321560808	5.328799203342974
BA2811	0.0175163771005411	3.4074422496398213
BA2812	0.013101680432925	2.51465628861175
BA2813	0.0122472230133865	1.972065667664031
BA2814	0.0098262603246938	3.700862782404347
BA2816	0.018798063229849	3.515171700617542
BA2817	0.034605525491313	9.31293008506607
BA2820	0.0166619196810025	4.846588130075457
BA2821	0.0294787809740814	5.077237519978352
BA2822	0.0186556536599259	3.126246711724653
BA2824	0.0256337225861577	3.815565072493221
BA2828	0.0109655368840786	5.866666273141892
BA2829	0.026060951295927	4.412533121502556
BA2830	0.0156650526915408	1.6191667403234706
BA2832	0.018798063229849	2.749069369981953
BA2836	0.0132440900028481	4.618965161186066
BA2837	0.0169467388208487	5.744869449535215
BA2839	0.0226431216177727	4.354311439221131
BA2840	0.0264881800056963	4.099946945684317
BA2841	0.0226431216177727	3.792521694833046
BA2842	0.0133864995727712	4.233499753894433
BA2843	0.024636855596696	2.862490859764802
BA2844	0.0169467388208487	2.977508842935708
BA2846	0.0190828823696952	3.580528100094352
BA2850	0.0203645684990031	2.921987811842809
BA2851	0.0304756479635431	3.902461648473896
BA2852	0.0311876958131586	4.085427724822098
BA2855	0.0165195101110794	6.025173019281862
BA2856	0.0160922814013101	6.161656320919922
BA2858	0.0128168612930788	3.630395410097828
BA2860	0.0064084306465394	2.546393016914249
BA2861	0.0135289091426943	2.5337914004570834
BA2865	0.0158074622614639	4.257434320541161
BA2866	0.0253489034463115	2.9389008838841657
BA2867	0.0318997436627741	5.641646527484107
BA2868	0.0176587866704642	5.964604552568509
BA2870	0.0197949302193107	3.836261463527445
BA2871	0.0113927655938479	3.5250437921854045
BA2872	0.0142409569923098	4.26359661627193
BA2876	0.023070350327542	7.261962142224723
BA2879	0.0236399886072344	7.596005217099052
BA2880	0.0125320421532326	3.159207686119105
BA2882	0.0153802335516946	3.300934826843552
BA2883	0.0294787809740814	11.775412944537448
BA2885	0.0168043292509256	3.907464597219572
BA2887	0.0178011962403873	3.146872952406261
BA2889	0.0	0.0498731079218884
BA2893	0.0150954144118484	2.336482779603907
BA2901	0.0091142124750783	1.9424594081937123
BA2902	0.0132440900028481	2.4312505625627203
BA2903	0.0078325263457704	3.6921945453996257
BA2904	0.0226431216177727	6.01053790362872
BA2905	0.0209342067786955	5.2309590444961005
BA2906	0.0172315579606949	5.80146459475505
BA2908	0.02022215892908	4.012735325325014
BA2909	0.013101680432925	4.958228873792411
BA2910	0.015949871831387	3.8606897513758622
BA2911	0.0205069780689262	4.872319965407722
BA2914	0.0192252919396183	5.074687321245269
BA2915	0.0123896325833095	1.2078195904386648
BA2921	0.01011107946454	5.121433273005455
BA2922	0.0217886641982341	3.0565970484631064
BA2923	0.0059812019367701	4.042348232204146
BA2926	0.0178011962403873	3.007893611642617
BA2928	0.0112503560239248	4.274176588505172
BA2930	0.021646254628311	7.472293214663799
BA2932	0.0166619196810025	4.767341634309132
BA2934	0.0269154087154656	3.1170830838869232
BA2935	0.0119624038735403	1.4086911080693234
BA2937	0.0132440900028481	3.4582205224568563
BA2939	0.0126744517231557	2.785032968374947
BA2944	0.0367416690401595	2.851004674538254
BA2947	0.018798063229849	3.095940444457899
BA2948	0.0219310737681572	5.163778294194287
BA2950	0.0281970948447735	2.8913800203410185
BA2951	0.0138137282825405	2.3216460900296405
BA2952	0.0183708345200797	6.03488446143655
BA2953	0.0122472230133865	1.818548601040591
BA2955	0.0189404727997721	2.255907059828389
BA2956	0.0082597550555397	3.360693070237612
BA2962	0.0129592708630019	2.785922003031013
BA2970	0.0150954144118484	2.9196811894918704
BA2972	0.0256337225861577	1.7120661270914692
BA2976	0.0219310737681572	0.87167947244554
BA2978	0.0196525206493876	5.1081671668546775
BA2981	0.0132440900028481	1.274137864358842
BA2984	0.0222158929080034	2.267118229147408
BA2986	0.023070350327542	5.357700398436639
BA2989	0.0341782967815437	4.289501979920624
BA2992	0.0189404727997721	5.991612638326476
BA2993	0.0113927655938479	2.5529658234579435
BA2994	0.0150954144118484	3.492224342562355
BA2995	0.0374537168897749	4.790563516597835
BA2999	0.0242096268869268	3.601013405149621
BA3001	0.0196525206493876	3.5275293017384137
BA3002	0.0180860153802335	9.019752117043806
BA3004	0.0348903446311592	4.35634152728715
BA3006	0.0132440900028481	2.652376103731922
BA3008	0.0048419253773853	0.199879745930379
BA3009	0.0234975790373113	2.681695563471374
BA3010	0.0170891483907718	1.1623502273439763
BA3011	0.0168043292509256	2.398829348580604
BA3013	0.0142409569923098	2.810748531114694
BA3023	0.0143833665622329	4.318009680827968
BA3025	0.0146681857020791	3.619626705844733
BA3027	0.0172315579606949	5.834669199458067
BA3029	0.0105383081743093	5.010356662328836
BA3030	0.0185132440900028	4.38479156773952
BA3037	0.0205069780689262	5.63800106285749
BA3038	0.0189404727997721	7.296101706545303
BA3040	0.0189404727997721	2.2498752964790736
BA3042	0.0175163771005411	3.7988343481337097
BA3043	0.0105383081743093	3.6132582916833034
BA3049	0.0082597550555397	2.244571785696069
BA3051	0.0139561378524636	2.489943377637812
BA3053	0.0186556536599259	9.08429912362472
BA3064	0.0217886641982341	4.043156636482997
BA3067	0.0252064938763884	5.901384252800535
BA3068	0.0266305895756194	6.452654746357529
BA3070	0.014525776132156	4.567287575858389
BA3071	0.0236399886072344	7.397138261132724
BA3072	0.0215038450583879	5.590209267134697
BA3075	0.0149530048419253	4.484482095456577
BA3076	0.004414696667616	4.782315004947172
BA3077	0.0168043292509256	9.982110185032276
BA2040	0.017373967530618	5.154296683439623
BA2160	0.0186556536599259	4.730697802590289
BA2303	0.0162346909712332	5.247483689449449
BA2353	0.026060951295927	5.99395595912219
BA2516	0.02022215892908	4.658620293832935
BA2590	0.0199373397892338	6.263800261145639
BA2647	0.0236399886072344	6.220445405608574
BA2891	0.015949871831387	4.287411787386368
BA2924	0.0165195101110794	7.834336738364445
BA2971	0.0200797493591569	9.256789497897058
BA3036	0.018798063229849	5.3220575155127126
BA3059	0.0165195101110794	9.516234159787691
BA3073	0.0123896325833095	5.017396912472017
BA3078	0.0233551694673882	9.197906119533414
BA3079	0.0210766163486186	2.060022186627446
BA3083	0.0189404727997721	5.951659660498906
BA3084	0.0156650526915408	4.521240255815035
BA3085	0.0193677015095414	5.00007900069415
BA3087	0.0326117915123896	9.144753877174908
BA3089	0.0203645684990031	8.891346760242428
BA3094	0.0183708345200797	5.705742843077889
BA3095	0.0212190259185417	5.296395227399311
BA3098	0.0169467388208487	7.188212791793329
BA3099	0.0277698661350042	6.626191371311687
BA3103	0.0172315579606949	4.504931325367331
BA3108	0.0242096268869268	5.323437790100341
BA3109	0.018798063229849	20.28004238581594
BA3110	0.0290515522643121	7.8660960481279165
BA3114	0.0189404727997721	6.105203524533998
BA3116	0.0108231273141555	4.747270306856226
BA3117	0.0299060096838507	4.300068495441089
BA3118	0.0149530048419253	6.872628563773899
BA3119	0.0250640843064653	5.060841363188459
BA3123	0.0222158929080034	3.898932958332124
BA3124	0.0257761321560808	4.211257624532631
BA3126	0.0112503560239248	3.981409031603605
BA3128	0.0178011962403873	6.460443952708552
BA3130	0.015949871831387	7.511453674234083
BA3133	0.024494446026773	8.499158140092135
BA3135	0.0203645684990031	8.522189846766814
BA3136	0.0215038450583879	6.441042423436487
BA3137	0.0183708345200797	3.4021475292946715
BA3138	0.0226431216177727	5.840394730148105
BA3139	0.0333238393620051	4.359850216478632
BA3141	0.0223583024779265	5.15881194479065
BA3142	0.0347479350612361	3.228721815449189
BA3145	0.0222158929080034	5.807409934417001
BA3146	0.0178011962403873	4.117694704120277
BA3149	0.0219310737681572	5.924088560379679
BA3152	0.0212190259185417	6.029652874868258
BA3153	0.0377385360296211	15.270104644434229
BA3154	0.0254913130162346	17.05706932733878
BA3156	0.0294787809740814	4.160158867385534
BA3157	0.018798063229849	3.5715714761399338
BA3158	0.0190828823696952	2.9313230726556228
BA3162	0.0189404727997721	4.290860343564755
BA3163	0.0150954144118484	4.805087802604695
BA3164	0.026060951295927	14.50489880003908
BA3167	0.0153802335516946	4.0482769121637
BA3169	0.0140985474223867	4.741973470092588
BA3171	0.026060951295927	8.61686780946633
BA3173	0.0249216747365422	4.759635918289058
BA3174	0.0226431216177727	7.390541200910023
BA3175	0.0156650526915408	3.312143711293571
BA3176	0.0225007120478496	3.239196719653312
BA3177	0.0233551694673882	9.57332742669242
BA3178	0.0109655368840786	3.097280675060638
BA3180	0.0212190259185417	7.177854576489217
BA3181	0.0123896325833095	3.618457608293061
BA3182	0.0220734833380803	8.177361755186574
BA3183	0.0240672173170037	5.602880323105434
BA3185	0.0351751637710054	13.780098300668916
BA3186	0.0377385360296211	7.705085424669186
BA3187	0.0182284249501566	4.573337273722364
BA3189	0.0225007120478496	10.150607509403846
BA3190	0.0217886641982341	6.994924120150022
BA3191	0.0132440900028481	5.293425639782923
BA3192	0.0180860153802335	6.040556651086022
BA3194	0.0336086585018513	7.046636242563006
BA3195	0.0243520364568499	4.73927685129155
BA3197	0.0169467388208487	4.623224688099745
BA3199	0.0259185417260039	4.474964745353582
BA3200	0.0227855311876958	4.638225387075532
BA3202	0.0301908288236969	8.109545436047824
BA3203	0.0152378239817715	4.630713738190288
BA3206	0.0233551694673882	4.345930184396738
BA3207	0.0178011962403873	8.487468336179221
BA3208	0.0215038450583879	3.357682561334285
BA3210	0.0338934776416975	8.918265321579543
BA3211	0.0105383081743093	3.482211773791408
BA3212	0.0350327542010823	8.439200740205377
BA3213	0.0185132440900028	4.701258300814342
BA3214	0.0240672173170037	4.753128775728115
BA3216	0.0189404727997721	4.570875061083815
BA3217	0.0136713187126174	3.5272767413174075
BA3219	0.0162346909712332	6.7697119099296525
BA3221	0.0210766163486186	4.68195419415222
BA3222	0.0243520364568499	7.356868087314
BA3225	0.0176587866704642	5.57349571253324
BA3226	0.0182284249501566	4.368823703780882
BA3227	0.0270578182853887	4.6938712842012125
BA3228	0.0301908288236969	8.16885112768402
BA3229	0.0250640843064653	7.14863337016497
BA3230	0.0199373397892338	2.601041897898744
BA3232	0.0166619196810025	5.273816316043103
BA3234	0.0189404727997721	6.84080111372545
BA3235	0.0108231273141555	5.744575020480072
BA3237	0.0156650526915408	3.867351128900715
BA3240	0.0284819139846197	6.688671407295836
BA3242	0.0192252919396183	2.1328306165285422
BA3243	0.0223583024779265	4.237595034091462
BA3245	0.0242096268869268	7.741862667336584
BA3249	0.0229279407576189	3.873134402727617
BA3250	0.0304756479635431	8.624428707918842
BA3251	0.0136713187126174	3.379874967891091
BA3255	0.0172315579606949	5.867164642055073
BA3258	0.0183708345200797	4.956553435856382
BA3260	0.0195101110794645	9.314008794527496
BA3261	0.0172315579606949	4.267873701885583
BA3264	0.028909142694389	7.534090095177429
BA3266	0.0266305895756194	9.594244881613864
BA3268	0.0347479350612361	5.97757853191581
BA3269	0.0203645684990031	11.987051389637656
BA3270	0.0233551694673882	6.758984854086662
BA3271	0.0232127598974651	6.534386432089192
BA3273	0.0217886641982341	10.541882279903747
BA3275	0.024494446026773	7.75808248633983
BA3277	0.0287667331244659	16.25122057055359
BA3280	0.0183708345200797	4.552683533896225
BA3283	0.0254913130162346	4.584475585133008
BA3285	0.0296211905440045	3.8633582951325938
BA3286	0.0180860153802335	5.092828133963098
BA3289	0.0111079464540017	2.885983483306348
BA3290	0.0209342067786955	5.88628664754098
BA3293	0.0283395044146966	9.136056625290012
BA3295	0.0192252919396183	7.878679835971935
BA3296	0.0182284249501566	6.043318631790028
BA3297	0.0266305895756194	8.124776290809791
BA3299	0.0162346909712332	6.692850755716531
BA3300	0.0252064938763884	4.238831267343383
BA3302	0.0330390202221589	5.651492299353946
BA3305	0.0175163771005411	4.211740493237931
BA3306	0.0148105952720022	7.910169922402488
BA3308	0.0243520364568499	3.2308133713821383
BA3310	0.0196525206493876	3.255793814582394
BA3311	0.0189404727997721	10.743162486383795
BA3312	0.024494446026773	5.508115150126132
BA3315	0.0296211905440045	5.745285853628462
BA3317	0.0209342067786955	4.260046421519901
BA3318	0.0203645684990031	10.105332372359085
BA3319	0.0193677015095414	8.428098329023237
BA3322	0.0253489034463115	5.683721734157559
BA3324	0.0273426374252349	11.844666182431672
BA3325	0.0162346909712332	4.368456182733874
BA3326	0.0138137282825405	4.93600614432353
BA3328	0.0222158929080034	7.098309397261654
BA3329	0.0365992594702364	6.746508359690237
BA3332	0.031757334092851	4.649296257404249
