	ABL1	NPM1
BA3339	0.0081434751261715	626.678045270493
BA3341	0.0315843547224224	421.7995890299875
BA3345	0.0086535688536409	298.4684129107943
BA3347	0.0091204037490987	367.6588013590879
BA3351	0.02288752703677	1141.2728330008597
BA3352	0.0120475847152126	1009.48292692605
BA3353	0.0246917808219178	1102.8245627294202
BA3357	0.0200486661860129	1504.124385620915
BA3362	0.0155894015861571	500.0933792849923
BA3367	0.0081957462148521	537.7630320256033
BA3369	0.0196160778658976	1465.514607626894
BA3371	0.0122458543619322	1014.8823431778004
BA3373	0.0306218457101658	1409.1702353481785
BA3374	0.0103550829127613	414.51261856879495
BA3375	0.0152433309300648	542.9281467101315
BA3376	0.0162545061283345	832.1562503986981
BA3379	0.0181542898341744	1381.0621631608255
BA3380	0.0142591925018024	994.131580493791
BA3381	0.0167501802451333	1165.540186450207
BA3384	0.0072999279019466	614.6547345886245
BA3385	0.0116690699351117	696.60522178433
BA3386	0.0239509733237202	1311.4488388556415
BA3388	0.0093096611391492	571.5370032166161
BA3390	0.0079866618601297	441.3767632192111
BA3394	0.0117916366258111	1971.1116355006295
BA3395	0.0144935111751982	648.7028949491017
BA3397	0.0168493150684931	343.99908085329525
BA3399	0.0047422494592646	303.15185061656314
BA3400	0.0321106705118961	626.43397754856
BA3403	0.0235742609949531	1201.5489590327447
BA3405	0.0131092285508291	396.6592348508193
BA3406	0.0152865897620764	639.8543728355419
BA3407	0.0167718096611391	657.9142688009858
BA3408	0.0113987022350396	537.8256037723609
BA3410	0.015310021629416	487.2527660195591
BA3411	0.0167411679884643	1109.4962852678982
BA3412	0.0209841384282624	804.5130972634437
BA3413	0.0226099495313626	1296.2348854452173
BA3415	0.0468709444844989	837.5896348464944
BA3416	0.0243979812545061	958.7217587267608
BA3417	0.0155136986301369	1049.5468800715762
BA3418	0.0136211247296322	902.6669824032176
BA3421	0.0068943763518385	243.30442046849072
BA3422	0.025726387887527	1287.6257360644838
BA3423	0.0239113193943763	1301.742594560405
BA3427	0.0089401586157173	444.87211037047854
BA3430	0.0045998558038932	237.22518926677367
BA3431	0.0114131218457101	356.34041291079427
BA3433	0.0253460706560922	757.5797036118004
BA3434	0.0106434751261715	1268.914612892414
BA3435	0.0162527036770007	1166.2782179622332
BA3436	0.0194935111751982	1226.9900517577862
BA3438	0.026249098774333	1213.4320555798831
BA3445	0.0117375630857966	1300.746105321202
BA3446	0.0113987022350396	543.7477859950156
BA3447	0.0030984138428262	612.0209696340626
BA3448	0.0086860129776496	729.6131623391016
BA3449	0.0130155010814708	1193.0168362012575
BA3450	0.0171034607065609	695.7256534001525
BA3451	0.0128244412400865	396.52403117684895
BA3452	0.0115663302090843	1152.029653159582
BA3453	0.0135562364816149	634.8876040480708
BA3454	0.0264077144917087	1521.3874292966152
