#Boxplots d'expressions du gène NF1 en fonction de la feature totalDrug
#Résultat du test statistique Mann-Whitney U : U = 46023.500, p-value = 0.001
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2452       y        6.238434
BA2922       y        6.062132
BA2707       y        4.835478
BA2409       y        5.577842
BA2480       y        5.728296
BA2496       y        4.917210
BA3037       y        5.797580
BA2236       y        6.057766
BA2172       y        6.076956
BA2865       y        3.826433
BA2923       y        4.860072
BA2003       y        5.417544
BA2751       y        5.091813
BA3395       y        3.840906
BA2286       y        6.066810
BA2488       y        6.115498
BA3379       y        6.345485
BA2887       y        7.296871
BA2712       y        6.399795
BA2858       y        5.232486
BA2068       y        4.119379
BA2104       y        5.874184
BA3124       n        4.559847
BA2921       y        5.947964
BA2449       y        5.526135
BA2360       y        6.060367
BA2802       y        5.804508
BA2235       y        5.782659
BA3038       y        5.618543
BA3006       y        5.613672
BA2245       y        5.949963
BA2667       y        5.653358
BA2239       y        5.739734
BA2782       n        4.960565
BA2649       y        5.668965
BA2592       y        5.794469
BA2861       y        6.025373
BA2134       y        4.678519
BA2909       y        4.937870
BA2429       n        4.614682
BA2653       n        5.179885
BA2947       y        5.192707
BA2032       y        6.274268
BA2162       y        5.704115
BA2564       n        5.370496
BA2597       y        4.839692
BA3243       y        5.852216
BA2106       y        5.952758
BA2939       y        6.034846
BA2427       n        4.853719
BA2841       n        5.400396
BA2446       y        4.895562
BA2025       y        5.666616
BA2645       y        4.795577
BA2525       y        4.967904
BA2876       n        4.659021
BA2357       y        5.693331
BA2546       y        5.025864
BA2742       y        5.718758
BA2316       n        5.769580
BA2421       y        5.626793
BA2087       y        5.193067
BA2910       y        6.435427
BA2148       y        5.643897
BA2329       y        5.196287
BA2677       y        5.159914
BA3178       n        4.670684
BA2072       y        5.264227
BA3029       n        5.321640
BA2735       y        5.360357
BA2733       n        5.248295
BA2995       y        4.668924
BA2069       y        4.626774
BA2100       y        5.049763
BA2953       y        5.410996
BA2681       n        5.159914
BA2248       n        5.576013
BA2832       y        5.056129
BA2308       y        5.414655
BA2413       y        5.386964
BA2701       y        5.696074
BA2634       y        5.576013
BA2937       y        5.168197
BA2600       n        5.898407
BA2019       n        5.391272
BA2412       y        4.114677
BA2334       y        5.103158
BA2050       y        5.490256
BA3230       y        5.711381
BA2481       y        4.985137
BA2731       y        5.699930
BA2418       n        5.595081
BA2294       y        5.792436
BA2816       n        4.980903
BA2814       y        4.754486
BA2631       y        5.421982
BA2023       n        4.782232
BA2375       n        5.581951
BA2485       n        5.811221
BA2455       n        5.068462
BA2636       y        5.205808
BA2325       y        5.767602
BA2169       n        5.536491
BA2156       y        5.962644
BA2511       y        4.498130
BA2168       y        6.084470
BA2505       n        5.669755
BA2860       n        5.139080
BA2871       n        4.562413
BA2655       n        5.386596
BA2227       n        5.905559
BA2812       y        4.712288
BA2125       n        2.839958
BA2603       y        5.431858
BA2808       n        4.271172
BA2282       n        4.562093
BA2482       y        5.958490
BA2822       y        4.562413
BA2594       y        5.638985
BA2747       y        5.169964
BA2561       n        4.253385
BA2094       n        4.659752
BA2567       n        4.434619
BA2906       n        5.668965
BA2956       y        4.802155
BA2474       y        5.599245
BA2065       y        5.848649
BA2737       y        4.947374
BA2463       y        5.201166
BA2110       y        5.199059
BA2992       y        5.645379
BA2220       y        6.070982
BA2720       y        5.199782
BA2063       n        5.331376
BA2772       n        6.192998
BA2935       n        5.793212
BA2260       y        5.252127
BA2787       n        5.002052
BA2676       y        5.011476
BA2948       n        4.174870
BA3296       y        4.871328
BA2524       y        5.686097
BA2811       n        5.894006
BA2540       y        5.796403
BA2928       y        4.945953
BA2302       y        5.371962
BA2792       n        5.838009
BA2651       y        5.591016
BA2595       n        4.709121
BA2619       n        5.060692
BA3013       n        5.884062
BA2405       n        5.245756
BA2856       n        6.518138
BA2377       y        5.466636
BA2499       y        5.051154
BA3023       n        5.143336
BA2095       y        5.845504
BA2275       n        5.824677
BA2901       y        5.916772
BA2221       n        4.773460
BA2387       y        6.052379
BA2657       n        5.179124
BA2962       y        6.542043
BA2195       y        5.373121
BA2688       n        5.021661
BA2420       n        5.655997
BA2727       y        4.291530
BA2756       n        5.659768
BA2122       y        4.811974
