#Boxplots d'expressions du gène TP53 en fonction de la feature manuscript_inhibitor
#Résultat du test statistique Mann-Whitney : U = 22741.000, p-value = 0.03855
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409     yes        0.924395
BA2496     yes        0.817016
BA3037     yes        0.110256
BA2865     yes        1.378777
BA2751     yes        1.277687
BA2055     yes        1.410045
BA2286     yes        1.388647
BA2488     yes        0.821818
BA3379     yes        1.095070
BA2887     yes        1.229892
BA2712      no        0.530862
BA2068     yes        0.466843
BA2104      no        0.767203
BA3124      no        0.513556
BA2449     yes        0.415255
BA2235     yes        1.488575
BA3038     yes        0.819647
BA3006     yes        1.511754
BA2667     yes        1.024203
BA2239     yes        1.039001
BA2782      no        0.557798
BA2649     yes        1.659243
BA2861     yes        1.379496
BA2134      no        0.866552
BA2909     yes        0.604154
BA2653      no        0.946772
BA2947     yes        1.705729
BA2162      no        0.506998
BA2564      no        0.723026
BA3043      no        0.508664
BA2597     yes        0.290612
BA3243     yes        0.786763
BA2446     yes        1.588458
BA2525     yes        0.277348
BA2876      no        0.272009
BA2357     yes        0.356625
BA2546     yes        0.821463
BA2742     yes        1.189252
BA2316      no        1.278619
BA2087     yes        0.870409
BA2148     yes        0.068926
BA3178      no        1.541276
BA2072     yes        1.209184
BA2733      no        0.219820
BA2995     yes        0.367250
BA2069     yes        2.228146
BA2681      no        0.895551
BA2832     yes        0.861266
BA2600      no        0.256159
BA3230     yes        0.854638
BA2731     yes        0.303392
BA2294     yes        1.535291
BA2816      no        0.697793
BA2814     yes        0.963938
BA2631     yes        1.348781
BA2023      no        1.037062
BA2375      no        0.935787
BA2485      no        1.556033
BA2455      no        0.492912
BA2636     yes        0.342539
BA2325      no        0.826410
BA2156     yes        1.605749
BA2511     yes        0.202989
BA2505      no        0.649239
BA2871      no        0.122092
BA2227      no        0.699361
BA2812     yes        0.737606
BA2125      no        1.353582
BA2603     yes        1.241553
BA2808      no        0.004798
BA2482      no        0.795819
BA2594     yes        0.787961
BA2747     yes        1.412105
BA2561      no        1.208663
BA2567      no        0.216861
BA2906      no        1.245342
BA2956     yes        0.129844
BA2474     yes        1.234912
BA2737     yes        0.306478
BA2006     yes        0.908865
BA2110     yes        0.377436
BA2915      no        0.417164
BA2992     yes        0.474434
BA2220     yes        2.260026
BA2063      no        0.244238
BA2772      no        0.452162
BA2935      no        0.393603
BA2260     yes        0.670160
BA2948      no        0.124391
BA3296     yes        0.341154
BA2524     yes        0.242949
BA2811      no        1.323942
BA2540     yes        0.347785
BA2928      no        1.962040
BA2302     yes        0.096331
BA2651     yes        0.264654
BA2619      no        0.930991
BA3013      no        1.712808
BA2405      no        0.204557
BA2856      no        0.183839
BA2377     yes        0.846351
BA2499     yes        0.442940
BA2350     yes        0.114714
BA3023      no        0.511780
BA2095     yes        1.683411
BA2275      no        0.766026
BA2901     yes        0.665689
BA2387     yes        1.955756
BA2962     yes        1.601454
BA2195     yes        0.487131
BA2688      no        0.565719
BA2420      no        1.630009
BA2053     yes        0.335283
BA2081      no        1.563784
BA2354     yes        1.164769
BA3273     yes        0.011669
BA2893     yes        1.099684
BA2044      no        1.902981
BA2489     yes        0.264869
BA2908      no        1.254052
BA2054      no        0.374041
BA2872     yes        0.536737
BA2041      no        0.580931
BA2464      no        1.224444
BA2902      no        0.323868
BA2541     yes        1.559192
BA2843     yes        0.255624
BA2497     yes        1.092527
BA2718     yes        1.755714
BA2575     yes        0.911198
BA2593     yes        3.094352
BA2791     yes        0.541902
BA2620     yes        1.350737
BA2629     yes        1.967340
BA2870      no        2.721485
BA2682      no        0.676958
BA2276      no        0.811795
BA2709     yes        0.777906
BA2789     yes        1.703697
BA2538      no        0.205591
BA2583     yes        0.708932
BA2806     yes        0.547903
BA2441     yes        1.881934
BA2514     yes        0.235062
BA2520     yes        0.537103
BA2479      no        0.258982
BA2281      no        1.214629
BA2932     yes        1.651543
BA2123      no        0.904074
BA2844     yes        0.732441
BA2660     yes        1.214576
BA2836     yes        0.202363
BA2714     yes        1.008245
BA2440     yes        0.043918
BA2036     yes        0.997633
BA2828      no        0.574792
BA2952     yes        1.633883
BA2410      no        0.225639
BA2139     yes        0.662380
BA2051      no        0.081981
BA2532     yes        0.266922
BA2494      no        0.212407
BA2748     yes        1.686845
BA2622      no        0.875970
BA2970     yes        0.350533
BA2839     yes        0.183898
BA2868     yes        1.562600
BA3011     yes        0.370206
BA2052     yes        0.482873
BA2510      no        0.698917
BA2691      no        0.620728
BA2374      no        0.889616
BA2804     yes        0.547740
BA2675     yes        1.191624
BA2031     yes        1.292623
BA2198      no        1.263923
BA2066     yes        1.697506
BA2344     yes        1.499645
BA2459      no        0.255819
BA2229     yes        0.257394
BA2559     yes        0.308553
BA2093     yes        0.373947
BA2000     yes        1.110949
BA2425     yes        0.502347
BA2905      no        0.285272
BA2304     yes        0.623753
BA2976     yes        0.945308
BA2386     yes        0.284184
BA2035     yes        0.915907
BA2760      no        0.319081
BA2201     yes        0.961737
BA2355      no        0.109109
BA2113     yes        1.317575
BA2955     yes        0.723856
BA2322     yes        0.737490
BA2020      no        1.958746
