	NRAS	RAD21
BA3399	3.928691386373547	8.31017472359782
BA3400	20.57405701514241	18.701201180693865
BA3403	8.646476315345657	17.029774756486663
BA3405	5.47809386344928	8.585712970021705
BA3406	6.043252528284121	8.951887951330136
BA3407	15.4835474476744	13.284030838985226
BA3408	4.912950895430019	11.493742382432076
BA3410	8.840417219687092	13.55699891601388
BA3411	6.705633535854831	15.326829590272888
BA3412	12.142190977600986	12.11450595958844
BA3413	6.008969504223689	8.133335175416214
BA3415	12.115116393939685	33.37302607094277
BA3416	7.867724644372972	7.477042731879358
BA3417	8.509996078078553	11.13439037268027
BA3418	12.343830242329132	14.020175021182078
BA3421	3.168433023436222	4.9927405123982815
BA3422	18.173598552618824	12.324814882269038
BA3423	13.745762736552717	12.741305690841056
BA3427	8.073314731993818	14.515533344953267
BA3430	5.917204912877103	5.528116711370857
BA3431	7.363139704033914	8.198798717831432
BA3433	12.089748631817251	11.35149793038407
BA3434	7.222638519015791	13.904412976654964
BA3435	6.94535406077345	16.456359216436212
BA3436	4.615333195782467	7.797618267259763
BA3438	6.824296625978215	18.315792162585456
BA3445	12.074907605420004	12.697141655262
BA3446	9.72879525399942	10.679565414453585
BA3447	1.558376402101474	3.879630029418274
BA3448	4.596813366256176	10.14220315510333
BA3449	8.485986858644898	19.58586180915845
BA3450	14.954090632256172	14.25697414572637
BA3451	7.710340309671539	10.80012308548918
BA3452	7.508107568643977	13.73361910891137
BA3453	11.655016680272896	8.072918830961996
BA3454	12.993324189060337	18.69279832715517
