	NF1	SF3B1
BA2000	142.75490360837196	5.868488939678021
BA2003	153.6363602362335	2.198908352987511
BA2004	186.3131826561012	4.138880806726062
BA2006	0.0	2.325123064804804
BA2011	72.85716052294515	0.1380198320917367
BA2019	204.9947885795207	2.591253168618399
BA2020	274.7370236131756	3.566717303735739
BA2022	126.77737922849806	1.6333312272570373
BA2023	57.57670274404444	0.695618182813505
BA2024	129.19307576825068	2.2570122608614995
BA2025	135.04261049402936	1.0662814523867092
BA2031	47.7445319683995	4.244904914836965
BA2032	215.03490271417868	0.544077751470832
BA2033	92.53923653042108	0.5207126749297848
BA2034	153.47329527828623	3.739892901838597
BA2035	124.98326638084282	6.2327003775731
BA2036	238.32690231687388	9.325854998547795
BA2037	298.2964495900539	5.232376171077262
BA2041	135.22863046072317	0.8686250591145965
BA2044	82.04710015020497	2.7103441419906
BA2046	144.0633694963439	0.0966780257929719
BA2047	123.2929360773152	2.5434799755482262
BA2050	95.22651628154628	1.5773960837625316
BA2051	90.68870047977845	1.9603346228298677
BA2052	110.66973675190388	2.2125302187734275
BA2053	129.04169527931813	0.5596398153343644
BA2054	115.25580563960666	2.902457441292173
BA2055	1.861283467889972	1.3580618091575545
BA2063	56.62966505689601	1.0228629180029227
BA2065	201.62135608839577	3.3052441831997457
BA2066	124.09319568255268	1.1212745563173925
BA2068	78.65829945488635	1.42080896899582
BA2069	57.54297490294547	1.6861525559554815
BA2072	86.57166007727321	0.7505739552112843
BA2079	61.12137145648837	0.6569010874044472
BA2080	157.83351245834615	0.7577356790613439
BA2081	109.72745843655122	1.987437057210764
BA2082	81.44008518006407	0.0575538570088242
BA2087	39.44265347415752	1.0741895787999471
BA2088	122.118312008315	1.1964608794427185
BA2089	166.7588903652543	2.2429851844755566
BA2093	120.06260334565768	2.504220728960906
BA2094	80.35342502132465	4.874152863123288
BA2095	125.72932620776494	2.000770656654821
BA2096	38.14635019971428	1.4035218689792446
BA2097	274.9535971649002	5.529201492957189
BA2098	26.433437712180453	3.7885589952267344
BA2100	66.13538217435533	0.3885650929638804
BA2101	72.0511876030681	1.4843159585840475
BA2104	88.2053799306977	1.4249106856380802
BA2106	153.3726439647684	2.635120076761539
BA2109	115.04825583911432	0.1013629278870352
BA2110	74.36471936282452	1.195629336654395
BA2113	223.4154468177113	1.3489537058579335
BA2116	171.4319149038356	0.7321046849173004
BA2121	72.40096351612218	0.9023855229683968
BA2122	54.47294224439686	0.6417203906201293
BA2123	190.53116384213277	3.840240130713588
BA2124	184.66017011723795	5.547385135207057
BA2125	25.534304216960667	3.133815191424848
BA2132	170.7127216635003	2.629895091549692
BA2133	80.18133477228218	1.889343444020188
BA2134	49.273239517076505	1.3858377241602684
BA2135	15.131785600875178	1.0282469461893704
BA2139	41.481996912376765	2.3384103077608533
BA2143	96.97194172507986	0.7740416288409281
BA2148	89.68429975044664	0.0754874236072144
BA2153	146.4827052853341	5.116721417047205
BA2155	71.92339924235235	0.0402624383953675
BA2156	168.64129625232474	2.5846917601475625
BA2162	147.29495642603302	5.054337551568456
BA2163	217.2043669052266	4.424902398189839
BA2168	130.512102414608	2.459866336385243
BA2169	178.1356567294738	2.2605231584757783
BA2171	234.8583259532597	3.878938050944237
BA2172	185.11095536230036	0.1033096950979363
BA2174	238.4854486070038	4.125021798269824
BA2175	31.956107621459708	1.6714606133319954
BA2184	330.1887594161088	10.628341810860665
BA2195	94.9760301511449	0.8517477544056531
BA2198	126.84489183593952	9.032062076788913
BA2200	253.9343726061422	5.909373552547744
BA2201	76.38543599082593	0.7405867057165145
BA2209	207.73969039082704	1.939924439760896
BA2211	193.69321339903547	3.478055240024269
BA2212	150.1149855232797	1.9117243822809795
BA2217	173.74162856094	1.8505187182282803
BA2218	85.42607037036069	0.084710669215247
BA2220	105.89447496974996	1.6409310910083468
BA2221	87.92724303286738	2.243354454921604
BA2224	99.58333873414824	2.0797450735301943
BA2226	286.37231184395824	3.1108793742900542
BA2227	327.7142740138492	4.466729377559415
BA2228	148.83302195542166	1.4107074971754248
BA2229	230.9272500432621	2.299403410170904
BA2233	198.79246681895413	3.843300609317525
BA2234	133.53026760274443	4.0845688398028654
BA2235	137.30408373585547	3.773219992974677
BA2236	236.6977944710083	3.873751378073389
BA2239	93.44595003721206	1.4644137048543158
BA2240	349.65596137257995	5.302351818144493
BA2242	288.5091193991156	5.217936721911253
BA2244	189.13614877568463	2.109603304943121
BA2245	206.20598869395417	3.715063303939503
BA2248	103.99306477060202	0.5876281095038024
BA2249	131.64751962240132	3.458310637890213
BA2251	168.5185793587882	12.00484402870346
BA2256	177.37594734399633	2.33433740710835
BA2260	91.46311349201132	1.5779240094218403
BA2261	95.638364990932	0.0481531079451538
BA2269	127.34637686870389	0.0224406991260923
BA2271	178.74582923309202	3.761306094239691
BA2272	155.30969220772613	2.964975913177955
BA2273	82.10327672445598	3.045841981931842
BA2275	179.28463600626125	2.7853284034421044
BA2276	77.65718078840119	3.42152463196887
BA2277	203.6065735095337	6.531068769093444
BA2280	384.3268511749896	4.484736603606028
BA2281	148.70915295462936	5.114091505593648
BA2282	67.04868900711168	2.121523772811391
BA2286	201.80223865128715	2.854157120894861
BA2288	132.16680416497255	1.2115094864671292
BA2292	106.58922238443596	3.7299817448043786
BA2294	154.65930575825166	3.163226501282653
BA2296	124.91800887503584	4.481140748242528
BA2300	127.68776719943128	2.823341050544311
BA2301	102.8235989089254	1.4422802647725668
BA2302	143.47247258145103	2.4450587800572063
BA2304	58.26545447919322	0.5735414547284834
BA2306	191.29686259218525	1.4378042824058233
BA2308	211.6825983608057	2.7371780782548
BA2309	67.00275595385449	5.374018728112393
BA2311	104.19731581066932	3.3142836831548874
BA2312	156.40969992181428	1.9396833890645215
BA2316	78.52938685382075	0.4984972271262627
BA2322	67.9089880251087	0.7196782721354701
BA2325	84.63892612993457	0.6144736710050318
BA2329	58.569892419639714	1.1931826614417729
BA2334	105.09829684011098	1.993478439709194
BA2339	75.60546526741308	0.4699942900241933
BA2344	141.96156499550946	2.2900026002819254
BA2347	66.77803076811274	0.8088991835723007
BA2348	55.136801578737725	0.883377560935554
BA2350	91.19479049601118	0.9795546142839112
BA2354	113.2548155663928	3.580583535197325
BA2355	120.526364356186	3.44088195176249
BA2357	114.73993656372434	0.7466248340609561
BA2360	169.86331229535077	2.6603320453574324
BA2361	101.58710933354486	2.122537525413574
BA2363	35.095611280938215	1.6522726311963882
BA2369	189.42521296233164	1.1059227199253063
BA2374	90.40492261621532	2.4096833890645217
BA2375	178.2945435585226	2.100786539663423
BA2376	49.77597347964191	2.343366612380079
BA2377	209.4103095988851	0.0567111603796107
BA2379	124.56604347639134	0.7103568696863393
BA2385	47.80464009196283	0.9035211314723832
BA2386	231.55889311260623	2.367782567770798
BA2387	153.3348976809124	4.035369110779613
BA2394	95.31685868127607	7.593742353118285
BA2399	148.13163782499456	3.685799556279377
BA2400	205.685906014256	10.516791943992056
BA2402	180.8329650691468	6.407256444061246
BA2405	79.99933475446306	0.2110564671748621
BA2406	34.71633495236259	1.4467520730025347
BA2409	129.54548333633426	1.3682634830700355
BA2410	225.8440833603437	4.5260095176401
BA2412	36.32016613028614	1.3753158354127988
BA2413	222.15236454691257	3.558757620270642
BA2414	198.15717400889827	2.306433272355962
BA2415	34.29848221862546	3.756315385305518
BA2417	114.89562170147244	1.1675117582923902
BA2418	135.68566336616163	1.5321366334104294
BA2420	92.4940177792892	3.2029681153734444
BA2421	91.31185986416747	1.154419886226261
BA2423	84.67758172475536	3.8067645573970417
BA2425	162.79491087118302	3.107183849055916
BA2426	55.81249060280109	0.1050925076905999
BA2427	49.06504183977397	0.1443236529855342
BA2429	151.06596918946528	4.061533740558772
BA2440	135.89464622431606	4.515118540922507
BA2441	303.9044042244336	7.48233802600586
BA2442	213.18153533200555	3.410966293655464
BA2446	68.07249241660844	1.5344025510134254
BA2449	171.94192740645337	2.356064100751041
BA2450	203.05409982012395	3.519331370196511
BA2452	193.1247259182125	2.951904546843851
BA2454	131.56553160502267	3.5800363507248094
BA2455	82.35449417281512	0.5393154871879091
BA2456	61.180971099669165	0.1207102191079664
BA2459	87.45011280306524	0.0323815313075464
BA2461	85.85159772017813	0.95278330527766
BA2463	41.31280183229365	1.416645689538503
BA2464	107.24054284277707	2.274301284478446
BA2469	251.0946035683642	0.041105135024581
BA2470	124.4127267962813	1.5174264355913207
BA2472	96.75468631074348	0.1222859747483732
BA2473	135.90179155823498	1.926382718921689
BA2474	90.10814805826662	4.932402265134477
BA2477	251.96199370434655	6.768566446326989
BA2479	58.5148987250125	2.963803300077096
BA2480	185.00097066910075	2.962812060442108
BA2481	45.24202580176599	0.1065127406211176
BA2482	179.89138144862451	4.55675387495229
BA2483	170.9383763555678	4.094619043491615
BA2485	174.4791578442435	6.688179817858615
BA2488	125.0322329857764	3.1325379968097127
BA2489	60.39576113585825	0.4959159455066064
BA2492	63.18416194926038	0.6517676062656149
BA2494	95.09040528581576	5.546111050285802
BA2496	45.25937170899411	0.936298316203406
BA2497	42.28054193054178	0.5076979597670999
BA2499	101.23626725514532	1.6321394161682796
BA2500	199.5066088787393	2.640884225108383
BA2501	120.03527020920772	3.3400008819669686
BA2502	129.68288700469952	2.2903437922450776
BA2505	175.77268062103064	3.3599098264806018
BA2507	148.35611675642977	1.126609034687153
BA2510	37.039426921791566	1.117650744121614
BA2511	43.14309877006726	0.5547863739144583
BA2512	84.18061058654125	2.4011947991320226
BA2514	136.22047089526455	3.45310423481002
BA2515	63.079763869883294	2.492897976189933
BA2520	91.07509546057814	1.384062484318475
BA2521	188.9495712148245	3.6303167173797672
BA2523	231.1519510714657	3.255909992229567
BA2524	89.18268298048588	1.182336976769294
BA2525	33.4185441002891	0.927868361868006
BA2526	193.6457426221941	1.5745202936037626
BA2528	156.4198357593167	2.664848081189622
BA2532	136.4370444751564	1.586789054789917
BA2534	252.0719388356896	4.342877348807292
BA2538	163.56922986240653	5.459500768679832
BA2539	89.42632790129001	3.452706536135555
BA2540	102.9294284547094	1.6834681450257822
BA2541	65.6930492624528	2.4779100728231005
BA2545	93.36255824417232	2.715710302742765
BA2546	68.15655886655676	1.1761256635660966
BA2552	371.11845971912896	4.987072698408354
BA2559	139.1365522105781	0.7191279551595828
BA2561	39.73792927932083	1.0089444147921067
BA2563	174.09947387656885	2.168817586421358
BA2564	85.07499451835139	1.1562404789384766
BA2567	30.7649353050662	2.944546980707733
BA2570	289.1494765836638	0.8088462579510084
BA2575	49.55685552128676	0.5436999654816376
BA2577	118.70210933626588	4.324663598029868
BA2579	141.5662109630884	3.419698922327602
BA2583	175.38868962690978	4.572907145605144
BA2584	57.36722309793788	3.803381818707128
BA2587	156.35443522543525	3.168909295779788
BA2588	190.10730529365503	2.217265202905625
BA2589	160.10103382389008	1.3964120671328928
BA2592	206.67516523469448	5.069278178464495
BA2593	0.131948509740975	0.0398129393678121
BA2594	115.70215184308827	1.55384779379004
BA2595	39.45864383623836	1.1049828092472718
BA2597	97.936434541528	1.0624154034010471
BA2600	183.1853616101156	1.0177168916442754
BA2603	132.7224555535752	3.448005834667688
BA2618	125.13469547601136	6.639709954517876
BA2619	65.80756208405029	1.608222981017942
BA2620	136.00222939519455	7.257136306474398
BA2621	163.23017498489295	2.302562167266556
BA2622	121.40379419765218	5.740018604941144
BA2623	201.24225278348143	3.1361912788673103
BA2629	40.404138271266014	8.522674344341194
BA2631	109.59519540707544	3.2329857166970037
BA2634	178.5576422875698	1.1973282787502224
BA2636	119.06478603350848	0.6665113492421927
BA2639	180.8138917906739	1.362958086800756
BA2644	91.2566416483229	1.159654428614658
BA2645	76.16513839589086	1.6553232028782536
BA2646	159.00708462304976	2.292427173098183
BA2649	103.47973972281912	2.054793558903989
BA2651	69.82136680760968	0.9328784512660028
BA2653	97.22040551437576	0.8253166337449686
BA2655	274.1036597231043	7.299985941750644
BA2656	91.65100885209748	1.3059148202384048
BA2657	109.05733959704034	3.998831667480205
BA2658	130.20636621989172	1.8268710853211807
BA2659	84.44632986861905	2.2619259953681525
BA2660	89.78421103698174	5.050824973655039
BA2662	62.0646160314211	1.2953582838747546
BA2663	135.66967309315947	0.7875701277787662
BA2667	131.0534229598689	3.8148880510202687
BA2670	162.34339961552118	0.0964147890654343
BA2674	147.0979160005437	3.0719907515118887
BA2675	171.949167646683	5.470604185389457
BA2676	91.48180314484172	2.955025113249121
BA2677	161.03891322846772	2.3230404214585607
BA2681	70.04019857231029	3.0673529206032044
BA2682	109.11172435395687	3.793461043671051
BA2685	163.1492191604278	1.388581302908514
BA2688	25.648700935483525	0.6458573099095072
BA2691	110.47005559851227	7.970834409180971
BA2694	78.54970935159275	6.238474858619174
BA2695	60.81625844565557	0.5278184851152868
BA2697	87.08814851074648	1.3509235182574766
BA2701	152.1665461230095	1.360539490071029
BA2704	201.20381554401783	5.085740183175416
BA2705	341.2926798773445	3.501425882081017
BA2707	86.74408613423792	2.5197496582377994
BA2709	89.34929908737492	1.3205904920919496
BA2712	121.8668429618196	1.4752564014835297
BA2714	192.9030108214692	7.656167967567946
BA2715	155.77432060481345	0.4659300873907615
BA2718	139.00641014037672	5.882814926834757
BA2720	43.36677119694078	1.0380797982424526
BA2721	265.52723888228604	5.548940628416671
BA2722	167.37349745602896	3.9711216110799374
BA2723	160.4939192604911	1.877678906239308
BA2724	109.31239860907291	0.9589716341175236
BA2726	67.6526031910199	1.6021027613169287
BA2727	94.5353950808028	3.2411675798066057
BA2728	183.55938591740525	3.304925770314513
BA2731	107.27800255164831	1.0221442669866077
BA2733	56.24385956314274	1.1356592170870456
BA2735	147.8262491538163	1.176214772642601
BA2737	78.27415765988898	1.817379873817898
BA2742	129.95283163495762	1.265688443647633
BA2744	33.77381747949175	0.6826428444347123
BA2746	83.86915751314284	2.246847036514953
BA2747	62.27748732776638	2.6896423547909816
BA2748	199.25488871332868	8.612325169056342
BA2751	119.3254783695873	2.820195249239303
BA2756	85.26857123717195	0.9703809793178744
BA2758	57.32248577768649	1.8323795468818664
BA2760	145.6582421432596	0.5152849513625629
BA2762	191.9918527694903	2.552687809543795
BA2764	112.03677400504952	1.509975563432433
BA2765	151.23552413719125	2.39289134623134
BA2769	139.97004102912095	1.654345839016698
BA2772	119.91695093878694	1.1316888526978304
BA2775	142.37797575702365	5.604863226691362
BA2776	210.7570629268887	2.6182270335041005
BA2778	104.64943656261444	1.421190336075034
BA2782	95.5382653865288	1.5311907466458643
BA2786	100.28994245785098	0.7852042741944069
BA2787	41.04953227327876	1.800247437353734
BA2789	180.57875038543253	14.008737175363926
BA2791	88.89145755618246	1.7045683684067263
BA2792	43.79211018690363	3.018878411729552
BA2798	216.74514018367236	4.100505762437636
BA2801	95.49222064689803	1.3764703757939605
BA2802	181.44247096762143	2.5253315131359857
BA2804	159.40234247738303	0.7555484542008238
BA2806	220.58941345398543	7.745564664145458
BA2808	48.49155366434125	2.78559806484282
BA2809	192.4826987219994	2.7334907416277763
BA2811	103.90778382500056	2.552131987877516
BA2812	63.29461370691892	2.0941482784156835
BA2813	135.21858205685575	2.8097613443001364
BA2814	42.45775692519901	2.054095618905114
BA2816	108.00098695013564	2.1198042413487403
BA2817	166.47145168901284	1.3376205975782405
BA2820	138.81448881402198	4.070998956845965
BA2821	351.9780878770896	5.066381821748393
BA2822	26.705595800531245	2.884351488167197
BA2824	205.53801514045847	1.0998169310286623
BA2828	102.89567819352284	3.6181223683550248
BA2829	242.33983194955127	4.534557564311359
BA2830	98.5229049066421	0.6709554667506056
BA2832	133.52973932243407	3.952292095295011
BA2836	152.18203301703952	2.445039848180031
BA2837	284.90182762062886	1.995631670825597
BA2839	94.94255129550952	0.9436462415281752
BA2840	30.61186595745973	1.1492535974368214
BA2841	55.33534050785352	1.9139072277193088
BA2842	90.91663503687948	0.6612899451203657
BA2843	89.31518458610059	1.6562102715697948
BA2844	166.41325673111845	3.821757250756895
BA2846	184.4292886686244	3.3001621146526645
BA2850	120.0296485527902	1.828463643952976
BA2851	192.33548881236496	1.6131893978446552
BA2852	63.33031704535766	0.921993389809632
BA2855	71.99266493479804	0.0503785843213644
BA2856	182.44398582682192	0.5300314770969905
BA2858	83.47971274712972	0.7114815296348503
BA2860	62.6038407485975	1.2262364264523182
BA2861	110.33834810966074	2.402131189545346
BA2865	31.00540326828447	2.129704837588824
BA2866	197.19219437101748	3.013038703143604
BA2867	157.50388934653276	0.7455546963980773
BA2868	122.76092055850206	7.515001741124448
BA2870	110.29051242164029	10.322297744445509
BA2871	97.75384815513968	3.4221688480142816
BA2872	185.24782943911865	1.6477955843867516
BA2876	39.54924914309381	0.0957137393726782
BA2879	99.75597906454227	0.9531210378014084
BA2880	101.5909856776464	2.6670752758807885
BA2882	112.198336489372	2.331904014622404
BA2883	203.20276533728472	1.041376210613712
BA2885	187.98064074137977	0.8719233342609193
BA2887	392.3699241261624	2.4644347656172783
BA2889	0.1338236807905606	0.0001248439450686
BA2893	186.1761368733409	3.066329078603025
BA2901	41.17385408187821	0.0317730501306983
BA2902	145.85444383485867	3.0100672119655543
BA2903	133.66038215570987	0.04812813915614
BA2904	241.73197871780164	4.618916602419935
BA2905	109.43006937813156	0.9351763781874364
BA2906	152.91529910720683	4.94215177891217
BA2908	173.5960498164805	4.5110256667594255
BA2909	77.32406557089642	2.4489723716243854
BA2910	271.8085988903684	1.594387139400962
BA2911	269.4633451313588	9.404135429069326
BA2914	166.5248167599512	3.2489443539667984
BA2915	6.823141893971271	0.1575190649325371
BA2921	101.46207330874968	1.641957001069005
BA2922	171.04246058528	2.7456192472563985
BA2923	48.75808345329777	0.7224224439304705
BA2926	161.0086066472505	6.687000187037824
BA2928	62.06281378530893	1.9118917963386208
BA2930	117.55326188747804	5.58017983762684
BA2932	231.47952642480772	7.813152127137059
BA2934	73.61106151530505	1.066804732513104
BA2935	121.30769117899668	1.673007552982645
BA2937	92.81814116327772	1.0652045403051302
BA2939	176.43003976228755	2.5373235723920007
BA2944	156.2191679164993	3.672323777677416
BA2947	28.704400954899704	2.2556267591819603
BA2948	86.39156252488048	1.6022588162482645
BA2950	284.7990532041516	3.3056537960314523
BA2951	123.15440535801449	3.714504555055268
BA2952	106.08321567639236	7.945331247025262
BA2953	72.6736446430472	1.0622547637621065
BA2955	39.289600749030285	1.5735880773272142
BA2956	35.637509346040545	0.6742777678936652
BA2962	197.011970114943	4.514064286268231
BA2970	109.85782570547326	2.1501201984121554
BA2972	127.08058682876558	1.6972456171563868
BA2976	114.81212472094064	1.1234965124288914
BA2978	81.53187295323688	0.6784917224358712
BA2981	51.709594321698575	0.464518225543284
BA2984	218.1342249651564	1.3895178377819446
BA2986	138.6981976983092	7.139863348341978
BA2989	89.55920784850588	0.7722661228884115
BA2992	174.1559179385256	1.9699573082368111
BA2993	116.75603556885608	3.8777916763607
BA2994	205.2736444741335	1.7558718623644929
BA2995	78.43786635139111	1.3120625253755585
BA2999	139.17052067665466	1.5218285152086082
BA3001	225.6917911104391	3.283498109093232
BA3002	248.3132071115166	4.609381041663816
BA3004	146.41442949193342	2.9380858579637814
BA3006	131.7007986752833	1.748787766814016
BA3008	0.1640866873065015	0.0077259165993786
