	ABL1	SMC3
BA2667	0.0136445565969718	1.961769294656601
BA2670	0.0059354722422494	1.449040070768578
BA2674	0.0104379956741167	2.2282036616934167
BA2675	0.0151568132660418	2.238770374915165
BA2676	0.0147981254506128	2.469769915571527
BA2677	0.0095962509012256	1.4684360170002726
BA2681	0.0056380677721701	1.9213783263159363
BA2682	0.012732516222062	1.2384111465397087
BA2685	0.0221935832732516	2.185240480933538
BA2688	0.0081380677721701	1.717711850270211
BA2691	0.0082858687815428	1.903172405724154
BA2694	0.0088482335976928	1.010411839810889
BA2695	0.0070007209805335	1.252378696111417
BA2697	0.0056218457101658	0.6414407459500427
BA2701	0.009388968997837	0.6534176005982214
BA2704	0.0232498197548666	2.72986347683934
BA2705	0.0289185291997116	1.4324285701292137
BA2707	0.0052000720980533	2.274505116400449
BA2709	0.008352559480894	1.1334603301813235
BA2712	0.0131182408074981	1.8862456359240785
BA2714	0.0148071377072819	2.445589991840869
BA2715	0.0302505407354001	1.0166563454066384
BA2718	0.0331092285508291	2.638556813964263
BA2720	0.0045331651045421	1.7444464943542386
BA2721	0.0158417447728911	2.489860708758284
BA2722	0.0155623648161499	3.669270338935066
BA2723	0.0153586878154289	1.9963785541153152
BA2724	0.008516582552271	1.1131118923324506
BA2726	0.008866258111031	0.6610990651013596
BA2727	0.0105082912761355	1.9571604530741515
BA2728	0.0145583994232155	2.3174474184455933
BA2731	0.0071449170872386	0.4886622102106901
BA2733	0.006016582552271	0.8571549684450858
BA2735	0.0094772891131939	1.9150225065240427
BA2737	0.0095133381398702	1.0127405214897178
BA2742	0.0109138428262436	2.2853051378847904
BA2744	0.0048918529199711	0.4934983056163895
BA2746	0.0107534246575342	1.6507859019838425
BA2747	0.0102829848594087	1.5662178339482091
BA2748	0.0250684931506849	3.1470675241881136
BA2751	0.0057804614275414	1.897342285182304
BA2756	0.015416366258111	1.7659795285214548
BA2758	0.0097909156452775	1.320732864777889
BA2760	0.0199783705839942	2.369398913885194
BA2762	0.0134895457822638	1.373944013297426
BA2764	0.0110994953136265	2.391824458733437
BA2765	0.0068673395818312	2.292331627840077
BA2769	0.0132498197548666	1.4451152768124649
BA2772	0.0075180245133381	1.4365497716155733
BA2775	0.0131074260994953	2.1340481554310826
BA2776	0.0300306416726748	3.913936481917156
BA2778	0.0114708002883922	0.8727302776771976
BA2782	0.0080569574621485	2.058533666180397
BA2786	0.0120547945205479	3.598020037247831
BA2787	0.0031254506128334	0.9870638680113424
BA2789	0.026472602739726	2.9627392327193083
BA2791	0.0192880317231434	1.091608135996833
BA2792	0.0083723864455659	2.0114081008043185
BA2798	0.019176279740447	2.245402683085467
BA2801	0.005706560922855	1.0003380448963608
BA2802	0.0085291997116077	3.142282023761721
BA2804	0.0094412400865176	1.350429118648079
BA2806	0.0151315789473684	1.8987841393577665
BA2808	0.006452775775054	1.3925879410450726
BA2809	0.0128298485940879	2.0396770960068173
BA2811	0.0167159336697909	1.9854541491015016
BA2812	0.006986301369863	1.4836752791159304
BA2813	0.0101748377793799	1.2697233366666385
BA2814	0.012141312184571	1.6778742313916049
BA2816	0.0128983417447728	1.4645690340650532
BA2817	0.0133705839942321	2.155856842307289
BA2820	0.0195241528478731	1.963809701178593
BA2821	0.0274477289113193	4.709073109677686
BA2822	0.0146539293439077	3.3990147129241084
BA2824	0.0203262436914203	1.7731766519505727
BA2828	0.0093727469358327	1.4288933063117246
BA2829	0.0157137707281903	3.4905533316403328
BA2830	0.0076910598413842	1.6693666516378831
BA2832	0.0145367700072098	2.333649121279924
BA2836	0.0119899062725306	0.9130008411235546
BA2837	0.0134246575342465	1.5226528525726797
BA2839	0.0310886806056236	2.68097067929012
BA2840	0.0080533525594808	3.826697217466505
BA2841	0.0249585436193222	3.042348862025173
BA2842	0.0069790915645277	1.1331877310556495
BA2843	0.0125991348233597	2.330639474451339
BA2844	0.0165176640230713	1.691191354270358
BA2846	0.0267069214131218	1.6498740661542337
BA2850	0.0103568853640951	1.1078667395919584
BA2851	0.0235832732516222	3.9283928199153006
BA2852	0.0104434030281182	1.7189923239420148
BA2855	0.0142087238644556	1.7518119744358287
BA2856	0.0061751982696467	1.0310556134528122
BA2858	0.0095602018745493	1.858862647884184
BA2860	0.0067519826964671	1.2866107540497642
BA2861	0.0149585436193222	1.5653923260772808
BA2865	0.0138139870223503	1.4825497928426186
BA2866	0.0177505407354001	2.1087761242811203
BA2867	0.0181416726748377	2.564406691523208
BA2868	0.022945205479452	1.8139575847969385
BA2870	0.0288085796683489	4.144486783527438
BA2871	0.0117988464311463	1.9577068793707824
BA2872	0.011559120403749	3.431246773499044
BA2876	0.0157948810382119	1.1864366044115169
BA2879	0.0138914924297043	1.597490421777857
BA2880	0.0088518385003604	2.033758440072417
BA2882	0.0111085075702956	1.4583580991807004
BA2883	0.0226189617880317	3.0304258465096865
BA2885	0.0144754866618601	2.011125342206529
BA2887	0.0185832732516222	4.484384653069131
BA2889	0.0001099495313626	0.0134486736846567
BA2893	0.0105371304974765	1.6521960230919024
BA2901	0.0094160057678442	1.142308263725769
BA2902	0.0132930785868781	1.0637810582003897
BA2903	0.0040879596250901	0.8860185008143611
BA2904	0.0122098053352559	3.153597697124957
BA2905	0.0205587599134823	2.5234536352635693
BA2906	0.0187761355443403	2.6223136108339715
BA2908	0.0214978370583994	2.51040367774048
BA2909	0.0079055515501081	1.401759231925183
BA2910	0.0172152126892573	2.078937321806729
BA2911	0.0161535688536409	2.3221023631328883
BA2914	0.0139798125450612	2.488417451879894
BA2915	0.0079091564527757	0.4759187027120872
BA2921	0.0102000720980533	1.157190567554932
BA2922	0.017528839221341	2.663000142739012
BA2923	0.0063229992790194	0.9824223604652554
BA2926	0.0152487382840663	2.614886358544016
BA2928	0.0180551550108147	2.7191853367422305
BA2930	0.0134913482335976	1.6732497662275505
BA2932	0.0167591925018024	2.286256432312152
BA2934	0.0065338860850757	1.1158614440746428
BA2935	0.0084967555875991	1.185924371985248
BA2937	0.0097638788752703	1.941791965555633
BA2939	0.0099242970439798	1.3140845244877857
BA2944	0.020232516222062	3.811660141357748
BA2947	0.0107516222062004	1.833973333182948
BA2948	0.0091474405191059	2.2904709849858254
BA2950	0.0101117519826964	2.744794360702621
BA2951	0.0080299206921413	1.434401322231764
BA2952	0.0254001441961067	2.627352832443081
BA2953	0.0064059120403749	1.1604594213148192
BA2955	0.0074098774333093	0.9499653184236658
BA2956	0.0048413842826243	0.9671815740041004
BA2962	0.0184571016582552	2.512446321665329
BA2970	0.0105118961788031	1.4730998329494598
BA2972	0.0217393655371304	2.4520515405745376
BA2976	0.0060994953136265	3.354975663806197
BA2978	0.0098107426099495	2.9116106677523312
BA2981	0.0137527036770007	2.4617080808416576
BA2984	0.0127253064167267	1.5209022074898508
BA2986	0.0124855803893294	2.2708914749685727
BA2989	0.018972602739726	2.713373440685068
BA2992	0.0137328767123287	2.644660148476124
BA2993	0.0062509012256669	0.9377433517976862
BA2994	0.0163446286950252	1.6212155172945737
BA2995	0.0128929343907714	1.5606008245538323
BA2999	0.0155875991348233	2.5098870238015323
BA3001	0.0230966113914924	2.281993910731264
BA3002	0.0170007209805335	2.7374955984540787
BA3004	0.0253803172314347	2.2633680472721376
BA3006	0.0083777937995674	1.5211942531525224
BA3008	0.0010868781542898	0.103812067217159
BA3009	0.0132912761355443	2.049719835705853
BA3010	0.0096232876712328	1.688048382951951
BA3011	0.0240374909877433	1.790937522376634
BA3013	0.0143240807498197	2.2629862973382657
BA3023	0.0165969718817591	2.412475131733521
BA3025	0.0182480173035328	1.833029786576266
BA3027	0.0054902667627974	1.101337127730326
BA3029	0.0092357606344628	1.296243830843438
BA3030	0.0145746214852198	3.4260265935763896
BA3037	0.0189149242970439	2.0644875823428137
BA3038	0.0169196106705118	3.5646268782499253
BA3040	0.0160490266762797	3.1312610485146157
BA3042	0.0222819033886085	2.303070395377264
BA3043	0.0070421773612112	1.2300972865802318
BA3049	0.0035255948089401	1.5901861587946786
BA3051	0.0110310021629416	1.2903483379249283
BA3053	0.0164708002883922	2.394997851963419
BA3064	0.0178640951694304	3.126134019056372
BA3067	0.0239329488103821	1.463725317815899
BA3068	0.0234066330209084	2.938401049928299
BA3070	0.0086355443403028	1.395087436556845
BA3071	0.0194971160778659	2.715189080680908
BA3072	0.021346431146359	2.696963478546547
BA3075	0.0129073540014419	1.485509549741952
BA3076	0.0033759913482335	0.5965150936555955
BA3077	0.0144196106705118	1.213355599914841
BA2040	0.0086806056236481	1.699390719552875
BA2160	0.0166672674837779	2.0467723483549656
BA2303	0.0109228550829127	1.915013161158261
BA2353	0.0162563085796683	2.82836944157816
BA2516	0.0162851478010093	2.723592125950606
BA2590	0.0327685652487382	2.349579346530013
BA2647	0.0120223503965392	2.2632514306339764
BA2891	0.009543979812545	0.9317979039882842
BA2924	0.0133219178082191	2.657518938780958
BA2971	0.0093204758471521	1.419046926521787
BA3036	0.0145259552992069	1.5564040806858055
BA3059	0.015571377072819	2.1589737694393287
BA3073	0.0136878154289834	2.709796733838403
BA3078	0.0171070656092285	4.825662736055855
BA3079	0.0097873107426099	1.4794760942486656
BA3083	0.0143294881038211	3.9370880356566538
BA3084	0.0100558759913482	1.9847911624236385
BA3085	0.0095872386445565	1.6576065007841294
BA3087	0.0460724585436193	7.632218323252254
BA3089	0.0248864455659697	2.5505929808950825
BA3094	0.0194214131218457	2.308400495065919
BA3095	0.0163680605623648	1.6810919557150472
BA3098	0.0141834895457822	2.527107677934047
BA3099	0.0234228550829127	4.539675732256785
BA3103	0.0260598413842826	2.342397876294825
BA3108	0.0228857245854361	3.6609660996939706
BA3109	0.0128082191780821	1.3732125605179897
BA3110	0.0175684931506849	1.834265467430096
BA3114	0.0120421773612112	1.6305883781323216
BA3116	0.0108183129055515	1.3931958307391594
BA3117	0.030697548666186	4.8609583969461445
BA3118	0.0119214131218457	1.6127746060083874
BA3119	0.0342880317231434	3.5443777626451016
BA3123	0.0154091564527757	1.6251267650441985
BA3124	0.0086968276856524	1.2781402734783711
BA3126	0.0155641672674837	1.322426383195762
BA3128	0.0190338860850757	1.8563991808411824
BA3130	0.0098792357606344	1.5873752395315608
BA3133	0.0151586157173756	4.822477058901634
BA3135	0.0262274693583273	1.8542644952010827
BA3136	0.015542537851478	2.918802911937821
BA3137	0.0138572458543619	2.2441881006904896
BA3138	0.0158543619322278	2.064447975453777
BA3139	0.0150522710886806	7.018036648099204
BA3141	0.0224477289113193	3.098628018310696
BA3142	0.0263806777217015	4.26123651121664
BA3145	0.0116618601297764	1.679383937782385
BA3146	0.0169232155731795	2.779189436718832
BA3149	0.0144826964671953	1.1033426406032123
BA3152	0.0138248017303532	3.401017511825231
BA3153	0.0316888968997837	3.037935966567881
BA3154	0.0201856524873828	3.953681304646607
BA3156	0.0050630857966834	2.225236711820468
BA3157	0.0243006488824801	2.793173757960405
BA3158	0.015192862292718	1.7084189412438604
BA3162	0.0246665465032444	2.192553626224385
BA3163	0.0108471521268925	1.508863612224231
BA3164	0.0192736121124729	3.179132929391029
BA3167	0.0217844268204758	1.6923943166433797
BA3169	0.0142862292718096	1.2159530212043357
BA3171	0.0217898341744772	3.256032272564925
BA3173	0.0176514059120403	2.368218301118955
BA3174	0.0074242970439798	1.638923341322501
BA3175	0.0070782263878875	1.2794823629933267
BA3176	0.0175648882480173	3.025383732817335
BA3177	0.0181578947368421	5.619477214674046
BA3178	0.018866258111031	1.790472714805178
BA3180	0.0314023071377072	3.6255219762412914
BA3181	0.0079632299927901	1.403127351930204
BA3182	0.0166888968997837	3.411605066915293
BA3183	0.0248089401586157	3.401721165963942
BA3185	0.0126496034607065	3.7119318453459313
BA3186	0.0253749098774333	3.33076346511432
BA3187	0.0107930785868781	2.0913608543221867
BA3189	0.0150558759913482	4.123805082204812
BA3190	0.0103731074260994	2.2437540838087324
BA3191	0.0097116077865897	1.8289237960235667
BA3192	0.016888968997837	3.280048265948535
BA3194	0.0324909877433309	3.362634380326273
BA3195	0.0149477289113193	1.686603816801222
BA3197	0.0242429704397981	2.000435744521692
BA3199	0.025270367700072	5.50820467891538
BA3200	0.0230785868781542	2.97311631597271
BA3202	0.0192880317231434	3.1548611581407333
BA3203	0.0158597692862292	1.5784142324246364
BA3206	0.0162743330930064	2.2143868101354047
BA3207	0.0133020908435472	2.989773521725034
BA3208	0.0090915645277577	1.648353603843284
BA3210	0.0217123287671232	2.170548028124703
BA3211	0.0179812545061283	3.226936348217313
BA3212	0.0332281903388608	3.944326072450384
BA3213	0.0166149963950973	3.4204124899410946
BA3214	0.009592645998558	1.6395427329745598
BA3216	0.0157137707281903	1.6626361740198696
BA3217	0.0261878154289834	1.8704216880556297
BA3219	0.0107354001441961	2.536438692536685
BA3221	0.0088698630136986	1.3603472579694131
BA3222	0.0215771449170872	4.094404842807489
BA3225	0.0116240086517664	2.020133678965513
BA3226	0.0166204037490987	2.54841883138287
BA3227	0.0285291997116077	3.0256618258733448
BA3228	0.0207173756308579	4.051622980685899
BA3229	0.0180821917808219	4.835695717069251
BA3230	0.0169899062725306	3.2406233234344426
BA3232	0.0152343186733958	3.171528682937593
BA3234	0.0154217736121124	2.606177231890363
BA3235	0.0098558038932948	1.3405461742565212
BA3237	0.013042537851478	2.338842683538227
BA3240	0.0435886806056236	5.596454440850695
BA3242	0.0128731074260994	2.2810728371009823
BA3243	0.0143330930064888	2.3524643011190043
BA3245	0.0212076423936553	3.084144514025548
BA3249	0.0218637346791636	1.7037455505201573
BA3250	0.0191041816870944	3.825074693608797
BA3251	0.0130353280461427	1.5528513176504983
BA3255	0.0108309300648882	2.54891590780002
BA3258	0.0105461427541456	2.675396411367838
BA3260	0.0103064167267483	2.612465785150116
BA3261	0.0220511896178803	2.559759150938683
BA3264	0.029127613554434	4.843354384731184
BA3266	0.0226856524873828	4.483577706809734
BA3268	0.0360526315789473	4.491459229203286
BA3269	0.0187328767123287	1.8526738605195363
BA3270	0.0144881038211968	3.7918006880762873
BA3271	0.02060021629416	3.4272821066043666
BA3273	0.0321178803172314	1.4997506090058026
BA3275	0.028923936553713	3.069195932784741
BA3277	0.0209318673395818	1.9236768319111592
BA3280	0.020474044700793	1.416878165978105
BA3283	0.0126387887527036	1.472742590882267
BA3285	0.0137274693583273	7.306848808920765
BA3286	0.0178496755587599	2.916799473474473
BA3289	0.00443763518385	0.4099406744474427
BA3290	0.012072819033886	3.373887332469032
BA3293	0.0246773612112472	3.885012333473765
BA3295	0.0183255227108868	4.345563655912975
BA3296	0.0086697909156452	4.104498327362804
BA3297	0.029592645998558	4.47412533561929
BA3299	0.0119646719538572	1.3924323630876283
BA3300	0.0211211247296323	3.0601792482296406
BA3302	0.0303640951694304	4.91671360444201
BA3305	0.0147007930785868	2.0502005939255
BA3306	0.0206741167988464	1.4685057437442068
BA3308	0.0207624369142033	2.3584069227104
BA3310	0.0220061283345349	2.071451432670026
BA3311	0.0114113193943763	3.029190468522476
BA3312	0.0251261715933669	6.189838185701536
BA3315	0.0143006488824801	5.06778280733947
BA3317	0.0217303532804614	2.918213541530847
