	ABL1	MSH6
BA2104	0.0069358327325162	0.0088547815820543
BA2106	0.0121449170872386	0.0139433293978748
BA2109	0.0096160778658976	0.0162857142857142
BA2110	0.005677721701514	0.0092207792207792
BA2113	0.0232191780821917	0.0466233766233766
BA2116	0.0132804614275414	0.0279716646989374
BA2121	0.0142231434751261	0.0388854781582054
BA2122	0.0042213410237923	0.0070177095631641
BA2123	0.0203028118240807	0.0416906729634002
BA2124	0.0179434030281182	0.0444061393152302
BA2125	0.0150955299206921	0.0466540731995277
BA2132	0.0178821196827685	0.0233789846517119
BA2133	0.0063211968276856	0.0076623376623376
BA2134	0.0074351117519826	0.0114073199527744
BA2135	0.0098558038932948	0.0305596221959858
BA2139	0.0064852198990627	0.0092821723730814
BA2143	0.0127180966113914	0.0279858323494687
BA2148	0.0149242970439798	0.0075513577331759
BA2153	0.0082390050468637	0.0263825265643447
BA2155	0.012382840663302	0.0152609208972845
BA2156	0.0208399423215573	0.0395914994096812
BA2162	0.0132804614275414	0.0232561983471074
BA2163	0.0161968276856524	0.0367863046044864
BA2168	0.0087941600576784	0.0038370720188902
BA2169	0.0112076423936553	0.0213152302243211
BA2171	0.0253118240807498	0.0656316410861865
BA2172	0.0166528478731074	0.0277048406139315
BA2174	0.0147224224945926	0.039582054309327
BA2175	0.019388968997837	0.0395135773317591
BA2184	0.046326604181687	0.0871995277449823
BA2195	0.0100342465753424	0.0234781582054309
BA2198	0.0141474405191059	0.0448500590318772
BA2200	0.0183453496755587	0.0592750885478158
BA2201	0.0077883922134102	0.0201959858323494
BA2209	0.0153947368421052	0.0358016528925619
BA2211	0.0313320115356885	0.0311310507674144
BA2212	0.0161824080749819	0.023482880755608
BA2217	0.0262707281903388	0.0361582054309327
BA2218	0.0069124008651766	0.0155655253837072
BA2220	0.0089419610670511	0.0378347107438016
BA2221	0.0084661139149242	0.0129563164108618
BA2224	0.0088914924297043	0.0180637544273907
BA2226	0.0220944484498918	0.0439952774498229
BA2227	0.0209408795962509	0.042939787485242
BA2228	0.0196377072819033	0.0423612750885478
BA2229	0.0153713049747656	0.0405785123966942
BA2233	0.0236860129776496	0.0199811097992916
BA2234	0.0152505407354001	0.060224321133412
BA2235	0.0130641672674837	0.0229822904368358
BA2236	0.018817591925018	0.0248288075560802
BA2239	0.0091726748377793	0.0151475796930342
BA2240	0.0207876712328767	0.0347131050767414
BA2242	0.0155587599134823	0.0239079102715466
BA2244	0.0166348233597692	0.0371688311688311
BA2245	0.0197404470079307	0.0383919716646989
BA2248	0.00905010814708	0.0091711924439197
BA2249	0.012557678442682	0.0311499409681227
BA2251	0.0230894015861571	0.024370720188902
BA2256	0.0136391492429704	0.0298181818181818
BA2260	0.0076297764960346	0.0127060212514757
BA2261	0.0063482335976928	0.0083329397874852
BA2269	0.006685291997116	0.0052255017709563
BA2271	0.0136319394376351	0.0266469893742621
BA2272	0.01	0.0198677685950413
BA2273	0.0184607065609228	0.0236576151121605
BA2275	0.0184697188175919	0.0564864226682408
BA2276	0.0092519826964671	0.0158040141676505
BA2277	0.0193421052631578	0.0351948051948051
BA2280	0.0273449891852919	0.0470153482880755
BA2281	0.0179271809661139	0.0390672963400236
BA2282	0.0063031723143475	0.0115371900826446
BA2286	0.0208507570295602	0.0315064935064935
BA2288	0.0124134823359769	0.0161062573789846
BA2292	0.0175486661860129	0.0533600944510035
BA2294	0.0140573179524152	0.0293412042502951
BA2296	0.0239365537130497	0.038642266824085
BA2300	0.0072584715212689	0.074595041322314
BA2301	0.0100739005046863	0.0145100354191263
BA2302	0.0157948810382119	0.0149799291617473
BA2304	0.0063734679163662	0.0117685950413223
BA2306	0.0136121124729632	0.0250578512396694
BA2308	0.0117321557317952	0.016642266824085
BA2309	0.0130984138428262	0.0295584415584415
BA2311	0.0107876712328767	0.0098583234946871
BA2312	0.009127613554434	0.0122786304604486
BA2316	0.0084282624369142	0.0190153482880755
BA2322	0.0178568853640951	0.032177095631641
BA2325	0.0081506849315068	0.0052561983471074
BA2329	0.0087815428983417	0.0185053128689492
BA2334	0.0099639509733237	0.0071617473435655
BA2339	0.0048882480173035	0.0057898465171192
BA2344	0.0139077144917087	0.0307390791027154
BA2347	0.0055064888248017	0.009409681227863
BA2348	0.0043727469358327	0.0057001180637544
BA2350	0.0045818312905551	0.0061038961038961
BA2354	0.0157534246575342	0.0392160566706021
BA2355	0.0216312184571016	0.0345383707201889
BA2357	0.0130569574621485	0.0150531286894923
BA2360	0.0196322999279019	0.0293175914994096
BA2361	0.0122873107426099	0.0198181818181818
BA2363	0.0046250901225666	0.0092231404958677
BA2369	0.0189221341023792	0.0268122786304604
BA2374	0.0208489545782263	0.0479858323494687
BA2375	0.0116131939437635	0.0382195985832349
BA2376	0.0086265320836337	0.0142479338842975
BA2377	0.0481254506128334	0.0247957497048406
BA2379	0.0132227829848594	0.0130861865407319
BA2385	0.0062310742609949	0.0146092089728453
BA2386	0.0189491708723864	0.0293081463990554
BA2387	0.0169881038211968	0.0264462809917355
BA2394	0.0097242249459264	0.024349468713105
BA2399	0.0148125450612833	0.0201345926800472
BA2400	0.0313842826243691	0.0468689492325856
BA2402	0.0125630857966834	0.0301818181818181
BA2405	0.0074134823359769	0.0113860684769775
BA2406	0.0122512617159336	0.0115584415584415
BA2409	0.0120385724585436	0.0163140495867768
BA2410	0.0260958904109589	0.0195749704840613
BA2412	0.0044754866618601	0.0080401416765053
BA2413	0.0136788031723143	0.0133884297520661
BA2414	0.0243258832011535	0.0444675324675324
BA2415	0.0047260273972602	0.0161322314049586
BA2417	0.0171773612112472	0.0090200708382526
BA2418	0.0077685652487382	0.0077827626918536
BA2420	0.0105136986301369	0.0254285714285714
BA2421	0.0181596971881759	0.0185501770956316
BA2423	0.0107894736842105	0.0069704840613931
BA2425	0.0087941600576784	0.0253530106257379
BA2426	0.0100558759913482	0.0190035419126328
BA2427	0.0086571737563085	0.0107296340023612
BA2429	0.0106452775775054	0.018323494687131
BA2440	0.01405010814708	0.0322266824085005
BA2441	0.0184354722422494	0.0532302243211334
BA2442	0.0116095890410958	0.0312514757969303
BA2446	0.0115392934390771	0.0311829988193624
BA2449	0.0213698630136986	0.0362408500590318
BA2450	0.0162040374909877	0.0191499409681227
BA2452	0.0252541456380677	0.0387839433293978
BA2454	0.0121611391492429	0.0432396694214876
BA2455	0.0087148521989906	0.0060401416765053
BA2456	0.0047837058399423	0.0086021251475796
BA2459	0.0067934390771449	0.0122951593860684
BA2461	0.0103262436914203	0.0181959858323494
BA2463	0.0140356885364095	0.0084273907910271
BA2464	0.0198936553713049	0.0263990554899645
BA2469	0.0165843547224224	0.008965761511216
BA2470	0.0112599134823359	0.0266847697756788
BA2472	0.0163428262436914	0.0165383707201889
BA2473	0.0219412400865176	0.0438229043683589
BA2474	0.0123521989906272	0.0188051948051948
BA2477	0.025086517664023	0.0810885478158205
BA2479	0.0077253064167267	0.0105123966942148
BA2480	0.023895097332372	0.0177733175914994
BA2481	0.0052072819033886	0.0115938606847697
BA2482	0.0118006488824801	0.0306162927981109
BA2483	0.0151604181687094	0.0251310507674144
BA2485	0.0216672674837779	0.0334262101534828
BA2488	0.0136697909156452	0.0310106257378984
BA2489	0.0131038211968276	0.0247343565525383
BA2492	0.007577505407354	0.015461629279811
BA2494	0.0152487382840663	0.0322668240850059
BA2496	0.0059769286229271	0.0140684769775678
BA2497	0.0092682047584715	0.0214899645808736
BA2499	0.0128262436914203	0.0252538370720188
BA2500	0.0246304974765681	0.049556080283353
BA2501	0.0150558759913482	0.0418323494687131
BA2502	0.0097837058399423	0.0249492325855962
BA2505	0.0148648161499639	0.0075206611570247
BA2507	0.0108904109589041	0.0148004722550177
BA2510	0.016472602739726	0.0211688311688311
BA2511	0.0059480894015861	0.0098299881936245
BA2512	0.0125036049026676	0.0273600944510035
BA2514	0.0112743330930064	0.025482880755608
BA2515	0.0118655371304974	0.0246894923258559
BA2520	0.0036265320836337	0.0190814639905549
BA2521	0.0162959625090122	0.0429563164108618
BA2523	0.0194394376351838	0.0398583234946871
BA2524	0.0125360490266762	0.0155182998819362
BA2525	0.0119700793078586	0.0115749704840613
BA2526	0.0263968997837058	0.0138158205430932
BA2528	0.0154992790194664	0.0339622195985832
BA2532	0.0165176640230713	0.02042266824085
BA2534	0.0232516222062004	0.0251050767414403
BA2538	0.012586517664023	0.0298252656434474
BA2539	0.0068961788031723	0.0230365997638724
BA2540	0.0125937274693583	0.0074262101534828
BA2541	0.0059012256669069	0.022642266824085
BA2545	0.0118186733958183	0.0351027154663518
BA2546	0.0096431146359048	0.0260283353010625
BA2552	0.0384967555875991	0.0411216056670602
BA2559	0.014059120403749	0.0215867768595041
BA2561	0.0080064888248017	0.0089752066115702
BA2563	0.0161067051189617	0.0418417945690672
BA2564	0.0097710886806056	0.0201086186540732
BA2567	0.0041636625811103	0.0083093270365997
BA2570	0.0145692141312184	0.0302384887839433
BA2575	0.0071935832732516	0.0147225501770956
BA2577	0.0213626532083633	0.0408453364817001
BA2579	0.0098648161499639	0.0176458087367178
BA2583	0.0164635904830569	0.0265761511216056
BA2584	0.0166005767844268	0.0179929161747343
BA2587	0.0186751982696467	0.0426871310507674
BA2588	0.0140032444124008	0.0277567886658795
BA2589	0.0179704397981254	0.0245076741440377
BA2592	0.0183543619322278	0.0648595041322314
BA2593	0.0048125450612833	0.0047390791027154
BA2594	0.0085021629416005	0.0216221959858323
BA2595	0.0101045421773612	0.0174852420306965
BA2597	0.0188248017303532	0.0124368358913813
BA2600	0.011598774333093	0.0126635182998819
BA2603	0.0146557317952415	0.0399976387249114
BA2618	0.0207354001441961	0.0360731995277449
BA2619	0.0106759192501802	0.0233081463990554
BA2620	0.0146971881759192	0.0197969303423848
BA2621	0.009030281182408	0.0125194805194805
BA2622	0.0153731074260994	0.0202030696576151
BA2623	0.0129217736121124	0.0530979929161747
BA2629	0.0102992069214131	0.0291971664698937
BA2631	0.0144736842105263	0.0238890200708382
BA2634	0.0064221341023792	0.0069350649350649
BA2636	0.008720259552992	0.0121440377804014
BA2639	0.0137959625090122	0.0458512396694214
BA2644	0.0111986301369863	0.0206115702479338
BA2645	0.0217844268204758	0.0185619834710743
BA2646	0.0225540735400144	0.0378583234946871
BA2649	0.0211121124729632	0.0454734356552538
BA2651	0.007761355443403	0.0095867768595041
BA2653	0.0130948089401586	0.0159173553719008
BA2655	0.0299783705839942	0.0929681227863046
BA2656	0.0079307858687815	0.0089090909090909
BA2657	0.0115537130497476	0.0237024793388429
BA2658	0.0126622206200432	0.0154994096812278
BA2659	0.0140519105984138	0.0221109799291617
BA2660	0.0080857966834895	0.0187792207792207
BA2662	0.0143330930064888	0.0389067296340023
BA2663	0.0116925018024513	0.0072514757969303
BA2667	0.0136445565969718	0.0261558441558441
BA2670	0.0059354722422494	0.0088051948051948
BA2674	0.0104379956741167	0.0273341204250295
BA2675	0.0151568132660418	0.028642266824085
BA2676	0.0147981254506128	0.032323494687131
BA2677	0.0095962509012256	0.022051948051948
BA2681	0.0056380677721701	0.0327012987012987
BA2682	0.012732516222062	0.0122786304604486
BA2685	0.0221935832732516	0.0389445100354191
BA2688	0.0081380677721701	0.0140897284533648
BA2691	0.0082858687815428	0.0152916174734356
BA2694	0.0088482335976928	0.014099173553719
BA2695	0.0070007209805335	0.0090554899645808
BA2697	0.0056218457101658	0.0075017709563164
BA2701	0.009388968997837	0.0048996458087367
BA2704	0.0232498197548666	0.0421794569067296
BA2705	0.0289185291997116	0.0117449822904368
BA2707	0.0052000720980533	0.0384391971664698
BA2709	0.008352559480894	0.0135466351829988
BA2712	0.0131182408074981	0.010621015348288
BA2714	0.0148071377072819	0.0375064935064935
BA2715	0.0302505407354001	0.0190602125147579
BA2718	0.0331092285508291	0.0348453364817001
BA2720	0.0045331651045421	0.0151570247933884
BA2721	0.0158417447728911	0.0258724911452184
BA2722	0.0155623648161499	0.0443376623376623
BA2723	0.0153586878154289	0.0214498229043683
BA2724	0.008516582552271	0.008521841794569
BA2726	0.008866258111031	0.0094214876033057
BA2727	0.0105082912761355	0.0177567886658795
BA2728	0.0145583994232155	0.0286776859504132
BA2731	0.0071449170872386	0.0068807556080283
BA2733	0.006016582552271	0.0096717827626918
BA2735	0.0094772891131939	0.0146847697756788
BA2737	0.0095133381398702	0.007362455726092
BA2742	0.0109138428262436	0.0282573789846517
BA2744	0.0048918529199711	0.0082148760330578
BA2746	0.0107534246575342	0.0111499409681227
BA2747	0.0102829848594087	0.0098134592680047
BA2748	0.0250684931506849	0.0461723730814639
BA2751	0.0057804614275414	0.0274002361275088
BA2756	0.015416366258111	0.0162904368358913
BA2758	0.0097909156452775	0.0114994096812278
BA2760	0.0199783705839942	0.022151121605667
BA2762	0.0134895457822638	0.0129539551357733
BA2764	0.0110994953136265	0.0164604486422668
BA2765	0.0068673395818312	0.017482880755608
BA2769	0.0132498197548666	0.0195702479338842
BA2772	0.0075180245133381	0.0176505312868949
BA2775	0.0131074260994953	0.033608028335301
BA2776	0.0300306416726748	0.0690153482880755
BA2778	0.0114708002883922	0.0100613931523022
BA2782	0.0080569574621485	0.0223943329397874
BA2786	0.0120547945205479	0.0213199527744982
BA2787	0.0031254506128334	0.0064580873671782
BA2789	0.026472602739726	0.0538465171192443
BA2791	0.0192880317231434	0.0116127508854781
BA2792	0.0083723864455659	0.0217142857142857
BA2798	0.019176279740447	0.0268382526564344
BA2801	0.005706560922855	0.0125761511216056
BA2802	0.0085291997116077	0.0390743801652892
BA2804	0.0094412400865176	0.0221723730814639
BA2806	0.0151315789473684	0.0176245572609209
BA2808	0.006452775775054	0.0085053128689492
BA2809	0.0128298485940879	0.0328075560802833
BA2811	0.0167159336697909	0.0303305785123966
BA2812	0.006986301369863	0.0136387249114521
BA2813	0.0101748377793799	0.0130342384887839
BA2814	0.012141312184571	0.0194167650531286
BA2816	0.0128983417447728	0.0213341204250295
BA2817	0.0133705839942321	0.0173742621015348
BA2820	0.0195241528478731	0.023926800472255
BA2821	0.0274477289113193	0.0576694214876033
BA2822	0.0146539293439077	0.033508854781582
BA2824	0.0203262436914203	0.0214427390791027
BA2828	0.0093727469358327	0.0166115702479338
BA2829	0.0157137707281903	0.0403116883116883
BA2830	0.0076910598413842	0.0259173553719008
BA2832	0.0145367700072098	0.0272680047225501
BA2836	0.0119899062725306	0.0141157024793388
BA2837	0.0134246575342465	0.0199976387249114
BA2839	0.0310886806056236	0.0207178276269185
BA2840	0.0080533525594808	0.0112656434474616
BA2841	0.0249585436193222	0.0385879574970484
BA2842	0.0069790915645277	0.0074191263282172
BA2843	0.0125991348233597	0.0323258559622196
BA2844	0.0165176640230713	0.0260023612750885
BA2846	0.0267069214131218	0.0314852420306965
BA2850	0.0103568853640951	0.0090460448642266
BA2851	0.0235832732516222	0.0400590318772137
BA2852	0.0104434030281182	0.0125383707201889
BA2855	0.0142087238644556	0.0163164108618654
BA2856	0.0061751982696467	0.0127768595041322
BA2858	0.0095602018745493	0.0193978748524203
BA2860	0.0067519826964671	0.022151121605667
BA2861	0.0149585436193222	0.0254309327036599
BA2865	0.0138139870223503	0.0225761511216056
BA2866	0.0177505407354001	0.0367579693034238
BA2867	0.0181416726748377	0.0401180637544273
BA2868	0.022945205479452	0.0253270365997638
BA2870	0.0288085796683489	0.0413860684769775
BA2871	0.0117988464311463	0.0228760330578512
BA2872	0.011559120403749	0.0401912632821723
BA2876	0.0157948810382119	0.0083518299881936
BA2879	0.0138914924297043	0.0156103896103896
BA2880	0.0088518385003604	0.0184651711924439
BA2882	0.0111085075702956	0.0131050767414403
BA2883	0.0226189617880317	0.0243636363636363
BA2885	0.0144754866618601	0.0326186540731995
BA2887	0.0185832732516222	0.0350153482880755
BA2889	0.0001099495313626	0.0002668240850059
BA2893	0.0105371304974765	0.0216410861865407
BA2901	0.0094160057678442	0.0069492325855962
BA2902	0.0132930785868781	0.0136387249114521
BA2903	0.0040879596250901	0.0056623376623376
BA2904	0.0122098053352559	0.0393152302243211
BA2905	0.0205587599134823	0.0337520661157024
BA2906	0.0187761355443403	0.0295371900826446
BA2908	0.0214978370583994	0.041064935064935
BA2909	0.0079055515501081	0.0136741440377804
BA2910	0.0172152126892573	0.0131074380165289
BA2911	0.0161535688536409	0.0388618654073199
BA2914	0.0139798125450612	0.0332184179456906
BA2915	0.0079091564527757	0.0050554899645808
BA2921	0.0102000720980533	0.0115159386068476
BA2922	0.017528839221341	0.0250106257378984
BA2923	0.0063229992790194	0.0083919716646989
BA2926	0.0152487382840663	0.0490791027154663
BA2928	0.0180551550108147	0.0342219598583235
BA2930	0.0134913482335976	0.0139126328217237
BA2932	0.0167591925018024	0.0420118063754427
BA2934	0.0065338860850757	0.010694214876033
BA2935	0.0084967555875991	0.009952774498229
BA2937	0.0097638788752703	0.0245100354191263
BA2939	0.0099242970439798	0.0122904368358913
BA2944	0.020232516222062	0.0631948051948051
BA2947	0.0107516222062004	0.0212325855962219
BA2948	0.0091474405191059	0.0142550177095631
BA2950	0.0101117519826964	0.021879574970484
BA2951	0.0080299206921413	0.0216033057851239
BA2952	0.0254001441961067	0.0375489964580873
BA2953	0.0064059120403749	0.023482880755608
BA2955	0.0074098774333093	0.0132868949232585
BA2956	0.0048413842826243	0.0122550177095631
BA2962	0.0184571016582552	0.0422290436835891
BA2970	0.0105118961788031	0.0205548996458087
BA2972	0.0217393655371304	0.0349822904368358
BA2976	0.0060994953136265	0.0288571428571428
BA2978	0.0098107426099495	0.0219881936245572
BA2981	0.0137527036770007	0.0453789846517119
BA2984	0.0127253064167267	0.0244391971664698
BA2986	0.0124855803893294	0.0281133412042502
BA2989	0.018972602739726	0.0291546635182998
BA2992	0.0137328767123287	0.0219409681227863
BA2993	0.0062509012256669	0.0060637544273907
BA2994	0.0163446286950252	0.0147768595041322
BA2995	0.0128929343907714	0.0168902007083825
BA2999	0.0155875991348233	0.0357048406139315
BA3001	0.0230966113914924	0.0447225501770956
BA3002	0.0170007209805335	0.028595041322314
BA3004	0.0253803172314347	0.0298181818181818
BA3006	0.0083777937995674	0.0169752066115702
BA3008	0.0010868781542898	0.0007697756788665
BA3009	0.0132912761355443	0.0661322314049586
BA3010	0.0096232876712328	0.0133293978748524
BA3011	0.0240374909877433	0.0153530106257378
BA3013	0.0143240807498197	0.03242266824085
BA3023	0.0165969718817591	0.0198181818181818
BA3025	0.0182480173035328	0.025310507674144
BA3027	0.0054902667627974	0.0130979929161747
BA3029	0.0092357606344628	0.0112042502951593
BA3030	0.0145746214852198	0.047237308146399
BA3037	0.0189149242970439	0.0137190082644628
BA3038	0.0169196106705118	0.049534828807556
BA3040	0.0160490266762797	0.0260590318772136
BA3042	0.0222819033886085	0.0297685950413223
BA3043	0.0070421773612112	0.0102739079102715
BA3049	0.0035255948089401	0.0063683589138134
BA3051	0.0110310021629416	0.0138040141676505
BA3053	0.0164708002883922	0.0324321133412042
BA3064	0.0178640951694304	0.0256670602125147
BA3067	0.0239329488103821	0.0277355371900826
BA3068	0.0234066330209084	0.042198347107438
BA3070	0.0086355443403028	0.0118323494687131
BA3071	0.0194971160778659	0.0387556080283353
BA3072	0.021346431146359	0.0286871310507674
BA3075	0.0129073540014419	0.0185501770956316
BA3076	0.0033759913482335	0.0036717827626918
BA3077	0.0144196106705118	0.0212987012987013
BA2040	0.0086806056236481	0.0199716646989374
BA2160	0.0166672674837779	0.031090909090909
BA2303	0.0109228550829127	0.0165525383707201
BA2353	0.0162563085796683	0.0513600944510035
BA2516	0.0162851478010093	0.0482148760330578
BA2590	0.0327685652487382	0.0389374262101534
BA2647	0.0120223503965392	0.0347532467532467
BA2891	0.009543979812545	0.0124368358913813
BA2924	0.0133219178082191	0.0171617473435655
BA2971	0.0093204758471521	0.0186375442739079
BA3036	0.0145259552992069	0.0144108618654073
BA3059	0.015571377072819	0.0139622195985832
BA3073	0.0136878154289834	0.0322432113341204
BA3078	0.0171070656092285	0.0528453364817001
BA3079	0.0097873107426099	0.0212703659976387
BA3083	0.0143294881038211	0.0464628099173553
BA3084	0.0100558759913482	0.0329468713105076
BA3085	0.0095872386445565	0.0232939787485242
BA3087	0.0460724585436193	0.1039929161747343
BA3089	0.0248864455659697	0.0308429752066115
BA3094	0.0194214131218457	0.0195159386068477
BA3095	0.0163680605623648	0.0270342384887839
BA3098	0.0141834895457822	0.0356977567886658
BA3099	0.0234228550829127	0.0699315230224321
BA3103	0.0260598413842826	0.0281676505312868
BA3108	0.0228857245854361	0.0651499409681228
BA3109	0.0128082191780821	0.0141015348288075
BA3110	0.0175684931506849	0.0279598583234946
BA3114	0.0120421773612112	0.0191523022432113
BA3116	0.0108183129055515	0.0279976387249114
BA3117	0.030697548666186	0.0636953955135773
BA3118	0.0119214131218457	0.0181086186540732
BA3119	0.0342880317231434	0.0640448642266824
BA3123	0.0154091564527757	0.0188382526564344
BA3124	0.0086968276856524	0.0163258559622196
BA3126	0.0155641672674837	0.0119220779220779
BA3128	0.0190338860850757	0.0153553719008264
BA3130	0.0098792357606344	0.0122857142857142
BA3133	0.0151586157173756	0.0691216056670602
BA3135	0.0262274693583273	0.0436127508854781
BA3136	0.015542537851478	0.023681227863046
BA3137	0.0138572458543619	0.0247012987012987
BA3138	0.0158543619322278	0.022125147579693
BA3139	0.0150522710886806	0.1546493506493506
BA3141	0.0224477289113193	0.0423069657615112
BA3142	0.0263806777217015	0.0371806375442739
BA3145	0.0116618601297764	0.0152349468713105
BA3146	0.0169232155731795	0.0373435655253837
BA3149	0.0144826964671953	0.0113482880755608
BA3152	0.0138248017303532	0.0600637544273907
BA3153	0.0316888968997837	0.0273317591499409
BA3154	0.0201856524873828	0.0953955135773317
BA3156	0.0050630857966834	0.0261038961038961
BA3157	0.0243006488824801	0.048767414403778
BA3158	0.015192862292718	0.0301322314049586
BA3162	0.0246665465032444	0.0148878394332939
BA3163	0.0108471521268925	0.0167532467532467
BA3164	0.0192736121124729	0.034004722550177
BA3167	0.0217844268204758	0.009038961038961
BA3169	0.0142862292718096	0.0166871310507674
BA3171	0.0217898341744772	0.0263164108618654
BA3173	0.0176514059120403	0.0429988193624557
BA3174	0.0074242970439798	0.0147532467532467
BA3175	0.0070782263878875	0.0091711924439197
BA3176	0.0175648882480173	0.0437378984651711
BA3177	0.0181578947368421	0.0753459268004722
BA3178	0.018866258111031	0.0202290436835891
BA3180	0.0314023071377072	0.0456906729634002
BA3181	0.0079632299927901	0.013012987012987
BA3182	0.0166888968997837	0.0327792207792207
BA3183	0.0248089401586157	0.037879574970484
BA3185	0.0126496034607065	0.0365619834710743
BA3186	0.0253749098774333	0.0635914994096812
BA3187	0.0107930785868781	0.0210743801652892
BA3189	0.0150558759913482	0.0904722550177095
BA3190	0.0103731074260994	0.0413719008264462
BA3191	0.0097116077865897	0.0209114521841794
BA3192	0.016888968997837	0.0296174734356552
BA3194	0.0324909877433309	0.0526635182998819
BA3195	0.0149477289113193	0.0290177095631641
BA3197	0.0242429704397981	0.0342857142857142
BA3199	0.025270367700072	0.0951452184179457
BA3200	0.0230785868781542	0.0350460448642266
BA3202	0.0192880317231434	0.0390295159386068
BA3203	0.0158597692862292	0.0474852420306965
BA3206	0.0162743330930064	0.038767414403778
BA3207	0.0133020908435472	0.028767414403778
BA3208	0.0090915645277577	0.021681227863046
BA3210	0.0217123287671232	0.0351617473435655
BA3211	0.0179812545061283	0.0299881936245572
BA3212	0.0332281903388608	0.061655253837072
BA3213	0.0166149963950973	0.0366162927981109
BA3214	0.009592645998558	0.0313931523022432
BA3216	0.0157137707281903	0.0253270365997638
BA3217	0.0261878154289834	0.0212089728453364
BA3219	0.0107354001441961	0.0172868949232585
BA3221	0.0088698630136986	0.0123164108618654
BA3222	0.0215771449170872	0.058741440377804
BA3225	0.0116240086517664	0.0162857142857142
BA3226	0.0166204037490987	0.0283754427390791
BA3227	0.0285291997116077	0.0588335301062573
BA3228	0.0207173756308579	0.0494710743801652
BA3229	0.0180821917808219	0.0478984651711924
BA3230	0.0169899062725306	0.0380944510035419
BA3232	0.0152343186733958	0.0441865407319952
BA3234	0.0154217736121124	0.0297922077922077
BA3235	0.0098558038932948	0.0100968122786304
BA3237	0.013042537851478	0.0278701298701298
BA3240	0.0435886806056236	0.0722904368358913
BA3242	0.0128731074260994	0.0285312868949232
BA3243	0.0143330930064888	0.0334144037780401
BA3245	0.0212076423936553	0.0299740259740259
BA3249	0.0218637346791636	0.0154167650531286
BA3250	0.0191041816870944	0.0553766233766233
BA3251	0.0130353280461427	0.0175584415584415
BA3255	0.0108309300648882	0.033357733175915
BA3258	0.0105461427541456	0.0263022432113341
BA3260	0.0103064167267483	0.0198229043683589
BA3261	0.0220511896178803	0.0310507674144037
BA3264	0.029127613554434	0.0564746162927981
BA3266	0.0226856524873828	0.0591971664698937
BA3268	0.0360526315789473	0.0591523022432113
BA3269	0.0187328767123287	0.0222880755608028
BA3270	0.0144881038211968	0.03585360094451
BA3271	0.02060021629416	0.0515277449822904
BA3273	0.0321178803172314	0.0182857142857142
BA3275	0.028923936553713	0.0322125147579693
BA3277	0.0209318673395818	0.0334663518299881
BA3280	0.020474044700793	0.0146564344746162
BA3283	0.0126387887527036	0.0182998819362455
BA3285	0.0137274693583273	0.1212325855962219
BA3286	0.0178496755587599	0.0533600944510035
BA3289	0.00443763518385	0.0060968122786304
BA3290	0.012072819033886	0.0296646989374262
BA3293	0.0246773612112472	0.0465572609208972
BA3295	0.0183255227108868	0.0543636363636363
BA3296	0.0086697909156452	0.0267863046044864
BA3297	0.029592645998558	0.055482880755608
BA3299	0.0119646719538572	0.0230791027154663
