	TP53	CEBPA
BA2172	7.090263077576619	0.087514585764294
BA2174	7.701079162073331	0.1225204200700116
BA2175	0.1872753030153418	0.3317775184753014
BA2184	17.996746811177232	1.649552703228316
BA2195	2.976163189395368	0.0976273823415013
BA2198	8.39156345831227	0.1536367172306495
BA2200	15.684640945538904	0.3640606767794632
BA2201	4.41294067160597	0.1003500583430571
BA2209	1.465524528992165	0.0210035005834305
BA2211	12.411770235404097	0.4449630493971217
BA2212	2.4205216520142714	0.0805134189031505
BA2217	11.168413297451291	0.839751069622715
BA2218	1.038135953656088	0.0311162971606378
BA2220	12.09187166983528	0.0330610657331777
BA2221	3.7294796059077866	0.0809023726176585
BA2224	3.4475879150133317	0.0618436406067677
BA2226	17.966876274753428	0.2730455075845974
BA2227	8.633700414487945	0.1186308829249319
BA2228	3.5815397430923976	0.0828471411901983
BA2229	2.330314829985168	0.1373006612213146
BA2233	1.7360063685079294	0.1112407623492804
BA2234	7.468947578959061	0.3352781019058732
BA2235	9.810041962650772	0.1769739401011279
BA2236	8.041259177085172	0.1960326721120186
BA2239	6.382578515078404	0.1369117075068067
BA2240	6.585321450190121	0.1898094126798911
BA2242	4.786006647623127	0.4212368728121353
BA2244	7.660004573789163	0.1625826526643329
BA2245	11.92861108727505	0.101516919486581
BA2248	1.91740617487652	0.0766238817580707
BA2249	10.192757805463216	0.1388564760793465
BA2251	17.372493996154333	0.4169583819525476
BA2256	6.06297834540103	0.1283547257876312
BA2260	4.670202188582755	0.1415791520809023
BA2261	0.6409563579015518	0.0832360949047063
BA2269	0.8857144743382452	0.0540645663166083
BA2271	10.088486978018516	0.2660443407234539
BA2272	6.287866561641059	0.1940879035394788
BA2273	2.283128458890182	0.1240762349280435
BA2275	9.24833161681508	0.3134966938934266
BA2276	5.41916237255576	0.0793465577596266
BA2277	11.29872493643386	0.7106184364060677
BA2280	23.04153763181785	0.7234539089848308
BA2281	7.825995509907861	0.2298716452742123
BA2282	2.965141936513149	0.1411901983663944
BA2286	11.249733388572938	0.2963827304550758
BA2288	1.5644231707720302	0.0178918708673667
BA2292	10.644237576834568	0.0085569817191754
BA2294	11.157872521890058	0.0987942434850252
BA2296	10.023958938840376	0.8790353947880202
BA2300	1.6955819878184366	0.1376896149358226
BA2301	2.229672369244879	0.1481913652275379
BA2302	0.6932662065840063	0.1338000777907429
BA2304	3.849626748040035	0.220147802411513
BA2306	6.697941474122493	0.0268378063010501
BA2308	3.677477685235941	0.0692337611824192
BA2309	8.962593496512927	0.0816802800466744
BA2311	3.5025002559226284	0.1054064566316608
BA2312	3.0700888860446485	0.1672500972384286
BA2316	7.202894985944553	0.1244651886425515
BA2322	6.2764298965956735	0.0777907429015947
BA2325	4.822445763466188	0.1411901983663944
BA2329	7.235013429596921	0.1917541812524309
BA2334	3.249828856829626	0.1236872812135355
BA2339	1.095189681755157	0.0746791131855309
BA2344	10.545453432640215	0.102683780630105
BA2347	0.9072281655795223	0.1038506417736289
BA2348	0.8143839692703658	0.0684558537534033
BA2350	0.7462283897940213	0.101905873201089
BA2354	10.335238887324664	0.1061843640606767
BA2355	1.258867188875383	0.0700116686114352
BA2357	2.291165983872064	0.0400622325943212
BA2360	14.675759799697069	0.8315830416180474
BA2361	1.167600081701121	0.1365227537922987
BA2363	2.766269235045573	0.0684558537534033
BA2369	2.387320153824702	0.1042395954881369
BA2374	8.164556113260431	0.5134189031505251
BA2375	7.940083027628458	0.0809023726176585
BA2376	8.116006090143474	0.1769739401011279
BA2377	12.041644274602982	0.5064177362893816
BA2379	1.1509691842235488	0.0501750291715285
BA2385	0.681149692338905	0.2073123298327499
BA2386	2.6711101841054568	0.2648774795799299
BA2387	13.36294284562111	0.4010112796577207
BA2394	7.151426861425691	0.1439128743679502
BA2399	7.515970289289149	0.1870867366783352
BA2400	14.966263952234096	0.4379618825359782
BA2402	3.0127964728922945	0.1676390509529366
BA2405	0.9955951337152702	0.0116686114352392
BA2406	1.1467166727417792	0.146246596654998
BA2409	6.055486893216831	0.1816413846752236
BA2410	2.186392637290706	0.3920653442240373
BA2412	3.3164095860181617	0.1435239206534422
BA2413	2.1527530898910414	0.0774017891870867
BA2414	12.21088799299077	0.190198366394399
BA2415	5.46005805550539	0.1812524309607156
BA2417	5.606385423972662	0.749513807856865
BA2418	2.8365955946333994	0.0801244651886425
BA2420	9.7627346628719	0.131466355503695
BA2421	4.069696393368326	0.2014780241151303
BA2423	3.0012558965833844	0.3313885647607935
BA2425	3.610916843715792	0.0540645663166083
BA2426	3.347107776277044	0.0680669000388953
BA2427	0.9531986678113124	0.0777907429015947
BA2429	5.360456181536138	0.0669000388953714
BA2440	0.3890022962627702	0.1353558926487748
BA2441	18.42361105107856	0.0836250486192143
BA2442	6.584497315619637	0.1540256709451575
BA2446	11.409444008745888	0.205756514974718
BA2449	3.80827141842354	0.0077790742901594
BA2450	10.065909969438254	0.102294826915597
BA2452	5.530275985380949	0.1645274212368728
BA2454	10.050518164012724	0.1583041618047452
BA2455	3.1121744505969904	0.1719175418125243
BA2456	1.6428057595187853	0.3317775184753014
BA2459	1.543457558391838	0.0217814080124465
BA2461	5.403871373243879	0.072734344612991
BA2463	8.73877302546214	0.6343835083625049
BA2464	8.795399588261915	0.1874756903928432
BA2469	0.6783650249201878	0.0704006223259432
BA2470	4.3799458895372405	0.0536756126021003
BA2472	2.1751704872630646	0.132244262932711
BA2473	2.4974969498687978	0.0618436406067677
BA2474	8.824354902331613	0.0949047063399455
BA2477	13.0100604910201	0.2322053675612602
BA2479	1.6879410996094202	0.0198366394399066
BA2480	8.914291103675762	0.3131077401789187
BA2481	3.5824961331954244	0.102683780630105
BA2482	5.745200177130098	0.0618436406067677
BA2483	9.532002704875625	0.2236483858420848
BA2485	10.549274104541334	0.3870089459354336
BA2488	5.119187395997415	0.2508751458576429
BA2489	1.576730183123915	0.0602878257487359
BA2492	0.7560373527616385	0.0571761960326721
BA2494	1.9405529221398583	0.0190587320108907
BA2496	4.463650362966122	0.0984052897705173
BA2497	5.932011621118124	0.1380785686503306
BA2499	2.996071186805651	0.0894593543368339
BA2500	5.861087395060059	0.2582652664332944
BA2501	8.949284639035302	0.2411513029949436
BA2502	5.686504998961241	0.0937378451964216
BA2505	4.5189515064933135	0.1404122909373784
BA2507	4.839717675513401	0.0490081680280046
BA2510	5.46555046211878	0.2065344224037339
BA2511	1.1116019317013208	0.0221703617269544
BA2512	10.517161738602296	0.2220925709840528
BA2514	1.9634369918916956	0.0707895760404511
BA2515	1.615690067255877	0.3535589264877479
BA2520	2.51778563174698	0.0128354725787631
BA2521	11.11311782864978	0.249319330999611
BA2523	6.098556005727347	0.1629716063788409
BA2524	1.52524176832439	0.102683780630105
BA2525	1.888076254105876	0.0097238428626993
BA2526	3.2087293851976453	0.3029949436017114
BA2528	7.548639046922788	0.1221314663555036
BA2532	1.9914537182600571	0.205756514974718
BA2534	9.57321887934449	0.0443407234539089
BA2538	1.5214642581164688	0.0175029171528588
BA2539	6.012218947914058	0.1828082458187475
BA2540	2.2482159791740277	0.101516919486581
BA2541	8.692955829679391	0.1178529754959159
BA2545	7.0633946742203335	0.1365227537922987
BA2546	4.977026327941901	0.1131855309218203
BA2552	4.149195380461685	0.2314274601322442
BA2559	2.4786792235044146	0.1796966161026837
BA2561	8.46577337938879	0.4931933099961104
BA2563	11.652628721923412	0.2298716452742123
BA2564	4.791695002892021	0.1190198366394399
BA2567	1.6523062574270515	0.0233372228704784
BA2570	4.091735243206291	0.0665110851808634
BA2575	4.338621713171871	0.0921820303383897
BA2577	10.208037457549151	0.6188253597821859
BA2579	6.236898298765786	0.0606767794632438
BA2583	4.886379630844223	0.1785297549591598
BA2584	9.35508285123087	0.160637884091793
BA2587	10.75551499738243	0.1182419292104239
BA2588	5.180639119079832	0.1330221703617269
BA2589	1.3416845480035298	0.0832360949047063
BA2592	7.384147426888736	0.073512252042007
BA2593	13.520968482333284	0.102294826915597
BA2594	4.559297622718212	0.0851808634772462
BA2595	2.448714178352799	0.1548035783741734
BA2597	1.81980166926654	0.0070011668611435
BA2600	2.2708074242840905	0.0968494749124854
BA2603	9.213470251939729	0.1338000777907429
BA2618	8.85997814208934	0.116297160637884
BA2619	4.32348153570115	0.1672500972384286
BA2620	10.991726235668184	0.1388564760793465
BA2621	2.250272436274354	0.0984052897705173
BA2622	8.279316076737258	0.1536367172306495
BA2623	16.349187994660635	0.1999222092570984
BA2629	12.958719320292875	0.0766238817580707
BA2631	9.4133371402126	0.2411513029949436
BA2634	3.5502326838084044	0.073512252042007
BA2636	2.457739521380015	0.0859587709062621
BA2639	10.530206791972605	0.1349669389342668
BA2644	6.793029152705679	0.1536367172306495
BA2645	1.1792481282202347	0.0346168805912096
BA2646	6.442519963949149	0.2407623492804356
BA2649	11.0312309092846	0.2147024504084014
BA2651	1.3737364269979266	0.0914041229093737
BA2653	6.345179971602858	0.014391287436795
BA2655	20.96763339572215	0.0770128354725787
BA2656	3.882758283230144	0.3768961493582263
BA2657	8.997242795371793	0.1668611435239206
BA2658	7.635953205240423	0.2077012835472578
BA2659	4.420720427240695	0.1793076623881758
BA2660	5.553156184494063	0.1011279657720731
BA2662	16.380512971075806	0.2508751458576429
BA2663	1.6874490601625545	0.1555814858031894
BA2667	7.375836629976075	0.0956826137689614
BA2670	1.7089067336806978	0.0182808245818747
BA2674	8.096401596218259	0.0964605211979774
BA2675	7.510632491447894	0.2847141190198366
BA2676	4.938100172481931	0.1345779852197588
BA2677	6.813226622016171	0.1964216258265266
BA2681	4.888441883217966	0.072345390898483
BA2682	5.5291812260232405	0.2341501361338001
BA2685	4.841816713634703	0.102683780630105
BA2688	3.3057354192928567	0.0268378063010501
BA2691	5.944463441089175	0.0976273823415013
BA2694	2.7147624469317817	0.1956437183975106
BA2695	1.5176840766876218	0.2069233761182419
BA2697	2.018307619128485	0.1987553481135744
BA2701	1.3808038497058877	0.0968494749124854
BA2704	8.32999480837688	0.2061454686892259
BA2705	4.259849413248374	0.1987553481135744
BA2707	4.800422792896705	0.1295215869311552
BA2709	4.447499278912186	0.0563982886036561
BA2712	3.452607571935762	0.2185919875534811
BA2714	8.097427866739112	0.2683780630105017
BA2715	1.084897471335352	0.0217814080124465
BA2718	13.438720293522795	0.7187864644107351
BA2720	2.126248644897054	0.0101127965772073
BA2721	15.787354104984486	0.1361338000777907
BA2722	2.188754133921306	0.1824192921042396
BA2723	0.5633384124523837	0.0093348891481913
BA2724	1.1961910994941276	0.0836250486192143
BA2726	4.333617991126465	0.1046285492026448
BA2727	7.230591375607429	0.0661221314663555
BA2728	8.996329947856347	0.1260210035005834
BA2731	1.601089856904368	0.190198366394399
BA2733	1.1585330566130023	0.0762349280435628
BA2735	1.263867721714608	0.0762349280435628
BA2737	2.0653822514544045	0.381174640217814
BA2742	9.678278326940282	0.1408012446518864
BA2744	4.734579735281033	0.1271878646441073
BA2746	3.995552656725704	0.1921431349669389
BA2747	9.160304127807583	0.2314274601322442
BA2748	13.478797598887512	0.8405289770517308
BA2751	8.462510783740354	0.0925709840528977
BA2756	1.6768447444688832	0.0949047063399455
BA2758	5.347418890410429	0.1030727343446129
BA2760	2.6734409108996613	0.0984052897705173
BA2762	3.0132144773948384	0.1038506417736289
BA2764	5.617028310732295	0.0836250486192143
BA2765	2.913210030212973	0.1256320497860754
BA2769	2.464771423555399	0.0968494749124854
BA2772	2.2916259464404907	0.1528588098016336
BA2775	8.33741402688843	0.3189420458965383
BA2776	15.98730941625499	0.3994554647996888
BA2778	8.015673769100099	0.1431349669389342
BA2782	4.944411112298356	0.161026837806301
BA2786	7.700001801995604	0.1271878646441073
BA2787	1.4164680780800984	0.0847919097627382
BA2789	14.612672846175265	0.4760793465577596
BA2791	3.3919906510404627	0.1625826526643329
BA2792	7.301402310951574	0.0766238817580707
BA2798	2.136213236439552	0.1373006612213146
BA2801	1.110711760941699	0.0536756126021003
BA2802	4.580645152204441	0.0369506028782574
BA2804	3.127325598072549	0.2656553870089459
BA2806	4.024601626224349	0.2831583041618047
BA2808	0.0321583178726035	0.1664721898094126
BA2809	6.164149019320038	0.1131855309218203
BA2811	7.522919876960658	0.175418125243096
BA2812	5.528950800554404	0.1256320497860754
BA2813	3.881314118270907	0.1252430960715674
BA2814	6.190085264571876	0.2570984052897705
BA2816	5.198553326221446	0.0606767794632438
BA2817	1.2702122337805408	0.0132244262932711
BA2820	16.186352260260932	0.1913652275379229
BA2821	15.615860025942858	0.2112018669778296
BA2822	6.592838490668989	0.1007390120575651
BA2824	13.756066773353558	0.1948658109684947
BA2828	4.203149608931455	0.0696227148969272
BA2829	10.378580226330731	0.1777518475301439
BA2830	2.4970982145303755	0.0404511863088292
BA2832	6.751948482659534	0.1656942823803967
BA2836	1.2971688750228962	0.2438739789964994
BA2837	5.085304327451365	0.0715674834694671
BA2839	1.4896625537205594	0.381563593932322
BA2840	8.969869965243106	0.0007779074290159
BA2841	5.448407400318256	0.3625048619214313
BA2842	1.135910655267999	0.058732010890704
BA2843	1.7878220168931778	0.0101127965772073
BA2844	6.073471914163233	0.1999222092570984
BA2846	3.906472505045551	0.3753403345001945
BA2850	3.2806599123577205	0.1380785686503306
BA2851	10.478957851926648	0.0917930766238817
BA2852	1.7629710451041474	0.0400622325943212
BA2855	2.3722636347667003	0.0556203811746402
BA2856	1.2708749021930474	0.0696227148969272
BA2858	4.608981256768276	0.0696227148969272
BA2860	3.565933863817373	0.0855698171917541
BA2861	7.923136275322277	0.4383508362504862
BA2865	8.624366262454235	0.2450408401400233
BA2866	8.366138308755593	0.1555814858031894
BA2867	3.33857517726818	0.2450408401400233
BA2868	13.018722412787383	1.0377285103072735
BA2870	24.274332237480408	0.3037728510307273
BA2871	1.1133244383261105	0.0812913263321664
BA2872	3.8164708275390784	0.0917930766238817
BA2876	1.859183571717017	0.0758459743290548
BA2879	0.575070640946413	0.1408012446518864
BA2880	3.5156026952167894	0.102683780630105
BA2882	5.07628512149973	0.2147024504084014
BA2883	1.4333433869769687	0.0863477246207701
BA2885	9.136538431090091	0.2438739789964994
BA2887	8.464919129119613	0.1513029949436017
BA2889	0.0680457763349801	0.0015558148580318
BA2893	8.04047064975798	0.3080513418903151
BA2901	3.1986274697820662	0.1065733177751847
BA2902	2.5259150245335555	0.2034227926876701
BA2903	0.268511764252472	0.0412290937378451
BA2904	7.067304677141686	0.1439128743679502
BA2905	1.8895330543500517	0.1730844029560482
BA2906	8.908715478396855	0.0832360949047063
BA2908	9.043472851679276	0.1388564760793465
BA2909	3.645192582703174	0.05756514974718
BA2910	5.533673432065147	0.0774017891870867
BA2911	7.35601010438844	0.2672112018669778
BA2914	8.315020190566022	0.161415791520809
BA2915	2.164371517675939	0.0311162971606378
BA2921	2.0954264332452808	0.116686114352392
BA2922	10.62765705375156	0.1866977829638273
BA2923	4.466900161142507	0.2637106184364061
BA2926	7.629097223448881	0.1660832360949047
BA2928	12.62873294899734	0.2524309607156748
BA2930	6.154426145694959	0.1287436795021392
BA2932	12.130844731127125	0.1730844029560482
BA2934	1.3562957851481563	0.0311162971606378
BA2935	2.653105174408604	0.1213535589264877
BA2937	7.498193237452195	0.1291326332166472
BA2939	2.2079754294917957	0.1302994943601711
BA2944	20.71466634512917	0.0700116686114352
BA2947	11.442166833647804	0.0525087514585764
BA2948	1.1082148986684204	0.0805134189031505
BA2950	9.632561714139898	0.0956826137689614
BA2951	5.951188238147757	0.0688448074679113
BA2952	14.544101644140271	0.5577596266044341
BA2953	1.3781259502585508	0.0217814080124465
BA2955	3.5779808539522246	0.1536367172306495
BA2956	0.6412839524065527	0.0210035005834305
BA2962	11.974556452354564	0.1540256709451575
BA2970	2.76728539524176	0.0739012057565149
BA2972	8.19807025798213	0.5865422014780242
BA2976	7.68942255194602	0.1396343835083625
BA2978	6.41703002223666	0.0750680669000389
BA2981	0.652906061240974	0.1664721898094126
BA2984	4.235287245520808	0.2084791909762738
BA2986	8.162509590569805	0.0863477246207701
BA2989	3.1500995548410207	0.1446907817969661
BA2992	4.418766081231521	0.087125632049786
BA2993	2.212900676301756	0.0809023726176585
BA2994	4.952266231396034	0.1388564760793465
BA2995	2.99340604018802	0.0984052897705173
BA2999	6.3906852737137685	0.1435239206534422
BA3001	10.39880202445873	0.1851419681057954
BA3002	7.336794699784175	0.1921431349669389
BA3004	14.116715846979064	0.396732788798133
BA3006	8.252270837306234	0.1240762349280435
BA3008	4.2866496857377365	0.0315052508751458
BA3009	4.436179966926807	0.1326332166472189
BA3010	6.1059405634669295	0.1443018280824582
BA3011	2.784057131540242	0.1446907817969661
BA3013	12.586256499724248	0.1439128743679502
BA3023	3.248181807296057	0.043562816024893
BA3025	11.795087855677894	0.6530532866588876
BA3027	1.8190710835196224	0.0381174640217814
BA3029	0.8763687576046825	0.1341890315052508
BA3030	6.732151955359885	0.1003500583430571
BA3037	0.7406337561266323	0.1812524309607156
BA3038	9.220468526123	0.1221314663555036
BA3040	10.131509852482283	0.0840140023337222
BA3042	7.880233108835697	1.0233372228704785
BA3043	3.3214692717064564	0.1151302994943601
BA3049	5.744367216003986	0.1330221703617269
BA3051	1.7632316934133028	0.0353947880202255
BA3053	17.17856728332196	0.1781408012446519
BA3064	11.426613287051367	0.2524309607156748
BA3067	3.971068898516835	0.0544535200311162
BA3068	1.7139153825785636	0.0571761960326721
BA3070	3.9158628540420777	0.1283547257876312
BA3071	6.690655920715455	0.1882535978218592
BA3072	7.4441840132338255	0.1649163749513807
BA3075	1.2491121104239569	0.1349669389342668
BA3076	0.3290035271849247	0.0381174640217814
BA3077	5.451401359788114	0.2135355892648774
BA2040	2.383892823099383	0.0719564371839751
BA2160	11.539734945424426	0.4449630493971217
BA2303	7.463308501706293	0.1590820692337611
BA2353	10.822900007551391	0.1135744846363282
BA2516	10.627818321365057	0.1602489303772851
BA2590	12.81367377381369	0.3061065733177752
BA2647	2.9984253470233098	0.0672889926098794
BA2891	5.174547962158221	0.0816802800466744
BA2924	2.582705972752072	0.1275768183586153
BA2971	1.5854315417505231	0.0777907429015947
BA3036	6.503188905241124	0.1376896149358226
BA3059	1.0097287513996918	0.0894593543368339
BA3073	7.1990670043622735	0.101905873201089
BA3078	12.946903516316324	0.0777907429015947
BA3079	1.3646973961989346	0.0777907429015947
BA3083	6.697350327116042	0.2823803967327888
BA3084	10.734268728262462	0.0789576040451186
BA3085	9.610881378255511	0.0657331777518475
BA3087	15.337301013841849	0.2664332944379619
BA3089	11.853567356438884	0.2835472578763127
BA3094	6.801759993324186	0.3800077790742902
BA3095	9.71028807970256	0.2069233761182419
BA3098	9.236971538084326	0.1120186697782963
BA3099	13.090206837982374	0.2061454686892259
BA3103	1.614517260987918	0.0797355114741345
BA3108	15.642078447811906	0.2991054064566316
BA3109	0.7703861138349644	0.087125632049786
BA3110	3.447038366842655	0.0552314274601322
BA3114	3.5866801602643537	0.0630105017502917
BA3116	2.3925144815207022	0.1423570595099183
BA3117	16.890939743361592	1.5713730066122131
BA3118	2.361970070571154	0.1178529754959159
BA3119	13.444196252475477	0.470633994554648
BA3123	5.786639365500211	0.2532088681446908
BA3124	4.336063938041852	0.042784908595877
BA3126	5.726977872095656	0.1209646052119797
BA3128	3.14903558564337	0.2298716452742123
BA3130	4.532483798636333	0.0462854920264488
BA3133	0.620446569891931	0.1108518086347724
BA3135	2.5985889691786146	0.1532477635161415
BA3136	10.09440470147002	0.3422792687670167
BA3137	4.858262733543676	0.102683780630105
BA3138	2.6455798845607426	0.175807078957604
BA3139	13.370849088005434	0.2217036172695449
BA3141	12.648730844908464	0.2458187475690393
BA3142	5.748017334281799	0.1357448463632827
BA3145	1.520235981899007	0.279268767016725
BA3146	7.388156786803747	0.1513029949436017
BA3149	0.8452928419011833	0.043173862310385
BA3152	6.9098235190799135	0.1092959937767405
BA3153	1.861053482697555	0.0863477246207701
BA3154	0.7157482917318699	0.0322831583041618
BA3156	15.633443146582904	0.0023337222870478
BA3157	13.717961630797872	0.3080513418903151
BA3158	5.978434887400639	0.058343057176196
BA3162	1.745220597852206	0.0785686503306106
BA3163	4.119575633976791	0.1341890315052508
BA3164	14.01369975533636	0.1446907817969661
BA3167	4.106989071237717	0.2360949047063399
BA3169	1.5403379036422693	0.1528588098016336
BA3171	2.64769875983621	0.2703228315830416
BA3173	4.618444181534551	0.0256709451575262
BA3174	1.225304999204696	0.116686114352392
BA3175	3.1147708461274544	0.1159082069233761
BA3176	8.366915351712338	0.14585764294049
BA3177	14.383280808732884	0.2127576818358615
BA3178	11.04530380764288	0.2602100350058343
BA3180	2.389200429470613	0.3061065733177752
BA3181	4.107804565570681	0.1030727343446129
BA3182	10.283479445206073	0.1454686892259821
BA3183	7.707896290573495	0.2003111629716063
BA3185	2.09814643431112	0.1194087903539478
BA3186	4.930075069869157	0.014391287436795
BA3187	4.387623745119788	0.0385064177362893
BA3189	8.606060206799855	0.3457798521975885
BA3190	1.9054535072318075	0.1555814858031894
BA3191	7.4800404045123	0.1785297549591598
BA3192	4.391174582041212	0.1264099572150914
BA3194	16.456396828308634	1.94243485025282
BA3195	4.733956309124763	0.14585764294049
BA3197	7.0834163410671245	0.1544146246596655
BA3199	14.893885416518865	0.779074290159471
BA3200	11.172176168777597	0.5997666277712952
BA3202	6.211854984162505	0.05756514974718
BA3203	0.462865535939629	0.1380785686503306
BA3206	8.89350367937644	0.072734344612991
BA3207	6.236066454663524	0.1785297549591598
BA3208	5.39436780732066	0.1139634383508362
BA3210	0.9254680142509302	0.0812913263321664
BA3211	7.286440941111669	0.1411901983663944
BA3212	13.90084344006516	0.0027226760015558
BA3213	7.2163041184393935	0.1256320497860754
BA3214	3.061965510161289	0.0657331777518475
BA3216	3.693837304190768	0.1839751069622714
BA3217	7.2290811027363695	0.1828082458187475
BA3219	7.194942439126423	0.1489692726565538
BA3221	5.875145536053527	0.132244262932711
BA3222	15.028627502841532	0.4134577985219759
BA3225	4.7234968814869145	0.2267600155581486
BA3226	9.573149417250905	0.2602100350058343
BA3227	11.548100320860753	0.3562816024893038
BA3228	13.031576053566567	0.1361338000777907
BA3229	11.257910854005528	0.2287047841306884
BA3230	6.9361542225314	0.0956826137689614
BA3232	11.728760604111896	0.1691948658109685
BA3234	6.996621698419788	0.3555036950602878
BA3235	4.965874758559991	0.1376896149358226
BA3237	2.935763294187172	0.0949047063399455
BA3240	9.34082336261989	0.2668222481524698
BA3242	5.0475834925523335	0.1232983274990276
BA3243	7.025342022991135	0.190976273823415
BA3245	1.3884219118686445	0.0482302605989887
BA3249	1.585349419007639	0.1330221703617269
BA3250	10.225006592347055	0.1408012446518864
BA3251	4.144675295396382	0.0968494749124854
BA3255	9.698192129195943	0.1936989498249708
BA3258	7.573466978596803	0.2228704784130688
BA3260	1.8081438700173231	0.0797355114741345
BA3261	8.67655944921525	0.7012835472578763
BA3264	11.512219382915497	0.4861921431349669
BA3266	9.45808487627196	0.2687670167250097
BA3268	14.486433083951813	0.1882535978218592
BA3269	0.5394015960252108	0.1147413457798521
BA3270	8.21347318798494	0.2757681835861532
BA3271	10.67642347488158	0.1863088292493193
BA3273	0.1307225817365397	0.0750680669000389
BA3275	7.346829474213139	0.234928043562816
BA3277	2.502457281351905	0.2516530532866589
BA3280	1.5952265048521377	0.1271878646441073
BA3283	1.789056666616367	0.1334111240762349
BA3285	12.944153894934344	0.1948658109684947
BA3286	10.443565640805431	0.2084791909762738
BA3289	1.1660382190912415	0.0622325943212757
BA3290	4.807436548294259	0.2559315441462466
BA3293	15.613590739482175	0.3158304161804745
BA3295	7.791904652993529	0.1330221703617269
BA3296	3.925540541410126	0.2178140801244651
BA3297	12.817903020225929	0.5842084791909763
BA3299	2.069490887899604	0.1186308829249319
BA3300	8.89918583362261	0.0003889537145079
BA3302	16.954578670326512	0.176196032672112
BA3305	4.800360717676655	0.3068844807467911
BA3306	4.929562999898404	0.117464021781408
BA3308	9.543242419641448	0.2528199144301828
BA3310	3.181497384800524	0.1392454297938545
BA3311	4.782832057077079	0.1629716063788409
BA3312	12.733872962967148	0.6378840917930766
BA3315	5.186781523589535	0.2742123687281214
BA3317	13.922508639325905	0.308829249319331
BA3318	1.4807227965024126	0.0797355114741345
BA3319	7.139020891930767	0.1493582263710618
BA3322	6.904085618316202	0.0400622325943212
BA3324	7.495927604746196	0.1960326721120186
BA3325	1.351274448198906	0.0649552703228315
BA3326	6.7782810111651335	0.1691948658109685
BA3328	7.547825732369589	0.3800077790742902
BA3329	7.488910948293375	0.0163360560093348
