	NPM1	TP53
BA2163	223.2537483038432	13.44292850019923
BA2168	601.0720984230471	3.962430004021511
BA2169	516.0195797315341	2.463700853323531
BA2171	1061.4786451829148	9.666398457499485
BA2172	1287.0055436621851	7.090263077576619
BA2174	696.0172286284242	7.701079162073331
BA2175	260.5439360028544	0.1872753030153418
BA2184	2463.2686174497367	17.996746811177232
BA2195	670.5622004357298	2.976163189395368
BA2198	1049.075510739173	8.39156345831227
BA2200	1261.8336568870727	15.684640945538904
BA2201	528.392967233764	4.41294067160597
BA2209	570.0690307443629	1.465524528992165
BA2211	923.4013369229688	12.411770235404097
BA2212	1007.770093849506	2.4205216520142714
BA2217	796.1217281067376	11.168413297451291
BA2218	980.2861304378382	1.038135953656088
BA2220	1088.5479229850198	12.09187166983528
BA2221	462.6346118706649	3.7294796059077866
BA2224	450.7727293122928	3.4475879150133317
BA2226	1561.7267752207028	17.966876274753428
BA2227	1484.8600612508585	8.633700414487945
BA2228	1002.7951329084158	3.5815397430923976
BA2229	739.9451921049645	2.330314829985168
BA2233	705.738534250204	1.7360063685079294
BA2234	490.6901268806392	7.468947578959061
BA2235	814.7086737810646	9.810041962650772
BA2236	605.2559180330528	8.041259177085172
BA2239	412.5526305973175	6.382578515078404
BA2240	745.4724319780298	6.585321450190121
BA2242	509.9414329889662	4.786006647623127
BA2244	629.1368278218373	7.660004573789163
BA2245	758.2510606724079	11.92861108727505
BA2248	679.4893308357255	1.91740617487652
BA2249	658.7512101504512	10.192757805463216
BA2251	755.9943601096353	17.372493996154333
BA2256	1283.454827897522	6.06297834540103
BA2260	602.2486722673628	4.670202188582755
BA2261	260.3798915540851	0.6409563579015518
BA2269	156.37701984571055	0.8857144743382452
BA2271	614.6193313222725	10.088486978018516
BA2272	591.9207587970398	6.287866561641059
BA2273	644.2525895111285	2.283128458890182
BA2275	364.4297515366776	9.24833161681508
BA2276	697.587447898928	5.41916237255576
BA2277	943.3400328148904	11.29872493643386
BA2280	1004.94611384118	23.04153763181785
BA2281	863.6605245517009	7.825995509907861
BA2282	324.393978170259	2.965141936513149
BA2286	1328.999781594469	11.249733388572938
BA2288	455.5463179206064	1.5644231707720302
BA2292	1298.6812646977733	10.644237576834568
BA2294	848.8785684166138	11.157872521890058
BA2296	1325.403998605232	10.023958938840376
BA2300	939.0940160128016	1.6955819878184366
BA2301	488.0176138114469	2.229672369244879
BA2302	946.291846283592	0.6932662065840063
BA2304	211.8367791671397	3.849626748040035
BA2306	903.1965430837348	6.697941474122493
BA2308	864.6272963665753	3.677477685235941
BA2309	701.0796877449628	8.962593496512927
BA2311	410.7591668153338	3.5025002559226284
BA2312	595.3337787941205	3.0700888860446485
BA2316	413.38349335322766	7.202894985944553
BA2322	859.3419127783453	6.2764298965956735
BA2325	220.1254937100288	4.822445763466188
BA2329	512.6317147537262	7.235013429596921
BA2334	464.9170461733081	3.249828856829626
BA2339	243.77804321618365	1.095189681755157
BA2344	1340.8550906328896	10.545453432640215
BA2347	364.3800229217686	0.9072281655795223
BA2348	163.93391881152792	0.8143839692703658
BA2350	205.14012688063923	0.7462283897940213
BA2354	1408.9573387502232	10.335238887324664
BA2355	862.0305989393275	1.258867188875383
BA2357	794.657434437795	2.291165983872064
BA2360	1030.7379387707658	14.675759799697069
BA2361	513.4423628342984	1.167600081701121
BA2363	344.86871827308266	2.766269235045573
BA2369	937.0679262827268	2.387320153824702
BA2374	771.0671237505202	8.164556113260431
BA2375	710.0841410013136	7.940083027628458
BA2376	218.30598398719843	8.116006090143474
BA2377	1622.4409367110504	12.041644274602982
BA2379	327.67647896765544	1.1509691842235488
BA2385	629.0617584888932	0.681149692338905
BA2386	1106.665981716646	2.6711101841054568
BA2387	736.6278426507079	13.36294284562111
BA2394	657.7855652324344	7.151426861425691
BA2399	864.3984968401477	7.515970289289149
BA2400	2254.040086605362	14.966263952234096
BA2402	1134.154095914627	3.0127964728922945
BA2405	820.4803562064473	0.9955951337152702
BA2406	456.6730382696226	1.1467166727417792
BA2409	385.228020780962	6.055486893216831
BA2410	1751.5486011774435	2.186392637290706
BA2412	147.4767876546814	3.3164095860181617
BA2413	925.7269136162876	2.1527530898910414
BA2414	1176.179727209329	12.21088799299077
BA2415	353.0132654329998	5.46005805550539
BA2417	669.4242768019808	5.606385423972662
BA2418	446.6115652216221	2.8365955946333994
BA2420	676.1388948355741	9.7627346628719
BA2421	652.40884920828	4.069696393368326
BA2423	454.8711856068592	3.0012558965833844
BA2425	501.2239867659224	3.610916843715792
BA2426	663.0178800607644	3.347107776277044
BA2427	540.9455429593949	0.9531986678113124
BA2429	601.2368535007055	5.360456181536138
BA2440	864.9314706693265	0.3890022962627702
BA2441	426.286356952486	18.42361105107856
BA2442	879.8042389053774	6.584497315619637
BA2446	510.3299158814339	11.409444008745888
BA2449	1681.7064353946707	3.80827141842354
BA2450	610.9593803553956	10.065909969438254
BA2452	1163.743883834206	5.530275985380949
BA2454	746.6038066894803	10.050518164012724
BA2455	391.66645988420186	3.1121744505969904
BA2456	398.93355741524624	1.6428057595187853
BA2459	1217.259273315061	1.543457558391838
BA2461	437.2737507906388	5.403871373243879
BA2463	360.23872832838674	8.73877302546214
BA2464	1016.4529736129356	8.795399588261915
BA2469	388.68277623704574	0.6783650249201878
BA2470	458.3478089167842	4.3799458895372405
BA2472	448.142230926007	2.1751704872630646
BA2473	896.6319358622964	2.4974969498687978
BA2474	576.5140768852344	8.824354902331613
BA2477	1492.919436200176	13.0100604910201
BA2479	400.1256540002271	1.6879410996094202
BA2480	479.7529076587901	8.914291103675762
BA2481	352.03703244187113	3.5824961331954244
BA2482	806.8147480497577	5.745200177130098
BA2483	686.6408121009639	9.532002704875625
BA2485	623.2291195662164	10.549274104541334
BA2488	455.1400430864378	5.119187395997415
BA2489	833.1166755866947	1.576730183123915
BA2492	305.4961462776453	0.7560373527616385
BA2494	745.3470444974241	1.9405529221398583
BA2496	350.98358687836867	4.463650362966122
BA2497	459.7626223800796	5.932011621118124
BA2499	1217.775132313747	2.996071186805651
BA2500	514.9298856073997	5.861087395060059
BA2501	830.2044278477865	8.949284639035302
BA2502	476.4838112305855	5.686504998961241
BA2505	918.0959413873074	4.5189515064933135
BA2507	550.1468014942398	4.839717675513401
BA2510	820.2867797077474	5.46555046211878
BA2511	310.93955302551126	1.1116019317013208
BA2512	297.93169204820055	10.517161738602296
BA2514	723.5138127983478	1.9634369918916956
BA2515	612.5478235131935	1.615690067255877
BA2520	564.1537758748386	2.51778563174698
BA2521	806.8959630116178	11.11311782864978
BA2523	876.4798096520109	6.098556005727347
BA2524	932.2471493753278	1.52524176832439
BA2525	452.6349581299297	1.888076254105876
BA2526	991.6935678489758	3.2087293851976453
BA2528	1096.7780299712938	7.548639046922788
BA2532	503.9772779859117	1.9914537182600571
BA2534	849.6433997199651	9.57321887934449
BA2538	629.4073879455286	1.5214642581164688
BA2539	540.738273406964	6.012218947914058
BA2540	590.9540621266428	2.2482159791740277
BA2541	728.8260535093553	8.692955829679391
BA2545	648.3802061877964	7.0633946742203335
BA2546	415.89057639598445	4.977026327941901
BA2552	1513.8748690377722	4.149195380461685
BA2559	918.4328148905	2.4786792235044146
BA2561	739.2354252150267	8.46577337938879
BA2563	885.8825870243328	11.652628721923412
BA2564	629.3532304016176	4.791695002892021
BA2567	277.4422268714489	1.6523062574270515
BA2570	1043.7081028992793	4.091735243206291
BA2575	262.3730990879947	4.338621713171871
BA2577	1035.3017753558552	10.208037457549151
BA2579	450.1977121479968	6.236898298765786
BA2583	1189.1920127907792	4.886379630844223
BA2584	417.45356017234576	9.35508285123087
BA2587	700.5979416359871	10.75551499738243
BA2588	1028.234218578526	5.180639119079832
BA2589	619.5497034766485	1.3416845480035298
BA2592	1867.4451383144929	7.384147426888736
BA2593	30.216245262924573	13.520968482333284
BA2594	471.76923698622	4.559297622718212
BA2595	728.5423506706239	2.448714178352799
BA2597	291.1802821431854	1.81980166926654
BA2600	1026.358264270693	2.2708074242840905
BA2603	997.7895295090742	9.213470251939729
BA2618	1059.6245403482594	8.85997814208934
BA2619	338.8937511150036	4.32348153570115
BA2620	1013.7357555263628	10.991726235668184
BA2621	568.0501856987626	2.250272436274354
BA2622	924.7093827881304	8.279316076737258
BA2623	1685.5629243095086	16.349187994660635
BA2629	581.1126569789759	12.958719320292875
BA2631	1104.972238981063	9.4133371402126
BA2634	300.3963011617661	3.5502326838084044
BA2636	796.1060126394092	2.457739521380015
BA2639	844.8043216183632	10.530206791972605
BA2644	469.5073738897269	6.793029152705679
BA2645	504.72606810576457	1.1792481282202347
BA2646	960.7262432626762	6.442519963949149
BA2649	1080.6947366429338	11.0312309092846
BA2651	611.5752231358493	1.3737364269979266
BA2653	479.9423668888565	6.345179971602858
BA2655	3006.760720792315	20.96763339572215
BA2656	515.111804440552	3.882758283230144
BA2657	670.4658708920568	8.997242795371793
BA2658	822.1004835736335	7.635953205240423
BA2659	665.0327259605249	4.420720427240695
BA2660	633.3081399309104	5.553156184494063
BA2662	563.9060399401005	16.380512971075806
BA2663	384.0622309800679	1.6874490601625545
BA2667	699.1675473166935	7.375836629976075
BA2670	556.247398865805	1.7089067336806978
BA2674	788.029841818172	8.096401596218259
BA2675	888.7174232472146	7.510632491447894
BA2676	594.9186609686609	4.938100172481931
BA2677	723.0592208761088	6.813226622016171
BA2681	852.3623939733047	4.888441883217966
BA2682	1025.8745054790595	5.5291812260232405
BA2685	1397.4403485298174	4.841816713634703
BA2688	543.2713361661179	3.3057354192928567
BA2691	699.9592746665802	5.944463441089175
BA2694	604.8506779221202	2.7147624469317817
BA2695	228.327273120442	1.5176840766876218
BA2697	162.9009241689507	2.018307619128485
BA2701	404.0787105964525	1.3808038497058877
BA2704	772.0218738005265	8.32999480837688
BA2705	822.3340004432984	4.259849413248374
BA2707	1183.7208571876502	4.800422792896705
BA2709	642.9937530071306	4.447499278912186
BA2712	275.18527411516027	3.452607571935762
BA2714	1089.2757767181863	8.097427866739112
BA2715	186.5656405931548	1.084897471335352
BA2718	751.0675140693169	13.438720293522795
BA2720	334.11912913497355	2.126248644897054
BA2721	903.5602547884332	15.787354104984486
BA2722	346.3585867432167	2.188754133921306
BA2723	563.9445790557744	0.5633384124523837
BA2724	491.9553020105202	1.1961910994941276
BA2726	143.37951907534452	4.333617991126465
BA2727	1173.7689255961552	7.230591375607429
BA2728	465.0237751179877	8.996329947856347
BA2731	365.5634246419825	1.601089856904368
BA2733	514.8910059088427	1.1585330566130023
BA2735	800.4159438741033	1.263867721714608
BA2737	264.6952388675349	2.0653822514544045
BA2742	575.0250498710651	9.678278326940282
BA2744	387.18518572579296	4.734579735281033
BA2746	423.7452704930883	3.995552656725704
BA2747	772.1544821788654	9.160304127807583
BA2748	1670.3396787168135	13.478797598887512
BA2751	717.8080804640579	8.462510783740354
BA2756	1070.2849670499577	1.6768447444688832
BA2758	372.488942949664	5.347418890410429
BA2760	688.8624991215123	2.6734409108996613
BA2762	748.467100774691	3.0132144773948384
BA2764	507.4000873081517	5.617028310732295
BA2765	346.5598906891127	2.913210030212973
BA2769	937.997915686815	2.464771423555399
BA2772	919.4501013639534	2.2916259464404907
BA2775	895.8461730377292	8.33741402688843
BA2776	789.1117452440033	15.98730941625499
BA2778	252.16897073690248	8.015673769100099
BA2782	411.25405969390783	4.944411112298356
BA2786	1017.1961446558222	7.700001801995604
BA2787	108.40598669023716	1.4164680780800984
BA2789	1618.122396838526	14.612672846175265
BA2791	811.8649440200674	3.3919906510404627
BA2792	604.6067765181617	7.301402310951574
BA2798	1647.6899241527326	2.136213236439552
BA2801	552.9479270395778	1.110711760941699
BA2802	234.14630062115836	4.580645152204441
BA2804	665.881343626505	3.127325598072549
BA2806	840.0548949328835	4.024601626224349
BA2808	469.8686963784686	0.0321583178726035
BA2809	930.8864275017974	6.164149019320038
BA2811	663.6167872221953	7.522919876960658
BA2812	749.312202327857	5.528950800554404
BA2813	957.5760624293832	3.881314118270907
BA2814	293.71596549841337	6.190085264571876
BA2816	752.8378244322266	5.198553326221446
BA2817	351.95401752650326	1.2702122337805408
BA2820	865.4545735415754	16.186352260260932
BA2821	2371.325536958649	15.615860025942858
BA2822	215.4960941089973	6.592838490668989
BA2824	576.7209758510517	13.756066773353558
BA2828	479.1570122231413	4.203149608931455
BA2829	784.2386521026938	10.378580226330731
BA2830	1141.5309943938978	2.4970982145303755
BA2832	407.43550035950415	6.751948482659534
BA2836	607.1262448844991	1.2971688750228962
BA2837	1417.0200884434282	5.085304327451365
BA2839	1032.6478402720338	1.4896625537205594
BA2840	734.1717773020431	8.969869965243106
BA2841	1036.7043470269275	5.448407400318256
BA2842	228.7911197067744	1.135910655267999
BA2843	615.9127578023213	1.7878220168931778
BA2844	1037.040134178844	6.073471914163233
BA2846	987.7766660179371	3.906472505045551
BA2850	693.2482176162441	3.2806599123577205
BA2851	920.4008279407708	10.478957851926648
BA2852	502.9553566119032	1.7629710451041474
BA2855	366.4419649469934	2.3722636347667003
BA2856	277.78051406391074	1.2708749021930474
BA2858	740.5258261837957	4.608981256768276
BA2860	556.5620209539564	3.565933863817373
BA2861	720.9004749239097	7.923136275322277
BA2865	936.7973710245058	8.624366262454235
BA2866	1145.7009011931214	8.366138308755593
BA2867	600.1219905718008	3.33857517726818
BA2868	1262.2588502894955	13.018722412787383
BA2870	1655.2631343356202	24.274332237480408
BA2871	758.5105856403769	1.1133244383261105
BA2872	632.8420968552848	3.8164708275390784
BA2876	487.8495185887976	1.859183571717017
BA2879	328.9332649464527	0.575070640946413
BA2880	580.266846418744	3.5156026952167894
BA2882	348.9782486471291	5.07628512149973
BA2883	980.8921592954798	1.4333433869769687
BA2885	584.675805911005	9.136538431090091
BA2887	833.5378119982483	8.464919129119613
BA2889	11.11113165420566	0.0680457763349801
BA2893	979.5526408688648	8.04047064975798
BA2901	502.84667742476097	3.1986274697820662
BA2902	677.532784346162	2.5259150245335555
BA2903	92.12239819004525	0.268511764252472
BA2904	904.2007906388362	7.067304677141686
BA2905	901.6889989025664	1.8895330543500517
BA2906	540.124421955162	8.908715478396855
BA2908	1627.852852246495	9.043472851679276
BA2909	293.81904452986055	3.645192582703174
BA2910	884.2278867102398	5.533673432065147
BA2911	1306.9618098466296	7.35601010438844
BA2914	485.5022989344621	8.315020190566022
BA2915	193.79876254885744	2.164371517675939
BA2921	517.9687209761212	2.0954264332452808
BA2922	1084.8573244241177	10.62765705375156
BA2923	191.5378982251848	4.466900161142507
BA2926	1145.5128991712484	7.629097223448881
BA2928	625.8136562924038	12.62873294899734
BA2930	490.4689009985025	6.154426145694959
BA2932	1051.9673283705542	12.130844731127125
BA2934	267.73616773977307	1.3562957851481563
BA2935	465.6807513907135	2.653105174408604
BA2937	438.1839204333512	7.498193237452195
BA2939	839.9306411067321	2.2079754294917957
BA2944	2702.777395838402	20.71466634512917
BA2947	810.1165826021614	11.442166833647804
BA2948	449.2274923368851	1.1082148986684204
BA2950	1530.0694180898165	9.632561714139898
BA2951	1227.5886415608425	5.951188238147757
BA2952	869.2233339820627	14.544101644140271
BA2953	774.7044424441958	1.3781259502585508
BA2955	256.63889402466253	3.5779808539522246
BA2956	183.01066727214732	0.6412839524065527
BA2962	1451.2623334252364	11.974556452354564
BA2970	946.398906620823	2.76728539524176
BA2972	1026.7777766965623	8.19807025798213
BA2976	683.1204076723053	7.68942255194602
BA2978	464.58234050719807	6.41703002223666
BA2981	621.2470369289155	0.652906061240974
BA2984	520.8918719624603	4.235287245520808
BA2986	832.4564972942583	8.162509590569805
BA2989	920.0848729842088	3.1500995548410207
BA2992	1041.5548462781858	4.418766081231521
BA2993	491.05819399168536	2.212900676301756
BA2994	785.3881374441148	4.952266231396034
BA2995	449.5155035490899	2.99340604018802
BA2999	552.3388942949664	6.3906852737137685
BA3001	1129.111035426026	10.39880202445873
BA3002	659.5671624039745	7.336794699784175
BA3004	608.8655211188418	14.116715846979064
BA3006	686.8338060948117	8.252270837306234
BA3008	11.51543597312098	4.2866496857377365
BA3009	968.8853581796652	4.436179966926807
BA3010	788.2352370835292	6.1059405634669295
BA3011	1174.4513158392665	2.784057131540242
BA3013	1322.5793152662222	12.586256499724248
BA3023	1016.7990890759392	3.248181807296057
BA3025	798.135854727885	11.795087855677894
BA3027	340.03372040848325	1.8190710835196224
BA3029	410.3348435210863	0.8763687576046825
BA3030	1042.6969417819512	6.732151955359885
BA3037	797.9145545121826	0.7406337561266323
BA3038	713.6829370678516	9.220468526123
BA3040	660.2632048849315	10.131509852482283
BA3042	931.8311100839564	7.880233108835697
BA3043	279.9617955205242	3.3214692717064564
BA3049	207.29493991144847	5.744367216003986
BA3051	339.437373835666	1.7632316934133028
BA3053	1161.117478118901	17.17856728332196
BA3064	813.2238767522448	11.426613287051367
BA3067	416.5995321039913	3.971068898516835
BA3068	474.1563883617963	1.7139153825785636
BA3070	339.9132421868665	3.9158628540420777
BA3071	652.5728820339826	6.690655920715455
BA3072	804.6387356265915	7.4441840132338255
BA3075	496.471499159355	1.2491121104239569
BA3076	81.37013601691021	0.3290035271849247
BA3077	292.37187434113434	5.451401359788114
BA2040	349.69960914059584	2.383892823099383
BA2160	744.3734083156284	11.539734945424426
BA2303	466.2822802294339	7.463308501706293
BA2353	1485.7038680484602	10.822900007551391
BA2516	1353.2147402109454	10.627818321365057
BA2590	1523.4713137308963	12.81367377381369
BA2647	870.3129289046745	2.9984253470233098
BA2891	336.83052028089986	5.174547962158221
BA2924	976.1428747898389	2.582705972752072
BA2971	505.3896184390491	1.5854315417505231
BA3036	1025.9031484995432	6.503188905241124
BA3059	510.4763178665455	1.0097287513996918
BA3073	1094.6638568578796	7.1990670043622735
BA3078	1754.591333246836	12.946903516316324
BA3079	431.9970312525341	1.3646973961989346
BA3083	725.7093890051196	6.697350327116042
BA3084	553.1452326505457	10.734268728262462
BA3085	822.0770439027555	9.610881378255511
BA3087	553.7281107921524	15.337301013841849
BA3089	1441.7981759894474	11.853567356438884
BA3094	666.3864393951682	6.801759993324186
BA3095	575.4273650237596	9.71028807970256
BA3098	810.2804664904285	9.236971538084326
BA3099	1440.7947842164162	13.090206837982374
BA3103	880.7006576493295	1.614517260987918
BA3108	1116.0425466409336	15.642078447811906
BA3109	464.4950264086886	0.7703861138349644
BA3110	814.3713610340745	3.447038366842655
BA3114	702.329696394687	3.5866801602643537
BA3116	597.8538407477687	2.3925144815207022
BA3117	2015.388904025906	16.890939743361592
BA3118	763.2028541386226	2.361970070571154
BA3119	1298.7989387869843	13.444196252475477
BA3123	1255.4020386318296	5.786639365500211
BA3124	477.8458167772209	4.336063938041852
BA3126	423.99651389091616	5.726977872095656
BA3128	1186.3903966439073	3.14903558564337
BA3130	233.4386967028333	4.532483798636333
BA3133	549.0701281780979	0.620446569891931
BA3135	1038.442520151154	2.5985889691786146
BA3136	540.940548824989	10.09440470147002
BA3137	660.0267584618628	4.858262733543676
BA3138	966.202120533904	2.6455798845607426
BA3139	855.8008563226781	13.370849088005434
BA3141	1774.3111473318304	12.648730844908464
BA3142	824.7571762975938	5.748017334281799
BA3145	528.4546986922699	1.520235981899007
BA3146	725.3649442903712	7.388156786803747
BA3149	298.5571157495256	0.8452928419011833
BA3152	363.9831249290453	6.9098235190799135
BA3153	811.3751225828076	1.861053482697555
BA3154	370.1775347745936	0.7157482917318699
BA3156	1109.895578098899	15.633443146582904
BA3157	2480.748065705467	13.717961630797872
BA3158	657.7132002897657	5.978434887400639
BA3162	714.675197727285	1.745220597852206
BA3163	195.51433178178908	4.119575633976791
BA3164	1008.312960530228	14.01369975533636
BA3167	840.9874422225464	4.106989071237717
BA3169	408.3182771371576	1.5403379036422693
BA3171	429.371459965293	2.64769875983621
BA3173	1274.2222589835494	4.618444181534551
BA3174	431.0928118090357	1.225304999204696
BA3175	460.6366413121633	3.1147708461274544
BA3176	1131.5578698973384	8.366915351712338
BA3177	1589.9558293733817	14.383280808732884
BA3178	594.9105526633041	11.04530380764288
BA3180	1006.5422133562552	2.389200429470613
BA3181	531.9213118387692	4.107804565570681
BA3182	860.6013371932727	10.283479445206073
BA3183	1452.5018110359665	7.707896290573495
BA3185	764.0343915730065	2.09814643431112
BA3186	751.7447561048131	4.930075069869157
BA3187	687.0293790579368	4.387623745119788
BA3189	1465.4198616584763	8.606060206799855
BA3190	1969.3769782189136	1.9054535072318075
BA3191	527.9830311336004	7.4800404045123
BA3192	1367.003965898463	4.391174582041212
BA3194	1394.377379349865	16.456396828308634
BA3195	1044.9377506392686	4.733956309124763
BA3197	548.1555041978191	7.0834163410671245
BA3199	2515.3221311298166	14.893885416518865
BA3200	786.0146374954724	11.172176168777597
BA3202	942.3249593192666	6.211854984162505
BA3203	211.4520743119415	0.462865535939629
BA3206	768.6578817907091	8.89350367937644
BA3207	610.2534317780048	6.236066454663524
BA3208	725.6962238548577	5.39436780732066
BA3210	579.371670802316	0.9254680142509302
BA3211	867.8536336949998	7.286440941111669
BA3212	418.7314906718132	13.90084344006516
BA3213	1182.0286665369206	7.2163041184393935
BA3214	1508.198917703282	3.061965510161289
BA3216	769.5851381523106	3.693837304190768
BA3217	1054.5839942263094	7.2290811027363695
BA3219	405.67563156500535	7.194942439126423
BA3221	323.3627515853322	5.875145536053527
BA3222	1299.7477518826663	15.028627502841532
BA3225	244.59199900528176	4.7234968814869145
BA3226	1198.9367643004266	9.573149417250905
BA3227	884.6789230552989	11.548100320860753
BA3228	1699.651916184174	13.031576053566567
BA3229	1457.6311814441797	11.257910854005528
BA3230	851.0669537293826	6.9361542225314
BA3232	989.3361274644952	11.728760604111896
BA3234	353.9220257113047	6.996621698419788
BA3235	256.3899841601929	4.965874758559991
BA3237	908.5652540586128	2.935763294187172
BA3240	1129.904696529839	9.34082336261989
BA3242	808.0003589635468	5.0475834925523335
BA3243	982.3038385853376	7.025342022991135
BA3245	188.99372408461596	1.3884219118686445
BA3249	732.8218429858848	1.585349419007639
BA3250	922.1440338528572	10.225006592347055
BA3251	645.5604391356763	4.144675295396382
BA3255	729.130756526487	9.698192129195943
BA3258	436.15525822129234	7.573466978596803
BA3260	597.834737832271	1.8081438700173231
BA3261	851.1264468014942	8.67655944921525
BA3264	1008.8646188445048	11.512219382915497
BA3266	1099.2911862015278	9.45808487627196
BA3268	1565.3190037139752	14.486433083951813
BA3269	341.6989571676479	0.5394015960252108
BA3270	1213.7520626888752	8.21347318798494
BA3271	1093.2358249944589	10.67642347488158
BA3273	347.9530317282689	0.1307225817365397
BA3275	1011.5882582699472	7.346829474213139
BA3277	877.9821772436572	2.502457281351905
BA3280	674.5001746163038	1.5952265048521377
BA3283	745.2731361196257	1.789056666616367
BA3285	967.122531449856	12.944153894934344
BA3286	731.4820710142343	10.443565640805431
BA3289	238.12410407780428	1.1660382190912415
BA3290	1029.9254361353037	4.807436548294259
BA3293	1413.0951307459843	15.613590739482175
BA3295	932.6427912659412	7.791904652993529
BA3296	427.8514069316726	3.925540541410126
BA3297	893.9208885428998	12.817903020225929
BA3299	589.9627729393385	2.069490887899604
BA3300	894.1925952956312	8.89918583362261
BA3302	2408.314099861064	16.954578670326512
BA3305	827.2210853241214	4.800360717676655
BA3306	1343.657339561135	4.929562999898404
BA3308	881.6234802164594	9.543242419641448
BA3310	815.2354946831226	3.181497384800524
BA3311	513.4871384009905	4.782832057077079
BA3312	1227.0888629397168	12.733872962967148
BA3315	839.5602734394004	5.186781523589535
BA3317	2034.9302745746768	13.922508639325905
BA3318	956.6193970061142	1.4807227965024126
BA3319	613.6266187147592	7.139020891930767
BA3322	564.6196105461761	6.904085618316202
BA3324	1384.1419514317995	7.495927604746196
BA3325	599.6057690956172	1.351274448198906
BA3326	640.3833479297427	6.7782810111651335
BA3328	721.98301437476	7.547825732369589
BA3329	2373.4512366402305	7.488910948293375
BA3332	2481.439829005769	6.25653214657412
BA3333	1599.7125945387806	5.692624350807811
BA3334	704.5871421852446	2.1330637647598447
BA3335	650.3192805051439	2.801851912072096
BA3339	627.5260683760683	5.922770442356887
BA3341	422.5509220065197	0.6608588373571984
BA3345	299.2258375365586	2.924949411938865
BA3347	368.3798085707952	3.616719109221729
BA3351	1142.5853141201335	8.614564853936525
BA3352	1011.6294566351494	5.280276120889902
BA3353	1104.532697848922	13.472213887054126
BA3357	1505.841683020051	10.146071922479312
BA3362	501.1598058136958	11.357770474075744
BA3367	538.5840307173326	1.8547931723671427
BA3369	1467.3830489736558	11.977269448540548
BA3371	1016.7981003043622	1.575778728882254
BA3373	1411.153177151754	16.32544589028262
BA3374	415.1038426398958	4.875487867921422
BA3375	543.9294977213383	4.179687728436753
BA3376	834.0129202549506	9.478785062539664
BA3379	1383.461035426026	10.754390475523389
BA3380	995.8626148115712	3.250882412402792
BA3381	1166.9602177568024	12.256402214427588
BA3384	616.6284097482389	10.406444775902456
