#Boxplots d'expressions du gène WT1 en fonction de la feature analysisRnaSeq
#Résultat du test statistique Mann-Whitney : U = 2527.000, p-value = 0.04929
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       y        0.001952
BA2496       y        0.000000
BA3037       y        0.020309
BA2865       y        0.013612
BA2751       y        0.000348
BA2055       n        0.004872
BA2286       y        0.002221
BA2488       y        0.041800
BA3379       y        0.008609
BA2887       y        0.015601
BA2712       y        0.000000
BA2068       y        0.014487
BA2104       y        0.000000
BA3124       y        0.000386
BA2449       y        0.000020
BA2235       y        0.010252
BA3038       y        0.005231
BA3006       y        0.003784
BA2667       y        0.002397
BA2239       y        0.001648
BA2782       y        0.002824
BA2649       y        0.039959
BA2861       y        0.000158
BA2134       y        0.000000
BA2909       y        0.000914
BA2653       y        0.014666
BA2947       y        0.003948
BA2162       y        0.000000
BA2564       y        0.000492
BA3043       n        0.000139
BA2597       y        0.021592
BA3243       y        0.005694
BA2446       y        0.001384
BA2525       y        0.000000
BA2876       y        0.000000
BA2357       y        0.000028
BA2546       y        0.000000
BA2742       y        0.000022
BA2316       y        0.000032
BA2087       y        0.000000
BA2148       y        0.052459
BA3178       y        0.000000
BA2072       y        0.007017
BA2733       y        0.007888
BA2995       y        0.000000
BA2069       y        0.000000
BA2681       y        0.000000
BA2832       y        0.012076
BA2600       y        0.001647
BA3230       y        0.000000
BA2731       y        0.000000
BA2294       y        0.007120
BA2816       y        0.001001
BA2814       y        0.000000
BA2631       y        0.009770
BA2023       y        0.000000
BA2375       y        0.008872
BA2485       y        0.021063
BA2455       y        0.000000
BA2636       y        0.000000
BA2325       y        0.000031
BA2156       y        0.001673
BA2511       y        0.002855
BA2505       y        0.004084
BA2871       y        0.000020
BA2227       y        0.031707
BA2812       y        0.000000
BA2125       y        0.014556
BA2603       y        0.010675
BA2808       y        0.008536
BA2482       y        0.004665
BA2594       y        0.000031
BA2747       y        0.022297
BA2561       y        0.000000
BA2567       y        0.000000
BA2906       y        0.000398
BA2956       y        0.002663
BA2474       y        0.013394
BA2737       y        0.000000
BA2006       n        0.005185
BA2110       y        0.000118
BA2915       n        0.000000
BA2992       y        0.012561
BA2220       y        0.011438
BA2063       y        0.000000
BA2772       y        0.014961
BA2935       y        0.003084
BA2260       y        0.001408
BA2948       y        0.000224
BA3296       y        0.000000
BA2524       y        0.022551
BA2811       y        0.029235
BA2540       y        0.000000
BA2928       y        0.000000
BA2302       y        0.001363
BA2651       y        0.015391
BA2619       y        0.016980
BA3013       y        0.007546
BA2405       y        0.000622
BA2856       y        0.000472
BA2377       y        0.000000
BA2499       y        0.002472
BA2350       n        0.000000
BA3023       y        0.017066
BA2095       y        0.019025
BA2275       y        0.006100
BA2901       y        0.000038
BA2387       y        0.031223
BA2962       y        0.001523
BA2195       y        0.005682
BA2688       y        0.002383
BA2420       y        0.008216
BA2053       y        0.018648
BA2081       y        0.000619
BA2354       y        0.000341
BA3273       y        0.000000
BA2893       y        0.007931
BA2044       y        0.004764
BA2489       y        0.000000
BA2908       y        0.004142
BA2054       y        0.000212
BA2872       y        0.000000
BA2041       y        0.014065
BA2464       y        0.014483
BA2902       y        0.011647
BA2541       y        0.010132
BA2843       y        0.003864
BA2497       y        0.000000
BA2718       y        0.007062
BA2575       y        0.002240
BA2593       y        0.003454
BA2791       y        0.018404
BA2620       y        0.002332
BA2629       y        0.005077
BA2870       y        0.000598
BA2682       y        0.004764
BA2276       y        0.000000
BA2709       y        0.001186
BA2789       y        0.010787
BA2538       y        0.000360
BA2583       y        0.000026
BA2806       y        0.019115
BA2441       y        0.000000
BA2514       y        0.000000
BA2520       y        0.002535
BA2479       y        0.000056
BA2281       y        0.020270
BA2932       y        0.014126
BA2123       y        0.008620
BA2844       y        0.000109
BA2660       y        0.001908
BA2836       y        0.014910
BA2714       y        0.007417
BA2440       y        0.000281
BA2036       y        0.017071
BA2828       y        0.002967
BA2952       y        0.000000
BA2410       y        0.013123
BA2139       y        0.000000
BA2051       y        0.004425
BA2532       y        0.005694
BA2494       y        0.005451
BA2748       y        0.001425
BA2622       y        0.000000
BA2970       y        0.000046
BA2839       y        0.007699
BA2868       y        0.004362
BA3011       y        0.007566
