#Boxplots d'expressions du gène TP53 en fonction de la feature isTransformed
#Résultat du test statistique ANOVA : F = 3.207, p-value = 0.04138
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409   FALSE        0.924395
BA2496    TRUE        0.817016
BA3037   FALSE        0.110256
BA2865   FALSE        1.378777
BA2751   FALSE        1.277687
BA2055   FALSE        1.410045
BA2286   FALSE        1.388647
BA2488    TRUE        0.821818
BA3379   FALSE        1.095070
BA2887   FALSE        1.229892
BA2712   FALSE        0.530862
BA2068   FALSE        0.466843
BA2104   FALSE        0.767203
BA3124   FALSE        0.513556
BA2449   FALSE        0.415255
BA2235   FALSE        1.488575
BA3038   FALSE        0.819647
BA3006   FALSE        1.511754
BA2667    TRUE        1.024203
BA2239   FALSE        1.039001
BA2782   FALSE        0.557798
BA2649   FALSE        1.659243
BA2861   FALSE        1.379496
BA2134    TRUE        0.866552
BA2909   FALSE        0.604154
BA2653   FALSE        0.946772
BA2947   FALSE        1.705729
BA2162   FALSE        0.506998
BA2564   FALSE        0.723026
BA3043   FALSE        0.508664
BA2597    TRUE        0.290612
BA3243   FALSE        0.786763
BA2446   FALSE        1.588458
BA2525   FALSE        0.277348
BA2876   FALSE        0.272009
BA2357   FALSE        0.356625
BA2546   FALSE        0.821463
BA2742   FALSE        1.189252
BA2316   FALSE        1.278619
BA2087   FALSE        0.870409
BA2148   FALSE        0.068926
BA3178   FALSE        1.541276
BA2072   FALSE        1.209184
BA2733   FALSE        0.219820
BA2995   FALSE        0.367250
BA2069   FALSE        2.228146
BA2681    TRUE        0.895551
BA2832    TRUE        0.861266
BA2600   FALSE        0.256159
BA3230   FALSE        0.854638
BA2731   FALSE        0.303392
BA2294   FALSE        1.535291
BA2816   FALSE        0.697793
BA2814   FALSE        0.963938
BA2631   FALSE        1.348781
BA2023   FALSE        1.037062
BA2375    TRUE        0.935787
BA2485   FALSE        1.556033
BA2455   FALSE        0.492912
BA2636    TRUE        0.342539
BA2325   FALSE        0.826410
BA2156   FALSE        1.605749
BA2511   FALSE        0.202989
BA2505   FALSE        0.649239
BA2871   FALSE        0.122092
BA2227   FALSE        0.699361
BA2812   FALSE        0.737606
BA2125   FALSE        1.353582
BA2603   FALSE        1.241553
BA2808   FALSE        0.004798
BA2482   FALSE        0.795819
BA2594   FALSE        0.787961
BA2747   FALSE        1.412105
BA2561   FALSE        1.208663
BA2567   FALSE        0.216861
BA2906   FALSE        1.245342
BA2956   FALSE        0.129844
BA2474   FALSE        1.234912
BA2737   FALSE        0.306478
BA2006   FALSE        0.908865
BA2110   FALSE        0.377436
BA2915   FALSE        0.417164
BA2992   FALSE        0.474434
BA2220   FALSE        2.260026
BA2063   FALSE        0.244238
BA2772   FALSE        0.452162
BA2935   FALSE        0.393603
BA2260   FALSE        0.670160
BA2948    TRUE        0.124391
BA3296   FALSE        0.341154
BA2524   FALSE        0.242949
BA2811   FALSE        1.323942
BA2540   FALSE        0.347785
BA2928   FALSE        1.962040
BA2302   FALSE        0.096331
BA2651   FALSE        0.264654
BA2619   FALSE        0.930991
BA3013   FALSE        1.712808
BA2405   FALSE        0.204557
BA2856   FALSE        0.183839
BA2377   FALSE        0.846351
BA2499    TRUE        0.442940
BA2350   FALSE        0.114714
BA3023   FALSE        0.511780
BA2095   FALSE        1.683411
BA2275   FALSE        0.766026
BA2901   FALSE        0.665689
BA2387   FALSE        1.955756
BA2962   FALSE        1.601454
BA2195    TRUE        0.487131
BA2688   FALSE        0.565719
BA2420   FALSE        1.630009
BA2053   FALSE        0.335283
BA2081   FALSE        1.563784
BA2354   FALSE        1.164769
BA3273   FALSE        0.011669
BA2893   FALSE        1.099684
BA2044   FALSE        1.902981
BA2489    TRUE        0.264869
BA2908   FALSE        1.254052
BA2054   FALSE        0.374041
BA2872   FALSE        0.536737
BA2041   FALSE        0.580931
BA2464   FALSE        1.224444
BA2902    TRUE        0.323868
BA2541   FALSE        1.559192
BA2843   FALSE        0.255624
BA2497   FALSE        1.092527
BA2718   FALSE        1.755714
BA2575   FALSE        0.911198
BA2593   FALSE        3.094352
BA2791   FALSE        0.541902
BA2620   FALSE        1.350737
BA2629   FALSE        1.967340
BA2870    TRUE        2.721485
BA2682   FALSE        0.676958
BA2276   FALSE        0.811795
BA2709   FALSE        0.777906
BA2789   FALSE        1.703697
BA2538   FALSE        0.205591
BA2583    TRUE        0.708932
BA2806   FALSE        0.547903
BA2441    TRUE        1.881934
BA2514   FALSE        0.235062
BA2520   FALSE        0.537103
BA2479   FALSE        0.258982
BA2281   FALSE        1.214629
BA2932   FALSE        1.651543
BA2123   FALSE        0.904074
BA2844   FALSE        0.732441
BA2660   FALSE        1.214576
BA2836   FALSE        0.202363
BA2714   FALSE        1.008245
BA2440   FALSE        0.043918
BA2036   FALSE        0.997633
BA2828   FALSE        0.574792
BA2952   FALSE        1.633883
BA2410   FALSE        0.225639
BA2139   FALSE        0.662380
BA2051   FALSE        0.081981
BA2532   FALSE        0.266922
BA2494    TRUE        0.212407
BA2748   FALSE        1.686845
BA2622   FALSE        0.875970
BA2970    TRUE        0.350533
BA2839    TRUE        0.183898
BA2868   FALSE        1.562600
BA3011   FALSE        0.370206
BA2052   FALSE        0.482873
BA2510   FALSE        0.698917
BA2691   FALSE        0.620728
BA2374   FALSE        0.889616
BA2804    TRUE        0.547740
BA2675   FALSE        1.191624
BA2031   FALSE        1.292623
BA2198   FALSE        1.263923
BA2066   FALSE        1.697506
BA2344   FALSE        1.499645
BA2459   FALSE        0.255819
BA2229    TRUE        0.257394
BA2559   FALSE        0.308553
BA2093   FALSE        0.373947
BA2000   FALSE        1.110949
BA2425   FALSE        0.502347
BA2905    TRUE        0.285272
BA2304   FALSE        0.623753
BA2976    TRUE        0.945308
BA2386   FALSE        0.284184
BA2035   FALSE        0.915907
BA2760   FALSE        0.319081
BA2201   FALSE        0.961737
BA2355   FALSE        0.109109
