	TP53	SRSF2
BA2286	11.249733388572938	6.7743114544895136
BA2288	1.5644231707720302	9.746257016854276
BA2292	10.644237576834568	10.979030068640542
BA2294	11.157872521890058	9.96181839846229
BA2296	10.023958938840376	12.911623781720358
BA2300	1.6955819878184366	18.75620070168782
BA2301	2.229672369244879	10.356558085101655
BA2302	0.6932662065840063	7.71625786338462
BA2304	3.849626748040035	5.045093600102256
BA2306	6.697941474122493	7.478498911939351
BA2308	3.677477685235941	8.936134174381431
BA2309	8.962593496512927	8.067967717536426
BA2311	3.5025002559226284	7.467929705715504
BA2312	3.0700888860446485	9.207036717457903
BA2316	7.202894985944553	5.365016032852368
BA2322	6.2764298965956735	15.15802832310161
BA2325	4.822445763466188	4.8474309463330005
BA2329	7.235013429596921	6.004385112888205
BA2334	3.249828856829626	6.772033452636415
BA2339	1.095189681755157	6.578395846076763
BA2344	10.545453432640215	9.95222373294122
BA2347	0.9072281655795223	6.260648827958406
BA2348	0.8143839692703658	3.192767626297295
BA2350	0.7462283897940213	3.1993092687479128
BA2354	10.335238887324664	9.094720981645125
BA2355	1.258867188875383	15.09480010980398
BA2357	2.291165983872064	7.213802053964256
BA2360	14.675759799697069	8.585844864296938
BA2361	1.167600081701121	9.20178308725799
BA2363	2.766269235045573	2.263679932155521
BA2369	2.387320153824702	13.61743356901646
BA2374	8.164556113260431	15.020254776469203
BA2375	7.940083027628458	9.747926186355707
BA2376	8.116006090143474	7.187031120506286
BA2377	12.041644274602982	8.048909750072964
BA2379	1.1509691842235488	8.33738191225857
BA2385	0.681149692338905	6.499132998687305
BA2386	2.6711101841054568	7.607945839191167
BA2387	13.36294284562111	8.404643286708874
BA2394	7.151426861425691	13.111254023792643
BA2399	7.515970289289149	11.441423685644317
BA2400	14.966263952234096	19.22387339569088
BA2402	3.0127964728922945	7.8286036188920285
BA2405	0.9955951337152702	3.3746840174856048
BA2406	1.1467166727417792	15.100351324920654
BA2409	6.055486893216831	5.335638013516848
BA2410	2.186392637290706	12.248821025695852
BA2412	3.3164095860181617	5.050385275136611
BA2413	2.1527530898910414	9.779487361630606
BA2414	12.21088799299077	16.52048756287578
BA2415	5.46005805550539	5.784375608737815
BA2417	5.606385423972662	12.604578445954084
BA2418	2.8365955946333994	5.852862551853996
BA2420	9.7627346628719	6.673973364609146
BA2421	4.069696393368326	5.350942554128971
BA2423	3.0012558965833844	6.000412384804274
BA2425	3.610916843715792	8.608777895241822
BA2426	3.347107776277044	11.693868661328034
BA2427	0.9531986678113124	6.0037188350709
BA2429	5.360456181536138	6.176043605283289
BA2440	0.3890022962627702	12.648194603753424
BA2441	18.42361105107856	20.145754270094866
BA2442	6.584497315619637	8.743968100207633
BA2446	11.409444008745888	9.845302131772312
BA2449	3.80827141842354	6.396285146525121
BA2450	10.065909969438254	6.603321031922046
BA2452	5.530275985380949	13.516954483145255
BA2454	10.050518164012724	17.26327461462944
BA2455	3.1121744505969904	3.910528036418665
BA2456	1.6428057595187853	5.467941329607662
BA2459	1.543457558391838	4.261218993214063
BA2461	5.403871373243879	15.069173557393931
BA2463	8.73877302546214	14.677596729226243
BA2464	8.795399588261915	6.196766107099562
BA2469	0.6783650249201878	4.177583132499608
BA2470	4.3799458895372405	13.4406643279588
BA2472	2.1751704872630646	7.002969939252052
BA2473	2.4974969498687978	17.61282028367346
BA2474	8.824354902331613	5.556900559206135
BA2477	13.0100604910201	12.952167723166772
BA2479	1.6879410996094202	5.270956797053147
BA2480	8.914291103675762	5.221559208280936
BA2481	3.5824961331954244	7.431470700183258
BA2482	5.745200177130098	6.062584079756848
BA2483	9.532002704875625	6.914749760947312
BA2485	10.549274104541334	5.92992856005121
BA2488	5.119187395997415	6.481372505584559
BA2489	1.576730183123915	9.890896292322566
BA2492	0.7560373527616385	4.708722659288666
BA2494	1.9405529221398583	8.267202187631659
BA2496	4.463650362966122	4.413315151161343
BA2497	5.932011621118124	5.6879551902635646
BA2499	2.996071186805651	5.54190921730581
BA2500	5.861087395060059	14.28248502325956
BA2501	8.949284639035302	16.016290495131866
BA2502	5.686504998961241	7.52303870478604
BA2505	4.5189515064933135	6.363570620678172
BA2507	4.839717675513401	14.380739159403634
BA2510	5.46555046211878	6.760117532121623
BA2511	1.1116019317013208	4.86640459517794
BA2512	10.517161738602296	13.280997866271184
BA2514	1.9634369918916956	9.460769184449832
BA2515	1.615690067255877	5.895622525195992
BA2520	2.51778563174698	6.589913506704133
BA2521	11.11311782864978	11.10073495038827
BA2523	6.098556005727347	7.517763687149729
BA2524	1.52524176832439	7.462607636373677
BA2525	1.888076254105876	5.466561367386181
BA2526	3.2087293851976453	10.293552526172045
BA2528	7.548639046922788	11.796546906297598
BA2532	1.9914537182600571	6.487964395018982
BA2534	9.57321887934449	8.459329444596433
BA2538	1.5214642581164688	5.394325127202471
BA2539	6.012218947914058	13.783379949387552
BA2540	2.2482159791740277	6.093821057751978
BA2541	8.692955829679391	6.246426454135313
BA2545	7.0633946742203335	9.589714367788345
BA2546	4.977026327941901	5.728219614595158
BA2552	4.149195380461685	8.667823095211054
BA2559	2.4786792235044146	7.604231628237052
BA2561	8.46577337938879	12.142850342500884
BA2563	11.652628721923412	13.960567292486948
BA2564	4.791695002892021	5.953373950181264
BA2567	1.6523062574270515	8.164090806058189
BA2570	4.091735243206291	6.277968963291617
BA2575	4.338621713171871	4.186598620862128
BA2577	10.208037457549151	10.481296272317712
BA2579	6.236898298765786	5.799583556593004
BA2583	4.886379630844223	8.349535248523072
BA2584	9.35508285123087	12.988321421755929
BA2587	10.75551499738243	12.222007272590782
BA2588	5.180639119079832	11.31051983183879
BA2589	1.3416845480035298	7.947375643295165
BA2592	7.384147426888736	19.474247117780276
BA2593	13.520968482333284	7.240328390009368
BA2594	4.559297622718212	6.987211126676434
BA2595	2.448714178352799	6.30470399812333
BA2597	1.81980166926654	5.527468741435484
BA2600	2.2708074242840905	9.43693165628052
BA2603	9.213470251939729	8.031131002770422
BA2618	8.85997814208934	10.28489543340043
BA2619	4.32348153570115	5.095602446073737
BA2620	10.991726235668184	5.724776990730876
BA2621	2.250272436274354	8.52635196353477
BA2622	8.279316076737258	6.808239994869905
BA2623	16.349187994660635	14.54918465607203
BA2629	12.958719320292875	6.440224123048128
BA2631	9.4133371402126	7.706720301683648
BA2634	3.5502326838084044	5.409271388395974
BA2636	2.457739521380015	7.23942408699101
BA2639	10.530206791972605	11.290559861343022
BA2644	6.793029152705679	12.120313967421524
BA2645	1.1792481282202347	6.565985109356736
BA2646	6.442519963949149	9.601665809212935
BA2649	11.0312309092846	11.37103738461929
BA2651	1.3737364269979266	4.392191881902992
BA2653	6.345179971602858	6.189312757173702
BA2655	20.96763339572215	24.78280962468196
BA2656	3.882758283230144	10.496625191157923
BA2657	8.997242795371793	8.718577880236095
BA2658	7.635953205240423	14.996474160764116
BA2659	4.420720427240695	6.834352080947908
BA2660	5.553156184494063	4.155803626710925
BA2662	16.380512971075806	15.49520119417077
BA2663	1.6874490601625545	8.012704999972765
BA2667	7.375836629976075	5.179103667139669
BA2670	1.7089067336806978	4.824542357103383
BA2674	8.096401596218259	10.722448805074542
BA2675	7.510632491447894	7.4338882407337
BA2676	4.938100172481931	6.708243469362233
BA2677	6.813226622016171	10.056471670609511
BA2681	4.888441883217966	6.4486065719395
BA2682	5.5291812260232405	8.86880632720628
BA2685	4.841816713634703	12.088413277456349
BA2688	3.3057354192928567	5.633587562322815
BA2691	5.944463441089175	6.076648196548933
BA2694	2.7147624469317817	5.467132033760421
BA2695	1.5176840766876218	9.713575137631638
BA2697	2.018307619128485	10.360787444122687
BA2701	1.3808038497058877	4.731877278883458
BA2704	8.32999480837688	8.317276075620878
BA2705	4.259849413248374	6.022822272948734
BA2707	4.800422792896705	10.73198616991751
BA2709	4.447499278912186	5.070893089865122
BA2712	3.452607571935762	7.203846810873546
BA2714	8.097427866739112	6.004340183355022
BA2715	1.084897471335352	4.669863887178434
BA2718	13.438720293522795	9.106236307301485
BA2720	2.126248644897054	4.530534686570339
BA2721	15.787354104984486	5.481999785025814
BA2722	2.188754133921306	5.718629066779601
BA2723	0.5633384124523837	8.777930020899095
BA2724	1.1961910994941276	6.865747442702639
BA2726	4.333617991126465	5.46525282121478
BA2727	7.230591375607429	6.406590161494626
BA2728	8.996329947856347	6.114653167335468
BA2731	1.601089856904368	4.682356977360299
BA2733	1.1585330566130023	5.681767858992853
BA2735	1.263867721714608	3.99910963692798
BA2737	2.0653822514544045	8.293808493246203
BA2742	9.678278326940282	7.233564878780263
BA2744	4.734579735281033	3.3238434758887325
BA2746	3.995552656725704	9.638528377831507
BA2747	9.160304127807583	8.563268577013341
BA2748	13.478797598887512	8.95066179938992
BA2751	8.462510783740354	6.898398048565869
BA2756	1.6768447444688832	4.073384222163363
BA2758	5.347418890410429	5.67761271728232
BA2760	2.6734409108996613	6.513254477440419
BA2762	3.0132144773948384	9.329141237805674
BA2764	5.617028310732295	4.943143749486105
BA2765	2.913210030212973	7.350530098909075
BA2769	2.464771423555399	9.702788896930844
BA2772	2.2916259464404907	4.159127448986021
BA2775	8.33741402688843	13.77659622773193
BA2776	15.98730941625499	16.371407361151164
BA2778	8.015673769100099	3.520166182953617
BA2782	4.944411112298356	8.397264195881215
BA2786	7.700001801995604	16.45774351342842
BA2787	1.4164680780800984	7.389194116949242
BA2789	14.612672846175265	6.449575456643765
BA2791	3.3919906510404627	10.11462229560986
BA2792	7.301402310951574	10.24030708858268
BA2798	2.136213236439552	10.398857204628076
BA2801	1.110711760941699	8.674430343301829
BA2802	4.580645152204441	8.138700967825729
BA2804	3.127325598072549	5.820780505318683
BA2806	4.024601626224349	8.730563476229827
BA2808	0.0321583178726035	6.251134290030116
BA2809	6.164149019320038	11.545778835437822
BA2811	7.522919876960658	6.428374807884683
BA2812	5.528950800554404	11.802928834815026
BA2813	3.881314118270907	10.855132806266033
BA2814	6.190085264571876	6.36973865898262
BA2816	5.198553326221446	7.447682610994238
BA2817	1.2702122337805408	5.033826240082924
BA2820	16.186352260260932	4.432341785701983
BA2821	15.615860025942858	17.987850850995763
BA2822	6.592838490668989	7.391770931926661
BA2824	13.756066773353558	10.14592250436246
BA2828	4.203149608931455	5.58623574127537
BA2829	10.378580226330731	12.60706256807866
BA2830	2.4970982145303755	11.597514503817472
BA2832	6.751948482659534	9.478322894438538
BA2836	1.2971688750228962	4.542946151205929
BA2837	5.085304327451365	10.187887408517986
BA2839	1.4896625537205594	7.19713648555592
BA2840	8.969869965243106	19.35628427491396
BA2841	5.448407400318256	15.51985513764779
BA2842	1.135910655267999	5.670142492268048
BA2843	1.7878220168931778	7.2737096187365635
BA2844	6.073471914163233	8.040064000954159
BA2846	3.906472505045551	9.099985146464729
BA2850	3.2806599123577205	17.256494458123818
BA2851	10.478957851926648	16.919319842135923
BA2852	1.7629710451041474	9.3557024608083
BA2855	2.3722636347667003	6.770871996630884
BA2856	1.2708749021930474	5.709638559319097
BA2858	4.608981256768276	8.75621358698366
BA2860	3.565933863817373	4.831655206211666
BA2861	7.923136275322277	6.545294633285072
BA2865	8.624366262454235	6.063684890259434
BA2866	8.366138308755593	18.217765780052407
BA2867	3.33857517726818	12.768944059804822
BA2868	13.018722412787383	8.926632811025167
BA2870	24.274332237480408	10.691233978534347
BA2871	1.1133244383261105	7.871446025382816
BA2872	3.8164708275390784	8.38478074500445
BA2876	1.859183571717017	7.570218934013556
BA2879	0.575070640946413	9.744493994658372
BA2880	3.5156026952167894	9.872966868748064
BA2882	5.07628512149973	6.41113793113961
BA2883	1.4333433869769687	6.339850205079362
BA2885	9.136538431090091	8.479900578500331
BA2887	8.464919129119613	6.56007403071066
BA2889	0.0680457763349801	0.0743460508001554
BA2893	8.04047064975798	9.638332415462768
BA2901	3.1986274697820662	4.034005532164386
BA2902	2.5259150245335555	15.714779390715256
BA2903	0.268511764252472	4.984318248699775
BA2904	7.067304677141686	9.63024104045493
BA2905	1.8895330543500517	6.684914909844287
BA2906	8.908715478396855	8.651578361770243
BA2908	9.043472851679276	4.877579593737762
BA2909	3.645192582703174	4.683284513195718
BA2910	5.533673432065147	5.541838286981467
BA2911	7.35601010438844	8.54856069642697
BA2914	8.315020190566022	10.502107696154695
BA2915	2.164371517675939	5.792362572827192
BA2921	2.0954264332452808	6.633073234286286
BA2922	10.62765705375156	6.310571185556978
BA2923	4.466900161142507	2.294485920644868
BA2926	7.629097223448881	9.80998462588298
BA2928	12.62873294899734	8.69165244131062
BA2930	6.154426145694959	6.252578532514452
BA2932	12.130844731127125	6.808563590999973
BA2934	1.3562957851481563	14.067268493090149
BA2935	2.653105174408604	6.875732347003628
BA2937	7.498193237452195	7.428246049513387
BA2939	2.2079754294917957	5.666911542612318
BA2944	20.71466634512917	20.17810691378028
BA2947	11.442166833647804	8.752448133917666
BA2948	1.1082148986684204	7.658120790846421
BA2950	9.632561714139898	19.80803348470678
BA2951	5.951188238147757	6.545344557830107
BA2952	14.544101644140271	8.122364399174007
BA2953	1.3781259502585508	4.165527594363746
BA2955	3.5779808539522246	4.168310746794686
BA2956	0.6412839524065527	4.412213468284358
BA2962	11.974556452354564	9.62254626815916
BA2970	2.76728539524176	6.82563548808512
BA2972	8.19807025798213	17.133302447360474
BA2976	7.68942255194602	12.0314205734361
BA2978	6.41703002223666	8.401967136321247
BA2981	0.652906061240974	9.995182026586264
BA2984	4.235287245520808	11.464907345876346
BA2986	8.162509590569805	7.101684957297008
BA2989	3.1500995548410207	8.795973499008968
BA2992	4.418766081231521	8.387360095873753
BA2993	2.212900676301756	6.548091996647044
BA2994	4.952266231396034	7.491587589060391
BA2995	2.99340604018802	8.042978259588315
BA2999	6.3906852737137685	9.237287592470466
BA3001	10.39880202445873	10.635474927702829
BA3002	7.336794699784175	7.433066834918997
BA3004	14.116715846979064	20.01524371362463
BA3006	8.252270837306234	7.887406418836374
BA3008	4.2866496857377365	1.151764051617996
BA3009	4.436179966926807	12.70675816021341
BA3010	6.1059405634669295	9.93501421886932
BA3011	2.784057131540242	7.312469312344717
BA3013	12.586256499724248	11.241296352717962
BA3023	3.248181807296057	7.669966584671925
BA3025	11.795087855677894	8.224723862040195
BA3027	1.8190710835196224	6.313814037982007
BA3029	0.8763687576046825	4.863085291612342
BA3030	6.732151955359885	8.996704918882624
BA3037	0.7406337561266323	3.560208607567682
BA3038	9.220468526123	8.525039525459805
BA3040	10.131509852482283	10.184133637125449
BA3042	7.880233108835697	6.628816802916966
BA3043	3.3214692717064564	5.7347037555727605
BA3049	5.744367216003986	7.709952901890861
BA3051	1.7632316934133028	8.028488614097542
BA3053	17.17856728332196	8.260392006415247
BA3064	11.426613287051367	13.723563278917382
BA3067	3.971068898516835	5.767707151808671
BA3068	1.7139153825785636	12.05725770114568
BA3070	3.9158628540420777	5.203023149659262
BA3071	6.690655920715455	8.508481104196106
BA3072	7.4441840132338255	8.130820553657012
BA3075	1.2491121104239569	9.685638937249172
BA3076	0.3290035271849247	3.173670483067415
BA3077	5.451401359788114	7.063930513550272
BA2040	2.383892823099383	10.69440493109387
BA2160	11.539734945424426	9.003634380250459
BA2303	7.463308501706293	7.191323495844114
BA2353	10.822900007551391	9.207538455055904
BA2516	10.627818321365057	8.722662105679474
BA2590	12.81367377381369	11.772384644006344
BA2647	2.9984253470233098	8.294039752405034
BA2891	5.174547962158221	4.544684365430045
BA2924	2.582705972752072	9.270804624805091
BA2971	1.5854315417505231	8.612476462145901
BA3036	6.503188905241124	7.951047772735664
BA3059	1.0097287513996918	8.459143755460484
BA3073	7.1990670043622735	9.331302161300306
BA3078	12.946903516316324	8.821603164846612
BA3079	1.3646973961989346	10.919607123689367
BA3083	6.697350327116042	9.763607559675624
BA3084	10.734268728262462	11.07619193781452
BA3085	9.610881378255511	8.58611905302023
BA3087	15.337301013841849	12.656354684321892
BA3089	11.853567356438884	8.311153394764238
BA3094	6.801759993324186	8.867397625461617
BA3095	9.71028807970256	11.147013913607896
BA3098	9.236971538084326	8.80564141769492
BA3099	13.090206837982374	12.18830630974656
BA3103	1.614517260987918	7.932405121638664
BA3108	15.642078447811906	8.466121616741022
BA3109	0.7703861138349644	6.114691826723875
BA3110	3.447038366842655	10.458380976102182
BA3114	3.5866801602643537	7.885945321817231
BA3116	2.3925144815207022	8.529886045216243
BA3117	16.890939743361592	13.165547408646669
BA3118	2.361970070571154	9.52900286393184
BA3119	13.444196252475477	9.320060173536255
BA3123	5.786639365500211	6.819402436917767
BA3124	4.336063938041852	6.529968711843278
BA3126	5.726977872095656	6.418101039293884
BA3128	3.14903558564337	11.407179138617158
BA3130	4.532483798636333	4.088463993581992
BA3133	0.620446569891931	10.193558105999386
BA3135	2.5985889691786146	9.345978385551664
BA3136	10.09440470147002	8.021824222051386
BA3137	4.858262733543676	8.260497748162454
BA3138	2.6455798845607426	11.566433343215182
BA3139	13.370849088005434	12.880608873792047
BA3141	12.648730844908464	10.923457287374118
BA3142	5.748017334281799	8.168811611319903
BA3145	1.520235981899007	7.6347702394397565
BA3146	7.388156786803747	9.655032618034785
BA3149	0.8452928419011833	7.564425393661298
BA3152	6.9098235190799135	9.920754637698122
BA3153	1.861053482697555	14.526215454406378
BA3154	0.7157482917318699	10.846861583232888
BA3156	15.633443146582904	9.927326320381322
BA3157	13.717961630797872	13.063054618752696
BA3158	5.978434887400639	10.693974685916867
BA3162	1.745220597852206	4.851054301599011
BA3163	4.119575633976791	6.930830142035739
BA3164	14.01369975533636	9.342014435147782
BA3167	4.106989071237717	5.302001846889388
BA3169	1.5403379036422693	7.799940669931466
BA3171	2.64769875983621	9.091666968041642
BA3173	4.618444181534551	17.095760583401017
BA3174	1.225304999204696	6.793822708728306
BA3175	3.1147708461274544	5.00744272661695
BA3176	8.366915351712338	8.478663478887432
BA3177	14.383280808732884	15.535892919889813
BA3178	11.04530380764288	7.811829033638568
BA3180	2.389200429470613	8.895337557218458
BA3181	4.107804565570681	4.422815895727106
BA3182	10.283479445206073	9.852922154156422
BA3183	7.707896290573495	10.844757813732675
BA3185	2.09814643431112	8.111352392123562
BA3186	4.930075069869157	13.488830775472104
BA3187	4.387623745119788	10.898121425348023
BA3189	8.606060206799855	9.78367671917606
BA3190	1.9054535072318075	8.457118252608119
BA3191	7.4800404045123	6.82073962029973
BA3192	4.391174582041212	7.644962953547431
BA3194	16.456396828308634	15.578974834950255
BA3195	4.733956309124763	7.656353683530695
BA3197	7.0834163410671245	5.8496987295057785
BA3199	14.893885416518865	17.319011707488368
BA3200	11.172176168777597	9.219105547330877
BA3202	6.211854984162505	14.131055396645657
BA3203	0.462865535939629	13.334514162165004
BA3206	8.89350367937644	8.615426237956427
BA3207	6.236066454663524	5.550590901362075
BA3208	5.39436780732066	8.862523887706992
BA3210	0.9254680142509302	9.405140894830891
BA3211	7.286440941111669	8.211004457284288
BA3212	13.90084344006516	9.898038724342744
BA3213	7.2163041184393935	13.517700773179085
BA3214	3.061965510161289	9.10206025949245
BA3216	3.693837304190768	10.525741125088398
BA3217	7.2290811027363695	9.944442255261963
BA3219	7.194942439126423	7.506296933894308
BA3221	5.875145536053527	7.195100213258784
BA3222	15.028627502841532	11.188259066181317
BA3225	4.7234968814869145	5.8561021391687165
BA3226	9.573149417250905	10.060113918821658
BA3227	11.548100320860753	7.686237312566234
BA3228	13.031576053566567	9.760905981324214
BA3229	11.257910854005528	9.545261414210527
BA3230	6.9361542225314	8.213683806876675
BA3232	11.728760604111896	9.652088286441485
BA3234	6.996621698419788	6.848903752017485
BA3235	4.965874758559991	5.569652226288433
BA3237	2.935763294187172	9.936101859579024
BA3240	9.34082336261989	8.185381995795078
BA3242	5.0475834925523335	7.604050682616766
BA3243	7.025342022991135	9.101669593295048
BA3245	1.3884219118686445	10.050032440893732
BA3249	1.585349419007639	6.20004108032068
BA3250	10.225006592347055	13.405323391789926
BA3251	4.144675295396382	8.523607381203018
BA3255	9.698192129195943	10.599715894329504
BA3258	7.573466978596803	8.533098056657375
BA3260	1.8081438700173231	8.022998558022062
BA3261	8.67655944921525	9.596048646531807
BA3264	11.512219382915497	14.78860556772643
BA3266	9.45808487627196	11.12503740353567
BA3268	14.486433083951813	10.423782911017836
BA3269	0.5394015960252108	7.77691334390067
BA3270	8.21347318798494	10.34277920191874
BA3271	10.67642347488158	11.45723740240038
BA3273	0.1307225817365397	7.743927641031251
BA3275	7.346829474213139	13.62861762248925
BA3277	2.502457281351905	12.820539906418915
BA3280	1.5952265048521377	8.687904912857055
BA3283	1.789056666616367	10.549686026775223
BA3285	12.944153894934344	10.970053235962071
BA3286	10.443565640805431	11.155541073179949
BA3289	1.1660382190912415	4.519220289498952
BA3290	4.807436548294259	10.525863738103386
BA3293	15.613590739482175	11.173433459640664
BA3295	7.791904652993529	9.51056040412335
BA3296	3.925540541410126	9.54379108585924
BA3297	12.817903020225929	10.05807396903628
BA3299	2.069490887899604	8.311965017920354
BA3300	8.89918583362261	8.675450957298624
BA3302	16.954578670326512	12.101544330459376
BA3305	4.800360717676655	7.045951083072468
BA3306	4.929562999898404	7.763128556120951
BA3308	9.543242419641448	7.980714711909244
BA3310	3.181497384800524	7.140067784250679
BA3311	4.782832057077079	6.68639787222256
BA3312	12.733872962967148	11.572936802854784
BA3315	5.186781523589535	7.883702913894531
BA3317	13.922508639325905	9.714590023159383
BA3318	1.4807227965024126	7.997437226848493
BA3319	7.139020891930767	7.273711621771631
BA3322	6.904085618316202	8.446303106703873
BA3324	7.495927604746196	9.864911009400569
BA3325	1.351274448198906	5.563677739588434
BA3326	6.7782810111651335	9.818553723562983
BA3328	7.547825732369589	10.565716881082592
BA3329	7.488910948293375	15.46194247403662
BA3332	6.25653214657412	15.916142631663464
BA3333	5.692624350807811	12.714477441004007
BA3334	2.1330637647598447	6.106620525462873
BA3335	2.801851912072096	12.395555577254008
BA3339	5.922770442356887	9.765631322515109
BA3341	0.6608588373571984	5.98431749934663
BA3345	2.924949411938865	11.196543920613005
BA3347	3.616719109221729	10.664916910571025
BA3351	8.614564853936525	16.54129640964584
BA3352	5.280276120889902	5.467258987286584
BA3353	13.472213887054126	15.429080281349709
BA3357	10.146071922479312	14.856527554803948
BA3362	11.357770474075744	10.172115364130166
BA3367	1.8547931723671427	8.75199375095606
BA3369	11.977269448540548	13.772225722867178
BA3371	1.575778728882254	10.10715540324971
BA3373	16.32544589028262	12.995315688071493
BA3374	4.875487867921422	4.332560099514102
BA3375	4.179687728436753	7.051401025462334
BA3376	9.478785062539664	9.464812215081736
BA3379	10.754390475523389	9.907754367966872
BA3380	3.250882412402792	8.464490097122242
BA3381	12.256402214427588	11.453561665458686
BA3384	10.406444775902456	8.365130568092098
BA3385	6.497014294028218	7.021077283886595
BA3386	12.258859751889808	12.924496536729905
