	DNMT3A	SF3B1
BA2662	0.3877015943012521	1.2953582838747546
BA2663	0.5880826526291726	0.7875701277787662
BA2667	0.4348011249922904	3.8148880510202687
BA2670	0.209885389528405	0.0964147890654343
BA2674	0.807604059291578	3.0719907515118887
BA2675	0.4689991010933024	5.470604185389457
BA2676	0.2090818863244369	2.955025113249121
BA2677	0.2974628991676514	2.3230404214585607
BA2681	0.3940031642319385	3.0673529206032044
BA2682	0.2396315702058518	3.793461043671051
BA2685	0.3368005097558983	1.388581302908514
BA2688	0.3577720637814585	0.6458573099095072
BA2691	0.1672248532251762	7.970834409180971
BA2694	0.3501264127335556	6.238474858619174
BA2695	0.0607576834709791	0.5278184851152868
BA2697	0.1092200193870022	1.3509235182574766
BA2701	0.1889654260027632	1.360539490071029
BA2704	0.9814250352482728	5.085740183175416
BA2705	0.7700237016505259	3.501425882081017
BA2707	0.6588867101667347	2.5197496582377994
BA2709	0.1484763938160132	1.3205904920919496
BA2712	0.1262065358097874	1.4752564014835297
BA2714	0.2300306866199289	7.656167967567946
BA2715	0.4294309994774231	0.4659300873907615
BA2718	1.2915092487858195	5.882814926834757
BA2720	0.0676870072242622	1.0380797982424526
BA2721	0.8843333898768759	5.548940628416671
BA2722	0.2948676477079429	3.9711216110799374
BA2723	0.1045203993213058	1.877678906239308
BA2724	0.0935820724540201	0.9589716341175236
BA2726	0.4806911207825697	1.6021027613169287
BA2727	0.9170466166952764	3.2411675798066057
BA2728	0.5631883742849203	3.304925770314513
BA2731	0.1478344170996834	1.0221442669866077
BA2733	0.1167841171410904	1.1356592170870456
BA2735	0.1238351245416097	1.176214772642601
BA2737	0.2026822638608618	1.817379873817898
BA2742	0.4546269552393785	1.265688443647633
BA2744	0.2327191232280831	0.6826428444347123
BA2746	0.1724721754436311	2.246847036514953
BA2747	0.3549934531535525	2.6896423547909816
BA2748	0.6494838064548226	8.612325169056342
BA2751	0.3180928823491231	2.820195249239303
BA2756	0.0299447808712799	0.9703809793178744
BA2758	0.1786891335756213	1.8323795468818664
BA2760	0.2176810594314007	0.5152849513625629
BA2762	0.4122016381747383	2.552687809543795
BA2764	0.3601617347496643	1.509975563432433
BA2765	0.2146297454156381	2.39289134623134
BA2769	0.4069829758101596	1.654345839016698
BA2772	0.6203456190414237	1.1316888526978304
BA2775	0.4359858195215317	5.604863226691362
BA2776	0.981962711844416	2.6182270335041005
BA2778	0.3255770850575303	1.421190336075034
BA2782	0.2503206248094025	1.5311907466458643
BA2786	1.171805359891818	0.7852042741944069
BA2787	0.1262452577776576	1.800247437353734
BA2789	0.3927813924913583	14.008737175363926
BA2791	0.2637898848361519	1.7045683684067263
BA2792	0.1762526055954666	3.018878411729552
BA2798	0.1581435745743294	4.100505762437636
BA2801	0.1743066887964006	1.3764703757939605
BA2802	0.5743559957070739	2.5253315131359857
BA2804	0.2330873228355452	0.7555484542008238
BA2806	0.3026392588780354	7.745564664145458
BA2808	0.3644539186795258	2.78559806484282
BA2809	0.7297194740690964	2.7334907416277763
BA2811	0.4284780949273138	2.552131987877516
BA2812	0.1645191045968128	2.0941482784156835
BA2813	0.2961385669585432	2.8097613443001364
BA2814	0.1717759829931584	2.054095618905114
BA2816	0.2056657392928692	2.1198042413487403
BA2817	0.4184505424268583	1.3376205975782405
BA2820	1.227492215350056	4.070998956845965
BA2821	0.8325629907041542	5.066381821748393
BA2822	0.355693736417672	2.884351488167197
BA2824	0.7553289219692325	1.0998169310286623
BA2828	0.2608430275163029	3.6181223683550248
BA2829	0.6096674228142073	4.534557564311359
BA2830	0.8085310465555513	0.6709554667506056
BA2832	0.4613646997462846	3.952292095295011
BA2836	0.1882241836856603	2.445039848180031
BA2837	0.420197015660383	1.995631670825597
BA2839	0.1193924712211999	0.9436462415281752
BA2840	0.3404412056811315	1.1492535974368214
BA2841	0.2643356416342542	1.9139072277193088
BA2842	0.0939459433638478	0.6612899451203657
BA2843	0.8806914208716016	1.6562102715697948
BA2844	0.2319472968316453	3.821757250756895
BA2846	0.6802889175866904	3.3001621146526645
BA2850	0.3593597696814201	1.828463643952976
BA2851	0.8077563402816813	1.6131893978446552
BA2852	0.2604772743251851	0.921993389809632
BA2855	0.1389577608821234	0.0503785843213644
BA2856	0.0460772943406423	0.5300314770969905
BA2858	0.0728947875117304	0.7114815296348503
BA2860	0.3634543029070985	1.2262364264523182
BA2861	0.4621660573420051	2.402131189545346
BA2865	0.3736893759729958	2.129704837588824
BA2866	0.7078682915886187	3.013038703143604
BA2867	0.579227306171779	0.7455546963980773
BA2868	1.2538798834943796	7.515001741124448
BA2870	0.8809392757820929	10.322297744445509
BA2871	0.5311071929265021	3.4221688480142816
BA2872	0.1711519804971614	1.6477955843867516
BA2876	0.147970721872509	0.0957137393726782
BA2879	0.2143382526114215	0.9531210378014084
BA2880	0.2052778440857197	2.6670752758807885
BA2882	0.5347456449532613	2.331904014622404
BA2883	0.8248951680021976	1.041376210613712
BA2885	0.2659698106163465	0.8719233342609193
BA2887	0.4958859177084	2.4644347656172783
BA2889	0.0052083333333333	0.0001248439450686
BA2893	0.3786009347846887	3.066329078603025
BA2901	0.0681156637427234	0.0317730501306983
BA2902	0.2266572571307222	3.0100672119655543
BA2903	0.4643108883099237	0.04812813915614
BA2904	0.6961141456923908	4.618916602419935
BA2905	0.2885133855143856	0.9351763781874364
BA2906	0.1806856748580074	4.94215177891217
BA2908	0.7279773258113387	4.5110256667594255
BA2909	0.2885545370370797	2.4489723716243854
BA2910	0.4191895047954915	1.594387139400962
BA2911	0.5138820120046195	9.404135429069326
BA2914	0.4974316857431418	3.2489443539667984
BA2915	0.248866969664275	0.1575190649325371
BA2921	0.2277201673348766	1.641957001069005
BA2922	0.5582202983948308	2.7456192472563985
BA2923	0.175868599967489	0.7224224439304705
BA2926	0.3226091387985913	6.687000187037824
BA2928	0.2350782013646713	1.9118917963386208
BA2930	0.547400370733083	5.58017983762684
BA2932	0.3835065532280471	7.813152127137059
BA2934	0.4444740712198819	1.066804732513104
BA2935	0.1597390094414039	1.673007552982645
BA2937	0.2770462416612391	1.0652045403051302
BA2939	0.3167674883356611	2.5373235723920007
BA2944	2.926342443902008	3.672323777677416
BA2947	0.6337114874670283	2.2556267591819603
BA2948	0.3214091422441616	1.6022588162482645
BA2950	0.9655158917999446	3.3056537960314523
BA2951	1.2032901312935274	3.714504555055268
BA2952	0.1701724902822255	7.945331247025262
BA2953	0.1887043089945975	1.0622547637621065
BA2955	0.1070074258904619	1.5735880773272142
BA2956	0.1331000503744939	0.6742777678936652
BA2962	0.2743980063007089	4.514064286268231
BA2970	0.2186665702514058	2.1501201984121554
BA2972	1.1248018222059002	1.6972456171563868
BA2976	0.5899704310956357	1.1234965124288914
BA2978	0.3880530930469665	0.6784917224358712
BA2981	0.30014872540181	0.464518225543284
BA2984	0.2994540891408266	1.3895178377819446
BA2986	0.3408751659030815	7.139863348341978
BA2989	1.2216838548674196	0.7722661228884115
BA2992	0.1738520838947822	1.9699573082368111
BA2993	0.2381146198567779	3.8777916763607
BA2994	1.1333107628424774	1.7558718623644929
BA2995	0.5966495392695071	1.3120625253755585
BA2999	0.944263594922562	1.5218285152086082
BA3001	0.8419520480765643	3.283498109093232
BA3002	0.832543776663652	4.609381041663816
BA3004	0.8579620022221772	2.9380858579637814
BA3006	0.2601638825930524	1.748787766814016
BA3008	0.0270018823347627	0.0077259165993786
BA3009	0.5248921798084761	5.390947118477055
BA3010	0.38707748618141	1.3260803715209823
BA3011	0.1690691320776569	0.7382217721149416
BA3013	0.4301935456332856	2.0879046289580168
BA3023	0.1363837899220483	0.9683986825238244
BA3025	0.8187011111662452	5.080337428397208
BA3027	0.3963453459242108	3.00421939840729
BA3029	0.1424834017343615	1.7401704021009063
BA3030	1.422042146502674	3.945677107330818
BA3037	0.1013477994000888	0.4762799165476772
BA3038	0.3578297525563194	5.051456112259189
BA3040	0.2651355502276851	2.834850863947472
BA3042	0.4990705514060229	4.309006570653918
BA3043	0.1855059226545971	2.248677657799857
BA3049	0.0638703871606211	1.7313959408230577
BA3051	0.0867398221687432	0.6646889545802217
BA3053	0.3904060579161488	7.861453717262678
BA3064	0.8266145140190817	3.322682981534957
BA3067	3.0201802029787426	3.741009251529377
BA3068	0.7574173105813524	4.13495857796512
BA3070	0.2163329389468104	3.443687359436515
BA3071	0.5419650347218533	6.077216535055907
BA3072	0.7569400385432766	8.213110499816764
BA3075	0.229534322024197	1.3901999555975253
BA3076	0.0420599651129518	0.0173066249405052
BA3077	1.7928437998000928	2.748373652909503
BA2040	0.1227269882902742	2.375963693373539
BA2160	1.6010001712890327	7.2642666976875745
BA2303	0.2688254671847114	2.840539695356444
BA2353	1.2695600949360362	6.337646980555671
BA2516	0.4293733959244427	6.1525607150623225
BA2590	0.6603664163710853	7.098047545622784
BA2647	0.6434817066881039	3.8849425733059006
BA2891	0.705000851779769	1.4775576433842594
BA2924	0.2691020358385431	4.889603897989876
BA2971	0.7350571431102546	3.468802501744926
BA3036	0.5832937946565376	6.45483500374836
BA3059	0.1456838423424147	1.0846267987184108
BA3073	0.314033613122555	2.979660609986603
BA3078	0.3839338803127338	5.116092346503533
BA3079	0.4437535493508674	2.368091955700928
BA3083	0.5296678439058089	5.811712840678749
BA3084	0.4017445901202796	2.779812080210334
BA3085	0.6908424754070434	4.24132050223457
BA3087	1.0688612042849048	9.970414668935453
BA3089	1.1036399935011023	5.824776961198015
BA3094	0.9233834406485392	4.087964389823318
BA3095	0.4227676899769862	6.108688157768685
BA3098	0.5345790976230186	3.053186060055868
BA3099	0.8524193707267934	8.625616342847932
BA3103	0.4355701855230808	1.4367437019194949
BA3108	0.5537534456541039	10.156121900000151
BA3109	0.1814324135121353	1.3927302351962607
BA3110	0.2768104716279829	2.5078610552278597
BA3114	0.1088840793009231	2.7530216948668005
BA3116	0.0935323200186703	1.0875424370572109
BA3117	1.1097438239872484	7.193373265148163
BA3118	0.4558159967547756	5.277096192183644
BA3119	1.1050069715976252	12.883161912408516
BA3123	0.8898690185832758	4.803611327801272
BA3124	0.4376242267940435	4.21054428006405
BA3126	0.4536238322110634	2.8246321209328777
BA3128	0.2980707449549687	3.608092487922375
BA3130	0.2888693576270573	2.5404865644497363
BA3133	0.5280744309035069	8.316171632292765
BA3135	0.3673227728350812	5.669922987556664
BA3136	0.2188497040420824	7.408721497640738
BA3137	1.8879753565257689	1.6213128686583913
BA3138	0.4983259698262031	2.926481202698819
BA3139	1.4083313481582078	6.8770572259705816
BA3141	2.030416653662876	4.599395654944109
BA3142	1.0957801785740795	14.0982824377567
BA3145	1.075042883986113	4.677822210665414
BA3146	1.8356430865267688	3.2749571865861946
BA3149	0.2180017567368151	2.387201305919367
BA3152	0.4725979613969722	4.349984345086304
BA3153	0.7517191341534645	3.0527241982844227
BA3154	0.5136262651330682	4.28942234204808
BA3156	0.2801695480589073	3.2278813784839597
BA3157	1.0420286394826	5.383763330246449
BA3158	0.5752095869880473	2.427680769014372
BA3162	0.3203651644938881	0.9929945971919996
BA3163	0.1698222535044266	1.6091564442133084
BA3164	1.3816849248246437	5.868617775283941
BA3167	0.1493417267865281	1.3512052762913591
BA3169	0.1318674079774977	0.8099630790379262
BA3171	0.7248810084125195	5.544770658175454
BA3173	0.4258039073468079	1.7308377241602686
BA3174	0.9371693552117152	2.78049200831482
BA3175	0.3823097188500636	3.916354169042656
BA3176	0.6025835934943087	1.398144493560881
BA3177	1.4499022737153702	2.6684240618836683
BA3178	0.1637235903879918	2.2011568745523635
BA3180	0.4470892620574914	2.8429799230863977
BA3181	0.1903750008777646	3.4169526216468147
BA3182	0.7881579230493059	6.465568450520892
BA3183	0.456307919964907	8.637727802183933
BA3185	0.5508315769993861	3.3780862457251213
BA3186	1.102542456438378	7.658752176405559
BA3187	0.1951423994450779	2.660248828732659
BA3189	2.7703975044451803	7.486407566060087
BA3190	0.2644477773270691	1.344322793828056
BA3191	0.3111235022013395	4.6694024901881175
BA3192	0.8690938023836893	3.5077787205700552
BA3194	1.4300190129124035	8.662644524733851
BA3195	0.5887605043012104	7.4496398989691635
BA3197	0.556052047429418	10.054760629602765
BA3199	1.229934544311702	6.719935411125861
BA3200	1.2504678273610397	7.819164366709701
BA3202	0.1253391277216357	2.685428461074084
BA3203	0.2590062959835215	1.0415124745103943
BA3206	0.7427726525895122	3.960770595829513
BA3207	0.0696858222438629	9.902281146739536
BA3208	0.6869204070704473	6.055922803560105
BA3210	0.315720478031554	1.414333149336776
BA3211	0.7275274380916331	5.250568268044968
BA3212	0.5397198352858077	5.928094555982853
BA3213	0.7293003047623712	4.602520007724814
BA3214	1.0131577785777768	6.220395204836827
BA3216	0.4327449999045494	5.618746466429752
BA3217	0.4904605080512517	8.902646775270254
BA3219	0.1325412530644254	3.3432382481703
BA3221	0.5598546594295373	3.35154335856063
BA3222	0.4878573221666183	4.655330714803816
BA3225	0.1664920257431351	2.93339371005488
BA3226	0.4703898772915094	6.800439759375081
BA3227	3.8793287885210734	6.344520643349284
BA3228	1.027680461331225	8.08669053299697
BA3229	1.38524840556318	7.676464217231506
BA3230	0.3043778924975232	2.888449091497991
BA3232	0.7981653727668342	4.301224086517919
BA3234	0.2523570978104885	4.332855018316021
BA3235	0.3781402190601557	1.915317492902447
BA3237	0.9236503786785272	4.639006836764641
BA3240	1.772731740398074	10.116098999271616
BA3242	0.9853710122419864	3.331326029734452
BA3243	0.3456145035073921	2.9046507866993294
BA3245	0.6219084754003928	3.3602777891825237
BA3249	0.7253580412858185	1.7662823115441877
BA3250	0.6145009641973534	3.933912694393884
BA3251	0.7335008785971939	4.276729172274
BA3255	0.2654379634129928	5.48695761692525
BA3258	0.1381705624271494	1.7224400452540294
BA3260	0.3955008866258075	1.0478724751794728
BA3261	0.9026086064745786	4.870043185968817
BA3264	1.0291382399680875	11.23593616992158
BA3266	0.571195312151765	12.655947589873191
BA3268	0.9274702186531992	9.627225643645808
BA3269	0.1608875758792691	2.378683040839632
BA3270	0.411697993154909	6.257724076633806
BA3271	0.4636645220884421	5.419991651726451
BA3273	0.1453138459753482	1.8203280536965825
BA3275	0.8447863453877119	4.6617186114798645
BA3277	0.5255969216806301	1.1887544877672702
BA3280	0.257935512741025	2.9610502249776087
BA3283	0.3634864240305726	2.004062218207752
BA3285	1.272838368001319	5.7232340132082165
BA3286	0.5009188040399521	3.752073025344385
BA3289	0.0488594857945091	0.4495356215814276
BA3290	0.4140777215349762	8.673827288058016
BA3293	0.5366202521971016	9.284535522740304
BA3295	0.4006779312101171	5.400211193073215
BA3296	0.4959576484316099	6.435364320786594
BA3297	1.3407555613523563	11.028395922575465
BA3299	0.0889831999919335	1.7767219872844695
BA3300	0.8155149387367185	4.756270975227372
BA3302	1.878070338741434	15.037900211520007
BA3305	0.3758517555929482	3.382023148591666
BA3306	0.4678243753249521	4.024635907308313
BA3308	0.7430298784255994	8.715486115863088
BA3310	3.113186868014315	3.9395821225295418
BA3311	0.3413359723446273	6.11081535565318
BA3312	1.0313266944732924	7.919782610348514
BA3315	0.2175585040963564	6.101530486404784
BA3317	1.3966229821769789	8.061095334546799
BA3318	0.1434208386076261	1.6558276347622718
BA3319	0.2643805651456659	0.2441810252409822
