	NF1	NPM1
BA2923	48.75808345329777	191.5378982251848
BA2926	161.0086066472505	1145.5128991712484
BA2928	62.06281378530893	625.8136562924038
BA2930	117.55326188747804	490.4689009985025
BA2932	231.47952642480772	1051.9673283705542
BA2934	73.61106151530505	267.73616773977307
BA2935	121.30769117899668	465.6807513907135
BA2937	92.81814116327772	438.1839204333512
BA2939	176.43003976228755	839.9306411067321
BA2944	156.2191679164993	2702.777395838402
BA2947	28.704400954899704	810.1165826021614
BA2948	86.39156252488048	449.2274923368851
BA2950	284.7990532041516	1530.0694180898165
BA2951	123.15440535801449	1227.5886415608425
BA2952	106.08321567639236	869.2233339820627
BA2953	72.6736446430472	774.7044424441958
BA2955	39.289600749030285	256.63889402466253
BA2956	35.637509346040545	183.01066727214732
BA2962	197.011970114943	1451.2623334252364
BA2970	109.85782570547326	946.398906620823
BA2972	127.08058682876558	1026.7777766965623
BA2976	114.81212472094064	683.1204076723053
BA2978	81.53187295323688	464.58234050719807
BA2981	51.709594321698575	621.2470369289155
BA2984	218.1342249651564	520.8918719624603
BA2986	138.6981976983092	832.4564972942583
BA2989	89.55920784850588	920.0848729842088
BA2992	174.1559179385256	1041.5548462781858
BA2993	116.75603556885608	491.05819399168536
BA2994	205.2736444741335	785.3881374441148
BA2995	78.43786635139111	449.5155035490899
BA2999	139.17052067665466	552.3388942949664
BA3001	225.6917911104391	1129.111035426026
BA3002	248.3132071115166	659.5671624039745
BA3004	146.41442949193342	608.8655211188418
BA3006	131.7007986752833	686.8338060948117
BA3008	0.1640866873065015	11.51543597312098
BA3009	180.9021355226272	968.8853581796652
BA3010	99.1017100390366	788.2352370835292
BA3011	125.40261175284284	1174.4513158392665
BA3013	142.63889820812068	1322.5793152662222
BA3023	54.85346455292598	1016.7990890759392
BA3025	111.54561761093512	798.135854727885
BA3027	70.52398475728634	340.03372040848325
BA3029	86.19693989402455	410.3348435210863
BA3030	328.0056889573503	1042.6969417819512
BA3037	175.74270593972224	797.9145545121826
BA3038	210.31260336505892	713.6829370678516
BA3040	45.92094926849498	660.2632048849315
BA3042	161.0984766462048	931.8311100839564
BA3043	49.45710026791884	279.9617955205242
BA3049	5.969525693002183	207.29493991144847
BA3051	63.69881256596946	339.437373835666
BA3053	152.00397168269578	1161.117478118901
BA3064	201.18480931502572	813.2238767522448
BA3067	211.5006340656422	416.5995321039913
BA3068	161.26744110478273	474.1563883617963
BA3070	123.30358870257324	339.9132421868665
BA3071	302.56906291281126	652.5728820339826
BA3072	312.38037262704427	804.6387356265915
BA3075	143.48506077086566	496.471499159355
BA3076	26.082152629232723	81.37013601691021
BA3077	159.83900132526296	292.37187434113434
BA2040	88.19640703584804	349.69960914059584
BA2160	246.74003776373183	744.3734083156284
BA2303	140.43353398736284	466.2822802294339
BA2353	188.11794952171155	1485.7038680484602
BA2516	152.53780232404594	1353.2147402109454
BA2590	227.36806320229115	1523.4713137308963
BA2647	237.84824537527427	870.3129289046745
BA2891	137.26092975764416	336.83052028089986
BA2924	223.39027855209372	976.1428747898389
BA2971	96.0791157225974	505.3896184390491
BA3036	255.0629685648225	1025.9031484995432
BA3059	138.96931091404295	510.4763178665455
BA3073	206.23744466270267	1094.6638568578796
BA3078	272.10248263389946	1754.591333246836
BA3079	95.45282804110204	431.9970312525341
BA3083	187.27367058107345	725.7093890051196
BA3084	122.53649006969673	553.1452326505457
BA3085	100.0252807550888	822.0770439027555
BA3087	460.9679911353937	553.7281107921524
BA3089	269.6975290383345	1441.7981759894474
BA3094	92.06918900047364	666.3864393951682
BA3095	224.0292272594461	575.4273650237596
BA3098	195.9334197562845	810.2804664904285
BA3099	379.4322202086229	1440.7947842164162
BA3103	165.5219665724583	880.7006576493295
BA3108	245.96800360851293	1116.0425466409336
BA3109	132.94133523996058	464.4950264086886
BA3110	204.93388712530657	814.3713610340745
BA3114	157.21383862630557	702.329696394687
BA3116	73.59934409793948	597.8538407477687
BA3117	320.83057620793136	2015.388904025906
BA3118	157.51342411451563	763.2028541386226
BA3119	349.0966061070526	1298.7989387869843
BA3123	137.12699462957363	1255.4020386318296
BA3124	65.26530944326079	477.8458167772209
BA3126	169.9058236447186	423.99651389091616
BA3128	211.6879117781022	1186.3903966439073
BA3130	95.15656155278732	233.4386967028333
BA3133	215.74995269209867	549.0701281780979
BA3135	268.0646847813542	1038.442520151154
BA3136	145.78115232106128	540.940548824989
BA3137	157.01974129618148	660.0267584618628
BA3138	230.3337342749573	966.202120533904
BA3139	146.6748115601303	855.8008563226781
BA3141	161.6339322558331	1774.3111473318304
BA3142	87.31993589404239	824.7571762975938
BA3145	239.76856898668805	528.4546986922699
BA3146	177.31275979464104	725.3649442903712
BA3149	238.43616497424537	298.5571157495256
BA3152	61.44803798997775	363.9831249290453
BA3153	174.01100812406176	811.3751225828076
BA3154	97.4310714509888	370.1775347745936
BA3156	185.1834396431005	1109.895578098899
BA3157	212.8809027023121	2480.748065705467
BA3158	197.65957432697925	657.7132002897657
BA3162	216.5056270416564	714.675197727285
BA3163	203.77054518568227	195.51433178178908
BA3164	373.8136618371857	1008.312960530228
BA3167	56.156964704662514	840.9874422225464
BA3169	176.04742129671854	408.3182771371576
BA3171	189.60298414759188	429.371459965293
BA3173	212.4418000765387	1274.2222589835494
BA3174	199.79928936886176	431.0928118090357
BA3175	134.1322865400523	460.6366413121633
BA3176	181.09546918820772	1131.5578698973384
BA3177	267.32574083128566	1589.9558293733817
BA3178	32.73882697518744	594.9105526633041
BA3180	419.6604107682547	1006.5422133562552
BA3181	86.9043315247993	531.9213118387692
BA3182	195.0920648213859	860.6013371932727
BA3183	326.7004993841674	1452.5018110359665
BA3185	135.5257936694538	764.0343915730065
BA3186	228.04792465394772	751.7447561048131
BA3187	31.623910732206127	687.0293790579368
BA3189	245.12282784132051	1465.4198616584763
BA3190	154.0637929559441	1969.3769782189136
BA3191	101.14235690292196	527.9830311336004
BA3192	297.7905737654821	1367.003965898463
BA3194	310.918524770011	1394.377379349865
BA3195	307.3614638898987	1044.9377506392686
BA3197	244.1897443579869	548.1555041978191
BA3199	247.9957365242724	2515.3221311298166
BA3200	299.6221836051252	786.0146374954724
BA3202	129.54062246773063	942.3249593192666
BA3203	88.63157011379647	211.4520743119415
BA3206	160.66636813154207	768.6578817907091
BA3207	214.78979346649717	610.2534317780048
BA3208	209.98466747814996	725.6962238548577
BA3210	183.7222378307674	579.371670802316
BA3211	168.4096662558839	867.8536336949998
BA3212	291.1621455436483	418.7314906718132
BA3213	291.1371797529326	1182.0286665369206
BA3214	104.5490566409768	1508.198917703282
BA3216	266.1372244527796	769.5851381523106
BA3217	297.1433427105736	1054.5839942263094
BA3219	119.90002373940298	405.67563156500535
BA3221	92.46844618429596	323.3627515853322
BA3222	242.922999828226	1299.7477518826663
BA3225	201.68996241015256	244.59199900528176
BA3226	229.2579314955156	1198.9367643004266
BA3227	369.44084774026624	884.6789230552989
BA3228	261.688592673945	1699.651916184174
BA3229	259.33312738653154	1457.6311814441797
BA3230	164.73699657900582	851.0669537293826
BA3232	131.02815976202692	989.3361274644952
BA3234	165.37462228202543	353.9220257113047
BA3235	97.5061808076502	256.3899841601929
BA3237	185.799570863636	908.5652540586128
BA3240	242.02707234614763	1129.904696529839
BA3242	195.77664629601023	808.0003589635468
BA3243	176.0732364371607	982.3038385853376
BA3245	166.88278451382786	188.99372408461596
BA3249	195.3978303057858	732.8218429858848
BA3250	314.08124079364774	922.1440338528572
BA3251	195.1114629700192	645.5604391356763
BA3255	257.62153547544665	729.130756526487
BA3258	159.48135933204148	436.15525822129234
BA3260	287.3856770699834	597.834737832271
BA3261	228.1673867951175	851.1264468014942
BA3264	198.38716106337813	1008.8646188445048
BA3266	433.9093043307268	1099.2911862015278
BA3268	342.55261383172257	1565.3190037139752
BA3269	160.0554157433891	341.6989571676479
BA3270	156.77269142461128	1213.7520626888752
BA3271	387.3141621798155	1093.2358249944589
BA3273	160.85550541557942	347.9530317282689
BA3275	421.4297222736951	1011.5882582699472
BA3277	226.70907927311117	877.9821772436572
BA3280	226.69751458857772	674.5001746163038
BA3283	186.2344572851692	745.2731361196257
BA3285	132.02922484641928	967.122531449856
BA3286	186.44607428478997	731.4820710142343
BA3289	82.82537105336634	238.12410407780428
BA3290	144.89704747162864	1029.9254361353037
BA3293	161.9473222177505	1413.0951307459843
BA3295	229.0759670933194	932.6427912659412
BA3296	99.19248648903825	427.8514069316726
BA3297	367.57471107575816	893.9208885428998
BA3299	164.1004107601473	589.9627729393385
BA3300	294.9394480643322	894.1925952956312
BA3302	409.5298923056626	2408.314099861064
BA3305	123.60787672784537	827.2210853241214
BA3306	306.25190377252744	1343.657339561135
BA3308	157.64276285086086	881.6234802164594
BA3310	241.81235246916677	815.2354946831226
BA3311	227.63473509638317	513.4871384009905
BA3312	321.22488174218654	1227.0888629397168
BA3315	168.92193856793358	839.5602734394004
BA3317	240.1562776082272	2034.9302745746768
BA3318	240.52561135968892	956.6193970061142
BA3319	176.44505731116638	613.6266187147592
BA3322	89.25198258341283	564.6196105461761
BA3324	317.5906148358328	1384.1419514317995
BA3325	169.11445990425193	599.6057690956172
BA3326	112.45122013580422	640.3833479297427
BA3328	378.8971653859671	721.98301437476
BA3329	157.7780232274986	2373.4512366402305
BA3332	206.84935323170015	2481.439829005769
BA3333	453.98521586512817	1599.7125945387806
BA3334	83.5518074594422	704.5871421852446
BA3335	208.08253805060983	650.3192805051439
BA3339	94.23632198024836	627.5260683760683
BA3341	217.37821659093277	422.5509220065197
BA3345	95.71282361615005	299.2258375365586
BA3347	107.25679887057174	368.3798085707952
BA3351	183.84015117269627	1142.5853141201335
BA3352	142.52121731092907	1011.6294566351494
BA3353	169.65826102895142	1104.532697848922
BA3357	230.10965888564544	1505.841683020051
BA3362	66.30559672126034	501.1598058136958
BA3367	119.2584771410444	538.5840307173326
BA3369	233.0697009394279	1467.3830489736558
BA3371	161.37983110943483	1016.7981003043622
BA3373	434.5300220567231	1411.153177151754
BA3374	90.3308747655744	415.1038426398958
BA3375	185.2589113390073	543.9294977213383
BA3376	257.5822685803655	834.0129202549506
BA3379	302.81777996661253	1383.461035426026
BA3380	221.2996538343536	995.8626148115712
BA3381	246.3283155559964	1166.9602177568024
BA3384	73.83871681860033	616.6284097482389
BA3385	166.26396393899057	697.8763984171005
BA3386	298.1066453189916	1313.0847716202557
BA3388	155.3495612647028	572.69012552912
BA3390	139.13709376795416	442.02657546613904
BA3394	272.9511856941777	1974.1185533877187
BA3395	32.835911513872546	649.751488833747
BA3397	84.60717882884792	344.5770725549662
BA3399	77.34069004481765	303.9438205830995
