#Boxplots d'expressions du gène PTPN11 en fonction de la feature analysisRnaSeq
#Résultat du test statistique Mann-Whitney : U = 3136.000, p-value = 0.00008
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       y        2.487308
BA2496       y        2.086570
BA3037       y        3.342697
BA2865       y        2.596122
BA2751       y        2.102137
BA2055       n        0.163353
BA2286       y        2.392907
BA2488       y        3.014574
BA3379       y        2.879967
BA2887       y        3.967528
BA2712       y        2.524732
BA2068       y        2.031415
BA2104       y        1.788404
BA3124       y        1.373406
BA2449       y        2.973624
BA2235       y        2.589749
BA3038       y        2.375501
BA3006       y        2.368222
BA2667       y        2.036731
BA2239       y        2.078962
BA2782       y        1.581423
BA2649       y        3.590257
BA2861       y        3.030917
BA2134       y        2.039483
BA2909       y        1.904132
BA2653       y        5.236971
BA2947       y        1.842173
BA2162       y        3.198357
BA2564       y        2.108623
BA3043       n        1.616820
BA2597       y        3.116729
BA3243       y        3.044095
BA2446       y        2.399971
BA2525       y        1.577552
BA2876       y        1.925074
BA2357       y        1.898880
BA2546       y        3.135819
BA2742       y        2.334631
BA2316       y        2.119580
BA2087       y        2.584666
BA2148       y        3.265386
BA3178       y        1.582836
BA2072       y        2.175112
BA2733       y        1.700982
BA2995       y        1.758227
BA2069       y        2.839975
BA2681       y        2.763870
BA2832       y        2.765313
BA2600       y        1.422620
BA3230       y        2.440221
BA2731       y        1.960963
BA2294       y        2.586160
BA2816       y        1.985539
BA2814       y        1.725129
BA2631       y        2.565843
BA2023       y        1.859107
BA2375       y        2.459900
BA2485       y        2.515781
BA2455       y        1.960047
BA2636       y        2.587952
BA2325       y        2.250636
BA2156       y        2.373871
BA2511       y        1.399434
BA2505       y        3.261070
BA2871       y        2.539068
BA2227       y        1.693818
BA2812       y        1.516348
BA2125       y        3.698775
BA2603       y        2.643385
BA2808       y        3.593204
BA2482       y        2.635092
BA2594       y        3.720220
BA2747       y        2.036826
BA2561       y        1.174295
BA2567       y        0.857339
BA2906       y        2.960234
BA2956       y        1.725738
BA2474       y        1.691777
BA2737       y        1.836522
BA2006       n        0.195677
BA2110       y        1.491028
BA2915       n        0.465113
BA2992       y        2.570182
BA2220       y        3.765449
BA2063       y        1.609710
BA2772       y        1.818128
BA2935       y        1.465818
BA2260       y        2.185819
BA2948       y        2.299657
BA3296       y        1.438091
BA2524       y        2.412085
BA2811       y        3.993994
BA2540       y        1.859373
BA2928       y        2.670858
BA2302       y        2.104032
BA2651       y        2.891699
BA2619       y        3.504788
BA3013       y        2.153732
BA2405       y        1.869868
BA2856       y        1.745513
BA2377       y        4.005473
BA2499       y        3.172293
BA2350       n        1.421738
BA3023       y        2.538165
BA2095       y        3.796319
BA2275       y        2.585803
BA2901       y        1.867962
BA2387       y        2.652350
BA2962       y        3.217056
BA2195       y        2.363338
BA2688       y        1.551742
BA2420       y        2.845577
BA2053       y        1.854075
BA2081       y        2.668566
BA2354       y        3.053601
BA3273       y        1.825075
BA2893       y        1.709254
BA2044       y        2.710828
BA2489       y        2.437293
BA2908       y        3.213281
BA2054       y        1.766683
BA2872       y        2.662986
BA2041       y        3.019247
BA2464       y        2.609614
