	TET2	SF3B1
BA3326	1.044839998969301	1.3067779009490268
BA3328	3.053720874119328	9.490785619680636
BA3329	2.0229875163674875	4.566633471254719
BA3332	0.7022163826473888	1.507759522582156
BA3333	3.734875556510375	11.637307978303612
BA3334	1.0094307394650135	0.4513920099875156
BA3335	0.6976998809479208	5.688921840999604
BA3339	5.028050852463579	3.6418119783279423
BA3341	0.6814295355071919	2.062199914540442
BA3345	1.712270626617153	2.438859806788409
BA3347	1.3690509331384488	1.3679641845379027
BA3351	2.365194453046778	7.446937293669149
BA3352	0.6848846436307507	0.8842332741807212
BA3353	4.427653927888681	9.145652997699282
BA3357	0.0368447557830471	5.684862428359192
BA3362	0.0226085657952568	3.3403728135202493
BA3367	8.064224678932725	3.3419890103874423
BA3369	2.3798461107098445	6.889214099002313
BA3371	0.0065389853799325	1.6825871968808783
BA3373	2.0276329608536128	20.23629457544695
BA3374	0.6805670890056699	1.4028629180029226
BA3375	0.0320296095215105	5.380317903473276
BA3376	0.0483966225315584	4.92999922447732
BA3379	3.0308142697456755	7.306065575764765
BA3380	0.0110165460416645	4.035790713800198
BA3381	2.048482988378445	10.188157920747663
BA3384	1.7126745806026522	2.3368678919925
BA3385	1.376119785372176	6.676575573164484
BA3386	1.363062418057175	6.266920429852454
BA3388	1.7136417305439329	0.8071718968828551
BA3390	7.71686682834311	3.194429177292088
BA3394	1.6939656778225098	11.355345145608185
BA3395	0.6784320240977048	1.8988592137416536
BA3397	3.048561476437589	4.166165717031542
BA3399	0.6789812824290187	0.4509431040067151
BA3400	1.3773892157775596	2.0476180809311137
BA3403	3.716070592144586	4.745064163096981
BA3405	2.074688936724713	2.728556805515639
BA3406	0.031692023921706	4.186115247232068
BA3407	0.0268433904754858	1.3746311173152923
BA3408	0.0223688597321162	2.693258366140984
BA3410	0.0213165559112943	4.029314095808984
BA3411	1.0398180278456348	6.916556580461999
BA3412	2.3612600908796346	5.771902623243478
BA3413	0.0181273692314899	4.533433885170942
BA3415	0.6965599993128672	6.253029412077777
BA3416	0.6838317338262562	6.819673771062664
BA3417	0.0236961747517798	3.8156430299519024
BA3418	0.0037719321958018	0.9401166781474436
BA3421	0.0154545596819882	1.1040734328739503
BA3422	2.3683422747541565	5.258116536728601
BA3423	0.0107653262887467	2.5043194788487595
BA3427	1.3647753494694663	4.516365794279683
BA3430	0.0186772335464762	0.4682961462605361
BA3431	1.0291463392078444	0.4734616975431138
BA3433	0.0261091226942518	3.683575326821984
BA3434	4.078537539028642	7.568311375397076
BA3435	0.0257083567098121	4.923777882701434
BA3436	0.7002023827383389	4.001661899483137
BA3438	1.693461420365657	8.543050533666047
BA3445	2.7491232601879427	1.9600419770658173
BA3446	2.079397113694499	4.630120548157677
BA3447	0.0034799534541306	0.913590061752894
BA3448	1.6941323496795582	6.293018319062196
BA3449	0.0082963116830121	3.1305215618114386
BA3450	0.0121521857910107	0.5583604310081339
BA3451	0.0536716313591597	2.763490924103701
BA3452	1.703725519115913	1.593654346500492
BA3453	0.009181337663113	2.189872373297081
BA3454	2.386922234747641	6.356965189676121
