	TET2	SF3B1
BA2273	1.0095481685618937	3.045841981931842
BA2275	0.0578541833608581	2.7853284034421044
BA2276	0.0215629277948322	3.42152463196887
BA2277	1.7117219742695118	6.531068769093444
BA2280	0.0781682841951712	4.484736603606028
BA2281	0.6760877103929204	5.114091505593648
BA2282	0.0488157261088697	2.121523772811391
BA2286	1.0188408754851623	2.854157120894861
BA2288	0.0160883659091712	1.2115094864671292
BA2292	0.6748747945517747	3.7299817448043786
BA2294	1.020893816431948	3.163226501282653
BA2296	4.047476291415756	4.481140748242528
BA2300	0.040405621231012	2.823341050544311
BA2301	0.0480693386541861	1.4422802647725668
BA2302	1.6719903122707638	2.4450587800572063
BA2304	0.0257071447424672	0.5735414547284834
BA2306	0.6917953077788437	1.4378042824058233
BA2308	0.013567078624906	2.7371780782548
BA2309	2.024615899883909	5.374018728112393
BA2311	0.0417085388210793	3.3142836831548874
BA2312	0.0234504088519144	1.9396833890645215
BA2316	0.692205321601068	0.4984972271262627
BA2322	0.0648116663344295	0.7196782721354701
BA2325	0.0277996327106613	0.6144736710050318
BA2329	0.0265021689736465	1.1931826614417729
BA2334	1.0090889119795017	1.993478439709194
BA2339	0.6910063433843893	0.4699942900241933
BA2344	0.6778091255766263	2.2900026002819254
BA2347	0.0269929367070077	0.8088991835723007
BA2348	2.353600009358496	0.883377560935554
BA2350	0.6833030789398068	0.9795546142839112
BA2354	0.0301445523991183	3.580583535197325
BA2355	0.0201924298517252	3.44088195176249
BA2357	0.6735815727004671	0.7466248340609561
BA2360	0.0109715451672038	2.6603320453574324
BA2361	0.0307357816865305	2.122537525413574
BA2363	0.6778456426796725	1.6522726311963882
BA2369	0.0244613477003104	1.1059227199253063
BA2374	0.0311494314107895	2.4096833890645217
BA2375	0.0258713926648258	2.100786539663423
BA2376	1.0635087487443624	2.343366612380079
BA2377	0.7127730661229886	0.0567111603796107
BA2379	0.0324949259406276	0.7103568696863393
BA2385	1.015045757827109	0.9035211314723832
BA2386	0.6972418363328735	2.367782567770798
BA2387	0.0148225714058225	4.035369110779613
BA2394	2.4027946860395955	7.593742353118285
BA2399	0.0137775393890704	3.685799556279377
BA2400	2.0645634764998744	10.516791943992056
BA2402	1.023996637264866	6.407256444061246
BA2405	0.005528652515209	0.2110564671748621
BA2406	0.040444562268748	1.4467520730025347
BA2409	0.0413673173192399	1.3682634830700355
BA2410	4.370057630101138	4.5260095176401
BA2412	0.034879392650493	1.3753158354127988
BA2413	0.0182149470457215	3.558757620270642
BA2414	0.0482773754836605	2.306433272355962
BA2415	2.36067067954324	3.756315385305518
BA2417	0.0047786291584904	1.1675117582923902
BA2418	0.0110123041559572	1.5321366334104294
BA2420	0.0136485966024129	3.2029681153734444
BA2421	1.3441789656322418	1.154419886226261
BA2423	7.038602688069799	3.8067645573970417
BA2425	0.0403210733351428	3.107183849055916
BA2426	0.0337929956613149	0.1050925076905999
BA2427	0.0159953342418872	0.1443236529855342
BA2429	0.6996561543253876	4.061533740558772
BA2440	0.0080414560280594	4.515118540922507
BA2441	0.0480219138450354	7.48233802600586
BA2442	0.0233640430050277	3.410966293655464
BA2446	0.0324025002570161	1.5344025510134254
BA2449	0.0114423154393732	2.356064100751041
BA2450	0.0284267731174471	3.519331370196511
BA2452	0.0155354716758225	2.951904546843851
BA2454	0.018047063221328	3.5800363507248094
BA2455	0.689652971066809	0.5393154871879091
BA2456	0.0204795607240166	0.1207102191079664
BA2459	0.0084313143063945	0.0323815313075464
BA2461	0.0892968054806638	0.95278330527766
BA2463	0.0075767455926148	1.416645689538503
BA2464	0.6853834472345514	2.274301284478446
BA2469	0.021363980720445	0.041105135024581
BA2470	0.01767356650215	1.5174264355913207
BA2472	0.0289492100844746	0.1222859747483732
BA2473	0.0211067011308024	1.926382718921689
BA2474	0.0210580643543067	4.932402265134477
BA2477	0.0346281728975752	6.768566446326989
BA2479	0.6739532514686277	2.963803300077096
BA2480	1.0444221073593345	2.962812060442108
BA2481	0.0172490090717863	0.1065127406211176
BA2482	0.6941761385866743	4.55675387495229
BA2483	0.0378076638386199	4.094619043491615
BA2485	3.024996062423485	6.688179817858615
BA2488	1.0250380333795832	3.1325379968097127
BA2489	0.0081685808636995	0.4959159455066064
BA2492	0.0185543505965435	0.6517676062656149
BA2494	0.0128572082732684	5.546111050285802
BA2496	1.6927929149864454	0.936298316203406
BA2497	1.3623069408474044	0.5076979597670999
BA2499	0.008000697039306	1.6321394161682796
BA2500	0.0854001723839118	2.640884225108383
BA2501	0.7042225047686963	3.3400008819669686
BA2502	0.0281402482288282	2.2903437922450776
BA2505	3.6839600706292415	3.3599098264806018
BA2507	0.0118115702728438	1.126609034687153
BA2510	0.0113480718047442	1.117650744121614
BA2511	0.0092543718692051	0.5547863739144583
BA2512	0.1075506935641214	2.4011947991320226
BA2514	0.0080432739790769	3.45310423481002
BA2515	0.0071223368796024	2.492897976189933
BA2520	0.0069082402134032	1.384062484318475
BA2521	0.711674549460361	3.6303167173797672
BA2523	0.0135269256198251	3.255909992229567
BA2524	0.0174618937706406	1.182336976769294
BA2525	0.0122690089042186	0.927868361868006
BA2526	0.0141954309990368	1.5745202936037626
BA2528	1.04906755184546	2.664848081189622
BA2532	0.0138699650726819	1.586789054789917
BA2534	0.0227350846472245	4.342877348807292
BA2538	0.00996848410655	5.459500768679832
BA2539	0.7187920384705837	3.452706536135555
BA2540	0.0122750687409435	1.6834681450257822
BA2541	0.692161532693952	2.4779100728231005
BA2545	0.0529161541493888	2.715710302742765
BA2546	0.0184211659241785	1.1761256635660966
BA2552	0.0174788613134701	4.987072698408354
BA2559	0.0212764029062133	0.7191279551595828
BA2561	0.6848372188216	1.0089444147921067
BA2563	0.0378909997671441	2.168817586421358
BA2564	1.0348337857923595	1.1562404789384766
BA2567	4.6892320495384805	2.944546980707733
BA2570	0.0123188576480593	0.8088462579510084
BA2575	0.6942576565641811	0.5436999654816376
BA2577	0.0187995105127364	4.324663598029868
BA2579	1.0206444146300475	3.419698922327602
BA2583	0.6797331237367547	4.572907145605144
BA2584	0.0243683160330264	3.803381818707128
BA2587	0.0670696141923273	3.168909295779788
BA2588	1.7253669349698897	2.217265202905625
BA2589	0.009012847855047	1.3964120671328928
BA2592	0.0188402695014899	5.069278178464495
BA2593	0.0064867127014019	0.0398129393678121
BA2594	0.0191772491176219	1.55384779379004
BA2595	0.6853889010876038	1.1049828092472718
BA2597	0.0113973145649124	1.0624154034010471
BA2600	0.0236590516650613	1.0177168916442754
BA2603	1.0288483006294484	3.448005834667688
BA2618	1.0562288297627986	6.639709954517876
BA2619	0.6760864984255753	1.608222981017942
BA2620	6.0250398513306	7.257136306474398
BA2621	0.0406197178972113	2.302562167266556
BA2622	3.030274707153121	5.740018604941144
BA2623	0.0301487942848257	3.1361912788673103
BA2629	0.0157806315920155	8.522674344341194
BA2631	0.6914948452657579	3.2329857166970037
BA2634	0.016415043802871	1.1973282787502224
BA2636	0.6956396681970652	0.6665113492421927
BA2639	0.0283026782001694	1.362958086800756
BA2644	0.0570226420266328	1.159654428614658
BA2645	0.0221949160709978	1.6553232028782536
BA2646	1.0309420005649876	2.292427173098183
BA2649	0.0142763429928711	2.054793558903989
BA2651	0.0078328132149125	0.9328784512660028
BA2653	0.0199704553977837	0.8253166337449686
BA2655	0.0235793516385719	7.299985941750644
BA2656	0.0062817057902899	1.3059148202384048
BA2657	0.0338301187480335	3.998831667480205
BA2658	0.0556418423610936	1.8268710853211807
BA2659	0.0401118245383234	2.2619259953681525
BA2660	0.0100493961003844	5.050824973655039
BA2662	0.0580634321576775	1.2953582838747546
BA2663	1.721358932612982	0.7875701277787662
BA2667	1.021605504734603	3.8148880510202687
BA2670	0.0305727457315168	0.0964147890654343
BA2674	0.0256669917373862	3.0719907515118887
BA2675	0.6813225662154406	5.470604185389457
BA2676	0.0301463703501357	2.955025113249121
BA2677	1.3586681933239677	2.3230404214585607
BA2681	0.681949100638554	3.0673529206032044
BA2682	2.02101912331657	3.793461043671051
BA2685	0.0151187920332011	1.388581302908514
BA2688	0.0066582324278303	0.6458573099095072
BA2691	4.026547169848107	7.970834409180971
BA2694	0.6752507152056427	6.238474858619174
BA2695	0.0246328674267388	0.5278184851152868
BA2697	0.0472743144230068	1.3509235182574766
BA2701	0.6809466455615727	1.360539490071029
BA2704	2.3646506485685164	5.085740183175416
BA2705	0.6886133929031092	3.501425882081017
BA2707	0.0291530050282417	2.5197496582377994
BA2709	0.017502652759394	1.3205904920919496
BA2712	0.0091284590009099	1.4752564014835297
BA2714	1.3581627238997696	7.656167967567946
BA2715	0.0111412469426147	0.4659300873907615
BA2718	0.0191766431339494	5.882814926834757
BA2720	0.0051113668889151	1.0380797982424526
BA2721	0.0393611951979324	5.548940628416671
BA2722	0.6723200200828258	3.9711216110799374
BA2723	0.0187325361433692	1.877678906239308
BA2724	0.0242484630014561	0.9589716341175236
BA2726	0.6913689323974627	1.6021027613169287
BA2727	0.017165673143262	3.2411675798066057
BA2728	0.0411592804897654	3.304925770314513
BA2731	1.0281804012339093	1.0221442669866077
BA2733	0.0080013030229785	1.1356592170870456
BA2735	0.0061606407913746	1.176214772642601
BA2737	0.0066600503788478	1.817379873817898
BA2742	0.7067797031723351	1.265688443647633
BA2744	0.0098821182596633	0.6826428444347123
BA2746	0.0576114473793551	2.246847036514953
BA2747	0.6838305218589112	2.6896423547909816
BA2748	1.019135884145196	8.612325169056342
BA2751	0.6863883262462225	2.820195249239303
BA2756	0.0096825652016036	0.9703809793178744
BA2758	0.6967309130556232	1.8323795468818664
BA2760	0.0295654427851557	0.5152849513625629
BA2762	0.0214832277683428	2.552687809543795
BA2764	0.0247107495022107	1.509975563432433
BA2765	1.4035410734942797	2.39289134623134
BA2769	1.3687547125110704	1.654345839016698
BA2772	0.0095536224149461	1.1316888526978304
BA2775	0.0478570599390043	5.604863226691362
BA2776	0.6996166073039792	2.6182270335041005
BA2778	0.0471088545333032	1.421190336075034
BA2782	0.0712101952379273	1.5311907466458643
BA2786	0.044417865473627	0.7852042741944069
BA2787	2.053586477479618	1.800247437353734
BA2789	5.360926747165538	14.008737175363926
BA2791	1.0197204476122108	1.7045683684067263
BA2792	0.0266652049286601	3.018878411729552
BA2798	0.0101400038329784	4.100505762437636
BA2801	0.0257545695516179	1.3764703757939605
BA2802	0.0129399382181202	2.5253315131359857
BA2804	0.00938755654157	0.7555484542008238
BA2806	4.009004970067305	7.745564664145458
BA2808	0.0122677969368737	2.78559806484282
BA2809	0.6898202489075299	2.7334907416277763
BA2811	0.00711930696124	2.552131987877516
BA2812	0.6927521559976918	2.0941482784156835
BA2813	0.0182581299691649	2.8097613443001364
BA2814	0.0187161745842122	2.054095618905114
BA2816	1.0183834368537876	2.1198042413487403
BA2817	0.6838797646190796	1.3376205975782405
BA2820	2.0470164288496915	4.070998956845965
BA2821	0.0374749261081952	5.066381821748393
BA2822	0.6812757473899625	2.884351488167197
BA2824	0.0404019853289772	1.0998169310286623
BA2828	2.6859278576964853	3.6181223683550248
BA2829	0.7239411344298898	4.534557564311359
BA2830	0.0127750843120891	0.6709554667506056
BA2832	0.6924139644142149	3.952292095295011
BA2836	1.6816996988366535	2.445039848180031
BA2837	0.0292284631690237	1.995631670825597
BA2839	1.3594230645500656	0.9436462415281752
BA2840	1.396622531558444	1.1492535974368214
BA2841	0.0143596789213954	1.9139072277193088
BA2842	0.0138711770400269	0.6612899451203657
BA2843	0.0037719321958018	1.6562102715697948
BA2844	0.0111862478170755	3.821757250756895
BA2846	0.0408679077317667	3.3001621146526645
BA2850	0.03035925504899	1.828463643952976
BA2851	0.0370953695522924	1.6131893978446552
BA2852	0.6763504438356153	0.921993389809632
BA2855	1.0247910555123727	0.0503785843213644
BA2856	0.0104331945419946	0.5300314770969905
BA2858	0.010680172409205	0.7114815296348503
BA2860	0.0194686218756206	1.2262364264523182
BA2861	0.0172921919952297	2.402131189545346
BA2865	0.0147386294936258	2.129704837588824
BA2866	0.0172100680340503	3.013038703143604
BA2867	0.0401939484995027	0.7455546963980773
BA2868	2.350416882515416	7.515001741124448
BA2870	1.6816553039458653	10.322297744445509
BA2871	0.028261919211416	3.4221688480142816
BA2872	0.0249978803745021	1.6477955843867516
BA2876	0.0241572492851895	0.0957137393726782
BA2879	1.0473168913627775	0.9531210378014084
BA2880	0.7023404775646664	2.6670752758807885
BA2882	1.041325952346814	2.331904014622404
BA2883	0.0162136727937939	1.041376210613712
BA2885	0.713807190433636	0.8719233342609193
BA2887	0.013735568432972	2.4644347656172783
BA2889	0.0	0.0001248439450686
BA2893	0.6868518247143222	3.066329078603025
BA2901	0.677094407355609	0.0317730501306983
BA2902	0.6891115905232373	3.0100672119655543
BA2903	1.0412480702713425	0.04812813915614
BA2904	0.0462232225695299	4.618916602419935
BA2905	0.6735396017443688	0.9351763781874364
BA2906	0.0217721765916516	4.94215177891217
BA2908	0.0152416749831338	4.5110256667594255
BA2909	0.025918211490304	2.4489723716243854
BA2910	0.0118511172942523	1.594387139400962
BA2911	1.685551937042617	9.404135429069326
BA2914	1.0772041641722534	3.2489443539667984
BA2915	0.0017585382704245	0.1575190649325371
BA2921	0.6757123957227248	1.641957001069005
BA2922	0.6849637376735674	2.7456192472563985
BA2923	0.0154077408565099	0.7224224439304705
BA2926	0.698234595671095	6.687000187037824
BA2928	0.0105938065623183	1.9118917963386208
BA2930	1.7124348745395117	5.58017983762684
BA2932	0.6839600706292415	7.813152127137059
BA2934	0.1015864178297469	1.066804732513104
BA2935	0.6885246031215325	1.673007552982645
BA2937	0.0131078220425138	1.0652045403051302
BA2939	1.345939321853684	2.5373235723920007
BA2944	0.0369688507003247	3.672323777677416
BA2947	0.0241925544208906	2.2556267591819603
BA2948	0.0198974211916916	1.6022588162482645
BA2950	0.0640975540970845	3.3056537960314523
BA2951	0.0195957467112607	3.714504555055268
BA2952	2.689027042627368	7.945331247025262
BA2953	0.007833419198585	1.0622547637621065
BA2955	1.03152595804833	1.5735880773272142
BA2956	0.0068686931919947	0.6742777678936652
BA2962	0.0114326197006135	4.514064286268231
BA2970	0.6846370597798677	2.1501201984121554
BA2972	0.0438831507504528	1.6972456171563868
BA2976	0.0554697166509927	1.1234965124288914
BA2978	0.7507736171992709	0.6784917224358712
BA2981	0.0022634017109501	0.464518225543284
BA2984	0.0490334586771039	1.3895178377819446
BA2986	0.0070761240377967	7.139863348341978
BA2989	0.6868128836765862	0.7722661228884115
BA2992	0.0178049332234974	1.9699573082368111
BA2993	0.0175044707104115	3.8777916763607
BA2994	0.0132361588454988	1.7558718623644929
BA2995	0.0105609253613072	1.3120625253755585
BA2999	0.0321980993295765	1.5218285152086082
BA3001	0.0197636305356542	3.283498109093232
BA3002	0.0421629475340917	4.609381041663816
BA3004	0.0755277498630081	2.9380858579637814
BA3006	0.0138164804268064	1.748787766814016
BA3008	0.0012554927809165	0.0077259165993786
BA3009	1.020600625722932	5.390947118477055
BA3010	0.0324517430171842	1.3260803715209823
BA3011	3.01884754130556	0.7382217721149416
BA3013	0.0114764086077293	2.0879046289580168
BA3023	0.6813657491388839	0.9683986825238244
BA3025	0.0085420775828776	5.080337428397208
BA3027	0.6831230754419638	3.00421939840729
BA3029	0.0088802691663545	1.7401704021009063
BA3030	1.3845773150591842	3.945677107330818
BA3037	0.0170153628453705	0.4762799165476772
BA3038	1.722983074243697	5.051456112259189
BA3040	0.0275940198158768	2.834850863947472
BA3042	1.0069526351041915	4.309006570653918
BA3043	3.0368867267391457	2.248677657799857
BA3049	1.0514818698379742	1.7313959408230577
BA3051	1.6814083260786548	0.6646889545802217
BA3053	0.0218974834762743	7.861453717262678
BA3064	0.0566850564268283	3.322682981534957
BA3067	0.0236566277303714	3.741009251529377
BA3068	0.6916633350738238	4.13495857796512
BA3070	0.709999953102133	3.443687359436515
BA3071	0.7025929092849292	6.077216535055907
BA3072	1.0397772688568814	8.213110499816764
BA3075	0.6833791430642613	1.3901999555975253
BA3076	0.0100177268667182	0.0173066249405052
BA3077	0.708282173820462	2.748373652909503
BA2040	0.6875671489190119	2.375963693373539
BA2160	2.38093432565004	7.2642666976875745
BA2303	0.03793236473957	2.840539695356444
BA2353	0.6917047000462498	6.337646980555671
BA2516	0.022359769977029	6.1525607150623225
BA2590	0.7038927969566341	7.098047545622784
BA2647	0.0144071037305461	3.8849425733059006
BA2891	0.0470224886864165	1.4775576433842594
BA2924	0.6931408023086818	4.889603897989876
BA2971	0.040408045165702	3.468802501744926
BA3036	0.0239923953791584	6.45483500374836
BA3059	0.015460619518713	1.0846267987184108
BA3073	0.0074544686263546	2.979660609986603
BA3078	6.725739825705396	5.116092346503533
BA3079	1.360882958258422	2.368091955700928
BA3083	3.0551777379093217	5.811712840678749
BA3084	0.6825373000076037	2.779812080210334
BA3085	1.3620526911761244	4.24132050223457
BA3087	0.0	9.970414668935453
BA3089	0.0230708522960115	5.824776961198015
BA3094	1.374329577868085	4.087964389823318
BA3095	0.0221480972455196	6.108688157768685
BA3098	0.0269218785346303	3.053186060055868
BA3099	0.0368009668759312	8.625616342847932
BA3103	0.685227077099935	1.4367437019194949
BA3108	0.6815725740010136	10.156121900000151
BA3109	1.6977430638713642	1.3927302351962607
BA3110	0.0015930783807209	2.5078610552278597
BA3114	0.0153359186177628	2.7530216948668005
BA3116	0.6885702099796659	1.0875424370572109
BA3117	2.691534998270839	7.193373265148163
BA3118	0.0184673787659843	5.277096192183644
BA3119	3.0426629631052378	12.883161912408516
BA3123	2.374193363277358	4.803611327801272
BA3124	1.015994728258215	4.21054428006405
BA3126	2.737508213054796	2.8246321209328777
BA3128	0.0083808595788813	3.608092487922375
BA3130	1.728245357414176	2.5404865644497363
BA3133	1.37511369439316	8.316171632292765
BA3135	0.0138705710563544	5.669922987556664
BA3136	2.7051434418681706	7.408721497640738
BA3137	2.7137256724561287	1.6213128686583913
BA3138	1.3995720121751078	2.926481202698819
BA3139	1.36138357981324	6.8770572259705816
BA3141	0.7099543462439999	4.599395654944109
BA3142	3.037052792612522	14.0982824377567
BA3145	0.0114770145914018	4.677822210665414
BA3146	0.0394798362621578	3.2749571865861946
BA3149	1.377340579001064	2.387201305919367
BA3152	0.0522506786885396	4.349984345086304
BA3153	2.032801448290438	3.0527241982844227
BA3154	0.0092975547926484	4.28942234204808
BA3156	0.0206139573637265	3.2278813784839597
BA3157	0.0244942289013215	5.383763330246449
BA3158	1.6829168565635066	2.427680769014372
BA3162	1.0314535298259104	0.9929945971919996
BA3163	1.3619334441282265	1.6091564442133084
BA3164	1.3643136689523845	5.868617775283941
BA3167	2.0396495380375685	1.3512052762913591
BA3169	0.0114350436353034	0.8099630790379262
BA3171	0.0333696501982963	5.544770658175454
BA3173	0.0199399981314625	1.7308377241602686
BA3174	0.0201498529119544	2.78049200831482
BA3175	0.71222017188964	3.916354169042656
BA3176	0.7044311475818432	1.398144493560881
BA3177	1.3809337196663678	2.6684240618836683
BA3178	0.0092105829620892	2.2011568745523635
BA3180	0.0262971620625344	2.8429799230863977
BA3181	1.360253999900619	3.4169526216468147
BA3182	4.702922617096992	6.465568450520892
BA3183	6.392368157317999	8.637727802183933
BA3185	1.6886577877938975	3.3780862457251213
BA3186	3.033790571726625	7.658752176405559
BA3187	1.6881109533972738	2.660248828732659
BA3189	0.6885215732031701	7.486407566060087
BA3190	0.0111850358497305	1.344322793828056
BA3191	0.7047225203398421	4.6694024901881175
BA3192	0.0301572780562404	3.5077787205700552
BA3194	4.051498231397131	8.662644524733851
BA3195	0.0193493748277227	7.4496398989691635
BA3197	0.6864315091696658	10.054760629602765
BA3199	0.0225738666432282	6.719935411125861
BA3200	1.40760195451339	7.819164366709701
BA3202	0.0230319112582755	2.685428461074084
BA3203	0.011018363992682	1.0415124745103943
BA3206	0.026125642336106	3.960770595829513
BA3207	3.412758322276766	9.902281146739536
BA3208	0.6914121153209062	6.055922803560105
BA3210	0.0275994736689292	1.414333149336776
BA3211	0.0391428566460258	5.250568268044968
BA3212	0.0178791793969345	5.928094555982853
BA3213	1.0525456873485732	4.602520007724814
BA3214	1.3528871090884955	6.220395204836827
BA3216	1.0186473822638276	5.618746466429752
BA3217	0.0218585424385383	8.902646775270254
BA3219	4.052669782265851	3.3432382481703
BA3221	0.7049773759947947	3.35154335856063
BA3222	1.7045558484827934	4.655330714803816
BA3225	3.069630448498001	2.93339371005488
BA3226	1.0215659577131946	6.800439759375081
BA3227	2.055766543262044	6.344520643349284
BA3228	4.050824272164867	8.08669053299697
BA3229	3.7197537345588114	7.676464217231506
BA3230	1.3623464878688127	2.888449091497991
BA3232	1.3687510766090354	4.301224086517919
BA3234	5.093822396935219	4.332855018316021
BA3235	1.7151910200175378	1.915317492902447
BA3237	1.3689195664171014	4.639006836764641
BA3240	2.0258336635944345	10.116098999271616
BA3242	0.7208839204551053	3.331326029734452
BA3243	0.7006336059891	2.9046507866993294
BA3245	0.0200592451793603	3.3602777891825237
BA3249	1.0281426721635183	1.7662823115441877
BA3250	0.0570220360429603	3.933912694393884
BA3251	0.7029262529990263	4.276729172274
BA3255	0.7013739336070587	5.48695761692525
BA3258	4.740477849215348	1.7224400452540294
BA3260	2.708453087563218	1.0478724751794728
BA3261	1.3729427183658212	4.870043185968817
BA3264	1.7120875932009474	11.23593616992158
BA3266	3.3781319673302086	12.655947589873191
BA3268	0.0443783184522186	9.627225643645808
BA3269	0.6840153732261344	2.378683040839632
BA3270	5.07703628034786	6.257724076633806
BA3271	1.043958608891235	5.419991651726451
BA3273	0.6779338264775765	1.8203280536965825
BA3275	0.0227806915053577	4.6617186114798645
BA3277	2.3510561425956515	1.1887544877672702
BA3280	0.6774751758788568	2.9610502249776087
BA3283	0.0250434872326353	2.004062218207752
BA3285	2.033073429570918	5.7232340132082165
BA3286	0.7142293239293097	3.752073025344385
BA3289	0.68651969296757	0.4495356215814276
BA3290	3.0487311782130004	8.673827288058016
BA3293	5.0632641948118415	9.284535522740304
BA3295	4.394752018044192	5.400211193073215
BA3296	2.746373332629338	6.435364320786594
BA3297	3.0703360769639314	11.028395922575465
BA3299	0.0205251675821499	1.7767219872844695
BA3300	0.0245745349114834	4.756270975227372
BA3302	1.0331585834504595	15.037900211520007
BA3305	2.701667730299748	3.382023148591666
BA3306	0.0081363056463608	4.024635907308313
BA3308	0.0224437118892257	8.715486115863088
BA3310	0.0327862986986263	3.9395821225295418
BA3311	4.076698694748056	6.11081535565318
BA3312	3.383030449520269	7.919782610348514
BA3315	4.705813159214728	6.101530486404784
BA3317	0.6820324365670783	8.061095334546799
BA3318	0.0158815410470417	1.6558276347622718
BA3319	4.063093281069086	0.2441810252409822
BA3322	0.0285520800020698	2.9021558922236363
BA3324	3.713473240735867	6.968018258236888
BA3325	0.6815749979357034	7.743812142556275
