	CBL	SMC1A
BA2229	11.821036629915527	0.1760641667933917
BA2233	10.665156578641655	0.1546722445549899
BA2234	15.341275288820148	0.9598569615118624
BA2235	14.803834461607815	0.3506127985317646
BA2236	11.710355137900692	0.2547194116470408
BA2239	11.735253151595831	0.2535090743265992
BA2240	19.32417657351549	0.4908167731068273
BA2242	12.892070349862916	0.2420015861239549
BA2244	28.47635815847368	0.3580150598976017
BA2245	9.673851668340887	0.2985101118313956
BA2248	5.721270967997303	0.0954803811134522
BA2249	24.994116407584105	0.3795539904703852
BA2251	7.418342926164668	0.1798147056189224
BA2256	7.267699813104082	0.4246689381506453
BA2260	13.944516038817392	0.1780099913415867
BA2261	5.544315377548978	0.163637993041259
BA2269	4.822699159862164	0.0381257500274562
BA2271	24.75532152963328	0.4199710669654803
BA2272	12.025749549495035	0.2600698008492104
BA2273	4.0879703073142135	0.1657232849119111
BA2275	76.23953733932561	0.6891442021703473
BA2276	9.72468346275816	0.2036555884723128
BA2277	16.15195717401304	0.4281794974115492
BA2280	37.578581140023616	0.5649937171690479
BA2281	9.504807167091256	0.2568893475089915
BA2282	12.640070042517063	0.2248100876554353
BA2286	10.43500776692435	0.2828993825110299
BA2288	3.721850123395836	0.1126104562125291
BA2292	1.4491758659169975	0.397235682464465
BA2294	14.252684250026164	0.2616251015647491
BA2296	15.073110524019182	0.3631820988029091
BA2300	43.697145219716205	0.6125499806379009
BA2301	14.756354609280905	0.1954328451951469
BA2302	4.037642545112396	0.1006929967279396
BA2304	11.925938141545572	0.3779940917641564
BA2306	22.02166886091065	0.2708628105721385
BA2308	12.248140182733364	0.1147444737003561
BA2309	6.105516027157178	0.3259388177248745
BA2311	19.02601055355281	0.3702552667702572
BA2312	10.485788415717096	0.1776912291549271
BA2316	10.609886499446748	0.2466830138254239
BA2322	20.628699102906985	0.4965962069120556
BA2325	13.172790173883522	0.2786110659952907
BA2329	12.747749318478466	0.2418367021205663
BA2334	8.44353255392157	0.1157587700932795
BA2339	21.981711686826344	0.1333731385406656
BA2344	5.428014743825342	0.3579604799758853
BA2347	8.232668571665798	0.072188004292406
BA2348	5.024615123206675	0.1092625283621437
BA2350	6.183250889243565	0.1186669020621158
BA2354	15.21181961641133	0.3239181940245378
BA2355	4.974070071366386	0.1556839884206953
BA2357	6.345009569140849	0.1962496472241806
BA2360	11.529329903334627	0.3260919528996724
BA2361	12.494974985156691	0.2176691980457763
BA2363	4.696402482293951	0.0848651731019468
BA2369	11.311678349308684	0.186279772257463
BA2374	14.644488919473918	0.6926714774366002
BA2375	20.04675003979729	0.3351568159397747
BA2376	19.913753516398792	0.3156022665371982
BA2377	25.451869962604388	0.5388125382276377
BA2379	12.3882946445059	0.072004153479201
BA2385	8.830908118297671	0.1148271054114098
BA2386	9.54208114831771	0.1813473892149942
BA2387	12.031568683154743	0.3246860534885605
BA2394	27.256176745483867	0.2854004544670061
BA2399	5.389806268850193	0.2153871654807925
BA2400	13.01784421280019	0.6390816294612727
BA2402	12.126111168904568	0.3383098845773419
BA2405	9.16576267524558	0.0942804089596048
BA2406	21.824008064903303	0.2455983708575468
BA2409	20.564391019303415	0.3967052557426072
BA2410	5.8322911946954274	0.2140673638973415
BA2412	19.11636341811321	0.2520991459870992
BA2413	10.659305746195134	0.1104649841257031
BA2414	22.366772034335035	0.4389419646422597
BA2415	12.686145993232802	0.2186034456985994
BA2417	9.518038506944333	0.1722880439023834
BA2418	5.992298772735698	0.0957289155259468
BA2420	9.881273991804528	0.2378650357073441
BA2421	18.1871341981308	0.1116138168270386
BA2423	11.624923536594178	0.1170840694562422
BA2425	7.14328452160441	0.4026722048428054
BA2426	15.251280060317049	0.1783209864042547
BA2427	4.494091920117016	0.0812447405297825
BA2429	9.864449647062203	0.2185211086455719
BA2440	7.627689178834342	0.2487880973382376
BA2441	52.264513307692425	0.3780613279333296
BA2442	16.352236655937023	0.2711250618349438
BA2446	16.38923393734608	0.7007455385303686
BA2449	5.444737711661959	0.3145221648751091
BA2450	11.68808883554717	0.2338310005546969
BA2452	7.686755575274143	0.518737558469498
BA2454	33.955655979183106	0.4100739873433509
BA2455	12.246121972177686	0.1584734708862251
BA2456	10.882132231568333	0.0936955432674145
BA2459	4.004268561676521	0.1007335576054945
BA2461	33.377813767623906	0.3559182958194719
BA2463	5.35353146493377	0.1431545638750629
BA2464	8.87192071158626	0.2721092279091613
BA2469	14.03595211374083	0.0635194425077364
BA2470	24.05766177415062	0.3237007392970828
BA2472	8.08228247708686	0.1340409302019452
BA2473	3.089640912983751	0.4307230041907692
BA2474	9.745074070855631	0.2830003263520365
BA2477	16.78971955829415	0.6630495346238549
BA2479	3.467453156120669	0.0920500508177846
BA2480	9.982956753840812	0.1875311634928654
BA2481	4.287955432561501	0.1300334748480292
BA2482	16.89560400419463	0.3207334979475773
BA2483	17.62476702912814	0.5082802911813132
BA2485	5.921585830137893	0.2358318776855999
BA2488	10.823149189354096	0.2950977067253594
BA2489	3.2150456148346267	0.0916632268438471
BA2492	15.079483466122642	0.1270852193336748
BA2494	2.866964148655433	0.1362629587937615
BA2496	10.554755837729806	0.2534181130655416
BA2497	16.945677393808477	0.3635030910318531
BA2499	6.3716198181027215	0.1196799548875576
BA2500	36.2502414003366	0.5827457867044712
BA2501	14.294526847652293	0.3711891358327866
BA2502	17.128406070644864	0.4076236912501325
BA2505	11.938970174667231	0.0949552061537248
BA2507	20.32818796802433	0.1823516734126584
BA2510	9.527537004759903	0.1301580329443905
BA2511	2.859152474138896	0.0856985038464694
BA2512	42.82440363911197	0.6527365252061104
BA2514	3.6305943840998856	0.1854558763243138
BA2515	2.8864758435326974	0.1080857803696251
BA2520	5.22683379819077	0.0802909989896409
BA2521	17.371489353225776	0.5150964693206499
BA2523	9.787709547512131	0.404463952799906
BA2524	6.72340355530515	0.1927645969407254
BA2525	5.361211502893784	0.124397729022514
BA2526	8.89758865268975	0.0838814121222947
BA2528	14.094416620293064	0.3295012815973585
BA2532	8.627882939943326	0.1436030537105733
BA2534	13.23249485183546	0.2573786266451812
BA2538	11.92734593308858	0.0867916561752736
BA2539	16.46191526716471	0.4573028517422539
BA2540	11.51378534338016	0.2459192862189476
BA2541	9.253713147221127	0.231556581821275
BA2545	23.299635354856832	0.3952241348763003
BA2546	13.595112901930142	0.2944940248047345
BA2552	9.946257856738274	0.3170711239895659
BA2559	2.9812349405382217	0.2156161256131744
BA2561	3.2110963197322078	0.1437519797318473
BA2563	17.09980873057497	0.2338717752548273
BA2564	11.738679235924256	0.417651241129595
BA2567	4.530200027570848	0.0577308950534327
BA2570	14.406957329876292	0.1642606718154451
BA2575	7.358869738671234	0.3026674421302629
BA2577	8.01856892654027	0.4706706174792704
BA2579	12.749708158663022	0.2271293218926546
BA2583	7.237888011403356	0.2603253668703825
BA2584	18.9560317280668	0.2398261528967051
BA2587	32.33150362194728	0.5397716972629386
BA2588	10.50242819085216	0.2256692909529387
BA2589	6.003245642037248	0.0860593028691975
BA2592	5.616510835589373	0.5177355851495687
BA2593	0.1857220620101992	0.0323512286962603
BA2594	11.10506538371518	0.2869778197371034
BA2595	7.29002229288259	0.2164093359374393
BA2597	1.3910589618938278	0.0891098452101692
BA2600	13.37792924792148	0.1981468570201742
BA2603	11.397329771735064	0.1198453760126588
BA2618	11.425784729666956	0.4328642260192508
BA2619	13.707515958307264	0.2918653151903426
BA2620	9.633652642299827	0.2444462354704645
BA2621	19.520111622843423	0.1817954920959613
BA2622	19.32730608797746	0.2580779070113076
BA2623	18.820969773535595	0.4564508125232316
BA2629	11.542687507137597	0.2998754353359694
BA2631	9.71205255816463	0.2509905216204183
BA2634	13.75294994530806	0.1330984108555486
BA2636	9.053248067937105	0.1408643820278768
BA2639	16.38266071657236	0.6670455875304463
BA2644	23.390285094200667	0.225636375315992
BA2645	4.706976120175909	0.0356252484048635
BA2646	15.8787561690701	0.2802327422707131
BA2649	9.023797798632572	0.4334100500767252
BA2651	5.365742435202348	0.0919617490094547
BA2653	4.020409574581047	0.2569497039823936
BA2655	10.2586182221325	0.7139990186126663
BA2656	8.10829536151017	0.0794379106146092
BA2657	13.00063877187866	0.3399398245536351
BA2658	28.0539591955123	0.2547795764626844
BA2659	14.189267606579264	0.2773546483240657
BA2660	9.203384459075332	0.2662669615708654
BA2662	18.75992765191653	0.7541105908967665
BA2663	14.847376379374728	0.2105269389462351
BA2667	11.285420025348888	0.2897379056481712
BA2670	14.532586685512346	0.1441389945777838
BA2674	18.83712024181316	0.1891502859984321
BA2675	8.288955534370313	0.2812962648255981
BA2676	12.260258375380907	0.3139591697544396
BA2677	12.05004731661908	0.3192005612125122
BA2681	2.704375712957959	0.3257687641974401
BA2682	12.559893344441884	0.2404484787137783
BA2685	4.314722294272165	0.2767710412141184
BA2688	5.079587308965343	0.1378438970917537
BA2691	15.562773093796157	0.2612519547389361
BA2694	5.264611870236196	0.0781985177930957
BA2695	29.620195104188912	0.1118772304361062
BA2697	26.565891028134168	0.1272866317467571
BA2701	10.396751072738455	0.075030801935775
BA2704	7.902936701070375	0.5101096719952736
BA2705	18.948453715406547	0.07250727099176
BA2707	18.692264295981424	0.3299179451714395
BA2709	6.696363941242483	0.2624298318660459
BA2712	12.342861176182456	0.3282780888216553
BA2714	15.504892926829882	0.3666596884672342
BA2715	7.7205940285306225	0.1215179598953262
BA2718	11.051239866579367	0.3195031966814316
BA2720	2.185426328450402	0.172714685702737
BA2721	34.16834314534894	0.5658885773232102
BA2722	24.099790181227352	0.5683806366482027
BA2723	12.677982016816696	0.1416658454345932
BA2724	6.585843008663649	0.1138061856296348
BA2726	23.576424604651525	0.2946671354005249
BA2727	12.282734059682404	0.2287099576110273
BA2728	24.013406435178577	0.4610109878451265
BA2731	9.703726003842538	0.1128388234893852
BA2733	4.406353899120359	0.1298815646864783
BA2735	8.737294850346899	0.0392859887155894
BA2737	12.597199827121376	0.1493001614811841
BA2742	12.68893226862999	0.3734794718434932
BA2744	2.3420454361233363	0.0744951513444706
BA2746	19.387376192440616	0.3682669813087594
BA2747	6.878067055979955	0.1520008283814606
BA2748	7.524865940501618	0.4001507939045263
BA2751	9.593469385311394	0.2114876705902431
BA2756	3.6884191341199744	0.1626781184244019
BA2758	19.773861121216136	0.1707386053845356
BA2760	17.553567475040502	0.1983855161639982
BA2762	8.483715823582923	0.2293845489041649
BA2764	5.384269080892358	0.1741527316664854
BA2765	48.70176522283881	0.3713933335783316
BA2769	16.551916032560825	0.2928566970947246
BA2772	4.086426052783343	0.0939717977027511
BA2775	11.711041887467228	0.2657065525606317
BA2776	21.74182464406332	0.6202323265312046
BA2778	13.181899269966712	0.3950466155049685
BA2782	20.35318546039668	0.3151364876376854
BA2786	34.32666456485344	0.968159896203139
BA2787	12.728472466745982	0.1237204031601759
BA2789	12.15296987969034	0.4444304317432463
BA2791	4.157377331472257	0.1294959993090058
BA2792	7.945944528823951	0.2638174116398242
BA2798	6.16796233879165	0.1891722780391238
BA2801	10.530146547841069	0.1727233439081975
BA2802	13.7844639994957	0.2466507899910318
BA2804	7.432435877742935	0.3192413359268645
BA2806	5.198326562409379	0.1656177386980943
BA2808	10.331626092453904	0.1087470259095868
BA2809	15.367930725637246	0.2507955480173753
BA2811	10.385527883897142	0.2648906040050539
BA2812	11.38827393559281	0.2655662582263247
BA2813	3.574804812737076	0.1227267439754985
BA2814	18.89279871645271	0.3794079495996934
BA2816	6.089592597622625	0.2021488300093306
BA2817	12.18366638641398	0.1552099153339106
BA2820	27.360235836889427	0.3379765105194388
BA2821	23.165516623985244	0.782652127156746
BA2822	15.116313352165829	0.2558496344351366
BA2824	19.384867700153134	0.2754533870917638
BA2828	10.68731749583375	0.1952904498377729
BA2829	29.491561304585968	0.3195532759453021
BA2830	15.495815362518988	0.1718429795070942
BA2832	18.98328535210492	0.3137521751727
BA2836	7.1300851189646455	0.0802173969811732
BA2837	12.259887411811098	0.1867291483354438
BA2839	5.740623253591938	0.1176760361314943
BA2840	2.051846768920507	0.4967137050448442
BA2841	1.984763113583061	0.149363505648558
BA2842	8.099561711753601	0.0675892630473825
BA2843	7.975582721842838	0.0822233284174721
BA2844	3.5501711409262406	0.2062485016528522
BA2846	10.988582562913264	0.2721005887148136
BA2850	8.80121627499627	0.1411143548477597
BA2851	33.053734174631344	0.4603940702363178
BA2852	3.5866998574210625	0.0624845270608109
BA2855	12.29547234158537	0.1114542314095787
BA2856	7.466729743408637	0.0307560840500244
BA2858	5.667800743281053	0.3095446579129148
BA2860	6.151766078213564	0.1946986444049878
BA2861	11.767533327844465	0.3090760747124922
BA2865	6.37806970753958	0.1972311935905225
BA2866	9.840034863491558	0.3648559155919731
BA2867	14.282888900141486	0.1792362018550065
BA2868	8.498246592343898	0.2185923193550665
BA2870	12.194491011975186	0.6474642443696771
BA2871	8.812987348879075	0.3398126914079136
BA2872	11.688317910310488	0.5199047987510077
BA2876	5.588856146308925	0.0691027513962916
BA2879	9.79065799475418	0.123026264091197
BA2880	17.21895723703193	0.2936286769694492
BA2882	20.722665017717148	0.2200827337382597
BA2883	17.49605557304212	0.1215777539853818
BA2885	25.532235533116506	0.5984346439385625
BA2887	19.44758089664276	0.3096638251410523
BA2889	0.0	0.0001076658053402
BA2893	7.3308542565429375	0.2586648728839178
BA2901	6.988902669631012	0.095791380115584
BA2902	3.85567001881446	0.0873662600584626
BA2903	14.82707526340658	0.0650529610230296
BA2904	13.370718853354871	0.4219569275305653
BA2905	10.715231561359706	0.1045441153905102
BA2906	10.929098504304832	0.4971897346922827
BA2908	11.384176082640028	0.0611374383902125
BA2909	21.28307619685946	0.201534595189595
BA2910	10.008023435450609	0.1894672457452929
BA2911	13.349804765858044	0.336357097752188
BA2914	36.44248818126995	0.5363232893936329
BA2915	0.8295160483568763	0.0122077435825069
BA2921	4.893056851491371	0.0897313683312705
BA2922	11.262211034122906	0.2097623317620221
BA2923	22.168747676711355	0.2306829587671649
BA2926	10.743845259998348	0.362999296731501
BA2928	19.84942057597427	0.7328396258288141
BA2930	28.126626507771267	0.3071963314945891
BA2932	10.422300659366424	0.2786937749881001
BA2934	25.31891828736946	0.1578504431512775
BA2935	7.394665940831653	0.17185325987033
BA2937	10.41670843786829	0.314518025510182
BA2939	7.429531946242028	0.1437941124181279
BA2944	28.923525539851788	0.3967342110540126
BA2947	6.744193871637374	0.1851984120131309
BA2948	20.44236011570864	0.1419070836099069
BA2950	37.92610641122233	0.3952168461749438
BA2951	6.295131453803265	0.1898915620815846
BA2952	30.07604335783033	0.6612416281257553
BA2953	2.256583583218568	0.1163447989459352
BA2955	8.874882426017695	0.2621571054143199
BA2956	2.687429921082983	0.0790005400436854
BA2962	11.38222726264144	0.3975818439543251
BA2970	4.689016781804959	0.1957447087318102
BA2972	18.758270429131123	0.3293166723324845
BA2976	19.739707190086957	0.3096691926871527
BA2978	37.57352587695185	0.4731509710057813
BA2981	6.187018891364973	0.2502283314394685
BA2984	18.53231812242018	0.2640348478557104
BA2986	10.055131870975767	0.3485834631374355
BA2989	12.343667633048906	0.1460676895533729
BA2992	8.392195789514396	0.5380020415646402
BA2993	7.291872087838868	0.11660752029557
BA2994	7.561467029541562	0.2266451928978509
BA2995	4.331566713083609	0.1204702808754435
BA2999	23.778009305672487	0.3193007284760498
BA3001	10.161007864893326	0.2917806783064339
BA3002	25.12629902538264	0.5552582775494158
BA3004	28.799746667292244	0.5126299537847396
BA3006	5.36085665039578	0.2291427258091408
BA3008	0.2507311265969802	0.0022500543479822
BA3009	10.122915594563851	0.4115478530772973
BA3010	21.471740218071947	0.250667233142732
BA3011	3.171706262798601	0.0984475265843019
BA3013	6.725324193393431	0.4219456942615227
BA3023	3.1367347077030523	0.2173995360986777
BA3025	9.077325614593516	0.2699699153891006
BA3027	7.899892467904786	0.1142040515721813
BA3029	2.988168896702679	0.0839867745572807
BA3030	22.967411565815333	0.5758379855026016
BA3037	9.799569491926407	0.0910588677069947
BA3038	28.26078121602286	0.6329297839313329
BA3040	5.609340929233067	0.2985660493250496
BA3042	8.083363599860771	0.2077054521736447
BA3043	15.984191711899816	0.2214341415847085
BA3049	4.430716514060231	0.177603913807178
BA3051	2.746862061722891	0.1381258105632908
BA3053	9.230881077675274	0.2840491610107821
BA3064	36.39716979221144	0.2881622204776108
BA3067	7.477507842045286	0.3622948914571787
BA3068	2.8227653281861307	0.3675138949442251
BA3070	10.465161716389543	0.1665342370611892
BA3071	13.717492169812896	0.3931518976544929
BA3072	13.38888879243739	0.2515043939793846
BA3075	8.593853919845841	0.1010932314473171
BA3076	5.495792229828594	0.02715885665652
BA3077	27.07124271002513	0.5036527550958136
BA2040	10.74377770653373	0.1789469585488489
BA2160	12.421773259636556	0.2485683387977719
BA2303	20.101478226699648	0.4121482712286024
BA2353	25.32634854963152	0.3664233172647903
BA2516	19.820079405717934	0.4116361469498121
BA2590	13.430848714493433	0.4309865100821319
BA2647	12.037985607022758	0.3642042957496055
BA2891	13.43681237230813	0.3146634081473152
BA2924	10.016940539544546	0.1153077599395787
BA2971	12.060925433710995	0.1351319819076732
BA3036	12.170119035383802	0.2560760773888105
BA3059	5.207689962734391	0.1254207189551861
BA3073	6.347701206771513	0.2856461151615411
BA3078	16.127347846579774	0.4065602755923134
BA3079	13.561220777665664	0.1655537248218735
BA3083	18.847269775111023	0.6527780839768687
BA3084	13.894890656793274	0.4606065170537409
BA3085	13.389744078079318	0.1812933460434435
BA3087	27.28239746175127	0.6370760845653045
BA3089	13.369477606821404	0.226265875429975
BA3094	39.91881978420221	0.363382194306218
BA3095	13.233752923783962	0.3102810436868521
BA3098	39.22240363826951	0.3604062952081302
BA3099	21.109993558222516	0.5826862147443532
BA3103	7.347970517704292	0.2363929374220114
BA3108	12.663567409595084	0.4774718581087256
BA3109	17.41321127646101	0.105299700365296
BA3110	6.934254876773814	0.154839015744648
BA3114	7.484000664867413	0.2174477139472769
BA3116	5.161075374784419	0.1869802767941894
BA3117	11.040391797507985	0.4271717360504241
BA3118	12.980929716791342	0.2524353160385501
BA3119	14.797615133989726	0.472592126254227
BA3123	14.51992346144603	0.2143088666727148
BA3124	11.225498992263956	0.2066338903588838
BA3126	21.095621061397413	0.3386354649785379
BA3128	8.687979585893544	0.1319269388983728
BA3130	20.249785284403742	0.3148723968123903
BA3133	16.00619872219687	0.4172427458203853
BA3135	9.280904487213853	0.1567111874926694
BA3136	25.28204943706113	0.4341082556252174
BA3137	20.055527381967565	0.3366615621225121
BA3138	31.214047281570515	0.1970572516434277
BA3139	17.25654616960381	0.7253368774077763
BA3141	10.05000388770846	0.4182971515724906
BA3142	17.938247138857868	0.1903422965599281
BA3145	16.303902147853115	0.0713319578529346
BA3146	16.865910429990215	0.2819906141776795
BA3149	16.130634755130863	0.1524657763154379
BA3152	19.677119496703035	0.4919861483946126
BA3153	9.002411593419257	0.0896441492763898
BA3154	19.75649068926584	0.229594320882552
BA3156	3.782805211207672	0.2184464499737141
BA3157	12.450970804119676	0.3172560270840409
BA3158	16.280566949590696	0.301288795794646
BA3162	15.05599922250235	0.1645453927415961
BA3163	25.03017351883537	0.5350639622275036
BA3164	12.924937078341271	0.4896781474264358
BA3167	11.05518507621962	0.14458510771487
BA3169	13.575954329490312	0.1883108446851142
BA3171	31.166395029716423	0.2806134283716023
BA3173	10.796234183328384	0.3069925269541085
BA3174	15.998944736587706	0.1474428804050239
BA3175	19.63285557755301	0.2109060647136869
BA3176	13.238443612353368	0.4086260704788302
BA3177	20.595048292370542	0.690758174891853
BA3178	17.907785811840064	0.2805770580648931
BA3180	15.711748087820135	0.170998843538671
BA3181	12.490491499114466	0.2692165489955327
BA3182	25.908852632126354	0.4276320586752365
BA3183	17.12613861958834	0.3711680272950735
BA3185	11.524586180180094	0.1452192221053859
BA3186	10.604888834730795	0.434716834548235
BA3187	11.969454180399516	0.2682470712316673
BA3189	15.42748654967979	0.3358171240171257
BA3190	6.045156091339129	0.0782458160639581
BA3191	18.385947083731768	0.2814497092447492
BA3192	5.744921944302876	0.2602077997205345
BA3194	25.74287530353224	0.3818669078378363
BA3195	14.14517079880107	0.1847425963393512
BA3197	12.258785539076085	0.3484296277958334
BA3199	14.92608693961148	0.5785824076895904
BA3200	17.42451104402532	0.2904182510135181
BA3202	5.497923512167238	0.4161316528729756
BA3203	5.29727158181183	0.1127051592371072
BA3206	17.071607006604186	0.2738011912320349
BA3207	14.641348126491954	0.3933565848837488
BA3208	8.449317435411633	0.2096797079867835
BA3210	10.3505642228482	0.1933232914682228
BA3211	15.72528591301375	0.3293059987215186
BA3212	1.533101477533387	0.5218166010213633
BA3213	19.28701931288158	0.4537115677818817
BA3214	11.372921587856448	0.0749161305833725
BA3216	6.859628216774668	0.1874968165132549
BA3217	10.36389883742553	0.299616329898564
BA3219	17.95490520653865	0.2756435122761714
BA3221	17.577893509000344	0.2996160502695211
BA3222	38.404217842179605	0.491357413411254
BA3225	22.1916631306122	0.2580564852613337
BA3226	11.918424346512245	0.3368116473363439
BA3227	16.442631306296548	0.4956172439308797
BA3228	30.62495134180496	0.4741007719177005
BA3229	30.947485544236557	0.3936471415175411
BA3230	17.653313023158248	0.525221327346239
BA3232	12.03733734795674	0.4981979634291891
BA3234	29.18950617418888	0.3952673016753851
BA3235	17.235853698500627	0.3054783878790216
BA3237	8.573997549765185	0.2427413933559839
BA3240	21.111783020430856	0.3998591664067857
BA3242	25.17820616213437	0.225288913710634
BA3243	25.364078544915408	0.298382760895191
BA3245	6.918395045086935	0.213921999428674
BA3249	20.638518012666434	0.0689772143325083
BA3250	38.94879836806402	0.6366551782402601
BA3251	12.56967547822945	0.4252037131463424
BA3255	13.48014656711618	0.2984549430647268
BA3258	22.2215997472313	0.5175421859774127
BA3260	33.91256296084276	0.1525210440860231
BA3261	7.874026959099574	0.3128071762129427
BA3264	17.683387370792627	0.4489529614761333
BA3266	22.018888087023896	0.58798738527772
BA3268	14.062029427900756	0.5411662025625318
BA3269	10.510314193698424	0.0881160945431779
BA3270	22.882592489274053	0.4817215663538778
BA3271	23.512733894449926	0.7183814599548946
BA3273	3.948544435364721	0.1061498085679585
BA3275	19.713170497723915	0.368202978893605
BA3277	6.4155125120697205	0.149894155865655
BA3280	5.525899026383214	0.1363494127037959
BA3283	13.244739067854304	0.1486595460563002
BA3285	18.274108224727968	0.6689821415265536
BA3286	21.5242460694196	0.7055997857517404
BA3289	7.767063908022992	0.0687907583977545
BA3290	21.56701398135768	0.2827611927677067
BA3293	12.117095622880218	0.404313091380152
BA3295	23.48565248151511	0.493760139940373
BA3296	24.42298407598901	0.3471227664567803
BA3297	21.84912322399916	0.4855061106771944
BA3299	5.566073372291038	0.2115811525837037
BA3300	15.045410908059058	0.3136102357300411
BA3302	24.14214022489124	0.464858382455764
BA3305	14.839231963467498	0.164828185776648
BA3306	6.22554661360439	0.1158809254153795
BA3308	16.880213880096004	0.2622503850462713
BA3310	12.644385149557817	0.3307578759542464
BA3311	45.325829313305405	0.3182408518202514
BA3312	17.23649711449169	0.6681176507184189
BA3315	19.5577639128795	0.4140470156964089
BA3317	13.276454321232766	0.3551690391328552
BA3318	21.70645504760444	0.3293823507139388
BA3319	21.91172418555096	0.396472560939873
BA3322	13.443671689832012	0.2943144017135098
BA3324	45.949117496090686	0.4446866988823115
BA3325	7.989746541997922	0.082178219512508
BA3326	19.214826556408106	0.2260597537612384
BA3328	18.787279305128443	0.4392545429320541
BA3329	3.137668280496351	0.3543543420805741
BA3332	5.996874259540605	0.4633660984947801
BA3333	16.323724936222863	0.2113104467195846
BA3334	4.984224370737741	0.1690219786645197
BA3335	6.081213948273729	0.133327191177007
BA3339	16.47396662025137	0.296646892946861
BA3341	5.019378190859135	0.1340534070242475
