	RUNX1	PTPN11
BA2623	0.8038726737497515	32.422525972432204
BA2629	0.3504910996646456	12.182439062832351
BA2631	0.3227477782362995	17.90739322912705
BA2634	0.2313716576966895	18.21284933426878
BA2636	0.3268997601238429	18.568704808257376
BA2639	0.6987008341132465	21.352582026728825
BA2644	0.2322774224899261	13.954630838917565
BA2645	0.1872305608204482	21.812898951451057
BA2646	0.5537548395255599	24.75015114655788
BA2649	0.6366780707777169	23.86929555054728
BA2651	0.1664388121516779	15.009905620802682
BA2653	0.304210238283527	35.09770771441234
BA2655	0.3123562697068878	47.73960715416454
BA2656	0.2351063827030627	12.23115155921837
BA2657	0.4598208832447635	19.747502000537104
BA2658	0.1323432279927941	20.77431422918143
BA2659	0.3517600583229247	20.045090782808657
BA2660	0.2573804486883075	16.149795869705212
BA2662	0.254162715510198	12.045959777225177
BA2663	0.1518541155285465	12.517918211428482
BA2667	0.2439653885157159	14.667596859550976
BA2670	0.4787332765947135	17.34966639725265
BA2674	0.5847776439328105	17.279843318133707
BA2675	0.393738690939336	20.317910549967007
BA2676	0.2478024809194902	18.58694648390418
BA2677	0.2488417419559836	18.577054779483333
BA2681	0.1560957359755229	15.08682239640497
BA2682	0.2847513258925345	19.076647524486
BA2685	0.2648671293645711	25.10516765487928
BA2688	0.1010376832524803	9.067482526668442
BA2691	0.3457070269471681	26.73737220376769
BA2694	0.4328221504716751	9.024019039461352
BA2695	0.233523053172754	11.2404092343823
BA2697	0.0883854113088879	6.301040978737351
BA2701	0.1427044063120382	10.946437653909962
BA2704	0.6087831810726083	16.147071205521367
BA2705	0.9599598498105344	28.16912357988325
BA2707	0.7870109849492218	28.354258823419137
BA2709	0.2309063298062662	11.834087074751764
BA2712	0.2277428684882624	16.42029670010793
BA2714	0.4087606478982316	18.259052411644547
BA2715	0.5407179260858568	20.1361962674606
BA2718	0.2264120593094975	23.29369020548985
BA2720	0.06199850693479	12.589995425491171
BA2721	0.7256291013940612	12.82643796424119
BA2722	0.4249924044391167	36.40377693251484
BA2723	0.1535496039363053	30.19932116231609
BA2724	0.1486408135343405	12.29033845001848
BA2726	0.1489933819202283	13.818725538291096
BA2727	0.2456724084252623	24.61424804261353
BA2728	0.3130353858877515	21.026768820896308
BA2731	0.0822678721671272	10.348587303927951
BA2733	0.1896873445208171	8.96480318961342
BA2735	0.2898572883111386	12.472768491152266
BA2737	0.3051122360343138	12.376501451202138
BA2742	0.3025082884520792	18.999517616112165
BA2744	0.1577588875420493	3.972428680531728
BA2746	0.202555877357812	16.354079014101362
BA2747	0.4742826334446685	13.21286567892482
BA2748	0.1634354112640224	24.58902716946228
BA2751	0.8071463090211424	13.92309366783434
BA2756	0.192496304084087	11.95978241621635
BA2758	0.2585140309692019	9.074373932385482
BA2760	0.2318542233851574	27.842394785774225
BA2762	0.4421250179694788	15.494298472230904
BA2764	0.1638911456373233	10.123036663951495
BA2765	0.2934941442684795	17.255788926560026
BA2769	0.2290155805800641	14.114069903809089
BA2772	0.2248489260951291	9.214550366533244
BA2775	0.478373757838183	18.18390614086486
BA2776	0.8772785406547836	21.07864268018424
BA2778	0.3422344058267053	11.051841624231852
BA2782	0.194310722010821	14.017978111035076
BA2786	0.1125092427841016	18.56146342152403
BA2787	0.0771819098017011	5.728153752635701
BA2789	0.591763462756144	23.09779193452756
BA2791	0.4767886715929873	20.34342406980938
BA2792	0.1792834471163342	11.65470263502648
BA2798	0.5461655847380165	16.931625688947495
BA2801	0.1695310887665811	7.134981041288424
BA2802	0.2787978911299484	21.039563120997773
BA2804	0.139407727396832	11.705154389579103
BA2806	0.6373509732992193	20.0582471817414
BA2808	0.3474576813245529	24.08299046294555
BA2809	0.559960596602449	25.421071006514072
BA2811	0.6528701339657501	22.694716050439283
BA2812	0.1636321052310726	11.366252530998253
BA2813	0.5101650932078571	13.26185634034608
BA2814	0.1404256277107412	11.078194670442564
BA2816	0.3353101795976948	14.79225518895096
BA2817	0.0122968239201825	19.255577896687427
BA2820	0.556197107899173	17.60046886126625
BA2821	0.6334937133920333	41.38697743446033
BA2822	0.2804174568518855	27.94999463915676
BA2824	0.8006411697174718	15.698469004065108
BA2828	0.2819806751023824	16.62048013308828
BA2829	0.728071995753671	23.16697090575833
BA2830	0.350923088320888	10.54731633196385
BA2832	0.3191597094253302	21.6788491811367
BA2836	0.2379198113207616	12.468306580047503
BA2837	0.303408432360746	22.898407857056828
BA2839	0.6880338863870606	31.642496415707715
BA2840	0.3417398377554638	20.531917229600012
BA2841	0.0872061774022096	17.333596721579227
BA2842	0.1548283437975207	9.895489999364507
BA2843	0.0009554517760357	10.858547637453205
BA2844	0.1004672344075486	17.590131498344554
BA2846	0.6138999934750695	18.50294150486064
BA2850	0.6737604800669292	13.43052749037221
BA2851	0.4227151357950647	25.04537941152953
BA2852	0.2052239172681841	9.456579436181348
BA2855	0.2271299869237621	17.107630110616615
BA2856	0.1331356976459998	12.066697755388164
BA2858	0.1150097464615107	12.633864070958204
BA2860	0.1207170295640607	14.530015277964637
BA2861	0.106918279511033	17.408068930780058
BA2865	0.3781820537351896	16.238963350670986
BA2866	0.3976880606962743	21.19259899057649
BA2867	0.4711109068286485	17.232068759781303
BA2868	0.1482073138054148	23.494536189676637
BA2870	0.5069095606352807	23.69065911934278
BA2871	0.170088311266681	23.15316795763132
BA2872	0.1706664186677523	18.935171480130546
BA2876	0.1042099068954033	13.157898270250502
BA2879	0.3854677705158275	15.50509527096519
BA2880	0.1470865539668648	19.49215324075317
BA2882	0.1467127098966962	16.603411924717445
BA2883	0.4525059688827549	28.20025393371597
BA2885	0.299849769692369	20.57041289985666
BA2887	0.3361944461565933	27.307116773219036
BA2889	0.0032607530191513	0.0893690876800253
BA2893	0.603367933771291	12.4974117886675
BA2901	0.1850517608980293	8.975530107617864
BA2902	0.4305832717631047	9.87114034234456
BA2903	0.0834256581001667	5.87011599834422
BA2904	0.5605771781116354	20.70134617274038
BA2905	0.2835814840385837	22.33801212442174
BA2906	0.1863712182221971	21.176416117737062
BA2908	0.3362728008393634	23.172251086718955
BA2909	0.1964219455250941	11.488674564864946
BA2910	0.4085341383201479	26.26349101086416
BA2911	0.432461270425124	20.84783277632227
BA2914	0.3282464348132149	15.0156201416248
BA2915	0.0218014132414214	2.41314672352659
BA2921	0.3518351047618266	17.458656163590284
BA2922	0.4560426622607161	19.573904682697663
BA2923	0.2617340184470018	9.394341271819846
BA2926	0.2264094324360189	19.129719312731364
BA2928	0.1677164032455859	17.191069360684157
BA2930	0.3725037009771825	14.85937609513198
BA2932	0.4272977550754492	19.46477251954371
BA2934	0.1236760212693928	9.73098986675119
BA2935	0.2287418252851064	9.880445356341776
BA2937	0.2074914069173383	17.877732513150956
BA2939	0.3058548591742073	9.710666289915626
BA2944	0.6073825472504101	37.64703403612323
BA2947	0.2272981186082784	12.357448642886093
BA2948	0.1754806126930556	20.4879431817709
BA2950	0.5988291453273596	24.919157088502157
BA2951	0.485869735054191	18.133444760407368
BA2952	0.3159037247979155	29.64411745650464
BA2953	0.2051085762725941	7.163653271429381
BA2955	0.201015698103048	11.13542937935626
BA2956	0.1737723118793595	8.523238456781499
BA2962	0.3745486800855535	24.054892956713843
BA2970	0.1431593851330471	15.990249149514993
BA2972	0.2478497605073347	17.627225547010358
BA2976	0.3104939002311873	17.773117510802155
BA2978	0.260346391573401	14.603788957143514
BA2981	0.3877086824465399	18.564359098703868
BA2984	0.5524435975243656	14.452361922559325
BA2986	0.2983798773803634	21.66198824056716
BA2989	0.9012169491049488	24.180054210900927
BA2992	0.571223400311484	23.9380562024542
BA2993	0.351026574506516	13.846655480060836
BA2994	0.6987384180225817	16.36308890783346
BA2995	0.8452907347711253	14.331090419338244
BA2999	0.7037852261887951	20.07089751224206
BA3001	0.5107964579461929	17.71418966299346
BA3002	0.5907034847133481	25.71013085930307
BA3004	0.7435197491797316	15.801966890605236
BA3006	0.4441179632734338	12.927507847907451
BA3008	0.018241639960469	0.3007671567538219
BA3009	0.3910410980820776	19.149190049872782
BA3010	0.316961809524329	13.643755520925405
BA3011	0.2126042244190821	16.20127100029433
BA3013	0.3261590134175917	15.826301965085207
BA3023	0.3120788536500498	16.109292041670233
BA3025	0.1313271882172597	21.606626020315527
BA3027	0.0818994430187669	11.8217154344046
BA3029	0.2886786546929628	11.205176238759671
BA3030	0.2872690994644802	21.666872429973047
BA3037	0.2617518776043486	22.454196832329725
BA3038	0.4797717529151157	26.722751368914007
BA3040	0.250690301209829	10.393675597393589
BA3042	0.2158528763498654	31.91703970845472
BA3043	0.1222303123648893	10.557497829345278
BA3049	0.0703686777679904	4.158103947463144
BA3051	0.1085347295423158	13.618501220020445
BA3053	0.6412368076275322	26.569754013053128
BA3064	0.6805859040259954	20.81512093293928
BA3067	0.9417137704908728	23.49622855930234
BA3068	0.8598505425084702	32.6958892019907
BA3070	0.1856567080563629	12.2739088603882
BA3071	0.5942806715240825	21.66745407747344
BA3072	0.5661038564642017	21.744276519892093
BA3075	0.4935394826888351	9.78077433217044
BA3076	0.0600950815996389	6.585836267450562
BA3077	0.2415930982661468	22.34529503861006
BA2040	0.1631249538399772	15.768603175760314
BA2160	0.5239516202848741	17.506409372433634
BA2303	0.2287134621672144	15.03837826541991
BA2353	0.6573283798949452	27.233366359776674
BA2516	0.3524785908331733	21.259529388671154
BA2590	0.7566619284761555	29.16348122073776
BA2647	0.5735408254668578	21.26802428024812
BA2891	0.2015933580651004	10.22953782959444
BA2924	0.3927336682223337	20.532589760834025
BA2971	0.4343361209962151	19.08055261903843
BA3036	0.3202146226888125	21.532179511729048
BA3059	0.1697399103267995	18.54532868077653
BA3073	0.5202851452743436	14.944238120335736
BA3078	0.6240253826415152	35.18664561153126
BA3079	0.200928323370388	19.909318281196608
BA3083	0.3727060463008943	21.978305936397295
BA3084	0.2210528590812508	17.84399375600065
BA3085	0.3890291055292843	26.01224963306068
BA3087	0.3877333703674679	48.86803170684532
BA3089	0.5067222888544671	23.137690705828494
BA3094	0.1895895064274629	28.49290823798763
BA3095	0.5627347176682901	20.620505966732463
BA3098	0.6538684639714663	23.62762660915261
BA3099	0.7342656565816789	36.54224908379226
BA3103	0.5169322745767089	21.202410683230404
BA3108	0.4771452595381377	27.17003893415094
BA3109	0.3379797371983408	17.987162225593785
BA3110	0.2853318446250391	23.61354936917826
BA3114	0.1698758836630473	11.088207106757388
BA3116	0.1182353459217621	13.54410492909614
BA3117	0.2689598140438191	32.99850340543902
BA3118	0.3590035962957389	18.419906314914087
BA3119	0.8137080331631155	24.22301068782385
BA3123	0.2201591236153108	19.325795422691492
BA3124	0.2526085938039344	11.595967067149676
BA3126	0.2332065906338938	23.07814911886787
BA3128	0.530905902687292	17.85383423310964
BA3130	0.1561343854815054	12.057733345196048
BA3133	0.4017282865003045	35.60647067572976
BA3135	0.5085187774197564	14.423862792892812
BA3136	0.4198186628813677	26.020118488952967
BA3137	0.4599699555675865	17.99946922539952
BA3138	0.3691902155274642	17.948405734384835
BA3139	0.9533754592897552	61.89541159416133
BA3141	0.4566407521427342	21.324758045316084
BA3142	0.9205512361539387	46.60967367517731
BA3145	0.3714211515309634	21.111123300919846
BA3146	0.4855940184757919	21.602179497941837
BA3149	0.5645100707443396	21.63447056331703
BA3152	0.2440815047768036	26.69930441544388
BA3153	0.1392744072064952	31.543536116768177
BA3154	0.248895410356001	34.14570005484676
BA3156	0.186899443301741	19.49857490673853
BA3157	0.6363828203000166	23.14124354717321
BA3158	0.3363321980053571	22.028408728000585
BA3162	0.5376642936690882	23.07486636372992
BA3163	0.0939197598265622	14.556965582467331
BA3164	0.6014220646542657	29.786068872909603
BA3167	0.2309347291028571	20.567990490892964
BA3169	0.1890676749491902	20.415742448754457
BA3171	0.3806407790253697	49.20184704080764
BA3173	0.3070382406077814	27.98654696106653
BA3174	0.466942613490451	22.481708707839694
BA3175	0.2132253898402153	16.98894756673063
BA3176	0.3915225302347527	18.64217401050913
BA3177	0.7269216743289351	37.12825353716463
BA3178	0.109821525551975	11.343132947483015
BA3180	0.6654326774634189	28.83046345372784
BA3181	0.2853095046629166	12.539176864756952
BA3182	0.4820291055658831	27.52360362055456
BA3183	0.5205419854700545	29.19110257797213
BA3185	0.1887930590401242	16.0689464411771
BA3186	0.8556351390761217	26.671352579888893
BA3187	0.3640025341232009	17.671849707854243
BA3189	0.6953837671597553	34.77103318446292
BA3190	0.2063588954909127	13.582985218241213
BA3191	0.3470211967509229	17.4967395117262
BA3192	0.5290873589812648	25.62671641213393
BA3194	0.2907391298879882	35.935356555517195
BA3195	0.6795131680401585	16.40482357099114
BA3197	0.3925798441882347	16.74318582812262
BA3199	0.3683258922645316	26.886278539283374
BA3200	0.5703347124212974	21.870631329961405
BA3202	0.1585607527447382	24.89452366575615
BA3203	0.2021318292718289	14.692021043920066
BA3206	0.3054029361585556	23.017601304312947
BA3207	0.4022451961946818	21.08589263526197
BA3208	0.3509959283739198	18.69157945657816
BA3210	0.3897197689574871	25.00701142440425
BA3211	0.8167295952417628	20.94416288181397
BA3212	0.462977491620602	38.42654424973168
BA3213	0.623315471859848	28.595132790427066
BA3214	0.2287101010877497	19.227635695526825
BA3216	0.3935287074904569	14.3557010442588
BA3217	0.6674490439459047	16.74182319835738
BA3219	0.140652217771848	14.358489399213893
BA3221	0.1453516313431951	15.472372826909858
BA3222	0.2386519718525283	45.00221066210596
BA3225	0.3437275867685899	16.252474175634926
BA3226	0.6001027365795609	19.63876066105797
BA3227	0.7612033280690397	22.406453016091405
BA3228	0.8434634677888566	28.892920691148067
BA3229	0.9040616726306924	29.721164245602424
BA3230	0.2993677379279945	19.80458906416293
BA3232	0.4090506746754818	18.64192081999083
BA3234	0.4096002524563868	20.17473302052334
BA3235	0.2153840453952324	15.371318318553923
BA3237	0.2731221081648503	27.98315846822433
BA3240	0.6055565355291733	26.53802348143133
BA3242	0.4369142444127037	18.60678946129853
BA3243	0.3565320994115399	27.182019369641385
BA3245	0.3474752642131753	24.70548102610767
BA3249	0.2979370074847912	27.04526177937093
BA3250	0.5288239304614563	29.723698269728747
BA3251	0.37682137352656	18.96515071718015
BA3255	0.4513098386747018	19.530658366366755
BA3258	0.2433264742198979	19.25644449572177
BA3260	0.1656328874061395	21.71300533111998
BA3261	0.1746876068794424	18.19364774393248
BA3264	0.6322409702114022	28.724599060108773
BA3266	0.6045567316687842	28.79690094170825
BA3268	0.5587744580936236	34.215264264099496
BA3269	0.323176272314291	15.204697938644848
BA3270	0.3947631350254255	24.530727937607185
BA3271	0.6874201291070778	27.916898924965192
BA3273	0.0560587391122591	20.44500246613187
BA3275	0.8396910736024769	28.412871710293533
BA3277	0.5116233861894945	17.164565410884723
BA3280	0.4990817501709067	14.365310348195427
BA3283	0.2865298286168483	16.69487906533864
BA3285	0.8977304053375441	62.17898985108376
BA3286	0.3977116929525598	21.368852478931604
BA3289	0.1404900493991304	8.671812401369937
BA3290	0.3000348646219577	23.97434788088257
BA3293	0.9942868464660988	27.98536128377098
BA3295	0.4842616358580394	28.37486135458929
BA3296	0.1785196250337341	16.547626760789306
BA3297	0.6755713256678774	31.61271538032367
BA3299	0.3028377512175438	13.91130497298182
BA3300	0.3203211315178937	37.73830015271734
BA3302	0.8089436356807943	47.58395676045272
BA3305	0.3165741663993759	17.9495129193202
BA3306	0.4393434975518654	15.822574986127442
BA3308	0.8613295623116871	21.61813851587103
BA3310	0.4493223787761471	16.233968503775053
BA3311	0.3836221812068668	26.322291810625305
BA3312	0.2361033181100383	26.274338440187364
BA3315	0.2484026435584517	35.11440382264742
BA3317	0.6423924956872351	21.33458099470292
BA3318	0.3061830139235205	31.470847071104163
BA3319	0.4062251645760432	22.17690767917441
BA3322	0.1870056804521788	19.028309672175208
BA3324	0.5041686634752043	43.99440756721232
BA3325	0.3511676830534682	18.92294556082813
BA3326	0.0946196926437193	23.60399145233129
BA3328	0.5696664315782274	22.770125349103125
BA3329	0.2878748850466966	36.48269764177509
BA3332	0.4309639511858069	28.276913195499503
BA3333	0.7898330470868123	25.26353103615665
BA3334	0.1840161005601276	9.127914629344902
BA3335	0.6419343830762536	18.262137171353483
BA3339	0.1616917626721239	16.505423984927283
BA3341	0.3174076243393825	21.133817970311235
