	RUNX1	PTPN11
BA2000	0.3158646553683877	18.33296095742878
BA2003	0.4013244329079319	7.823075791431777
BA2004	0.3087657605500394	23.47420820016641
BA2006	0.0434516639435853	1.599279212987121
BA2011	0.1227164865716172	9.225160864995647
BA2019	0.2985802352609417	25.598812631833862
BA2020	0.4234286826082905	31.59595324254756
BA2022	0.5851342050113773	27.51591386957487
BA2023	0.2340222673641931	11.535227276580512
BA2024	0.355324854052362	13.850349536088828
BA2025	0.0980119356459087	25.182250566504557
BA2031	0.2926282036740446	17.168571781077897
BA2032	0.3819240898337823	15.901849480276256
BA2033	0.2493802875679197	18.392220963768025
BA2034	0.4487978343101674	16.75767370192132
BA2035	0.5157778625167798	26.829544816139027
BA2036	0.8388414173535819	21.002511009591736
BA2037	0.4592527844731488	41.28393670453848
BA2041	0.2588665449447568	20.85594645881212
BA2044	0.4545446668656925	18.514651646389066
BA2046	0.5157814038241734	17.74777341783675
BA2047	0.3310338573537499	23.775755698786437
BA2050	0.3165709499854057	14.032474625170588
BA2051	0.3938825853566675	23.501722762533824
BA2052	0.3736513203619646	19.346997032607323
BA2053	0.3085386934826425	13.034239391027915
BA2054	0.2938030708808976	15.071847659067448
BA2055	0.0589301162250986	1.0119939151741806
BA2063	0.0920561794793435	14.18531242809262
BA2065	0.5219851276879832	23.213042788974004
BA2066	0.4636862910150136	27.549712577286414
BA2068	0.4141447851298147	15.169594363553628
BA2069	0.1889841436797342	19.64144687919452
BA2072	0.3501484859597172	12.509935270285276
BA2079	0.1133866749489385	8.072035025066661
BA2080	0.1281109492294557	14.96790543407779
BA2081	0.5058095747966009	15.613771421052876
BA2082	0.1837415500653363	16.516465158266154
BA2087	0.1262338198212069	14.418054675323518
BA2088	0.1123074663292034	24.432406247519264
BA2089	0.3022986007009235	26.42817527039773
BA2093	0.7187506601942814	24.761557552881506
BA2094	0.6344199058410083	22.84219653932653
BA2095	0.5760620116676848	22.24726061747656
BA2096	0.1373108299661647	9.782062235194408
BA2097	0.5803880630099275	29.00078867269143
BA2098	0.190269033493088	4.89760845693884
BA2100	0.2614480767212281	12.578431475402214
BA2101	0.2374995044039177	12.241955188427031
BA2104	0.1869198487063524	9.678008579946416
BA2106	0.3996681074992766	11.404555741858657
BA2109	0.1611528749668292	10.752236348741445
BA2110	0.1412447000291279	9.173325205003731
BA2113	0.4636009687036643	24.25003415351566
BA2116	0.247156774264995	34.54667256955986
BA2121	0.4045254318806516	24.484211565819702
BA2122	0.2333023284722314	8.187921438696502
BA2123	0.3247570771477333	32.82053187434948
BA2124	0.547448699385894	17.461741457522745
BA2125	0.3106537800341222	26.753085869426155
BA2132	0.4028966828390375	20.169400258241318
BA2133	0.0821775067247399	9.257241245749476
BA2134	0.1773124117797484	11.564212451003634
BA2135	0.3643324954167157	16.330691859452898
BA2139	0.1190683935976216	11.507169535521824
BA2143	0.2887462269645254	20.26836326082831
BA2148	0.2213584146383362	15.675843108585529
BA2153	0.3382966437468907	24.095696669288905
BA2155	0.1000285399730431	13.399294045807633
BA2156	0.1665121141157881	16.931888260327074
BA2162	0.2075276098890612	23.524442921627767
BA2163	0.3639867216910707	32.49912164853597
BA2168	0.3370682973422069	13.863873737481438
BA2169	0.2424274050615774	30.814991909118284
BA2171	0.6888123828281181	23.18947927011344
BA2172	0.1712153320146594	16.795517788395873
BA2174	0.3644123896008013	23.163838646228943
BA2175	0.3571108076129757	22.39949600661436
BA2184	0.3727416907983689	39.81395373361203
BA2195	0.3198556517342838	14.438988301694582
BA2198	0.6672047141790376	24.498350035075635
BA2200	0.9493042047686716	27.20417627027473
BA2201	0.1959922000558477	10.05949923649511
BA2209	0.1473016906235394	22.20851929911572
BA2211	0.8197705252423492	21.02631899069189
BA2212	0.2594329568361865	16.10636029935567
BA2217	0.1748507630117328	17.405562540348775
BA2218	0.2459561395673188	6.878393864241168
BA2220	0.2055369775121894	20.14637088171025
BA2221	0.1162426874308127	13.92990006687362
BA2224	0.292817153389424	15.825637213283208
BA2226	0.7427213369908078	35.989485894319195
BA2227	0.683119927528023	20.910382367639677
BA2228	0.2628742396944147	31.927487025931413
BA2229	0.4056640287149609	23.056486557637434
BA2233	0.5315421413584168	11.761458404505191
BA2234	0.1814084487686583	24.054342043995
BA2235	0.2933684989286715	17.067020253453286
BA2236	0.6132881705814938	17.314869257465272
BA2239	0.1773165344831579	12.77104820432132
BA2240	0.6015005177609613	33.17334597209446
BA2242	0.7518530096416304	15.237455455980948
BA2244	0.3542834319275956	16.925820528737685
BA2245	0.6503321853810318	27.47398546311995
BA2248	0.3228620481798537	18.155268511562515
BA2249	0.4867737648170668	19.97463299408348
BA2251	0.1512000511284227	24.14242187116462
BA2256	0.4205528268447001	21.401582298666927
BA2260	0.3086467051717796	15.232493343082629
BA2261	0.1680111780593647	13.631458148123675
BA2269	0.1338224546828064	7.328556613973234
BA2271	0.6406549134468797	23.98460277768552
BA2272	0.2135859516736474	13.50913898194892
BA2273	0.3332695562783719	21.07546663553913
BA2275	0.5899890040908593	31.218741695811683
BA2276	0.2550864966643531	9.934136281708742
BA2277	0.6086944074788341	29.221652377436328
BA2280	1.238123750065648	36.38874163228378
BA2281	0.4929589762080263	24.831129720843258
BA2282	0.1222042420164395	10.789451974244848
BA2286	0.3573625729541775	19.38545941760825
BA2288	0.1726257409376905	12.094613771990195
BA2292	0.1420894825776016	17.152450737298953
BA2294	0.3557053911785621	18.795163976802144
BA2296	0.2148106637106862	22.58795543731145
BA2300	0.3860761946544425	43.71814488147894
BA2301	0.204491862129929	17.314482693030055
BA2302	0.2845922240557846	15.142153148377648
BA2304	0.0979748767280979	12.000004837689753
BA2306	0.3022602526166719	21.901854935746787
BA2308	0.3212370824381028	20.691473643918133
BA2309	0.19795321803015	15.600943225492763
BA2311	0.1134252444489589	16.07649015451271
BA2312	0.2645746766899385	14.384739574554802
BA2316	0.2056545504439652	11.94031516572484
BA2322	0.6991153640871128	19.00203463588738
BA2325	0.1303379514061994	13.13339354976582
BA2329	0.1811279137633033	14.170386468930648
BA2334	0.3301006832772097	12.738862324221753
BA2339	0.1031892287671385	10.111131706915842
BA2344	0.2438605199065537	17.66258635942158
BA2347	0.1395398032978155	10.673249895339008
BA2348	0.0744092462461175	6.14653811673649
BA2350	0.0794989986228869	9.248559385393913
BA2354	0.2584898433297769	27.095243432620222
BA2355	0.3663460851955715	28.38735945750639
BA2357	0.1991905147710996	12.19949693229595
BA2360	0.1401737238210114	17.5735034231662
BA2361	0.1847962633398329	15.736424512490592
BA2363	0.1514118803869611	7.3033212222808
BA2369	0.3214652451660544	17.51039441139099
BA2374	0.2763952595404794	22.40617777937685
BA2375	0.8939738305449055	20.87206313122356
BA2376	0.1810705720249024	14.73696075905255
BA2377	0.809008592228186	56.988741119585946
BA2379	0.2462887562455963	14.2605358780457
BA2385	0.2109104617600196	15.9001120635316
BA2386	0.7200270107145469	18.71535873465833
BA2387	0.4697411325404799	18.12250880428911
BA2394	1.0817958322477088	24.469601260335928
BA2399	0.5539786331310428	16.904555001239643
BA2400	0.6441740758930947	33.63200594550555
BA2402	0.428971316748376	21.70324629391715
BA2405	0.3199243679362045	9.100792336674967
BA2406	0.1598458318360428	17.82816007822995
BA2409	0.2002801422064991	16.29375622363415
BA2410	0.642834333785354	23.596659384354837
BA2412	0.1319074320498716	12.137813809796492
BA2413	0.3395163963397635	21.05224232672534
BA2414	0.5780566755810961	23.349309244236707
BA2415	0.0660210386235638	8.984070955203252
BA2417	0.4135092125257881	12.270477073849374
BA2418	0.4063909106741089	10.111819360859618
BA2420	0.4980493811600571	17.04322984051619
BA2421	0.285935182963567	17.112086130843036
BA2423	0.1793007232492775	14.830693302761253
BA2425	0.3507812970068016	26.81439645289756
BA2426	0.3259230855422613	14.6887218048444
BA2427	0.2495991035998299	13.203350202140005
BA2429	0.2412482642104379	13.885097753812143
BA2440	0.2436715897263885	29.80936471999719
BA2441	0.3859472321425475	41.50471871701896
BA2442	0.4327592238494117	21.30032633561693
BA2446	0.116030994744769	17.23831681496286
BA2449	0.2952747735876687	27.270894277896847
BA2450	0.5093440493546546	17.891294519534323
BA2452	0.5587110693065258	25.78173682741561
BA2454	0.8069416065588251	35.41917436013228
BA2455	0.0926719200180257	12.375452361398644
BA2456	0.1630962001947069	14.09237807271488
BA2459	0.2749501276757286	13.594127000583486
BA2461	0.2305325169346563	17.820350143922077
BA2463	0.3650729854586957	8.57460656098495
BA2464	0.4145564919398896	18.745323554263607
BA2469	0.165106039804428	16.132452295663036
BA2470	0.5059183032191825	18.268118383788824
BA2472	0.3303852067534709	12.66426899861456
BA2473	0.209053338665106	17.639401643995793
BA2474	0.2993789260071053	12.088986615383838
BA2477	0.5055873220543777	27.90380716097536
BA2479	0.0876788581211672	9.06853194700168
BA2480	0.7474430900341659	15.24397502944484
BA2481	0.1736094095413613	7.960993949896547
BA2482	0.5853367159024542	19.0233231637945
BA2483	0.653393236048947	23.22264853955544
BA2485	0.5450485108625669	17.055978788879546
BA2488	0.4807689442551831	18.77808934875976
BA2489	0.1428096536050674	14.508873336495364
BA2492	0.1357258357893974	23.63457575454264
BA2494	0.2999725410280351	27.91420931790605
BA2496	0.1783692775590445	11.399676017741184
BA2497	0.1879824611145878	15.612483715841416
BA2499	0.3608387211811307	21.457586308448946
BA2500	0.7589955005186041	23.138866635530075
BA2501	0.5796172546422546	27.833890878616558
BA2502	0.2554461126304059	15.548455223976305
BA2505	0.2094139462086697	22.69831014365209
BA2507	0.6190335341667839	13.273383072831717
BA2510	0.0203342702977387	16.669318455579262
BA2511	0.1145245322603514	7.663551368635486
BA2512	0.3620629952148811	18.55404802224241
BA2514	0.210449138711381	14.1127716506682
BA2515	0.0936308517200861	13.656362083325709
BA2520	0.2933916238066273	10.18459988094212
BA2521	0.6694791447565787	22.854875728416364
BA2523	0.3790836752965296	17.466454904239125
BA2524	0.3316526158399516	15.143161519049126
BA2525	0.0640943635013068	10.739344125649188
BA2526	0.3500031698747818	16.511510597344866
BA2528	0.5746468103555873	14.604392734699395
BA2532	0.2354003859086909	27.09788474706269
BA2534	0.4329884438925064	26.77316300242771
BA2538	0.4240097802137525	19.34789198139
BA2539	0.1664976799858344	15.054660968382327
BA2540	0.1007360871003794	12.01969277063214
BA2541	0.1408974760836314	16.52564398579619
BA2545	0.2141247465641089	20.94124669628399
BA2546	0.1240671559688523	18.99909180138973
BA2552	0.6775473724682192	16.970131640737755
BA2559	0.3518012511866175	14.081354688308627
BA2561	0.4547598816780865	8.225056123389484
BA2563	0.6558685636737558	17.33397336920926
BA2564	0.3000487558800237	13.974435996557515
BA2567	0.0471607532425318	6.532230302726126
BA2570	0.2334481743272767	22.38622147123564
BA2575	0.1530648906147879	10.361376185477951
BA2577	0.1754975129098834	20.382387269777333
BA2579	0.1920321862150997	18.172941762715816
BA2583	0.6912775488681344	25.543482158502837
BA2584	0.2007765556534774	21.881435806884262
BA2587	0.743689427436652	21.078892020464146
BA2588	0.3521388625898267	15.34775428213297
BA2589	0.3209519148239628	17.98440359990241
BA2592	0.4067550358409438	19.84405027987057
BA2593	0.0586617116890534	0.8090165245861867
BA2594	0.1497056780886039	21.525920477694164
BA2595	0.2987560633460224	13.4174683952318
BA2597	0.3399906111151607	19.51682683095491
BA2600	0.3640935596244726	12.611281705199705
BA2603	0.3272220012648815	19.616353351392544
BA2618	0.3955213773456815	21.562852645082295
BA2619	0.2124341005088592	16.276085827293198
BA2620	0.2664975209367325	23.94293881406372
BA2621	0.2111757237127263	14.867078915259968
BA2622	0.5211049111147632	17.89404725424126
