	SRSF2	TP53
BA2168	8.310485926369557	3.962430004021511
BA2169	8.737420101785885	2.463700853323531
BA2171	13.647857183453524	9.666398457499485
BA2172	6.624084898239265	7.090263077576619
BA2174	11.368590659871236	7.701079162073331
BA2175	16.88810084545601	0.1872753030153418
BA2184	21.24939692545412	17.996746811177232
BA2195	7.23243772301538	2.976163189395368
BA2198	6.568389703284435	8.39156345831227
BA2200	22.72786822849741	15.684640945538904
BA2201	4.323026570237881	4.41294067160597
BA2209	6.408519354938519	1.465524528992165
BA2211	16.55230428257159	12.411770235404097
BA2212	10.236633063274152	2.4205216520142714
BA2217	13.496358315863404	11.168413297451291
BA2218	12.93380471935965	1.038135953656088
BA2220	9.724200374077704	12.09187166983528
BA2221	7.3819992501371905	3.7294796059077866
BA2224	8.450169624197642	3.4475879150133317
BA2226	20.690926999003683	17.966876274753428
BA2227	22.4026748068776	8.633700414487945
BA2228	12.36714192755575	3.5815397430923976
BA2229	10.30418039139401	2.330314829985168
BA2233	9.331255815320716	1.7360063685079294
BA2234	10.042322926937322	7.468947578959061
BA2235	6.150150874326986	9.810041962650772
BA2236	6.349187771730446	8.041259177085172
BA2239	3.990381066613173	6.382578515078404
BA2240	11.81329733557186	6.585321450190121
BA2242	12.622925169745704	4.786006647623127
BA2244	8.685425007509856	7.660004573789163
BA2245	7.892885598424514	11.92861108727505
BA2248	7.032545897351294	1.91740617487652
BA2249	12.922706504656714	10.192757805463216
BA2251	8.235124274376565	17.372493996154333
BA2256	10.70430699737524	6.06297834540103
BA2260	6.82488810159893	4.670202188582755
BA2261	4.481930297566593	0.6409563579015518
BA2269	2.974267049947534	0.8857144743382452
BA2271	12.268896653926028	10.088486978018516
BA2272	8.740305014970993	6.287866561641059
BA2273	13.281240851317271	2.283128458890182
BA2275	15.467941519326764	9.24833161681508
BA2276	7.392346085673904	5.41916237255576
BA2277	12.43586729245932	11.29872493643386
BA2280	20.29568025661283	23.04153763181785
BA2281	6.894733065138713	7.825995509907861
BA2282	7.732555617772172	2.965141936513149
BA2286	6.7743114544895136	11.249733388572938
BA2288	9.746257016854276	1.5644231707720302
BA2292	10.979030068640542	10.644237576834568
BA2294	9.96181839846229	11.157872521890058
BA2296	12.911623781720358	10.023958938840376
BA2300	18.75620070168782	1.6955819878184366
BA2301	10.356558085101655	2.229672369244879
BA2302	7.71625786338462	0.6932662065840063
BA2304	5.045093600102256	3.849626748040035
BA2306	7.478498911939351	6.697941474122493
BA2308	8.936134174381431	3.677477685235941
BA2309	8.067967717536426	8.962593496512927
BA2311	7.467929705715504	3.5025002559226284
BA2312	9.207036717457903	3.0700888860446485
BA2316	5.365016032852368	7.202894985944553
BA2322	15.15802832310161	6.2764298965956735
BA2325	4.8474309463330005	4.822445763466188
BA2329	6.004385112888205	7.235013429596921
BA2334	6.772033452636415	3.249828856829626
BA2339	6.578395846076763	1.095189681755157
BA2344	9.95222373294122	10.545453432640215
BA2347	6.260648827958406	0.9072281655795223
BA2348	3.192767626297295	0.8143839692703658
BA2350	3.1993092687479128	0.7462283897940213
BA2354	9.094720981645125	10.335238887324664
BA2355	15.09480010980398	1.258867188875383
BA2357	7.213802053964256	2.291165983872064
BA2360	8.585844864296938	14.675759799697069
BA2361	9.20178308725799	1.167600081701121
BA2363	2.263679932155521	2.766269235045573
BA2369	13.61743356901646	2.387320153824702
BA2374	15.020254776469203	8.164556113260431
BA2375	9.747926186355707	7.940083027628458
BA2376	7.187031120506286	8.116006090143474
BA2377	8.048909750072964	12.041644274602982
BA2379	8.33738191225857	1.1509691842235488
BA2385	6.499132998687305	0.681149692338905
BA2386	7.607945839191167	2.6711101841054568
BA2387	8.404643286708874	13.36294284562111
BA2394	13.111254023792643	7.151426861425691
BA2399	11.441423685644317	7.515970289289149
BA2400	19.22387339569088	14.966263952234096
BA2402	7.8286036188920285	3.0127964728922945
BA2405	3.3746840174856048	0.9955951337152702
BA2406	15.100351324920654	1.1467166727417792
BA2409	5.335638013516848	6.055486893216831
BA2410	12.248821025695852	2.186392637290706
BA2412	5.050385275136611	3.3164095860181617
BA2413	9.779487361630606	2.1527530898910414
BA2414	16.52048756287578	12.21088799299077
BA2415	5.784375608737815	5.46005805550539
BA2417	12.604578445954084	5.606385423972662
BA2418	5.852862551853996	2.8365955946333994
BA2420	6.673973364609146	9.7627346628719
BA2421	5.350942554128971	4.069696393368326
BA2423	6.000412384804274	3.0012558965833844
BA2425	8.608777895241822	3.610916843715792
BA2426	11.693868661328034	3.347107776277044
BA2427	6.0037188350709	0.9531986678113124
BA2429	6.176043605283289	5.360456181536138
BA2440	12.648194603753424	0.3890022962627702
BA2441	20.145754270094866	18.42361105107856
BA2442	8.743968100207633	6.584497315619637
BA2446	9.845302131772312	11.409444008745888
BA2449	6.396285146525121	3.80827141842354
BA2450	6.603321031922046	10.065909969438254
BA2452	13.516954483145255	5.530275985380949
BA2454	17.26327461462944	10.050518164012724
BA2455	3.910528036418665	3.1121744505969904
BA2456	5.467941329607662	1.6428057595187853
BA2459	4.261218993214063	1.543457558391838
BA2461	15.069173557393931	5.403871373243879
BA2463	14.677596729226243	8.73877302546214
BA2464	6.196766107099562	8.795399588261915
BA2469	4.177583132499608	0.6783650249201878
BA2470	13.4406643279588	4.3799458895372405
BA2472	7.002969939252052	2.1751704872630646
BA2473	17.61282028367346	2.4974969498687978
BA2474	5.556900559206135	8.824354902331613
BA2477	12.952167723166772	13.0100604910201
BA2479	5.270956797053147	1.6879410996094202
BA2480	5.221559208280936	8.914291103675762
BA2481	7.431470700183258	3.5824961331954244
BA2482	6.062584079756848	5.745200177130098
BA2483	6.914749760947312	9.532002704875625
BA2485	5.92992856005121	10.549274104541334
BA2488	6.481372505584559	5.119187395997415
BA2489	9.890896292322566	1.576730183123915
BA2492	4.708722659288666	0.7560373527616385
BA2494	8.267202187631659	1.9405529221398583
BA2496	4.413315151161343	4.463650362966122
BA2497	5.6879551902635646	5.932011621118124
BA2499	5.54190921730581	2.996071186805651
BA2500	14.28248502325956	5.861087395060059
BA2501	16.016290495131866	8.949284639035302
BA2502	7.52303870478604	5.686504998961241
BA2505	6.363570620678172	4.5189515064933135
BA2507	14.380739159403634	4.839717675513401
BA2510	6.760117532121623	5.46555046211878
BA2511	4.86640459517794	1.1116019317013208
BA2512	13.280997866271184	10.517161738602296
BA2514	9.460769184449832	1.9634369918916956
BA2515	5.895622525195992	1.615690067255877
BA2520	6.589913506704133	2.51778563174698
BA2521	11.10073495038827	11.11311782864978
BA2523	7.517763687149729	6.098556005727347
BA2524	7.462607636373677	1.52524176832439
BA2525	5.466561367386181	1.888076254105876
BA2526	10.293552526172045	3.2087293851976453
BA2528	11.796546906297598	7.548639046922788
BA2532	6.487964395018982	1.9914537182600571
BA2534	8.459329444596433	9.57321887934449
BA2538	5.394325127202471	1.5214642581164688
BA2539	13.783379949387552	6.012218947914058
BA2540	6.093821057751978	2.2482159791740277
BA2541	6.246426454135313	8.692955829679391
BA2545	9.589714367788345	7.0633946742203335
BA2546	5.728219614595158	4.977026327941901
BA2552	8.667823095211054	4.149195380461685
BA2559	7.604231628237052	2.4786792235044146
BA2561	12.142850342500884	8.46577337938879
BA2563	13.960567292486948	11.652628721923412
BA2564	5.953373950181264	4.791695002892021
BA2567	8.164090806058189	1.6523062574270515
BA2570	6.277968963291617	4.091735243206291
BA2575	4.186598620862128	4.338621713171871
BA2577	10.481296272317712	10.208037457549151
BA2579	5.799583556593004	6.236898298765786
BA2583	8.349535248523072	4.886379630844223
BA2584	12.988321421755929	9.35508285123087
BA2587	12.222007272590782	10.75551499738243
BA2588	11.31051983183879	5.180639119079832
BA2589	7.947375643295165	1.3416845480035298
BA2592	19.474247117780276	7.384147426888736
BA2593	7.240328390009368	13.520968482333284
BA2594	6.987211126676434	4.559297622718212
BA2595	6.30470399812333	2.448714178352799
BA2597	5.527468741435484	1.81980166926654
BA2600	9.43693165628052	2.2708074242840905
BA2603	8.031131002770422	9.213470251939729
BA2618	10.28489543340043	8.85997814208934
BA2619	5.095602446073737	4.32348153570115
BA2620	5.724776990730876	10.991726235668184
BA2621	8.52635196353477	2.250272436274354
BA2622	6.808239994869905	8.279316076737258
BA2623	14.54918465607203	16.349187994660635
BA2629	6.440224123048128	12.958719320292875
BA2631	7.706720301683648	9.4133371402126
BA2634	5.409271388395974	3.5502326838084044
BA2636	7.23942408699101	2.457739521380015
BA2639	11.290559861343022	10.530206791972605
BA2644	12.120313967421524	6.793029152705679
BA2645	6.565985109356736	1.1792481282202347
BA2646	9.601665809212935	6.442519963949149
BA2649	11.37103738461929	11.0312309092846
BA2651	4.392191881902992	1.3737364269979266
BA2653	6.189312757173702	6.345179971602858
BA2655	24.78280962468196	20.96763339572215
BA2656	10.496625191157923	3.882758283230144
BA2657	8.718577880236095	8.997242795371793
BA2658	14.996474160764116	7.635953205240423
BA2659	6.834352080947908	4.420720427240695
BA2660	4.155803626710925	5.553156184494063
BA2662	15.49520119417077	16.380512971075806
BA2663	8.012704999972765	1.6874490601625545
BA2667	5.179103667139669	7.375836629976075
BA2670	4.824542357103383	1.7089067336806978
BA2674	10.722448805074542	8.096401596218259
BA2675	7.4338882407337	7.510632491447894
BA2676	6.708243469362233	4.938100172481931
BA2677	10.056471670609511	6.813226622016171
BA2681	6.4486065719395	4.888441883217966
BA2682	8.86880632720628	5.5291812260232405
BA2685	12.088413277456349	4.841816713634703
BA2688	5.633587562322815	3.3057354192928567
BA2691	6.076648196548933	5.944463441089175
BA2694	5.467132033760421	2.7147624469317817
BA2695	9.713575137631638	1.5176840766876218
BA2697	10.360787444122687	2.018307619128485
BA2701	4.731877278883458	1.3808038497058877
BA2704	8.317276075620878	8.32999480837688
BA2705	6.022822272948734	4.259849413248374
BA2707	10.73198616991751	4.800422792896705
BA2709	5.070893089865122	4.447499278912186
BA2712	7.203846810873546	3.452607571935762
BA2714	6.004340183355022	8.097427866739112
BA2715	4.669863887178434	1.084897471335352
BA2718	9.106236307301485	13.438720293522795
BA2720	4.530534686570339	2.126248644897054
BA2721	5.481999785025814	15.787354104984486
BA2722	5.718629066779601	2.188754133921306
BA2723	8.777930020899095	0.5633384124523837
BA2724	6.865747442702639	1.1961910994941276
BA2726	5.46525282121478	4.333617991126465
BA2727	6.406590161494626	7.230591375607429
BA2728	6.114653167335468	8.996329947856347
BA2731	4.682356977360299	1.601089856904368
BA2733	5.681767858992853	1.1585330566130023
BA2735	3.99910963692798	1.263867721714608
BA2737	8.293808493246203	2.0653822514544045
BA2742	7.233564878780263	9.678278326940282
BA2744	3.3238434758887325	4.734579735281033
BA2746	9.638528377831507	3.995552656725704
BA2747	8.563268577013341	9.160304127807583
BA2748	8.95066179938992	13.478797598887512
BA2751	6.898398048565869	8.462510783740354
BA2756	4.073384222163363	1.6768447444688832
BA2758	5.67761271728232	5.347418890410429
BA2760	6.513254477440419	2.6734409108996613
BA2762	9.329141237805674	3.0132144773948384
BA2764	4.943143749486105	5.617028310732295
BA2765	7.350530098909075	2.913210030212973
BA2769	9.702788896930844	2.464771423555399
BA2772	4.159127448986021	2.2916259464404907
BA2775	13.77659622773193	8.33741402688843
BA2776	16.371407361151164	15.98730941625499
BA2778	3.520166182953617	8.015673769100099
BA2782	8.397264195881215	4.944411112298356
BA2786	16.45774351342842	7.700001801995604
BA2787	7.389194116949242	1.4164680780800984
BA2789	6.449575456643765	14.612672846175265
BA2791	10.11462229560986	3.3919906510404627
BA2792	10.24030708858268	7.301402310951574
BA2798	10.398857204628076	2.136213236439552
BA2801	8.674430343301829	1.110711760941699
BA2802	8.138700967825729	4.580645152204441
BA2804	5.820780505318683	3.127325598072549
BA2806	8.730563476229827	4.024601626224349
BA2808	6.251134290030116	0.0321583178726035
BA2809	11.545778835437822	6.164149019320038
BA2811	6.428374807884683	7.522919876960658
BA2812	11.802928834815026	5.528950800554404
BA2813	10.855132806266033	3.881314118270907
BA2814	6.36973865898262	6.190085264571876
BA2816	7.447682610994238	5.198553326221446
BA2817	5.033826240082924	1.2702122337805408
BA2820	4.432341785701983	16.186352260260932
BA2821	17.987850850995763	15.615860025942858
BA2822	7.391770931926661	6.592838490668989
BA2824	10.14592250436246	13.756066773353558
BA2828	5.58623574127537	4.203149608931455
BA2829	12.60706256807866	10.378580226330731
BA2830	11.597514503817472	2.4970982145303755
BA2832	9.478322894438538	6.751948482659534
BA2836	4.542946151205929	1.2971688750228962
BA2837	10.187887408517986	5.085304327451365
BA2839	7.19713648555592	1.4896625537205594
BA2840	19.35628427491396	8.969869965243106
BA2841	15.51985513764779	5.448407400318256
BA2842	5.670142492268048	1.135910655267999
BA2843	7.2737096187365635	1.7878220168931778
BA2844	8.040064000954159	6.073471914163233
BA2846	9.099985146464729	3.906472505045551
BA2850	17.256494458123818	3.2806599123577205
BA2851	16.919319842135923	10.478957851926648
BA2852	9.3557024608083	1.7629710451041474
BA2855	6.770871996630884	2.3722636347667003
BA2856	5.709638559319097	1.2708749021930474
BA2858	8.75621358698366	4.608981256768276
BA2860	4.831655206211666	3.565933863817373
BA2861	6.545294633285072	7.923136275322277
BA2865	6.063684890259434	8.624366262454235
BA2866	18.217765780052407	8.366138308755593
BA2867	12.768944059804822	3.33857517726818
BA2868	8.926632811025167	13.018722412787383
BA2870	10.691233978534347	24.274332237480408
BA2871	7.871446025382816	1.1133244383261105
BA2872	8.38478074500445	3.8164708275390784
BA2876	7.570218934013556	1.859183571717017
BA2879	9.744493994658372	0.575070640946413
BA2880	9.872966868748064	3.5156026952167894
BA2882	6.41113793113961	5.07628512149973
BA2883	6.339850205079362	1.4333433869769687
BA2885	8.479900578500331	9.136538431090091
BA2887	6.56007403071066	8.464919129119613
BA2889	0.0743460508001554	0.0680457763349801
BA2893	9.638332415462768	8.04047064975798
BA2901	4.034005532164386	3.1986274697820662
BA2902	15.714779390715256	2.5259150245335555
BA2903	4.984318248699775	0.268511764252472
BA2904	9.63024104045493	7.067304677141686
BA2905	6.684914909844287	1.8895330543500517
BA2906	8.651578361770243	8.908715478396855
BA2908	4.877579593737762	9.043472851679276
BA2909	4.683284513195718	3.645192582703174
BA2910	5.541838286981467	5.533673432065147
BA2911	8.54856069642697	7.35601010438844
BA2914	10.502107696154695	8.315020190566022
BA2915	5.792362572827192	2.164371517675939
BA2921	6.633073234286286	2.0954264332452808
BA2922	6.310571185556978	10.62765705375156
BA2923	2.294485920644868	4.466900161142507
BA2926	9.80998462588298	7.629097223448881
BA2928	8.69165244131062	12.62873294899734
BA2930	6.252578532514452	6.154426145694959
BA2932	6.808563590999973	12.130844731127125
BA2934	14.067268493090149	1.3562957851481563
BA2935	6.875732347003628	2.653105174408604
BA2937	7.428246049513387	7.498193237452195
BA2939	5.666911542612318	2.2079754294917957
BA2944	20.17810691378028	20.71466634512917
BA2947	8.752448133917666	11.442166833647804
BA2948	7.658120790846421	1.1082148986684204
BA2950	19.80803348470678	9.632561714139898
BA2951	6.545344557830107	5.951188238147757
BA2952	8.122364399174007	14.544101644140271
BA2953	4.165527594363746	1.3781259502585508
BA2955	4.168310746794686	3.5779808539522246
BA2956	4.412213468284358	0.6412839524065527
BA2962	9.62254626815916	11.974556452354564
BA2970	6.82563548808512	2.76728539524176
BA2972	17.133302447360474	8.19807025798213
BA2976	12.0314205734361	7.68942255194602
BA2978	8.401967136321247	6.41703002223666
BA2981	9.995182026586264	0.652906061240974
BA2984	11.464907345876346	4.235287245520808
BA2986	7.101684957297008	8.162509590569805
BA2989	8.795973499008968	3.1500995548410207
BA2992	8.387360095873753	4.418766081231521
BA2993	6.548091996647044	2.212900676301756
BA2994	7.491587589060391	4.952266231396034
BA2995	8.042978259588315	2.99340604018802
BA2999	9.237287592470466	6.3906852737137685
BA3001	10.635474927702829	10.39880202445873
BA3002	7.433066834918997	7.336794699784175
BA3004	20.01524371362463	14.116715846979064
BA3006	7.887406418836374	8.252270837306234
BA3008	1.151764051617996	4.2866496857377365
BA3009	12.70675816021341	4.436179966926807
BA3010	9.93501421886932	6.1059405634669295
BA3011	7.312469312344717	2.784057131540242
BA3013	11.241296352717962	12.586256499724248
BA3023	7.669966584671925	3.248181807296057
BA3025	8.224723862040195	11.795087855677894
BA3027	6.313814037982007	1.8190710835196224
BA3029	4.863085291612342	0.8763687576046825
BA3030	8.996704918882624	6.732151955359885
BA3037	3.560208607567682	0.7406337561266323
BA3038	8.525039525459805	9.220468526123
BA3040	10.184133637125449	10.131509852482283
BA3042	6.628816802916966	7.880233108835697
BA3043	5.7347037555727605	3.3214692717064564
BA3049	7.709952901890861	5.744367216003986
BA3051	8.028488614097542	1.7632316934133028
BA3053	8.260392006415247	17.17856728332196
BA3064	13.723563278917382	11.426613287051367
BA3067	5.767707151808671	3.971068898516835
BA3068	12.05725770114568	1.7139153825785636
BA3070	5.203023149659262	3.9158628540420777
BA3071	8.508481104196106	6.690655920715455
BA3072	8.130820553657012	7.4441840132338255
BA3075	9.685638937249172	1.2491121104239569
BA3076	3.173670483067415	0.3290035271849247
BA3077	7.063930513550272	5.451401359788114
BA2040	10.69440493109387	2.383892823099383
BA2160	9.003634380250459	11.539734945424426
BA2303	7.191323495844114	7.463308501706293
BA2353	9.207538455055904	10.822900007551391
BA2516	8.722662105679474	10.627818321365057
BA2590	11.772384644006344	12.81367377381369
BA2647	8.294039752405034	2.9984253470233098
BA2891	4.544684365430045	5.174547962158221
BA2924	9.270804624805091	2.582705972752072
BA2971	8.612476462145901	1.5854315417505231
BA3036	7.951047772735664	6.503188905241124
BA3059	8.459143755460484	1.0097287513996918
BA3073	9.331302161300306	7.1990670043622735
BA3078	8.821603164846612	12.946903516316324
BA3079	10.919607123689367	1.3646973961989346
BA3083	9.763607559675624	6.697350327116042
BA3084	11.07619193781452	10.734268728262462
BA3085	8.58611905302023	9.610881378255511
BA3087	12.656354684321892	15.337301013841849
BA3089	8.311153394764238	11.853567356438884
BA3094	8.867397625461617	6.801759993324186
BA3095	11.147013913607896	9.71028807970256
BA3098	8.80564141769492	9.236971538084326
BA3099	12.18830630974656	13.090206837982374
BA3103	7.932405121638664	1.614517260987918
BA3108	8.466121616741022	15.642078447811906
BA3109	6.114691826723875	0.7703861138349644
BA3110	10.458380976102182	3.447038366842655
BA3114	7.885945321817231	3.5866801602643537
BA3116	8.529886045216243	2.3925144815207022
BA3117	13.165547408646669	16.890939743361592
BA3118	9.52900286393184	2.361970070571154
BA3119	9.320060173536255	13.444196252475477
BA3123	6.819402436917767	5.786639365500211
BA3124	6.529968711843278	4.336063938041852
BA3126	6.418101039293884	5.726977872095656
BA3128	11.407179138617158	3.14903558564337
BA3130	4.088463993581992	4.532483798636333
BA3133	10.193558105999386	0.620446569891931
BA3135	9.345978385551664	2.5985889691786146
BA3136	8.021824222051386	10.09440470147002
BA3137	8.260497748162454	4.858262733543676
BA3138	11.566433343215182	2.6455798845607426
BA3139	12.880608873792047	13.370849088005434
BA3141	10.923457287374118	12.648730844908464
BA3142	8.168811611319903	5.748017334281799
BA3145	7.6347702394397565	1.520235981899007
BA3146	9.655032618034785	7.388156786803747
BA3149	7.564425393661298	0.8452928419011833
BA3152	9.920754637698122	6.9098235190799135
BA3153	14.526215454406378	1.861053482697555
BA3154	10.846861583232888	0.7157482917318699
BA3156	9.927326320381322	15.633443146582904
BA3157	13.063054618752696	13.717961630797872
BA3158	10.693974685916867	5.978434887400639
BA3162	4.851054301599011	1.745220597852206
BA3163	6.930830142035739	4.119575633976791
BA3164	9.342014435147782	14.01369975533636
BA3167	5.302001846889388	4.106989071237717
BA3169	7.799940669931466	1.5403379036422693
BA3171	9.091666968041642	2.64769875983621
BA3173	17.095760583401017	4.618444181534551
BA3174	6.793822708728306	1.225304999204696
BA3175	5.00744272661695	3.1147708461274544
BA3176	8.478663478887432	8.366915351712338
BA3177	15.535892919889813	14.383280808732884
BA3178	7.811829033638568	11.04530380764288
BA3180	8.895337557218458	2.389200429470613
BA3181	4.422815895727106	4.107804565570681
BA3182	9.852922154156422	10.283479445206073
BA3183	10.844757813732675	7.707896290573495
BA3185	8.111352392123562	2.09814643431112
BA3186	13.488830775472104	4.930075069869157
BA3187	10.898121425348023	4.387623745119788
BA3189	9.78367671917606	8.606060206799855
BA3190	8.457118252608119	1.9054535072318075
BA3191	6.82073962029973	7.4800404045123
BA3192	7.644962953547431	4.391174582041212
BA3194	15.578974834950255	16.456396828308634
BA3195	7.656353683530695	4.733956309124763
BA3197	5.8496987295057785	7.0834163410671245
BA3199	17.319011707488368	14.893885416518865
BA3200	9.219105547330877	11.172176168777597
BA3202	14.131055396645657	6.211854984162505
BA3203	13.334514162165004	0.462865535939629
BA3206	8.615426237956427	8.89350367937644
BA3207	5.550590901362075	6.236066454663524
BA3208	8.862523887706992	5.39436780732066
BA3210	9.405140894830891	0.9254680142509302
BA3211	8.211004457284288	7.286440941111669
BA3212	9.898038724342744	13.90084344006516
BA3213	13.517700773179085	7.2163041184393935
BA3214	9.10206025949245	3.061965510161289
BA3216	10.525741125088398	3.693837304190768
BA3217	9.944442255261963	7.2290811027363695
BA3219	7.506296933894308	7.194942439126423
BA3221	7.195100213258784	5.875145536053527
BA3222	11.188259066181317	15.028627502841532
BA3225	5.8561021391687165	4.7234968814869145
BA3226	10.060113918821658	9.573149417250905
BA3227	7.686237312566234	11.548100320860753
BA3228	9.760905981324214	13.031576053566567
BA3229	9.545261414210527	11.257910854005528
BA3230	8.213683806876675	6.9361542225314
BA3232	9.652088286441485	11.728760604111896
BA3234	6.848903752017485	6.996621698419788
BA3235	5.569652226288433	4.965874758559991
BA3237	9.936101859579024	2.935763294187172
BA3240	8.185381995795078	9.34082336261989
BA3242	7.604050682616766	5.0475834925523335
BA3243	9.101669593295048	7.025342022991135
BA3245	10.050032440893732	1.3884219118686445
BA3249	6.20004108032068	1.585349419007639
BA3250	13.405323391789926	10.225006592347055
BA3251	8.523607381203018	4.144675295396382
BA3255	10.599715894329504	9.698192129195943
BA3258	8.533098056657375	7.573466978596803
BA3260	8.022998558022062	1.8081438700173231
BA3261	9.596048646531807	8.67655944921525
BA3264	14.78860556772643	11.512219382915497
BA3266	11.12503740353567	9.45808487627196
BA3268	10.423782911017836	14.486433083951813
BA3269	7.77691334390067	0.5394015960252108
BA3270	10.34277920191874	8.21347318798494
BA3271	11.45723740240038	10.67642347488158
BA3273	7.743927641031251	0.1307225817365397
BA3275	13.62861762248925	7.346829474213139
BA3277	12.820539906418915	2.502457281351905
BA3280	8.687904912857055	1.5952265048521377
BA3283	10.549686026775223	1.789056666616367
BA3285	10.970053235962071	12.944153894934344
BA3286	11.155541073179949	10.443565640805431
BA3289	4.519220289498952	1.1660382190912415
BA3290	10.525863738103386	4.807436548294259
BA3293	11.173433459640664	15.613590739482175
BA3295	9.51056040412335	7.791904652993529
BA3296	9.54379108585924	3.925540541410126
BA3297	10.05807396903628	12.817903020225929
BA3299	8.311965017920354	2.069490887899604
BA3300	8.675450957298624	8.89918583362261
BA3302	12.101544330459376	16.954578670326512
BA3305	7.045951083072468	4.800360717676655
BA3306	7.763128556120951	4.929562999898404
BA3308	7.980714711909244	9.543242419641448
BA3310	7.140067784250679	3.181497384800524
BA3311	6.68639787222256	4.782832057077079
BA3312	11.572936802854784	12.733872962967148
BA3315	7.883702913894531	5.186781523589535
BA3317	9.714590023159383	13.922508639325905
BA3318	7.997437226848493	1.4807227965024126
BA3319	7.273711621771631	7.139020891930767
BA3322	8.446303106703873	6.904085618316202
BA3324	9.864911009400569	7.495927604746196
BA3325	5.563677739588434	1.351274448198906
BA3326	9.818553723562983	6.7782810111651335
BA3328	10.565716881082592	7.547825732369589
BA3329	15.46194247403662	7.488910948293375
BA3332	15.916142631663464	6.25653214657412
BA3333	12.714477441004007	5.692624350807811
BA3334	6.106620525462873	2.1330637647598447
BA3335	12.395555577254008	2.801851912072096
BA3339	9.765631322515109	5.922770442356887
BA3341	5.98431749934663	0.6608588373571984
BA3345	11.196543920613005	2.924949411938865
BA3347	10.664916910571025	3.616719109221729
BA3351	16.54129640964584	8.614564853936525
BA3352	5.467258987286584	5.280276120889902
BA3353	15.429080281349709	13.472213887054126
BA3357	14.856527554803948	10.146071922479312
BA3362	10.172115364130166	11.357770474075744
BA3367	8.75199375095606	1.8547931723671427
BA3369	13.772225722867178	11.977269448540548
BA3371	10.10715540324971	1.575778728882254
BA3373	12.995315688071493	16.32544589028262
BA3374	4.332560099514102	4.875487867921422
BA3375	7.051401025462334	4.179687728436753
BA3376	9.464812215081736	9.478785062539664
BA3379	9.907754367966872	10.754390475523389
BA3380	8.464490097122242	3.250882412402792
BA3381	11.453561665458686	12.256402214427588
BA3384	8.365130568092098	10.406444775902456
BA3385	7.021077283886595	6.497014294028218
BA3386	12.924496536729905	12.258859751889808
