	PTPN11	DNMT3A
BA2911	20.84783277632227	0.5138820120046195
BA2914	15.0156201416248	0.4974316857431418
BA2915	2.41314672352659	0.248866969664275
BA2921	17.458656163590284	0.2277201673348766
BA2922	19.573904682697663	0.5582202983948308
BA2923	9.394341271819846	0.175868599967489
BA2926	19.129719312731364	0.3226091387985913
BA2928	17.191069360684157	0.2350782013646713
BA2930	14.85937609513198	0.547400370733083
BA2932	19.46477251954371	0.3835065532280471
BA2934	9.73098986675119	0.4444740712198819
BA2935	9.880445356341776	0.1597390094414039
BA2937	17.877732513150956	0.2770462416612391
BA2939	9.710666289915626	0.3167674883356611
BA2944	37.64703403612323	2.926342443902008
BA2947	12.357448642886093	0.6337114874670283
BA2948	20.4879431817709	0.3214091422441616
BA2950	24.919157088502157	0.9655158917999446
BA2951	18.133444760407368	1.2032901312935274
BA2952	29.64411745650464	0.1701724902822255
BA2953	7.163653271429381	0.1887043089945975
BA2955	11.13542937935626	0.1070074258904619
BA2956	8.523238456781499	0.1331000503744939
BA2962	24.054892956713843	0.2743980063007089
BA2970	15.990249149514993	0.2186665702514058
BA2972	17.627225547010358	1.1248018222059002
BA2976	17.773117510802155	0.5899704310956357
BA2978	14.603788957143514	0.3880530930469665
BA2981	18.564359098703868	0.30014872540181
BA2984	14.452361922559325	0.2994540891408266
BA2986	21.66198824056716	0.3408751659030815
BA2989	24.180054210900927	1.2216838548674196
BA2992	23.9380562024542	0.1738520838947822
BA2993	13.846655480060836	0.2381146198567779
BA2994	16.36308890783346	1.1333107628424774
BA2995	14.331090419338244	0.5966495392695071
BA2999	20.07089751224206	0.944263594922562
BA3001	17.71418966299346	0.8419520480765643
BA3002	25.71013085930307	0.832543776663652
BA3004	15.801966890605236	0.8579620022221772
BA3006	12.927507847907451	0.2601638825930524
BA3008	0.3007671567538219	0.0270018823347627
BA3009	19.149190049872782	0.5248921798084761
BA3010	13.643755520925405	0.38707748618141
BA3011	16.20127100029433	0.1690691320776569
BA3013	15.826301965085207	0.4301935456332856
BA3023	16.109292041670233	0.1363837899220483
BA3025	21.606626020315527	0.8187011111662452
BA3027	11.8217154344046	0.3963453459242108
BA3029	11.205176238759671	0.1424834017343615
BA3030	21.666872429973047	1.422042146502674
BA3037	22.454196832329725	0.1013477994000888
BA3038	26.722751368914007	0.3578297525563194
BA3040	10.393675597393589	0.2651355502276851
BA3042	31.91703970845472	0.4990705514060229
BA3043	10.557497829345278	0.1855059226545971
BA3049	4.158103947463144	0.0638703871606211
BA3051	13.618501220020445	0.0867398221687432
BA3053	26.569754013053128	0.3904060579161488
BA3064	20.81512093293928	0.8266145140190817
BA3067	23.49622855930234	3.0201802029787426
BA3068	32.6958892019907	0.7574173105813524
BA3070	12.2739088603882	0.2163329389468104
BA3071	21.66745407747344	0.5419650347218533
BA3072	21.744276519892093	0.7569400385432766
BA3075	9.78077433217044	0.229534322024197
BA3076	6.585836267450562	0.0420599651129518
BA3077	22.34529503861006	1.7928437998000928
BA2040	15.768603175760314	0.1227269882902742
BA2160	17.506409372433634	1.6010001712890327
BA2303	15.03837826541991	0.2688254671847114
BA2353	27.233366359776674	1.2695600949360362
BA2516	21.259529388671154	0.4293733959244427
BA2590	29.16348122073776	0.6603664163710853
BA2647	21.26802428024812	0.6434817066881039
BA2891	10.22953782959444	0.705000851779769
BA2924	20.532589760834025	0.2691020358385431
BA2971	19.08055261903843	0.7350571431102546
BA3036	21.532179511729048	0.5832937946565376
BA3059	18.54532868077653	0.1456838423424147
BA3073	14.944238120335736	0.314033613122555
BA3078	35.18664561153126	0.3839338803127338
BA3079	19.909318281196608	0.4437535493508674
BA3083	21.978305936397295	0.5296678439058089
BA3084	17.84399375600065	0.4017445901202796
BA3085	26.01224963306068	0.6908424754070434
BA3087	48.86803170684532	1.0688612042849048
BA3089	23.137690705828494	1.1036399935011023
BA3094	28.49290823798763	0.9233834406485392
BA3095	20.620505966732463	0.4227676899769862
BA3098	23.62762660915261	0.5345790976230186
BA3099	36.54224908379226	0.8524193707267934
BA3103	21.202410683230404	0.4355701855230808
BA3108	27.17003893415094	0.5537534456541039
BA3109	17.987162225593785	0.1814324135121353
BA3110	23.61354936917826	0.2768104716279829
BA3114	11.088207106757388	0.1088840793009231
BA3116	13.54410492909614	0.0935323200186703
BA3117	32.99850340543902	1.1097438239872484
BA3118	18.419906314914087	0.4558159967547756
BA3119	24.22301068782385	1.1050069715976252
BA3123	19.325795422691492	0.8898690185832758
BA3124	11.595967067149676	0.4376242267940435
BA3126	23.07814911886787	0.4536238322110634
BA3128	17.85383423310964	0.2980707449549687
BA3130	12.057733345196048	0.2888693576270573
BA3133	35.60647067572976	0.5280744309035069
BA3135	14.423862792892812	0.3673227728350812
BA3136	26.020118488952967	0.2188497040420824
BA3137	17.99946922539952	1.8879753565257689
BA3138	17.948405734384835	0.4983259698262031
BA3139	61.89541159416133	1.4083313481582078
BA3141	21.324758045316084	2.030416653662876
BA3142	46.60967367517731	1.0957801785740795
BA3145	21.111123300919846	1.075042883986113
BA3146	21.602179497941837	1.8356430865267688
BA3149	21.63447056331703	0.2180017567368151
BA3152	26.69930441544388	0.4725979613969722
BA3153	31.543536116768177	0.7517191341534645
BA3154	34.14570005484676	0.5136262651330682
BA3156	19.49857490673853	0.2801695480589073
BA3157	23.14124354717321	1.0420286394826
BA3158	22.028408728000585	0.5752095869880473
BA3162	23.07486636372992	0.3203651644938881
BA3163	14.556965582467331	0.1698222535044266
BA3164	29.786068872909603	1.3816849248246437
BA3167	20.567990490892964	0.1493417267865281
BA3169	20.415742448754457	0.1318674079774977
BA3171	49.20184704080764	0.7248810084125195
BA3173	27.98654696106653	0.4258039073468079
BA3174	22.481708707839694	0.9371693552117152
BA3175	16.98894756673063	0.3823097188500636
BA3176	18.64217401050913	0.6025835934943087
BA3177	37.12825353716463	1.4499022737153702
BA3178	11.343132947483015	0.1637235903879918
BA3180	28.83046345372784	0.4470892620574914
BA3181	12.539176864756952	0.1903750008777646
BA3182	27.52360362055456	0.7881579230493059
BA3183	29.19110257797213	0.456307919964907
BA3185	16.0689464411771	0.5508315769993861
BA3186	26.671352579888893	1.102542456438378
BA3187	17.671849707854243	0.1951423994450779
BA3189	34.77103318446292	2.7703975044451803
BA3190	13.582985218241213	0.2644477773270691
BA3191	17.4967395117262	0.3111235022013395
BA3192	25.62671641213393	0.8690938023836893
BA3194	35.935356555517195	1.4300190129124035
BA3195	16.40482357099114	0.5887605043012104
BA3197	16.74318582812262	0.556052047429418
BA3199	26.886278539283374	1.229934544311702
BA3200	21.870631329961405	1.2504678273610397
BA3202	24.89452366575615	0.1253391277216357
BA3203	14.692021043920066	0.2590062959835215
BA3206	23.017601304312947	0.7427726525895122
BA3207	21.08589263526197	0.0696858222438629
BA3208	18.69157945657816	0.6869204070704473
BA3210	25.00701142440425	0.315720478031554
BA3211	20.94416288181397	0.7275274380916331
BA3212	38.42654424973168	0.5397198352858077
BA3213	28.595132790427066	0.7293003047623712
BA3214	19.227635695526825	1.0131577785777768
BA3216	14.3557010442588	0.4327449999045494
BA3217	16.74182319835738	0.4904605080512517
BA3219	14.358489399213893	0.1325412530644254
BA3221	15.472372826909858	0.5598546594295373
BA3222	45.00221066210596	0.4878573221666183
BA3225	16.252474175634926	0.1664920257431351
BA3226	19.63876066105797	0.4703898772915094
BA3227	22.406453016091405	3.8793287885210734
BA3228	28.892920691148067	1.027680461331225
BA3229	29.721164245602424	1.38524840556318
BA3230	19.80458906416293	0.3043778924975232
BA3232	18.64192081999083	0.7981653727668342
BA3234	20.17473302052334	0.2523570978104885
BA3235	15.371318318553923	0.3781402190601557
BA3237	27.98315846822433	0.9236503786785272
BA3240	26.53802348143133	1.772731740398074
BA3242	18.60678946129853	0.9853710122419864
BA3243	27.182019369641385	0.3456145035073921
BA3245	24.70548102610767	0.6219084754003928
BA3249	27.04526177937093	0.7253580412858185
BA3250	29.723698269728747	0.6145009641973534
BA3251	18.96515071718015	0.7335008785971939
BA3255	19.530658366366755	0.2654379634129928
BA3258	19.25644449572177	0.1381705624271494
BA3260	21.71300533111998	0.3955008866258075
BA3261	18.19364774393248	0.9026086064745786
BA3264	28.724599060108773	1.0291382399680875
BA3266	28.79690094170825	0.571195312151765
BA3268	34.215264264099496	0.9274702186531992
BA3269	15.204697938644848	0.1608875758792691
BA3270	24.530727937607185	0.411697993154909
BA3271	27.916898924965192	0.4636645220884421
BA3273	20.44500246613187	0.1453138459753482
BA3275	28.412871710293533	0.8447863453877119
BA3277	17.164565410884723	0.5255969216806301
BA3280	14.365310348195427	0.257935512741025
BA3283	16.69487906533864	0.3634864240305726
BA3285	62.17898985108376	1.272838368001319
BA3286	21.368852478931604	0.5009188040399521
BA3289	8.671812401369937	0.0488594857945091
BA3290	23.97434788088257	0.4140777215349762
BA3293	27.98536128377098	0.5366202521971016
BA3295	28.37486135458929	0.4006779312101171
BA3296	16.547626760789306	0.4959576484316099
BA3297	31.61271538032367	1.3407555613523563
BA3299	13.91130497298182	0.0889831999919335
BA3300	37.73830015271734	0.8155149387367185
BA3302	47.58395676045272	1.878070338741434
BA3305	17.9495129193202	0.3758517555929482
BA3306	15.822574986127442	0.4678243753249521
BA3308	21.61813851587103	0.7430298784255994
BA3310	16.233968503775053	3.113186868014315
BA3311	26.322291810625305	0.3413359723446273
BA3312	26.274338440187364	1.0313266944732924
BA3315	35.11440382264742	0.2175585040963564
BA3317	21.33458099470292	1.3966229821769789
BA3318	31.470847071104163	0.1434208386076261
BA3319	22.17690767917441	0.2643805651456659
BA3322	19.028309672175208	0.2437505266635564
BA3324	43.99440756721232	1.0050149666537604
BA3325	18.92294556082813	0.4586897833941845
BA3326	23.60399145233129	0.8054091697962897
BA3328	22.770125349103125	0.4891718378997489
BA3329	36.48269764177509	0.6935647452452095
BA3332	28.276913195499503	1.8725763617798548
BA3333	25.26353103615665	1.1748465548673048
BA3334	9.127914629344902	0.0874879546711472
BA3335	18.262137171353483	1.3791847557823955
BA3339	16.505423984927283	0.6816983425548611
BA3341	21.133817970311235	0.0992171188373203
