	NF1	DNMT3A
BA2260	91.46311349201132	0.1635494751200925
BA2261	95.638364990932	0.7411661772531666
BA2269	127.34637686870389	0.0514481175701506
BA2271	178.74582923309202	0.3975245005379642
BA2272	155.30969220772613	0.2766335588647716
BA2273	82.10327672445598	0.3883456318198185
BA2275	179.28463600626125	0.7906998485809084
BA2276	77.65718078840119	0.1930645223276748
BA2277	203.6065735095337	0.8546168491637717
BA2280	384.3268511749896	1.3403744661128272
BA2281	148.70915295462936	0.3742486776379176
BA2282	67.04868900711168	0.1848252696301412
BA2286	201.80223865128715	0.2924677972517953
BA2288	132.16680416497255	0.8689960641896194
BA2292	106.58922238443596	0.0383764464488665
BA2294	154.65930575825166	0.8926650952809216
BA2296	124.91800887503584	0.7958449564827293
BA2300	127.68776719943128	0.8105652707227917
BA2301	102.8235989089254	0.1512653313907045
BA2302	143.47247258145103	0.1781291916276537
BA2304	58.26545447919322	0.1342898984526482
BA2306	191.29686259218525	0.5401721990788467
BA2308	211.6825983608057	0.918211471699353
BA2309	67.00275595385449	0.1763206638680505
BA2311	104.19731581066932	0.1760659011994245
BA2312	156.40969992181428	0.6757120776156089
BA2316	78.52938685382075	0.1292452424412816
BA2322	67.9089880251087	0.7836452764609124
BA2325	84.63892612993457	0.059416367332984
BA2329	58.569892419639714	0.1829182068266463
BA2334	105.09829684011098	0.5601448744652351
BA2339	75.60546526741308	0.1039325783070219
BA2344	141.96156499550946	0.7171623628083545
BA2347	66.77803076811274	0.0733246332693876
BA2348	55.136801578737725	0.0563834165382755
BA2350	91.19479049601118	0.0687448652717671
BA2354	113.2548155663928	0.5649239948038823
BA2355	120.526364356186	0.2402441112801165
BA2357	114.73993656372434	0.0769123129206903
BA2360	169.86331229535077	0.6835659009126082
BA2361	101.58710933354486	0.9467138467155864
BA2363	35.095611280938215	0.2013801892904489
BA2369	189.42521296233164	0.414873241135215
BA2374	90.40492261621532	0.4334668550253931
BA2375	178.2945435585226	0.512061926493074
BA2376	49.77597347964191	0.187392021027014
BA2377	209.4103095988851	0.1966266034983252
BA2379	124.56604347639134	0.1859523035553871
BA2385	47.80464009196283	0.152949964951423
BA2386	231.55889311260623	0.3828690029882881
BA2387	153.3348976809124	0.1326860295492633
BA2394	95.31685868127607	1.28729052993089
BA2399	148.13163782499456	0.4459573066888792
BA2400	205.685906014256	0.7696569294530675
BA2402	180.8329650691468	0.2305528668789867
BA2405	79.99933475446306	0.1687941960019158
BA2406	34.71633495236259	0.550402929983847
BA2409	129.54548333633426	0.204315745002997
BA2410	225.8440833603437	0.304621398174643
BA2412	36.32016613028614	0.1317688752634919
BA2413	222.15236454691257	0.4473235049280832
BA2414	198.15717400889827	1.599491958875364
BA2415	34.29848221862546	0.1148539006855739
BA2417	114.89562170147244	1.337533555314113
BA2418	135.68566336616163	0.2762351313664459
BA2420	92.4940177792892	0.2310167770745552
BA2421	91.31185986416747	0.1248639661925869
BA2423	84.67758172475536	0.1345809588727959
BA2425	162.79491087118302	0.4554703213617888
BA2426	55.81249060280109	0.4718236560602522
BA2427	49.06504183977397	0.1490400221697363
BA2429	151.06596918946528	0.329031989925242
BA2440	135.89464622431606	0.1622128696814486
BA2441	303.9044042244336	1.6139302908224038
BA2442	213.18153533200555	0.3804119201097979
BA2446	68.07249241660844	0.2001238359012414
BA2449	171.94192740645337	0.2287970587036531
BA2450	203.05409982012395	1.4455575219911612
BA2452	193.1247259182125	0.3308325464918646
BA2454	131.56553160502267	2.200586435986676
BA2455	82.35449417281512	0.345850794601501
BA2456	61.180971099669165	0.1109490055855878
BA2459	87.45011280306524	0.1343229897677482
BA2461	85.85159772017813	0.3576983560536166
BA2463	41.31280183229365	0.4722574616693779
BA2464	107.24054284277707	0.3978457402927364
BA2469	251.0946035683642	0.0707174080469741
BA2470	124.4127267962813	0.829096922119146
BA2472	96.75468631074348	0.1427092567573498
BA2473	135.90179155823498	0.14440797310754
BA2474	90.10814805826662	0.6927629557403411
BA2477	251.96199370434655	0.681689466720368
BA2479	58.5148987250125	0.1776972071235237
BA2480	185.00097066910075	0.3190556321984708
BA2481	45.24202580176599	0.0963988557689032
BA2482	179.89138144862451	0.3960059195757783
BA2483	170.9383763555678	1.2695197781603915
BA2485	174.4791578442435	0.4396756763186226
BA2488	125.0322329857764	0.2479588444473664
BA2489	60.39576113585825	0.0987155128266856
BA2492	63.18416194926038	0.0661047669468101
BA2494	95.09040528581576	0.4360524146066351
BA2496	45.25937170899411	0.1166748542849611
BA2497	42.28054193054178	0.0989981411296462
BA2499	101.23626725514532	0.2037565437747856
BA2500	199.5066088787393	0.4721345142772626
BA2501	120.03527020920772	0.4816688295202621
BA2502	129.68288700469952	0.1638465093407732
BA2505	175.77268062103064	0.2124773452250946
BA2507	148.35611675642977	0.7322819781538245
BA2510	37.039426921791566	0.1988790031605586
BA2511	43.14309877006726	0.1227612292575707
BA2512	84.18061058654125	0.3319279693979129
BA2514	136.22047089526455	0.1504328415425985
BA2515	63.079763869883294	0.0942200510207396
BA2520	91.07509546057814	0.4753243867453362
BA2521	188.9495712148245	0.4124049363037384
BA2523	231.1519510714657	0.2414343473868867
BA2524	89.18268298048588	0.1617041942440691
BA2525	33.4185441002891	0.1242240092794612
BA2526	193.6457426221941	0.1721578891325065
BA2528	156.4198357593167	0.5811953456406841
BA2532	136.4370444751564	0.1418639295741579
BA2534	252.0719388356896	1.2894096471898533
BA2538	163.56922986240653	0.3724935018034421
BA2539	89.42632790129001	0.2473384989090979
BA2540	102.9294284547094	0.0392767792214953
BA2541	65.6930492624528	0.3937315952460676
BA2545	93.36255824417232	0.323874393433841
BA2546	68.15655886655676	0.2799703549111725
BA2552	371.11845971912896	0.9149504511235462
BA2559	139.1365522105781	0.14604252116698
BA2561	39.73792927932083	0.267564448818346
BA2563	174.09947387656885	0.7464626423826584
BA2564	85.07499451835139	0.2903125005311262
BA2567	30.7649353050662	0.1688990342602005
BA2570	289.1494765836638	0.5441987125534858
BA2575	49.55685552128676	0.113993415515483
BA2577	118.70210933626588	1.0114167075149012
BA2579	141.5662109630884	1.02388725941294
BA2583	175.38868962690978	0.6173553319213095
BA2584	57.36722309793788	3.188228154668748
BA2587	156.35443522543525	0.7056228868811733
BA2588	190.10730529365503	0.5454191265941115
BA2589	160.10103382389008	1.1554841958513062
BA2592	206.67516523469448	0.4516867213074516
BA2593	0.131948509740975	0.0482078021875235
BA2594	115.70215184308827	0.318736959768664
BA2595	39.45864383623836	0.165925845479081
BA2597	97.936434541528	0.1956060277048242
BA2600	183.1853616101156	0.3145612729561897
BA2603	132.7224555535752	0.2955805106291863
BA2618	125.13469547601136	0.4605459480209012
BA2619	65.80756208405029	0.3964742673762612
BA2620	136.00222939519455	0.3429567901630611
BA2621	163.23017498489295	0.2521754146457712
BA2622	121.40379419765218	0.1820431796607657
BA2623	201.24225278348143	1.0283085416478084
BA2629	40.404138271266014	0.4695763482228556
BA2631	109.59519540707544	0.3945279612030792
BA2634	178.5576422875698	0.376498154243872
BA2636	119.06478603350848	0.298505593504929
BA2639	180.8138917906739	0.539061794585312
BA2644	91.2566416483229	0.6555710697629737
BA2645	76.16513839589086	0.5763828990678791
BA2646	159.00708462304976	0.5716253213226956
BA2649	103.47973972281912	0.3679098787072297
BA2651	69.82136680760968	0.1820603245896505
BA2653	97.22040551437576	0.2516713230269166
BA2655	274.1036597231043	0.3170650738691498
BA2656	91.65100885209748	0.3431771918194494
BA2657	109.05733959704034	0.4038453553346112
BA2658	130.20636621989172	0.6219957447398035
BA2659	84.44632986861905	0.4637602320668896
BA2660	89.78421103698174	0.2191428208101416
BA2662	62.0646160314211	0.3877015943012521
BA2663	135.66967309315947	0.5880826526291726
BA2667	131.0534229598689	0.4348011249922904
BA2670	162.34339961552118	0.209885389528405
BA2674	147.0979160005437	0.807604059291578
BA2675	171.949167646683	0.4689991010933024
BA2676	91.48180314484172	0.2090818863244369
BA2677	161.03891322846772	0.2974628991676514
BA2681	70.04019857231029	0.3940031642319385
BA2682	109.11172435395687	0.2396315702058518
BA2685	163.1492191604278	0.3368005097558983
BA2688	25.648700935483525	0.3577720637814585
BA2691	110.47005559851227	0.1672248532251762
BA2694	78.54970935159275	0.3501264127335556
BA2695	60.81625844565557	0.0607576834709791
BA2697	87.08814851074648	0.1092200193870022
BA2701	152.1665461230095	0.1889654260027632
BA2704	201.20381554401783	0.9814250352482728
BA2705	341.2926798773445	0.7700237016505259
BA2707	86.74408613423792	0.6588867101667347
BA2709	89.34929908737492	0.1484763938160132
BA2712	121.8668429618196	0.1262065358097874
BA2714	192.9030108214692	0.2300306866199289
BA2715	155.77432060481345	0.4294309994774231
BA2718	139.00641014037672	1.2915092487858195
BA2720	43.36677119694078	0.0676870072242622
BA2721	265.52723888228604	0.8843333898768759
BA2722	167.37349745602896	0.2948676477079429
BA2723	160.4939192604911	0.1045203993213058
BA2724	109.31239860907291	0.0935820724540201
BA2726	67.6526031910199	0.4806911207825697
BA2727	94.5353950808028	0.9170466166952764
BA2728	183.55938591740525	0.5631883742849203
BA2731	107.27800255164831	0.1478344170996834
BA2733	56.24385956314274	0.1167841171410904
BA2735	147.8262491538163	0.1238351245416097
BA2737	78.27415765988898	0.2026822638608618
BA2742	129.95283163495762	0.4546269552393785
BA2744	33.77381747949175	0.2327191232280831
BA2746	83.86915751314284	0.1724721754436311
BA2747	62.27748732776638	0.3549934531535525
BA2748	199.25488871332868	0.6494838064548226
BA2751	119.3254783695873	0.3180928823491231
BA2756	85.26857123717195	0.0299447808712799
BA2758	57.32248577768649	0.1786891335756213
BA2760	145.6582421432596	0.2176810594314007
BA2762	191.9918527694903	0.4122016381747383
BA2764	112.03677400504952	0.3601617347496643
BA2765	151.23552413719125	0.2146297454156381
BA2769	139.97004102912095	0.4069829758101596
BA2772	119.91695093878694	0.6203456190414237
BA2775	142.37797575702365	0.4359858195215317
BA2776	210.7570629268887	0.981962711844416
BA2778	104.64943656261444	0.3255770850575303
BA2782	95.5382653865288	0.2503206248094025
BA2786	100.28994245785098	1.171805359891818
BA2787	41.04953227327876	0.1262452577776576
BA2789	180.57875038543253	0.3927813924913583
BA2791	88.89145755618246	0.2637898848361519
BA2792	43.79211018690363	0.1762526055954666
BA2798	216.74514018367236	0.1581435745743294
BA2801	95.49222064689803	0.1743066887964006
BA2802	181.44247096762143	0.5743559957070739
BA2804	159.40234247738303	0.2330873228355452
BA2806	220.58941345398543	0.3026392588780354
BA2808	48.49155366434125	0.3644539186795258
BA2809	192.4826987219994	0.7297194740690964
BA2811	103.90778382500056	0.4284780949273138
BA2812	63.29461370691892	0.1645191045968128
BA2813	135.21858205685575	0.2961385669585432
BA2814	42.45775692519901	0.1717759829931584
BA2816	108.00098695013564	0.2056657392928692
BA2817	166.47145168901284	0.4184505424268583
BA2820	138.81448881402198	1.227492215350056
BA2821	351.9780878770896	0.8325629907041542
BA2822	26.705595800531245	0.355693736417672
BA2824	205.53801514045847	0.7553289219692325
BA2828	102.89567819352284	0.2608430275163029
BA2829	242.33983194955127	0.6096674228142073
BA2830	98.5229049066421	0.8085310465555513
BA2832	133.52973932243407	0.4613646997462846
BA2836	152.18203301703952	0.1882241836856603
BA2837	284.90182762062886	0.420197015660383
BA2839	94.94255129550952	0.1193924712211999
BA2840	30.61186595745973	0.3404412056811315
BA2841	55.33534050785352	0.2643356416342542
BA2842	90.91663503687948	0.0939459433638478
BA2843	89.31518458610059	0.8806914208716016
BA2844	166.41325673111845	0.2319472968316453
BA2846	184.4292886686244	0.6802889175866904
BA2850	120.0296485527902	0.3593597696814201
BA2851	192.33548881236496	0.8077563402816813
BA2852	63.33031704535766	0.2604772743251851
BA2855	71.99266493479804	0.1389577608821234
BA2856	182.44398582682192	0.0460772943406423
BA2858	83.47971274712972	0.0728947875117304
BA2860	62.6038407485975	0.3634543029070985
BA2861	110.33834810966074	0.4621660573420051
BA2865	31.00540326828447	0.3736893759729958
BA2866	197.19219437101748	0.7078682915886187
BA2867	157.50388934653276	0.579227306171779
BA2868	122.76092055850206	1.2538798834943796
BA2870	110.29051242164029	0.8809392757820929
BA2871	97.75384815513968	0.5311071929265021
BA2872	185.24782943911865	0.1711519804971614
BA2876	39.54924914309381	0.147970721872509
BA2879	99.75597906454227	0.2143382526114215
BA2880	101.5909856776464	0.2052778440857197
BA2882	112.198336489372	0.5347456449532613
BA2883	203.20276533728472	0.8248951680021976
BA2885	187.98064074137977	0.2659698106163465
BA2887	392.3699241261624	0.4958859177084
BA2889	0.1338236807905606	0.0052083333333333
BA2893	186.1761368733409	0.3786009347846887
BA2901	41.17385408187821	0.0681156637427234
BA2902	145.85444383485867	0.2266572571307222
BA2903	133.66038215570987	0.4643108883099237
BA2904	241.73197871780164	0.6961141456923908
BA2905	109.43006937813156	0.2885133855143856
BA2906	152.91529910720683	0.1806856748580074
BA2908	173.5960498164805	0.7279773258113387
BA2909	77.32406557089642	0.2885545370370797
BA2910	271.8085988903684	0.4191895047954915
BA2911	269.4633451313588	0.5138820120046195
BA2914	166.5248167599512	0.4974316857431418
BA2915	6.823141893971271	0.248866969664275
BA2921	101.46207330874968	0.2277201673348766
BA2922	171.04246058528	0.5582202983948308
BA2923	48.75808345329777	0.175868599967489
BA2926	161.0086066472505	0.3226091387985913
BA2928	62.06281378530893	0.2350782013646713
BA2930	117.55326188747804	0.547400370733083
BA2932	231.47952642480772	0.3835065532280471
BA2934	73.61106151530505	0.4444740712198819
BA2935	121.30769117899668	0.1597390094414039
BA2937	92.81814116327772	0.2770462416612391
BA2939	176.43003976228755	0.3167674883356611
BA2944	156.2191679164993	2.926342443902008
BA2947	28.704400954899704	0.6337114874670283
BA2948	86.39156252488048	0.3214091422441616
BA2950	284.7990532041516	0.9655158917999446
BA2951	123.15440535801449	1.2032901312935274
BA2952	106.08321567639236	0.1701724902822255
BA2953	72.6736446430472	0.1887043089945975
BA2955	39.289600749030285	0.1070074258904619
BA2956	35.637509346040545	0.1331000503744939
BA2962	197.011970114943	0.2743980063007089
BA2970	109.85782570547326	0.2186665702514058
BA2972	127.08058682876558	1.1248018222059002
BA2976	114.81212472094064	0.5899704310956357
BA2978	81.53187295323688	0.3880530930469665
BA2981	51.709594321698575	0.30014872540181
BA2984	218.1342249651564	0.2994540891408266
BA2986	138.6981976983092	0.3408751659030815
BA2989	89.55920784850588	1.2216838548674196
BA2992	174.1559179385256	0.1738520838947822
BA2993	116.75603556885608	0.2381146198567779
BA2994	205.2736444741335	1.1333107628424774
BA2995	78.43786635139111	0.5966495392695071
BA2999	139.17052067665466	0.944263594922562
BA3001	225.6917911104391	0.8419520480765643
BA3002	248.3132071115166	0.832543776663652
BA3004	146.41442949193342	0.8579620022221772
BA3006	131.7007986752833	0.2601638825930524
BA3008	0.1640866873065015	0.0270018823347627
BA3009	180.9021355226272	0.5248921798084761
BA3010	99.1017100390366	0.38707748618141
BA3011	125.40261175284284	0.1690691320776569
BA3013	142.63889820812068	0.4301935456332856
BA3023	54.85346455292598	0.1363837899220483
BA3025	111.54561761093512	0.8187011111662452
BA3027	70.52398475728634	0.3963453459242108
BA3029	86.19693989402455	0.1424834017343615
BA3030	328.0056889573503	1.422042146502674
BA3037	175.74270593972224	0.1013477994000888
BA3038	210.31260336505892	0.3578297525563194
BA3040	45.92094926849498	0.2651355502276851
BA3042	161.0984766462048	0.4990705514060229
BA3043	49.45710026791884	0.1855059226545971
BA3049	5.969525693002183	0.0638703871606211
BA3051	63.69881256596946	0.0867398221687432
BA3053	152.00397168269578	0.3904060579161488
BA3064	201.18480931502572	0.8266145140190817
BA3067	211.5006340656422	3.0201802029787426
BA3068	161.26744110478273	0.7574173105813524
BA3070	123.30358870257324	0.2163329389468104
BA3071	302.56906291281126	0.5419650347218533
BA3072	312.38037262704427	0.7569400385432766
BA3075	143.48506077086566	0.229534322024197
BA3076	26.082152629232723	0.0420599651129518
BA3077	159.83900132526296	1.7928437998000928
BA2040	88.19640703584804	0.1227269882902742
BA2160	246.74003776373183	1.6010001712890327
BA2303	140.43353398736284	0.2688254671847114
BA2353	188.11794952171155	1.2695600949360362
BA2516	152.53780232404594	0.4293733959244427
BA2590	227.36806320229115	0.6603664163710853
BA2647	237.84824537527427	0.6434817066881039
BA2891	137.26092975764416	0.705000851779769
BA2924	223.39027855209372	0.2691020358385431
BA2971	96.0791157225974	0.7350571431102546
BA3036	255.0629685648225	0.5832937946565376
BA3059	138.96931091404295	0.1456838423424147
BA3073	206.23744466270267	0.314033613122555
BA3078	272.10248263389946	0.3839338803127338
BA3079	95.45282804110204	0.4437535493508674
BA3083	187.27367058107345	0.5296678439058089
BA3084	122.53649006969673	0.4017445901202796
BA3085	100.0252807550888	0.6908424754070434
BA3087	460.9679911353937	1.0688612042849048
BA3089	269.6975290383345	1.1036399935011023
BA3094	92.06918900047364	0.9233834406485392
BA3095	224.0292272594461	0.4227676899769862
BA3098	195.9334197562845	0.5345790976230186
BA3099	379.4322202086229	0.8524193707267934
BA3103	165.5219665724583	0.4355701855230808
BA3108	245.96800360851293	0.5537534456541039
BA3109	132.94133523996058	0.1814324135121353
BA3110	204.93388712530657	0.2768104716279829
BA3114	157.21383862630557	0.1088840793009231
BA3116	73.59934409793948	0.0935323200186703
BA3117	320.83057620793136	1.1097438239872484
BA3118	157.51342411451563	0.4558159967547756
BA3119	349.0966061070526	1.1050069715976252
BA3123	137.12699462957363	0.8898690185832758
BA3124	65.26530944326079	0.4376242267940435
BA3126	169.9058236447186	0.4536238322110634
BA3128	211.6879117781022	0.2980707449549687
BA3130	95.15656155278732	0.2888693576270573
BA3133	215.74995269209867	0.5280744309035069
BA3135	268.0646847813542	0.3673227728350812
BA3136	145.78115232106128	0.2188497040420824
BA3137	157.01974129618148	1.8879753565257689
BA3138	230.3337342749573	0.4983259698262031
BA3139	146.6748115601303	1.4083313481582078
BA3141	161.6339322558331	2.030416653662876
BA3142	87.31993589404239	1.0957801785740795
BA3145	239.76856898668805	1.075042883986113
BA3146	177.31275979464104	1.8356430865267688
BA3149	238.43616497424537	0.2180017567368151
BA3152	61.44803798997775	0.4725979613969722
BA3153	174.01100812406176	0.7517191341534645
BA3154	97.4310714509888	0.5136262651330682
BA3156	185.1834396431005	0.2801695480589073
BA3157	212.8809027023121	1.0420286394826
BA3158	197.65957432697925	0.5752095869880473
BA3162	216.5056270416564	0.3203651644938881
BA3163	203.77054518568227	0.1698222535044266
BA3164	373.8136618371857	1.3816849248246437
BA3167	56.156964704662514	0.1493417267865281
BA3169	176.04742129671854	0.1318674079774977
BA3171	189.60298414759188	0.7248810084125195
BA3173	212.4418000765387	0.4258039073468079
BA3174	199.79928936886176	0.9371693552117152
BA3175	134.1322865400523	0.3823097188500636
BA3176	181.09546918820772	0.6025835934943087
BA3177	267.32574083128566	1.4499022737153702
BA3178	32.73882697518744	0.1637235903879918
BA3180	419.6604107682547	0.4470892620574914
BA3181	86.9043315247993	0.1903750008777646
BA3182	195.0920648213859	0.7881579230493059
BA3183	326.7004993841674	0.456307919964907
BA3185	135.5257936694538	0.5508315769993861
BA3186	228.04792465394772	1.102542456438378
BA3187	31.623910732206127	0.1951423994450779
BA3189	245.12282784132051	2.7703975044451803
BA3190	154.0637929559441	0.2644477773270691
BA3191	101.14235690292196	0.3111235022013395
BA3192	297.7905737654821	0.8690938023836893
BA3194	310.918524770011	1.4300190129124035
BA3195	307.3614638898987	0.5887605043012104
BA3197	244.1897443579869	0.556052047429418
BA3199	247.9957365242724	1.229934544311702
BA3200	299.6221836051252	1.2504678273610397
BA3202	129.54062246773063	0.1253391277216357
BA3203	88.63157011379647	0.2590062959835215
BA3206	160.66636813154207	0.7427726525895122
BA3207	214.78979346649717	0.0696858222438629
BA3208	209.98466747814996	0.6869204070704473
BA3210	183.7222378307674	0.315720478031554
BA3211	168.4096662558839	0.7275274380916331
BA3212	291.1621455436483	0.5397198352858077
BA3213	291.1371797529326	0.7293003047623712
BA3214	104.5490566409768	1.0131577785777768
BA3216	266.1372244527796	0.4327449999045494
BA3217	297.1433427105736	0.4904605080512517
BA3219	119.90002373940298	0.1325412530644254
BA3221	92.46844618429596	0.5598546594295373
BA3222	242.922999828226	0.4878573221666183
BA3225	201.68996241015256	0.1664920257431351
BA3226	229.2579314955156	0.4703898772915094
BA3227	369.44084774026624	3.8793287885210734
BA3228	261.688592673945	1.027680461331225
BA3229	259.33312738653154	1.38524840556318
BA3230	164.73699657900582	0.3043778924975232
BA3232	131.02815976202692	0.7981653727668342
BA3234	165.37462228202543	0.2523570978104885
BA3235	97.5061808076502	0.3781402190601557
BA3237	185.799570863636	0.9236503786785272
BA3240	242.02707234614763	1.772731740398074
BA3242	195.77664629601023	0.9853710122419864
BA3243	176.0732364371607	0.3456145035073921
BA3245	166.88278451382786	0.6219084754003928
BA3249	195.3978303057858	0.7253580412858185
BA3250	314.08124079364774	0.6145009641973534
BA3251	195.1114629700192	0.7335008785971939
BA3255	257.62153547544665	0.2654379634129928
BA3258	159.48135933204148	0.1381705624271494
BA3260	287.3856770699834	0.3955008866258075
BA3261	228.1673867951175	0.9026086064745786
BA3264	198.38716106337813	1.0291382399680875
BA3266	433.9093043307268	0.571195312151765
BA3268	342.55261383172257	0.9274702186531992
BA3269	160.0554157433891	0.1608875758792691
BA3270	156.77269142461128	0.411697993154909
BA3271	387.3141621798155	0.4636645220884421
BA3273	160.85550541557942	0.1453138459753482
BA3275	421.4297222736951	0.8447863453877119
BA3277	226.70907927311117	0.5255969216806301
BA3280	226.69751458857772	0.257935512741025
BA3283	186.2344572851692	0.3634864240305726
BA3285	132.02922484641928	1.272838368001319
BA3286	186.44607428478997	0.5009188040399521
BA3289	82.82537105336634	0.0488594857945091
BA3290	144.89704747162864	0.4140777215349762
BA3293	161.9473222177505	0.5366202521971016
BA3295	229.0759670933194	0.4006779312101171
BA3296	99.19248648903825	0.4959576484316099
BA3297	367.57471107575816	1.3407555613523563
BA3299	164.1004107601473	0.0889831999919335
BA3300	294.9394480643322	0.8155149387367185
BA3302	409.5298923056626	1.878070338741434
BA3305	123.60787672784537	0.3758517555929482
BA3306	306.25190377252744	0.4678243753249521
BA3308	157.64276285086086	0.7430298784255994
BA3310	241.81235246916677	3.113186868014315
BA3311	227.63473509638317	0.3413359723446273
BA3312	321.22488174218654	1.0313266944732924
BA3315	168.92193856793358	0.2175585040963564
BA3317	240.1562776082272	1.3966229821769789
BA3318	240.52561135968892	0.1434208386076261
BA3319	176.44505731116638	0.2643805651456659
BA3322	89.25198258341283	0.2437505266635564
BA3324	317.5906148358328	1.0050149666537604
BA3325	169.11445990425193	0.4586897833941845
BA3326	112.45122013580422	0.8054091697962897
BA3328	378.8971653859671	0.4891718378997489
BA3329	157.7780232274986	0.6935647452452095
BA3332	206.84935323170015	1.8725763617798548
BA3333	453.98521586512817	1.1748465548673048
BA3334	83.5518074594422	0.0874879546711472
BA3335	208.08253805060983	1.3791847557823955
BA3339	94.23632198024836	0.6816983425548611
BA3341	217.37821659093277	0.0992171188373203
BA3345	95.71282361615005	0.1882478687325217
BA3347	107.25679887057174	0.0793081425722057
