	PTPN11	TP53
BA2125	26.753085869426155	9.790402798354815
BA2132	20.169400258241318	2.7211224761939943
BA2133	9.257241245749476	0.8131475906953063
BA2134	11.564212451003634	4.913494345748131
BA2135	16.330691859452898	3.617560816574061
BA2139	11.507169535521824	4.057071783339983
BA2143	20.26836326082831	6.514813997712446
BA2148	15.675843108585529	0.3308884751012781
BA2153	24.095696669288905	3.840478484261512
BA2155	13.399294045807633	3.973317728058916
BA2156	16.931888260327074	11.453174911166562
BA2162	23.524442921627767	3.729057553001509
BA2163	32.49912164853597	13.44292850019923
BA2168	13.863873737481438	3.962430004021511
BA2169	30.814991909118284	2.463700853323531
BA2171	23.18947927011344	9.666398457499485
BA2172	16.795517788395873	7.090263077576619
BA2174	23.163838646228943	7.701079162073331
BA2175	22.39949600661436	0.1872753030153418
BA2184	39.81395373361203	17.996746811177232
BA2195	14.438988301694582	2.976163189395368
BA2198	24.498350035075635	8.39156345831227
BA2200	27.20417627027473	15.684640945538904
BA2201	10.05949923649511	4.41294067160597
BA2209	22.20851929911572	1.465524528992165
BA2211	21.02631899069189	12.411770235404097
BA2212	16.10636029935567	2.4205216520142714
BA2217	17.405562540348775	11.168413297451291
BA2218	6.878393864241168	1.038135953656088
BA2220	20.14637088171025	12.09187166983528
BA2221	13.92990006687362	3.7294796059077866
BA2224	15.825637213283208	3.4475879150133317
BA2226	35.989485894319195	17.966876274753428
BA2227	20.910382367639677	8.633700414487945
BA2228	31.927487025931413	3.5815397430923976
BA2229	23.056486557637434	2.330314829985168
BA2233	11.761458404505191	1.7360063685079294
BA2234	24.054342043995	7.468947578959061
BA2235	17.067020253453286	9.810041962650772
BA2236	17.314869257465272	8.041259177085172
BA2239	12.77104820432132	6.382578515078404
BA2240	33.17334597209446	6.585321450190121
BA2242	15.237455455980948	4.786006647623127
BA2244	16.925820528737685	7.660004573789163
BA2245	27.47398546311995	11.92861108727505
BA2248	18.155268511562515	1.91740617487652
BA2249	19.97463299408348	10.192757805463216
BA2251	24.14242187116462	17.372493996154333
BA2256	21.401582298666927	6.06297834540103
BA2260	15.232493343082629	4.670202188582755
BA2261	13.631458148123675	0.6409563579015518
BA2269	7.328556613973234	0.8857144743382452
BA2271	23.98460277768552	10.088486978018516
BA2272	13.50913898194892	6.287866561641059
BA2273	21.07546663553913	2.283128458890182
BA2275	31.218741695811683	9.24833161681508
BA2276	9.934136281708742	5.41916237255576
BA2277	29.221652377436328	11.29872493643386
BA2280	36.38874163228378	23.04153763181785
BA2281	24.831129720843258	7.825995509907861
BA2282	10.789451974244848	2.965141936513149
BA2286	19.38545941760825	11.249733388572938
BA2288	12.094613771990195	1.5644231707720302
BA2292	17.152450737298953	10.644237576834568
BA2294	18.795163976802144	11.157872521890058
BA2296	22.58795543731145	10.023958938840376
BA2300	43.71814488147894	1.6955819878184366
BA2301	17.314482693030055	2.229672369244879
BA2302	15.142153148377648	0.6932662065840063
BA2304	12.000004837689753	3.849626748040035
BA2306	21.901854935746787	6.697941474122493
BA2308	20.691473643918133	3.677477685235941
BA2309	15.600943225492763	8.962593496512927
BA2311	16.07649015451271	3.5025002559226284
BA2312	14.384739574554802	3.0700888860446485
BA2316	11.94031516572484	7.202894985944553
BA2322	19.00203463588738	6.2764298965956735
BA2325	13.13339354976582	4.822445763466188
BA2329	14.170386468930648	7.235013429596921
BA2334	12.738862324221753	3.249828856829626
BA2339	10.111131706915842	1.095189681755157
BA2344	17.66258635942158	10.545453432640215
BA2347	10.673249895339008	0.9072281655795223
BA2348	6.14653811673649	0.8143839692703658
BA2350	9.248559385393913	0.7462283897940213
BA2354	27.095243432620222	10.335238887324664
BA2355	28.38735945750639	1.258867188875383
BA2357	12.19949693229595	2.291165983872064
BA2360	17.5735034231662	14.675759799697069
BA2361	15.736424512490592	1.167600081701121
BA2363	7.3033212222808	2.766269235045573
BA2369	17.51039441139099	2.387320153824702
BA2374	22.40617777937685	8.164556113260431
BA2375	20.87206313122356	7.940083027628458
BA2376	14.73696075905255	8.116006090143474
BA2377	56.988741119585946	12.041644274602982
BA2379	14.2605358780457	1.1509691842235488
BA2385	15.9001120635316	0.681149692338905
BA2386	18.71535873465833	2.6711101841054568
BA2387	18.12250880428911	13.36294284562111
BA2394	24.469601260335928	7.151426861425691
BA2399	16.904555001239643	7.515970289289149
BA2400	33.63200594550555	14.966263952234096
BA2402	21.70324629391715	3.0127964728922945
BA2405	9.100792336674967	0.9955951337152702
BA2406	17.82816007822995	1.1467166727417792
BA2409	16.29375622363415	6.055486893216831
BA2410	23.596659384354837	2.186392637290706
BA2412	12.137813809796492	3.3164095860181617
BA2413	21.05224232672534	2.1527530898910414
BA2414	23.349309244236707	12.21088799299077
BA2415	8.984070955203252	5.46005805550539
BA2417	12.270477073849374	5.606385423972662
BA2418	10.111819360859618	2.8365955946333994
BA2420	17.04322984051619	9.7627346628719
BA2421	17.112086130843036	4.069696393368326
BA2423	14.830693302761253	3.0012558965833844
BA2425	26.81439645289756	3.610916843715792
BA2426	14.6887218048444	3.347107776277044
BA2427	13.203350202140005	0.9531986678113124
BA2429	13.885097753812143	5.360456181536138
BA2440	29.80936471999719	0.3890022962627702
BA2441	41.50471871701896	18.42361105107856
BA2442	21.30032633561693	6.584497315619637
BA2446	17.23831681496286	11.409444008745888
BA2449	27.270894277896847	3.80827141842354
BA2450	17.891294519534323	10.065909969438254
BA2452	25.78173682741561	5.530275985380949
BA2454	35.41917436013228	10.050518164012724
BA2455	12.375452361398644	3.1121744505969904
BA2456	14.09237807271488	1.6428057595187853
BA2459	13.594127000583486	1.543457558391838
BA2461	17.820350143922077	5.403871373243879
BA2463	8.57460656098495	8.73877302546214
BA2464	18.745323554263607	8.795399588261915
BA2469	16.132452295663036	0.6783650249201878
BA2470	18.268118383788824	4.3799458895372405
BA2472	12.66426899861456	2.1751704872630646
BA2473	17.639401643995793	2.4974969498687978
BA2474	12.088986615383838	8.824354902331613
BA2477	27.90380716097536	13.0100604910201
BA2479	9.06853194700168	1.6879410996094202
BA2480	15.24397502944484	8.914291103675762
BA2481	7.960993949896547	3.5824961331954244
BA2482	19.0233231637945	5.745200177130098
BA2483	23.22264853955544	9.532002704875625
BA2485	17.055978788879546	10.549274104541334
BA2488	18.77808934875976	5.119187395997415
BA2489	14.508873336495364	1.576730183123915
BA2492	23.63457575454264	0.7560373527616385
BA2494	27.91420931790605	1.9405529221398583
BA2496	11.399676017741184	4.463650362966122
BA2497	15.612483715841416	5.932011621118124
BA2499	21.457586308448946	2.996071186805651
BA2500	23.138866635530075	5.861087395060059
BA2501	27.833890878616558	8.949284639035302
BA2502	15.548455223976305	5.686504998961241
BA2505	22.69831014365209	4.5189515064933135
BA2507	13.273383072831717	4.839717675513401
BA2510	16.669318455579262	5.46555046211878
BA2511	7.663551368635486	1.1116019317013208
BA2512	18.55404802224241	10.517161738602296
BA2514	14.1127716506682	1.9634369918916956
BA2515	13.656362083325709	1.615690067255877
BA2520	10.18459988094212	2.51778563174698
BA2521	22.854875728416364	11.11311782864978
BA2523	17.466454904239125	6.098556005727347
BA2524	15.143161519049126	1.52524176832439
BA2525	10.739344125649188	1.888076254105876
BA2526	16.511510597344866	3.2087293851976453
BA2528	14.604392734699395	7.548639046922788
BA2532	27.09788474706269	1.9914537182600571
BA2534	26.77316300242771	9.57321887934449
BA2538	19.34789198139	1.5214642581164688
BA2539	15.054660968382327	6.012218947914058
BA2540	12.01969277063214	2.2482159791740277
BA2541	16.52564398579619	8.692955829679391
BA2545	20.94124669628399	7.0633946742203335
BA2546	18.99909180138973	4.977026327941901
BA2552	16.970131640737755	4.149195380461685
BA2559	14.081354688308627	2.4786792235044146
BA2561	8.225056123389484	8.46577337938879
BA2563	17.33397336920926	11.652628721923412
BA2564	13.974435996557515	4.791695002892021
BA2567	6.532230302726126	1.6523062574270515
BA2570	22.38622147123564	4.091735243206291
BA2575	10.361376185477951	4.338621713171871
BA2577	20.382387269777333	10.208037457549151
BA2579	18.172941762715816	6.236898298765786
BA2583	25.543482158502837	4.886379630844223
BA2584	21.881435806884262	9.35508285123087
BA2587	21.078892020464146	10.75551499738243
BA2588	15.34775428213297	5.180639119079832
BA2589	17.98440359990241	1.3416845480035298
BA2592	19.84405027987057	7.384147426888736
BA2593	0.8090165245861867	13.520968482333284
BA2594	21.525920477694164	4.559297622718212
BA2595	13.4174683952318	2.448714178352799
BA2597	19.51682683095491	1.81980166926654
BA2600	12.611281705199705	2.2708074242840905
BA2603	19.616353351392544	9.213470251939729
BA2618	21.562852645082295	8.85997814208934
BA2619	16.276085827293198	4.32348153570115
BA2620	23.94293881406372	10.991726235668184
BA2621	14.867078915259968	2.250272436274354
BA2622	17.89404725424126	8.279316076737258
BA2623	32.422525972432204	16.349187994660635
BA2629	12.182439062832351	12.958719320292875
BA2631	17.90739322912705	9.4133371402126
BA2634	18.21284933426878	3.5502326838084044
BA2636	18.568704808257376	2.457739521380015
BA2639	21.352582026728825	10.530206791972605
BA2644	13.954630838917565	6.793029152705679
BA2645	21.812898951451057	1.1792481282202347
BA2646	24.75015114655788	6.442519963949149
BA2649	23.86929555054728	11.0312309092846
BA2651	15.009905620802682	1.3737364269979266
BA2653	35.09770771441234	6.345179971602858
BA2655	47.73960715416454	20.96763339572215
BA2656	12.23115155921837	3.882758283230144
BA2657	19.747502000537104	8.997242795371793
BA2658	20.77431422918143	7.635953205240423
BA2659	20.045090782808657	4.420720427240695
BA2660	16.149795869705212	5.553156184494063
BA2662	12.045959777225177	16.380512971075806
BA2663	12.517918211428482	1.6874490601625545
BA2667	14.667596859550976	7.375836629976075
BA2670	17.34966639725265	1.7089067336806978
BA2674	17.279843318133707	8.096401596218259
BA2675	20.317910549967007	7.510632491447894
BA2676	18.58694648390418	4.938100172481931
BA2677	18.577054779483333	6.813226622016171
BA2681	15.08682239640497	4.888441883217966
BA2682	19.076647524486	5.5291812260232405
BA2685	25.10516765487928	4.841816713634703
BA2688	9.067482526668442	3.3057354192928567
BA2691	26.73737220376769	5.944463441089175
BA2694	9.024019039461352	2.7147624469317817
BA2695	11.2404092343823	1.5176840766876218
BA2697	6.301040978737351	2.018307619128485
BA2701	10.946437653909962	1.3808038497058877
BA2704	16.147071205521367	8.32999480837688
BA2705	28.16912357988325	4.259849413248374
BA2707	28.354258823419137	4.800422792896705
BA2709	11.834087074751764	4.447499278912186
BA2712	16.42029670010793	3.452607571935762
BA2714	18.259052411644547	8.097427866739112
BA2715	20.1361962674606	1.084897471335352
BA2718	23.29369020548985	13.438720293522795
BA2720	12.589995425491171	2.126248644897054
BA2721	12.82643796424119	15.787354104984486
BA2722	36.40377693251484	2.188754133921306
BA2723	30.19932116231609	0.5633384124523837
BA2724	12.29033845001848	1.1961910994941276
BA2726	13.818725538291096	4.333617991126465
BA2727	24.61424804261353	7.230591375607429
BA2728	21.026768820896308	8.996329947856347
BA2731	10.348587303927951	1.601089856904368
BA2733	8.96480318961342	1.1585330566130023
BA2735	12.472768491152266	1.263867721714608
BA2737	12.376501451202138	2.0653822514544045
BA2742	18.999517616112165	9.678278326940282
BA2744	3.972428680531728	4.734579735281033
BA2746	16.354079014101362	3.995552656725704
BA2747	13.21286567892482	9.160304127807583
BA2748	24.58902716946228	13.478797598887512
BA2751	13.92309366783434	8.462510783740354
BA2756	11.95978241621635	1.6768447444688832
BA2758	9.074373932385482	5.347418890410429
BA2760	27.842394785774225	2.6734409108996613
BA2762	15.494298472230904	3.0132144773948384
BA2764	10.123036663951495	5.617028310732295
BA2765	17.255788926560026	2.913210030212973
BA2769	14.114069903809089	2.464771423555399
BA2772	9.214550366533244	2.2916259464404907
BA2775	18.18390614086486	8.33741402688843
BA2776	21.07864268018424	15.98730941625499
BA2778	11.051841624231852	8.015673769100099
BA2782	14.017978111035076	4.944411112298356
BA2786	18.56146342152403	7.700001801995604
BA2787	5.728153752635701	1.4164680780800984
BA2789	23.09779193452756	14.612672846175265
BA2791	20.34342406980938	3.3919906510404627
BA2792	11.65470263502648	7.301402310951574
BA2798	16.931625688947495	2.136213236439552
BA2801	7.134981041288424	1.110711760941699
BA2802	21.039563120997773	4.580645152204441
BA2804	11.705154389579103	3.127325598072549
BA2806	20.0582471817414	4.024601626224349
BA2808	24.08299046294555	0.0321583178726035
BA2809	25.421071006514072	6.164149019320038
BA2811	22.694716050439283	7.522919876960658
BA2812	11.366252530998253	5.528950800554404
BA2813	13.26185634034608	3.881314118270907
BA2814	11.078194670442564	6.190085264571876
BA2816	14.79225518895096	5.198553326221446
BA2817	19.255577896687427	1.2702122337805408
BA2820	17.60046886126625	16.186352260260932
BA2821	41.38697743446033	15.615860025942858
BA2822	27.94999463915676	6.592838490668989
BA2824	15.698469004065108	13.756066773353558
BA2828	16.62048013308828	4.203149608931455
BA2829	23.16697090575833	10.378580226330731
BA2830	10.54731633196385	2.4970982145303755
BA2832	21.6788491811367	6.751948482659534
BA2836	12.468306580047503	1.2971688750228962
BA2837	22.898407857056828	5.085304327451365
BA2839	31.642496415707715	1.4896625537205594
BA2840	20.531917229600012	8.969869965243106
BA2841	17.333596721579227	5.448407400318256
BA2842	9.895489999364507	1.135910655267999
BA2843	10.858547637453205	1.7878220168931778
BA2844	17.590131498344554	6.073471914163233
BA2846	18.50294150486064	3.906472505045551
BA2850	13.43052749037221	3.2806599123577205
BA2851	25.04537941152953	10.478957851926648
BA2852	9.456579436181348	1.7629710451041474
BA2855	17.107630110616615	2.3722636347667003
BA2856	12.066697755388164	1.2708749021930474
BA2858	12.633864070958204	4.608981256768276
BA2860	14.530015277964637	3.565933863817373
BA2861	17.408068930780058	7.923136275322277
BA2865	16.238963350670986	8.624366262454235
BA2866	21.19259899057649	8.366138308755593
BA2867	17.232068759781303	3.33857517726818
BA2868	23.494536189676637	13.018722412787383
BA2870	23.69065911934278	24.274332237480408
BA2871	23.15316795763132	1.1133244383261105
BA2872	18.935171480130546	3.8164708275390784
BA2876	13.157898270250502	1.859183571717017
BA2879	15.50509527096519	0.575070640946413
BA2880	19.49215324075317	3.5156026952167894
BA2882	16.603411924717445	5.07628512149973
BA2883	28.20025393371597	1.4333433869769687
BA2885	20.57041289985666	9.136538431090091
BA2887	27.307116773219036	8.464919129119613
BA2889	0.0893690876800253	0.0680457763349801
BA2893	12.4974117886675	8.04047064975798
BA2901	8.975530107617864	3.1986274697820662
BA2902	9.87114034234456	2.5259150245335555
BA2903	5.87011599834422	0.268511764252472
BA2904	20.70134617274038	7.067304677141686
BA2905	22.33801212442174	1.8895330543500517
BA2906	21.176416117737062	8.908715478396855
BA2908	23.172251086718955	9.043472851679276
BA2909	11.488674564864946	3.645192582703174
BA2910	26.26349101086416	5.533673432065147
BA2911	20.84783277632227	7.35601010438844
BA2914	15.0156201416248	8.315020190566022
BA2915	2.41314672352659	2.164371517675939
BA2921	17.458656163590284	2.0954264332452808
BA2922	19.573904682697663	10.62765705375156
BA2923	9.394341271819846	4.466900161142507
BA2926	19.129719312731364	7.629097223448881
BA2928	17.191069360684157	12.62873294899734
BA2930	14.85937609513198	6.154426145694959
BA2932	19.46477251954371	12.130844731127125
BA2934	9.73098986675119	1.3562957851481563
BA2935	9.880445356341776	2.653105174408604
BA2937	17.877732513150956	7.498193237452195
BA2939	9.710666289915626	2.2079754294917957
BA2944	37.64703403612323	20.71466634512917
BA2947	12.357448642886093	11.442166833647804
BA2948	20.4879431817709	1.1082148986684204
BA2950	24.919157088502157	9.632561714139898
BA2951	18.133444760407368	5.951188238147757
BA2952	29.64411745650464	14.544101644140271
BA2953	7.163653271429381	1.3781259502585508
BA2955	11.13542937935626	3.5779808539522246
BA2956	8.523238456781499	0.6412839524065527
BA2962	24.054892956713843	11.974556452354564
BA2970	15.990249149514993	2.76728539524176
BA2972	17.627225547010358	8.19807025798213
BA2976	17.773117510802155	7.68942255194602
BA2978	14.603788957143514	6.41703002223666
BA2981	18.564359098703868	0.652906061240974
BA2984	14.452361922559325	4.235287245520808
BA2986	21.66198824056716	8.162509590569805
BA2989	24.180054210900927	3.1500995548410207
BA2992	23.9380562024542	4.418766081231521
BA2993	13.846655480060836	2.212900676301756
BA2994	16.36308890783346	4.952266231396034
BA2995	14.331090419338244	2.99340604018802
BA2999	20.07089751224206	6.3906852737137685
BA3001	17.71418966299346	10.39880202445873
BA3002	25.71013085930307	7.336794699784175
BA3004	15.801966890605236	14.116715846979064
BA3006	12.927507847907451	8.252270837306234
BA3008	0.3007671567538219	4.2866496857377365
BA3009	19.149190049872782	4.436179966926807
BA3010	13.643755520925405	6.1059405634669295
BA3011	16.20127100029433	2.784057131540242
BA3013	15.826301965085207	12.586256499724248
BA3023	16.109292041670233	3.248181807296057
BA3025	21.606626020315527	11.795087855677894
BA3027	11.8217154344046	1.8190710835196224
BA3029	11.205176238759671	0.8763687576046825
BA3030	21.666872429973047	6.732151955359885
BA3037	22.454196832329725	0.7406337561266323
BA3038	26.722751368914007	9.220468526123
BA3040	10.393675597393589	10.131509852482283
BA3042	31.91703970845472	7.880233108835697
BA3043	10.557497829345278	3.3214692717064564
BA3049	4.158103947463144	5.744367216003986
BA3051	13.618501220020445	1.7632316934133028
BA3053	26.569754013053128	17.17856728332196
BA3064	20.81512093293928	11.426613287051367
BA3067	23.49622855930234	3.971068898516835
BA3068	32.6958892019907	1.7139153825785636
BA3070	12.2739088603882	3.9158628540420777
BA3071	21.66745407747344	6.690655920715455
BA3072	21.744276519892093	7.4441840132338255
BA3075	9.78077433217044	1.2491121104239569
BA3076	6.585836267450562	0.3290035271849247
BA3077	22.34529503861006	5.451401359788114
BA2040	15.768603175760314	2.383892823099383
BA2160	17.506409372433634	11.539734945424426
BA2303	15.03837826541991	7.463308501706293
BA2353	27.233366359776674	10.822900007551391
BA2516	21.259529388671154	10.627818321365057
BA2590	29.16348122073776	12.81367377381369
BA2647	21.26802428024812	2.9984253470233098
BA2891	10.22953782959444	5.174547962158221
BA2924	20.532589760834025	2.582705972752072
BA2971	19.08055261903843	1.5854315417505231
BA3036	21.532179511729048	6.503188905241124
BA3059	18.54532868077653	1.0097287513996918
BA3073	14.944238120335736	7.1990670043622735
BA3078	35.18664561153126	12.946903516316324
BA3079	19.909318281196608	1.3646973961989346
BA3083	21.978305936397295	6.697350327116042
BA3084	17.84399375600065	10.734268728262462
BA3085	26.01224963306068	9.610881378255511
BA3087	48.86803170684532	15.337301013841849
BA3089	23.137690705828494	11.853567356438884
BA3094	28.49290823798763	6.801759993324186
BA3095	20.620505966732463	9.71028807970256
BA3098	23.62762660915261	9.236971538084326
BA3099	36.54224908379226	13.090206837982374
BA3103	21.202410683230404	1.614517260987918
BA3108	27.17003893415094	15.642078447811906
BA3109	17.987162225593785	0.7703861138349644
BA3110	23.61354936917826	3.447038366842655
BA3114	11.088207106757388	3.5866801602643537
BA3116	13.54410492909614	2.3925144815207022
BA3117	32.99850340543902	16.890939743361592
BA3118	18.419906314914087	2.361970070571154
BA3119	24.22301068782385	13.444196252475477
BA3123	19.325795422691492	5.786639365500211
BA3124	11.595967067149676	4.336063938041852
BA3126	23.07814911886787	5.726977872095656
BA3128	17.85383423310964	3.14903558564337
BA3130	12.057733345196048	4.532483798636333
BA3133	35.60647067572976	0.620446569891931
BA3135	14.423862792892812	2.5985889691786146
BA3136	26.020118488952967	10.09440470147002
BA3137	17.99946922539952	4.858262733543676
BA3138	17.948405734384835	2.6455798845607426
BA3139	61.89541159416133	13.370849088005434
BA3141	21.324758045316084	12.648730844908464
BA3142	46.60967367517731	5.748017334281799
BA3145	21.111123300919846	1.520235981899007
BA3146	21.602179497941837	7.388156786803747
BA3149	21.63447056331703	0.8452928419011833
BA3152	26.69930441544388	6.9098235190799135
BA3153	31.543536116768177	1.861053482697555
BA3154	34.14570005484676	0.7157482917318699
BA3156	19.49857490673853	15.633443146582904
BA3157	23.14124354717321	13.717961630797872
BA3158	22.028408728000585	5.978434887400639
BA3162	23.07486636372992	1.745220597852206
BA3163	14.556965582467331	4.119575633976791
BA3164	29.786068872909603	14.01369975533636
BA3167	20.567990490892964	4.106989071237717
BA3169	20.415742448754457	1.5403379036422693
BA3171	49.20184704080764	2.64769875983621
BA3173	27.98654696106653	4.618444181534551
BA3174	22.481708707839694	1.225304999204696
BA3175	16.98894756673063	3.1147708461274544
BA3176	18.64217401050913	8.366915351712338
BA3177	37.12825353716463	14.383280808732884
BA3178	11.343132947483015	11.04530380764288
BA3180	28.83046345372784	2.389200429470613
BA3181	12.539176864756952	4.107804565570681
BA3182	27.52360362055456	10.283479445206073
BA3183	29.19110257797213	7.707896290573495
BA3185	16.0689464411771	2.09814643431112
BA3186	26.671352579888893	4.930075069869157
BA3187	17.671849707854243	4.387623745119788
BA3189	34.77103318446292	8.606060206799855
BA3190	13.582985218241213	1.9054535072318075
BA3191	17.4967395117262	7.4800404045123
BA3192	25.62671641213393	4.391174582041212
BA3194	35.935356555517195	16.456396828308634
BA3195	16.40482357099114	4.733956309124763
BA3197	16.74318582812262	7.0834163410671245
BA3199	26.886278539283374	14.893885416518865
BA3200	21.870631329961405	11.172176168777597
BA3202	24.89452366575615	6.211854984162505
BA3203	14.692021043920066	0.462865535939629
BA3206	23.017601304312947	8.89350367937644
BA3207	21.08589263526197	6.236066454663524
BA3208	18.69157945657816	5.39436780732066
BA3210	25.00701142440425	0.9254680142509302
BA3211	20.94416288181397	7.286440941111669
BA3212	38.42654424973168	13.90084344006516
BA3213	28.595132790427066	7.2163041184393935
BA3214	19.227635695526825	3.061965510161289
BA3216	14.3557010442588	3.693837304190768
BA3217	16.74182319835738	7.2290811027363695
BA3219	14.358489399213893	7.194942439126423
BA3221	15.472372826909858	5.875145536053527
BA3222	45.00221066210596	15.028627502841532
BA3225	16.252474175634926	4.7234968814869145
BA3226	19.63876066105797	9.573149417250905
BA3227	22.406453016091405	11.548100320860753
BA3228	28.892920691148067	13.031576053566567
BA3229	29.721164245602424	11.257910854005528
BA3230	19.80458906416293	6.9361542225314
BA3232	18.64192081999083	11.728760604111896
BA3234	20.17473302052334	6.996621698419788
BA3235	15.371318318553923	4.965874758559991
BA3237	27.98315846822433	2.935763294187172
BA3240	26.53802348143133	9.34082336261989
BA3242	18.60678946129853	5.0475834925523335
BA3243	27.182019369641385	7.025342022991135
BA3245	24.70548102610767	1.3884219118686445
BA3249	27.04526177937093	1.585349419007639
BA3250	29.723698269728747	10.225006592347055
BA3251	18.96515071718015	4.144675295396382
BA3255	19.530658366366755	9.698192129195943
BA3258	19.25644449572177	7.573466978596803
BA3260	21.71300533111998	1.8081438700173231
BA3261	18.19364774393248	8.67655944921525
BA3264	28.724599060108773	11.512219382915497
BA3266	28.79690094170825	9.45808487627196
BA3268	34.215264264099496	14.486433083951813
BA3269	15.204697938644848	0.5394015960252108
BA3270	24.530727937607185	8.21347318798494
BA3271	27.916898924965192	10.67642347488158
BA3273	20.44500246613187	0.1307225817365397
BA3275	28.412871710293533	7.346829474213139
BA3277	17.164565410884723	2.502457281351905
BA3280	14.365310348195427	1.5952265048521377
BA3283	16.69487906533864	1.789056666616367
BA3285	62.17898985108376	12.944153894934344
BA3286	21.368852478931604	10.443565640805431
BA3289	8.671812401369937	1.1660382190912415
BA3290	23.97434788088257	4.807436548294259
BA3293	27.98536128377098	15.613590739482175
BA3295	28.37486135458929	7.791904652993529
BA3296	16.547626760789306	3.925540541410126
BA3297	31.61271538032367	12.817903020225929
BA3299	13.91130497298182	2.069490887899604
BA3300	37.73830015271734	8.89918583362261
BA3302	47.58395676045272	16.954578670326512
BA3305	17.9495129193202	4.800360717676655
BA3306	15.822574986127442	4.929562999898404
BA3308	21.61813851587103	9.543242419641448
BA3310	16.233968503775053	3.181497384800524
BA3311	26.322291810625305	4.782832057077079
BA3312	26.274338440187364	12.733872962967148
BA3315	35.11440382264742	5.186781523589535
BA3317	21.33458099470292	13.922508639325905
BA3318	31.470847071104163	1.4807227965024126
BA3319	22.17690767917441	7.139020891930767
BA3322	19.028309672175208	6.904085618316202
BA3324	43.99440756721232	7.495927604746196
BA3325	18.92294556082813	1.351274448198906
BA3326	23.60399145233129	6.7782810111651335
BA3328	22.770125349103125	7.547825732369589
BA3329	36.48269764177509	7.488910948293375
BA3332	28.276913195499503	6.25653214657412
BA3333	25.26353103615665	5.692624350807811
BA3334	9.127914629344902	2.1330637647598447
BA3335	18.262137171353483	2.801851912072096
BA3339	16.505423984927283	5.922770442356887
BA3341	21.133817970311235	0.6608588373571984
BA3345	10.56551791674996	2.924949411938865
BA3347	12.895248893688454	3.616719109221729
BA3351	36.15111433085691	8.614564853936525
BA3352	11.602828493127593	5.280276120889902
BA3353	35.31452803631488	13.472213887054126
BA3357	23.394936659638905	10.146071922479312
BA3362	21.929829281753584	11.357770474075744
BA3367	15.08460695321988	1.8547931723671427
BA3369	30.111459179936265	11.977269448540548
BA3371	16.57214863696018	1.575778728882254
BA3373	59.687482235387535	16.32544589028262
BA3374	14.286142079384424	4.875487867921422
BA3375	14.986029961281671	4.179687728436753
BA3376	18.460625960877035	9.478785062539664
BA3379	28.28338708702801	10.754390475523389
BA3380	15.395065123545448	3.250882412402792
BA3381	31.6022929834454	12.256402214427588
BA3384	15.82572118593314	10.406444775902456
BA3385	18.844695554238974	6.497014294028218
BA3386	23.83686331483464	12.258859751889808
