	ABL1	SRP72
BA3332	0.0214257390050468	1243.3113016545158
BA3333	0.0258345349675558	1199.0255086836146
BA3334	0.0063284066330209	510.3387727500794
BA3335	0.0219340302811824	801.7604557425709
BA3339	0.0081434751261715	478.4570298586749
BA3341	0.0315843547224224	502.730393858365
BA3345	0.0086535688536409	397.47574809196914
BA3347	0.0091204037490987	538.3745927301285
BA3351	0.02288752703677	1704.65768762081
BA3352	0.0120475847152126	490.8329405139136
BA3353	0.0246917808219178	1104.4276688440843
BA3357	0.0200486661860129	1287.645195550948
BA3362	0.0155894015861571	747.9577499301233
BA3367	0.0081957462148521	560.7722553287224
BA3369	0.0196160778658976	1155.187452464668
BA3371	0.0122458543619322	623.1634140238895
BA3373	0.0306218457101658	1420.24902415235
BA3374	0.0103550829127613	312.38131518793824
BA3375	0.0152433309300648	477.2143193210213
BA3376	0.0162545061283345	766.0259067981605
BA3379	0.0181542898341744	818.1520451817695
BA3380	0.0142591925018024	911.5872955098234
BA3381	0.0167501802451333	830.0449491711412
BA3384	0.0072999279019466	637.5176720417728
BA3385	0.0116690699351117	654.1528642452969
BA3386	0.0239509733237202	824.0231475559431
BA3388	0.0093096611391492	411.8424427928029
BA3390	0.0079866618601297	526.5254254276474
BA3394	0.0117916366258111	1006.6366598180462
BA3395	0.0144935111751982	580.8710679307522
BA3397	0.0168493150684931	1110.9165400489997
BA3399	0.0047422494592646	257.2146912636609
BA3400	0.0321106705118961	905.3713338757124
BA3403	0.0235742609949531	1093.0733868059388
BA3405	0.0131092285508291	567.2316678866998
BA3406	0.0152865897620764	682.3105366728855
BA3407	0.0167718096611391	658.4113811484787
BA3408	0.0113987022350396	410.573656327328
BA3410	0.015310021629416	739.0231074952106
BA3411	0.0167411679884643	675.869653162757
BA3412	0.0209841384282624	1306.2150998123552
BA3413	0.0226099495313626	594.7253833565078
BA3415	0.0468709444844989	2009.993275849328
BA3416	0.0243979812545061	786.8805120672249
BA3417	0.0155136986301369	815.9997293117806
BA3418	0.0136211247296322	742.3651001858792
BA3421	0.0068943763518385	297.69777857136285
BA3422	0.025726387887527	736.722703148734
BA3423	0.0239113193943763	774.6922494045378
BA3427	0.0089401586157173	630.2914668961046
BA3430	0.0045998558038932	364.382910965538
BA3431	0.0114131218457101	525.6924312741269
BA3433	0.0253460706560922	618.6281315835153
BA3434	0.0106434751261715	689.3202083970455
BA3435	0.0162527036770007	728.7153243169282
BA3436	0.0194935111751982	598.9846418431997
BA3438	0.026249098774333	1181.670613053211
BA3445	0.0117375630857966	1143.7142621854584
BA3446	0.0113987022350396	461.97417713048304
BA3447	0.0030984138428262	298.97611676680987
BA3448	0.0086860129776496	773.505971556084
BA3449	0.0130155010814708	911.7520756141336
BA3450	0.0171034607065609	930.2282592390392
BA3451	0.0128244412400865	451.4100585542787
BA3452	0.0115663302090843	829.5383761588845
BA3453	0.0135562364816149	594.7264435593063
BA3454	0.0264077144917087	1244.926943576986
