	GATA2	KIT
BA2375	7.68273154484305	7.47830743039593
BA2485	9.30657970599922	7.17116786854616
BA2455	4.2507446186302	0.213349457050806
BA2025	2.32043052645812	5.99479766689368
BA2636	9.22287720595147	6.64186594668035
BA2325	4.5269559134182	4.27232629182903
BA2169	7.0623479587219	7.30411511402805
BA2156	8.22650342209935	8.99558616821901
BA2511	7.6112304020112	4.81690090080098
BA2939	8.22855584188171	7.64377441186557
BA2168	7.27636680044251	3.54447318338801
BA2505	7.27462693268534	6.69861654752334
BA2860	8.5529001392332	6.10105446354612
BA2707	6.27202284935672	4.47937233979517
BA2871	3.03505636097059	6.4442145827922
BA2655	5.94796425199258	6.1522898333018
BA2227	7.50002964161751	6.87084783224833
BA2125	6.27380663380772	7.24473994098098
BA2523	6.52219766315803	8.62516478231551
BA2603	7.93187727167438	6.26033254809805
BA2808	8.47415784691615	6.80486837491
BA2282	2.39603844730184	0.275450535390316
BA2482	8.45696872743274	8.51425498508966
BA2812	2.68530372380301	0.390163792184238
BA2822	6.10829331712153	6.64684027167279
BA2594	4.34871319583887	7.31665510949842
BA2747	8.01284698319857	6.53543485984192
BA2561	0.106733079748621	1.51130448384538
BA2567	3.87651804611081	1.72847085742469
BA2906	2.27825644198579	6.151452910791
BA2956	3.23073632692797	5.88606180557595
BA2474	8.0044307958278	7.37771038448057
BA2737	0.583388534420479	3.93165864889064
BA2110	4.92630002359127	3.98774117772589
BA2992	3.78491798790536	5.40957494113667
BA2220	9.160132157513	5.05504885396523
BA2772	8.79942491234482	5.93332587992066
BA2935	6.05993013058661	6.4108151402329
BA2260	4.49346190383121	4.5552347102947
BA2676	5.78078023650693	7.74536502725477
BA2948	8.35358316301659	7.64255001400601
BA2524	4.83023871763674	7.27555120012057
BA2811	8.47663077360064	5.21501701134356
BA2540	4.68836796933157	5.98011491063707
BA2928	4.17753260382741	6.05650405294687
BA2302	7.19225834495813	6.56685915377229
BA2595	5.88961440143981	7.36047250037276
BA2792	7.17761745050204	6.66177361256097
BA2651	6.92432887364054	6.88867708372879
BA2619	9.4917929010063	8.67821802831458
BA3013	5.87965665517008	5.69333061318898
BA2405	7.40510623344956	5.94473215258657
BA2735	8.43517613550052	5.40147695209821
BA2856	8.63894476137773	5.36476332195428
BA2377	2.36843137715683	6.32635613681556
BA2499	7.8503248353151	8.03722226484621
BA2463	2.17929512084737	-0.256578476181957
BA3023	7.81686981561798	5.91320591729895
BA2095	8.05288390011611	5.73627139725326
BA2901	6.08192723673296	4.75201016058728
BA2275	6.35757561884313	7.82833379039141
BA2387	7.77444024847	8.6279105840654
BA2962	6.61649602743193	6.10621461216555
BA2195	8.31347995218337	6.92111028015582
BA2688	7.560948520145	5.64352989350398
BA2787	3.12103519528401	3.13490199455068
BA2420	6.08362235286883	7.9003747386446
BA2756	5.8081471591439	6.19822146547957
BA2122	4.82431105237604	4.4543011664344
BA2053	7.02841397070837	7.50105244518025
BA2080	5.89999571306857	8.30255392241405
BA2081	5.76181699229763	8.48656626341456
BA2354	5.88722354181861	9.28155652487085
BA3273	1.71633530219167	0.651829022283505
BA2893	8.07971165578759	6.14672505812723
BA2044	4.90950444103544	7.70961368830257
BA2489	5.30096102579671	5.95233629524957
BA2309	8.01457218763256	7.13359161213086
BA2720	7.5552619353094	5.0932101529727
BA2908	8.34151708484093	7.7071077714624
BA2054	5.69876878834828	5.13193342655662
BA2872	6.13505858445244	6.41806054956223
BA2526	8.34681429629083	5.60348204059795
BA2041	7.08598210070988	6.14889515620208
BA2464	7.31579076602089	7.70197141870837
BA2902	7.50436087643108	5.85341733924409
BA2541	7.65276972214058	7.62080780455831
BA2143	6.08318959151969	7.12590219224429
BA2094	-1.9002011047749	0.162179847700664
BA2769	7.3370513303313	6.82369230677028
BA2843	5.51382815263466	7.68775219309565
BA2592	5.87139334737162	6.28328278970437
BA2497	-0.200351841889843	-1.79323399416306
BA2718	9.71984209806913	7.99739906746641
BA2575	5.35965803846691	5.99724316529864
BA2096	6.33465501524617	6.21496669116308
BA2593	6.50598160592548	5.69295647546023
BA2791	7.2245944685398	6.3688389446517
BA2620	6.6396645832219	7.19985683529985
BA2629	6.5105672693692	5.91637612602088
BA2870	1.06894896681523	2.62348222679061
BA2423	3.54497964521433	2.36769406332286
BA2682	7.53511002571526	7.64895583047878
BA2276	6.88553914900191	5.42161592263156
BA2348	4.47099076274074	2.91773529558035
BA2709	4.71407158331364	6.00841658197255
BA2789	8.85577669200061	8.25344779136567
BA2694	7.01613705435711	6.30006188044534
BA2538	6.04021038079235	5.37928711694374
BA2583	5.53534040119425	7.81538872947805
BA2415	3.41140290286834	4.50065722085035
BA2722	7.49794707202402	7.10612705087253
BA2806	7.96744532914178	7.51084212363206
BA2221	2.52007957747602	4.19332061557143
BA3025	9.53969913371194	7.20800173217813
BA2514	5.72754939375197	5.86940153677441
BA2520	2.91242066204713	4.68486735962429
BA2441	7.28268371584317	7.72277870826456
BA2153	5.7983454299058	8.99906762077278
BA2479	4.7941665840707	3.64055833212888
BA2281	7.82261702082019	4.88780360986739
BA2657	9.2429894144776	4.35206524028425
BA2932	7.63041516939983	7.52657913903788
BA2123	7.50105244518025	6.19874995357892
BA2844	4.95919380929034	7.31484141146978
BA2660	7.34370807957505	5.87260128091849
BA2836	6.93954050250455	7.15078589361001
BA3027	4.29639716866503	2.43277955517649
BA2714	7.06807720975175	7.35673455123978
BA2139	1.76917277909169	1.49445405603774
BA2251	10.3660086756332	7.64135506224067
BA2952	6.43493754543007	4.05764463767079
BA2440	5.98220791058853	5.83560892628546
BA2036	9.97467175015227	5.0083041453619
BA2828	7.70840071464408	7.44544500262934
BA2292	7.06020993945392	5.99724316529864
BA2410	7.93187727167438	7.51527675972318
BA2051	4.75937775414095	5.25714318052804
BA2532	7.83554388846121	4.7790741086654
BA2986	5.50315192004078	8.01965582601105
BA2494	9.8991027074875	6.43793151264448
BA2515	4.95086713745968	6.68127929274665
BA2748	7.63278489020753	7.62437772428186
BA2970	5.95193817538216	5.98303645552473
BA2622	4.99389750199927	4.83724303208421
BA2839	6.50494854074967	7.48490734822992
BA2052	4.39995076697618	5.78192253760815
BA3011	7.33163994376767	3.98080879790434
BA2868	9.1872873383188	6.52324588492183
BA2510	0.277265117709438	6.50804753914762
BA2065	8.15477520582082	8.25974759702626
BA2691	2.91665615356007	1.42234206716286
BA2374	6.50348265468803	7.01983909137586
BA2804	5.14161615451425	5.98220791058853
BA2670	5.72023465218825	5.55778136463102
BA2675	8.26396477173174	7.92045916247849
BA2589	9.2592593958878	5.29733962996603
BA2031	4.02452335153635	4.36276075031951
BA2198	6.44613094518311	6.53495824677914
BA2066	4.44555299237497	5.94221717949707
BA2344	7.58759859001841	5.28107931681894
BA2459	6.76898394569665	5.17241204196236
BA2229	6.60156923670466	7.33250978911574
BA2559	6.88867708372879	4.47062750328023
BA2093	9.38234175781362	8.6697155276332
BA2000	7.13121480456278	7.94314055717551
BA2425	9.81131500696184	5.65372634921578
BA2905	7.50647222464875	7.50539293842063
BA2304	-0.0150693070758923	-0.736047992509252
BA2976	6.37878971540536	6.62737493861003
BA2386	9.44987135785787	6.41227021268222
BA2035	9.13342062895717	5.79487700443781
BA2760	5.61668949030342	5.5985184260425
BA2201	6.36792449266188	5.93777047922961
BA2355	5.32233498083344	4.98897342757444
BA2113	6.40170617544637	8.53327685252825
BA2155	10.332335723606	7.62437772428186
BA2955	3.4170840126625	4.5391313162393
BA2502	5.81083073745061	5.85381815948029
BA2322	7.08974258985974	7.97894297933459
BA2376	3.41561286956515	3.16972930293428
BA2020	7.53405377993628	5.28216189346069
BA2226	7.24647814947882	5.88838394030345
BA2200	8.3603866090308	6.80486837491
BA2121	5.70530146482159	5.77488348222962
BA2944	8.14513423086413	6.94758145894243
BA2033	6.26705656087935	5.59251221721887
BA2867	6.47866220517702	8.57394218930808
BA2089	3.08537081267169	3.23189129338738
BA2224	7.33529770605395	8.09067732991193
BA2046	7.13433489569232	7.94314055717551
BA2972	6.63915578339387	8.02685700006077
BA2978	5.22173396238009	4.44482165400227
BA2829	7.55977224878375	7.62320575204897
BA2851	6.59041781660964	8.58992566833602
BA2587	5.15207050393233	8.15284092667829
BA2461	4.04229195612943	4.86570889780568
BA2695	6.21316864027758	4.77523727497609
BA2623	6.63383351459938	7.62925234894777
BA2024	5.51691886633525	6.07479305709891
BA2426	6.73745939965324	6.97110220501606
BA2271	5.03254935299147	-0.425828695317915
BA3004	8.19012213724112	6.43437499992686
BA2579	3.94179623964938	4.6788765540465
BA3010	5.94914872700359	4.41460197309359
BA2662	5.1312402648846	5.59027419096801
BA2674	6.6396645832219	9.2429894144776
BA2280	7.74536502725477	7.13433489569232
BA2512	2.27310977570549	2.98186111032531
BA2658	3.01238141071871	5.58159000678894
BA2394	10.3745587770136	6.89644993218602
BA2950	6.08318959151969	4.65477615366599
BA2981	5.21743147503023	4.87586349576247
BA2934	3.23073632692797	2.17173440950598
BA2539	4.34458492733121	4.04879675825088
BA2249	7.23036606098158	7.01472936087095
BA2034	7.78401208165605	8.61607464234973
BA2109	5.25385282871793	4.81867438751018
BA2242	8.1981158996604	4.90326139384486
BA2277	7.17358455839536	8.35358316301659
BA2727	8.29820901257083	7.28438406463884
BA2132	8.1336646480907	6.09600230844392
BA2618	5.7443340618491	6.99925381802676
BA2521	7.6685963483501	6.90558799283489
BA2846	6.97731252665637	7.00565090016862
BA2885	0.499201192837283	1.13209845200278
BA2639	7.23126576681474	8.95438322249582
BA2775	8.75396729152058	3.52621202722456
BA2402	7.41497012248878	6.7630173908565
BA2097	6.65845499115322	7.10771088589405
BA2786	4.91685437213902	2.25371361358042
BA2399	7.90654028957083	6.48220324595878
BA2850	7.30676049708217	6.27245301532753
BA2174	6.39165195051498	6.06843510757967
BA2004	7.10612705087253	7.08821062221174
BA3001	9.11460476788528	7.12590219224429
BA2311	4.44334512113552	4.39292391038912
BA2483	7.94314055717551	3.32807645348226
BA3040	6.93954050250455	7.90803356905227
BA2837	7.37675245327076	7.52987979374564
BA2724	5.71100608100859	4.5990180150559
BA2911	7.95452812467512	6.75946045637828
BA2256	7.39540604135448	7.01129464656936
BA2821	5.09181307158236	8.00107447892983
BA2233	7.00565090016862	6.24592732813786
BA2744	8.99906762077278	6.45401948854285
BA2880	4.91721018578494	4.97805997780333
BA2621	4.85056186804303	3.5362979263788
BA3002	7.08521741719084	2.97228864719493
BA2501	7.1646982323911	5.07976129224881
BA2993	7.77161485169371	6.26748667871903
BA2301	4.78361272995645	3.86710818348133
BA2852	5.70872171926613	4.67708963797245
BA2133	5.82429929461363	4.28927616177022
BA2866	6.19563315556883	6.35306835134338
BA2212	5.48915482766383	6.32036876736161
BA2685	7.281719536851	5.48468121276611
BA2273	7.99573716734119	7.37675245327076
BA2477	7.05292631391108	8.57659398663682
BA2659	6.8446685918264	7.88793681406652
BA2124	7.65513327960109	6.65845499115322
BA2363	7.42090370210596	6.91665453342353
BA2369	6.59569193185131	6.92764387831615
BA2534	9.27156918109996	6.74557828155057
BA2400	7.14383843051354	8.25764420926654
BA2762	7.08227901596389	7.60044547310861
BA2312	7.25176192852259	7.8894951557827
BA2813	7.19643196455649	6.33918453468976
BA2211	9.02190186898869	5.28073246291878
BA2171	7.29431703031285	6.40503611780804
BA2746	4.79767961716109	4.63527142594282
BA2798	7.96422079504262	7.01129464656936
BA2809	6.5550219238791	9.26335235036244
BA2288	4.72003247702049	6.31720357778214
BA2801	6.06971777989566	4.13824319852488
BA3030	5.4066422207313	7.15557221270197
BA2588	8.07245680901417	7.66735491479546
BA2296	6.47426873472503	7.55867055300222
BA2300	5.79874599985332	6.90492530830845
BA2903	5.63551782963557	2.6560583580885
BA2473	7.36910502551481	5.65139228908545
BA2545	4.92380795044112	5.62868512576849
BA2840	9.59577094815016	4.79032535890257
BA2528	6.5518017021576	6.79158437688518
BA2646	7.49256176412129	7.53867754134672
BA3407	4.81902834400603	4.94668602882429
BA2240	7.72809482559201	7.7729524118183
BA2926	6.5851771545889	7.01543819204674
BA2272	5.95076318092024	6.3423350524195
BA2306	5.04444275985059	5.04621645682115
BA2765	6.08707291217101	3.98649459567883
BA2904	10.1753003572988	7.79663560293131
BA2883	8.31787605128572	5.99890598903284
BA2726	-0.238630282752338	-1.00974723907371
BA2234	1.05164008757557	2.12152501264232
BA2022	7.70330320958059	6.15311168314809
BA2228	5.23174307005196	5.62043017440298
BA2037	8.24717893447311	9.4045391740165
BA2184	8.42083657982967	8.44966638628301
BA3009	7.23636521102564	5.96264354381231
BA2842	4.40802912825966	2.25911507046517
BA2442	7.74132890165977	6.41897137635364
BA2882	3.77959301841516	3.53291440511488
BA2758	4.26323917922153	2.4978306958102
BA2705	7.8210975174081	6.8576823032308
BA2663	4.20873434593167	3.17350672344865
BA2570	5.80572775335192	7.24138386390375
BA2764	5.04210102667198	5.17699814732324
BA2209	5.44603871114775	7.02415111976065
BA2989	8.20818067427413	7.32679901700122
BA2855	4.36015860511768	4.85724763111666
BA2261	7.86519796261888	7.74808252538179
BA2721	6.26118056372206	6.34190143280827
BA2930	5.53979697945933	2.84242237772409
BA2728	7.28525840993051	6.63655252284443
BA2715	6.91854859965898	6.53249965977741
BA2469	5.74011278993299	5.80492505261512
BA2269	4.62036406268975	3.10489818725874
BA2098	3.75076608161682	4.7941665840707
BA2778	2.42732071858121	3.17944274470636
BA2951	8.46922505155083	6.73467335194796
BA2163	7.42519569680361	5.72978046990601
BA2379	5.86210066626784	5.43621855884092
BA2817	1.83042814261167	3.81521123693014
BA3153	8.08335570616425	5.02619905861961
BA2820	5.64240286737973	6.19646958807837
BA2723	5.69915968973013	5.3277279235139
BA2704	8.11104544817006	7.27022547665066
BA2088	4.65333014368695	5.81570333041158
BA2116	6.94294359338222	6.54042498941119
BA2584	2.24349372699526	3.43900565903568
BA3079	6.6100656847185	6.59785150913547
BA2417	3.06113870744397	1.25696002199891
BA2361	4.6932849776624	5.51462217129908
BA2450	8.38100696139026	5.06562997256811
BA2492	3.31109043996003	3.30695131155452
BA2552	7.65148276489013	5.54506701473391
BA2472	5.32411225603459	4.23625755420962
BA2994	8.22036612888066	4.69471321352097
BA2047	7.77846043065093	5.53758769155616
BA2101	4.65120922776301	7.01271335596315
BA2082	3.90728684369565	8.0179995830141
BA2879	6.69192414230504	5.92036694036748
BA2577	7.03196402344294	8.44724078411408
BA2456	2.29791028651136	0.240701063558228
BA2175	6.38261014012489	5.41173058943586
BA2824	8.75098362594822	4.91302715387873
BA2507	6.80545390529169	7.49457772487061
BA2563	7.98067391429632	3.16152901437988
BA2244	5.8045076557668	8.04591780353771
BA2470	7.75780436658957	8.74800571415782
BA2984	8.00780085925266	5.55778136463102
BA2414	6.95751613947387	8.45696872743274
BA2697	4.59081785984696	3.02935460711532
BA2079	3.85600991616853	2.04428550060962
BA2999	6.90096747490557	8.99906762077278
BA2644	6.78194925141946	6.33046496181519
BA2011	6.37975842200095	4.6706843537504
BA2217	8.48656626341456	8.64449262965366
BA2454	10.5981160524102	7.15951987646114
BA2776	8.24717893447311	5.87139334737162
BA2218	8.42321613548815	3.9200316734717
BA2135	5.36438724591077	7.52987979374564
BA2914	7.92045916247849	4.80249649532499
BA2500	6.70193954968785	5.25002967084118
BA2830	6.92050118830241	7.40017541649469
BA2406	3.72560586066794	5.17988483740919
BA3108	8.20616122712402	9.03429954865997
BA2924	7.50647222464875	6.97518866229435
BA2303	5.34973720544744	3.81737153202812
BA2160	8.32893113987774	7.32489473499785
BA2038	4.95577043792796	5.26497574003642
BA2602	4.40656431480039	5.31033947454173
BA2964	4.68133985426918	5.53350703365187
BA2898	4.78153410225228	5.73858169391831
BA3003	5.33137556428865	5.15703871631077
BA2111	5.55851041668359	6.09048118374774
BA2827	4.82742292972687	5.60231976530737
BA2912	3.99833496825788	4.7189671068174
BA2437	5.35593989387114	5.57895756058083
BA2283	4.81337176305461	5.17806224044823
BA2057	4.51939484788158	5.10629601616429
BA2633	5.16960938829634	5.33399944565982
BA3034	5.28256921751163	5.34471469248409
BA2607	4.60223859726182	5.58195119803049
BA2761	4.68309897358403	5.04377519736749
BA2795	4.53769799161138	4.93540010442141
BA2182	4.89591757187592	5.4501485597404
BA2152	4.38228741422543	5.45636731851438
BA2381	7.06885426902192	8.43517613550052
BA2931	4.47827685062553	5.82897025310715
BA2040	3.26599227921617	4.10430197787171
BA2590	7.19738153999511	7.03196402344294
BA3195	7.02200264661639	7.83268389248944
BA2516	6.44710159988793	6.90032088066256
BA2353	6.91854859965898	8.40664550150058
BA3036	8.34456564828853	7.26503778677364
BA2971	8.50093062457148	8.84806156927188
BA3410	6.10703701818297	6.36512999451549
BA3118	5.98917879350321	6.67724465459247
BA3206	6.34190143280827	9.08862153045619
BA3202	4.49454936710229	4.94702787792631
BA3217	7.89401548128851	4.81514527019492
BA3405	6.63486341869675	5.70948396756837
BA3306	7.51299557490928	4.17828103107484
BA3371	5.36365751969834	6.16270217963845
BA3413	7.63278489020753	8.43037965011906
BA3411	5.03642055076695	7.23805703314362
BA3133	8.97142354261209	8.44966638628301
BA3164	8.5555137585582	5.95559861955689
BA3451	3.32501250452144	4.06401487195903
BA3286	5.84234806468241	7.00490622738367
BA3212	10.1019627568373	1.8338629705864
BA3103	5.06069232646451	7.43138197639579
BA3271	6.05279557201734	7.53974354156668
BA3152	3.24991105964122	5.91992653150053
BA3095	8.09989277486394	7.10160504306164
BA3192	6.97318609681243	8.52190108216259
BA3251	7.03918975972709	6.08621852980205
BA3362	0.433070764286167	5.42125052108752
BA3400	8.33337930026134	5.89003355654074
BA3135	7.08899874190146	6.26881149847343
BA3408	3.38554683036159	2.57836343869641
BA3187	5.11433165880832	6.4417602152858
BA3098	7.02978091514104	8.32449794408229
BA3435	7.93658206656699	9.3735473533766
BA3261	4.68906744298486	8.07426638068647
BA3203	6.52375465899181	6.97250726431014
BA3174	4.59438606664195	5.73207630464099
BA3317	8.17625565039323	8.78412431760784
BA3299	5.26710389157619	4.04672215210504
BA3221	2.71814995189887	-0.38969003685215
BA3347	1.4977254366136	1.22944543113974
BA3235	4.24655068383766	1.81606762523089
BA3126	2.64402051124596	3.2401351714745
BA3380	7.18812871773308	6.34190143280827
BA3089	8.04934885751887	8.79022656584331
BA3109	5.95395062623658	5.96945929693027
BA3114	7.18398636132438	5.7641069155357
BA3418	7.28800386009291	6.62357481456438
BA3245	6.84839040918598	6.97993778438247
BA3085	7.11517726354172	7.56321071069528
BA3128	7.30861526987379	7.00991256129177
BA3423	7.7605970351598	5.53058601108242
BA3173	6.07221564365928	7.1445927897216
BA3171	7.37675245327076	9.14481502348153
BA3277	7.2179085684236	6.44947039282618
BA3210	6.4915209071939	5.28864753312789
BA3157	6.68070832768596	8.42559982560594
BA3433	8.30037965468589	5.70146183160515
BA3322	4.34569920053779	4.93470537442066
BA3374	-0.177808519803868	5.53239656043462
BA3450	6.77720928573593	6.72640507458581
BA3167	0.719254707053097	8.40194775982719
BA3269	6.76898394569665	7.55189787670547
BA3110	2.87198103535148	3.17892025585561
BA3156	7.83704881770087	6.61592394796106
BA3226	8.14705635633251	7.7045927999637
BA3421	6.54456958822718	5.05080635120384
BA3232	8.15477520582082	7.12266775163133
BA3289	4.99494706061389	5.08151823941693
BA3430	3.64521772451027	2.4702039958371
BA3145	8.20818067427413	7.58759859001841
BA3399	6.40074858834192	5.58084969783205
BA3449	8.79635277497105	5.95439094102815
BA3384	7.68652733200955	7.56567805381962
BA3427	7.88494695067266	7.66369633945432
BA3163	2.07381903278467	1.17134115218982
BA3158	7.96744532914178	7.45963779857083
BA3436	10.4540502805812	8.47663077360064
BA3154	0.601632895281666	-0.227067223199409
BA3162	6.46633469347968	8.49657233882556
BA3352	7.01472936087095	6.99719018449603
BA3084	4.77031077404719	6.95213438220586
BA3149	3.28330883545606	5.90555861314736
BA3169	3.00426499817374	2.62283712368534
BA3180	7.02698040559294	7.79093203959201
BA3255	7.81832288003789	6.40926123688896
BA3438	1.59541816670198	3.9216388561837
BA3345	2.11388863910946	2.02417937472789
BA3403	1.97096633043764	4.68063578286025
BA3431	6.16270217963845	5.74901581721608
BA3181	5.21924696123963	4.39774491020096
BA3341	7.60395254604328	5.75832214709053
BA3191	7.06736498172321	6.79520689964912
BA3197	10.0139606390354	5.66936167999459
BA3448	7.76334677298606	8.51679913189176
BA3453	6.94358580230343	7.12738803665014
BA3406	7.62437772428186	6.73404028171299
BA3308	7.41702873174962	7.55977224878375
BA3186	9.9053830477262	8.10894763837049
BA3334	4.22175408993243	5.02586431491849
BA3447	4.59972375526065	5.94021025458643
BA3116	3.24833932522177	5.85542200416075
BA3280	7.63278489020753	6.01005588113279
BA3185	2.28340449654963	5.6098838682387
BA3094	-1.96011964564348	5.75137733831877
BA3318	6.326824292765	7.574849932275
BA3216	6.47279065497325	6.67285627660237
BA3332	7.36724009431295	6.47025472959033
BA3214	7.99246857024867	5.9785222997962
BA3099	7.75780436658957	7.20386734649371
BA3141	8.84307877151568	7.23894729675129
BA3373	8.43758065182973	7.56206988956539
BA3319	5.9785222997962	6.19521896796153
BA3328	9.1410080593907	4.62535414272787
BA3339	1.3495851994097	-0.08887661487244
BA3240	8.91751782379931	7.69023500088856
BA3142	8.68676863894814	5.56967790109069
BA3333	7.37577438257785	6.99516443206292
BA3381	5.08870565418655	6.39210318114874
BA3290	8.19012213724112	5.14045385048919
BA3207	3.02428518304635	3.08252840570975
BA3296	3.53193069811392	4.19910119394124
BA3305	6.50854787129231	3.81612780124423
BA3434	4.82292152807512	7.19312453230448
BA3189	6.86708630662577	7.06371663624663
BA3264	7.17999658780694	7.54625616208849
BA3329	9.23665444981222	8.05115312612603
BA3417	0.207476070123517	-1.04532144447794
BA3367	5.72023465218825	0.962688765366786
BA3225	3.92905779716509	2.72493519321927
BA3183	6.73692509275104	7.48057619109315
BA3222	0.578560653385863	4.25414001013237
BA3139	7.81101053195418	6.63599137571399
BA3397	3.03620367997927	7.35390839708449
BA3311	6.35019247071228	5.94099029232779
BA3422	9.65571538111022	5.54020534264446
BA3228	7.8210975174081	7.17116786854616
BA3213	5.6533576160666	7.8503248353151
BA3270	6.34737367069021	5.48358277984793
BA3415	5.82971849546372	9.88079564639631
BA3324	6.87212018212394	7.81101053195418
BA3194	8.2960419873451	6.63330728837913
BA3335	9.2389471182711	6.17773554711095
BA3199	7.05796014084047	7.59808663804993
BA3326	2.88584557978208	-0.0006124782671186
BA3285	9.61602995658446	7.78681257977187
BA3297	7.82688083190866	6.74447949059254
BA3227	9.60929418124753	7.40017541649469
BA3394	7.53511002571526	5.43546904513176
BA3412	0.439987090282692	4.96266025809675
BA3293	9.06845231152446	3.4550470720229
BA3250	5.42966375134891	7.12738803665014
BA3177	5.13976221148527	7.40108920011618
BA3315	3.90901162589946	5.33868120504246
BA3182	5.55510823651463	7.4382687261571
BA3260	4.66398706452937	4.43026354617328
BA3369	4.807111451034	8.1073163967498
BA3078	5.75415496254133	8.74983670146495
BA3386	8.70980864868103	6.99516443206292
BA3445	6.61275930528802	2.9652424467697
BA3452	7.32489473499785	7.80094268898657
BA3176	7.22042069105103	8.42321613548815
BA3258	1.26994075255518	1.45644363841645
