	PTPN11	SMC1A
BA2695	11.2404092343823	0.1118772304361062
BA2697	6.301040978737351	0.1272866317467571
BA2701	10.946437653909962	0.075030801935775
BA2704	16.147071205521367	0.5101096719952736
BA2705	28.16912357988325	0.07250727099176
BA2707	28.354258823419137	0.3299179451714395
BA2709	11.834087074751764	0.2624298318660459
BA2712	16.42029670010793	0.3282780888216553
BA2714	18.259052411644547	0.3666596884672342
BA2715	20.1361962674606	0.1215179598953262
BA2718	23.29369020548985	0.3195031966814316
BA2720	12.589995425491171	0.172714685702737
BA2721	12.82643796424119	0.5658885773232102
BA2722	36.40377693251484	0.5683806366482027
BA2723	30.19932116231609	0.1416658454345932
BA2724	12.29033845001848	0.1138061856296348
BA2726	13.818725538291096	0.2946671354005249
BA2727	24.61424804261353	0.2287099576110273
BA2728	21.026768820896308	0.4610109878451265
BA2731	10.348587303927951	0.1128388234893852
BA2733	8.96480318961342	0.1298815646864783
BA2735	12.472768491152266	0.0392859887155894
BA2737	12.376501451202138	0.1493001614811841
BA2742	18.999517616112165	0.3734794718434932
BA2744	3.972428680531728	0.0744951513444706
BA2746	16.354079014101362	0.3682669813087594
BA2747	13.21286567892482	0.1520008283814606
BA2748	24.58902716946228	0.4001507939045263
BA2751	13.92309366783434	0.2114876705902431
BA2756	11.95978241621635	0.1626781184244019
BA2758	9.074373932385482	0.1707386053845356
BA2760	27.842394785774225	0.1983855161639982
BA2762	15.494298472230904	0.2293845489041649
BA2764	10.123036663951495	0.1741527316664854
BA2765	17.255788926560026	0.3713933335783316
BA2769	14.114069903809089	0.2928566970947246
BA2772	9.214550366533244	0.0939717977027511
BA2775	18.18390614086486	0.2657065525606317
BA2776	21.07864268018424	0.6202323265312046
BA2778	11.051841624231852	0.3950466155049685
BA2782	14.017978111035076	0.3151364876376854
BA2786	18.56146342152403	0.968159896203139
BA2787	5.728153752635701	0.1237204031601759
BA2789	23.09779193452756	0.4444304317432463
BA2791	20.34342406980938	0.1294959993090058
BA2792	11.65470263502648	0.2638174116398242
BA2798	16.931625688947495	0.1891722780391238
BA2801	7.134981041288424	0.1727233439081975
BA2802	21.039563120997773	0.2466507899910318
BA2804	11.705154389579103	0.3192413359268645
BA2806	20.0582471817414	0.1656177386980943
BA2808	24.08299046294555	0.1087470259095868
BA2809	25.421071006514072	0.2507955480173753
BA2811	22.694716050439283	0.2648906040050539
BA2812	11.366252530998253	0.2655662582263247
BA2813	13.26185634034608	0.1227267439754985
BA2814	11.078194670442564	0.3794079495996934
BA2816	14.79225518895096	0.2021488300093306
BA2817	19.255577896687427	0.1552099153339106
BA2820	17.60046886126625	0.3379765105194388
BA2821	41.38697743446033	0.782652127156746
BA2822	27.94999463915676	0.2558496344351366
BA2824	15.698469004065108	0.2754533870917638
BA2828	16.62048013308828	0.1952904498377729
BA2829	23.16697090575833	0.3195532759453021
BA2830	10.54731633196385	0.1718429795070942
BA2832	21.6788491811367	0.3137521751727
BA2836	12.468306580047503	0.0802173969811732
BA2837	22.898407857056828	0.1867291483354438
BA2839	31.642496415707715	0.1176760361314943
BA2840	20.531917229600012	0.4967137050448442
BA2841	17.333596721579227	0.149363505648558
BA2842	9.895489999364507	0.0675892630473825
BA2843	10.858547637453205	0.0822233284174721
BA2844	17.590131498344554	0.2062485016528522
BA2846	18.50294150486064	0.2721005887148136
BA2850	13.43052749037221	0.1411143548477597
BA2851	25.04537941152953	0.4603940702363178
BA2852	9.456579436181348	0.0624845270608109
BA2855	17.107630110616615	0.1114542314095787
BA2856	12.066697755388164	0.0307560840500244
BA2858	12.633864070958204	0.3095446579129148
BA2860	14.530015277964637	0.1946986444049878
BA2861	17.408068930780058	0.3090760747124922
BA2865	16.238963350670986	0.1972311935905225
BA2866	21.19259899057649	0.3648559155919731
BA2867	17.232068759781303	0.1792362018550065
BA2868	23.494536189676637	0.2185923193550665
BA2870	23.69065911934278	0.6474642443696771
BA2871	23.15316795763132	0.3398126914079136
BA2872	18.935171480130546	0.5199047987510077
BA2876	13.157898270250502	0.0691027513962916
BA2879	15.50509527096519	0.123026264091197
BA2880	19.49215324075317	0.2936286769694492
BA2882	16.603411924717445	0.2200827337382597
BA2883	28.20025393371597	0.1215777539853818
BA2885	20.57041289985666	0.5984346439385625
BA2887	27.307116773219036	0.3096638251410523
BA2889	0.0893690876800253	0.0001076658053402
BA2893	12.4974117886675	0.2586648728839178
BA2901	8.975530107617864	0.095791380115584
BA2902	9.87114034234456	0.0873662600584626
BA2903	5.87011599834422	0.0650529610230296
BA2904	20.70134617274038	0.4219569275305653
BA2905	22.33801212442174	0.1045441153905102
BA2906	21.176416117737062	0.4971897346922827
BA2908	23.172251086718955	0.0611374383902125
BA2909	11.488674564864946	0.201534595189595
BA2910	26.26349101086416	0.1894672457452929
BA2911	20.84783277632227	0.336357097752188
BA2914	15.0156201416248	0.5363232893936329
BA2915	2.41314672352659	0.0122077435825069
BA2921	17.458656163590284	0.0897313683312705
BA2922	19.573904682697663	0.2097623317620221
BA2923	9.394341271819846	0.2306829587671649
BA2926	19.129719312731364	0.362999296731501
BA2928	17.191069360684157	0.7328396258288141
BA2930	14.85937609513198	0.3071963314945891
BA2932	19.46477251954371	0.2786937749881001
BA2934	9.73098986675119	0.1578504431512775
BA2935	9.880445356341776	0.17185325987033
BA2937	17.877732513150956	0.314518025510182
BA2939	9.710666289915626	0.1437941124181279
BA2944	37.64703403612323	0.3967342110540126
BA2947	12.357448642886093	0.1851984120131309
BA2948	20.4879431817709	0.1419070836099069
BA2950	24.919157088502157	0.3952168461749438
BA2951	18.133444760407368	0.1898915620815846
BA2952	29.64411745650464	0.6612416281257553
BA2953	7.163653271429381	0.1163447989459352
BA2955	11.13542937935626	0.2621571054143199
BA2956	8.523238456781499	0.0790005400436854
BA2962	24.054892956713843	0.3975818439543251
BA2970	15.990249149514993	0.1957447087318102
BA2972	17.627225547010358	0.3293166723324845
BA2976	17.773117510802155	0.3096691926871527
BA2978	14.603788957143514	0.4731509710057813
BA2981	18.564359098703868	0.2502283314394685
BA2984	14.452361922559325	0.2640348478557104
BA2986	21.66198824056716	0.3485834631374355
BA2989	24.180054210900927	0.1460676895533729
BA2992	23.9380562024542	0.5380020415646402
BA2993	13.846655480060836	0.11660752029557
BA2994	16.36308890783346	0.2266451928978509
BA2995	14.331090419338244	0.1204702808754435
BA2999	20.07089751224206	0.3193007284760498
BA3001	17.71418966299346	0.2917806783064339
BA3002	25.71013085930307	0.5552582775494158
BA3004	15.801966890605236	0.5126299537847396
BA3006	12.927507847907451	0.2291427258091408
BA3008	0.3007671567538219	0.0022500543479822
BA3009	19.149190049872782	0.4115478530772973
BA3010	13.643755520925405	0.250667233142732
BA3011	16.20127100029433	0.0984475265843019
BA3013	15.826301965085207	0.4219456942615227
BA3023	16.109292041670233	0.2173995360986777
BA3025	21.606626020315527	0.2699699153891006
BA3027	11.8217154344046	0.1142040515721813
BA3029	11.205176238759671	0.0839867745572807
BA3030	21.666872429973047	0.5758379855026016
BA3037	22.454196832329725	0.0910588677069947
BA3038	26.722751368914007	0.6329297839313329
BA3040	10.393675597393589	0.2985660493250496
BA3042	31.91703970845472	0.2077054521736447
BA3043	10.557497829345278	0.2214341415847085
BA3049	4.158103947463144	0.177603913807178
BA3051	13.618501220020445	0.1381258105632908
BA3053	26.569754013053128	0.2840491610107821
BA3064	20.81512093293928	0.2881622204776108
BA3067	23.49622855930234	0.3622948914571787
BA3068	32.6958892019907	0.3675138949442251
BA3070	12.2739088603882	0.1665342370611892
BA3071	21.66745407747344	0.3931518976544929
BA3072	21.744276519892093	0.2515043939793846
BA3075	9.78077433217044	0.1010932314473171
BA3076	6.585836267450562	0.02715885665652
BA3077	22.34529503861006	0.5036527550958136
BA2040	15.768603175760314	0.1789469585488489
BA2160	17.506409372433634	0.2485683387977719
BA2303	15.03837826541991	0.4121482712286024
BA2353	27.233366359776674	0.3664233172647903
BA2516	21.259529388671154	0.4116361469498121
BA2590	29.16348122073776	0.4309865100821319
BA2647	21.26802428024812	0.3642042957496055
BA2891	10.22953782959444	0.3146634081473152
BA2924	20.532589760834025	0.1153077599395787
BA2971	19.08055261903843	0.1351319819076732
BA3036	21.532179511729048	0.2560760773888105
BA3059	18.54532868077653	0.1254207189551861
BA3073	14.944238120335736	0.2856461151615411
BA3078	35.18664561153126	0.4065602755923134
BA3079	19.909318281196608	0.1655537248218735
BA3083	21.978305936397295	0.6527780839768687
BA3084	17.84399375600065	0.4606065170537409
BA3085	26.01224963306068	0.1812933460434435
BA3087	48.86803170684532	0.6370760845653045
BA3089	23.137690705828494	0.226265875429975
BA3094	28.49290823798763	0.363382194306218
BA3095	20.620505966732463	0.3102810436868521
BA3098	23.62762660915261	0.3604062952081302
BA3099	36.54224908379226	0.5826862147443532
BA3103	21.202410683230404	0.2363929374220114
BA3108	27.17003893415094	0.4774718581087256
BA3109	17.987162225593785	0.105299700365296
BA3110	23.61354936917826	0.154839015744648
BA3114	11.088207106757388	0.2174477139472769
BA3116	13.54410492909614	0.1869802767941894
BA3117	32.99850340543902	0.4271717360504241
BA3118	18.419906314914087	0.2524353160385501
BA3119	24.22301068782385	0.472592126254227
BA3123	19.325795422691492	0.2143088666727148
BA3124	11.595967067149676	0.2066338903588838
BA3126	23.07814911886787	0.3386354649785379
BA3128	17.85383423310964	0.1319269388983728
BA3130	12.057733345196048	0.3148723968123903
BA3133	35.60647067572976	0.4172427458203853
BA3135	14.423862792892812	0.1567111874926694
BA3136	26.020118488952967	0.4341082556252174
BA3137	17.99946922539952	0.3366615621225121
BA3138	17.948405734384835	0.1970572516434277
BA3139	61.89541159416133	0.7253368774077763
BA3141	21.324758045316084	0.4182971515724906
BA3142	46.60967367517731	0.1903422965599281
BA3145	21.111123300919846	0.0713319578529346
BA3146	21.602179497941837	0.2819906141776795
BA3149	21.63447056331703	0.1524657763154379
BA3152	26.69930441544388	0.4919861483946126
BA3153	31.543536116768177	0.0896441492763898
BA3154	34.14570005484676	0.229594320882552
BA3156	19.49857490673853	0.2184464499737141
BA3157	23.14124354717321	0.3172560270840409
BA3158	22.028408728000585	0.301288795794646
BA3162	23.07486636372992	0.1645453927415961
BA3163	14.556965582467331	0.5350639622275036
BA3164	29.786068872909603	0.4896781474264358
BA3167	20.567990490892964	0.14458510771487
BA3169	20.415742448754457	0.1883108446851142
BA3171	49.20184704080764	0.2806134283716023
BA3173	27.98654696106653	0.3069925269541085
BA3174	22.481708707839694	0.1474428804050239
BA3175	16.98894756673063	0.2109060647136869
BA3176	18.64217401050913	0.4086260704788302
BA3177	37.12825353716463	0.690758174891853
BA3178	11.343132947483015	0.2805770580648931
BA3180	28.83046345372784	0.170998843538671
BA3181	12.539176864756952	0.2692165489955327
BA3182	27.52360362055456	0.4276320586752365
BA3183	29.19110257797213	0.3711680272950735
BA3185	16.0689464411771	0.1452192221053859
BA3186	26.671352579888893	0.434716834548235
BA3187	17.671849707854243	0.2682470712316673
BA3189	34.77103318446292	0.3358171240171257
BA3190	13.582985218241213	0.0782458160639581
BA3191	17.4967395117262	0.2814497092447492
BA3192	25.62671641213393	0.2602077997205345
BA3194	35.935356555517195	0.3818669078378363
BA3195	16.40482357099114	0.1847425963393512
BA3197	16.74318582812262	0.3484296277958334
BA3199	26.886278539283374	0.5785824076895904
BA3200	21.870631329961405	0.2904182510135181
BA3202	24.89452366575615	0.4161316528729756
BA3203	14.692021043920066	0.1127051592371072
BA3206	23.017601304312947	0.2738011912320349
BA3207	21.08589263526197	0.3933565848837488
BA3208	18.69157945657816	0.2096797079867835
BA3210	25.00701142440425	0.1933232914682228
BA3211	20.94416288181397	0.3293059987215186
BA3212	38.42654424973168	0.5218166010213633
BA3213	28.595132790427066	0.4537115677818817
BA3214	19.227635695526825	0.0749161305833725
BA3216	14.3557010442588	0.1874968165132549
BA3217	16.74182319835738	0.299616329898564
BA3219	14.358489399213893	0.2756435122761714
BA3221	15.472372826909858	0.2996160502695211
BA3222	45.00221066210596	0.491357413411254
BA3225	16.252474175634926	0.2580564852613337
BA3226	19.63876066105797	0.3368116473363439
BA3227	22.406453016091405	0.4956172439308797
BA3228	28.892920691148067	0.4741007719177005
BA3229	29.721164245602424	0.3936471415175411
BA3230	19.80458906416293	0.525221327346239
BA3232	18.64192081999083	0.4981979634291891
BA3234	20.17473302052334	0.3952673016753851
BA3235	15.371318318553923	0.3054783878790216
BA3237	27.98315846822433	0.2427413933559839
BA3240	26.53802348143133	0.3998591664067857
BA3242	18.60678946129853	0.225288913710634
BA3243	27.182019369641385	0.298382760895191
BA3245	24.70548102610767	0.213921999428674
BA3249	27.04526177937093	0.0689772143325083
BA3250	29.723698269728747	0.6366551782402601
BA3251	18.96515071718015	0.4252037131463424
BA3255	19.530658366366755	0.2984549430647268
BA3258	19.25644449572177	0.5175421859774127
BA3260	21.71300533111998	0.1525210440860231
BA3261	18.19364774393248	0.3128071762129427
BA3264	28.724599060108773	0.4489529614761333
BA3266	28.79690094170825	0.58798738527772
BA3268	34.215264264099496	0.5411662025625318
BA3269	15.204697938644848	0.0881160945431779
BA3270	24.530727937607185	0.4817215663538778
BA3271	27.916898924965192	0.7183814599548946
BA3273	20.44500246613187	0.1061498085679585
BA3275	28.412871710293533	0.368202978893605
BA3277	17.164565410884723	0.149894155865655
BA3280	14.365310348195427	0.1363494127037959
BA3283	16.69487906533864	0.1486595460563002
BA3285	62.17898985108376	0.6689821415265536
BA3286	21.368852478931604	0.7055997857517404
BA3289	8.671812401369937	0.0687907583977545
BA3290	23.97434788088257	0.2827611927677067
BA3293	27.98536128377098	0.404313091380152
BA3295	28.37486135458929	0.493760139940373
BA3296	16.547626760789306	0.3471227664567803
BA3297	31.61271538032367	0.4855061106771944
BA3299	13.91130497298182	0.2115811525837037
BA3300	37.73830015271734	0.3136102357300411
BA3302	47.58395676045272	0.464858382455764
BA3305	17.9495129193202	0.164828185776648
BA3306	15.822574986127442	0.1158809254153795
BA3308	21.61813851587103	0.2622503850462713
BA3310	16.233968503775053	0.3307578759542464
BA3311	26.322291810625305	0.3182408518202514
BA3312	26.274338440187364	0.6681176507184189
BA3315	35.11440382264742	0.4140470156964089
BA3317	21.33458099470292	0.3551690391328552
BA3318	31.470847071104163	0.3293823507139388
BA3319	22.17690767917441	0.396472560939873
BA3322	19.028309672175208	0.2943144017135098
BA3324	43.99440756721232	0.4446866988823115
BA3325	18.92294556082813	0.082178219512508
BA3326	23.60399145233129	0.2260597537612384
BA3328	22.770125349103125	0.4392545429320541
BA3329	36.48269764177509	0.3543543420805741
BA3332	28.276913195499503	0.4633660984947801
BA3333	25.26353103615665	0.2113104467195846
BA3334	9.127914629344902	0.1690219786645197
BA3335	18.262137171353483	0.133327191177007
BA3339	16.505423984927283	0.296646892946861
