	NF1	RUNX1
BA3078	272.10248263389946	0.6240253826415152
BA3394	272.9511856941777	0.3032300434910894
BA2655	274.1036597231043	0.3123562697068878
BA2020	274.7370236131756	0.4234286826082905
BA2097	274.9535971649002	0.5803880630099275
BA2950	284.7990532041516	0.5988291453273596
BA2837	284.90182762062886	0.303408432360746
BA2226	286.37231184395824	0.7427213369908078
BA3260	287.3856770699834	0.1656328874061395
BA2242	288.5091193991156	0.7518530096416304
BA2570	289.1494765836638	0.2334481743272767
BA3422	290.0938510194062	0.6446960034484137
BA3213	291.1371797529326	0.623315471859848
BA3212	291.1621455436483	0.462977491620602
BA3300	294.9394480643322	0.3203211315178937
BA3217	297.1433427105736	0.6674490439459047
BA3192	297.7905737654821	0.5290873589812648
BA3386	298.1066453189916	0.7796296146743463
BA2037	298.2964495900539	0.4592527844731488
BA3200	299.6221836051252	0.5703347124212974
BA3071	302.56906291281126	0.5942806715240825
BA3379	302.81777996661253	0.3148457090256712
BA2441	303.9044042244336	0.3859472321425475
BA3306	306.25190377252744	0.4393434975518654
BA3195	307.3614638898987	0.6795131680401585
BA3194	310.918524770011	0.2907391298879882
BA3072	312.38037262704427	0.5661038564642017
BA3250	314.08124079364774	0.5288239304614563
BA3324	317.5906148358328	0.5041686634752043
BA3117	320.83057620793136	0.2689598140438191
BA3312	321.22488174218654	0.2361033181100383
BA3183	326.7004993841674	0.5205419854700545
BA2227	327.7142740138492	0.683119927528023
BA3030	328.0056889573503	0.2872690994644802
BA2184	330.1887594161088	0.3727416907983689
BA2705	341.2926798773445	0.9599598498105344
BA3454	341.75196441638946	1.0195808743846482
BA3268	342.55261383172257	0.5587744580936236
BA3119	349.0966061070526	0.8137080331631155
BA2240	349.65596137257995	0.6015005177609613
BA2821	351.9780878770896	0.6334937133920333
BA3400	352.9573171396579	0.8669773811457671
BA3297	367.57471107575816	0.6755713256678774
BA3227	369.44084774026624	0.7612033280690397
BA2552	371.11845971912896	0.6775473724682192
BA3164	373.8136618371857	0.6014220646542657
BA3328	378.8971653859671	0.5696664315782274
BA3099	379.4322202086229	0.7342656565816789
BA2280	384.3268511749896	1.238123750065648
BA3271	387.3141621798155	0.6874201291070778
BA2887	392.3699241261624	0.3361944461565933
BA3302	409.5298923056626	0.8089436356807943
BA3452	415.7140845086584	0.4710051611355347
BA3180	419.6604107682547	0.6654326774634189
BA3275	421.4297222736951	0.8396910736024769
BA3266	433.9093043307268	0.6045567316687842
BA3373	434.5300220567231	0.4774971725331615
BA3333	453.98521586512817	0.7898330470868123
BA3087	460.9679911353937	0.3877333703674679
