	NF1	RUNX1
BA3040	45.92094926849498	0.250690301209829
BA2031	47.7445319683995	0.2926282036740446
BA2385	47.80464009196283	0.2109104617600196
BA2808	48.49155366434125	0.3474576813245529
BA2923	48.75808345329777	0.2617340184470018
BA2427	49.06504183977397	0.2495991035998299
BA2134	49.273239517076505	0.1773124117797484
BA3043	49.45710026791884	0.1222303123648893
BA2575	49.55685552128676	0.1530648906147879
BA2376	49.77597347964191	0.1810705720249024
BA2981	51.709594321698575	0.3877086824465399
BA2122	54.47294224439686	0.2333023284722314
BA3450	54.5939820641306	0.4257168708106206
BA3023	54.85346455292598	0.3120788536500498
BA2348	55.136801578737725	0.0744092462461175
BA2841	55.33534050785352	0.0872061774022096
BA2426	55.81249060280109	0.3259230855422613
BA3167	56.156964704662514	0.2309347291028571
BA2733	56.24385956314274	0.1896873445208171
BA2063	56.62966505689601	0.0920561794793435
BA2758	57.32248577768649	0.2585140309692019
BA2584	57.36722309793788	0.2007765556534774
BA2069	57.54297490294547	0.1889841436797342
BA2023	57.57670274404444	0.2340222673641931
BA3446	57.86422902407379	0.197880958049616
BA2304	58.26545447919322	0.0979748767280979
BA2479	58.5148987250125	0.0876788581211672
BA2329	58.569892419639714	0.1811279137633033
BA2489	60.39576113585825	0.1428096536050674
BA3421	60.49421950990799	0.1168253603124548
BA2695	60.81625844565557	0.233523053172754
BA2079	61.12137145648837	0.1133866749489385
BA2456	61.180971099669165	0.1630962001947069
BA3152	61.44803798997775	0.2440815047768036
BA3447	61.61094005127081	0.1034714208120763
BA2928	62.06281378530893	0.1677164032455859
BA2662	62.0646160314211	0.254162715510198
BA2747	62.27748732776638	0.4742826334446685
BA2860	62.6038407485975	0.1207170295640607
BA2515	63.079763869883294	0.0936308517200861
BA2492	63.18416194926038	0.1357258357893974
BA2812	63.29461370691892	0.1636321052310726
BA2852	63.33031704535766	0.2052239172681841
BA3051	63.69881256596946	0.1085347295423158
BA3124	65.26530944326079	0.2526085938039344
BA2541	65.6930492624528	0.1408974760836314
BA2619	65.80756208405029	0.2124341005088592
BA2100	66.13538217435533	0.2614480767212281
BA3362	66.30559672126034	0.2094729196922687
BA2347	66.77803076811274	0.1395398032978155
BA2309	67.00275595385449	0.19795321803015
BA2282	67.04868900711168	0.1222042420164395
BA2726	67.6526031910199	0.1489933819202283
BA2322	67.9089880251087	0.6991153640871128
BA2446	68.07249241660844	0.116030994744769
BA2546	68.15655886655676	0.1240671559688523
BA2651	69.82136680760968	0.1664388121516779
BA2681	70.04019857231029	0.1560957359755229
BA3027	70.52398475728634	0.0818994430187669
BA2155	71.92339924235235	0.1000285399730431
BA2855	71.99266493479804	0.2271299869237621
BA2101	72.0511876030681	0.2374995044039177
BA2121	72.40096351612218	0.4045254318806516
BA2953	72.6736446430472	0.2051085762725941
BA2011	72.85716052294515	0.1227164865716172
BA3116	73.59934409793948	0.1182353459217621
BA2934	73.61106151530505	0.1236760212693928
BA3384	73.83871681860033	0.3342882991549222
BA2110	74.36471936282452	0.1412447000291279
BA2339	75.60546526741308	0.1031892287671385
BA2645	76.16513839589086	0.1872305608204482
BA2201	76.38543599082593	0.1959922000558477
BA2909	77.32406557089642	0.1964219455250941
BA3399	77.34069004481765	0.144535490638782
BA2276	77.65718078840119	0.2550864966643531
BA2737	78.27415765988898	0.3051122360343138
BA3407	78.37666956178536	0.1954447978657259
BA2995	78.43786635139111	0.8452907347711253
BA2316	78.52938685382075	0.2056545504439652
BA2694	78.54970935159275	0.4328221504716751
BA2068	78.65829945488635	0.4141447851298147
BA2405	79.99933475446306	0.3199243679362045
BA2133	80.18133477228218	0.0821775067247399
BA2094	80.35342502132465	0.6344199058410083
BA2082	81.44008518006407	0.1837415500653363
BA2978	81.53187295323688	0.260346391573401
BA2044	82.04710015020497	0.4545446668656925
BA2273	82.10327672445598	0.3332695562783719
BA2455	82.35449417281512	0.0926719200180257
BA3289	82.82537105336634	0.1404900493991304
BA2858	83.47971274712972	0.1150097464615107
BA3334	83.5518074594422	0.1840161005601276
BA2746	83.86915751314284	0.202555877357812
BA2512	84.18061058654125	0.3620629952148811
BA2659	84.44632986861905	0.3517600583229247
BA3397	84.60717882884792	0.5455480797470682
BA2325	84.63892612993457	0.1303379514061994
BA2423	84.67758172475536	0.1793007232492775
BA2564	85.07499451835139	0.3000487558800237
BA2756	85.26857123717195	0.192496304084087
BA2218	85.42607037036069	0.2459561395673188
BA2461	85.85159772017813	0.2305325169346563
BA3029	86.19693989402455	0.2886786546929628
BA2948	86.39156252488048	0.1754806126930556
BA2072	86.57166007727321	0.3501484859597172
BA2707	86.74408613423792	0.7870109849492218
BA3181	86.9043315247993	0.2853095046629166
BA2697	87.08814851074648	0.0883854113088879
BA3142	87.31993589404239	0.9205512361539387
BA2459	87.45011280306524	0.2749501276757286
BA2221	87.92724303286738	0.1162426874308127
BA2040	88.19640703584804	0.1631249538399772
BA2104	88.2053799306977	0.1869198487063524
BA3203	88.63157011379647	0.2021318292718289
BA2791	88.89145755618246	0.4767886715929873
BA2524	89.18268298048588	0.3316526158399516
BA3322	89.25198258341283	0.1870056804521788
BA2843	89.31518458610059	0.0009554517760357
BA2709	89.34929908737492	0.2309063298062662
BA2539	89.42632790129001	0.1664976799858344
BA2989	89.55920784850588	0.9012169491049488
BA2148	89.68429975044664	0.2213584146383362
BA2660	89.78421103698174	0.2573804486883075
BA2474	90.10814805826662	0.2993789260071053
BA3374	90.3308747655744	0.094090365428496
BA2374	90.40492261621532	0.2763952595404794
BA2051	90.68870047977845	0.3938825853566675
BA2842	90.91663503687948	0.1548283437975207
BA2520	91.07509546057814	0.2933916238066273
BA2350	91.19479049601118	0.0794989986228869
BA2644	91.2566416483229	0.2322774224899261
BA2421	91.31185986416747	0.285935182963567
BA2260	91.46311349201132	0.3086467051717796
BA2676	91.48180314484172	0.2478024809194902
BA2656	91.65100885209748	0.2351063827030627
BA3094	92.06918900047364	0.1895895064274629
BA3418	92.26888813182342	0.2631471556305804
BA3221	92.46844618429596	0.1453516313431951
BA2420	92.4940177792892	0.4980493811600571
BA2033	92.53923653042108	0.2493802875679197
BA2937	92.81814116327772	0.2074914069173383
BA2545	93.36255824417232	0.2141247465641089
BA2239	93.44595003721206	0.1773165344831579
BA3339	94.23632198024836	0.1616917626721239
BA2727	94.5353950808028	0.2456724084252623
BA3430	94.55339835609128	0.0648879484956471
BA2839	94.94255129550952	0.6880338863870606
BA2195	94.9760301511449	0.3198556517342838
BA2494	95.09040528581576	0.2999725410280351
BA3130	95.15656155278732	0.1561343854815054
BA2050	95.22651628154628	0.3165709499854057
BA2394	95.31685868127607	1.0817958322477088
BA3079	95.45282804110204	0.200928323370388
BA2801	95.49222064689803	0.1695310887665811
BA2782	95.5382653865288	0.194310722010821
BA2261	95.638364990932	0.1680111780593647
BA3345	95.71282361615005	0.161196937947849
BA2971	96.0791157225974	0.4343361209962151
BA2472	96.75468631074348	0.3303852067534709
BA2143	96.97194172507986	0.2887462269645254
BA2653	97.22040551437576	0.304210238283527
BA3154	97.4310714509888	0.248895410356001
BA3235	97.5061808076502	0.2153840453952324
BA2871	97.75384815513968	0.170088311266681
BA2597	97.936434541528	0.3399906111151607
BA2830	98.5229049066421	0.350923088320888
BA3010	99.1017100390366	0.316961809524329
BA3296	99.19248648903825	0.1785196250337341
BA2224	99.58333873414824	0.292817153389424
BA2879	99.75597906454227	0.3854677705158275
BA3085	100.0252807550888	0.3890291055292843
BA2786	100.28994245785098	0.1125092427841016
BA3191	101.14235690292196	0.3470211967509229
BA2499	101.23626725514532	0.3608387211811307
BA2921	101.46207330874968	0.3518351047618266
BA2361	101.58710933354486	0.1847962633398329
BA2880	101.5909856776464	0.1470865539668648
BA2301	102.8235989089254	0.204491862129929
BA2828	102.89567819352284	0.2819806751023824
BA2540	102.9294284547094	0.1007360871003794
BA2649	103.47973972281912	0.6366780707777169
BA2811	103.90778382500056	0.6528701339657501
BA2248	103.99306477060202	0.3228620481798537
BA2311	104.19731581066932	0.1134252444489589
BA3408	104.22963722764784	0.0988729634042426
BA3214	104.5490566409768	0.2287101010877497
BA2778	104.64943656261444	0.3422344058267053
BA2334	105.09829684011098	0.3301006832772097
BA2220	105.89447496974996	0.2055369775121894
BA2952	106.08321567639236	0.3159037247979155
BA2292	106.58922238443596	0.1420894825776016
BA2464	107.24054284277707	0.4145564919398896
BA3347	107.25679887057174	0.2043961250789596
BA2731	107.27800255164831	0.0822678721671272
BA2816	108.00098695013564	0.3353101795976948
BA2657	109.05733959704034	0.4598208832447635
BA2682	109.11172435395687	0.2847513258925345
BA2724	109.31239860907291	0.1486408135343405
BA2905	109.43006937813156	0.2835814840385837
BA2631	109.59519540707544	0.3227477782362995
BA2081	109.72745843655122	0.5058095747966009
BA2970	109.85782570547326	0.1431593851330471
BA2870	110.29051242164029	0.5069095606352807
BA2861	110.33834810966074	0.106918279511033
BA2691	110.47005559851227	0.3457070269471681
BA2052	110.66973675190388	0.3736513203619646
BA3438	111.05004860202276	0.4422330780237589
BA3025	111.54561761093512	0.1313271882172597
BA2764	112.03677400504952	0.1638911456373233
BA2882	112.198336489372	0.1467127098966962
BA3326	112.45122013580422	0.0946196926437193
BA2354	113.2548155663928	0.2584898433297769
BA2357	114.73993656372434	0.1991905147710996
BA2976	114.81212472094064	0.3104939002311873
BA2417	114.89562170147244	0.4135092125257881
BA2109	115.04825583911432	0.1611528749668292
BA2054	115.25580563960666	0.2938030708808976
BA3413	115.6071633334826	0.23006633904582
BA2594	115.70215184308827	0.1497056780886039
BA2993	116.75603556885608	0.351026574506516
BA2930	117.55326188747804	0.3725037009771825
BA2577	118.70210933626588	0.1754975129098834
BA2636	119.06478603350848	0.3268997601238429
BA3367	119.2584771410444	0.1949590412461768
BA2751	119.3254783695873	0.8071463090211424
BA3219	119.90002373940298	0.140652217771848
BA2772	119.91695093878694	0.2248489260951291
BA2850	120.0296485527902	0.6737604800669292
BA2501	120.03527020920772	0.5796172546422546
BA2093	120.06260334565768	0.7187506601942814
BA2355	120.526364356186	0.3663460851955715
BA3431	120.84144657847006	0.2236180365190641
BA2935	121.30769117899668	0.2287418252851064
BA2622	121.40379419765218	0.5211049111147632
BA2712	121.8668429618196	0.2277428684882624
BA2088	122.118312008315	0.1123074663292034
BA3084	122.53649006969673	0.2210528590812508
BA2868	122.76092055850206	0.1482073138054148
BA2951	123.15440535801449	0.485869735054191
BA2047	123.2929360773152	0.3310338573537499
BA3070	123.30358870257324	0.1856567080563629
BA3305	123.60787672784537	0.3165741663993759
BA2066	124.09319568255268	0.4636862910150136
BA2470	124.4127267962813	0.5059183032191825
BA2379	124.56604347639134	0.2462887562455963
BA2296	124.91800887503584	0.2148106637106862
BA2035	124.98326638084282	0.5157778625167798
BA2488	125.0322329857764	0.4807689442551831
BA2618	125.13469547601136	0.3955213773456815
BA3011	125.40261175284284	0.2126042244190821
BA2095	125.72932620776494	0.5760620116676848
BA2022	126.77737922849806	0.5851342050113773
BA2198	126.84489183593952	0.6672047141790376
BA2972	127.08058682876558	0.2478497605073347
BA2269	127.34637686870389	0.1338224546828064
BA2300	127.68776719943128	0.3860761946544425
BA2053	129.04169527931813	0.3085386934826425
BA2024	129.19307576825068	0.355324854052362
BA3202	129.54062246773063	0.1585607527447382
BA2409	129.54548333633426	0.2002801422064991
BA2502	129.68288700469952	0.2554461126304059
BA2742	129.95283163495762	0.3025082884520792
BA2658	130.20636621989172	0.1323432279927941
BA2168	130.512102414608	0.3370682973422069
BA3232	131.02815976202692	0.4090506746754818
BA2667	131.0534229598689	0.2439653885157159
BA2454	131.56553160502267	0.8069416065588251
BA2249	131.64751962240132	0.4867737648170668
BA3006	131.7007986752833	0.4441179632734338
BA3285	132.02922484641928	0.8977304053375441
BA2288	132.16680416497255	0.1726257409376905
BA2603	132.7224555535752	0.3272220012648815
BA3109	132.94133523996058	0.3379797371983408
BA2832	133.52973932243407	0.3191597094253302
BA2234	133.53026760274443	0.1814084487686583
BA2903	133.66038215570987	0.0834256581001667
BA3410	133.7262587530939	0.3685682495555111
BA3175	134.1322865400523	0.2132253898402153
BA2025	135.04261049402936	0.0980119356459087
BA2813	135.21858205685575	0.5101650932078571
BA2041	135.22863046072317	0.2588665449447568
BA3185	135.5257936694538	0.1887930590401242
BA2663	135.66967309315947	0.1518541155285465
BA2418	135.68566336616163	0.4063909106741089
BA2440	135.89464622431606	0.2436715897263885
BA2473	135.90179155823498	0.209053338665106
BA2620	136.00222939519455	0.2664975209367325
BA2514	136.22047089526455	0.210449138711381
BA2532	136.4370444751564	0.2354003859086909
BA3123	137.12699462957363	0.2201591236153108
BA2891	137.26092975764416	0.2015933580651004
BA2235	137.30408373585547	0.2933684989286715
BA2986	138.6981976983092	0.2983798773803634
BA2820	138.81448881402198	0.556197107899173
BA3059	138.96931091404295	0.1697399103267995
BA2718	139.00641014037672	0.2264120593094975
BA2559	139.1365522105781	0.3518012511866175
BA3390	139.13709376795416	0.1944113750647645
BA2999	139.17052067665466	0.7037852261887951
BA2769	139.97004102912095	0.2290155805800641
BA2303	140.43353398736284	0.2287134621672144
BA2579	141.5662109630884	0.1920321862150997
BA2344	141.96156499550946	0.2438605199065537
BA2775	142.37797575702365	0.478373757838183
BA3352	142.52121731092907	0.3304688858969831
BA3013	142.63889820812068	0.3261590134175917
BA2000	142.75490360837196	0.3158646553683877
BA2302	143.47247258145103	0.2845922240557846
BA3075	143.48506077086566	0.4935394826888351
BA2046	144.0633694963439	0.5157814038241734
BA3290	144.89704747162864	0.3000348646219577
BA3448	145.5723603719289	0.3469263687875951
BA2760	145.6582421432596	0.2318542233851574
BA3136	145.78115232106128	0.4198186628813677
BA2902	145.85444383485867	0.4305832717631047
BA3004	146.41442949193342	0.7435197491797316
BA2153	146.4827052853341	0.3382966437468907
BA3139	146.6748115601303	0.9533754592897552
BA2674	147.0979160005437	0.5847776439328105
BA2162	147.29495642603302	0.2075276098890612
BA2735	147.8262491538163	0.2898572883111386
BA2399	148.13163782499456	0.5539786331310428
BA2507	148.35611675642977	0.6190335341667839
BA2281	148.70915295462936	0.4929589762080263
BA2228	148.83302195542166	0.2628742396944147
BA3427	149.39600555491052	0.5007832987527033
BA3405	150.10322649841862	0.4900832122830341
BA2212	150.1149855232797	0.2594329568361865
BA3451	150.25803532935367	0.2801380775486234
BA2429	151.06596918946528	0.2412482642104379
BA2765	151.23552413719125	0.2934941442684795
BA3053	152.00397168269578	0.6412368076275322
BA2701	152.1665461230095	0.1427044063120382
BA2836	152.18203301703952	0.2379198113207616
BA2516	152.53780232404594	0.3524785908331733
BA2906	152.91529910720683	0.1863712182221971
BA2387	153.3348976809124	0.4697411325404799
BA2106	153.3726439647684	0.3996681074992766
BA2034	153.47329527828623	0.4487978343101674
BA2003	153.6363602362335	0.4013244329079319
BA3190	154.0637929559441	0.2063588954909127
BA2294	154.65930575825166	0.3557053911785621
BA2272	155.30969220772613	0.2135859516736474
BA3388	155.3495612647028	0.2751835808372105
BA2715	155.77432060481345	0.5407179260858568
BA2944	156.2191679164993	0.6073825472504101
BA2587	156.35443522543525	0.743689427436652
BA2312	156.40969992181428	0.2645746766899385
BA2528	156.4198357593167	0.5746468103555873
BA3270	156.77269142461128	0.3947631350254255
BA3137	157.01974129618148	0.4599699555675865
BA3114	157.21383862630557	0.1698758836630473
BA2867	157.50388934653276	0.4711109068286485
BA3118	157.51342411451563	0.3590035962957389
BA3308	157.64276285086086	0.8613295623116871
BA3329	157.7780232274986	0.2878748850466966
BA2080	157.83351245834615	0.1281109492294557
BA2646	159.00708462304976	0.5537548395255599
BA2804	159.40234247738303	0.139407727396832
BA3258	159.48135933204148	0.2433264742198979
BA3077	159.83900132526296	0.2415930982661468
BA3269	160.0554157433891	0.323176272314291
BA2589	160.10103382389008	0.3209519148239628
BA2723	160.4939192604911	0.1535496039363053
BA3206	160.66636813154207	0.3054029361585556
BA3273	160.85550541557942	0.0560587391122591
BA2926	161.0086066472505	0.2264094324360189
BA2677	161.03891322846772	0.2488417419559836
BA3042	161.0984766462048	0.2158528763498654
BA3068	161.26744110478273	0.8598505425084702
BA3371	161.37983110943483	0.226349875713049
BA3141	161.6339322558331	0.4566407521427342
BA3293	161.9473222177505	0.9942868464660988
BA2670	162.34339961552118	0.4787332765947135
BA2425	162.79491087118302	0.3507812970068016
BA2685	163.1492191604278	0.2648671293645711
BA2621	163.23017498489295	0.2111757237127263
BA2538	163.56922986240653	0.4240097802137525
BA3299	164.1004107601473	0.3028377512175438
BA3230	164.73699657900582	0.2993677379279945
BA3234	165.37462228202543	0.4096002524563868
BA3103	165.5219665724583	0.5169322745767089
BA3385	166.26396393899057	0.396194121898357
BA2844	166.41325673111845	0.1004672344075486
BA2817	166.47145168901284	0.0122968239201825
BA2914	166.5248167599512	0.3282464348132149
BA2089	166.7588903652543	0.3022986007009235
BA3245	166.88278451382786	0.3474752642131753
BA2722	167.37349745602896	0.4249924044391167
BA3211	168.4096662558839	0.8167295952417628
BA2251	168.5185793587882	0.1512000511284227
BA2156	168.64129625232474	0.1665121141157881
BA3315	168.92193856793358	0.2484026435584517
BA3325	169.11445990425193	0.3511676830534682
BA3353	169.65826102895142	0.4940194295257724
BA2360	169.86331229535077	0.1401737238210114
BA3126	169.9058236447186	0.2332065906338938
BA2132	170.7127216635003	0.4028966828390375
BA2483	170.9383763555678	0.653393236048947
BA2922	171.04246058528	0.4560426622607161
BA2116	171.4319149038356	0.247156774264995
BA2449	171.94192740645337	0.2952747735876687
BA2675	171.949167646683	0.393738690939336
BA2908	173.5960498164805	0.3362728008393634
BA2217	173.74162856094	0.1748507630117328
BA3417	173.8357604806873	0.1861777521522952
BA3153	174.01100812406176	0.1392744072064952
BA2563	174.09947387656885	0.6558685636737558
BA2992	174.1559179385256	0.571223400311484
BA2485	174.4791578442435	0.5450485108625669
BA3406	175.00593868924125	0.3555937927988822
BA2583	175.38868962690978	0.6912775488681344
BA3037	175.74270593972224	0.2617518776043486
BA2505	175.77268062103064	0.2094139462086697
BA3169	176.04742129671854	0.1890676749491902
BA3243	176.0732364371607	0.3565320994115399
BA2939	176.43003976228755	0.3058548591742073
BA3319	176.44505731116638	0.4062251645760432
BA3146	177.31275979464104	0.4855940184757919
BA2256	177.37594734399633	0.4205528268447001
BA2169	178.1356567294738	0.2424274050615774
BA2375	178.2945435585226	0.8939738305449055
BA2634	178.5576422875698	0.2313716576966895
BA2271	178.74582923309202	0.6406549134468797
BA3433	178.90290846691832	0.742720604806531
BA2275	179.28463600626125	0.5899890040908593
BA2482	179.89138144862451	0.5853367159024542
BA3453	180.47298431809	0.2738419892276626
BA2789	180.57875038543253	0.591763462756144
BA2639	180.8138917906739	0.6987008341132465
BA2402	180.8329650691468	0.428971316748376
BA3009	180.9021355226272	0.3910410980820776
BA3176	181.09546918820772	0.3915225302347527
BA2802	181.44247096762143	0.2787978911299484
BA2856	182.44398582682192	0.1331356976459998
BA2600	183.1853616101156	0.3640935596244726
BA2728	183.55938591740525	0.3130353858877515
BA3210	183.7222378307674	0.3897197689574871
BA3351	183.84015117269627	0.2277844883078007
BA2846	184.4292886686244	0.6138999934750695
BA2124	184.66017011723795	0.547448699385894
BA3436	184.67064609509663	0.5688667444176033
BA2480	185.00097066910075	0.7474430900341659
BA2172	185.11095536230036	0.1712153320146594
BA3156	185.1834396431005	0.186899443301741
BA2872	185.24782943911865	0.1706664186677523
BA3375	185.2589113390073	0.4729430043851663
BA3237	185.799570863636	0.2731221081648503
BA2893	186.1761368733409	0.603367933771291
BA3283	186.2344572851692	0.2865298286168483
BA2004	186.3131826561012	0.3087657605500394
BA3286	186.44607428478997	0.3977116929525598
BA3083	187.27367058107345	0.3727060463008943
BA2885	187.98064074137977	0.299849769692369
BA2353	188.11794952171155	0.6573283798949452
BA2521	188.9495712148245	0.6694791447565787
BA2244	189.13614877568463	0.3542834319275956
BA2369	189.42521296233164	0.3214652451660544
BA3171	189.60298414759188	0.3806407790253697
BA2588	190.10730529365503	0.3521388625898267
BA2123	190.53116384213277	0.3247570771477333
BA2306	191.29686259218525	0.3022602526166719
BA2762	191.9918527694903	0.4421250179694788
BA2851	192.33548881236496	0.4227151357950647
BA2809	192.4826987219994	0.559960596602449
BA2714	192.9030108214692	0.4087606478982316
BA2452	193.1247259182125	0.5587110693065258
BA2526	193.6457426221941	0.3500031698747818
BA2211	193.69321339903547	0.8197705252423492
BA3182	195.0920648213859	0.4820291055658831
BA3251	195.1114629700192	0.37682137352656
BA3249	195.3978303057858	0.2979370074847912
BA3412	195.68106403756929	0.0899779089099585
BA3242	195.77664629601023	0.4369142444127037
BA3098	195.9334197562845	0.6538684639714663
BA2962	197.011970114943	0.3745486800855535
BA3449	197.1342114504446	0.2999389659404642
BA2866	197.19219437101748	0.3976880606962743
BA3158	197.65957432697925	0.3363321980053571
BA2414	198.15717400889827	0.5780566755810961
BA3264	198.38716106337813	0.6322409702114022
BA2233	198.79246681895413	0.5315421413584168
BA2748	199.25488871332868	0.1634354112640224
BA2500	199.5066088787393	0.7589955005186041
BA3174	199.79928936886176	0.466942613490451
BA3064	201.18480931502572	0.6805859040259954
BA2704	201.20381554401783	0.6087831810726083
BA2623	201.24225278348143	0.8038726737497515
BA2065	201.62135608839577	0.5219851276879832
BA3225	201.68996241015256	0.3437275867685899
BA2286	201.80223865128715	0.3573625729541775
BA2450	203.05409982012395	0.5093440493546546
BA2883	203.20276533728472	0.4525059688827549
BA2277	203.6065735095337	0.6086944074788341
BA3163	203.77054518568227	0.0939197598265622
BA3110	204.93388712530657	0.2853318446250391
BA2019	204.9947885795207	0.2985802352609417
BA2994	205.2736444741335	0.6987384180225817
BA2824	205.53801514045847	0.8006411697174718
BA2400	205.685906014256	0.6441740758930947
BA2245	206.20598869395417	0.6503321853810318
BA3073	206.23744466270267	0.5202851452743436
BA2592	206.67516523469448	0.4067550358409438
BA3332	206.84935323170015	0.4309639511858069
BA2209	207.73969039082704	0.1473016906235394
BA3335	208.08253805060983	0.6419343830762536
BA2377	209.4103095988851	0.809008592228186
BA3208	209.98466747814996	0.3509959283739198
BA3038	210.31260336505892	0.4797717529151157
BA2776	210.7570629268887	0.8772785406547836
BA3067	211.5006340656422	0.9417137704908728
BA2308	211.6825983608057	0.3212370824381028
BA3128	211.6879117781022	0.530905902687292
BA3173	212.4418000765387	0.3070382406077814
BA3157	212.8809027023121	0.6363828203000166
BA2442	213.18153533200555	0.4327592238494117
BA3207	214.78979346649717	0.4022451961946818
BA2032	215.03490271417868	0.3819240898337823
BA3133	215.74995269209867	0.4017282865003045
BA3162	216.5056270416564	0.5376642936690882
BA2798	216.74514018367236	0.5461655847380165
BA2163	217.2043669052266	0.3639867216910707
BA3341	217.37821659093277	0.3174076243393825
BA2984	218.1342249651564	0.5524435975243656
BA2806	220.58941345398543	0.6373509732992193
BA3380	221.2996538343536	0.3662717140970948
BA2413	222.15236454691257	0.3395163963397635
BA2924	223.39027855209372	0.3927336682223337
BA2113	223.4154468177113	0.4636009687036643
BA3095	224.0292272594461	0.5627347176682901
BA3001	225.6917911104391	0.5107964579461929
BA2410	225.8440833603437	0.642834333785354
BA3280	226.69751458857772	0.4990817501709067
BA3277	226.70907927311117	0.5116233861894945
BA2590	227.36806320229115	0.7566619284761555
BA3311	227.63473509638317	0.3836221812068668
BA3186	228.04792465394772	0.8556351390761217
BA3261	228.1673867951175	0.1746876068794424
BA3295	229.0759670933194	0.4842616358580394
BA3226	229.2579314955156	0.6001027365795609
BA3357	230.10965888564544	0.2357294055540615
BA3138	230.3337342749573	0.3691902155274642
BA2229	230.9272500432621	0.4056640287149609
BA2523	231.1519510714657	0.3790836752965296
BA2932	231.47952642480772	0.4272977550754492
BA2386	231.55889311260623	0.7200270107145469
BA3435	232.53373548105796	0.565665550355561
BA3369	233.0697009394279	0.5423304068211141
BA2171	234.8583259532597	0.6888123828281181
BA3403	235.1154504862194	0.2800542556398858
BA2236	236.6977944710083	0.6132881705814938
BA2647	237.84824537527427	0.5735408254668578
BA3411	238.25400702034068	0.2704176023369389
BA2036	238.32690231687388	0.8388414173535819
BA3149	238.43616497424537	0.5645100707443396
BA2174	238.4854486070038	0.3644123896008013
BA3145	239.76856898668805	0.3714211515309634
BA3317	240.1562776082272	0.6423924956872351
BA3318	240.52561135968892	0.3061830139235205
BA2904	241.73197871780164	0.5605771781116354
BA3310	241.81235246916677	0.4493223787761471
BA3240	242.02707234614763	0.6055565355291733
BA2829	242.33983194955127	0.728071995753671
BA3222	242.922999828226	0.2386519718525283
BA3197	244.1897443579869	0.3925798441882347
BA3189	245.12282784132051	0.6953837671597553
BA3108	245.96800360851293	0.4771452595381377
BA3381	246.3283155559964	0.3995621713674603
BA2160	246.74003776373183	0.5239516202848741
BA3423	247.16444382180865	0.4690401005159862
BA3199	247.9957365242724	0.3683258922645316
BA3002	248.3132071115166	0.5907034847133481
BA2469	251.0946035683642	0.165106039804428
BA2477	251.96199370434655	0.5055873220543777
BA3445	252.05807357118948	0.3247887731201874
BA2534	252.0719388356896	0.4329884438925064
BA2200	253.9343726061422	0.9493042047686716
BA3036	255.0629685648225	0.3202146226888125
BA3376	257.5822685803655	0.6235087840431298
BA3255	257.62153547544665	0.4513098386747018
BA3229	259.33312738653154	0.9040616726306924
BA3415	259.60805659132666	0.7410698910464569
BA3228	261.688592673945	0.8434634677888566
BA3434	262.8951788966082	0.66006781137165
BA3416	264.47263050967763	0.2221459302117749
BA2721	265.52723888228604	0.7256291013940612
BA3216	266.1372244527796	0.3935287074904569
BA3177	267.32574083128566	0.7269216743289351
BA3135	268.0646847813542	0.5085187774197564
BA2911	269.4633451313588	0.432461270425124
BA3089	269.6975290383345	0.5067222888544671
BA2910	271.8085988903684	0.4085341383201479
