	KIT	IDH2
BA2169	7.30411511402805	8.85577669200061
BA2156	8.99558616821901	8.78108213178214
BA2511	4.81690090080098	7.46784096415085
BA2939	7.64377441186557	7.72545959564587
BA2168	3.54447318338801	8.29820901257083
BA2505	6.69861654752334	8.14705635633251
BA2860	6.10105446354612	8.42321613548815
BA2707	4.47937233979517	8.66689198102969
BA2871	6.4442145827922	7.80682500789732
BA2655	6.1522898333018	8.7420670822246
BA2227	6.87084783224833	8.0301567645062
BA2125	7.24473994098098	8.3695120975799
BA2523	8.62516478231551	8.58992566833602
BA2603	6.26033254809805	7.97230357086309
BA2808	6.80486837491	8.20213208675208
BA2282	0.275450535390316	7.09119041085949
BA2482	8.51425498508966	8.43037965011906
BA2812	0.390163792184238	8.25764420926654
BA2822	6.64684027167279	9.45324250904435
BA2594	7.31665510949842	8.40194775982719
BA2747	6.53543485984192	8.55813210635661
BA2561	1.51130448384538	8.07789379739417
BA2567	1.72847085742469	6.56478809528508
BA2906	6.151452910791	8.95099667095566
BA2956	5.88606180557595	7.83985748399556
BA2474	7.37771038448057	7.82988769642495
BA2737	3.93165864889064	8.0301567645062
BA2110	3.98774117772589	7.17595663951225
BA2992	5.40957494113667	8.37180321609369
BA2220	5.05504885396523	8.79022656584331
BA2772	5.93332587992066	8.22445433533228
BA2935	6.4108151402329	8.03369173116136
BA2260	4.5552347102947	8.23267071257109
BA2676	7.74536502725477	8.5555137585582
BA2948	7.64255001400601	7.3014086607396
BA2524	7.27555120012057	8.30037965468589
BA2811	5.21501701134356	8.49156043324924
BA2540	5.98011491063707	7.64636707538027
BA2928	6.05650405294687	9.16398396797258
BA2302	6.56685915377229	8.06706072393759
BA2595	7.36047250037276	8.86857724833819
BA2792	6.66177361256097	8.38795127420314
BA2651	6.88867708372879	7.83268389248944
BA2619	8.67821802831458	8.57129520837751
BA3013	5.69333061318898	9.13342062895717
BA2405	5.94473215258657	8.57394218930808
BA2735	5.40147695209821	8.01965582601105
BA2856	5.36476332195428	6.83661488155882
BA2377	6.32635613681556	8.70296361717243
BA2499	8.03722226484621	8.30909856685695
BA2463	-0.256578476181957	8.46370355203629
BA3023	5.91320591729895	8.57129520837751
BA2095	5.73627139725326	9.33883912107995
BA2901	4.75201016058728	7.69288267465993
BA2275	7.82833379039141	8.24717893447311
BA2387	8.6279105840654	7.88494695067266
BA2962	6.10621461216555	8.59529250724368
BA2195	6.92111028015582	8.20012237793382
BA2688	5.64352989350398	7.81385914418798
BA2787	3.13490199455068	6.53792906948021
BA2420	7.9003747386446	8.65006116973985
BA2756	6.19822146547957	8.77804587995587
BA2122	4.4543011664344	7.22786001580346
BA2053	7.50105244518025	8.13938594647296
BA2080	8.30255392241405	8.7420670822246
BA2081	8.48656626341456	8.62242404966029
BA2354	9.28155652487085	8.03197078783115
BA3273	0.651829022283505	8.71530617987172
BA2893	6.14672505812723	7.97069985635942
BA2044	7.70961368830257	8.60067902691643
BA2489	5.95233629524957	8.3311533449718
BA2309	7.13359161213086	8.77501554362266
BA2720	5.0932101529727	7.72941398094
BA2908	7.7071077714624	8.46065657230778
BA2054	5.13193342655662	7.90191887122195
BA2872	6.41806054956223	8.7420670822246
BA2526	5.60348204059795	7.97556074370465
BA2041	6.14889515620208	9.11460476788528
BA2464	7.70197141870837	8.03197078783115
BA2902	5.85341733924409	7.84883391972247
BA2541	7.62080780455831	8.09989277486394
BA2143	7.12590219224429	7.95296500400789
BA2094	0.162179847700664	8.51679913189176
BA2769	6.82369230677028	8.45696872743274
BA2843	7.68775219309565	9.00955709168753
BA2592	6.28328278970437	8.77804587995587
BA2497	-1.79323399416306	8.52190108216259
BA2718	7.99739906746641	9.77539354132974
BA2575	5.99724316529864	8.0044307958278
BA2096	6.21496669116308	8.90103696609653
BA2593	5.69295647546023	7.29348678773891
BA2791	6.3688389446517	7.98067391429632
BA2620	7.19985683529985	7.72809482559201
BA2629	5.91637612602088	8.34906675857089
BA2870	2.62348222679061	8.60608533344799
BA2423	2.36769406332286	7.46260985261637
BA2682	7.64895583047878	8.11478606741055
BA2276	5.42161592263156	8.5872495962732
BA2348	2.91773529558035	7.57949702449786
BA2709	6.00841658197255	8.36722488709977
BA2789	8.25344779136567	8.77501554362266
BA2694	6.30006188044534	7.95452812467512
BA2538	5.37928711694374	8.78108213178214
BA2583	7.81538872947805	8.68676863894814
BA2415	4.50065722085035	7.4333053034535
BA2722	7.10612705087253	8.55813210635661
BA2806	7.51084212363206	8.20012237793382
BA2221	4.19332061557143	8.33560901482561
BA3025	7.20800173217813	9.00255657247606
BA2514	5.86940153677441	8.09800077099819
BA2520	4.68486735962429	8.96458579397726
BA2441	7.72277870826456	8.31347995218337
BA2153	8.99906762077278	7.85777881958234
BA2479	3.64055833212888	7.08297551023298
BA2281	4.88780360986739	8.48906113697349
BA2657	4.35206524028425	7.76200686781066
BA2932	7.52657913903788	8.48906113697349
BA2123	6.19874995357892	9.3735473533766
BA2844	7.31484141146978	8.96800104667789
BA2660	5.87260128091849	8.65565049707964
BA2836	7.15078589361001	8.06147774301482
BA3027	2.43277955517649	7.12040364606583
BA2714	7.35673455123978	7.85633367820174
BA2139	1.49445405603774	6.79931174111644
BA2251	7.64135506224067	9.4000752436972
BA2952	4.05764463767079	7.71347289714959
BA2440	5.83560892628546	7.89883083701412
BA2036	5.0083041453619	7.88793681406652
BA2828	7.44544500262934	8.0095286113404
BA2292	5.99724316529864	9.64008823387741
BA2410	7.51527675972318	8.30255392241405
BA2051	5.25714318052804	7.5032888272442
BA2532	4.7790741086654	7.76614073791854
BA2986	8.01965582601105	8.4424022836884
BA2494	6.43793151264448	8.41135949860071
BA2515	6.68127929274665	8.77804587995587
BA2748	7.62437772428186	8.85577669200061
BA2970	5.98303645552473	8.42798766039968
BA2622	4.83724303208421	7.29431703031285
BA2839	7.48490734822992	8.62516478231551
BA2052	5.78192253760815	8.74800571415782
BA3011	3.98080879790434	7.85205086731265
BA2868	6.52324588492183	8.84624370479657
BA2510	6.50804753914762	8.79942491234482
BA2065	8.25974759702626	8.24509615455004
BA2691	1.42234206716286	7.21224786715344
BA2374	7.01983909137586	9.14863087419242
BA2804	5.98220791058853	8.83362186336888
BA2670	5.55778136463102	6.96289154217268
BA2675	7.92045916247849	8.34456564828853
BA2589	5.29733962996603	7.41008797800013
BA2031	4.36276075031951	7.68134464101013
BA2198	6.53495824677914	8.64171611871059
BA2066	5.94221717949707	7.64377441186557
BA2344	5.28107931681894	8.97142354261209
BA2459	5.17241204196236	8.80432724529814
BA2229	7.33250978911574	7.46065818949753
BA2559	4.47062750328023	7.72417589543797
BA2093	8.6697155276332	8.51679913189176
BA2000	7.94314055717551	9.25517667754352
BA2425	5.65372634921578	8.29571260021178
BA2905	7.50539293842063	8.42798766039968
BA2304	-0.736047992509252	7.59101188148724
BA2976	6.62737493861003	8.13938594647296
BA2386	6.41227021268222	8.05626383418968
BA2035	5.79487700443781	8.904319577833
BA2760	5.5985184260425	7.83268389248944
BA2201	5.93777047922961	7.88494695067266
BA2355	4.98897342757444	7.42415546195164
BA2113	8.53327685252825	9.00613487905274
BA2155	7.62437772428186	9.23089240757758
BA2955	4.5391313162393	7.60765864505298
BA2502	5.85381815948029	7.56321071069528
BA2322	7.97894297933459	8.41608983118813
BA2376	3.16972930293428	6.9944372976249
BA2020	5.28216189346069	8.87824586229709
BA2226	5.88838394030345	7.35863482899504
BA2200	6.80486837491	7.94145634611773
BA2121	5.77488348222962	8.45696872743274
BA2944	6.94758145894243	8.7420670822246
BA2033	5.59251221721887	6.87847286019697
BA2867	8.57394218930808	8.68391306436784
BA2089	3.23189129338738	7.5725144548201
BA2224	8.09067732991193	8.09804401257278
BA2046	7.94314055717551	9.16784487350203
BA2972	8.02685700006077	8.54249270039127
BA2978	4.44482165400227	7.48490734822992
BA2829	7.62320575204897	7.62925234894777
BA2851	8.58992566833602	7.99068122497693
BA2587	8.15284092667829	8.42083657982967
BA2461	4.86570889780568	7.51191595859432
BA2695	4.77523727497609	7.10693286579065
BA2623	7.62925234894777	8.50918028997297
BA2024	6.07479305709891	7.248181873002
BA2426	6.97110220501606	8.38795127420314
BA2271	-0.425828695317915	8.0301567645062
BA3004	6.43437499992686	8.34007975821985
BA2579	4.6788765540465	7.81538872947805
BA3010	4.41460197309359	8.03884116383771
BA2662	5.59027419096801	8.43758065182973
BA2674	9.2429894144776	7.58991392876001
BA2280	7.13433489569232	7.90803356905227
BA2512	2.98186111032531	7.00146186913291
BA2658	5.58159000678894	7.49358396361658
BA2394	6.89644993218602	7.93502206043898
BA2950	4.65477615366599	7.67625068419832
BA2981	4.87586349576247	8.20818067427413
BA2934	2.17173440950598	6.47279065497325
BA2539	4.04879675825088	7.49256176412129
BA2249	7.01472936087095	7.74263536016322
BA2034	8.61607464234973	7.96905854853838
BA2109	4.81867438751018	7.73332620572976
BA2242	4.90326139384486	7.66613976188412
BA2277	8.35358316301659	7.81538872947805
BA2727	7.28438406463884	7.94145634611773
BA2132	6.09600230844392	8.60067902691643
BA2618	6.99925381802676	7.70961368830257
BA2521	6.90558799283489	8.13747585819058
BA2846	7.00565090016862	8.63341745058943
BA2885	1.13209845200278	7.45866975783138
BA2639	8.95438322249582	8.73910632748104
BA2775	3.52621202722456	8.11853831041796
BA2402	6.7630173908565	7.68775219309565
BA2097	7.10771088589405	7.9003747386446
BA2786	2.25371361358042	8.7332018546727
BA2399	6.48220324595878	8.31787605128572
BA2850	6.27245301532753	7.5552619353094
BA2174	6.06843510757967	8.11104544817006
BA2004	7.08821062221174	7.17275321082541
BA3001	7.12590219224429	8.23061160269424
BA2311	4.39292391038912	7.9609725092348
BA2483	3.32807645348226	8.00271116464237
BA3040	7.90803356905227	9.05581138653334
BA2837	7.52987979374564	8.37639721534742
BA2724	4.5990180150559	7.66369633945432
BA2911	6.75946045637828	7.8210975174081
BA2256	7.01129464656936	8.7420670822246
BA2821	8.00107447892983	8.41372261793503
BA2233	6.24592732813786	8.74800571415782
BA2744	6.45401948854285	8.3972661940189
BA2880	4.97805997780333	8.3311533449718
BA2621	3.5362979263788	7.28438406463884
BA3002	2.97228864719493	8.55997698305646
BA2501	5.07976129224881	8.34681429629083
BA2993	6.26748667871903	7.77713213848426
BA2301	3.86710818348133	7.75780436658957
BA2852	4.67708963797245	7.53734841909383
BA2133	4.28927616177022	6.96975356458038
BA2866	6.35306835134338	8.99906762077278
BA2212	6.32036876736161	8.64171611871059
BA2685	5.48468121276611	9.08862153045619
BA2273	7.37675245327076	8.71853926395486
BA2477	8.57659398663682	8.48407580140491
BA2659	7.88793681406652	8.15090969693391
BA2124	6.65845499115322	8.70296361717243
BA2363	6.91665453342353	7.80235955590607
BA2369	6.92764387831615	8.62242404966029
BA2534	6.74557828155057	8.74800571415782
BA2400	8.25764420926654	8.09804401257278
BA2762	7.60044547310861	8.16840116234166
BA2312	7.8894951557827	7.54970729199318
BA2813	6.33918453468976	8.04060780611373
BA2211	5.28073246291878	8.61335419813792
BA2171	6.40503611780804	8.29387857030758
BA2746	4.63527142594282	7.28712238553665
BA2798	7.01129464656936	8.39493145233583
BA2809	9.26335235036244	7.88191833711993
BA2288	6.31720357778214	8.17565360284926
BA2801	4.13824319852488	7.5932544466496
BA3030	7.15557221270197	8.02685700006077
BA2588	7.66735491479546	7.83407017601998
BA2296	7.55867055300222	8.64449262965366
BA2300	6.90492530830845	8.34232080533324
BA2903	2.6560583580885	7.15557221270197
BA2473	5.65139228908545	9.20081280674415
BA2545	5.62868512576849	8.10545619155905
BA2840	4.79032535890257	7.36527517561591
BA2528	6.79158437688518	7.81249915728454
BA2646	7.53867754134672	8.27244095196937
BA3407	4.94668602882429	8.23267071257109
BA2240	7.7729524118183	8.01121552663761
BA2926	7.01543819204674	8.34456564828853
BA2272	6.3423350524195	7.33250978911574
BA2306	5.04621645682115	8.34906675857089
BA2765	3.98649459567883	7.00642277827321
BA2904	7.79663560293131	8.01121552663761
BA2883	5.99890598903284	8.52445890903765
BA2726	-1.00974723907371	6.93827202821145
BA2234	2.12152501264232	8.2960419873451
BA2022	6.15311168314809	8.66407371953991
BA2228	5.62043017440298	8.79022656584331
BA2037	9.4045391740165	8.46185834013681
BA2184	8.44966638628301	9.1872873383188
BA3009	5.96264354381231	8.07064998624987
BA2842	2.25911507046517	7.21053357648558
BA2442	6.41897137635364	8.01616932095142
BA2882	3.53291440511488	7.51299557490928
BA2758	2.4978306958102	6.90161368403515
BA2705	6.8576823032308	7.53303259081949
BA2663	3.17350672344865	7.25790347094091
BA2570	7.24138386390375	9.21888429779212
BA2764	5.17699814732324	8.04060780611373
BA2209	7.02415111976065	8.22240857358487
BA2989	7.32679901700122	8.68676863894814
BA2855	4.85724763111666	7.77444024847
BA2261	7.74808252538179	7.99739906746641
BA2721	6.34190143280827	7.80956394588893
BA2930	2.84242237772409	6.82612058067876
BA2728	6.63655252284443	8.15671254170946
BA2715	6.53249965977741	8.06884590575294
BA2469	5.80492505261512	7.12664090320603
BA2269	3.10489818725874	6.99377561399407
BA2098	4.7941665840707	7.65632337592004
BA2778	3.17944274470636	6.68355614720783
BA2951	6.73467335194796	8.49908497066643
BA2163	5.72978046990601	8.23473317956582
BA2379	5.43621855884092	7.06166102601644
BA2817	3.81521123693014	6.97794904447586
BA3153	5.02619905861961	9.30065851731011
BA2820	6.19646958807837	7.60280427832536
BA2723	5.3277279235139	7.51299557490928
BA2704	7.27022547665066	9.01658796485945
BA2088	5.81570333041158	8.46430959418229
BA2116	6.54042498941119	7.1940059259717
BA2584	3.43900565903568	8.98864564355709
BA3079	6.59785150913547	7.71867822819813
BA2417	1.25696002199891	8.95099667095566
BA2361	5.51462217129908	8.13747585819058
BA2450	5.06562997256811	8.1017443875296
BA2492	3.30695131155452	7.47524977931761
BA2552	5.54506701473391	9.0307417478067
BA2472	4.23625755420962	7.93502206043898
BA2994	4.69471321352097	8.49406416345013
BA2047	5.53758769155616	8.45209623715645
BA2101	7.01271335596315	7.70330320958059
BA2082	8.0179995830141	8.94761722776196
BA2879	5.92036694036748	6.90877033903166
BA2577	8.44724078411408	9.16398396797258
BA2456	0.240701063558228	7.34929269675225
BA2175	5.41173058943586	8.4424022836884
BA2824	4.91302715387873	7.878761730409
BA2507	7.49457772487061	8.46922505155083
BA2563	3.16152901437988	8.5373170330564
BA2244	8.04591780353771	7.34929269675225
BA2470	8.74800571415782	8.26607857536642
BA2984	5.55778136463102	7.77015373984418
BA2414	8.45696872743274	8.95777690896205
BA2697	3.02935460711532	6.89968682755392
BA2079	2.04428550060962	6.39786567345431
BA2999	8.99906762077278	8.41846114844672
BA2644	6.33046496181519	7.66495366812555
BA2011	4.6706843537504	7.31127241928996
BA2217	8.64449262965366	9.00955709168753
BA2454	7.15951987646114	8.86216405394702
BA2776	5.87139334737162	8.91751782379931
BA2218	3.9200316734717	8.09619809378225
BA2135	7.52987979374564	7.95296500400789
BA2914	4.80249649532499	7.50002964161751
BA2500	5.25002967084118	8.32893113987774
BA2830	7.40017541649469	8.66407371953991
BA2406	5.17988483740919	7.8894951557827
BA3108	9.03429954865997	9.37793858616158
BA2924	6.97518866229435	7.61362919863888
BA2303	3.81737153202812	7.20465709297985
BA2160	7.32489473499785	8.32007964073217
BA2038	5.26497574003642	8.43998936441936
BA2602	5.31033947454173	7.83268389248944
BA2964	5.53350703365187	8.50160207030541
BA2898	5.73858169391831	7.92215119859177
BA3003	5.15703871631077	7.98220941306141
BA2111	6.09048118374774	8.24717893447311
BA2827	5.60231976530737	8.34681429629083
BA2912	4.7189671068174	7.99739906746641
BA2437	5.57895756058083	8.49908497066643
BA2283	5.17806224044823	7.86671215518685
BA2057	5.10629601616429	8.09619809378225
BA2633	5.33399944565982	8.50412364911741
BA3034	5.34471469248409	8.05288390011611
BA2607	5.58195119803049	8.40664550150058
BA2761	5.04377519736749	7.87281860469351
BA2795	4.93540010442141	7.96577419756633
BA2182	5.4501485597404	8.1336646480907
BA2152	5.45636731851438	8.22036612888066
BA2381	8.43517613550052	9.34313727945847
BA2931	5.82897025310715	8.21020338316209
BA2040	4.10430197787171	7.92364245319313
BA2590	7.03196402344294	9.28812805203208
BA3195	7.83268389248944	8.47910806756512
BA2516	6.90032088066256	8.32191640184945
BA2353	8.40664550150058	8.68676863894814
BA3036	7.26503778677364	8.0095286113404
BA2971	8.84806156927188	8.14502683997756
BA3410	6.36512999451549	7.98220941306141
BA3118	6.67724465459247	8.30691336971867
BA3206	9.08862153045619	8.09804401257278
BA3202	4.94702787792631	8.6279105840654
BA3217	4.81514527019492	8.27670009201677
BA3405	5.70948396756837	7.92364245319313
BA3306	4.17828103107484	8.37180321609369
BA3371	6.16270217963845	8.62516478231551
BA3413	8.43037965011906	8.81487669872437
BA3411	7.23805703314362	7.98898804212453
BA3133	8.44966638628301	8.34232080533324
BA3164	5.95559861955689	8.30255392241405
BA3451	4.06401487195903	7.51413414557592
BA3286	7.00490622738367	8.7361512573159
BA3212	1.8338629705864	8.57865830342714
BA3103	7.43138197639579	8.7361512573159
BA3271	7.53974354156668	7.97894297933459
BA3152	5.91992653150053	7.94314055717551
BA3095	7.10160504306164	8.46430959418229
BA3192	8.52190108216259	8.43998936441936
BA3251	6.08621852980205	8.42798766039968
BA3362	5.42125052108752	8.88653621315296
BA3400	5.89003355654074	8.02508710399741
BA3135	6.26881149847343	8.83676787171411
BA3408	2.57836343869641	7.02274319881886
BA3187	6.4417602152858	8.53215993801742
BA3098	8.32449794408229	8.73025810259064
BA3435	9.3735473533766	7.96744532914178
BA3261	8.07426638068647	8.66407371953991
BA3203	6.97250726431014	8.15090969693391
BA3174	5.73207630464099	7.617186143553
BA3317	8.78412431760784	8.42559982560594
BA3299	4.04672215210504	7.92868137841977
BA3221	-0.38969003685215	7.07556396699123
BA3347	1.22944543113974	7.68134464101013
BA3235	1.81606762523089	6.732801148639
BA3126	3.2401351714745	7.15557221270197
BA3380	6.34190143280827	8.41608983118813
BA3089	8.79022656584331	7.89883083701412
BA3109	5.96945929693027	7.04851156959908
BA3114	5.7641069155357	7.58991392876001
BA3418	6.62357481456438	8.19611264417946
BA3245	6.97993778438247	8.05457002396872
BA3085	7.56321071069528	8.11104544817006
BA3128	7.00991256129177	8.78717245605116
BA3423	5.53058601108242	8.29820901257083
BA3173	7.1445927897216	8.84307877151568
BA3171	9.14481502348153	7.27205163282357
BA3277	6.44947039282618	8.56601564488201
BA3210	5.28864753312789	7.80094268898657
BA3157	8.42559982560594	8.51934782702254
BA3433	5.70146183160515	8.27244095196937
BA3322	4.93470537442066	8.17625565039323
BA3374	5.53239656043462	8.43758065182973
BA3450	6.72640507458581	8.52190108216259
BA3167	8.40194775982719	8.40900046313029
BA3269	7.55189787670547	7.24647814947882
BA3110	3.17892025585561	8.54953218061743
BA3156	6.61592394796106	7.51732737025111
BA3226	7.7045927999637	7.87430709609213
BA3421	5.05080635120384	7.45670028367566
BA3232	7.12266775163133	8.16840116234166
BA3289	5.08151823941693	6.86648111845466
BA3430	2.4702039958371	7.16953610700443
BA3145	7.58759859001841	8.21629115879124
BA3399	5.58084969783205	7.41107466475047
BA3449	5.95439094102815	8.19012213724112
BA3384	7.56567805381962	8.16059641320183
BA3427	7.66369633945432	7.3548407117676
BA3163	1.17134115218982	7.550843282623
BA3158	7.45963779857083	8.81487669872437
BA3436	8.47663077360064	8.18416035809344
BA3154	-0.227067223199409	7.9003747386446
BA3162	8.49657233882556	8.3558471237735
BA3352	6.99719018449603	8.70008120144039
BA3084	6.95213438220586	8.8717935877338
BA3149	5.90555861314736	7.40108920011618
BA3169	2.62283712368534	8.25974759702626
BA3180	7.79093203959201	8.81487669872437
BA3255	6.40926123688896	8.01284698319857
BA3438	3.9216388561837	8.57394218930808
BA3345	2.02417937472789	7.574849932275
BA3403	4.68063578286025	7.99413751864958
BA3431	5.74901581721608	7.06807720975175
BA3181	4.39774491020096	7.3445927403943
BA3341	5.75832214709053	7.9003747386446
BA3191	6.79520689964912	7.47212920454885
BA3197	5.66936167999459	8.78412431760784
BA3448	8.51679913189176	8.37180321609369
BA3453	7.12738803665014	8.23473317956582
BA3406	6.73404028171299	7.99246857024867
BA3308	7.55977224878375	8.69824500910271
BA3186	8.10894763837049	8.55765692487222
BA3334	5.02586431491849	8.08518191159815
BA3447	5.94021025458643	8.22036612888066
BA3116	5.85542200416075	8.28956252610494
BA3280	6.01005588113279	7.69790613813162
BA3185	5.6098838682387	8.60337970015667
BA3094	5.75137733831877	7.97720455656684
BA3318	7.574849932275	8.21629115879124
BA3216	6.67285627660237	7.72417589543797
BA3332	6.47025472959033	8.97829037472744
BA3214	5.9785222997962	8.59445024196475
BA3099	7.20386734649371	8.24926512843891
BA3141	7.23894729675129	8.30691336971867
BA3373	7.56206988956539	8.59260663428802
BA3319	6.19521896796153	7.78401208165605
BA3328	4.62535414272787	7.99915514777274
BA3339	-0.08887661487244	7.35673455123978
BA3240	7.69023500088856	9.43158515365849
BA3142	5.56967790109069	7.7605970351598
BA3333	6.99516443206292	8.61968837224666
BA3381	6.39210318114874	8.58992566833602
BA3290	5.14045385048919	7.82549928808227
BA3207	3.08252840570975	6.40170617544637
BA3296	4.19910119394124	7.7045927999637
BA3305	3.81612780124423	8.25554427681065
BA3434	7.19312453230448	8.25554427681065
BA3189	7.06371663624663	8.30909856685695
BA3264	7.54625616208849	8.7361512573159
BA3329	8.05115312612603	9.25691151442812
BA3417	-1.04532144447794	8.12986534537924
BA3367	0.962688765366786	7.43931413643912
BA3225	2.72493519321927	7.00991256129177
BA3183	7.48057619109315	8.19411260375688
BA3222	4.25414001013237	8.79635277497105
BA3139	6.63599137571399	10.1620355969132
BA3397	7.35390839708449	9.07395764638915
BA3311	5.94099029232779	6.91793209354363
BA3422	5.54020534264446	8.37409825216549
BA3228	7.17116786854616	8.40429460371975
BA3213	7.8503248353151	8.42083657982967
BA3270	5.48358277984793	7.35764711965898
BA3415	9.88079564639631	9.74736666094391
BA3324	7.81101053195418	8.53215993801742
BA3194	6.63330728837913	8.85577669200061
BA3335	6.17773554711095	7.63878607715114
BA3199	7.59808663804993	9.50125973784097
BA3326	-0.0006124782671186	7.66495366812555
BA3285	7.78681257977187	9.89455064759087
BA3297	6.74447949059254	8.18217944661747
BA3227	7.40017541649469	8.58457840504288
BA3394	5.43546904513176	7.31937809888862
BA3412	4.96266025809675	8.90103696609653
BA3293	3.4550470720229	8.31751248525734
BA3250	7.12738803665014	8.3926007250059
BA3177	7.40108920011618	8.9076089453561
BA3315	5.33868120504246	7.91895915389096
BA3182	7.4382687261571	8.45453034732936
BA3260	4.43026354617328	7.54625616208849
BA3369	8.1073163967498	8.32893113987774
BA3078	8.74983670146495	8.65749029731641
BA3386	6.99516443206292	8.57129520837751
BA3445	2.9652424467697	8.04765964150367
BA3452	7.80094268898657	8.40429460371975
BA3176	8.42321613548815	8.16644533071452
BA3258	1.45644363841645	7.69023500088856
